ID;KenmerkenHuishoudens;CaribischNederland;Perioden;Huishoudens_1;PersonenMetInkomenPerHuishouden_2;BesteedbaarInkomenGemiddeld_3;BesteedbaarInkomenMediaan_4;GestandaardiseerdInkomenGemiddeld_5;GestandaardiseerdInkomenMediaan_6
1313;Gestandaardiseerd inkomen: 3e 25%-groep;Bonaire;2016;1850.0;1.9;34.1;32.5;21.8;21.5
1314;Gestandaardiseerd inkomen: 3e 25%-groep;Bonaire;2017;1950.0;1.9;34.4;33.4;22.2;22.0
1315;Gestandaardiseerd inkomen: 3e 25%-groep;Bonaire;2018;2050.0;1.9;34.4;33.5;22.4;22.2
1316;Gestandaardiseerd inkomen: 3e 25%-groep;Bonaire;2019;2150.0;1.9;35.7;34.9;23.2;23.0
1317;Gestandaardiseerd inkomen: 3e 25%-groep;Bonaire;2020;2200.0;1.9;35.5;34.4;23.2;22.9
1318;Gestandaardiseerd inkomen: 3e 25%-groep;Bonaire;2021;2300.0;1.9;36.6;35.3;23.8;23.5
1319;Gestandaardiseerd inkomen: 3e 25%-groep;Bonaire;2022;2450.0;1.9;37.3;36.5;24.5;24.2
1320;Gestandaardiseerd inkomen: 3e 25%-groep;Sint Eustatius;2011;250.0;1.8;;;20.8;20.4
1321;Gestandaardiseerd inkomen: 3e 25%-groep;Sint Eustatius;2012;250.0;1.8;;;23.3;23.2
1322;Gestandaardiseerd inkomen: 3e 25%-groep;Sint Eustatius;2013;250.0;1.7;;;23.7;23.4
1323;Gestandaardiseerd inkomen: 3e 25%-groep;Sint Eustatius;2014;250.0;1.7;;;24.0;23.6
1324;Gestandaardiseerd inkomen: 3e 25%-groep;Sint Eustatius;2015;300.0;1.7;;;26.3;26.1
1325;Gestandaardiseerd inkomen: 3e 25%-groep;Sint Eustatius;2016;300.0;1.6;36.4;33.4;24.7;24.4
1326;Gestandaardiseerd inkomen: 3e 25%-groep;Sint Eustatius;2017;300.0;1.7;41.3;37.4;27.6;27.6
1327;Gestandaardiseerd inkomen: 3e 25%-groep;Sint Eustatius;2018;300.0;1.7;40.0;37.1;26.8;26.7
1328;Gestandaardiseerd inkomen: 3e 25%-groep;Sint Eustatius;2019;350.0;1.6;42.2;39.2;28.6;28.6
1329;Gestandaardiseerd inkomen: 3e 25%-groep;Sint Eustatius;2020;350.0;1.7;41.9;39.5;27.8;27.2
1330;Gestandaardiseerd inkomen: 3e 25%-groep;Sint Eustatius;2021;350.0;1.6;39.6;38.8;26.7;26.1
1331;Gestandaardiseerd inkomen: 3e 25%-groep;Sint Eustatius;2022;350.0;1.6;40.7;38.0;27.7;27.0
1332;Gestandaardiseerd inkomen: 3e 25%-groep;Saba;2011;150.0;1.8;;;19.2;18.9
1333;Gestandaardiseerd inkomen: 3e 25%-groep;Saba;2012;150.0;1.7;;;20.7;20.4
1334;Gestandaardiseerd inkomen: 3e 25%-groep;Saba;2013;150.0;1.7;;;21.0;20.5
1335;Gestandaardiseerd inkomen: 3e 25%-groep;Saba;2014;150.0;1.7;;;22.2;21.8
1336;Gestandaardiseerd inkomen: 3e 25%-groep;Saba;2015;150.0;1.8;;;22.5;22.4
1337;Gestandaardiseerd inkomen: 3e 25%-groep;Saba;2016;200.0;1.7;33.4;32.0;23.1;23.1
1338;Gestandaardiseerd inkomen: 3e 25%-groep;Saba;2017;200.0;1.8;35.0;34.2;23.5;23.1
1339;Gestandaardiseerd inkomen: 3e 25%-groep;Saba;2018;200.0;1.7;36.5;34.7;25.0;24.6
1340;Gestandaardiseerd inkomen: 3e 25%-groep;Saba;2019;200.0;1.7;37.6;36.8;25.6;25.0
1341;Gestandaardiseerd inkomen: 3e 25%-groep;Saba;2020;200.0;1.7;39.0;39.2;26.8;26.6
1342;Gestandaardiseerd inkomen: 3e 25%-groep;Saba;2021;200.0;1.8;41.4;40.3;27.8;27.8
1343;Gestandaardiseerd inkomen: 3e 25%-groep;Saba;2022;200.0;1.8;43.6;42.5;29.3;29.0
1344;Gestandaardiseerd inkomen: 4e 25%-groep;Caribisch Nederland;2011;;;;;;
1345;Gestandaardiseerd inkomen: 4e 25%-groep;Caribisch Nederland;2012;;;;;;
1346;Gestandaardiseerd inkomen: 4e 25%-groep;Caribisch Nederland;2013;;;;;;
1347;Gestandaardiseerd inkomen: 4e 25%-groep;Caribisch Nederland;2014;;;;;;
1348;Gestandaardiseerd inkomen: 4e 25%-groep;Caribisch Nederland;2015;;;;;;
1349;Gestandaardiseerd inkomen: 4e 25%-groep;Caribisch Nederland;2016;2300.0;2.0;68.4;59.2;45.6;37.8
1350;Gestandaardiseerd inkomen: 4e 25%-groep;Caribisch Nederland;2017;2450.0;2.0;69.8;59.9;47.0;38.9
1351;Gestandaardiseerd inkomen: 4e 25%-groep;Caribisch Nederland;2018;2550.0;2.0;70.8;61.6;47.5;39.2
1352;Gestandaardiseerd inkomen: 4e 25%-groep;Caribisch Nederland;2019;2650.0;2.0;73.4;63.1;49.4;41.3
1353;Gestandaardiseerd inkomen: 4e 25%-groep;Caribisch Nederland;2020;2750.0;2.0;72.7;62.8;48.9;40.7
1354;Gestandaardiseerd inkomen: 4e 25%-groep;Caribisch Nederland;2021;2850.0;1.9;74.2;63.5;49.9;41.5
1355;Gestandaardiseerd inkomen: 4e 25%-groep;Caribisch Nederland;2022;3000.0;1.9;76.1;65.5;51.3;43.1
1356;Gestandaardiseerd inkomen: 4e 25%-groep;Bonaire;2011;1450.0;2.1;;;39.4;32.6
1357;Gestandaardiseerd inkomen: 4e 25%-groep;Bonaire;2012;1550.0;2.0;;;40.7;33.8
1358;Gestandaardiseerd inkomen: 4e 25%-groep;Bonaire;2013;1650.0;2.0;;;40.8;34.4
1359;Gestandaardiseerd inkomen: 4e 25%-groep;Bonaire;2014;1700.0;2.0;;;42.7;35.6
1360;Gestandaardiseerd inkomen: 4e 25%-groep;Bonaire;2015;1750.0;2.1;;;43.5;35.9
1361;Gestandaardiseerd inkomen: 4e 25%-groep;Bonaire;2016;1850.0;2.1;68.1;58.7;44.8;36.8
1362;Gestandaardiseerd inkomen: 4e 25%-groep;Bonaire;2017;1950.0;2.0;69.7;59.2;46.1;37.4
1363;Gestandaardiseerd inkomen: 4e 25%-groep;Bonaire;2018;2050.0;2.0;69.9;60.2;46.2;37.6
1364;Gestandaardiseerd inkomen: 4e 25%-groep;Bonaire;2019;2100.0;2.0;72.2;61.7;48.0;39.4
1365;Gestandaardiseerd inkomen: 4e 25%-groep;Bonaire;2020;2200.0;2.0;71.6;61.4;47.6;39.2
1366;Gestandaardiseerd inkomen: 4e 25%-groep;Bonaire;2021;2300.0;2.0;73.9;62.9;49.1;40.5
1367;Gestandaardiseerd inkomen: 4e 25%-groep;Bonaire;2022;2450.0;2.0;75.9;64.4;50.6;41.8
1368;Gestandaardiseerd inkomen: 4e 25%-groep;Sint Eustatius;2011;250.0;1.8;;;44.1;38.2
1369;Gestandaardiseerd inkomen: 4e 25%-groep;Sint Eustatius;2012;250.0;1.8;;;45.9;40.5
1370;Gestandaardiseerd inkomen: 4e 25%-groep;Sint Eustatius;2013;250.0;1.8;;;46.6;41.9
1371;Gestandaardiseerd inkomen: 4e 25%-groep;Sint Eustatius;2014;250.0;1.8;;;48.1;42.0
1372;Gestandaardiseerd inkomen: 4e 25%-groep;Sint Eustatius;2015;300.0;1.7;;;53.6;46.4
1373;Gestandaardiseerd inkomen: 4e 25%-groep;Sint Eustatius;2016;300.0;1.7;73.8;64.0;51.5;45.5
1374;Gestandaardiseerd inkomen: 4e 25%-groep;Sint Eustatius;2017;300.0;1.6;74.3;64.1;53.7;45.5
1375;Gestandaardiseerd inkomen: 4e 25%-groep;Sint Eustatius;2018;300.0;1.8;79.1;69.9;56.5;47.7
1376;Gestandaardiseerd inkomen: 4e 25%-groep;Sint Eustatius;2019;350.0;1.8;82.1;74.0;58.1;49.4
1377;Gestandaardiseerd inkomen: 4e 25%-groep;Sint Eustatius;2020;300.0;1.9;81.7;71.5;56.4;48.6
1378;Gestandaardiseerd inkomen: 4e 25%-groep;Sint Eustatius;2021;350.0;1.8;79.0;70.2;55.1;46.9
1379;Gestandaardiseerd inkomen: 4e 25%-groep;Sint Eustatius;2022;350.0;1.8;78.9;72.4;55.5;48.4
1380;Gestandaardiseerd inkomen: 4e 25%-groep;Saba;2011;150.0;1.8;;;41.4;33.7
1381;Gestandaardiseerd inkomen: 4e 25%-groep;Saba;2012;150.0;1.7;;;43.1;36.1
1382;Gestandaardiseerd inkomen: 4e 25%-groep;Saba;2013;150.0;1.8;;;42.8;36.2
1383;Gestandaardiseerd inkomen: 4e 25%-groep;Saba;2014;150.0;1.7;;;41.8;39.1
1384;Gestandaardiseerd inkomen: 4e 25%-groep;Saba;2015;150.0;1.7;;;44.0;40.8
1385;Gestandaardiseerd inkomen: 4e 25%-groep;Saba;2016;200.0;1.8;62.1;57.4;43.4;39.3
1386;Gestandaardiseerd inkomen: 4e 25%-groep;Saba;2017;200.0;1.7;63.7;58.5;45.1;40.5
1387;Gestandaardiseerd inkomen: 4e 25%-groep;Saba;2018;200.0;1.8;66.1;61.8;46.8;43.1
1388;Gestandaardiseerd inkomen: 4e 25%-groep;Saba;2019;200.0;1.8;70.9;64.1;50.3;45.8
1389;Gestandaardiseerd inkomen: 4e 25%-groep;Saba;2020;200.0;1.7;70.4;63.5;50.7;48.0
1390;Gestandaardiseerd inkomen: 4e 25%-groep;Saba;2021;200.0;1.7;69.3;61.5;50.9;46.3
1391;Gestandaardiseerd inkomen: 4e 25%-groep;Saba;2022;200.0;1.7;73.1;66.0;53.6;49.5
