ID;Sex;Age;MaritalStatus;CaribbeanNetherlands;Periods;Death_1
2635;Total male and female;40 to 44 years;Total marital status;St Eustatius;2020;0.0
2636;Total male and female;40 to 44 years;Total marital status;St Eustatius;2021;0.0
2637;Total male and female;40 to 44 years;Total marital status;St Eustatius;2022;0.0
2638;Total male and female;40 to 44 years;Total marital status;St Eustatius;2023;0.0
2639;Total male and female;40 to 44 years;Total marital status;Saba;2011;0.0
2640;Total male and female;40 to 44 years;Total marital status;Saba;2012;1.0
2641;Total male and female;40 to 44 years;Total marital status;Saba;2013;1.0
2642;Total male and female;40 to 44 years;Total marital status;Saba;2014;1.0
2643;Total male and female;40 to 44 years;Total marital status;Saba;2015;0.0
2644;Total male and female;40 to 44 years;Total marital status;Saba;2016;0.0
2645;Total male and female;40 to 44 years;Total marital status;Saba;2017;1.0
2646;Total male and female;40 to 44 years;Total marital status;Saba;2018;0.0
2647;Total male and female;40 to 44 years;Total marital status;Saba;2019;2.0
2648;Total male and female;40 to 44 years;Total marital status;Saba;2020;1.0
2649;Total male and female;40 to 44 years;Total marital status;Saba;2021;0.0
2650;Total male and female;40 to 44 years;Total marital status;Saba;2022;0.0
2651;Total male and female;40 to 44 years;Total marital status;Saba;2023;0.0
2652;Total male and female;40 to 44 years;Never married;Caribbean Netherlands;2011;2.0
2653;Total male and female;40 to 44 years;Never married;Caribbean Netherlands;2012;1.0
2654;Total male and female;40 to 44 years;Never married;Caribbean Netherlands;2013;0.0
2655;Total male and female;40 to 44 years;Never married;Caribbean Netherlands;2014;1.0
2656;Total male and female;40 to 44 years;Never married;Caribbean Netherlands;2015;1.0
2657;Total male and female;40 to 44 years;Never married;Caribbean Netherlands;2016;1.0
2658;Total male and female;40 to 44 years;Never married;Caribbean Netherlands;2017;4.0
2659;Total male and female;40 to 44 years;Never married;Caribbean Netherlands;2018;0.0
2660;Total male and female;40 to 44 years;Never married;Caribbean Netherlands;2019;1.0
2661;Total male and female;40 to 44 years;Never married;Caribbean Netherlands;2020;3.0
2662;Total male and female;40 to 44 years;Never married;Caribbean Netherlands;2021;1.0
2663;Total male and female;40 to 44 years;Never married;Caribbean Netherlands;2022;4.0
2664;Total male and female;40 to 44 years;Never married;Caribbean Netherlands;2023;0.0
2665;Total male and female;40 to 44 years;Never married;Bonaire;2011;1.0
2666;Total male and female;40 to 44 years;Never married;Bonaire;2012;0.0
2667;Total male and female;40 to 44 years;Never married;Bonaire;2013;0.0
2668;Total male and female;40 to 44 years;Never married;Bonaire;2014;0.0
2669;Total male and female;40 to 44 years;Never married;Bonaire;2015;0.0
2670;Total male and female;40 to 44 years;Never married;Bonaire;2016;1.0
2671;Total male and female;40 to 44 years;Never married;Bonaire;2017;1.0
2672;Total male and female;40 to 44 years;Never married;Bonaire;2018;0.0
2673;Total male and female;40 to 44 years;Never married;Bonaire;2019;0.0
2674;Total male and female;40 to 44 years;Never married;Bonaire;2020;2.0
2675;Total male and female;40 to 44 years;Never married;Bonaire;2021;1.0
2676;Total male and female;40 to 44 years;Never married;Bonaire;2022;4.0
2677;Total male and female;40 to 44 years;Never married;Bonaire;2023;0.0
2678;Total male and female;40 to 44 years;Never married;St Eustatius;2011;1.0
2679;Total male and female;40 to 44 years;Never married;St Eustatius;2012;0.0
2680;Total male and female;40 to 44 years;Never married;St Eustatius;2013;0.0
2681;Total male and female;40 to 44 years;Never married;St Eustatius;2014;0.0
2682;Total male and female;40 to 44 years;Never married;St Eustatius;2015;1.0
2683;Total male and female;40 to 44 years;Never married;St Eustatius;2016;0.0
2684;Total male and female;40 to 44 years;Never married;St Eustatius;2017;2.0
2685;Total male and female;40 to 44 years;Never married;St Eustatius;2018;0.0
2686;Total male and female;40 to 44 years;Never married;St Eustatius;2019;0.0
2687;Total male and female;40 to 44 years;Never married;St Eustatius;2020;0.0
2688;Total male and female;40 to 44 years;Never married;St Eustatius;2021;0.0
2689;Total male and female;40 to 44 years;Never married;St Eustatius;2022;0.0
2690;Total male and female;40 to 44 years;Never married;St Eustatius;2023;0.0
2691;Total male and female;40 to 44 years;Never married;Saba;2011;0.0
2692;Total male and female;40 to 44 years;Never married;Saba;2012;1.0
2693;Total male and female;40 to 44 years;Never married;Saba;2013;0.0
2694;Total male and female;40 to 44 years;Never married;Saba;2014;1.0
2695;Total male and female;40 to 44 years;Never married;Saba;2015;0.0
2696;Total male and female;40 to 44 years;Never married;Saba;2016;0.0
2697;Total male and female;40 to 44 years;Never married;Saba;2017;1.0
2698;Total male and female;40 to 44 years;Never married;Saba;2018;0.0
2699;Total male and female;40 to 44 years;Never married;Saba;2019;1.0
2700;Total male and female;40 to 44 years;Never married;Saba;2020;1.0
2701;Total male and female;40 to 44 years;Never married;Saba;2021;0.0
2702;Total male and female;40 to 44 years;Never married;Saba;2022;0.0
2703;Total male and female;40 to 44 years;Never married;Saba;2023;0.0
2704;Total male and female;40 to 44 years;Married;Caribbean Netherlands;2011;0.0
2705;Total male and female;40 to 44 years;Married;Caribbean Netherlands;2012;2.0
2706;Total male and female;40 to 44 years;Married;Caribbean Netherlands;2013;1.0
2707;Total male and female;40 to 44 years;Married;Caribbean Netherlands;2014;1.0
2708;Total male and female;40 to 44 years;Married;Caribbean Netherlands;2015;0.0
2709;Total male and female;40 to 44 years;Married;Caribbean Netherlands;2016;0.0
2710;Total male and female;40 to 44 years;Married;Caribbean Netherlands;2017;0.0
2711;Total male and female;40 to 44 years;Married;Caribbean Netherlands;2018;0.0
2712;Total male and female;40 to 44 years;Married;Caribbean Netherlands;2019;0.0
2713;Total male and female;40 to 44 years;Married;Caribbean Netherlands;2020;1.0
2714;Total male and female;40 to 44 years;Married;Caribbean Netherlands;2021;0.0
2715;Total male and female;40 to 44 years;Married;Caribbean Netherlands;2022;0.0
2716;Total male and female;40 to 44 years;Married;Caribbean Netherlands;2023;0.0
2717;Total male and female;40 to 44 years;Married;Bonaire;2011;0.0
2718;Total male and female;40 to 44 years;Married;Bonaire;2012;1.0
2719;Total male and female;40 to 44 years;Married;Bonaire;2013;0.0
2720;Total male and female;40 to 44 years;Married;Bonaire;2014;1.0
2721;Total male and female;40 to 44 years;Married;Bonaire;2015;0.0
2722;Total male and female;40 to 44 years;Married;Bonaire;2016;0.0
2723;Total male and female;40 to 44 years;Married;Bonaire;2017;0.0
2724;Total male and female;40 to 44 years;Married;Bonaire;2018;0.0
2725;Total male and female;40 to 44 years;Married;Bonaire;2019;0.0
2726;Total male and female;40 to 44 years;Married;Bonaire;2020;1.0
2727;Total male and female;40 to 44 years;Married;Bonaire;2021;0.0
2728;Total male and female;40 to 44 years;Married;Bonaire;2022;0.0
2729;Total male and female;40 to 44 years;Married;Bonaire;2023;0.0
2730;Total male and female;40 to 44 years;Married;St Eustatius;2011;0.0
2731;Total male and female;40 to 44 years;Married;St Eustatius;2012;1.0
2732;Total male and female;40 to 44 years;Married;St Eustatius;2013;0.0
2733;Total male and female;40 to 44 years;Married;St Eustatius;2014;0.0
2734;Total male and female;40 to 44 years;Married;St Eustatius;2015;0.0
2735;Total male and female;40 to 44 years;Married;St Eustatius;2016;0.0
2736;Total male and female;40 to 44 years;Married;St Eustatius;2017;0.0
2737;Total male and female;40 to 44 years;Married;St Eustatius;2018;0.0
2738;Total male and female;40 to 44 years;Married;St Eustatius;2019;0.0
2739;Total male and female;40 to 44 years;Married;St Eustatius;2020;0.0
2740;Total male and female;40 to 44 years;Married;St Eustatius;2021;0.0
2741;Total male and female;40 to 44 years;Married;St Eustatius;2022;0.0
2742;Total male and female;40 to 44 years;Married;St Eustatius;2023;0.0
2743;Total male and female;40 to 44 years;Married;Saba;2011;0.0
2744;Total male and female;40 to 44 years;Married;Saba;2012;0.0
2745;Total male and female;40 to 44 years;Married;Saba;2013;1.0
2746;Total male and female;40 to 44 years;Married;Saba;2014;0.0
2747;Total male and female;40 to 44 years;Married;Saba;2015;0.0
2748;Total male and female;40 to 44 years;Married;Saba;2016;0.0
2749;Total male and female;40 to 44 years;Married;Saba;2017;0.0
2750;Total male and female;40 to 44 years;Married;Saba;2018;0.0
2751;Total male and female;40 to 44 years;Married;Saba;2019;0.0
2752;Total male and female;40 to 44 years;Married;Saba;2020;0.0
2753;Total male and female;40 to 44 years;Married;Saba;2021;0.0
2754;Total male and female;40 to 44 years;Married;Saba;2022;0.0
2755;Total male and female;40 to 44 years;Married;Saba;2023;0.0
2756;Total male and female;40 to 44 years;Widowed;Caribbean Netherlands;2011;0.0
2757;Total male and female;40 to 44 years;Widowed;Caribbean Netherlands;2012;0.0
2758;Total male and female;40 to 44 years;Widowed;Caribbean Netherlands;2013;0.0
2759;Total male and female;40 to 44 years;Widowed;Caribbean Netherlands;2014;0.0
2760;Total male and female;40 to 44 years;Widowed;Caribbean Netherlands;2015;0.0
2761;Total male and female;40 to 44 years;Widowed;Caribbean Netherlands;2016;0.0
2762;Total male and female;40 to 44 years;Widowed;Caribbean Netherlands;2017;0.0
2763;Total male and female;40 to 44 years;Widowed;Caribbean Netherlands;2018;0.0
2764;Total male and female;40 to 44 years;Widowed;Caribbean Netherlands;2019;0.0
2765;Total male and female;40 to 44 years;Widowed;Caribbean Netherlands;2020;0.0
2766;Total male and female;40 to 44 years;Widowed;Caribbean Netherlands;2021;0.0
2767;Total male and female;40 to 44 years;Widowed;Caribbean Netherlands;2022;0.0
2768;Total male and female;40 to 44 years;Widowed;Caribbean Netherlands;2023;0.0
2769;Total male and female;40 to 44 years;Widowed;Bonaire;2011;0.0
2770;Total male and female;40 to 44 years;Widowed;Bonaire;2012;0.0
2771;Total male and female;40 to 44 years;Widowed;Bonaire;2013;0.0
2772;Total male and female;40 to 44 years;Widowed;Bonaire;2014;0.0
2773;Total male and female;40 to 44 years;Widowed;Bonaire;2015;0.0
2774;Total male and female;40 to 44 years;Widowed;Bonaire;2016;0.0
2775;Total male and female;40 to 44 years;Widowed;Bonaire;2017;0.0
2776;Total male and female;40 to 44 years;Widowed;Bonaire;2018;0.0
2777;Total male and female;40 to 44 years;Widowed;Bonaire;2019;0.0
2778;Total male and female;40 to 44 years;Widowed;Bonaire;2020;0.0
2779;Total male and female;40 to 44 years;Widowed;Bonaire;2021;0.0
2780;Total male and female;40 to 44 years;Widowed;Bonaire;2022;0.0
2781;Total male and female;40 to 44 years;Widowed;Bonaire;2023;0.0
2782;Total male and female;40 to 44 years;Widowed;St Eustatius;2011;0.0
2783;Total male and female;40 to 44 years;Widowed;St Eustatius;2012;0.0
2784;Total male and female;40 to 44 years;Widowed;St Eustatius;2013;0.0
2785;Total male and female;40 to 44 years;Widowed;St Eustatius;2014;0.0
2786;Total male and female;40 to 44 years;Widowed;St Eustatius;2015;0.0
2787;Total male and female;40 to 44 years;Widowed;St Eustatius;2016;0.0
2788;Total male and female;40 to 44 years;Widowed;St Eustatius;2017;0.0
2789;Total male and female;40 to 44 years;Widowed;St Eustatius;2018;0.0
2790;Total male and female;40 to 44 years;Widowed;St Eustatius;2019;0.0
2791;Total male and female;40 to 44 years;Widowed;St Eustatius;2020;0.0
2792;Total male and female;40 to 44 years;Widowed;St Eustatius;2021;0.0
2793;Total male and female;40 to 44 years;Widowed;St Eustatius;2022;0.0
2794;Total male and female;40 to 44 years;Widowed;St Eustatius;2023;0.0
2795;Total male and female;40 to 44 years;Widowed;Saba;2011;0.0
2796;Total male and female;40 to 44 years;Widowed;Saba;2012;0.0
2797;Total male and female;40 to 44 years;Widowed;Saba;2013;0.0
2798;Total male and female;40 to 44 years;Widowed;Saba;2014;0.0
2799;Total male and female;40 to 44 years;Widowed;Saba;2015;0.0
2800;Total male and female;40 to 44 years;Widowed;Saba;2016;0.0
2801;Total male and female;40 to 44 years;Widowed;Saba;2017;0.0
2802;Total male and female;40 to 44 years;Widowed;Saba;2018;0.0
2803;Total male and female;40 to 44 years;Widowed;Saba;2019;0.0
2804;Total male and female;40 to 44 years;Widowed;Saba;2020;0.0
2805;Total male and female;40 to 44 years;Widowed;Saba;2021;0.0
2806;Total male and female;40 to 44 years;Widowed;Saba;2022;0.0
2807;Total male and female;40 to 44 years;Widowed;Saba;2023;0.0
2808;Total male and female;40 to 44 years;Divorced;Caribbean Netherlands;2011;1.0
2809;Total male and female;40 to 44 years;Divorced;Caribbean Netherlands;2012;0.0
2810;Total male and female;40 to 44 years;Divorced;Caribbean Netherlands;2013;0.0
2811;Total male and female;40 to 44 years;Divorced;Caribbean Netherlands;2014;0.0
2812;Total male and female;40 to 44 years;Divorced;Caribbean Netherlands;2015;0.0
2813;Total male and female;40 to 44 years;Divorced;Caribbean Netherlands;2016;1.0
2814;Total male and female;40 to 44 years;Divorced;Caribbean Netherlands;2017;0.0
2815;Total male and female;40 to 44 years;Divorced;Caribbean Netherlands;2018;2.0
2816;Total male and female;40 to 44 years;Divorced;Caribbean Netherlands;2019;1.0
2817;Total male and female;40 to 44 years;Divorced;Caribbean Netherlands;2020;0.0
2818;Total male and female;40 to 44 years;Divorced;Caribbean Netherlands;2021;1.0
2819;Total male and female;40 to 44 years;Divorced;Caribbean Netherlands;2022;0.0
2820;Total male and female;40 to 44 years;Divorced;Caribbean Netherlands;2023;0.0
2821;Total male and female;40 to 44 years;Divorced;Bonaire;2011;1.0
2822;Total male and female;40 to 44 years;Divorced;Bonaire;2012;0.0
2823;Total male and female;40 to 44 years;Divorced;Bonaire;2013;0.0
2824;Total male and female;40 to 44 years;Divorced;Bonaire;2014;0.0
2825;Total male and female;40 to 44 years;Divorced;Bonaire;2015;0.0
2826;Total male and female;40 to 44 years;Divorced;Bonaire;2016;1.0
2827;Total male and female;40 to 44 years;Divorced;Bonaire;2017;0.0
2828;Total male and female;40 to 44 years;Divorced;Bonaire;2018;2.0
2829;Total male and female;40 to 44 years;Divorced;Bonaire;2019;0.0
2830;Total male and female;40 to 44 years;Divorced;Bonaire;2020;0.0
2831;Total male and female;40 to 44 years;Divorced;Bonaire;2021;1.0
2832;Total male and female;40 to 44 years;Divorced;Bonaire;2022;0.0
2833;Total male and female;40 to 44 years;Divorced;Bonaire;2023;0.0
2834;Total male and female;40 to 44 years;Divorced;St Eustatius;2011;0.0
2835;Total male and female;40 to 44 years;Divorced;St Eustatius;2012;0.0
2836;Total male and female;40 to 44 years;Divorced;St Eustatius;2013;0.0
2837;Total male and female;40 to 44 years;Divorced;St Eustatius;2014;0.0
2838;Total male and female;40 to 44 years;Divorced;St Eustatius;2015;0.0
2839;Total male and female;40 to 44 years;Divorced;St Eustatius;2016;0.0
2840;Total male and female;40 to 44 years;Divorced;St Eustatius;2017;0.0
2841;Total male and female;40 to 44 years;Divorced;St Eustatius;2018;0.0
2842;Total male and female;40 to 44 years;Divorced;St Eustatius;2019;0.0
2843;Total male and female;40 to 44 years;Divorced;St Eustatius;2020;0.0
2844;Total male and female;40 to 44 years;Divorced;St Eustatius;2021;0.0
2845;Total male and female;40 to 44 years;Divorced;St Eustatius;2022;0.0
2846;Total male and female;40 to 44 years;Divorced;St Eustatius;2023;0.0
2847;Total male and female;40 to 44 years;Divorced;Saba;2011;0.0
2848;Total male and female;40 to 44 years;Divorced;Saba;2012;0.0
2849;Total male and female;40 to 44 years;Divorced;Saba;2013;0.0
2850;Total male and female;40 to 44 years;Divorced;Saba;2014;0.0
