ID;Geslacht;Persoonskenmerken;Onderwijsniveau;BedrijfstakkenSBI2008;Perioden;BanenVanWerknemers_1;BrutoUurloon_2
733;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: lager onderwijs;E Waterbedrijven en afvalbeheer;2010;10.9;16.8
734;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: lager onderwijs;F Bouwnijverheid;2010;108.7;18.4
735;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: lager onderwijs;G-N Commerciële dienstverlening;2010;903.6;13.7
736;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: lager onderwijs;G-I Handel, vervoer en horeca;2010;638.8;13.4
737;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: lager onderwijs;G Handel;2010;407.6;13.0
738;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: lager onderwijs;H Vervoer en opslag;2010;120.5;15.9
739;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: lager onderwijs;I Horeca;2010;110.7;10.2
740;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: lager onderwijs;J Informatie en communicatie;2010;15.2;18.0
741;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: lager onderwijs;K Financiële dienstverlening;2010;18.8;19.9
742;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: lager onderwijs;L Verhuur en handel van onroerend goed;2010;8.8;16.8
743;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: lager onderwijs;M-N Zakelijke dienstverlening;2010;221.9;13.3
744;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: lager onderwijs;M Specialistische zakelijke diensten;2010;40.4;15.6
745;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: lager onderwijs;N Verhuur en overige zakelijke diensten;2010;181.5;12.7
746;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: lager onderwijs;O-U Niet-commerciële dienstverlening;2010;314.3;14.2
747;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: lager onderwijs;O-Q Overheid en zorg;2010;261.9;14.6
748;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: lager onderwijs;O Openbaar bestuur en overheidsdiensten;2010;54.9;16.6
749;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: lager onderwijs;P Onderwijs;2010;26.8;14.6
750;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: lager onderwijs;Q Gezondheids- en welzijnszorg;2010;180.1;13.6
751;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: lager onderwijs;R-U Cultuur, recreatie, overige diensten;2010;52.5;12.0
752;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: lager onderwijs;R Cultuur, sport en recreatie;2010;25.2;12.8
753;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: lager onderwijs;S Overige dienstverlening;2010;27.2;11.4
754;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: middelbaar;A-U Alle economische activiteiten;2010;2686.0;18.5
755;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: middelbaar;A-F Landbouw en nijverheid;2010;493.2;20.1
756;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: middelbaar;A Landbouw, bosbouw en visserij;2010;31.9;16.1
757;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: middelbaar;B-F Nijverheid en energie;2010;461.3;20.3
758;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: middelbaar;B-E Nijverheid (geen bouw) en energie;2010;293.9;20.2
759;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: middelbaar;B Delfstoffenwinning;2010;2.9;32.1
760;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: middelbaar;C Industrie;2010;270.4;19.9
761;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: middelbaar;D Energievoorziening;2010;10.0;23.7
762;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: middelbaar;E Waterbedrijven en afvalbeheer;2010;10.6;20.4
763;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: middelbaar;F Bouwnijverheid;2010;167.5;20.4
764;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: middelbaar;G-N Commerciële dienstverlening;2010;1243.9;17.6
765;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: middelbaar;G-I Handel, vervoer en horeca;2010;710.2;16.7
766;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: middelbaar;G Handel;2010;480.7;16.6
767;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: middelbaar;H Vervoer en opslag;2010;126.9;18.4
768;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: middelbaar;I Horeca;2010;102.6;13.7
769;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: middelbaar;J Informatie en communicatie;2010;62.8;21.5
770;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: middelbaar;K Financiële dienstverlening;2010;81.3;22.7
771;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: middelbaar;L Verhuur en handel van onroerend goed;2010;25.4;20.7
772;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: middelbaar;M-N Zakelijke dienstverlening;2010;364.2;17.2
773;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: middelbaar;M Specialistische zakelijke diensten;2010;137.3;19.5
774;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: middelbaar;N Verhuur en overige zakelijke diensten;2010;226.9;15.6
775;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: middelbaar;O-U Niet-commerciële dienstverlening;2010;948.8;18.5
776;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: middelbaar;O-Q Overheid en zorg;2010;846.9;18.7
777;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: middelbaar;O Openbaar bestuur en overheidsdiensten;2010;187.2;20.6
778;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: middelbaar;P Onderwijs;2010;86.0;18.4
779;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: middelbaar;Q Gezondheids- en welzijnszorg;2010;573.6;17.9
780;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: middelbaar;R-U Cultuur, recreatie, overige diensten;2010;102.0;16.4
781;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: middelbaar;R Cultuur, sport en recreatie;2010;51.4;16.8
782;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: middelbaar;S Overige dienstverlening;2010;50.6;15.9
783;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: hoog;A-U Alle economische activiteiten;2010;1787.0;28.0
784;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: hoog;A-F Landbouw en nijverheid;2010;176.3;30.3
785;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: hoog;A Landbouw, bosbouw en visserij;2010;5.7;23.7
786;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: hoog;B-F Nijverheid en energie;2010;170.6;30.5
787;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: hoog;B-E Nijverheid (geen bouw) en energie;2010;135.4;31.2
788;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: hoog;B Delfstoffenwinning;2010;0.0;0.0
789;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: hoog;C Industrie;2010;118.7;30.9
790;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: hoog;D Energievoorziening;2010;7.0;34.6
791;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: hoog;E Waterbedrijven en afvalbeheer;2010;7.4;29.1
792;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: hoog;F Bouwnijverheid;2010;35.2;27.8
793;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: hoog;G-N Commerciële dienstverlening;2010;663.1;28.8
794;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: hoog;G-I Handel, vervoer en horeca;2010;182.7;27.7
795;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: hoog;G Handel;2010;124.7;27.3
796;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: hoog;H Vervoer en opslag;2010;39.9;32.0
797;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: hoog;I Horeca;2010;18.1;18.3
798;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: hoog;J Informatie en communicatie;2010;93.0;28.6
799;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: hoog;K Financiële dienstverlening;2010;98.5;33.8
800;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: hoog;L Verhuur en handel van onroerend goed;2010;20.1;31.0
801;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: hoog;M-N Zakelijke dienstverlening;2010;268.8;27.4
802;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: hoog;M Specialistische zakelijke diensten;2010;179.1;29.6
803;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: hoog;N Verhuur en overige zakelijke diensten;2010;89.7;22.2
804;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: hoog;O-U Niet-commerciële dienstverlening;2010;947.6;26.8
805;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: hoog;O-Q Overheid en zorg;2010;875.1;26.9
806;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: hoog;O Openbaar bestuur en overheidsdiensten;2010;189.3;28.9
807;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: hoog;P Onderwijs;2010;331.0;26.7
808;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: hoog;Q Gezondheids- en welzijnszorg;2010;354.9;25.6
809;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: hoog;R-U Cultuur, recreatie, overige diensten;2010;72.5;25.8
810;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: hoog;R Cultuur, sport en recreatie;2010;30.8;23.6
811;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: hoog;S Overige dienstverlening;2010;41.7;27.3
812;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;A-U Alle economische activiteiten;2010;1277.1;18.9
813;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;A-F Landbouw en nijverheid;2010;182.4;18.7
814;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;A Landbouw, bosbouw en visserij;2010;7.2;14.6
815;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;B-F Nijverheid en energie;2010;175.3;18.9
816;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;B-E Nijverheid (geen bouw) en energie;2010;142.0;18.8
817;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;B Delfstoffenwinning;2010;0.0;0.0
818;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;C Industrie;2010;131.6;18.5
819;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;D Energievoorziening;2010;3.2;24.6
820;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;E Waterbedrijven en afvalbeheer;2010;6.4;20.8
821;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;F Bouwnijverheid;2010;33.3;19.1
822;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;G-N Commerciële dienstverlening;2010;711.6;17.8
823;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;G-I Handel, vervoer en horeca;2010;335.9;15.8
824;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;G Handel;2010;193.2;15.9
825;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;H Vervoer en opslag;2010;62.1;18.6
826;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;I Horeca;2010;80.6;12.0
827;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;J Informatie en communicatie;2010;38.5;23.9
828;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;K Financiële dienstverlening;2010;39.0;26.4
829;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;L Verhuur en handel van onroerend goed;2010;7.9;22.8
830;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;M-N Zakelijke dienstverlening;2010;290.2;17.4
831;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;M Specialistische zakelijke diensten;2010;70.8;23.9
832;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;N Verhuur en overige zakelijke diensten;2010;219.4;14.6
833;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;O-U Niet-commerciële dienstverlening;2010;383.1;21.1
834;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;O-Q Overheid en zorg;2010;338.1;21.4
835;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;O Openbaar bestuur en overheidsdiensten;2010;83.3;22.1
836;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;P Onderwijs;2010;68.6;23.9
837;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;Q Gezondheids- en welzijnszorg;2010;186.2;20.0
838;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;R-U Cultuur, recreatie, overige diensten;2010;45.0;18.7
839;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;R Cultuur, sport en recreatie;2010;20.6;19.4
840;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;S Overige dienstverlening;2010;24.5;18.2
841;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;A-U Alle economische activiteiten;2010;416.0;13.8
842;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;A-F Landbouw en nijverheid;2010;78.6;15.4
843;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;A Landbouw, bosbouw en visserij;2010;4.1;13.1
844;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;B-F Nijverheid en energie;2010;74.5;15.5
845;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;B-E Nijverheid (geen bouw) en energie;2010;61.6;15.2
846;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;B Delfstoffenwinning;2010;0.0;0.0
847;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;C Industrie;2010;58.8;15.1
848;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;D Energievoorziening;2010;0.0;0.0
849;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
850;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;F Bouwnijverheid;2010;12.9;17.0
851;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;G-N Commerciële dienstverlening;2010;269.3;12.9
852;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;G-I Handel, vervoer en horeca;2010;148.1;12.6
853;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;G Handel;2010;82.5;12.4
854;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;H Vervoer en opslag;2010;23.7;15.3
855;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;I Horeca;2010;41.9;10.8
856;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;J Informatie en communicatie;2010;3.6;18.1
857;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;K Financiële dienstverlening;2010;4.6;19.3
858;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;L Verhuur en handel van onroerend goed;2010;0.0;0.0
859;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;M-N Zakelijke dienstverlening;2010;111.8;12.7
860;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;M Specialistische zakelijke diensten;2010;8.6;14.7
861;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;N Verhuur en overige zakelijke diensten;2010;103.2;12.5
862;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;O-U Niet-commerciële dienstverlening;2010;68.1;14.5
863;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;O-Q Overheid en zorg;2010;57.1;14.7
864;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;O Openbaar bestuur en overheidsdiensten;2010;13.0;15.9
865;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;P Onderwijs;2010;4.4;15.1
866;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;Q Gezondheids- en welzijnszorg;2010;39.7;14.1
867;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;R-U Cultuur, recreatie, overige diensten;2010;11.0;13.1
868;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;R Cultuur, sport en recreatie;2010;4.1;14.8
869;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;S Overige dienstverlening;2010;6.9;12.2
870;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: middelbaar;A-U Alle economische activiteiten;2010;520.2;17.2
871;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: middelbaar;A-F Landbouw en nijverheid;2010;72.2;18.2
872;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: middelbaar;A Landbouw, bosbouw en visserij;2010;0.0;0.0
873;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: middelbaar;B-F Nijverheid en energie;2010;69.7;18.3
874;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: middelbaar;B-E Nijverheid (geen bouw) en energie;2010;53.7;18.1
875;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: middelbaar;B Delfstoffenwinning;2010;0.0;0.0
876;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: middelbaar;C Industrie;2010;49.3;17.8
877;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: middelbaar;D Energievoorziening;2010;0.0;0.0
878;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: middelbaar;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
879;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: middelbaar;F Bouwnijverheid;2010;16.0;19.0
880;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: middelbaar;G-N Commerciële dienstverlening;2010;287.7;16.4
881;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: middelbaar;G-I Handel, vervoer en horeca;2010;140.0;16.0
882;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: middelbaar;G Handel;2010;81.6;16.0
883;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: middelbaar;H Vervoer en opslag;2010;27.3;18.1
884;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: middelbaar;I Horeca;2010;31.1;13.0
885;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: middelbaar;J Informatie en communicatie;2010;14.6;20.5
886;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: middelbaar;K Financiële dienstverlening;2010;16.7;20.3
887;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: middelbaar;L Verhuur en handel van onroerend goed;2010;4.2;19.6
888;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: middelbaar;M-N Zakelijke dienstverlening;2010;112.2;15.5
889;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: middelbaar;M Specialistische zakelijke diensten;2010;26.6;18.0
890;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: middelbaar;N Verhuur en overige zakelijke diensten;2010;85.6;14.4
891;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: middelbaar;O-U Niet-commerciële dienstverlening;2010;160.3;17.9
892;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: middelbaar;O-Q Overheid en zorg;2010;141.7;18.1
893;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: middelbaar;O Openbaar bestuur en overheidsdiensten;2010;36.4;19.3
894;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: middelbaar;P Onderwijs;2010;15.1;18.4
895;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: middelbaar;Q Gezondheids- en welzijnszorg;2010;90.3;17.4
896;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: middelbaar;R-U Cultuur, recreatie, overige diensten;2010;18.6;16.2
897;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: middelbaar;R Cultuur, sport en recreatie;2010;9.7;16.7
898;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: middelbaar;S Overige dienstverlening;2010;8.9;15.7
899;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: hoog;A-U Alle economische activiteiten;2010;340.9;26.7
900;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: hoog;A-F Landbouw en nijverheid;2010;31.7;28.0
901;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: hoog;A Landbouw, bosbouw en visserij;2010;0.0;0.0
902;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: hoog;B-F Nijverheid en energie;2010;31.0;28.1
903;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: hoog;B-E Nijverheid (geen bouw) en energie;2010;26.6;28.4
904;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: hoog;B Delfstoffenwinning;2010;0.0;0.0
905;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: hoog;C Industrie;2010;23.4;28.0
906;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: hoog;D Energievoorziening;2010;0.0;0.0
907;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: hoog;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
908;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: hoog;F Bouwnijverheid;2010;4.4;25.8
909;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: hoog;G-N Commerciële dienstverlening;2010;154.5;26.4
910;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: hoog;G-I Handel, vervoer en horeca;2010;47.8;23.2
911;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: hoog;G Handel;2010;29.1;23.5
912;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: hoog;H Vervoer en opslag;2010;11.1;26.9
913;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: hoog;I Horeca;2010;7.7;14.0
914;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: hoog;J Informatie en communicatie;2010;20.3;26.9
915;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: hoog;K Financiële dienstverlening;2010;17.7;33.2
916;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: hoog;L Verhuur en handel van onroerend goed;2010;2.6;30.5
917;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: hoog;M-N Zakelijke dienstverlening;2010;66.2;26.2
918;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: hoog;M Specialistische zakelijke diensten;2010;35.6;29.6
919;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: hoog;N Verhuur en overige zakelijke diensten;2010;30.6;21.2
920;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: hoog;O-U Niet-commerciële dienstverlening;2010;154.7;26.7
921;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: hoog;O-Q Overheid en zorg;2010;139.3;26.9
