ID;Woonplaatsen;Code_1;Naam_2;Code_3;Naam_4;Code_5;Naam_6;Code_7
2340;Wilhelminaoord;3127; Westerveld                        ;1701; Drenthe                 ;22; Noord-Nederland         ;1
2341;Willemsoord;2719; Steenwijkerland                   ;1708; Overijssel              ;23; Oost-Nederland          ;2
2342;Willemstad;1317; Moerdijk                          ;1709; Noord-Brabant           ;30; Zuid-Nederland          ;4
2343;Wilnis;1931; De Ronde Venen                    ;736; Utrecht                 ;26; West-Nederland          ;3
2344;Wilp;2613; Voorst                            ;285; Gelderland              ;25; Oost-Nederland          ;2
2345;De Wilp;2260; Marum                             ;25; Groningen               ;20; Noord-Nederland         ;1
2346;Wilsum;2898; Kampen                            ;166; Overijssel              ;23; Oost-Nederland          ;2
2347;Winde;2920; Tynaarlo                          ;1730; Drenthe                 ;22; Noord-Nederland         ;1
2348;Windraak;2820; Sittard-Geleen                    ;1883; Limburg                 ;31; Zuid-Nederland          ;4
2349;Winkel;2521; Niedorp                           ;412; Noord-Holland           ;27; West-Nederland          ;3
2350;Winneweer;1836; Ten Boer                          ;9; Groningen               ;20; Noord-Nederland         ;1
2351;Winschoten;1471; Oldambt                           ;1895; Groningen               ;20; Noord-Nederland         ;1
2352;Winssen;2753; Beuningen                         ;209; Gelderland              ;25; Oost-Nederland          ;2
2353;Winsum;2475; Winsum                            ;53; Groningen               ;20; Noord-Nederland         ;1
2354;Winsum;2033; Littenseradiel                    ;140; Friesland               ;21; Noord-Nederland         ;1
2355;Wintelre;2997; Eersel                            ;770; Noord-Brabant           ;30; Zuid-Nederland          ;4
2356;Winterswijk;1478; Winterswijk                       ;294; Gelderland              ;25; Oost-Nederland          ;2
2357;Winterswijk Brinkheurne;1486; Winterswijk                       ;294; Gelderland              ;25; Oost-Nederland          ;2
2358;Winterswijk Corle;1487; Winterswijk                       ;294; Gelderland              ;25; Oost-Nederland          ;2
2359;Winterswijk Henxel;1485; Winterswijk                       ;294; Gelderland              ;25; Oost-Nederland          ;2
2360;Winterswijk Huppel;1480; Winterswijk                       ;294; Gelderland              ;25; Oost-Nederland          ;2
2361;Winterswijk Kotten;1482; Winterswijk                       ;294; Gelderland              ;25; Oost-Nederland          ;2
2362;Winterswijk Meddo;1479; Winterswijk                       ;294; Gelderland              ;25; Oost-Nederland          ;2
2363;Winterswijk Miste;1484; Winterswijk                       ;294; Gelderland              ;25; Oost-Nederland          ;2
2364;Winterswijk Ratum;1481; Winterswijk                       ;294; Gelderland              ;25; Oost-Nederland          ;2
2365;Winterswijk Woold;1483; Winterswijk                       ;294; Gelderland              ;25; Oost-Nederland          ;2
2366;Wirdum;3457; Loppersum                         ;24; Groningen               ;20; Noord-Nederland         ;1
2367;Wirdum;1205; Leeuwarden                        ;80; Friesland               ;21; Noord-Nederland         ;1
2368;Wissenkerke;3191; Noord-Beveland                    ;1695; Zeeland                 ;29; West-Nederland          ;3
2369;Witharen;2556; Ommen                             ;175; Overijssel              ;23; Oost-Nederland          ;2
2370;Witmarsum;2325; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
2371;Witte Paarden;2720; Steenwijkerland                   ;1708; Overijssel              ;23; Oost-Nederland          ;2
2372;Wittelte;3128; Westerveld                        ;1701; Drenthe                 ;22; Noord-Nederland         ;1
2373;Wittem;1233; Gulpen-Wittem                     ;1729; Limburg                 ;31; Zuid-Nederland          ;4
2374;Witteveen;3027; Midden-Drenthe                    ;1731; Drenthe                 ;22; Noord-Nederland         ;1
2375;Wiuwert;2034; Littenseradiel                    ;140; Friesland               ;21; Noord-Nederland         ;1
2376;Wjelsryp;2035; Littenseradiel                    ;140; Friesland               ;21; Noord-Nederland         ;1
2377;Woensdrecht;1004; Woensdrecht                       ;873; Noord-Brabant           ;30; Zuid-Nederland          ;4
2378;Woerden;1071; Woerden                           ;632; Utrecht                 ;26; West-Nederland          ;3
2379;Woerdense Verlaat;2669; Nieuwkoop                         ;569; Zuid-Holland            ;28; West-Nederland          ;3
2380;Wognum;3158; Medemblik                         ;420; Noord-Holland           ;27; West-Nederland          ;3
2381;Woldendorp;3245; Delfzijl                          ;10; Groningen               ;20; Noord-Nederland         ;1
2382;Wolfheze;2989; Renkum                            ;274; Gelderland              ;25; Oost-Nederland          ;2
2383;Wolphaartsdijk;1828; Goes                              ;664; Zeeland                 ;29; West-Nederland          ;3
2384;Wolsum;2425; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
2385;Woltersum;1833; Ten Boer                          ;9; Groningen               ;20; Noord-Nederland         ;1
2386;Wolvega;1744; Weststellingwerf                  ;98; Friesland               ;21; Noord-Nederland         ;1
2387;Wommels;2036; Littenseradiel                    ;140; Friesland               ;21; Noord-Nederland         ;1
2388;Wons;2326; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
2389;Workum;1965; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
2390;Wormer;2287; Wormerland                        ;880; Noord-Holland           ;27; West-Nederland          ;3
2391;Wormerveer;1883; Zaanstad                          ;479; Noord-Holland           ;27; West-Nederland          ;3
2392;Woubrugge;3043; Kaag en Braassem                  ;1884; Zuid-Holland            ;28; West-Nederland          ;3
2393;Woudbloem;1361; Slochteren                        ;40; Groningen               ;20; Noord-Nederland         ;1
2394;de Woude;2269; Castricum                         ;383; Noord-Holland           ;27; West-Nederland          ;3
2395;Woudenberg;2523; Woudenberg                        ;351; Utrecht                 ;26; West-Nederland          ;3
2396;Woudrichem;3306; Woudrichem                        ;874; Noord-Brabant           ;30; Zuid-Nederland          ;4
2397;Woudsend;2426; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
2398;Wouw;1589; Roosendaal                        ;1674; Noord-Brabant           ;30; Zuid-Nederland          ;4
2399;Wouwse Plantage;1592; Roosendaal                        ;1674; Noord-Brabant           ;30; Zuid-Nederland          ;4
2400;Wyns;2442; Tytsjerksteradiel                 ;737; Friesland               ;21; Noord-Nederland         ;1
2401;Wytgaard;1206; Leeuwarden                        ;80; Friesland               ;21; Noord-Nederland         ;1
2402;Yde;2921; Tynaarlo                          ;1730; Drenthe                 ;22; Noord-Nederland         ;1
2403;Yerseke;3467; Reimerswaal                       ;703; Zeeland                 ;29; West-Nederland          ;3
2404;Ypecolsga;2427; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
2405;Ysbrechtum;3507; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
2406;Ysselsteyn;2338; Venray                            ;984; Limburg                 ;31; Zuid-Nederland          ;4
2407;Zaamslag;1139; Terneuzen                         ;715; Zeeland                 ;29; West-Nederland          ;3
2408;Zaandam;1884; Zaanstad                          ;479; Noord-Holland           ;27; West-Nederland          ;3
2409;Zaandijk;1885; Zaanstad                          ;479; Noord-Holland           ;27; West-Nederland          ;3
2410;Zalk;2897; Kampen                            ;166; Overijssel              ;23; Oost-Nederland          ;2
2411;Zaltbommel;2636; Zaltbommel                        ;297; Gelderland              ;25; Oost-Nederland          ;2
2412;'t Zand;2758; Zijpe                             ;476; Noord-Holland           ;27; West-Nederland          ;3
2413;Zandberg;1803; Borger-Odoorn                     ;1681; Drenthe                 ;22; Noord-Nederland         ;1
2414;Zandeweer;3487; Eemsmond                          ;1651; Groningen               ;20; Noord-Nederland         ;1
2415;Zandhuizen;1745; Weststellingwerf                  ;98; Friesland               ;21; Noord-Nederland         ;1
2416;Zandpol;2001; Emmen                             ;114; Drenthe                 ;22; Noord-Nederland         ;1
2417;'t Zandt;3458; Loppersum                         ;24; Groningen               ;20; Noord-Nederland         ;1
2418;Zandvoort;1305; Zandvoort                         ;473; Noord-Holland           ;27; West-Nederland          ;3
2419;Zeddam;2213; Montferland                       ;1955; Gelderland              ;25; Oost-Nederland          ;2
2420;Zeegse;2922; Tynaarlo                          ;1730; Drenthe                 ;22; Noord-Nederland         ;1
2421;Zeeland;1850; Landerd                           ;1685; Noord-Brabant           ;30; Zuid-Nederland          ;4
2422;Zeerijp;3459; Loppersum                         ;24; Groningen               ;20; Noord-Nederland         ;1
2423;Zeewolde;1075; Zeewolde                          ;50; Flevoland               ;24; Oost-Nederland          ;2
2424;Zegge;2585; Rucphen                           ;840; Noord-Brabant           ;30; Zuid-Nederland          ;4
2425;Zegveld;1074; Woerden                           ;632; Utrecht                 ;26; West-Nederland          ;3
2426;Zeijen;2923; Tynaarlo                          ;1730; Drenthe                 ;22; Noord-Nederland         ;1
2427;Zeijerveen;2396; Assen                             ;106; Drenthe                 ;22; Noord-Nederland         ;1
2428;Zeijerveld;2397; Assen                             ;106; Drenthe                 ;22; Noord-Nederland         ;1
2429;Zeist;2821; Zeist                             ;355; Utrecht                 ;26; West-Nederland          ;3
2430;Zelhem;1524; Bronckhorst                       ;1876; Gelderland              ;25; Oost-Nederland          ;2
2431;Zenderen;2051; Borne                             ;147; Overijssel              ;23; Oost-Nederland          ;2
2432;Zennewijnen;3369; Neerijnen                         ;304; Gelderland              ;25; Oost-Nederland          ;2
2433;Zennewijnen;2558; Tiel                              ;281; Gelderland              ;25; Oost-Nederland          ;2
2434;Zetten;1873; Overbetuwe                        ;1734; Gelderland              ;25; Oost-Nederland          ;2
2435;Zevenaar;1297; Zevenaar                          ;299; Gelderland              ;25; Oost-Nederland          ;2
2436;Zevenbergen;1323; Moerdijk                          ;1709; Noord-Brabant           ;30; Zuid-Nederland          ;4
2437;Zevenbergschen Hoek;2580; Drimmelen                         ;1719; Noord-Brabant           ;30; Zuid-Nederland          ;4
