ID;Geslacht;Niveau;Leerweg;Migratieachtergrond;Perioden;GediplomeerdenMbo_1
2105;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Onbekende migratieachtergrond;2014/'15;0
2106;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Onbekende migratieachtergrond;2015/'16;0
2107;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Onbekende migratieachtergrond;2016/'17;0
2108;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Onbekende migratieachtergrond;2017/'18;0
2109;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Onbekende migratieachtergrond;2018/'19;0
2110;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Onbekende migratieachtergrond;2019/'20;0
2111;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Onbekende migratieachtergrond;2020/'21;0
2112;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Totaal;2005/'06;4082
2113;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Totaal;2006/'07;4291
2114;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Totaal;2007/'08;5016
2115;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Totaal;2008/'09;5081
2116;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Totaal;2009/'10;6878
2117;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Totaal;2010/'11;7150
2118;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Totaal;2011/'12;6175
2119;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Totaal;2012/'13;5803
2120;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Totaal;2013/'14;5296
2121;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Totaal;2014/'15;2327
2122;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Totaal;2015/'16;2040
2123;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Totaal;2016/'17;1778
2124;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Totaal;2017/'18;1973
2125;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Totaal;2018/'19;2177
2126;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Totaal;2019/'20;2334
2127;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Totaal;2020/'21;2041
2128;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Nederlandse achtergrond;2005/'06;3132
2129;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Nederlandse achtergrond;2006/'07;3260
2130;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Nederlandse achtergrond;2007/'08;3662
2131;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Nederlandse achtergrond;2008/'09;3767
2132;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Nederlandse achtergrond;2009/'10;4883
2133;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Nederlandse achtergrond;2010/'11;4855
2134;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Nederlandse achtergrond;2011/'12;4285
2135;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Nederlandse achtergrond;2012/'13;3657
2136;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Nederlandse achtergrond;2013/'14;3021
2137;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Nederlandse achtergrond;2014/'15;1468
2138;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Nederlandse achtergrond;2015/'16;1218
2139;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Nederlandse achtergrond;2016/'17;979
2140;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Nederlandse achtergrond;2017/'18;1092
2141;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Nederlandse achtergrond;2018/'19;1099
2142;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Nederlandse achtergrond;2019/'20;1232
2143;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Nederlandse achtergrond;2020/'21;1078
2144;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Met migratieachtergrond;2005/'06;915
2145;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Met migratieachtergrond;2006/'07;1006
2146;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Met migratieachtergrond;2007/'08;1324
2147;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Met migratieachtergrond;2008/'09;1266
2148;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Met migratieachtergrond;2009/'10;1891
2149;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Met migratieachtergrond;2010/'11;2052
2150;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Met migratieachtergrond;2011/'12;1554
2151;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Met migratieachtergrond;2012/'13;1546
2152;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Met migratieachtergrond;2013/'14;1724
2153;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Met migratieachtergrond;2014/'15;810
2154;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Met migratieachtergrond;2015/'16;723
2155;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Met migratieachtergrond;2016/'17;766
2156;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Met migratieachtergrond;2017/'18;859
2157;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Met migratieachtergrond;2018/'19;1072
2158;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Met migratieachtergrond;2019/'20;1095
2159;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Met migratieachtergrond;2020/'21;963
2160;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Westerse migratieachtergrond;2005/'06;316
2161;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Westerse migratieachtergrond;2006/'07;302
2162;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Westerse migratieachtergrond;2007/'08;441
2163;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Westerse migratieachtergrond;2008/'09;372
2164;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Westerse migratieachtergrond;2009/'10;554
2165;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Westerse migratieachtergrond;2010/'11;597
2166;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Westerse migratieachtergrond;2011/'12;493
2167;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Westerse migratieachtergrond;2012/'13;590
2168;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Westerse migratieachtergrond;2013/'14;534
2169;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Westerse migratieachtergrond;2014/'15;273
2170;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Westerse migratieachtergrond;2015/'16;253
2171;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Westerse migratieachtergrond;2016/'17;213
2172;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Westerse migratieachtergrond;2017/'18;184
2173;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Westerse migratieachtergrond;2018/'19;206
2174;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Westerse migratieachtergrond;2019/'20;167
2175;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Westerse migratieachtergrond;2020/'21;186
2176;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Niet-westerse migratieachtergrond;2005/'06;599
2177;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Niet-westerse migratieachtergrond;2006/'07;704
2178;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Niet-westerse migratieachtergrond;2007/'08;883
2179;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Niet-westerse migratieachtergrond;2008/'09;894
2180;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Niet-westerse migratieachtergrond;2009/'10;1337
2181;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Niet-westerse migratieachtergrond;2010/'11;1455
2182;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Niet-westerse migratieachtergrond;2011/'12;1061
2183;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Niet-westerse migratieachtergrond;2012/'13;956
2184;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Niet-westerse migratieachtergrond;2013/'14;1190
2185;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Niet-westerse migratieachtergrond;2014/'15;537
2186;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Niet-westerse migratieachtergrond;2015/'16;470
2187;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Niet-westerse migratieachtergrond;2016/'17;553
2188;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Niet-westerse migratieachtergrond;2017/'18;675
2189;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Niet-westerse migratieachtergrond;2018/'19;866
2190;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Niet-westerse migratieachtergrond;2019/'20;928
2191;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Niet-westerse migratieachtergrond;2020/'21;777
2192;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Turkije;2005/'06;108
2193;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Turkije;2006/'07;152
2194;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Turkije;2007/'08;151
2195;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Turkije;2008/'09;171
2196;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Turkije;2009/'10;301
2197;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Turkije;2010/'11;294
2198;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Turkije;2011/'12;229
2199;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Turkije;2012/'13;195
2200;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Turkije;2013/'14;275
2201;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Turkije;2014/'15;112
2202;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Turkije;2015/'16;77
2203;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Turkije;2016/'17;87
2204;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Turkije;2017/'18;85
2205;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Turkije;2018/'19;61
2206;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Turkije;2019/'20;82
2207;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Turkije;2020/'21;75
2208;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Marokko;2005/'06;116
2209;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Marokko;2006/'07;97
2210;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Marokko;2007/'08;170
2211;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Marokko;2008/'09;151
2212;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Marokko;2009/'10;208
2213;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Marokko;2010/'11;199
2214;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Marokko;2011/'12;145
2215;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Marokko;2012/'13;152
2216;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Marokko;2013/'14;195
2217;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Marokko;2014/'15;70
2218;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Marokko;2015/'16;62
2219;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Marokko;2016/'17;75
2220;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Marokko;2017/'18;73
2221;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Marokko;2018/'19;84
2222;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Marokko;2019/'20;79
2223;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Marokko;2020/'21;88
2224;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Suriname;2005/'06;120
2225;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Suriname;2006/'07;150
2226;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Suriname;2007/'08;179
2227;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Suriname;2008/'09;168
2228;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Suriname;2009/'10;267
2229;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Suriname;2010/'11;297
2230;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Suriname;2011/'12;164
2231;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Suriname;2012/'13;149
2232;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Suriname;2013/'14;195
2233;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Suriname;2014/'15;88
2234;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Suriname;2015/'16;70
2235;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Suriname;2016/'17;67
2236;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Suriname;2017/'18;67
2237;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Suriname;2018/'19;45
2238;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Suriname;2019/'20;67
2239;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Suriname;2020/'21;63
2240;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;(voormalige) Nederlandse Antillen, Aruba;2005/'06;75
2241;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;(voormalige) Nederlandse Antillen, Aruba;2006/'07;89
2242;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;(voormalige) Nederlandse Antillen, Aruba;2007/'08;91
2243;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;(voormalige) Nederlandse Antillen, Aruba;2008/'09;104
2244;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;(voormalige) Nederlandse Antillen, Aruba;2009/'10;111
2245;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;(voormalige) Nederlandse Antillen, Aruba;2010/'11;154
2246;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;(voormalige) Nederlandse Antillen, Aruba;2011/'12;102
2247;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;(voormalige) Nederlandse Antillen, Aruba;2012/'13;108
2248;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;(voormalige) Nederlandse Antillen, Aruba;2013/'14;81
2249;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;(voormalige) Nederlandse Antillen, Aruba;2014/'15;66
2250;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;(voormalige) Nederlandse Antillen, Aruba;2015/'16;37
2251;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;(voormalige) Nederlandse Antillen, Aruba;2016/'17;52
2252;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;(voormalige) Nederlandse Antillen, Aruba;2017/'18;58
2253;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;(voormalige) Nederlandse Antillen, Aruba;2018/'19;49
2254;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;(voormalige) Nederlandse Antillen, Aruba;2019/'20;57
2255;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;(voormalige) Nederlandse Antillen, Aruba;2020/'21;64
2256;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Overige niet-westerse migratieachterg...;2005/'06;180
2257;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Overige niet-westerse migratieachterg...;2006/'07;216
2258;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Overige niet-westerse migratieachterg...;2007/'08;292
2259;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Overige niet-westerse migratieachterg...;2008/'09;300
2260;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Overige niet-westerse migratieachterg...;2009/'10;450
2261;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Overige niet-westerse migratieachterg...;2010/'11;511
2262;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Overige niet-westerse migratieachterg...;2011/'12;421
2263;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Overige niet-westerse migratieachterg...;2012/'13;352
2264;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Overige niet-westerse migratieachterg...;2013/'14;444
2265;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Overige niet-westerse migratieachterg...;2014/'15;201
2266;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Overige niet-westerse migratieachterg...;2015/'16;224
2267;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Overige niet-westerse migratieachterg...;2016/'17;272
2268;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Overige niet-westerse migratieachterg...;2017/'18;392
2269;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Overige niet-westerse migratieachterg...;2018/'19;627
2270;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Overige niet-westerse migratieachterg...;2019/'20;643
2271;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Overige niet-westerse migratieachterg...;2020/'21;487
2272;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Onbekende migratieachtergrond;2005/'06;35
2273;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Onbekende migratieachtergrond;2006/'07;25
2274;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Onbekende migratieachtergrond;2007/'08;30
2275;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Onbekende migratieachtergrond;2008/'09;48
2276;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Onbekende migratieachtergrond;2009/'10;104
2277;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Onbekende migratieachtergrond;2010/'11;243
2278;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Onbekende migratieachtergrond;2011/'12;336
2279;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Onbekende migratieachtergrond;2012/'13;600
2280;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Onbekende migratieachtergrond;2013/'14;551
2281;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Onbekende migratieachtergrond;2014/'15;49
2282;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Onbekende migratieachtergrond;2015/'16;99
2283;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Onbekende migratieachtergrond;2016/'17;33
2284;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Onbekende migratieachtergrond;2017/'18;22
2285;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Onbekende migratieachtergrond;2018/'19;6
2286;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Onbekende migratieachtergrond;2019/'20;7
2287;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bbl totaal;Onbekende migratieachtergrond;2020/'21;0
2288;Totaal mannen en vrouwen;Mbo-entreeopleiding;Extranei;Totaal;2005/'06;1309
2289;Totaal mannen en vrouwen;Mbo-entreeopleiding;Extranei;Totaal;2006/'07;1709
2290;Totaal mannen en vrouwen;Mbo-entreeopleiding;Extranei;Totaal;2007/'08;2481
2291;Totaal mannen en vrouwen;Mbo-entreeopleiding;Extranei;Totaal;2008/'09;2553
2292;Totaal mannen en vrouwen;Mbo-entreeopleiding;Extranei;Totaal;2009/'10;3676
2293;Totaal mannen en vrouwen;Mbo-entreeopleiding;Extranei;Totaal;2010/'11;3954
2294;Totaal mannen en vrouwen;Mbo-entreeopleiding;Extranei;Totaal;2011/'12;3958
2295;Totaal mannen en vrouwen;Mbo-entreeopleiding;Extranei;Totaal;2012/'13;4416
2296;Totaal mannen en vrouwen;Mbo-entreeopleiding;Extranei;Totaal;2013/'14;4373
2297;Totaal mannen en vrouwen;Mbo-entreeopleiding;Extranei;Totaal;2014/'15;3066
2298;Totaal mannen en vrouwen;Mbo-entreeopleiding;Extranei;Totaal;2015/'16;2502
2299;Totaal mannen en vrouwen;Mbo-entreeopleiding;Extranei;Totaal;2016/'17;2411
2300;Totaal mannen en vrouwen;Mbo-entreeopleiding;Extranei;Totaal;2017/'18;2287
2301;Totaal mannen en vrouwen;Mbo-entreeopleiding;Extranei;Totaal;2018/'19;2499
2302;Totaal mannen en vrouwen;Mbo-entreeopleiding;Extranei;Totaal;2019/'20;2902
2303;Totaal mannen en vrouwen;Mbo-entreeopleiding;Extranei;Totaal;2020/'21;2911
2304;Totaal mannen en vrouwen;Mbo-entreeopleiding;Extranei;Nederlandse achtergrond;2005/'06;756
2305;Totaal mannen en vrouwen;Mbo-entreeopleiding;Extranei;Nederlandse achtergrond;2006/'07;962
2306;Totaal mannen en vrouwen;Mbo-entreeopleiding;Extranei;Nederlandse achtergrond;2007/'08;1460
2307;Totaal mannen en vrouwen;Mbo-entreeopleiding;Extranei;Nederlandse achtergrond;2008/'09;1478
2308;Totaal mannen en vrouwen;Mbo-entreeopleiding;Extranei;Nederlandse achtergrond;2009/'10;2276
2309;Totaal mannen en vrouwen;Mbo-entreeopleiding;Extranei;Nederlandse achtergrond;2010/'11;2347
2310;Totaal mannen en vrouwen;Mbo-entreeopleiding;Extranei;Nederlandse achtergrond;2011/'12;2310
2311;Totaal mannen en vrouwen;Mbo-entreeopleiding;Extranei;Nederlandse achtergrond;2012/'13;2502
2312;Totaal mannen en vrouwen;Mbo-entreeopleiding;Extranei;Nederlandse achtergrond;2013/'14;2394
2313;Totaal mannen en vrouwen;Mbo-entreeopleiding;Extranei;Nederlandse achtergrond;2014/'15;1765
2314;Totaal mannen en vrouwen;Mbo-entreeopleiding;Extranei;Nederlandse achtergrond;2015/'16;1426
2315;Totaal mannen en vrouwen;Mbo-entreeopleiding;Extranei;Nederlandse achtergrond;2016/'17;1408
2316;Totaal mannen en vrouwen;Mbo-entreeopleiding;Extranei;Nederlandse achtergrond;2017/'18;1296
2317;Totaal mannen en vrouwen;Mbo-entreeopleiding;Extranei;Nederlandse achtergrond;2018/'19;1379
2318;Totaal mannen en vrouwen;Mbo-entreeopleiding;Extranei;Nederlandse achtergrond;2019/'20;1489
2319;Totaal mannen en vrouwen;Mbo-entreeopleiding;Extranei;Nederlandse achtergrond;2020/'21;1496
2320;Totaal mannen en vrouwen;Mbo-entreeopleiding;Extranei;Met migratieachtergrond;2005/'06;545
2321;Totaal mannen en vrouwen;Mbo-entreeopleiding;Extranei;Met migratieachtergrond;2006/'07;741
2322;Totaal mannen en vrouwen;Mbo-entreeopleiding;Extranei;Met migratieachtergrond;2007/'08;1017
2323;Totaal mannen en vrouwen;Mbo-entreeopleiding;Extranei;Met migratieachtergrond;2008/'09;1072
2324;Totaal mannen en vrouwen;Mbo-entreeopleiding;Extranei;Met migratieachtergrond;2009/'10;1386
2325;Totaal mannen en vrouwen;Mbo-entreeopleiding;Extranei;Met migratieachtergrond;2010/'11;1597
2326;Totaal mannen en vrouwen;Mbo-entreeopleiding;Extranei;Met migratieachtergrond;2011/'12;1599
2327;Totaal mannen en vrouwen;Mbo-entreeopleiding;Extranei;Met migratieachtergrond;2012/'13;1745
2328;Totaal mannen en vrouwen;Mbo-entreeopleiding;Extranei;Met migratieachtergrond;2013/'14;1773
