ID;Perioden;TypeEffectEmissie_1;Emittent_2;TypeUitgifte_3;Inschrijvingsdatum_4;Stortingsdatum_5;GemiddeldeLooptijdObligaties_6;RentevergoedingObligaties_7;KoersVanUitgifteObligaties_8;KoersVanUitgifteAandelen_9;NominaalBedragEmissie_10;ValutaEmissie_11;EmissieRendementObligaties_12;EmissieBedrag_13
1392;2006 januari 19-01;"Obligatie; Euro Obligaties                             ";Nederlandse Waterschapsbank             ;emissie             ;17 jan.             ;19 jan.             ;10.0;3.38;99.5;;1000.0;EUR  ;3.45;995
1393;2006 januari 19-02;"Obligatie; Overige Obligaties                          ";ABN AMRO Bank                           ;emissie             ;12 dec.             ;19 jan.             ;10.0;5.0;102.0;;100.0;EUR  ;;102
1394;2006 januari 24-01;"Obligatie; Euro Obligaties                             ";BNG                                     ;emissie             ;20 jan.             ;24 jan.             ;5.2;3.13;99.98;;1500.0;EUR  ;3.132;1500
1395;2006 januari 24-02;"Obligatie; Overige Obligaties                          ";ABN AMRO Bank                           ;emissie             ;23 jan.             ;24 jan.             ;1.5;0.0;93.09;;25.0;EUR  ;4.9;23
1396;2006 januari 26-01;"Obligatie; Overige Obligaties                          ";ING Bank                                ;emissie             ;9 jan.              ;26 jan.             ;2.0;0.0;100.0;;20.0;EUR  ;;20
1397;2006 januari 27-01;"Obligatie; Floating Rate Notes                         ";Athlon Holding                          ;emissie             ;25 jan.             ;27 jan.             ;3.0;3.08;99.94;;250.0;EUR  ;;250
1398;2006 januari 30-01;"Obligatie; Reverse Convertible Bonds                   ";ABN AMRO Bank                           ;emissie             ;11 jan.             ;30 jan.             ;2.0;9.5;102.0;;45.0;EUR  ;;46
1399;2006 januari 30-02;"Obligatie; Overige Obligaties                          ";NIB Capital Bank                        ;emissie             ;9 jan.              ;30 jan.             ;3.0;2.5;102.0;;5.0;EUR  ;;5
1400;2006 februari 03-01;"Obligatie; Overige Obligaties                          ";Rabobank Nederland                      ;emissie             ;16 jan.             ;3 febr.             ;5.0;0.0;100.0;;100.0;EUR  ;;100
1401;2006 februari 06-01;"Obligatie; Floating Rate Notes                         ";Lehman Brothers Treasury Co. BV         ;emissie             ;3 febr.             ;6 febr.             ;29.75;7.25;100.0;;5.0;EUR  ;;5
1402;2006 februari 07-01;"Obligatie; Asset Backed Securities                     ";Stichting Memphis 2006-I                ;emissie             ;7 febr.             ;7 febr.             ;9.2;10.04;100.0;;9.0;EUR  ;;9
1403;2006 februari 07-02;"Obligatie; Asset Backed Securities                     ";Stichting Memphis 2006-I                ;emissie             ;7 febr.             ;7 febr.             ;9.2;2.94;100.0;;40.0;EUR  ;;40
1404;2006 februari 07-03;"Obligatie; Asset Backed Securities                     ";Stichting Memphis 2006-I                ;emissie             ;7 febr.             ;7 febr.             ;9.2;2.88;100.0;;54.0;EUR  ;;54
1405;2006 februari 07-04;"Obligatie; Asset Backed Securities                     ";Stichting Memphis 2006-I                ;emissie             ;7 febr.             ;7 febr.             ;9.2;5.79;100.0;;58.0;EUR  ;;58
1406;2006 februari 07-05;"Obligatie; Asset Backed Securities                     ";Stichting Memphis 2006-I                ;emissie             ;7 febr.             ;7 febr.             ;9.2;3.24;100.0;;77.0;EUR  ;;77
1407;2006 februari 07-06;"Obligatie; Asset Backed Securities                     ";Stichting Memphis 2006-I                ;emissie             ;7 febr.             ;7 febr.             ;9.2;2.79;100.0;;112.0;EUR  ;;112
1408;2006 februari 07-07;"Obligatie; Asset Backed Securities                     ";Stichting Memphis 2006-I                ;emissie             ;7 febr.             ;7 febr.             ;9.2;2.7;100.0;;120.0;EUR  ;;120
1409;2006 februari 08-01;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;6 febr.             ;8 febr.             ;0.5;0.0;;;1330.0;EUR  ;2.57;1330
1410;2006 februari 08-02;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;6 febr.             ;8 febr.             ;0.25;0.0;;;2030.0;EUR  ;2.03;2030
1411;2006 februari 08-03;"Obligatie; Zero Coupon Notes                           ";ABN AMRO Bank                           ;emissie             ;8 febr.             ;8 febr.             ;1.8;0.0;92.35;;25.0;EUR  ;5.3;23
1412;2006 februari 09-01;"Obligatie; Overige Obligaties                          ";ABN AMRO Bank                           ;emissie             ;9 jan.              ;9 febr.             ;4.0;0.0;100.0;;100.0;EUR  ;;100
1413;2006 februari 15-01;"Obligatie; Overige Obligaties                          ";Lehman Brothers Treasury Co. BV         ;emissie             ;13 jan.             ;15 febr.            ;10.0;0.0;100.0;;20.0;EUR  ;;20
1414;2006 februari 17-01;"Obligatie; Euro Obligaties                             ";Staat der Nederlanden                   ;emissie             ;14 febr.            ;17 febr.            ;16.9;3.75;100.52;;2273.0;EUR  ;3.708;2285
1415;2006 februari 17-02;"Obligatie; Overige Obligaties                          ";SNS Bank                                ;emissie             ;9 jan.              ;17 febr.            ;10.0;0.0;100.0;;25.0;EUR  ;;25
1416;2006 februari 22-01;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;20 febr.            ;22 febr.            ;0.6;0.0;;;980.0;EUR  ;2.605;980
1417;2006 februari 22-02;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;20 febr.            ;22 febr.            ;0.25;0.0;;;1420.0;EUR  ;2.475;1420
1418;2006 februari 22-03;"Obligatie; Asset Backed Securities                     ";Holl. Mort. Backed Ser.(HERMES) XI      ;emissie             ;20 febr.            ;22 febr.            ;34.55;3.08;100.0;;9.0;EUR  ;;9
1419;2006 februari 22-04;"Obligatie; Asset Backed Securities                     ";Holl. Mort. Backed Ser.(HERMES) XI      ;emissie             ;20 febr.            ;22 febr.            ;34.55;3.4;100.0;;27.0;EUR  ;;27
1420;2006 februari 22-05;"Obligatie; Asset Backed Securities                     ";Holl. Mort. Backed Ser.(HERMES) XI      ;emissie             ;20 febr.            ;22 febr.            ;34.55;2.91;100.0;;32.0;EUR  ;;32
1421;2006 februari 22-06;"Obligatie; Asset Backed Securities                     ";Holl. Mort. Backed Ser.(HERMES) XI      ;emissie             ;20 febr.            ;22 febr.            ;34.55;2.82;100.0;;35.0;EUR  ;;35
1422;2006 februari 22-07;"Obligatie; Asset Backed Securities                     ";Holl. Mort. Backed Ser.(HERMES) XI      ;emissie             ;20 febr.            ;22 febr.            ;34.55;2.77;100.0;;1424.0;EUR  ;;1424
1423;2006 februari 22-08;"Obligatie; Reverse Convertible Bonds                   ";ABN AMRO Bank                           ;emissie             ;6 febr.             ;22 febr.            ;2.0;9.0;102.0;;30.0;EUR  ;;31
1424;2006 februari 22-09;"Obligatie; Overige Obligaties                          ";ABN AMRO Bank                           ;emissie             ;22 febr.            ;22 febr.            ;7.3;0.0;100.0;;70.0;EUR  ;;70
1425;2006 februari 24-01;"Obligatie; Overige Obligaties                          ";Rabobank Nederland                      ;emissie             ;10 jan.             ;24 febr.            ;7.0;0.0;100.0;;250.0;EUR  ;;250
1426;2006 februari 27-01;"Obligatie; Reverse Convertible Bonds                   ";ABN AMRO Bank                           ;emissie             ;27 febr.            ;27 febr.            ;1.6;9.0;100.0;;10.0;EUR  ;;10
1427;2006 februari 27-02;"Obligatie; Reverse Convertible Bonds                   ";ABN AMRO Bank                           ;emissie             ;27 febr.            ;27 febr.            ;1.9;9.5;100.0;;15.0;EUR  ;;15
1428;2006 februari 28-01;"Obligatie; Asset Backed Securities                     ";STORM 2006-I                            ;emissie             ;24 febr.            ;28 febr.            ;42.0;3.0;100.0;;19.0;EUR  ;;19
1429;2006 februari 28-02;"Obligatie; Asset Backed Securities                     ";STORM 2006-I                            ;emissie             ;24 febr.            ;28 febr.            ;42.0;3.34;100.0;;23.0;EUR  ;;23
1430;2006 februari 28-03;"Obligatie; Asset Backed Securities                     ";STORM 2006-I                            ;emissie             ;24 febr.            ;28 febr.            ;42.0;2.81;100.0;;29.0;EUR  ;;29
1431;2006 februari 28-04;"Obligatie; Asset Backed Securities                     ";STORM 2006-I                            ;emissie             ;24 febr.            ;28 febr.            ;42.0;2.74;100.0;;48.0;EUR  ;;48
1432;2006 februari 28-05;"Obligatie; Asset Backed Securities                     ";STORM 2006-I                            ;emissie             ;24 febr.            ;28 febr.            ;42.0;2.62;100.0;;337.0;EUR  ;;337
1433;2006 februari 28-06;"Obligatie; Asset Backed Securities                     ";STORM 2006-I                            ;emissie             ;24 febr.            ;28 febr.            ;42.0;2.7;100.0;;1829.0;EUR  ;;1829
1434;2006 februari 28-07;"Obligatie; Overige Obligaties                          ";Robeco Direct                           ;emissie             ;17 jan.             ;28 febr.            ;12.0;0.0;100.0;;90.0;EUR  ;;90
1435;2006 februari 28-08;"Obligatie; Asset Backed Securities                     ";European Mortgage Securities VII        ;emissie             ;28 febr.            ;28 febr.            ;33.8;3.59;100.0;;64.0;EUR  ;;64
1436;2006 februari 28-09;"Obligatie; Asset Backed Securities                     ";European Mortgage Securities VII        ;emissie             ;28 febr.            ;28 febr.            ;33.8;2.84;100.0;;67.0;EUR  ;;67
1437;2006 februari 28-10;"Obligatie; Asset Backed Securities                     ";European Mortgage Securities VII        ;emissie             ;28 febr.            ;28 febr.            ;33.8;2.92;100.0;;83.0;EUR  ;;83
1438;2006 februari 28-11;"Obligatie; Asset Backed Securities                     ";European Mortgage Securities VII        ;emissie             ;28 febr.            ;28 febr.            ;33.8;2.74;100.0;;451.0;EUR  ;;451
1439;2006 februari 28-12;"Obligatie; Asset Backed Securities                     ";European Mortgage Securities VII        ;emissie             ;28 febr.            ;28 febr.            ;33.8;2.74;100.0;;3300.0;EUR  ;;3300
1440;2006 maart 02-01;"Obligatie; Floating Rate Notes                         ";ABN AMRO Bank                           ;emissie             ;30 jan.             ;2 maart             ;10.0;3.0;101.0;;100.0;EUR  ;;101
1441;2006 maart 03-01;"Obligatie; Floating Rate Notes                         ";Rabobank Nederland                      ;emissie             ;1 maart             ;3 maart             ;3.0;3.35;100.0;;30.0;EUR  ;;30
1442;2006 maart 08-01;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;6 maart             ;8 maart             ;0.4;0.0;;;1210.0;EUR  ;2.665;1210
1443;2006 maart 08-02;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;6 maart             ;8 maart             ;0.2;0.0;;;1160.0;EUR  ;2.53;1160
1444;2006 maart 08-03;"Obligatie; Overige Obligaties                          ";ABN AMRO Bank                           ;emissie             ;6 maart             ;8 maart             ;8.0;0.0;101.0;;50.0;EUR  ;;51
1445;2006 maart 09-01;"Obligatie; Overige Obligaties                          ";ABN AMRO Bank                           ;emissie             ;6 febr.             ;9 maart             ;2.0;0.0;100.0;;50.0;EUR  ;;50
1446;2006 maart 09-02;"Obligatie; Overige Obligaties                          ";ABN AMRO Bank                           ;emissie             ;6 febr.             ;9 maart             ;4.5;0.0;101.5;;50.0;EUR  ;;51
1447;2006 maart 09-03;"Obligatie; Overige Obligaties                          ";Rabobank Nederland                      ;emissie             ;13 febr.            ;9 maart             ;6.0;0.0;101.0;;50.0;EUR  ;;51
1448;2006 maart 16-01;"Obligatie; Euro Obligaties                             ";Koninklijke KPN                         ;emissie             ;14 maart            ;16 maart            ;7.0;4.5;99.32;;850.0;EUR  ;4.616;844
1449;2006 maart 17-01;"Obligatie; Euro Obligaties                             ";Staat der Nederlanden                   ;emissie             ;14 maart            ;17 maart            ;3.1;2.75;98.34;;1946.0;EUR  ;3.319;1914
1450;2006 maart 20-01;"Obligatie; Overige Obligaties                          ";NIB Capital Bank                        ;emissie             ;27 febr.            ;20 maart            ;2.0;8.5;102.0;;5.0;EUR  ;;5
1451;2006 maart 22-01;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;20 maart            ;22 maart            ;0.75;0.0;;;680.0;EUR  ;2.85;680
1452;2006 maart 22-02;"Obligatie; Euro Obligaties                             ";Rabobank Nederland                      ;emissie             ;20 maart            ;22 maart            ;5.5;3.63;99.9;;1500.0;EUR  ;3.649;1499
