ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;PersonenautoSTotaal_5;PersonenautoSJongerDan6Jaar_6;PersonenautoS6JaarEnOuder_7;PersonenautoSBrandstofBenzine_8;PersonenautoSOverigeBrandstof_9;PersonenautoSPerHuishouden_10;PersonenautoSNaarOppervlakte_11;MotorfietsenVanParticulieren_12;VoertuigMetBromfietskentekenVanPart_13
2378;Kesteren;Breda                                   ;Buurt     ;BU07580602;1;1615;395;1220;1375;240;1.0;2106.0;130;260
2379;Muizenberg;Breda                                   ;Buurt     ;BU07580603;1;1400;430;970;1175;225;1.1;1569.0;135;180
2380;Heksenwiel;Breda                                   ;Buurt     ;BU07580604;1;2045;670;1380;1740;310;1.0;2273.0;150;220
2381;Overkroeten;Breda                                   ;Buurt     ;BU07580605;1;1520;525;995;1280;240;1.1;3396.0;115;160
2382;Kroeten;Breda                                   ;Buurt     ;BU07580606;1;1120;410;705;925;195;1.2;3092.0;75;95
2383;Emer;Breda                                   ;Buurt     ;BU07580607;3;35;5;30;25;10;;;0;5
2384;Hagebeemd;Breda                                   ;Buurt     ;BU07580609;1;115;25;85;95;20;1.3;13.0;15;10
2385;Bavel;Breda                                   ;Wijk      ;WK075807  ;3;3955;1355;2600;3330;625;1.2;353.0;305;270
2386;Bavel;Breda                                   ;Buurt     ;BU07580700;1;2695;850;1845;2330;365;1.2;1540.0;210;185
2387;Nieuw Wolfslaar;Breda                                   ;Buurt     ;BU07580701;3;1045;455;595;825;220;1.2;1018.0;75;55
2388;Buitengebied Bavel;Breda                                   ;Buurt     ;BU07580709;3;215;55;160;170;40;1.3;25.0;20;30
2389;Ulvenhout;Breda                                   ;Wijk      ;WK075808  ;1;2375;765;1610;1950;425;1.2;458.0;120;155
2390;Ulvenhout;Breda                                   ;Buurt     ;BU07580800;1;2235;710;1525;1850;385;1.2;1287.0;105;135
2391;Buitengebied Ulvenhout;Breda                                   ;Buurt     ;BU07580809;1;140;55;85;100;40;1.4;40.0;15;20
2392;Prinsenbeek;Breda                                   ;Wijk      ;WK075809  ;1;5700;1890;3810;4915;785;1.2;337.0;440;400
2393;Prinsenbeek;Breda                                   ;Buurt     ;BU07580900;1;5235;1755;3480;4540;695;1.2;1454.0;405;375
2394;Buitengebied Prinsenbeek;Breda                                   ;Buurt     ;BU07580909;1;465;135;330;375;90;1.5;35.0;35;25
2395;Teteringen;Breda                                   ;Wijk      ;WK075810  ;3;3535;1165;2370;2985;550;1.2;309.0;295;250
2396;Teteringen;Breda                                   ;Buurt     ;BU07581000;1;3440;1145;2295;2910;530;1.2;1022.0;290;250
2397;Vuchtpolder;Breda                                   ;Buurt     ;BU07581008;3;60;15;45;45;15;;;5;0
2398;Buitengebied Teteringen;Breda                                   ;Buurt     ;BU07581009;1;35;5;30;30;5;0.6;15.0;5;0
2399;Brielle;Brielle                                 ;Gemeente  ;GM0501    ;.;8385;2925;5460;7360;1020;1.1;304.0;725;1440
2400;Niet nader toe te delen;Brielle                                 ;          ;          ; ;5;0;5;5;0;;;0;0
2401;Wel nader toe te delen;Brielle                                 ;          ;          ; ;8380;2925;5455;7360;1020;;;725;1440
2402;Wijk 00 Brielle;Brielle                                 ;Wijk      ;WK050100  ;1;6360;2280;4080;5590;770;1.1;818.0;500;1020
2403;Brielle;Brielle                                 ;Buurt     ;BU05010000;1;1335;435;900;1160;175;1.0;1741.0;100;180
2404;Spuilaan en omgeving;Brielle                                 ;Buurt     ;BU05010001;1;495;210;285;435;60;1.0;1800.0;20;55
2405;De Kapel en omgeving;Brielle                                 ;Buurt     ;BU05010002;1;845;230;610;740;105;1.2;2134.0;105;180
2406;Rugge;Brielle                                 ;Buurt     ;BU05010003;1;1185;335;850;1060;125;1.0;2041.0;105;220
2407;Noord Meeuwenoord;Brielle                                 ;Buurt     ;BU05010004;1;360;145;215;305;50;1.1;769.0;35;50
2408;Kleine Goote;Brielle                                 ;Buurt     ;BU05010005;1;800;295;505;720;75;1.1;3805.0;40;115
2409;Nieuwland;Brielle                                 ;Buurt     ;BU05010006;1;1230;590;635;1070;160;1.3;2267.0;75;195
2410;Verspreide huizen;Brielle                                 ;Buurt     ;BU05010009;1;120;35;85;100;20;1.3;26.0;20;25
2411;Wijk 01 Vierpolders;Brielle                                 ;Wijk      ;WK050101  ;1;920;285;630;805;110;1.3;92.0;95;190
2412;Vierpolders;Brielle                                 ;Buurt     ;BU05010100;1;685;215;470;615;70;1.3;610.0;65;145
2413;Verspreide huizen;Brielle                                 ;Buurt     ;BU05010109;1;230;70;165;195;40;1.4;26.0;30;45
2414;Wijk 02 Zwartewaal;Brielle                                 ;Wijk      ;WK050102  ;1;1080;355;730;945;135;1.3;125.0;125;225
2415;Zwartewaal;Brielle                                 ;Buurt     ;BU05010200;1;330;110;220;280;50;1.3;1612.0;35;95
2416;Tuindorp-Hofstede;Brielle                                 ;Buurt     ;BU05010201;1;550;185;360;495;55;1.4;2050.0;55;95
2417;Zalmlaan;Brielle                                 ;Buurt     ;BU05010202;1;40;15;25;35;5;;;10;5
2418;Verspreide huizen;Brielle                                 ;Buurt     ;BU05010209;1;165;40;125;140;20;1.4;20.0;25;30
2419;Wijk 03 Recreatiestrook Brielse Maas;Brielle                                 ;Wijk      ;WK050103  ;1;20;5;15;20;5;;;5;5
2420;Recreatiestrook Brielse Maas;Brielle                                 ;Buurt     ;BU05010300;1;20;5;15;20;5;;;5;5
2421;Bronckhorst;Bronckhorst                             ;Gemeente  ;GM1876    ;.;19660;4610;15050;16635;3020;1.3;69.0;2645;2165
2422;Niet nader toe te delen;Bronckhorst                             ;          ;          ; ;5;0;5;5;0;;;0;0
2423;Wel nader toe te delen;Bronckhorst                             ;          ;          ; ;19655;4605;15045;16630;3020;;;2645;2165
2424;Wijk 00 Hengelo;Bronckhorst                             ;Wijk      ;WK187600  ;1;4260;1005;3255;3670;590;1.2;87.0;715;465
2425;Hengelo;Bronckhorst                             ;Buurt     ;BU18760000;1;2270;570;1700;2005;265;1.2;1440.0;350;240
2426;Keijenborg;Bronckhorst                             ;Buurt     ;BU18760001;1;545;145;400;485;60;1.2;1176.0;75;50
2427;Veldhoek;Bronckhorst                             ;Buurt     ;BU18760002;1;80;30;50;70;15;1.3;428.0;15;5
2428;Verspreide huizen Keijenborg;Bronckhorst                             ;Buurt     ;BU18760004;1;260;35;225;225;40;1.3;44.0;55;50
2429;Verspreide huizen Dunsborg;Bronckhorst                             ;Buurt     ;BU18760005;1;300;50;255;250;50;1.7;41.0;45;20
2430;Verspreide huizen Hengelo en Noordink;Bronckhorst                             ;Buurt     ;BU18760006;1;335;70;265;275;60;1.3;29.0;75;25
2431;Verspreide huizen Bekveld en Gooi;Bronckhorst                             ;Buurt     ;BU18760007;1;175;45;135;130;45;1.3;30.0;30;15
2432;Verspreide huizen Varssel;Bronckhorst                             ;Buurt     ;BU18760008;1;215;50;165;170;45;1.5;23.0;55;35
2433;Verspreide huizen Zuidelijk bosgebied;Bronckhorst                             ;Buurt     ;BU18760009;1;75;15;60;65;10;1.2;11.0;10;15
2434;Wijk 01 Zelhem;Bronckhorst                             ;Wijk      ;WK187601  ;1;5990;1295;4695;5080;910;1.3;79.0;815;760
2435;Zelhem;Bronckhorst                             ;Buurt     ;BU18760100;1;3045;710;2335;2665;380;1.2;1524.0;360;325
2436;Halle;Bronckhorst                             ;Buurt     ;BU18760101;1;390;70;320;340;50;1.3;650.0;70;80
2437;Velswijk;Bronckhorst                             ;Buurt     ;BU18760102;1;185;40;145;160;20;1.5;1335.0;40;25
2438;Verspreide huizen Zelhem;Bronckhorst                             ;Buurt     ;BU18760103;1;1105;245;865;895;210;1.5;33.0;180;125
2439;Verspreide huizen Halle;Bronckhorst                             ;Buurt     ;BU18760104;1;820;145;675;660;160;1.4;29.0;90;125
2440;Verspreide huizen Velswijk;Bronckhorst                             ;Buurt     ;BU18760105;1;445;90;355;360;85;1.4;41.0;80;80
2441;Wijk 02 Vorden;Bronckhorst                             ;Wijk      ;WK187602  ;1;4305;1090;3215;3665;640;1.2;64.0;520;450
2442;Vorden;Bronckhorst                             ;Buurt     ;BU18760200;1;2450;645;1800;2140;310;1.2;1240.0;295;215
2443;Kranenburg;Bronckhorst                             ;Buurt     ;BU18760201;1;145;35;110;125;20;1.6;729.0;30;15
2444;Wichmond;Bronckhorst                             ;Buurt     ;BU18760202;1;225;60;165;190;35;1.1;596.0;35;30
2445;Verspreide huizen Vierakker;Bronckhorst                             ;Buurt     ;BU18760203;1;125;30;95;100;30;1.7;30.0;15;15
2446;Verspreide huizen Wichmond;Bronckhorst                             ;Buurt     ;BU18760204;1;175;35;140;140;35;1.7;30.0;25;75
2447;Verspr.h. Linde, Mossel en Wildenborch;Bronckhorst                             ;Buurt     ;BU18760207;1;410;85;325;340;65;1.4;18.0;50;25
2448;Verspreide huizen Grote Veld;Bronckhorst                             ;Buurt     ;BU18760208;1;100;25;75;80;20;1.6;13.0;5;15
2449;Verspreide huizen Delden en Veldwijk;Bronckhorst                             ;Buurt     ;BU18760209;1;670;170;505;545;125;1.4;28.0;70;55
2450;Wijk 03 Steenderen;Bronckhorst                             ;Wijk      ;WK187603  ;1;2625;615;2010;2160;465;1.3;54.0;365;290
2451;Steenderen;Bronckhorst                             ;Buurt     ;BU18760300;1;1050;265;785;875;180;1.2;1133.0;110;80
2452;Bronkhorst;Bronckhorst                             ;Buurt     ;BU18760301;1;50;20;30;40;15;1.0;405.0;0;0
2453;Baak;Bronckhorst                             ;Buurt     ;BU18760302;1;325;75;250;280;45;1.4;831.0;80;30
2454;Olburgen;Bronckhorst                             ;Buurt     ;BU18760303;1;125;25;105;100;25;1.6;476.0;25;15
2455;Rha;Bronckhorst                             ;Buurt     ;BU18760304;1;55;10;45;45;10;;;5;20
2456;Toldijk;Bronckhorst                             ;Buurt     ;BU18760305;1;230;55;175;200;35;1.5;731.0;40;30
2457;Verspreide huizen Bakerwaard;Bronckhorst                             ;Buurt     ;BU18760306;1;100;15;85;75;25;;;15;20
2458;Verspreide huizen Olburgen en Rha;Bronckhorst                             ;Buurt     ;BU18760307;1;15;5;10;15;0;;;0;5
2459;Verspreide huizen Baak;Bronckhorst                             ;Buurt     ;BU18760308;1;280;60;220;220;55;1.4;27.0;25;50
2460;Verspreide huizen Toldijk;Bronckhorst                             ;Buurt     ;BU18760309;1;270;50;215;220;50;1.4;22.0;40;35
2461;Verspreide huizen Steenderen;Bronckhorst                             ;Buurt     ;BU18760310;1;120;30;90;95;25;1.1;10.0;15;10
2462;Wijk 04 Hummelo en Keppel;Bronckhorst                             ;Wijk      ;WK187604  ;1;2475;605;1870;2060;420;1.3;58.0;235;205
2463;Hummelo;Bronckhorst                             ;Buurt     ;BU18760400;1;560;130;430;475;85;1.3;1627.0;65;45
2464;Hoog-Keppel;Bronckhorst                             ;Buurt     ;BU18760401;1;265;85;180;225;35;1.3;829.0;25;20
2465;Laag-Keppel;Bronckhorst                             ;Buurt     ;BU18760402;1;285;85;200;225;60;1.4;761.0;15;15
2466;Drempt;Bronckhorst                             ;Buurt     ;BU18760403;1;555;145;410;475;80;1.3;1309.0;55;60
2467;Achterdrempt;Bronckhorst                             ;Buurt     ;BU18760404;1;220;60;160;185;35;1.7;1064.0;20;20
2468;Verspreide huizen ten noorden van Drempt;Bronckhorst                             ;Buurt     ;BU18760405;1;180;35;145;140;40;1.2;26.0;15;15
2469;Verspreide huizen Hummelo;Bronckhorst                             ;Buurt     ;BU18760406;1;185;35;150;145;40;1.6;22.0;20;5
2470;Verspreide huizen Hummelo-Broek;Bronckhorst                             ;Buurt     ;BU18760407;1;50;5;45;40;10;;;5;5
2471;Verspr.h. ten zuidoosten van Hummelo;Bronckhorst                             ;Buurt     ;BU18760408;1;95;15;80;80;15;1.3;13.0;10;10
2472;Verspreide huizen Hoog-Keppel;Bronckhorst                             ;Buurt     ;BU18760409;1;30;10;20;25;5;;;0;0
2473;Verspreide huizen Oude IJsselgebied;Bronckhorst                             ;Buurt     ;BU18760410;1;60;5;50;40;15;;;5;5
2474;Brummen;Brummen                                 ;Gemeente  ;GM0213    ;.;10545;2595;7950;8870;1675;1.2;126.0;1150;1160
2475;Niet nader toe te delen;Brummen                                 ;          ;          ; ;0;0;0;0;0;;;0;0
2476;Wel nader toe te delen;Brummen                                 ;          ;          ; ;10540;2595;7950;8870;1675;;;1150;1160
2477;Wijk 01 Empe;Brummen                                 ;Wijk      ;WK021301  ;1;355;70;280;275;80;1.4;44.0;45;60
2478;Empe Kern;Brummen                                 ;Buurt     ;BU02130100;1;140;30;110;115;25;1.5;1086.0;20;35
2479;Verspreide huizen Empe;Brummen                                 ;Buurt     ;BU02130101;1;180;35;145;135;45;1.4;28.0;20;15
2480;Dovenkamp;Brummen                                 ;Buurt     ;BU02130102;1;35;5;30;25;10;;;0;10
2481;Wijk 02 Tonden;Brummen                                 ;Wijk      ;WK021302  ;1;195;45;150;160;35;1.5;24.0;30;25
2482;Tonden;Brummen                                 ;Buurt     ;BU02130200;1;195;45;150;160;35;1.5;24.0;30;25
2483;Wijk 03 Brummen;Brummen                                 ;Wijk      ;WK021303  ;1;4200;1055;3140;3540;660;1.1;139.0;470;435
2484;Brummen Centrum;Brummen                                 ;Buurt     ;BU02130300;1;750;195;555;615;135;1.1;1317.0;65;50
2485;Brummense Enk West;Brummen                                 ;Buurt     ;BU02130301;1;630;135;495;545;85;1.1;2204.0;75;65
2486;Brummense Enk Oost;Brummen                                 ;Buurt     ;BU02130302;1;740;165;575;650;95;1.0;2400.0;90;80
2487;De Pothof;Brummen                                 ;Buurt     ;BU02130303;1;360;105;255;320;40;1.0;2307.0;30;25
2488;Koppelenburg;Brummen                                 ;Buurt     ;BU02130304;1;220;60;155;180;35;1.2;1078.0;15;15
2489;Verspreide huizen Brummen;Brummen                                 ;Buurt     ;BU02130305;1;55;15;40;40;15;;;10;10
2490;Rhienderen Kern;Brummen                                 ;Buurt     ;BU02130306;1;385;90;295;330;55;1.2;1365.0;70;75
2491;Rhienderen Noord;Brummen                                 ;Buurt     ;BU02130307;1;15;0;15;5;5;;;0;0
2492;Rhienderense Enk;Brummen                                 ;Buurt     ;BU02130308;1;75;30;45;60;15;1.3;684.0;5;5
2493;Elzenbos;Brummen                                 ;Buurt     ;BU02130309;1;335;105;230;295;45;1.1;2122.0;30;35
2494;Hazenberg;Brummen                                 ;Buurt     ;BU02130310;1;30;10;20;20;10;;;0;5
2495;Verspreide huizen Rhienderen;Brummen                                 ;Buurt     ;BU02130311;1;25;5;20;25;0;;;10;5
2496;Rhienderense Broek;Brummen                                 ;Buurt     ;BU02130312;1;120;25;95;90;30;1.4;57.0;15;10
2497;Oeken kern;Brummen                                 ;Buurt     ;BU02130313;1;75;25;55;65;10;1.5;781.0;5;5
2498;Verspreide huizen Oeken;Brummen                                 ;Buurt     ;BU02130314;1;185;35;155;155;30;1.5;38.0;20;30
2499;Wapsum;Brummen                                 ;Buurt     ;BU02130315;1;30;5;25;25;10;;;0;0
2500;Voorstonden;Brummen                                 ;Buurt     ;BU02130316;1;50;15;35;35;15;;;5;0
2501;Cortenoever;Brummen                                 ;Buurt     ;BU02130317;1;115;40;80;85;30;1.4;12.0;15;15
2502;Wijk 04 Leuvenheim;Brummen                                 ;Wijk      ;WK021304  ;1;385;85;300;320;70;1.4;53.0;40;65
2503;Leuvenheim kern;Brummen                                 ;Buurt     ;BU02130400;1;315;70;245;260;55;1.4;766.0;40;60
2504;Verspreide huizen Leuvenheim;Brummen                                 ;Buurt     ;BU02130401;1;30;10;20;25;5;;;0;0
2505;Lichtenbelt;Brummen                                 ;Buurt     ;BU02130402;1;40;10;30;30;10;;;0;5
2506;Wijk 05 Hall;Brummen                                 ;Wijk      ;WK021305  ;1;465;100;360;375;90;1.4;35.0;60;70
2507;Hall kern;Brummen                                 ;Buurt     ;BU02130500;1;190;40;150;165;25;1.5;1127.0;30;35
2508;Verspreide huizen Hall;Brummen                                 ;Buurt     ;BU02130501;1;160;35;120;125;35;1.3;18.0;15;20
2509;Cellenrijk;Brummen                                 ;Buurt     ;BU02130502;1;115;25;90;85;30;1.4;25.0;15;15
2510;Wijk 06 Eerbeek;Brummen                                 ;Wijk      ;WK021306  ;1;4945;1230;3715;4205;740;1.1;290.0;505;505
2511;Eerbeek centrum;Brummen                                 ;Buurt     ;BU02130600;1;360;105;255;305;55;1.0;1041.0;25;20
2512;Lombok;Brummen                                 ;Buurt     ;BU02130601;1;545;180;365;445;100;1.3;2333.0;70;40
2513;Noorder Enk;Brummen                                 ;Buurt     ;BU02130602;1;770;150;615;670;95;1.0;2184.0;55;100
2514;Werfakker;Brummen                                 ;Buurt     ;BU02130603;1;695;205;490;605;85;1.1;2684.0;70;65
2515;Veldkant;Brummen                                 ;Buurt     ;BU02130604;1;100;25;70;80;20;1.6;232.0;0;10
2516;Eerbeekse Enk;Brummen                                 ;Buurt     ;BU02130605;1;1560;285;1275;1355;210;1.1;2594.0;195;215
2517;Eerbeek Zuid;Brummen                                 ;Buurt     ;BU02130606;1;80;10;70;70;15;1.3;131.0;5;10
2518;Het Hungeling;Brummen                                 ;Buurt     ;BU02130607;1;155;50;105;125;30;1.3;239.0;20;5
2519;Wilhelminapark;Brummen                                 ;Buurt     ;BU02130608;1;220;90;130;165;55;1.4;396.0;5;5
2520;Verspreide huizen Eerbeek;Brummen                                 ;Buurt     ;BU02130609;1;385;105;285;320;65;1.4;75.0;50;35
2521;Coldenhove;Brummen                                 ;Buurt     ;BU02130610;1;75;20;55;65;10;1.2;10.0;15;5
2522;Brunssum;Brunssum                                ;Gemeente  ;GM0899    ;.;14540;3315;11230;13230;1315;1.1;845.0;1320;2365
2523;Niet nader toe te delen;Brunssum                                ;          ;          ; ;5;0;5;5;0;;;0;5
2524;Wel nader toe te delen;Brunssum                                ;          ;          ; ;14535;3310;11225;13220;1315;;;1320;2360
