ID;HouseholdCharacteristics;ComponentsOfWealth;Periods;NumberOfPrivateHouseholds_1;TotalWealth_2;MeanWealth_3;MedianWealth_4
2435;Main earner: to 24 years;1.2.2 Other real estate;2011;1.3;0.4;279.3;117.5
2436;Main earner: to 24 years;1.2.2 Other real estate;2012;1.3;0.3;270.0;113.0
2437;Main earner: to 24 years;1.2.2 Other real estate;2013;1.2;0.3;240.1;102.7
2438;Main earner: to 24 years;1.2.2 Other real estate;2014;1.3;0.3;217.7;96.0
2439;Main earner: to 24 years;1.2.2 Other real estate;2015;1.4;0.3;203.0;90.5
2440;Main earner: to 24 years;1.2.2 Other real estate;2016;1.6;0.4;261.8;92.0
2441;Main earner: to 24 years;1.2.2 Other real estate;2017;1.6;0.4;258.7;93.7
2442;Main earner: to 24 years;1.2.2 Other real estate;2018;1.8;0.5;286.7;103.7
2443;Main earner: to 24 years;1.2.2 Other real estate;2019;2.0;0.5;272.5;105.0
2444;Main earner: to 24 years;1.2.2 Other real estate;2020;2.2;0.7;339.8;110.3
2445;Main earner: to 24 years;1.2.2 Other real estate;2021;2.3;0.8;350.2;117.6
2446;Main earner: to 24 years;1.2.2 Other real estate;2022;2.6;1.0;376.9;121.6
2447;Main earner: to 24 years;1.2.2 Other real estate;2023;2.5;0.9;369.4;135.4
2448;Main earner: to 24 years;1.3 Enterprise capital;2006;6.8;0.1;9.8;3.7
2449;Main earner: to 24 years;1.3 Enterprise capital;2007;7.5;0.1;9.6;3.6
2450;Main earner: to 24 years;1.3 Enterprise capital;2008;7.5;0.1;11.7;4.2
2451;Main earner: to 24 years;1.3 Enterprise capital;2009;8.5;0.1;10.3;4.1
2452;Main earner: to 24 years;1.3 Enterprise capital;2010;9.4;0.1;9.6;3.0
2453;Main earner: to 24 years;1.3 Enterprise capital;2011;9.6;0.1;12.6;3.8
2454;Main earner: to 24 years;1.3 Enterprise capital;2012;9.6;0.1;11.6;3.7
2455;Main earner: to 24 years;1.3 Enterprise capital;2013;9.6;0.1;12.2;3.6
2456;Main earner: to 24 years;1.3 Enterprise capital;2014;9.6;0.1;13.5;3.7
2457;Main earner: to 24 years;1.3 Enterprise capital;2015;10.0;0.2;15.2;3.5
2458;Main earner: to 24 years;1.3 Enterprise capital;2016;10.5;0.2;15.6;3.5
2459;Main earner: to 24 years;1.3 Enterprise capital;2017;10.6;0.2;15.5;3.8
2460;Main earner: to 24 years;1.3 Enterprise capital;2018;11.0;0.2;19.1;4.1
2461;Main earner: to 24 years;1.3 Enterprise capital;2019;11.4;0.2;18.0;4.0
2462;Main earner: to 24 years;1.3 Enterprise capital;2020;11.8;0.2;21.0;4.4
2463;Main earner: to 24 years;1.3 Enterprise capital;2021;12.7;0.3;19.8;4.4
2464;Main earner: to 24 years;1.3 Enterprise capital;2022;14.5;0.3;19.4;4.7
2465;Main earner: to 24 years;1.3 Enterprise capital;2023;15.8;0.3;18.9;5.0
2466;Main earner: to 24 years;1.4 Substantial interest;2006;1.6;0.5;294.5;17.9
2467;Main earner: to 24 years;1.4 Substantial interest;2007;1.2;0.3;274.6;17.6
2468;Main earner: to 24 years;1.4 Substantial interest;2008;1.1;0.3;247.8;17.7
2469;Main earner: to 24 years;1.4 Substantial interest;2009;1.2;0.3;247.5;17.7
2470;Main earner: to 24 years;1.4 Substantial interest;2010;1.3;0.4;348.5;16.8
2471;Main earner: to 24 years;1.4 Substantial interest;2011;1.4;0.4;279.4;16.9
2472;Main earner: to 24 years;1.4 Substantial interest;2012;1.3;0.3;248.4;16.5
2473;Main earner: to 24 years;1.4 Substantial interest;2013;1.3;0.4;307.2;16.9
2474;Main earner: to 24 years;1.4 Substantial interest;2014;1.5;0.5;309.5;10.0
2475;Main earner: to 24 years;1.4 Substantial interest;2015;1.7;0.7;396.0;6.1
2476;Main earner: to 24 years;1.4 Substantial interest;2016;1.8;0.7;407.5;5.1
2477;Main earner: to 24 years;1.4 Substantial interest;2017;1.9;0.7;388.4;6.6
2478;Main earner: to 24 years;1.4 Substantial interest;2018;2.0;0.9;440.0;9.1
2479;Main earner: to 24 years;1.4 Substantial interest;2019;2.1;1.2;584.4;12.5
2480;Main earner: to 24 years;1.4 Substantial interest;2020;2.1;1.8;847.1;15.1
2481;Main earner: to 24 years;1.4 Substantial interest;2021;2.3;1.9;824.8;14.4
2482;Main earner: to 24 years;1.4 Substantial interest;2022;2.7;3.7;1414.3;19.8
2483;Main earner: to 24 years;1.4 Substantial interest;2023;2.7;3.2;1183.1;23.1
2484;Main earner: to 24 years;1.5 Other assets;2006;1.1;0.1;109.2;30.2
2485;Main earner: to 24 years;1.5 Other assets;2007;1.3;0.1;93.0;30.4
2486;Main earner: to 24 years;1.5 Other assets;2008;1.5;0.1;95.2;33.0
2487;Main earner: to 24 years;1.5 Other assets;2009;1.5;0.2;98.2;37.2
2488;Main earner: to 24 years;1.5 Other assets;2010;1.7;0.2;111.7;40.0
2489;Main earner: to 24 years;1.5 Other assets;2011;1.7;0.2;114.4;48.0
2490;Main earner: to 24 years;1.5 Other assets;2012;1.5;0.2;116.0;45.3
2491;Main earner: to 24 years;1.5 Other assets;2013;1.5;0.2;137.4;47.7
2492;Main earner: to 24 years;1.5 Other assets;2014;1.7;0.2;136.4;40.0
2493;Main earner: to 24 years;1.5 Other assets;2015;1.7;0.2;130.8;39.7
2494;Main earner: to 24 years;1.5 Other assets;2016;1.8;0.2;130.7;37.5
2495;Main earner: to 24 years;1.5 Other assets;2017;1.9;0.3;133.0;35.2
2496;Main earner: to 24 years;1.5 Other assets;2018;2.0;0.3;173.4;40.0
2497;Main earner: to 24 years;1.5 Other assets;2019;2.0;0.3;164.8;40.0
2498;Main earner: to 24 years;1.5 Other assets;2020;2.3;0.4;191.4;36.2
2499;Main earner: to 24 years;1.5 Other assets;2021;2.6;0.5;183.8;33.5
2500;Main earner: to 24 years;1.5 Other assets;2022;3.3;0.6;194.1;30.0
2501;Main earner: to 24 years;1.5 Other assets;2023;3.0;0.5;174.2;26.6
2502;Main earner: to 24 years;2 Liabilities;2006;38.3;6.0;156.8;151.5
2503;Main earner: to 24 years;2 Liabilities;2007;38.7;6.3;162.1;156.5
2504;Main earner: to 24 years;2 Liabilities;2008;39.1;6.5;165.9;160.0
2505;Main earner: to 24 years;2 Liabilities;2009;39.8;6.8;171.7;163.5
2506;Main earner: to 24 years;2 Liabilities;2010;39.4;6.7;171.1;162.5
2507;Main earner: to 24 years;2 Liabilities;2011;240.0;8.2;34.1;6.0
2508;Main earner: to 24 years;2 Liabilities;2012;231.7;7.5;32.4;5.9
2509;Main earner: to 24 years;2 Liabilities;2013;229.0;6.7;29.4;5.8
2510;Main earner: to 24 years;2 Liabilities;2014;232.7;6.1;26.2;5.9
2511;Main earner: to 24 years;2 Liabilities;2015;237.8;5.8;24.4;6.0
2512;Main earner: to 24 years;2 Liabilities;2016;249.7;5.9;23.7;6.0
2513;Main earner: to 24 years;2 Liabilities;2017;255.5;6.4;24.9;7.6
2514;Main earner: to 24 years;2 Liabilities;2018;261.0;7.1;27.0;9.5
2515;Main earner: to 24 years;2 Liabilities;2019;257.3;7.7;29.9;12.0
2516;Main earner: to 24 years;2 Liabilities;2020;249.3;8.3;33.3;13.7
2517;Main earner: to 24 years;2 Liabilities;2021;251.1;8.8;35.2;14.0
2518;Main earner: to 24 years;2 Liabilities;2022;256.7;9.8;38.2;13.7
2519;Main earner: to 24 years;2 Liabilities;2023;248.2;9.8;39.6;13.6
2520;Main earner: to 24 years;2.1 Principal residence loans;2006;36.7;5.8;158.7;153.5
2521;Main earner: to 24 years;2.1 Principal residence loans;2007;37.0;6.1;164.9;159.0
2522;Main earner: to 24 years;2.1 Principal residence loans;2008;37.1;6.3;169.5;162.4
2523;Main earner: to 24 years;2.1 Principal residence loans;2009;37.7;6.6;174.3;166.3
2524;Main earner: to 24 years;2.1 Principal residence loans;2010;36.9;6.4;172.5;165.4
2525;Main earner: to 24 years;2.1 Principal residence loans;2011;35.8;6.0;168.5;162.5
2526;Main earner: to 24 years;2.1 Principal residence loans;2012;31.9;5.4;168.1;161.8
2527;Main earner: to 24 years;2.1 Principal residence loans;2013;28.8;4.7;162.0;155.3
2528;Main earner: to 24 years;2.1 Principal residence loans;2014;25.4;3.9;154.7;148.4
2529;Main earner: to 24 years;2.1 Principal residence loans;2015;24.4;3.6;149.8;144.2
2530;Main earner: to 24 years;2.1 Principal residence loans;2016;23.6;3.5;150.6;144.3
2531;Main earner: to 24 years;2.1 Principal residence loans;2017;23.6;3.6;153.7;146.0
2532;Main earner: to 24 years;2.1 Principal residence loans;2018;23.8;3.8;157.8;149.2
2533;Main earner: to 24 years;2.1 Principal residence loans;2019;22.7;3.8;166.3;156.7
2534;Main earner: to 24 years;2.1 Principal residence loans;2020;21.4;3.8;178.0;167.5
2535;Main earner: to 24 years;2.1 Principal residence loans;2021;20.5;3.9;191.7;180.7
2536;Main earner: to 24 years;2.1 Principal residence loans;2022;21.1;4.5;211.7;197.8
2537;Main earner: to 24 years;2.1 Principal residence loans;2023;20.8;4.8;228.6;213.7
2538;Main earner: to 24 years;2.2 Education loans;2006;;;;
2539;Main earner: to 24 years;2.2 Education loans;2007;;;;
2540;Main earner: to 24 years;2.2 Education loans;2008;;;;
2541;Main earner: to 24 years;2.2 Education loans;2009;;;;
2542;Main earner: to 24 years;2.2 Education loans;2010;;;;
2543;Main earner: to 24 years;2.2 Education loans;2011;160.2;1.6;9.8;6.1
2544;Main earner: to 24 years;2.2 Education loans;2012;163.9;1.6;9.6;5.8
2545;Main earner: to 24 years;2.2 Education loans;2013;166.2;1.6;9.5;5.7
2546;Main earner: to 24 years;2.2 Education loans;2014;174.1;1.6;9.4;5.7
2547;Main earner: to 24 years;2.2 Education loans;2015;183.5;1.7;9.4;5.7
2548;Main earner: to 24 years;2.2 Education loans;2016;200.2;1.9;9.5;5.6
2549;Main earner: to 24 years;2.2 Education loans;2017;209.6;2.2;10.6;7.2
2550;Main earner: to 24 years;2.2 Education loans;2018;219.7;2.7;12.3;8.8
2551;Main earner: to 24 years;2.2 Education loans;2019;218.2;3.3;15.1;11.3
2552;Main earner: to 24 years;2.2 Education loans;2020;212.8;3.7;17.3;12.9
2553;Main earner: to 24 years;2.2 Education loans;2021;217.1;4.1;18.8;13.2
2554;Main earner: to 24 years;2.2 Education loans;2022;216.3;4.3;19.7;13.5
2555;Main earner: to 24 years;2.2 Education loans;2023;205.5;4.1;20.0;13.8
2556;Main earner: to 24 years;2.3 Other loans;2006;2.6;0.2;70.4;11.5
2557;Main earner: to 24 years;2.3 Other loans;2007;2.8;0.2;62.1;10.7
2558;Main earner: to 24 years;2.3 Other loans;2008;3.2;0.2;66.0;12.4
2559;Main earner: to 24 years;2.3 Other loans;2009;3.3;0.3;82.6;14.3
2560;Main earner: to 24 years;2.3 Other loans;2010;3.6;0.4;101.8;16.0
2561;Main earner: to 24 years;2.3 Other loans;2011;130.6;0.6;4.5;0.6
2562;Main earner: to 24 years;2.3 Other loans;2012;114.9;0.6;5.0;0.6
2563;Main earner: to 24 years;2.3 Other loans;2013;107.8;0.5;4.4;0.6
2564;Main earner: to 24 years;2.3 Other loans;2014;104.9;0.5;4.9;0.7
2565;Main earner: to 24 years;2.3 Other loans;2015;100.0;0.4;4.2;0.7
2566;Main earner: to 24 years;2.3 Other loans;2016;95.4;0.5;5.0;0.7
2567;Main earner: to 24 years;2.3 Other loans;2017;89.2;0.5;5.7;0.7
2568;Main earner: to 24 years;2.3 Other loans;2018;83.0;0.6;7.3;0.7
2569;Main earner: to 24 years;2.3 Other loans;2019;81.1;0.6;8.0;0.7
2570;Main earner: to 24 years;2.3 Other loans;2020;76.3;0.8;10.8;0.6
2571;Main earner: to 24 years;2.3 Other loans;2021;68.7;0.8;12.1;0.6
2572;Main earner: to 24 years;2.3 Other loans;2022;93.1;1.1;11.7;0.5
2573;Main earner: to 24 years;2.3 Other loans;2023;100.0;0.9;9.5;0.4
2574;Main earner: to 24 years;Wealth excluding principal residence;2006;367.1;2.6;7.1;1.1
2575;Main earner: to 24 years;Wealth excluding principal residence;2007;375.6;2.5;6.6;1.1
2576;Main earner: to 24 years;Wealth excluding principal residence;2008;382.4;2.7;7.1;1.3
2577;Main earner: to 24 years;Wealth excluding principal residence;2009;389.2;2.8;7.2;1.4
2578;Main earner: to 24 years;Wealth excluding principal residence;2010;383.7;3.1;8.2;1.6
2579;Main earner: to 24 years;Wealth excluding principal residence;2011;384.5;1.6;4.1;0.4
2580;Main earner: to 24 years;Wealth excluding principal residence;2012;381.7;1.4;3.6;0.4
2581;Main earner: to 24 years;Wealth excluding principal residence;2013;378.8;1.5;3.9;0.3
2582;Main earner: to 24 years;Wealth excluding principal residence;2014;380.9;1.6;4.3;0.3
2583;Main earner: to 24 years;Wealth excluding principal residence;2015;387.8;2.2;5.6;0.5
2584;Main earner: to 24 years;Wealth excluding principal residence;2016;378.3;2.1;5.7;0.3
2585;Main earner: to 24 years;Wealth excluding principal residence;2017;368.9;1.8;5.0;0.1
2586;Main earner: to 24 years;Wealth excluding principal residence;2018;367.0;1.8;4.9;0.0
2587;Main earner: to 24 years;Wealth excluding principal residence;2019;356.7;1.4;4.0;0.0
2588;Main earner: to 24 years;Wealth excluding principal residence;2020;346.5;2.1;6.1;-0.1
2589;Main earner: to 24 years;Wealth excluding principal residence;2021;345.8;2.5;7.1;0.0
2590;Main earner: to 24 years;Wealth excluding principal residence;2022;362.0;5.0;13.8;0.0
2591;Main earner: to 24 years;Wealth excluding principal residence;2023;371.7;4.6;12.3;0.0
2592;Main earner: 25 to 44 years;Wealth;2006;2591.0;240.2;92.7;17.3
2593;Main earner: 25 to 44 years;Wealth;2007;2561.3;243.1;94.9;19.3
2594;Main earner: 25 to 44 years;Wealth;2008;2535.2;246.3;97.1;20.2
2595;Main earner: 25 to 44 years;Wealth;2009;2512.0;223.4;88.9;14.5
2596;Main earner: 25 to 44 years;Wealth;2010;2485.1;192.0;77.2;7.7
2597;Main earner: 25 to 44 years;Wealth;2011;2463.4;174.7;70.9;5.2
2598;Main earner: 25 to 44 years;Wealth;2012;2444.9;140.6;57.5;1.8
2599;Main earner: 25 to 44 years;Wealth;2013;2422.5;106.2;43.8;0.0
2600;Main earner: 25 to 44 years;Wealth;2014;2393.5;100.2;41.9;0.0
2601;Main earner: 25 to 44 years;Wealth;2015;2366.6;117.3;49.6;0.8
2602;Main earner: 25 to 44 years;Wealth;2016;2348.3;126.8;54.0;1.7
2603;Main earner: 25 to 44 years;Wealth;2017;2345.7;150.5;64.2;5.1
2604;Main earner: 25 to 44 years;Wealth;2018;2355.0;182.4;77.5;10.5
2605;Main earner: 25 to 44 years;Wealth;2019;2376.3;214.3;90.2;17.4
2606;Main earner: 25 to 44 years;Wealth;2020;2406.9;250.5;104.1;23.5
2607;Main earner: 25 to 44 years;Wealth;2021;2424.8;298.9;123.3;35.2
2608;Main earner: 25 to 44 years;Wealth;2022;2464.6;414.0;168.0;58.9
2609;Main earner: 25 to 44 years;Wealth;2023;2525.4;424.4;168.1;47.0
2610;Main earner: 25 to 44 years;1 Assets;2006;2591.0;520.9;201.0;159.9
2611;Main earner: 25 to 44 years;1 Assets;2007;2561.3;544.3;212.5;173.8
2612;Main earner: 25 to 44 years;1 Assets;2008;2535.2;569.5;224.6;185.0
2613;Main earner: 25 to 44 years;1 Assets;2009;2512.0;559.9;222.9;181.8
2614;Main earner: 25 to 44 years;1 Assets;2010;2485.1;531.2;213.7;167.7
2615;Main earner: 25 to 44 years;1 Assets;2011;2463.4;520.9;211.5;168.7
2616;Main earner: 25 to 44 years;1 Assets;2012;2444.9;489.8;200.3;157.1
2617;Main earner: 25 to 44 years;1 Assets;2013;2422.5;447.5;184.7;138.6
2618;Main earner: 25 to 44 years;1 Assets;2014;2393.5;427.7;178.7;134.7
2619;Main earner: 25 to 44 years;1 Assets;2015;2366.6;429.1;181.3;134.4
2620;Main earner: 25 to 44 years;1 Assets;2016;2348.3;432.8;184.3;136.3
2621;Main earner: 25 to 44 years;1 Assets;2017;2345.7;453.5;193.3;141.4
2622;Main earner: 25 to 44 years;1 Assets;2018;2355.0;489.7;207.9;149.5
2623;Main earner: 25 to 44 years;1 Assets;2019;2376.3;527.6;222.0;157.8
2624;Main earner: 25 to 44 years;1 Assets;2020;2406.9;568.1;236.0;164.2
2625;Main earner: 25 to 44 years;1 Assets;2021;2424.8;627.7;258.9;180.6
2626;Main earner: 25 to 44 years;1 Assets;2022;2464.6;765.9;310.7;217.8
2627;Main earner: 25 to 44 years;1 Assets;2023;2525.4;790.0;312.8;200.8
2628;Main earner: 25 to 44 years;1.1 Financial assets;2006;2201.7;73.4;33.3;11.3
2629;Main earner: 25 to 44 years;1.1 Financial assets;2007;2172.5;77.6;35.7;11.2
2630;Main earner: 25 to 44 years;1.1 Financial assets;2008;2167.9;79.8;36.8;11.4
2631;Main earner: 25 to 44 years;1.1 Financial assets;2009;2158.2;72.4;33.5;11.0
2632;Main earner: 25 to 44 years;1.1 Financial assets;2010;2287.8;73.2;32.0;9.7
2633;Main earner: 25 to 44 years;1.1 Financial assets;2011;2372.5;66.6;28.1;8.5
2634;Main earner: 25 to 44 years;1.1 Financial assets;2012;2344.5;62.6;26.7;7.5
2635;Main earner: 25 to 44 years;1.1 Financial assets;2013;2317.4;59.6;25.7;6.6
2636;Main earner: 25 to 44 years;1.1 Financial assets;2014;2291.6;58.0;25.3;6.7
2637;Main earner: 25 to 44 years;1.1 Financial assets;2015;2285.2;57.8;25.3;7.4
2638;Main earner: 25 to 44 years;1.1 Financial assets;2016;2261.8;56.7;25.1;7.5
2639;Main earner: 25 to 44 years;1.1 Financial assets;2017;2265.0;56.3;24.9;7.8
2640;Main earner: 25 to 44 years;1.1 Financial assets;2018;2273.3;56.9;25.0;7.9
2641;Main earner: 25 to 44 years;1.1 Financial assets;2019;2294.5;56.9;24.8;8.1
2642;Main earner: 25 to 44 years;1.1 Financial assets;2020;2330.6;61.8;26.5;8.9
2643;Main earner: 25 to 44 years;1.1 Financial assets;2021;2363.7;74.0;31.3;11.8
2644;Main earner: 25 to 44 years;1.1 Financial assets;2022;2401.9;85.3;35.5;12.8
2645;Main earner: 25 to 44 years;1.1 Financial assets;2023;2456.4;88.2;35.9;13.0
2646;Main earner: 25 to 44 years;1.1.1 Bank and savings credits;2006;2179.7;50.7;23.2;9.3
2647;Main earner: 25 to 44 years;1.1.1 Bank and savings credits;2007;2150.7;53.9;25.0;9.4
2648;Main earner: 25 to 44 years;1.1.1 Bank and savings credits;2008;2151.4;57.1;26.5;9.8
2649;Main earner: 25 to 44 years;1.1.1 Bank and savings credits;2009;2143.8;57.6;26.9;9.9
2650;Main earner: 25 to 44 years;1.1.1 Bank and savings credits;2010;2282.0;57.8;25.3;8.6
2651;Main earner: 25 to 44 years;1.1.1 Bank and savings credits;2011;2370.5;52.2;22.0;7.5
2652;Main earner: 25 to 44 years;1.1.1 Bank and savings credits;2012;2343.0;50.5;21.5;6.8
2653;Main earner: 25 to 44 years;1.1.1 Bank and savings credits;2013;2315.9;48.5;20.9;6.0
2654;Main earner: 25 to 44 years;1.1.1 Bank and savings credits;2014;2290.5;47.1;20.6;6.1
2655;Main earner: 25 to 44 years;1.1.1 Bank and savings credits;2015;2284.4;47.2;20.7;6.8
2656;Main earner: 25 to 44 years;1.1.1 Bank and savings credits;2016;2261.1;46.0;20.4;7.0
2657;Main earner: 25 to 44 years;1.1.1 Bank and savings credits;2017;2264.4;46.1;20.4;7.4
2658;Main earner: 25 to 44 years;1.1.1 Bank and savings credits;2018;2272.7;46.4;20.4;7.4
2659;Main earner: 25 to 44 years;1.1.1 Bank and savings credits;2019;2293.8;47.4;20.7;7.7
2660;Main earner: 25 to 44 years;1.1.1 Bank and savings credits;2020;2329.8;50.7;21.8;8.5
2661;Main earner: 25 to 44 years;1.1.1 Bank and savings credits;2021;2362.7;60.5;25.6;11.1
2662;Main earner: 25 to 44 years;1.1.1 Bank and savings credits;2022;2400.5;66.5;27.7;11.8
2663;Main earner: 25 to 44 years;1.1.1 Bank and savings credits;2023;2455.1;70.7;28.8;12.0
2664;Main earner: 25 to 44 years;1.1.2 Securities;2006;636.8;22.7;35.7;8.7
2665;Main earner: 25 to 44 years;1.1.2 Securities;2007;604.5;23.7;39.3;9.4
2666;Main earner: 25 to 44 years;1.1.2 Securities;2008;565.1;22.7;40.2;8.7
2667;Main earner: 25 to 44 years;1.1.2 Securities;2009;527.9;14.7;27.9;5.7
2668;Main earner: 25 to 44 years;1.1.2 Securities;2010;514.8;15.4;30.0;6.5
2669;Main earner: 25 to 44 years;1.1.2 Securities;2011;479.2;14.4;30.0;6.3
2670;Main earner: 25 to 44 years;1.1.2 Securities;2012;419.2;12.1;28.9;5.6
2671;Main earner: 25 to 44 years;1.1.2 Securities;2013;368.4;11.1;30.1;6.1
2672;Main earner: 25 to 44 years;1.1.2 Securities;2014;326.1;10.8;33.2;6.9
2673;Main earner: 25 to 44 years;1.1.2 Securities;2015;292.7;10.6;36.4;7.5
2674;Main earner: 25 to 44 years;1.1.2 Securities;2016;266.6;10.7;40.0;7.8
2675;Main earner: 25 to 44 years;1.1.2 Securities;2017;244.3;10.2;41.7;7.7
2676;Main earner: 25 to 44 years;1.1.2 Securities;2018;237.0;10.5;44.3;7.7
2677;Main earner: 25 to 44 years;1.1.2 Securities;2019;245.1;9.5;38.8;6.0
2678;Main earner: 25 to 44 years;1.1.2 Securities;2020;266.6;11.1;41.5;5.6
2679;Main earner: 25 to 44 years;1.1.2 Securities;2021;339.2;13.5;39.9;5.3
2680;Main earner: 25 to 44 years;1.1.2 Securities;2022;431.7;18.8;43.6;5.3
2681;Main earner: 25 to 44 years;1.1.2 Securities;2023;473.1;17.5;37.0;4.7
2682;Main earner: 25 to 44 years;1.2 Real estate;2006;1518.9;384.8;253.4;215.6
2683;Main earner: 25 to 44 years;1.2 Real estate;2007;1523.4;407.7;267.6;228.2
2684;Main earner: 25 to 44 years;1.2 Real estate;2008;1548.8;433.7;280.0;237.0
2685;Main earner: 25 to 44 years;1.2 Real estate;2009;1537.0;426.2;277.3;232.6
2686;Main earner: 25 to 44 years;1.2 Real estate;2010;1510.2;392.5;259.9;217.4
2687;Main earner: 25 to 44 years;1.2 Real estate;2011;1485.5;389.1;262.0;219.3
2688;Main earner: 25 to 44 years;1.2 Real estate;2012;1452.2;361.4;248.8;208.1
2689;Main earner: 25 to 44 years;1.2 Real estate;2013;1416.8;316.3;223.2;187.5
2690;Main earner: 25 to 44 years;1.2 Real estate;2014;1378.2;303.9;220.5;185.6
2691;Main earner: 25 to 44 years;1.2 Real estate;2015;1342.7;301.8;224.8;189.2
2692;Main earner: 25 to 44 years;1.2 Real estate;2016;1315.9;308.1;234.2;198.0
2693;Main earner: 25 to 44 years;1.2 Real estate;2017;1295.4;326.7;252.2;212.2
2694;Main earner: 25 to 44 years;1.2 Real estate;2018;1285.9;356.6;277.3;233.0
2695;Main earner: 25 to 44 years;1.2 Real estate;2019;1276.7;390.6;306.0;256.2
2696;Main earner: 25 to 44 years;1.2 Real estate;2020;1270.7;420.7;331.1;277.4
2697;Main earner: 25 to 44 years;1.2 Real estate;2021;1266.0;466.1;368.1;309.5
2698;Main earner: 25 to 44 years;1.2 Real estate;2022;1283.8;572.6;446.0;379.5
