ID;Feedstocks;Destination;Periods;TotalSupply_1;IndigenousProduction_2;ProductionFromOtherSources_3;Imports_4;Exports_5;StockChange_6;TotalConsumption_7;Processing_8;FinalConsumption_9;OpeningStock_10;ClosingStock_11;StockChange_12
1890;Natural gas liquids;Destined for transit to other countries;2020 October;;;;;4.0;4.0;;;;166.0;162.0;4.0
1891;Natural gas liquids;Destined for transit to other countries;2020 November;;;;;2.0;2.0;;;;162.0;160.0;2.0
1892;Natural gas liquids;Destined for transit to other countries;2020 December;;;;19.0;14.0;-5.0;;;;160.0;164.0;-5.0
1893;Natural gas liquids;Destined for transit to other countries;2020 4th quarter;;;;19.0;21.0;2.0;;;;166.0;164.0;2.0
1894;Natural gas liquids;Destined for transit to other countries;2021 January;;;;;;;;;;164.0;164.0;
1895;Natural gas liquids;Destined for transit to other countries;2021 February;;;;;1.0;1.0;;;;164.0;164.0;1.0
1896;Natural gas liquids;Destined for transit to other countries;2021 March;;;;47.0;51.0;2.0;;;;164.0;162.0;2.0
1897;Natural gas liquids;Destined for transit to other countries;2021 1st quater;;;;47.0;51.0;3.0;;;;164.0;162.0;3.0
1898;Natural gas liquids;Destined for transit to other countries;2021 April;;;;6.0;3.0;-3.0;;;;160.0;163.0;-3.0
1899;Fossil additives;Total for processing and transit;1944;;;;;;;;;;;;
1900;Fossil additives;Total for processing and transit;1945;;;;;;;;;;;;
1901;Fossil additives;Total for processing and transit;1946;;;;;;;;;;;;
1902;Fossil additives;Total for processing and transit;1947;;;;;;;;;;;;
1903;Fossil additives;Total for processing and transit;1948;;;;;;;;;;;;
1904;Fossil additives;Total for processing and transit;1949;;;;;;;;;;;;
1905;Fossil additives;Total for processing and transit;1950;;;;;;;;;;;;
1906;Fossil additives;Total for processing and transit;1951;;;;;;;;;;;;
1907;Fossil additives;Total for processing and transit;1952;;;;;;;;;;;;
1908;Fossil additives;Total for processing and transit;1953;;;;;;;;;;;;
1909;Fossil additives;Total for processing and transit;1954;;;;;;;;;;;;
1910;Fossil additives;Total for processing and transit;1955;;;;;;;;;;;;
1911;Fossil additives;Total for processing and transit;1956;;;;;;;;;;;;
1912;Fossil additives;Total for processing and transit;1957;;;;;;;;;;;;
1913;Fossil additives;Total for processing and transit;1958;;;;;;;;;;;;
1914;Fossil additives;Total for processing and transit;1959;;;;;;;;;;;;
1915;Fossil additives;Total for processing and transit;1960;;;;;;;;;;;;
1916;Fossil additives;Total for processing and transit;1961;;;;;;;;;;;;
1917;Fossil additives;Total for processing and transit;1962;;;;;;;;;;;;
1918;Fossil additives;Total for processing and transit;1963;;;;;;;;;;;;
1919;Fossil additives;Total for processing and transit;1964;;;;;;;;;;;;
1920;Fossil additives;Total for processing and transit;1965;;;;;;;;;;;;
1921;Fossil additives;Total for processing and transit;1966;;;;;;;;;;;;
1922;Fossil additives;Total for processing and transit;1967;;;;;;;;;;;;
1923;Fossil additives;Total for processing and transit;1968;;;;;;;;;;;;
1924;Fossil additives;Total for processing and transit;1969;;;;;;;;;;;;
1925;Fossil additives;Total for processing and transit;1970;;;;;;;;;;;;
1926;Fossil additives;Total for processing and transit;1971;;;;;;;;;;;;
1927;Fossil additives;Total for processing and transit;1972;;;;;;;;;;;;
1928;Fossil additives;Total for processing and transit;1973;;;;;;;;;;;;
1929;Fossil additives;Total for processing and transit;1974;;;;;;;;;;;;
1930;Fossil additives;Total for processing and transit;1975;;;;;;;;;;;;
1931;Fossil additives;Total for processing and transit;1976;;;;;;;;;;;;
1932;Fossil additives;Total for processing and transit;1977;;;;;;;;;;;;
1933;Fossil additives;Total for processing and transit;1978;;;;;;;;;;;;
1934;Fossil additives;Total for processing and transit;1979;;;;;;;;;;;;
1935;Fossil additives;Total for processing and transit;1980;;;;;;;;;;;;
1936;Fossil additives;Total for processing and transit;1981;;;;;;;;;;;;
1937;Fossil additives;Total for processing and transit;1982;;;;;;;;;;;;
1938;Fossil additives;Total for processing and transit;1983;;;;;;;;;;;;
1939;Fossil additives;Total for processing and transit;1984;;;;;;;;;;;;
1940;Fossil additives;Total for processing and transit;1985;;;;;;;;;;;;
1941;Fossil additives;Total for processing and transit;1986;;;;;;;;;;;;
1942;Fossil additives;Total for processing and transit;1987;;;;;;;;;;;;
1943;Fossil additives;Total for processing and transit;1988;;;;;;;;;;;;
1944;Fossil additives;Total for processing and transit;1989;;;;;;;;;;;;
1945;Fossil additives;Total for processing and transit;1990;179.0;100.0;;213.0;117.0;-17.0;179.0;174.0;5.0;7.0;25.0;-17.0
1946;Fossil additives;Total for processing and transit;1991;241.0;189.0;;431.0;378.0;0.0;241.0;241.0;;25.0;25.0;0.0
1947;Fossil additives;Total for processing and transit;1992;112.0;240.0;;276.0;346.0;-23.0;112.0;112.0;;25.0;48.0;-23.0
1948;Fossil additives;Total for processing and transit;1993;124.0;252.0;;335.0;420.0;9.0;124.0;124.0;;48.0;39.0;9.0
1949;Fossil additives;Total for processing and transit;1994;229.0;295.0;;673.0;638.0;-89.0;229.0;229.0;;39.0;128.0;-89.0
1950;Fossil additives;Total for processing and transit;1995;120.0;159.0;;227.0;364.0;99.0;120.0;120.0;;128.0;29.0;99.0
1951;Fossil additives;Total for processing and transit;1996;109.0;129.0;;264.0;251.0;-33.0;109.0;109.0;;29.0;62.0;-33.0
1952;Fossil additives;Total for processing and transit;1997;117.0;200.0;;150.0;244.0;11.0;117.0;117.0;;62.0;51.0;11.0
1953;Fossil additives;Total for processing and transit;1998;97.0;179.0;;172.0;271.0;17.0;97.0;94.0;3.0;51.0;33.0;17.0
1954;Fossil additives;Total for processing and transit;1999;102.0;210.0;;205.0;302.0;-11.0;102.0;102.0;;33.0;44.0;-11.0
1955;Fossil additives;Total for processing and transit;2000;174.0;193.0;;259.0;276.0;-2.0;174.0;172.0;2.0;44.0;46.0;-2.0
1956;Fossil additives;Total for processing and transit;2001;173.0;150.0;;368.0;321.0;-24.0;173.0;172.0;1.0;46.0;70.0;-24.0
1957;Fossil additives;Total for processing and transit;2002;237.0;131.0;;314.0;234.0;26.0;237.0;237.0;;70.0;44.0;26.0
1958;Fossil additives;Total for processing and transit;2003;371.0;198.0;;561.0;372.0;-16.0;371.0;371.0;;44.0;60.0;-16.0
1959;Fossil additives;Total for processing and transit;2004;546.0;86.0;;699.0;186.0;-53.0;546.0;543.0;4.0;60.0;113.0;-53.0
1960;Fossil additives;Total for processing and transit;2005;605.0;185.0;;631.0;212.0;1.0;605.0;602.0;4.0;113.0;113.0;1.0
1961;Fossil additives;Total for processing and transit;2006;685.0;191.0;;853.0;315.0;-44.0;685.0;679.0;5.0;113.0;156.0;-44.0
1962;Fossil additives;Total for processing and transit;2007;451.0;194.0;;959.0;622.0;-80.0;451.0;450.0;1.0;156.0;236.0;-80.0
1963;Fossil additives;Total for processing and transit;2008;459.0;145.0;;838.0;434.0;-90.0;459.0;457.0;2.0;236.0;326.0;-90.0
1964;Fossil additives;Total for processing and transit;2009;269.0;195.0;;520.0;523.0;77.0;269.0;269.0;;326.0;249.0;77.0
1965;Fossil additives;Total for processing and transit;2010;287.0;176.0;;793.0;764.0;82.0;287.0;287.0;;249.0;167.0;82.0
1966;Fossil additives;Total for processing and transit;2011;343.0;163.0;;663.0;539.0;56.0;343.0;343.0;;167.0;111.0;56.0
1967;Fossil additives;Total for processing and transit;2012;313.0;183.0;;499.0;348.0;-21.0;313.0;313.0;;111.0;132.0;-21.0
1968;Fossil additives;Total for processing and transit;2013;484.0;210.0;;624.0;256.0;-94.0;484.0;482.0;2.0;132.0;226.0;-94.0
1969;Fossil additives;Total for processing and transit;2014;505.0;189.0;;665.0;390.0;41.0;505.0;505.0;;226.0;185.0;41.0
1970;Fossil additives;Total for processing and transit;2015;533.0;206.0;;674.0;306.0;-41.0;533.0;532.0;0.0;185.0;226.0;-41.0
1971;Fossil additives;Total for processing and transit;2016;504.0;310.0;;604.0;408.0;-2.0;504.0;504.0;0.0;226.0;228.0;-2.0
1972;Fossil additives;Total for processing and transit;2017;370.0;272.0;;497.0;440.0;41.0;370.0;369.0;0.0;228.0;187.0;41.0
1973;Fossil additives;Total for processing and transit;2018;814.0;373.0;;1141.0;436.0;-264.0;814.0;814.0;0.0;187.0;451.0;-264.0
1974;Fossil additives;Total for processing and transit;2019;764.0;232.0;;883.0;425.0;74.0;764.0;763.0;0.0;451.0;377.0;74.0
1975;Fossil additives;Total for processing and transit;2020;544.0;186.0;;878.0;517.0;-3.0;544.0;544.0;0.0;377.0;381.0;-3.0
1976;Fossil additives;Total for processing and transit;2021;;;;;;;;;;;;
1977;Fossil additives;Total for processing and transit;2013 January;34.0;16.0;;59.0;1.0;-40.0;34.0;33.0;0.0;132.0;172.0;-40.0
1978;Fossil additives;Total for processing and transit;2013 February;44.0;14.0;;97.0;12.0;-55.0;44.0;44.0;;172.0;227.0;-55.0
1979;Fossil additives;Total for processing and transit;2013 March;48.0;12.0;;49.0;18.0;5.0;48.0;47.0;1.0;227.0;222.0;5.0
1980;Fossil additives;Total for processing and transit;2013 1st quarter;125.0;42.0;;204.0;31.0;-90.0;125.0;124.0;1.0;132.0;222.0;-90.0
1981;Fossil additives;Total for processing and transit;2013 April;42.0;14.0;;39.0;7.0;-4.0;42.0;41.0;1.0;222.0;226.0;-4.0
1982;Fossil additives;Total for processing and transit;2013 May;48.0;18.0;;36.0;17.0;11.0;48.0;48.0;;226.0;215.0;11.0
1983;Fossil additives;Total for processing and transit;2013 June;47.0;16.0;;20.0;49.0;60.0;47.0;47.0;;215.0;155.0;60.0
1984;Fossil additives;Total for processing and transit;2013 2nd quarter;137.0;47.0;;95.0;72.0;67.0;137.0;136.0;1.0;222.0;155.0;67.0
1985;Fossil additives;Total for processing and transit;2013 July;46.0;30.0;;14.0;50.0;52.0;46.0;46.0;;155.0;103.0;52.0
1986;Fossil additives;Total for processing and transit;2013 August;42.0;18.0;;48.0;22.0;-2.0;42.0;42.0;;103.0;105.0;-2.0
1987;Fossil additives;Total for processing and transit;2013 September;21.0;16.0;;115.0;6.0;-104.0;21.0;21.0;;105.0;209.0;-104.0
1988;Fossil additives;Total for processing and transit;2013 3rd quarter;109.0;63.0;;178.0;78.0;-54.0;109.0;109.0;;155.0;209.0;-54.0
1989;Fossil additives;Total for processing and transit;2013 October;40.0;17.0;;15.0;38.0;46.0;40.0;40.0;;209.0;163.0;46.0
1990;Fossil additives;Total for processing and transit;2013 November;32.0;18.0;;57.0;25.0;-18.0;32.0;32.0;;163.0;181.0;-18.0
1991;Fossil additives;Total for processing and transit;2013 December;40.0;22.0;;75.0;12.0;-45.0;40.0;40.0;;181.0;226.0;-45.0
1992;Fossil additives;Total for processing and transit;2013 4th quarter;112.0;58.0;;146.0;75.0;-17.0;112.0;112.0;;209.0;226.0;-17.0
1993;Fossil additives;Total for processing and transit;2014 January;59.0;15.0;;67.0;5.0;-18.0;59.0;59.0;;226.0;244.0;-18.0
1994;Fossil additives;Total for processing and transit;2014 February;48.0;16.0;;42.0;35.0;25.0;48.0;48.0;;244.0;219.0;25.0
1995;Fossil additives;Total for processing and transit;2014 March;68.0;15.0;;55.0;30.0;28.0;68.0;68.0;;219.0;191.0;28.0
1996;Fossil additives;Total for processing and transit;2014 1st quarter;174.0;46.0;;164.0;70.0;34.0;174.0;174.0;;226.0;191.0;34.0
1997;Fossil additives;Total for processing and transit;2014 April;33.0;19.0;;67.0;23.0;-30.0;33.0;33.0;;191.0;222.0;-30.0
1998;Fossil additives;Total for processing and transit;2014 May;60.0;14.0;;86.0;21.0;-19.0;60.0;60.0;;222.0;241.0;-19.0
1999;Fossil additives;Total for processing and transit;2014 June;46.0;10.0;;52.0;30.0;14.0;46.0;46.0;;241.0;226.0;14.0
2000;Fossil additives;Total for processing and transit;2014 2nd quarter;139.0;43.0;;205.0;74.0;-35.0;139.0;139.0;;191.0;226.0;-35.0
2001;Fossil additives;Total for processing and transit;2014 July;33.0;11.0;;22.0;60.0;60.0;33.0;33.0;;226.0;166.0;60.0
2002;Fossil additives;Total for processing and transit;2014 August;28.0;27.0;;17.0;67.0;51.0;28.0;28.0;;166.0;115.0;51.0
2003;Fossil additives;Total for processing and transit;2014 September;39.0;19.0;;74.0;15.0;-39.0;39.0;39.0;;115.0;154.0;-39.0
2004;Fossil additives;Total for processing and transit;2014 3rd quarter;100.0;56.0;;113.0;141.0;72.0;100.0;100.0;;226.0;154.0;72.0
2005;Fossil additives;Total for processing and transit;2014 October;34.0;14.0;;16.0;62.0;66.0;34.0;34.0;;154.0;88.0;66.0
2006;Fossil additives;Total for processing and transit;2014 November;32.0;9.0;;75.0;16.0;-36.0;32.0;32.0;;88.0;125.0;-36.0
2007;Fossil additives;Total for processing and transit;2014 December;25.0;19.0;;92.0;26.0;-60.0;25.0;25.0;;125.0;185.0;-60.0
2008;Fossil additives;Total for processing and transit;2014 4th quarter;91.0;43.0;;183.0;104.0;-31.0;91.0;91.0;;154.0;185.0;-31.0
2009;Fossil additives;Total for processing and transit;2015 January;35.0;14.0;0.0;64.0;31.0;-12.0;35.0;35.0;;185.0;197.0;-12.0
2010;Fossil additives;Total for processing and transit;2015 February;69.0;20.0;;43.0;18.0;24.0;69.0;69.0;;197.0;173.0;24.0
2011;Fossil additives;Total for processing and transit;2015 March;48.0;16.0;;83.0;0.0;-51.0;48.0;48.0;;173.0;224.0;-51.0
2012;Fossil additives;Total for processing and transit;2015 1st quarter;151.0;50.0;;190.0;50.0;-39.0;151.0;151.0;;185.0;224.0;-39.0
2013;Fossil additives;Total for processing and transit;2015 April;74.0;16.0;;37.0;33.0;54.0;74.0;74.0;;224.0;170.0;54.0
2014;Fossil additives;Total for processing and transit;2015 May;38.0;19.0;;37.0;43.0;25.0;38.0;38.0;;170.0;145.0;25.0
2015;Fossil additives;Total for processing and transit;2015 June;54.0;20.0;;150.0;31.0;-85.0;54.0;54.0;0.0;145.0;230.0;-85.0
2016;Fossil additives;Total for processing and transit;2015 2nd quarter;166.0;55.0;;224.0;107.0;-6.0;166.0;165.0;0.0;224.0;230.0;-6.0
2017;Fossil additives;Total for processing and transit;2015 July;43.0;15.0;;33.0;29.0;24.0;43.0;43.0;;230.0;206.0;24.0
2018;Fossil additives;Total for processing and transit;2015 August;35.0;17.0;;73.0;22.0;-33.0;35.0;35.0;;206.0;239.0;-33.0
2019;Fossil additives;Total for processing and transit;2015 September;34.0;18.0;;42.0;60.0;34.0;34.0;34.0;;239.0;206.0;34.0
2020;Fossil additives;Total for processing and transit;2015 3rd quarter;112.0;52.0;;148.0;112.0;24.0;112.0;112.0;;230.0;206.0;24.0
2021;Fossil additives;Total for processing and transit;2015 October;21.0;18.0;;38.0;21.0;-14.0;21.0;21.0;;206.0;220.0;-14.0
2022;Fossil additives;Total for processing and transit;2015 November;47.0;15.0;;20.0;10.0;22.0;47.0;47.0;;220.0;198.0;22.0
2023;Fossil additives;Total for processing and transit;2015 December;35.0;16.0;;54.0;7.0;-28.0;35.0;35.0;;198.0;226.0;-28.0
2024;Fossil additives;Total for processing and transit;2015 4th quarter;104.0;49.0;;112.0;37.0;-20.0;104.0;104.0;;206.0;226.0;-20.0
2025;Fossil additives;Total for processing and transit;2016 January;55.0;23.0;;133.0;3.0;-98.0;55.0;55.0;;226.0;325.0;-98.0
2026;Fossil additives;Total for processing and transit;2016 February;57.0;17.0;;40.0;4.0;4.0;57.0;57.0;;325.0;321.0;4.0
2027;Fossil additives;Total for processing and transit;2016 March;53.0;16.0;;82.0;0.0;-45.0;53.0;53.0;;321.0;366.0;-45.0
2028;Fossil additives;Total for processing and transit;2016 1st quarter;165.0;57.0;;255.0;7.0;-140.0;165.0;165.0;;226.0;366.0;-140.0
2029;Fossil additives;Total for processing and transit;2016 April;48.0;19.0;;16.0;74.0;87.0;48.0;48.0;;366.0;279.0;87.0
2030;Fossil additives;Total for processing and transit;2016 May;45.0;26.0;;25.0;18.0;12.0;45.0;45.0;;279.0;267.0;12.0
2031;Fossil additives;Total for processing and transit;2016 June;40.0;41.0;;25.0;57.0;31.0;40.0;40.0;;267.0;237.0;31.0
2032;Fossil additives;Total for processing and transit;2016 2nd quarter;133.0;86.0;;66.0;149.0;130.0;133.0;133.0;;366.0;237.0;130.0
2033;Fossil additives;Total for processing and transit;2016 July;29.0;23.0;;35.0;93.0;64.0;29.0;29.0;;237.0;173.0;64.0
2034;Fossil additives;Total for processing and transit;2016 August;41.0;18.0;;91.0;13.0;-55.0;41.0;41.0;;173.0;228.0;-55.0
2035;Fossil additives;Total for processing and transit;2016 September;23.0;19.0;;32.0;15.0;-13.0;23.0;23.0;;228.0;240.0;-13.0
2036;Fossil additives;Total for processing and transit;2016 3rd quarter;93.0;61.0;;158.0;122.0;-4.0;93.0;93.0;;237.0;240.0;-4.0
2037;Fossil additives;Total for processing and transit;2016 October;29.0;39.0;;42.0;21.0;-31.0;29.0;29.0;0.0;240.0;272.0;-31.0
2038;Fossil additives;Total for processing and transit;2016 November;53.0;36.0;;30.0;98.0;85.0;53.0;53.0;0.0;272.0;187.0;85.0
2039;Fossil additives;Total for processing and transit;2016 December;30.0;30.0;;53.0;11.0;-42.0;30.0;30.0;0.0;187.0;228.0;-42.0
2040;Fossil additives;Total for processing and transit;2016 4th quarter;113.0;106.0;;125.0;130.0;12.0;113.0;113.0;0.0;240.0;228.0;12.0
2041;Fossil additives;Total for processing and transit;2017 January;45.0;18.0;;51.0;9.0;-15.0;45.0;45.0;0.0;228.0;243.0;-15.0
2042;Fossil additives;Total for processing and transit;2017 February;27.0;15.0;;38.0;42.0;16.0;27.0;27.0;0.0;243.0;227.0;16.0
2043;Fossil additives;Total for processing and transit;2017 March;51.0;7.0;;80.0;11.0;-25.0;51.0;51.0;0.0;227.0;252.0;-25.0
2044;Fossil additives;Total for processing and transit;2017 1st quarter;123.0;41.0;;169.0;63.0;-24.0;123.0;123.0;0.0;228.0;252.0;-24.0
2045;Fossil additives;Total for processing and transit;2017 April;12.0;17.0;;58.0;18.0;-45.0;12.0;12.0;0.0;252.0;297.0;-45.0
2046;Fossil additives;Total for processing and transit;2017 May;27.0;14.0;;26.0;54.0;41.0;27.0;27.0;;297.0;257.0;41.0
2047;Fossil additives;Total for processing and transit;2017 June;29.0;17.0;;43.0;88.0;57.0;29.0;29.0;0.0;257.0;200.0;57.0
2048;Fossil additives;Total for processing and transit;2017 2nd quarter;67.0;46.0;;128.0;160.0;53.0;67.0;67.0;0.0;252.0;200.0;53.0
2049;Fossil additives;Total for processing and transit;2017 July;20.0;26.0;;26.0;31.0;-1.0;20.0;20.0;;200.0;200.0;-1.0
2050;Fossil additives;Total for processing and transit;2017 August;20.0;24.0;;41.0;36.0;-9.0;20.0;20.0;0.0;200.0;209.0;-9.0
2051;Fossil additives;Total for processing and transit;2017 September;32.0;21.0;;30.0;29.0;10.0;32.0;32.0;0.0;209.0;199.0;10.0
2052;Fossil additives;Total for processing and transit;2017 3rd quarter;72.0;70.0;;97.0;96.0;1.0;72.0;72.0;0.0;200.0;199.0;1.0
2053;Fossil additives;Total for processing and transit;2017 October;16.0;34.0;;29.0;30.0;-17.0;16.0;16.0;0.0;199.0;216.0;-17.0
2054;Fossil additives;Total for processing and transit;2017 November;54.0;48.0;;35.0;85.0;56.0;54.0;54.0;0.0;216.0;159.0;56.0
2055;Fossil additives;Total for processing and transit;2017 December;37.0;31.0;;39.0;6.0;-27.0;37.0;37.0;0.0;159.0;187.0;-27.0
2056;Fossil additives;Total for processing and transit;2017 4th quarter;107.0;113.0;;103.0;121.0;12.0;107.0;107.0;0.0;199.0;187.0;12.0
2057;Fossil additives;Total for processing and transit;2018 January;22.0;44.0;;25.0;40.0;-7.0;22.0;22.0;;187.0;194.0;-7.0
2058;Fossil additives;Total for processing and transit;2018 February;49.0;52.0;;78.0;15.0;-66.0;49.0;49.0;0.0;194.0;260.0;-66.0
2059;Fossil additives;Total for processing and transit;2018 March;40.0;75.0;;121.0;30.0;-126.0;40.0;40.0;0.0;260.0;386.0;-126.0
