ID;Bedrijfskenmerken;Marges;Perioden;AandeelWerknemersDatHeeftVerzuimd_1;GemiddeldeVerzuimfrequentie_2;GemiddeldeVerzuimduur_3;k_1Tot5Werkdagen_4;k_5Tot20Werkdagen_5;k_20Tot210Werkdagen_6;k_210WerkdagenOfMeer_7;JaHoofdzakelijkGevolgVanMijnWerk_8;JaVoorEenDeelGevolgVanMijnWerk_9;NeeGeenGevolgVanMijnWerk_10;WeetNiet_11
967;5 tot 10 werknemers;Waarde;2021;39.8;1.0;5.8;65.6;21.8;11.6;1.0;7.9;14.2;69.8;8.1
968;5 tot 10 werknemers;Waarde;2022;52.1;1.4;6.7;68.0;24.4;6.9;0.7;6.7;10.0;74.9;8.3
969;5 tot 10 werknemers;Waarde;2023;46.3;1.3;6.7;69.9;20.2;8.7;1.2;6.7;11.3;75.2;6.8
970;5 tot 10 werknemers;Ondergrens 95%-interval;2014;33.4;0.7;4.2;70.1;15.3;8.5;0.6;8.0;12.2;69.7;4.3
971;5 tot 10 werknemers;Ondergrens 95%-interval;2015;35.8;0.8;4.8;65.8;16.5;11.8;0.7;7.5;10.7;72.1;4.7
972;5 tot 10 werknemers;Ondergrens 95%-interval;2016;37.3;0.9;4.1;67.8;16.9;9.7;0.6;7.0;13.5;69.4;4.8
973;5 tot 10 werknemers;Ondergrens 95%-interval;2017;35.6;0.8;4.8;69.0;16.2;8.9;0.7;8.3;13.4;68.6;4.1
974;5 tot 10 werknemers;Ondergrens 95%-interval;2018;38.4;0.9;5.0;68.6;15.6;10.5;0.6;8.7;13.1;67.9;5.4
975;5 tot 10 werknemers;Ondergrens 95%-interval;2019;40.2;1.0;5.1;69.9;15.5;9.0;0.9;7.9;13.0;67.8;6.2
976;5 tot 10 werknemers;Ondergrens 95%-interval;2020;37.7;1.0;5.7;64.6;19.2;9.8;1.1;7.0;12.4;68.9;6.5
977;5 tot 10 werknemers;Ondergrens 95%-interval;2021;38.0;0.9;5.0;63.5;20.0;10.3;0.7;6.8;12.7;67.7;7.0
978;5 tot 10 werknemers;Ondergrens 95%-interval;2022;50.5;1.3;6.0;66.2;22.8;6.1;0.5;5.9;9.0;73.3;7.3
979;5 tot 10 werknemers;Ondergrens 95%-interval;2023;44.7;1.2;6.0;68.2;18.7;7.7;0.9;5.8;10.2;73.6;5.9
980;5 tot 10 werknemers;Bovengrens 95%-interval;2014;37.0;0.9;5.7;74.3;18.8;11.2;1.5;10.6;15.4;73.8;6.5
981;5 tot 10 werknemers;Bovengrens 95%-interval;2015;39.1;1.0;6.2;69.7;19.7;14.6;1.5;9.8;13.3;75.7;6.7
982;5 tot 10 werknemers;Bovengrens 95%-interval;2016;40.7;1.2;5.4;71.6;20.1;12.3;1.3;9.3;16.4;73.2;6.8
983;5 tot 10 werknemers;Bovengrens 95%-interval;2017;39.1;1.0;6.4;72.9;19.5;11.5;1.6;11.0;16.5;72.5;6.0
984;5 tot 10 werknemers;Bovengrens 95%-interval;2018;41.5;1.2;6.4;72.1;18.6;12.9;1.3;10.9;15.7;71.3;7.2
985;5 tot 10 werknemers;Bovengrens 95%-interval;2019;43.5;1.2;6.4;73.5;18.5;11.4;1.7;10.1;15.8;71.4;8.3
986;5 tot 10 werknemers;Bovengrens 95%-interval;2020;40.9;1.2;7.3;68.5;22.6;12.4;2.1;9.3;15.2;72.5;8.6
987;5 tot 10 werknemers;Bovengrens 95%-interval;2021;41.6;1.1;6.6;67.7;23.6;13.1;1.5;9.2;15.8;71.8;9.5
988;5 tot 10 werknemers;Bovengrens 95%-interval;2022;53.8;1.5;7.5;69.7;26.0;7.9;1.1;7.8;11.2;76.5;9.4
989;5 tot 10 werknemers;Bovengrens 95%-interval;2023;47.9;1.5;7.4;71.6;21.7;9.8;1.7;7.7;12.5;76.8;7.8
990;10 tot 100 werknemers;Waarde;2014;41.9;1.0;6.0;70.1;18.5;10.5;0.8;8.7;15.4;70.6;5.4
991;10 tot 100 werknemers;Waarde;2015;44.4;1.0;6.4;69.2;18.9;11.0;0.9;8.0;14.0;72.5;5.5
992;10 tot 100 werknemers;Waarde;2016;45.8;1.1;6.4;70.2;18.0;10.9;1.0;8.7;15.1;71.0;5.2
993;10 tot 100 werknemers;Waarde;2017;43.2;1.1;6.6;71.4;17.2;10.4;1.0;9.5;14.8;69.9;5.8
994;10 tot 100 werknemers;Waarde;2018;47.6;1.3;6.9;70.0;18.3;10.7;1.0;9.6;15.1;69.6;5.7
995;10 tot 100 werknemers;Waarde;2019;46.0;1.2;6.9;70.0;17.9;11.2;0.9;9.5;14.9;69.2;6.4
996;10 tot 100 werknemers;Waarde;2020;44.5;1.3;7.1;66.4;20.7;12.0;1.0;9.0;13.9;70.1;7.0
997;10 tot 100 werknemers;Waarde;2021;45.1;1.2;7.5;64.2;22.2;12.4;1.3;9.5;14.6;67.7;8.2
998;10 tot 100 werknemers;Waarde;2022;58.5;1.6;8.6;65.5;25.4;8.2;0.9;7.5;12.2;72.9;7.4
999;10 tot 100 werknemers;Waarde;2023;51.2;1.5;7.7;70.2;19.9;8.8;1.1;7.3;12.7;72.8;7.2
1000;10 tot 100 werknemers;Ondergrens 95%-interval;2014;41.1;1.0;5.6;69.2;17.8;10.0;0.7;8.1;14.7;69.6;4.9
1001;10 tot 100 werknemers;Ondergrens 95%-interval;2015;43.6;1.0;6.1;68.4;18.2;10.4;0.8;7.5;13.4;71.6;5.1
1002;10 tot 100 werknemers;Ondergrens 95%-interval;2016;45.0;1.1;6.1;69.3;17.3;10.3;0.8;8.3;14.5;70.2;4.8
1003;10 tot 100 werknemers;Ondergrens 95%-interval;2017;42.4;1.0;6.2;70.6;16.5;9.9;0.8;9.0;14.2;69.1;5.4
1004;10 tot 100 werknemers;Ondergrens 95%-interval;2018;47.0;1.2;6.6;69.3;17.6;10.2;0.9;9.1;14.5;68.9;5.4
1005;10 tot 100 werknemers;Ondergrens 95%-interval;2019;45.3;1.2;6.6;69.2;17.2;10.7;0.8;9.0;14.3;68.4;6.0
1006;10 tot 100 werknemers;Ondergrens 95%-interval;2020;43.8;1.2;6.8;65.6;20.0;11.4;0.8;8.5;13.3;69.3;6.6
1007;10 tot 100 werknemers;Ondergrens 95%-interval;2021;44.3;1.2;7.1;63.3;21.4;11.8;1.1;9.0;14.0;66.8;7.7
1008;10 tot 100 werknemers;Ondergrens 95%-interval;2022;57.8;1.6;8.3;64.8;24.7;7.8;0.8;7.1;11.7;72.3;7.0
1009;10 tot 100 werknemers;Ondergrens 95%-interval;2023;50.6;1.4;7.4;69.5;19.3;8.4;0.9;6.9;12.2;72.2;6.8
1010;10 tot 100 werknemers;Bovengrens 95%-interval;2014;42.8;1.1;6.3;71.0;19.3;11.2;1.0;9.2;16.2;71.5;5.9
1011;10 tot 100 werknemers;Bovengrens 95%-interval;2015;45.2;1.1;6.8;70.1;19.6;11.6;1.1;8.5;14.7;73.3;5.9
1012;10 tot 100 werknemers;Bovengrens 95%-interval;2016;46.5;1.2;6.7;71.0;18.7;11.4;1.2;9.3;15.7;71.8;5.6
1013;10 tot 100 werknemers;Bovengrens 95%-interval;2017;44.0;1.1;6.9;72.2;17.9;11.0;1.2;10.0;15.4;70.8;6.2
1014;10 tot 100 werknemers;Bovengrens 95%-interval;2018;48.3;1.3;7.2;70.8;18.9;11.2;1.2;10.1;15.6;70.3;6.1
1015;10 tot 100 werknemers;Bovengrens 95%-interval;2019;46.7;1.3;7.2;70.7;18.5;11.8;1.1;10.0;15.5;69.9;6.9
1016;10 tot 100 werknemers;Bovengrens 95%-interval;2020;45.2;1.3;7.5;67.1;21.4;12.5;1.2;9.5;14.5;70.8;7.5
1017;10 tot 100 werknemers;Bovengrens 95%-interval;2021;45.9;1.3;7.9;65.0;22.9;13.0;1.5;10.1;15.3;68.5;8.7
1018;10 tot 100 werknemers;Bovengrens 95%-interval;2022;59.2;1.7;9.0;66.3;26.0;8.6;1.1;7.9;12.7;73.6;7.8
1019;10 tot 100 werknemers;Bovengrens 95%-interval;2023;51.9;1.5;8.0;70.8;20.5;9.3;1.2;7.7;13.2;73.5;7.6
1020;10 tot 20 werknemers;Waarde;2014;39.5;1.0;5.5;71.1;17.4;10.5;0.9;9.0;15.1;70.8;5.1
1021;10 tot 20 werknemers;Waarde;2015;42.1;1.0;5.8;69.7;18.2;11.1;1.0;8.1;14.2;72.5;5.1
1022;10 tot 20 werknemers;Waarde;2016;42.9;1.0;6.0;70.4;17.8;10.5;1.3;8.4;14.8;70.7;6.1
1023;10 tot 20 werknemers;Waarde;2017;41.2;1.0;6.1;72.1;16.5;10.3;1.0;9.5;14.3;70.3;5.9
1024;10 tot 20 werknemers;Waarde;2018;44.6;1.3;6.4;71.1;17.4;10.7;0.8;9.1;14.9;69.8;6.1
1025;10 tot 20 werknemers;Waarde;2019;43.6;1.2;6.1;69.6;17.9;11.5;0.9;8.9;15.4;69.1;6.6
1026;10 tot 20 werknemers;Waarde;2020;42.5;1.3;6.5;68.2;19.0;11.8;1.0;8.3;14.0;70.8;7.0
1027;10 tot 20 werknemers;Waarde;2021;43.7;1.2;7.1;64.5;22.3;11.9;1.3;9.2;13.7;68.6;8.5
1028;10 tot 20 werknemers;Waarde;2022;57.1;1.6;8.2;66.2;24.4;8.4;1.0;7.7;11.9;72.9;7.5
1029;10 tot 20 werknemers;Waarde;2023;50.0;1.4;7.3;71.9;18.6;8.4;1.1;7.3;12.8;72.9;7.1
1030;10 tot 20 werknemers;Ondergrens 95%-interval;2014;37.9;0.9;4.9;69.4;16.0;9.4;0.7;7.9;13.8;69.0;4.3
1031;10 tot 20 werknemers;Ondergrens 95%-interval;2015;40.7;0.9;5.1;68.1;16.9;10.0;0.7;7.2;13.0;70.9;4.4
1032;10 tot 20 werknemers;Ondergrens 95%-interval;2016;41.4;0.9;5.4;68.8;16.6;9.5;1.0;7.5;13.6;69.1;5.3
1033;10 tot 20 werknemers;Ondergrens 95%-interval;2017;39.7;0.9;5.5;70.6;15.3;9.3;0.8;8.5;13.2;68.7;5.1
1034;10 tot 20 werknemers;Ondergrens 95%-interval;2018;43.3;1.2;5.8;69.7;16.3;9.8;0.5;8.3;13.9;68.5;5.5
1035;10 tot 20 werknemers;Ondergrens 95%-interval;2019;42.3;1.1;5.5;68.2;16.7;10.6;0.7;8.1;14.3;67.6;5.8
1036;10 tot 20 werknemers;Ondergrens 95%-interval;2020;41.2;1.1;5.9;66.6;17.8;10.8;0.7;7.4;12.9;69.3;6.1
1037;10 tot 20 werknemers;Ondergrens 95%-interval;2021;42.2;1.1;6.4;62.7;20.8;10.8;1.0;8.2;12.6;66.9;7.5
1038;10 tot 20 werknemers;Ondergrens 95%-interval;2022;55.8;1.5;7.5;64.8;23.2;7.6;0.8;6.9;11.0;71.6;6.7
1039;10 tot 20 werknemers;Ondergrens 95%-interval;2023;48.7;1.3;6.6;70.5;17.5;7.6;0.8;6.6;11.8;71.5;6.4
1040;10 tot 20 werknemers;Bovengrens 95%-interval;2014;41.1;1.2;6.1;72.8;18.9;11.7;1.4;10.1;16.6;72.5;6.1
1041;10 tot 20 werknemers;Bovengrens 95%-interval;2015;43.6;1.0;6.4;71.3;19.6;12.2;1.4;9.1;15.5;74.1;6.0
1042;10 tot 20 werknemers;Bovengrens 95%-interval;2016;44.3;1.1;6.7;71.9;19.2;11.5;1.8;9.4;16.1;72.2;7.0
1043;10 tot 20 werknemers;Bovengrens 95%-interval;2017;42.6;1.1;6.7;73.7;17.9;11.4;1.4;10.5;15.6;71.9;6.8
1044;10 tot 20 werknemers;Bovengrens 95%-interval;2018;45.9;1.3;6.9;72.5;18.6;11.7;1.1;10.0;16.0;71.2;6.9
1045;10 tot 20 werknemers;Bovengrens 95%-interval;2019;44.9;1.3;6.6;71.1;19.1;12.6;1.3;9.9;16.5;70.5;7.4
1046;10 tot 20 werknemers;Bovengrens 95%-interval;2020;43.8;1.4;7.1;69.7;20.4;12.9;1.4;9.2;15.1;72.2;7.9
1047;10 tot 20 werknemers;Bovengrens 95%-interval;2021;45.2;1.4;7.8;66.2;23.8;13.1;1.8;10.2;15.0;70.2;9.6
1048;10 tot 20 werknemers;Bovengrens 95%-interval;2022;58.4;1.7;8.8;67.6;25.7;9.2;1.3;8.5;12.9;74.2;8.3
1049;10 tot 20 werknemers;Bovengrens 95%-interval;2023;51.3;1.5;7.9;73.1;19.8;9.2;1.5;8.1;13.8;74.1;7.9
1050;20 tot 50 werknemers;Waarde;2014;42.7;1.1;6.2;70.6;18.6;10.0;0.8;8.4;15.0;71.2;5.3
1051;20 tot 50 werknemers;Waarde;2015;44.6;1.0;6.4;70.1;18.4;10.7;0.8;7.7;14.0;72.9;5.4
1052;20 tot 50 werknemers;Waarde;2016;46.2;1.1;6.1;71.0;17.8;10.5;0.7;9.1;15.1;70.9;4.9
1053;20 tot 50 werknemers;Waarde;2017;43.5;1.1;6.4;71.7;17.1;10.4;0.8;9.2;15.3;69.9;5.6
1054;20 tot 50 werknemers;Waarde;2018;48.0;1.3;6.9;70.5;18.0;10.5;1.0;9.2;15.1;70.0;5.6
1055;20 tot 50 werknemers;Waarde;2019;46.8;1.2;7.1;71.0;16.8;11.3;0.8;9.5;15.0;68.7;6.8
1056;20 tot 50 werknemers;Waarde;2020;44.6;1.2;6.8;67.2;20.5;11.5;0.8;9.0;13.9;69.9;7.2
1057;20 tot 50 werknemers;Waarde;2021;45.4;1.3;7.3;64.2;22.2;12.1;1.5;9.6;15.0;67.4;8.0
1058;20 tot 50 werknemers;Waarde;2022;58.7;1.6;8.3;66.1;25.2;7.8;0.9;7.5;12.0;72.8;7.7
1059;20 tot 50 werknemers;Waarde;2023;50.7;1.5;7.4;70.3;20.2;8.5;1.0;7.1;13.0;72.4;7.5
1060;20 tot 50 werknemers;Ondergrens 95%-interval;2014;41.3;1.0;5.7;69.2;17.4;9.1;0.5;7.6;13.9;69.7;4.6
1061;20 tot 50 werknemers;Ondergrens 95%-interval;2015;43.3;1.0;5.9;68.7;17.3;9.9;0.6;6.9;13.1;71.6;4.8
1062;20 tot 50 werknemers;Ondergrens 95%-interval;2016;45.0;1.1;5.6;69.7;16.8;9.7;0.5;8.3;14.2;69.6;4.3
1063;20 tot 50 werknemers;Ondergrens 95%-interval;2017;42.3;1.0;5.9;70.4;16.0;9.6;0.6;8.4;14.3;68.6;5.0
1064;20 tot 50 werknemers;Ondergrens 95%-interval;2018;47.0;1.2;6.4;69.3;17.1;9.8;0.8;8.5;14.3;68.9;5.1
1065;20 tot 50 werknemers;Ondergrens 95%-interval;2019;45.7;1.1;6.6;69.8;15.9;10.6;0.6;8.7;14.2;67.5;6.2
1066;20 tot 50 werknemers;Ondergrens 95%-interval;2020;43.5;1.1;6.3;65.9;19.5;10.7;0.6;8.3;13.0;68.7;6.5
1067;20 tot 50 werknemers;Ondergrens 95%-interval;2021;44.2;1.2;6.7;62.8;21.1;11.2;1.2;8.8;14.0;66.1;7.2
1068;20 tot 50 werknemers;Ondergrens 95%-interval;2022;57.6;1.5;7.8;65.0;24.2;7.2;0.7;6.9;11.2;71.8;7.0
1069;20 tot 50 werknemers;Ondergrens 95%-interval;2023;49.7;1.4;6.9;69.2;19.3;7.8;0.8;6.5;12.2;71.3;6.9
1070;20 tot 50 werknemers;Bovengrens 95%-interval;2014;44.0;1.2;6.8;72.0;19.9;11.0;1.1;9.3;16.2;72.7;6.2
1071;20 tot 50 werknemers;Bovengrens 95%-interval;2015;45.8;1.1;7.0;71.3;19.5;11.6;1.1;8.4;15.0;74.2;6.1
1072;20 tot 50 werknemers;Bovengrens 95%-interval;2016;47.4;1.2;6.6;72.3;18.9;11.3;0.9;10.0;16.2;72.1;5.5
1073;20 tot 50 werknemers;Bovengrens 95%-interval;2017;44.7;1.2;7.0;73.0;18.2;11.3;1.1;10.1;16.4;71.2;6.3
1074;20 tot 50 werknemers;Bovengrens 95%-interval;2018;49.1;1.3;7.4;71.6;19.0;11.3;1.3;10.0;16.0;71.1;6.3
1075;20 tot 50 werknemers;Bovengrens 95%-interval;2019;47.9;1.2;7.6;72.2;17.8;12.2;1.1;10.2;15.9;69.9;7.5
1076;20 tot 50 werknemers;Bovengrens 95%-interval;2020;45.7;1.3;7.3;68.4;21.6;12.3;1.1;9.8;14.8;71.1;7.9
1077;20 tot 50 werknemers;Bovengrens 95%-interval;2021;46.6;1.3;7.8;65.6;23.4;13.0;1.9;10.4;16.1;68.8;8.8
1078;20 tot 50 werknemers;Bovengrens 95%-interval;2022;59.7;1.7;8.9;67.3;26.2;8.4;1.1;8.2;12.8;73.9;8.3
1079;20 tot 50 werknemers;Bovengrens 95%-interval;2023;51.8;1.5;7.9;71.4;21.2;9.1;1.3;7.7;13.8;73.4;8.2
1080;50 tot 100 werknemers;Waarde;2014;43.1;1.0;6.1;68.6;19.3;11.3;0.8;8.7;16.2;69.5;5.6
1081;50 tot 100 werknemers;Waarde;2015;46.3;1.1;6.9;67.8;19.9;11.3;1.0;8.4;13.9;71.8;5.9
1082;50 tot 100 werknemers;Waarde;2016;47.7;1.2;7.2;68.9;18.3;11.7;1.1;8.6;15.2;71.5;4.7
1083;50 tot 100 werknemers;Waarde;2017;44.8;1.0;7.1;70.4;17.8;10.6;1.2;9.9;14.5;69.7;5.9
1084;50 tot 100 werknemers;Waarde;2018;49.9;1.3;7.5;68.5;19.3;10.9;1.2;10.5;15.1;68.8;5.6
1085;50 tot 100 werknemers;Waarde;2019;47.1;1.3;7.5;69.0;19.1;10.8;1.1;10.0;14.3;69.9;5.8
1086;50 tot 100 werknemers;Waarde;2020;46.1;1.3;8.0;63.8;22.3;12.8;1.2;9.6;13.8;69.7;6.9
1087;50 tot 100 werknemers;Waarde;2021;46.0;1.2;8.2;63.9;22.0;13.1;1.0;9.8;14.8;67.3;8.2
1088;50 tot 100 werknemers;Waarde;2022;59.6;1.7;9.5;64.2;26.4;8.4;0.9;7.2;12.8;73.1;6.9
1089;50 tot 100 werknemers;Waarde;2023;53.1;1.5;8.6;68.4;20.7;9.7;1.1;7.5;12.3;73.4;6.8
1090;50 tot 100 werknemers;Ondergrens 95%-interval;2014;41.6;0.9;5.5;66.9;18.0;10.2;0.5;7.8;15.0;67.9;4.8
1091;50 tot 100 werknemers;Ondergrens 95%-interval;2015;44.9;1.0;6.3;66.3;18.7;10.3;0.7;7.6;12.8;70.4;5.2
1092;50 tot 100 werknemers;Ondergrens 95%-interval;2016;46.3;1.1;6.5;67.4;17.2;10.7;0.8;7.8;14.1;70.0;4.1
1093;50 tot 100 werknemers;Ondergrens 95%-interval;2017;43.4;1.0;6.5;68.9;16.6;9.7;0.9;9.0;13.4;68.2;5.1
1094;50 tot 100 werknemers;Ondergrens 95%-interval;2018;48.7;1.2;6.9;67.2;18.2;10.1;1.0;9.7;14.2;67.6;5.0
1095;50 tot 100 werknemers;Ondergrens 95%-interval;2019;45.8;1.2;6.9;67.6;18.0;9.9;0.8;9.1;13.3;68.5;5.2
1096;50 tot 100 werknemers;Ondergrens 95%-interval;2020;44.9;1.2;7.4;62.3;21.1;11.8;0.9;8.8;12.8;68.3;6.2
1097;50 tot 100 werknemers;Ondergrens 95%-interval;2021;44.6;1.1;7.5;62.3;20.7;12.0;0.8;8.9;13.7;65.7;7.3
1098;50 tot 100 werknemers;Ondergrens 95%-interval;2022;58.4;1.6;8.8;62.9;25.2;7.7;0.7;6.5;11.9;71.8;6.3
1099;50 tot 100 werknemers;Ondergrens 95%-interval;2023;51.9;1.4;7.9;67.2;19.7;8.9;0.9;6.8;11.5;72.2;6.2
1100;50 tot 100 werknemers;Bovengrens 95%-interval;2014;44.7;1.0;6.7;70.2;20.7;12.4;1.2;9.7;17.6;71.1;6.5
1101;50 tot 100 werknemers;Bovengrens 95%-interval;2015;47.7;1.2;7.6;69.3;21.2;12.3;1.3;9.3;15.0;73.2;6.7
1102;50 tot 100 werknemers;Bovengrens 95%-interval;2016;49.1;1.3;7.8;70.3;19.6;12.7;1.5;9.5;16.4;72.9;5.4
1103;50 tot 100 werknemers;Bovengrens 95%-interval;2017;46.2;1.1;7.8;71.8;19.1;11.7;1.6;10.9;15.7;71.2;6.7
1104;50 tot 100 werknemers;Bovengrens 95%-interval;2018;51.1;1.4;8.0;69.8;20.4;11.8;1.6;11.4;16.1;70.1;6.2
1105;50 tot 100 werknemers;Bovengrens 95%-interval;2019;48.4;1.4;8.1;70.3;20.3;11.7;1.5;10.9;15.3;71.2;6.6
1106;50 tot 100 werknemers;Bovengrens 95%-interval;2020;47.4;1.4;8.7;65.2;23.5;13.8;1.5;10.6;14.8;71.0;7.8
1107;50 tot 100 werknemers;Bovengrens 95%-interval;2021;47.3;1.3;8.9;65.4;23.4;14.2;1.4;10.8;15.9;68.7;9.2
1108;50 tot 100 werknemers;Bovengrens 95%-interval;2022;60.8;1.8;10.2;65.5;27.6;9.2;1.3;8.0;13.7;74.3;7.7
1109;50 tot 100 werknemers;Bovengrens 95%-interval;2023;54.3;1.6;9.2;69.7;21.9;10.5;1.4;8.2;13.2;74.6;7.6
1110;100 of meer werknemers;Waarde;2014;47.0;1.1;7.4;68.3;20.2;10.3;1.1;8.1;15.0;72.0;4.9
1111;100 of meer werknemers;Waarde;2015;48.5;1.1;7.9;67.0;20.0;11.9;1.0;7.9;13.7;73.1;5.3
1112;100 of meer werknemers;Waarde;2016;48.6;1.1;7.7;67.5;19.8;11.7;1.0;8.4;14.7;72.2;4.6
1113;100 of meer werknemers;Waarde;2017;47.4;1.1;7.7;68.6;19.1;11.1;1.2;8.8;14.6;71.2;5.4
1114;100 of meer werknemers;Waarde;2018;51.2;1.3;8.8;66.4;20.4;12.1;1.1;9.1;15.0;70.9;5.0
1115;100 of meer werknemers;Waarde;2019;49.8;1.3;9.2;66.9;19.0;12.7;1.4;9.1;15.4;69.7;5.8
1116;100 of meer werknemers;Waarde;2020;45.2;1.1;8.4;63.3;22.6;12.8;1.3;9.3;13.8;70.5;6.4
1117;100 of meer werknemers;Waarde;2021;44.5;1.2;9.2;60.9;22.6;14.8;1.7;10.4;14.7;68.3;6.6
1118;100 of meer werknemers;Waarde;2022;59.3;1.5;10.1;62.3;26.6;9.9;1.2;7.3;11.7;74.4;6.6
1119;100 of meer werknemers;Waarde;2023;52.8;1.4;9.2;67.8;21.3;9.6;1.2;7.1;12.3;74.3;6.4
1120;100 of meer werknemers;Ondergrens 95%-interval;2014;46.2;1.0;7.0;67.5;19.5;9.8;1.0;7.6;14.4;71.1;4.6
1121;100 of meer werknemers;Ondergrens 95%-interval;2015;47.8;1.0;7.5;66.2;19.4;11.4;0.9;7.5;13.1;72.4;5.0
1122;100 of meer werknemers;Ondergrens 95%-interval;2016;47.9;1.1;7.3;66.7;19.2;11.2;0.9;8.0;14.2;71.5;4.3
1123;100 of meer werknemers;Ondergrens 95%-interval;2017;46.6;1.0;7.4;67.9;18.5;10.6;1.0;8.3;14.0;70.5;5.1
1124;100 of meer werknemers;Ondergrens 95%-interval;2018;50.6;1.3;8.4;65.8;19.8;11.6;1.0;8.7;14.5;70.3;4.7
1125;100 of meer werknemers;Ondergrens 95%-interval;2019;49.1;1.2;8.9;66.2;18.5;12.2;1.3;8.7;14.9;69.0;5.4
1126;100 of meer werknemers;Ondergrens 95%-interval;2020;44.6;1.1;8.0;62.6;21.9;12.3;1.2;8.9;13.3;69.8;6.0
1127;100 of meer werknemers;Ondergrens 95%-interval;2021;43.8;1.1;8.8;60.1;21.9;14.2;1.6;10.0;14.1;67.6;6.2
1128;100 of meer werknemers;Ondergrens 95%-interval;2022;58.7;1.5;9.7;61.7;26.0;9.5;1.0;6.9;11.3;73.8;6.3
1129;100 of meer werknemers;Ondergrens 95%-interval;2023;52.2;1.3;8.8;67.2;20.8;9.3;1.1;6.7;11.8;73.7;6.0
1130;100 of meer werknemers;Bovengrens 95%-interval;2014;47.8;1.1;7.7;69.1;21.0;10.8;1.4;8.6;15.7;72.8;5.3
1131;100 of meer werknemers;Bovengrens 95%-interval;2015;49.3;1.1;8.2;67.8;20.7;12.5;1.2;8.3;14.2;73.8;5.7
1132;100 of meer werknemers;Bovengrens 95%-interval;2016;49.3;1.2;8.0;68.2;20.4;12.2;1.2;8.9;15.3;72.9;5.0
1133;100 of meer werknemers;Bovengrens 95%-interval;2017;48.1;1.1;8.1;69.4;19.8;11.6;1.3;9.3;15.2;71.9;5.8
1134;100 of meer werknemers;Bovengrens 95%-interval;2018;51.8;1.3;9.1;67.1;21.0;12.5;1.3;9.5;15.5;71.5;5.3
1135;100 of meer werknemers;Bovengrens 95%-interval;2019;50.4;1.3;9.6;67.5;19.6;13.1;1.6;9.6;15.9;70.3;6.1
1136;100 of meer werknemers;Bovengrens 95%-interval;2020;45.9;1.2;8.7;64.0;23.2;13.3;1.5;9.8;14.3;71.1;6.8
1137;100 of meer werknemers;Bovengrens 95%-interval;2021;45.2;1.2;9.6;61.7;23.2;15.3;2.0;10.9;15.2;69.1;7.0
1138;100 of meer werknemers;Bovengrens 95%-interval;2022;59.9;1.5;10.4;63.0;27.2;10.3;1.3;7.6;12.2;75.0;7.0
1139;100 of meer werknemers;Bovengrens 95%-interval;2023;53.5;1.4;9.5;68.5;21.9;10.1;1.3;7.5;12.7;74.9;6.7
1140;100 tot 250 werknemers;Waarde;2014;45.8;1.1;7.4;68.3;20.3;10.2;1.2;8.6;14.0;71.6;5.8
1141;100 tot 250 werknemers;Waarde;2015;47.6;1.1;7.7;66.7;20.3;12.0;1.0;8.6;14.3;71.1;6.0
1142;100 tot 250 werknemers;Waarde;2016;47.6;1.1;7.0;68.5;19.3;11.1;1.0;9.1;14.7;71.1;5.2
1143;100 tot 250 werknemers;Waarde;2017;47.3;1.1;7.4;67.4;20.1;11.4;1.1;9.1;14.8;70.4;5.7
1144;100 tot 250 werknemers;Waarde;2018;50.6;1.3;8.0;68.1;19.7;11.4;0.9;9.7;15.5;69.8;5.1
1145;100 tot 250 werknemers;Waarde;2019;49.3;1.3;8.2;68.1;19.0;11.8;1.1;9.8;15.3;69.0;5.8
1146;100 tot 250 werknemers;Waarde;2020;46.8;1.3;8.3;62.5;24.0;12.2;1.3;9.1;14.3;69.8;6.9
1147;100 tot 250 werknemers;Waarde;2021;45.1;1.2;8.9;60.9;23.7;13.8;1.5;10.7;14.2;67.8;7.3
1148;100 tot 250 werknemers;Waarde;2022;59.4;1.6;9.5;62.4;26.7;10.0;0.9;7.8;12.3;72.9;6.9
1149;100 tot 250 werknemers;Waarde;2023;53.3;1.4;8.7;68.3;21.2;9.3;1.1;7.2;12.6;73.8;6.4
1150;100 tot 250 werknemers;Ondergrens 95%-interval;2014;44.3;1.0;6.7;66.8;19.0;9.3;0.8;7.8;13.0;70.1;5.1
1151;100 tot 250 werknemers;Ondergrens 95%-interval;2015;46.3;1.0;7.1;65.3;19.1;11.1;0.8;7.8;13.3;69.8;5.3
1152;100 tot 250 werknemers;Ondergrens 95%-interval;2016;46.3;1.1;6.4;67.2;18.2;10.2;0.8;8.3;13.7;69.7;4.5
1153;100 tot 250 werknemers;Ondergrens 95%-interval;2017;46.0;1.1;6.8;66.0;18.9;10.5;0.8;8.3;13.8;69.0;5.1
1154;100 tot 250 werknemers;Ondergrens 95%-interval;2018;49.5;1.2;7.5;66.8;18.7;10.6;0.7;8.9;14.6;68.6;4.5
1155;100 tot 250 werknemers;Ondergrens 95%-interval;2019;48.2;1.2;7.6;66.9;18.0;10.9;0.8;9.1;14.4;67.8;5.2
1156;100 tot 250 werknemers;Ondergrens 95%-interval;2020;45.6;1.2;7.7;61.2;22.8;11.4;1.0;8.3;13.4;68.5;6.2
1157;100 tot 250 werknemers;Ondergrens 95%-interval;2021;43.9;1.1;8.2;59.5;22.5;12.8;1.2;9.9;13.2;66.4;6.5
