ID;Geslacht;Leeftijd;KenmerkenPersonen;Marges;Perioden;Rokers_1;ExRokers_2;NooitRokers_3;Drinkers_4;ExDrinkers_5;NooitDrinkers_6;ZwareDrinkersOnderDrinkers_7;OvermatigeDrinkersOnderDrinkers_8;GlazenAlcoholPerDag_9;Maximaal1GlasPerDagOnderBevolking_10;RichtlijnAlcoholgebruik12JrOfOuder_11;AfgelopenMaand_12;AfgelopenJaar_13;Ooit_14;AfgelopenMaand_15;AfgelopenJaar_16;Ooit_17;AgelopenMaand_18;AfgelopenJaar_19;Ooit_20;AfgelopenMaand_21;AfgelopenJaar_22;Ooit_23;AfgelopenMaand_24;AfgelopenJaar_25;Ooit_26;AfgelopenMaand_27;AfgelopenJaar_28;Ooit_29;AfgelopenMaand_30;AfgelopenJaar_31;Ooit_32;OpgegevenLengte18JaarOfOuder_33;OpgegevenGewicht18JaarOfOuder_34;Ondergewicht_35;NormaalGewicht_36;Overgewicht_37;MatigOvergewicht_38;ErnstigOvergewicht_39;VoldoetAanBeweegrichtlijn_40;VoldoendeMatigIntensieveInspanning_41;VoldoendeBotSpierversterkActiviteit_42;WekelijkseSporters_43;AbonnementSportaanbieder_44;LidSportvereniging_45;Inactief_46;SemiActief_47;Normactief_48;Inactief_49;SemiActief_50;Normactief_51;VoldoenAanCombinorm_52;WekelijkseSporters_53;HeeftRisicovolleSeksGehad_54;RisicoOngeplandeZwangerschap1649Jr_55;HivTest_56;SoaTestExclHivTest_57;AnticonceptiegebruikInclPil1649_58;GebruikAnticonceptiepil1649Jaar_59;k_7DagenPerWeekVoldoendeFruit_60;Minimaal5DagenPWVoldoendeFruit_61;k_7DagenPerWeekVoldoendeGroente_62;Minimaal5DagenPWVoldoendeGroente_63;Minimaal1DagPerWeek_64;Min2DagenPWWaarvan1XVetteVis_65;InDeAfgelopen5Jaar_66;LangerDan5JaarGeleden_67;Nooit_68;WeetNiet_69;InDeAfgelopen2Jaar_70;LangerDan2JaarGeleden_71;Nooit_72;WeetNiet_73;InDeAfgelopen5Jaar_74;NietInDeAfgelopen5Jaar_75;WeetNiet_76;InDeAfgelopen12Maanden_77;LangerDan12MaandenGeleden_78;Nooit_79;WeetNiet_80;InDeAfgelopen12Maanden_81;LangerDan12MaandenGeleden_82;Nooit_83;WeetNiet_84;InDeAfgelopen12Maanden_85;LangerDan12MaandenGeleden_86;Nooit_87;WeetNiet_88;InDeAfgelopen2Jaar_89;LangerDan2JaarGeleden_90;Nooit_91;WeetNiet_92;InDeAfgelopen12Maanden_93;LangerDan12MaandenGeleden_94;Nooit_95;WeetNiet_96;Griepprik16JaarOfOuder_97;Bloeddonoren18Tot70Jaar_98;Mantelzorger_99;UrenMantelzorgPerWeek_100;ZwaarBelasteMantelzorgers_101
339;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: 2 middelbaar;Waarde;2020/2021;33.1;24.9;42.0;77.2;15.0;7.8;11.8;9.2;1.1;39.6;39.6;8.7;13.0;41.5;3.6;8.1;24.5;1.1;2.6;11.0;1.8;5.0;20.0;0.8;3.6;12.8;1.4;2.9;15.0;11.1;17.2;44.1;176.1;81.2;1.3;45.8;52.9;36.3;16.6;47.4;55.4;76.8;51.7;25.7;17.2;;;;;;;;;3.7;8.8;5.1;7.7;69.8;29.2;20.9;32.2;15.6;34.4;49.5;12.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.8;;9.0;13.8;16.9
340;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: 2 middelbaar;Ondergrens 95%-interval;2014/2015;31.3;20.8;41.9;80.1;10.0;5.8;10.2;8.5;1.1;33.1;33.1;;;;;;;;;;;;;;;;;;;;;;175.6;78.1;1.2;49.1;44.8;32.0;11.5;;;;;;;7.8;39.0;47.6;68.0;17.1;9.8;49.3;51.2;2.0;15.5;6.9;8.9;66.0;29.3;19.3;29.6;20.9;46.6;46.1;9.1;66.1;5.9;19.7;0.5;7.9;13.0;71.9;0.0;1.0;90.7;1.5;34.9;48.3;6.8;3.7;14.8;23.3;45.4;9.5;19.7;29.9;34.6;8.5;3.4;3.2;84.8;4.4;1.0;7.9;86.7;0.7;5.2;2.8;;;
341;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: 2 middelbaar;Ondergrens 95%-interval;2016/2017;30.3;21.3;42.3;78.4;10.6;6.7;10.0;8.4;1.1;34.2;34.2;5.7;8.6;31.5;1.7;4.5;15.3;0.3;1.4;7.3;0.2;2.3;11.0;0.9;2.2;8.3;0.3;1.2;8.5;7.1;11.2;33.6;175.7;78.0;1.1;50.8;43.0;29.8;11.9;44.7;52.3;73.6;50.8;22.8;17.6;8.5;40.3;45.4;69.4;16.2;9.3;47.2;52.4;2.2;;7.6;9.0;65.4;29.7;22.2;33.3;14.1;34.7;49.6;12.8;59.3;6.0;25.5;0.7;5.8;14.2;72.1;0.3;1.3;93.3;0.0;36.6;48.4;6.2;2.5;14.6;24.9;44.8;8.6;20.3;32.3;32.0;8.1;3.9;3.6;85.6;2.8;1.3;8.0;85.8;1.0;4.4;;10.2;6.8;10.5
342;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: 2 middelbaar;Ondergrens 95%-interval;2018/2019;29.6;22.1;42.2;79.6;9.3;6.8;8.3;5.8;1.0;34.6;34.6;7.4;10.0;35.8;2.7;5.9;20.0;0.6;1.6;8.9;1.0;3.9;16.5;1.3;2.6;9.8;0.9;2.0;11.2;8.6;13.0;38.8;175.7;79.7;1.1;44.3;49.6;33.6;14.5;44.5;52.4;75.6;51.4;24.5;17.7;;;;;;;;;2.5;;5.3;7.7;62.9;27.6;22.2;31.8;15.3;34.1;49.0;12.2;56.0;6.1;28.1;1.1;6.5;12.4;73.9;0.0;;;;34.6;48.6;5.6;4.7;15.2;23.5;42.9;11.0;20.4;30.7;30.6;10.8;4.0;4.0;81.4;5.9;1.1;6.4;88.1;0.7;5.4;;9.8;7.8;11.0
343;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: 2 middelbaar;Ondergrens 95%-interval;2020/2021;30.4;22.5;39.2;74.6;13.0;6.3;9.9;7.5;1.0;36.8;36.8;7.1;11.0;38.7;2.6;6.7;22.0;0.6;1.8;9.3;1.1;3.8;17.8;0.5;2.6;11.0;0.9;2.0;13.0;9.3;15.0;41.2;175.5;80.2;0.8;43.0;50.0;33.6;14.5;44.5;52.5;74.2;48.8;23.3;15.1;;;;;;;;;2.7;6.6;3.9;6.2;65.4;25.5;18.7;29.6;13.6;31.7;46.6;10.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.7;;7.5;8.9;10.8
344;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: 2 middelbaar;Bovengrens 95%-interval;2014/2015;35.4;24.4;46.2;83.4;12.7;8.0;13.3;11.4;1.2;37.3;37.3;;;;;;;;;;;;;;;;;;;;;;176.4;79.4;2.3;53.5;49.2;36.1;14.4;;;;;;;10.3;43.4;52.0;72.0;20.5;12.6;53.7;55.6;3.4;20.5;9.3;11.5;72.2;35.2;22.8;33.6;24.6;51.0;50.4;11.8;71.9;9.2;24.9;1.8;11.6;17.5;77.3;0.8;4.8;96.2;5.7;39.1;52.6;9.2;5.5;18.0;27.0;49.7;12.2;23.3;34.0;38.8;11.1;5.1;4.9;87.8;6.4;2.1;10.3;89.5;1.7;7.4;4.4;;;
345;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: 2 middelbaar;Bovengrens 95%-interval;2016/2017;34.4;25.0;46.7;81.9;13.4;9.1;13.2;11.3;1.3;38.4;38.4;7.9;11.2;35.6;3.0;6.5;18.6;1.0;2.7;9.7;0.9;3.9;13.9;1.9;3.7;10.9;1.0;2.3;11.1;9.6;14.1;37.8;176.6;79.4;2.3;55.3;47.5;33.9;14.9;49.2;56.8;77.5;55.3;26.6;21.1;11.1;44.8;49.9;73.4;19.6;12.1;51.7;56.8;3.8;;10.2;11.7;72.0;36.2;25.9;37.6;17.3;38.9;54.0;15.9;65.6;9.4;31.3;2.2;9.2;19.0;77.7;1.6;5.6;98.1;2.0;40.9;52.8;8.4;4.1;17.8;28.8;49.2;11.2;23.9;36.5;36.2;10.7;5.8;5.4;88.5;4.4;2.5;10.6;88.7;2.0;6.4;;13.0;12.5;19.8
346;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: 2 middelbaar;Bovengrens 95%-interval;2018/2019;33.7;25.9;46.6;83.0;12.1;9.2;11.2;8.4;1.1;38.9;38.9;9.9;12.8;40.1;4.3;8.2;23.7;1.5;2.9;11.6;2.0;5.8;19.9;2.5;4.3;12.6;1.9;3.4;14.2;11.2;16.2;43.2;176.6;81.1;2.2;48.7;54.1;37.9;17.8;49.0;56.9;79.4;55.9;28.4;21.2;;;;;;;;;4.2;;7.6;10.3;69.7;34.3;26.0;36.0;18.6;38.3;53.4;15.3;62.3;9.5;34.1;2.8;10.1;16.9;79.3;0.9;;;;38.9;53.0;7.8;6.8;18.6;27.4;47.3;14.0;24.1;34.8;34.7;13.7;5.9;5.9;84.8;8.2;2.3;8.7;90.9;1.7;7.6;;12.6;13.1;20.6
347;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: 2 middelbaar;Bovengrens 95%-interval;2020/2021;36.0;27.4;44.8;79.6;17.3;9.6;14.1;11.4;1.2;42.5;42.5;10.6;15.2;44.4;4.9;9.9;27.1;2.0;3.8;13.0;2.8;6.5;22.5;1.5;4.8;14.9;2.4;4.1;17.3;13.2;19.6;47.0;176.7;82.2;2.1;48.7;55.7;39.1;18.8;50.3;58.3;79.3;54.7;28.3;19.4;;;;;;;;;5.1;11.6;6.6;9.4;73.9;33.1;23.3;35.0;17.8;37.2;52.4;14.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.2;;10.8;18.7;25.5
348;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: 3 hoog;Waarde;2014/2015;21.0;21.2;57.8;89.9;6.1;4.0;10.2;7.9;1.1;28.3;28.3;;;;;;;;;;;;;;;;;;;;;;176.5;75.6;2.1;63.5;34.4;27.8;6.6;;;;;;;5.4;43.4;51.2;50.0;31.2;18.9;54.6;75.4;3.0;15.5;10.8;11.7;69.2;27.8;24.1;36.6;32.7;61.2;58.7;16.4;67.3;6.8;24.4;1.6;7.9;11.6;80.0;0.6;8.2;89.4;2.5;32.3;54.0;8.3;5.3;12.7;26.7;48.8;11.8;19.6;35.3;33.0;12.1;3.2;4.2;87.5;5.1;0.6;6.5;91.5;1.5;5.0;7.2;;;
349;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: 3 hoog;Waarde;2016/2017;16.5;23.3;60.2;89.3;7.1;3.5;9.9;7.1;1.1;29.6;29.6;4.7;9.6;39.7;3.1;7.7;21.4;0.6;2.5;7.8;1.7;5.9;17.2;1.3;3.6;10.5;0.9;2.6;11.3;6.6;13.3;42.6;176.3;75.1;2.1;66.4;31.5;24.4;7.1;57.4;61.5;87.0;73.1;33.4;25.0;6.6;41.8;51.6;54.5;29.2;16.3;54.5;74.5;2.9;;7.6;9.2;68.1;26.6;26.6;39.8;19.7;44.4;57.9;17.6;63.4;7.5;28.0;1.1;6.7;14.2;78.6;0.5;4.3;94.2;1.5;33.4;53.2;9.2;4.3;11.9;24.5;54.1;9.4;18.7;35.8;37.1;8.5;3.2;5.1;88.1;3.6;0.7;6.5;91.7;1.1;4.5;;7.0;7.1;15.1
350;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: 3 hoog;Waarde;2018/2019;15.9;22.1;62.0;87.8;6.7;5.5;10.9;7.4;1.1;30.4;30.4;4.8;9.1;41.2;4.0;9.1;23.0;1.3;3.0;9.0;2.7;7.3;18.2;1.6;3.9;10.4;1.0;3.1;13.7;7.4;14.7;44.7;176.5;75.7;1.6;64.6;33.8;26.4;7.4;56.5;61.2;87.1;71.3;36.8;24.1;;;;;;;;;2.5;;7.6;9.7;71.6;29.1;28.2;38.9;22.1;48.1;57.7;15.9;61.4;8.3;28.4;2.0;8.4;11.0;79.7;0.9;;;;35.7;51.0;7.9;5.4;13.6;25.2;46.8;14.3;19.9;33.8;33.8;12.5;5.1;4.4;84.6;5.9;1.0;6.3;91.8;0.9;5.6;;7.4;7.6;18.0
351;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: 3 hoog;Waarde;2020/2021;15.3;21.6;63.1;86.8;8.8;4.4;8.7;5.2;0.9;36.8;36.8;5.4;10.3;41.0;3.3;9.9;24.9;0.7;2.6;9.9;1.2;6.7;20.0;1.5;4.5;11.7;1.4;4.1;15.5;7.4;15.5;44.4;176.1;75.8;1.7;62.6;35.7;27.9;7.8;57.4;60.2;90.4;73.8;34.1;24.3;;;;;;;;;3.4;9.2;5.9;8.5;72.6;28.1;26.7;39.7;22.3;50.0;56.6;16.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.2;;6.4;11.3;14.3
352;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: 3 hoog;Ondergrens 95%-interval;2014/2015;19.1;19.3;55.6;88.5;5.0;3.1;8.8;6.6;1.0;26.2;26.2;;;;;;;;;;;;;;;;;;;;;;176.1;75.0;1.4;61.3;32.3;25.8;5.5;;;;;;;4.4;41.1;48.9;47.7;29.1;17.1;52.3;73.5;2.2;13.2;9.4;10.2;66.1;25.0;22.2;34.5;30.6;59.0;56.5;14.7;64.3;5.2;21.7;0.8;6.2;9.6;77.5;0.1;4.7;85.4;0.5;30.2;51.8;7.1;4.3;11.2;24.7;46.5;10.3;17.8;33.1;30.9;10.6;2.4;3.3;86.0;4.1;0.2;5.3;90.2;1.0;4.0;6.0;;;
353;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: 3 hoog;Ondergrens 95%-interval;2016/2017;14.8;21.4;58.0;87.9;6.0;2.7;8.5;5.9;1.0;27.5;27.5;3.7;8.2;37.5;2.3;6.5;19.5;0.2;1.8;6.6;1.1;4.8;15.5;0.8;2.8;9.1;0.5;1.9;9.8;5.5;11.8;40.3;175.9;74.4;1.4;64.3;29.4;22.5;5.9;55.2;59.3;85.4;71.1;31.3;23.0;5.5;39.5;49.3;52.2;27.1;14.6;52.3;72.5;2.1;;6.3;7.9;65.0;23.8;24.6;37.6;17.9;42.1;55.7;15.9;60.4;5.9;25.3;0.5;5.1;12.1;76.1;0.1;1.5;91.0;0.0;31.3;50.9;7.9;3.3;10.5;22.5;51.9;8.1;16.9;33.6;34.9;7.2;2.4;4.1;86.7;2.8;0.3;5.4;90.4;0.6;3.6;;5.8;5.3;8.9
354;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: 3 hoog;Ondergrens 95%-interval;2018/2019;14.4;20.3;60.0;86.4;5.6;4.6;9.5;6.2;1.0;28.5;28.5;3.9;7.9;39.1;3.1;7.9;21.3;0.8;2.3;7.8;2.0;6.2;16.6;1.1;3.1;9.2;0.6;2.4;12.2;6.3;13.2;42.6;176.1;75.1;1.1;62.6;31.8;24.5;6.3;54.5;59.2;85.7;69.4;34.8;22.3;;;;;;;;;1.8;;6.4;8.5;68.9;26.3;26.3;36.9;20.4;46.0;55.6;14.4;58.6;6.7;25.8;1.2;6.8;9.2;77.4;0.4;;;;33.7;48.9;6.7;4.4;12.2;23.4;44.7;12.9;18.2;31.8;31.8;11.2;4.2;3.5;83.1;4.9;0.6;5.3;90.6;0.5;4.6;;6.3;5.3;12.1
355;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: 3 hoog;Ondergrens 95%-interval;2020/2021;13.6;19.8;60.8;85.0;7.5;3.5;7.4;4.2;0.8;34.5;34.5;4.3;8.9;38.7;2.5;8.6;22.9;0.4;1.9;8.5;0.8;5.5;18.1;1.0;3.5;10.3;0.9;3.2;13.8;6.2;13.8;42.1;175.6;75.1;1.2;60.3;33.5;25.8;6.6;55.1;57.8;88.9;71.7;31.9;22.3;;;;;;;;;2.6;7.5;4.8;7.3;69.5;25.3;24.7;37.5;20.4;47.7;54.3;14.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.0;;5.3;5.5;8.9
356;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: 3 hoog;Bovengrens 95%-interval;2014/2015;22.8;23.0;60.1;91.3;7.2;4.9;11.7;9.2;1.1;30.3;30.3;;;;;;;;;;;;;;;;;;;;;;177.0;76.3;2.7;65.7;36.6;29.9;7.7;;;;;;;6.4;45.7;53.5;52.3;33.3;20.6;56.9;77.4;3.7;17.9;12.2;13.1;72.3;30.6;26.0;38.8;34.8;63.4;61.0;18.0;70.2;8.3;27.1;2.3;9.6;13.6;82.4;1.1;11.6;93.3;4.4;34.4;56.3;9.6;6.3;14.3;28.7;51.1;13.2;21.4;37.4;35.1;13.5;4.0;5.1;89.0;6.1;0.9;7.6;92.7;2.1;6.1;8.4;;;
357;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: 3 hoog;Bovengrens 95%-interval;2016/2017;18.2;25.2;62.4;90.7;8.3;4.4;11.3;8.3;1.1;31.6;31.6;5.6;10.9;41.9;3.9;8.9;23.2;0.9;3.2;9.1;2.2;7.0;18.9;1.9;4.4;11.9;1.4;3.4;12.7;7.7;14.9;44.8;176.8;75.7;2.7;68.6;33.6;26.4;8.2;59.7;63.7;88.5;75.1;35.6;26.9;7.7;44.0;53.9;56.8;31.3;18.0;56.8;76.5;3.6;;8.8;10.5;71.2;29.5;28.6;42.0;21.5;46.6;60.1;19.4;66.3;9.1;30.8;1.8;8.2;16.4;81.1;0.9;7.1;97.4;3.2;35.5;55.4;10.5;5.2;13.4;26.4;56.4;10.8;20.4;37.9;39.2;9.8;4.0;6.1;89.6;4.4;1.1;7.7;92.9;1.5;5.5;;8.1;9.0;21.2
358;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: 3 hoog;Bovengrens 95%-interval;2018/2019;17.4;23.8;64.1;89.2;7.7;6.5;12.3;8.6;1.1;32.3;32.3;5.7;10.3;43.3;4.8;10.3;24.8;1.7;3.8;10.2;3.3;8.4;19.8;2.2;4.7;11.7;1.4;3.8;15.1;8.5;16.2;46.8;177.0;76.3;2.1;66.6;35.8;28.2;8.5;58.6;63.3;88.5;73.2;38.9;25.9;;;;;;;;;3.1;;8.7;11.0;74.4;32.0;30.1;41.0;23.9;50.2;59.8;17.4;64.2;9.8;31.0;2.8;10.0;12.8;82.0;1.5;;;;37.7;53.1;9.0;6.3;15.1;27.0;48.9;15.8;21.6;35.7;35.8;13.9;6.1;5.2;86.1;6.8;1.4;7.4;92.9;1.3;6.6;;8.5;9.8;23.9
359;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: 3 hoog;Bovengrens 95%-interval;2020/2021;17.2;23.6;65.3;88.3;10.2;5.6;10.3;6.5;1.0;39.1;39.1;6.7;11.9;43.3;4.3;11.5;27.0;1.2;3.5;11.4;1.9;8.0;22.0;2.3;5.7;13.4;2.1;5.2;17.3;8.9;17.4;46.7;176.6;76.5;2.4;64.9;38.0;30.1;9.2;59.7;62.4;91.7;75.9;36.3;26.3;;;;;;;;;4.5;11.3;7.2;10.0;75.5;31.1;28.8;42.0;24.4;52.4;58.9;18.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.5;;7.6;17.1;22.0
360;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: weet niet of onbekend;Waarde;2014/2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
361;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: weet niet of onbekend;Waarde;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
362;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: weet niet of onbekend;Waarde;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
363;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: weet niet of onbekend;Waarde;2020/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
364;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: weet niet of onbekend;Ondergrens 95%-interval;2014/2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
365;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: weet niet of onbekend;Ondergrens 95%-interval;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
366;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: weet niet of onbekend;Ondergrens 95%-interval;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
367;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: weet niet of onbekend;Ondergrens 95%-interval;2020/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
368;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: weet niet of onbekend;Bovengrens 95%-interval;2014/2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
369;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: weet niet of onbekend;Bovengrens 95%-interval;2016/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: weet niet of onbekend;Bovengrens 95%-interval;2018/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
371;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: weet niet of onbekend;Bovengrens 95%-interval;2020/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372;Totaal mannen en vrouwen;25 tot 45 jaar;Gestandaardiseerd inkomen: 1e 20%-groep;Waarde;2014/2015;40.5;14.8;44.7;74.5;11.7;13.8;11.5;11.6;1.2;42.1;42.1;;;;;;;;;;;;;;;;;;;;;;173.3;75.4;3.0;52.2;44.9;31.9;13.0;;;;;;;12.8;40.4;46.8;76.9;13.8;9.3;48.0;44.4;5.2;19.2;11.9;13.2;70.7;29.4;20.3;26.8;25.5;50.9;51.8;13.3;62.3;7.7;27.2;2.7;11.6;17.2;70.5;0.8;;;;35.9;49.3;9.0;5.8;15.2;23.7;47.4;13.7;19.2;32.2;36.9;11.7;5.4;5.5;81.8;7.3;1.0;10.5;86.1;2.5;6.2;3.2;;;
373;Totaal mannen en vrouwen;25 tot 45 jaar;Gestandaardiseerd inkomen: 1e 20%-groep;Waarde;2016/2017;35.0;17.1;47.9;67.3;15.5;17.1;14.5;11.1;1.2;48.7;48.7;11.1;17.4;39.3;2.6;9.3;21.3;1.4;3.6;10.6;1.3;5.0;16.0;1.5;4.8;12.1;1.1;4.1;14.3;12.6;21.0;41.4;174.1;76.7;3.4;49.8;46.8;32.3;14.5;44.8;51.9;74.2;43.9;20.9;12.0;14.6;41.1;44.3;79.5;13.6;6.8;45.4;45.5;4.5;;11.7;12.7;66.6;30.7;25.4;34.8;18.7;37.8;52.1;16.3;48.9;8.7;39.0;3.4;9.1;13.8;75.7;1.5;;;;40.6;42.9;12.0;4.5;17.9;20.6;50.8;10.6;22.7;29.8;38.0;9.5;5.2;4.6;86.5;3.6;2.3;10.3;85.0;2.4;8.2;;11.9;;
374;Totaal mannen en vrouwen;25 tot 45 jaar;Gestandaardiseerd inkomen: 1e 20%-groep;Waarde;2018/2019;36.2;17.2;46.5;63.8;17.6;18.6;12.3;7.6;1.0;54.1;54.1;13.0;17.5;42.6;5.8;9.9;26.1;2.9;5.1;13.3;2.7;6.0;20.9;2.5;4.5;12.9;1.5;4.2;16.1;16.2;22.9;45.5;172.9;77.0;2.4;47.9;49.7;33.1;16.6;45.2;52.2;78.2;40.6;21.5;10.4;;;;;;;;;4.0;;12.0;15.8;65.4;30.5;26.7;34.6;21.8;39.6;52.6;12.9;51.9;8.0;36.3;3.8;9.8;12.8;76.4;1.1;;;;42.4;46.5;7.0;4.0;17.4;25.2;43.7;13.7;24.6;31.9;32.2;11.3;7.6;5.3;78.9;8.2;2.7;8.0;87.6;1.7;8.5;;11.0;;
375;Totaal mannen en vrouwen;25 tot 45 jaar;Gestandaardiseerd inkomen: 1e 20%-groep;Waarde;2020/2021;33.9;20.8;45.3;61.5;20.6;17.9;12.6;8.2;1.1;53.8;53.8;11.5;17.6;45.0;4.5;11.0;28.9;2.0;5.7;13.0;1.4;6.7;22.7;0.9;5.1;14.8;2.2;5.2;20.5;14.7;22.2;47.8;173.5;77.5;2.5;51.2;46.3;31.9;14.4;46.4;52.7;77.7;45.5;22.7;12.1;;;;;;;;;3.5;7.8;7.0;9.8;74.5;29.6;22.4;31.9;20.2;44.6;48.7;13.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.3;;10.2;;
376;Totaal mannen en vrouwen;25 tot 45 jaar;Gestandaardiseerd inkomen: 1e 20%-groep;Ondergrens 95%-interval;2014/2015;37.0;12.3;41.1;71.4;9.4;11.3;8.8;9.0;1.0;38.5;38.5;;;;;;;;;;;;;;;;;;;;;;172.5;74.3;1.7;48.6;41.3;28.5;10.6;;;;;;;10.4;36.8;43.1;73.8;11.3;7.2;44.3;40.8;3.5;15.1;9.5;10.7;65.7;24.9;17.4;23.7;22.4;47.4;48.2;10.9;57.6;5.1;22.9;1.1;8.5;13.5;66.0;0.0;;;;32.4;45.8;6.9;4.2;12.7;20.6;43.8;11.2;16.4;28.9;33.4;9.4;3.8;3.9;79.0;5.4;0.3;8.3;83.6;1.4;4.3;2.0;;;
