ID;Functions;Financing;Periods;HealthCareExpenditure_1
2087;HC13.1: General outpatient curative care;HF2: Voluntary schemes;2010;235.0
2088;HC13.1: General outpatient curative care;HF2: Voluntary schemes;2011;238.0
2089;HC13.1: General outpatient curative care;HF2: Voluntary schemes;2012;241.0
2090;HC13.1: General outpatient curative care;HF2: Voluntary schemes;2013;267.0
2091;HC13.1: General outpatient curative care;HF2: Voluntary schemes;2014;243.0
2092;HC13.1: General outpatient curative care;HF2: Voluntary schemes;2015;254.0
2093;HC13.1: General outpatient curative care;HF2: Voluntary schemes;2016;269.0
2094;HC13.1: General outpatient curative care;HF2: Voluntary schemes;2017;264.0
2095;HC13.1: General outpatient curative care;HF2: Voluntary schemes;2018;258.0
2096;HC13.1: General outpatient curative care;HF2: Voluntary schemes;2019;258.0
2097;HC13.1: General outpatient curative care;HF2: Voluntary schemes;2020;228.0
2098;HC13.1: General outpatient curative care;HF2: Voluntary schemes;2021;241.0
2099;HC13.1: General outpatient curative care;HF2: Voluntary schemes;2022;253.0
2100;HC13.1: General outpatient curative care;HF21: Voluntary health insurance schemes;1998;377.0
2101;HC13.1: General outpatient curative care;HF21: Voluntary health insurance schemes;1999;383.0
2102;HC13.1: General outpatient curative care;HF21: Voluntary health insurance schemes;2000;404.0
2103;HC13.1: General outpatient curative care;HF21: Voluntary health insurance schemes;2001;453.0
2104;HC13.1: General outpatient curative care;HF21: Voluntary health insurance schemes;2002;546.0
2105;HC13.1: General outpatient curative care;HF21: Voluntary health insurance schemes;2003;627.0
2106;HC13.1: General outpatient curative care;HF21: Voluntary health insurance schemes;2004;643.0
2107;HC13.1: General outpatient curative care;HF21: Voluntary health insurance schemes;2005;654.0
2108;HC13.1: General outpatient curative care;HF21: Voluntary health insurance schemes;2006;261.0
2109;HC13.1: General outpatient curative care;HF21: Voluntary health insurance schemes;2007;299.0
2110;HC13.1: General outpatient curative care;HF21: Voluntary health insurance schemes;2008;237.0
2111;HC13.1: General outpatient curative care;HF21: Voluntary health insurance schemes;2009;240.0
2112;HC13.1: General outpatient curative care;HF21: Voluntary health insurance schemes;2010;235.0
2113;HC13.1: General outpatient curative care;HF21: Voluntary health insurance schemes;2011;238.0
2114;HC13.1: General outpatient curative care;HF21: Voluntary health insurance schemes;2012;241.0
2115;HC13.1: General outpatient curative care;HF21: Voluntary health insurance schemes;2013;267.0
2116;HC13.1: General outpatient curative care;HF21: Voluntary health insurance schemes;2014;243.0
2117;HC13.1: General outpatient curative care;HF21: Voluntary health insurance schemes;2015;254.0
2118;HC13.1: General outpatient curative care;HF21: Voluntary health insurance schemes;2016;269.0
2119;HC13.1: General outpatient curative care;HF21: Voluntary health insurance schemes;2017;264.0
2120;HC13.1: General outpatient curative care;HF21: Voluntary health insurance schemes;2018;258.0
2121;HC13.1: General outpatient curative care;HF21: Voluntary health insurance schemes;2019;258.0
2122;HC13.1: General outpatient curative care;HF21: Voluntary health insurance schemes;2020;228.0
2123;HC13.1: General outpatient curative care;HF21: Voluntary health insurance schemes;2021;241.0
2124;HC13.1: General outpatient curative care;HF21: Voluntary health insurance schemes;2022;253.0
2125;HC13.1: General outpatient curative care;HF22: Financing schemes NPISH;1998;0.0
2126;HC13.1: General outpatient curative care;HF22: Financing schemes NPISH;1999;0.0
2127;HC13.1: General outpatient curative care;HF22: Financing schemes NPISH;2000;0.0
2128;HC13.1: General outpatient curative care;HF22: Financing schemes NPISH;2001;0.0
2129;HC13.1: General outpatient curative care;HF22: Financing schemes NPISH;2002;0.0
2130;HC13.1: General outpatient curative care;HF22: Financing schemes NPISH;2003;0.0
2131;HC13.1: General outpatient curative care;HF22: Financing schemes NPISH;2004;0.0
2132;HC13.1: General outpatient curative care;HF22: Financing schemes NPISH;2005;0.0
2133;HC13.1: General outpatient curative care;HF22: Financing schemes NPISH;2006;0.0
2134;HC13.1: General outpatient curative care;HF22: Financing schemes NPISH;2007;0.0
2135;HC13.1: General outpatient curative care;HF22: Financing schemes NPISH;2008;0.0
2136;HC13.1: General outpatient curative care;HF22: Financing schemes NPISH;2009;0.0
2137;HC13.1: General outpatient curative care;HF22: Financing schemes NPISH;2010;0.0
2138;HC13.1: General outpatient curative care;HF22: Financing schemes NPISH;2011;0.0
2139;HC13.1: General outpatient curative care;HF22: Financing schemes NPISH;2012;0.0
2140;HC13.1: General outpatient curative care;HF22: Financing schemes NPISH;2013;0.0
2141;HC13.1: General outpatient curative care;HF22: Financing schemes NPISH;2014;0.0
2142;HC13.1: General outpatient curative care;HF22: Financing schemes NPISH;2015;0.0
2143;HC13.1: General outpatient curative care;HF22: Financing schemes NPISH;2016;0.0
2144;HC13.1: General outpatient curative care;HF22: Financing schemes NPISH;2017;0.0
2145;HC13.1: General outpatient curative care;HF22: Financing schemes NPISH;2018;0.0
2146;HC13.1: General outpatient curative care;HF22: Financing schemes NPISH;2019;0.0
2147;HC13.1: General outpatient curative care;HF22: Financing schemes NPISH;2020;0.0
2148;HC13.1: General outpatient curative care;HF22: Financing schemes NPISH;2021;0.0
2149;HC13.1: General outpatient curative care;HF22: Financing schemes NPISH;2022;0.0
2150;HC13.1: General outpatient curative care;HF23: Enterprise financing schemes;1998;0.0
2151;HC13.1: General outpatient curative care;HF23: Enterprise financing schemes;1999;0.0
2152;HC13.1: General outpatient curative care;HF23: Enterprise financing schemes;2000;0.0
2153;HC13.1: General outpatient curative care;HF23: Enterprise financing schemes;2001;0.0
2154;HC13.1: General outpatient curative care;HF23: Enterprise financing schemes;2002;0.0
2155;HC13.1: General outpatient curative care;HF23: Enterprise financing schemes;2003;0.0
2156;HC13.1: General outpatient curative care;HF23: Enterprise financing schemes;2004;0.0
2157;HC13.1: General outpatient curative care;HF23: Enterprise financing schemes;2005;0.0
2158;HC13.1: General outpatient curative care;HF23: Enterprise financing schemes;2006;0.0
2159;HC13.1: General outpatient curative care;HF23: Enterprise financing schemes;2007;0.0
2160;HC13.1: General outpatient curative care;HF23: Enterprise financing schemes;2008;0.0
2161;HC13.1: General outpatient curative care;HF23: Enterprise financing schemes;2009;0.0
2162;HC13.1: General outpatient curative care;HF23: Enterprise financing schemes;2010;0.0
2163;HC13.1: General outpatient curative care;HF23: Enterprise financing schemes;2011;0.0
2164;HC13.1: General outpatient curative care;HF23: Enterprise financing schemes;2012;0.0
2165;HC13.1: General outpatient curative care;HF23: Enterprise financing schemes;2013;0.0
2166;HC13.1: General outpatient curative care;HF23: Enterprise financing schemes;2014;0.0
2167;HC13.1: General outpatient curative care;HF23: Enterprise financing schemes;2015;0.0
2168;HC13.1: General outpatient curative care;HF23: Enterprise financing schemes;2016;0.0
2169;HC13.1: General outpatient curative care;HF23: Enterprise financing schemes;2017;0.0
2170;HC13.1: General outpatient curative care;HF23: Enterprise financing schemes;2018;0.0
2171;HC13.1: General outpatient curative care;HF23: Enterprise financing schemes;2019;0.0
2172;HC13.1: General outpatient curative care;HF23: Enterprise financing schemes;2020;0.0
2173;HC13.1: General outpatient curative care;HF23: Enterprise financing schemes;2021;0.0
2174;HC13.1: General outpatient curative care;HF23: Enterprise financing schemes;2022;0.0
2175;HC13.1: General outpatient curative care;HF3: Household out-of-pocket payments;1998;171.0
2176;HC13.1: General outpatient curative care;HF3: Household out-of-pocket payments;1999;190.0
2177;HC13.1: General outpatient curative care;HF3: Household out-of-pocket payments;2000;202.0
2178;HC13.1: General outpatient curative care;HF3: Household out-of-pocket payments;2001;212.0
2179;HC13.1: General outpatient curative care;HF3: Household out-of-pocket payments;2002;215.0
2180;HC13.1: General outpatient curative care;HF3: Household out-of-pocket payments;2003;252.0
2181;HC13.1: General outpatient curative care;HF3: Household out-of-pocket payments;2004;264.0
2182;HC13.1: General outpatient curative care;HF3: Household out-of-pocket payments;2005;281.0
2183;HC13.1: General outpatient curative care;HF3: Household out-of-pocket payments;2006;68.0
2184;HC13.1: General outpatient curative care;HF3: Household out-of-pocket payments;2007;62.0
2185;HC13.1: General outpatient curative care;HF3: Household out-of-pocket payments;2008;78.0
2186;HC13.1: General outpatient curative care;HF3: Household out-of-pocket payments;2009;86.0
2187;HC13.1: General outpatient curative care;HF3: Household out-of-pocket payments;2010;92.0
2188;HC13.1: General outpatient curative care;HF3: Household out-of-pocket payments;2011;105.0
2189;HC13.1: General outpatient curative care;HF3: Household out-of-pocket payments;2012;130.0
2190;HC13.1: General outpatient curative care;HF3: Household out-of-pocket payments;2013;114.0
2191;HC13.1: General outpatient curative care;HF3: Household out-of-pocket payments;2014;103.0
2192;HC13.1: General outpatient curative care;HF3: Household out-of-pocket payments;2015;125.0
2193;HC13.1: General outpatient curative care;HF3: Household out-of-pocket payments;2016;128.0
2194;HC13.1: General outpatient curative care;HF3: Household out-of-pocket payments;2017;141.0
2195;HC13.1: General outpatient curative care;HF3: Household out-of-pocket payments;2018;138.0
2196;HC13.1: General outpatient curative care;HF3: Household out-of-pocket payments;2019;144.0
2197;HC13.1: General outpatient curative care;HF3: Household out-of-pocket payments;2020;113.0
2198;HC13.1: General outpatient curative care;HF3: Household out-of-pocket payments;2021;123.0
2199;HC13.1: General outpatient curative care;HF3: Household out-of-pocket payments;2022;140.0
2200;HC13.1: General outpatient curative care;HF31: Out-of-pocket excl cost sharing;1998;171.0
2201;HC13.1: General outpatient curative care;HF31: Out-of-pocket excl cost sharing;1999;190.0
2202;HC13.1: General outpatient curative care;HF31: Out-of-pocket excl cost sharing;2000;202.0
2203;HC13.1: General outpatient curative care;HF31: Out-of-pocket excl cost sharing;2001;212.0
2204;HC13.1: General outpatient curative care;HF31: Out-of-pocket excl cost sharing;2002;215.0
2205;HC13.1: General outpatient curative care;HF31: Out-of-pocket excl cost sharing;2003;252.0
2206;HC13.1: General outpatient curative care;HF31: Out-of-pocket excl cost sharing;2004;264.0
2207;HC13.1: General outpatient curative care;HF31: Out-of-pocket excl cost sharing;2005;281.0
2208;HC13.1: General outpatient curative care;HF31: Out-of-pocket excl cost sharing;2006;68.0
2209;HC13.1: General outpatient curative care;HF31: Out-of-pocket excl cost sharing;2007;62.0
2210;HC13.1: General outpatient curative care;HF31: Out-of-pocket excl cost sharing;2008;74.0
2211;HC13.1: General outpatient curative care;HF31: Out-of-pocket excl cost sharing;2009;82.0
2212;HC13.1: General outpatient curative care;HF31: Out-of-pocket excl cost sharing;2010;88.0
2213;HC13.1: General outpatient curative care;HF31: Out-of-pocket excl cost sharing;2011;100.0
2214;HC13.1: General outpatient curative care;HF31: Out-of-pocket excl cost sharing;2012;127.0
2215;HC13.1: General outpatient curative care;HF31: Out-of-pocket excl cost sharing;2013;110.0
2216;HC13.1: General outpatient curative care;HF31: Out-of-pocket excl cost sharing;2014;99.0
2217;HC13.1: General outpatient curative care;HF31: Out-of-pocket excl cost sharing;2015;112.0
2218;HC13.1: General outpatient curative care;HF31: Out-of-pocket excl cost sharing;2016;114.0
2219;HC13.1: General outpatient curative care;HF31: Out-of-pocket excl cost sharing;2017;125.0
2220;HC13.1: General outpatient curative care;HF31: Out-of-pocket excl cost sharing;2018;125.0
2221;HC13.1: General outpatient curative care;HF31: Out-of-pocket excl cost sharing;2019;130.0
2222;HC13.1: General outpatient curative care;HF31: Out-of-pocket excl cost sharing;2020;99.0
2223;HC13.1: General outpatient curative care;HF31: Out-of-pocket excl cost sharing;2021;110.0
2224;HC13.1: General outpatient curative care;HF31: Out-of-pocket excl cost sharing;2022;124.0
2225;HC13.1: General outpatient curative care;HF32: Cost sharing;1998;0.0
2226;HC13.1: General outpatient curative care;HF32: Cost sharing;1999;0.0
2227;HC13.1: General outpatient curative care;HF32: Cost sharing;2000;0.0
2228;HC13.1: General outpatient curative care;HF32: Cost sharing;2001;0.0
2229;HC13.1: General outpatient curative care;HF32: Cost sharing;2002;0.0
2230;HC13.1: General outpatient curative care;HF32: Cost sharing;2003;0.0
2231;HC13.1: General outpatient curative care;HF32: Cost sharing;2004;0.0
2232;HC13.1: General outpatient curative care;HF32: Cost sharing;2005;0.0
2233;HC13.1: General outpatient curative care;HF32: Cost sharing;2006;0.0
2234;HC13.1: General outpatient curative care;HF32: Cost sharing;2007;0.0
2235;HC13.1: General outpatient curative care;HF32: Cost sharing;2008;3.0
2236;HC13.1: General outpatient curative care;HF32: Cost sharing;2009;3.0
2237;HC13.1: General outpatient curative care;HF32: Cost sharing;2010;4.0
2238;HC13.1: General outpatient curative care;HF32: Cost sharing;2011;4.0
2239;HC13.1: General outpatient curative care;HF32: Cost sharing;2012;2.0
2240;HC13.1: General outpatient curative care;HF32: Cost sharing;2013;4.0
2241;HC13.1: General outpatient curative care;HF32: Cost sharing;2014;4.0
2242;HC13.1: General outpatient curative care;HF32: Cost sharing;2015;13.0
2243;HC13.1: General outpatient curative care;HF32: Cost sharing;2016;14.0
2244;HC13.1: General outpatient curative care;HF32: Cost sharing;2017;17.0
2245;HC13.1: General outpatient curative care;HF32: Cost sharing;2018;13.0
2246;HC13.1: General outpatient curative care;HF32: Cost sharing;2019;14.0
2247;HC13.1: General outpatient curative care;HF32: Cost sharing;2020;14.0
2248;HC13.1: General outpatient curative care;HF32: Cost sharing;2021;14.0
2249;HC13.1: General outpatient curative care;HF32: Cost sharing;2022;17.0
2250;HC13.2: Outpatient dental care;Total financing of residents;1998;999.0
2251;HC13.2: Outpatient dental care;Total financing of residents;1999;1067.0
