ID;Sex;Age;MaritalStatus;CounrtyOfBirth;Periods;Immigration_1;EmigrationIncludingAdministrativeC_2;NetMigrationIncludingAdministrativ_3;AdministrativeEntries_4;AdministrativeRemoval_5;NetAdministrativeCorrections_6
747;Total male and female;Total;Total marital status;Bahamas;2014;5.0;4.0;1.0;0.0;1.0;-1.0
748;Total male and female;Total;Total marital status;Bahamas;2015;7.0;5.0;2.0;0.0;0.0;0.0
749;Total male and female;Total;Total marital status;Bahamas;2016;4.0;3.0;1.0;1.0;2.0;-1.0
750;Total male and female;Total;Total marital status;Bahamas;2017;10.0;6.0;4.0;0.0;2.0;-2.0
751;Total male and female;Total;Total marital status;Bahamas;2018;9.0;12.0;-3.0;1.0;2.0;-1.0
752;Total male and female;Total;Total marital status;Bahamas;2019;11.0;3.0;8.0;2.0;1.0;1.0
753;Total male and female;Total;Total marital status;Bahamas;2020;16.0;4.0;12.0;0.0;1.0;-1.0
754;Total male and female;Total;Total marital status;Bahrain;1995;7.0;6.0;1.0;0.0;0.0;0.0
755;Total male and female;Total;Total marital status;Bahrain;1996;4.0;4.0;0.0;0.0;2.0;-2.0
756;Total male and female;Total;Total marital status;Bahrain;1997;3.0;4.0;-1.0;0.0;0.0;0.0
757;Total male and female;Total;Total marital status;Bahrain;1998;12.0;5.0;7.0;0.0;1.0;-1.0
758;Total male and female;Total;Total marital status;Bahrain;1999;10.0;3.0;7.0;0.0;1.0;-1.0
759;Total male and female;Total;Total marital status;Bahrain;2000;8.0;3.0;5.0;0.0;0.0;0.0
760;Total male and female;Total;Total marital status;Bahrain;2001;7.0;6.0;1.0;0.0;2.0;-2.0
761;Total male and female;Total;Total marital status;Bahrain;2002;10.0;6.0;4.0;0.0;2.0;-2.0
762;Total male and female;Total;Total marital status;Bahrain;2003;4.0;6.0;-2.0;1.0;3.0;-2.0
763;Total male and female;Total;Total marital status;Bahrain;2004;10.0;6.0;4.0;1.0;1.0;0.0
764;Total male and female;Total;Total marital status;Bahrain;2005;5.0;8.0;-3.0;0.0;1.0;-1.0
765;Total male and female;Total;Total marital status;Bahrain;2006;4.0;8.0;-4.0;1.0;2.0;-1.0
766;Total male and female;Total;Total marital status;Bahrain;2007;8.0;5.0;3.0;1.0;2.0;-1.0
767;Total male and female;Total;Total marital status;Bahrain;2008;10.0;9.0;1.0;0.0;3.0;-3.0
768;Total male and female;Total;Total marital status;Bahrain;2009;6.0;11.0;-5.0;0.0;4.0;-4.0
769;Total male and female;Total;Total marital status;Bahrain;2010;7.0;5.0;2.0;0.0;0.0;0.0
770;Total male and female;Total;Total marital status;Bahrain;2011;20.0;9.0;11.0;0.0;2.0;-2.0
771;Total male and female;Total;Total marital status;Bahrain;2012;14.0;9.0;5.0;0.0;2.0;-2.0
772;Total male and female;Total;Total marital status;Bahrain;2013;12.0;15.0;-3.0;0.0;3.0;-3.0
773;Total male and female;Total;Total marital status;Bahrain;2014;21.0;14.0;7.0;1.0;2.0;-1.0
774;Total male and female;Total;Total marital status;Bahrain;2015;23.0;15.0;8.0;1.0;5.0;-4.0
775;Total male and female;Total;Total marital status;Bahrain;2016;28.0;12.0;16.0;0.0;3.0;-3.0
776;Total male and female;Total;Total marital status;Bahrain;2017;39.0;9.0;30.0;0.0;3.0;-3.0
777;Total male and female;Total;Total marital status;Bahrain;2018;42.0;13.0;29.0;0.0;1.0;-1.0
778;Total male and female;Total;Total marital status;Bahrain;2019;33.0;17.0;16.0;1.0;1.0;0.0
779;Total male and female;Total;Total marital status;Bahrain;2020;29.0;13.0;16.0;1.0;4.0;-3.0
780;Total male and female;Total;Total marital status;Bangladesh;1995;49.0;21.0;28.0;1.0;9.0;-8.0
781;Total male and female;Total;Total marital status;Bangladesh;1996;61.0;17.0;44.0;1.0;11.0;-10.0
782;Total male and female;Total;Total marital status;Bangladesh;1997;70.0;34.0;36.0;0.0;4.0;-4.0
783;Total male and female;Total;Total marital status;Bangladesh;1998;56.0;23.0;33.0;3.0;14.0;-11.0
784;Total male and female;Total;Total marital status;Bangladesh;1999;63.0;14.0;49.0;6.0;11.0;-5.0
785;Total male and female;Total;Total marital status;Bangladesh;2000;70.0;33.0;37.0;5.0;20.0;-15.0
786;Total male and female;Total;Total marital status;Bangladesh;2001;74.0;19.0;55.0;2.0;10.0;-8.0
787;Total male and female;Total;Total marital status;Bangladesh;2002;94.0;25.0;69.0;6.0;19.0;-13.0
788;Total male and female;Total;Total marital status;Bangladesh;2003;58.0;27.0;31.0;4.0;12.0;-8.0
789;Total male and female;Total;Total marital status;Bangladesh;2004;47.0;41.0;6.0;3.0;25.0;-22.0
790;Total male and female;Total;Total marital status;Bangladesh;2005;61.0;41.0;20.0;5.0;19.0;-14.0
791;Total male and female;Total;Total marital status;Bangladesh;2006;77.0;63.0;14.0;4.0;35.0;-31.0
792;Total male and female;Total;Total marital status;Bangladesh;2007;53.0;58.0;-5.0;5.0;23.0;-18.0
793;Total male and female;Total;Total marital status;Bangladesh;2008;93.0;60.0;33.0;5.0;31.0;-26.0
794;Total male and female;Total;Total marital status;Bangladesh;2009;118.0;55.0;63.0;11.0;29.0;-18.0
795;Total male and female;Total;Total marital status;Bangladesh;2010;126.0;71.0;55.0;10.0;38.0;-28.0
796;Total male and female;Total;Total marital status;Bangladesh;2011;125.0;93.0;32.0;6.0;43.0;-37.0
797;Total male and female;Total;Total marital status;Bangladesh;2012;134.0;83.0;51.0;11.0;36.0;-25.0
798;Total male and female;Total;Total marital status;Bangladesh;2013;181.0;127.0;54.0;12.0;59.0;-47.0
799;Total male and female;Total;Total marital status;Bangladesh;2014;161.0;117.0;44.0;8.0;45.0;-37.0
800;Total male and female;Total;Total marital status;Bangladesh;2015;197.0;128.0;69.0;10.0;41.0;-31.0
801;Total male and female;Total;Total marital status;Bangladesh;2016;311.0;131.0;180.0;5.0;39.0;-34.0
802;Total male and female;Total;Total marital status;Bangladesh;2017;338.0;197.0;141.0;7.0;98.0;-91.0
803;Total male and female;Total;Total marital status;Bangladesh;2018;250.0;190.0;60.0;9.0;73.0;-64.0
804;Total male and female;Total;Total marital status;Bangladesh;2019;308.0;137.0;171.0;8.0;43.0;-35.0
805;Total male and female;Total;Total marital status;Bangladesh;2020;395.0;169.0;226.0;12.0;51.0;-39.0
806;Total male and female;Total;Total marital status;Barbados;1995;4.0;-1.0;5.0;2.0;1.0;1.0
807;Total male and female;Total;Total marital status;Barbados;1996;8.0;7.0;1.0;0.0;3.0;-3.0
808;Total male and female;Total;Total marital status;Barbados;1997;12.0;7.0;5.0;0.0;2.0;-2.0
809;Total male and female;Total;Total marital status;Barbados;1998;5.0;5.0;0.0;0.0;2.0;-2.0
810;Total male and female;Total;Total marital status;Barbados;1999;7.0;2.0;5.0;0.0;0.0;0.0
811;Total male and female;Total;Total marital status;Barbados;2000;8.0;4.0;4.0;0.0;2.0;-2.0
812;Total male and female;Total;Total marital status;Barbados;2001;3.0;5.0;-2.0;0.0;3.0;-3.0
813;Total male and female;Total;Total marital status;Barbados;2002;2.0;6.0;-4.0;0.0;1.0;-1.0
814;Total male and female;Total;Total marital status;Barbados;2003;5.0;5.0;0.0;1.0;1.0;0.0
815;Total male and female;Total;Total marital status;Barbados;2004;4.0;2.0;2.0;0.0;0.0;0.0
816;Total male and female;Total;Total marital status;Barbados;2005;4.0;4.0;0.0;0.0;3.0;-3.0
817;Total male and female;Total;Total marital status;Barbados;2006;1.0;5.0;-4.0;0.0;1.0;-1.0
818;Total male and female;Total;Total marital status;Barbados;2007;4.0;5.0;-1.0;0.0;1.0;-1.0
819;Total male and female;Total;Total marital status;Barbados;2008;1.0;3.0;-2.0;0.0;3.0;-3.0
820;Total male and female;Total;Total marital status;Barbados;2009;3.0;2.0;1.0;0.0;1.0;-1.0
821;Total male and female;Total;Total marital status;Barbados;2010;1.0;5.0;-4.0;0.0;3.0;-3.0
822;Total male and female;Total;Total marital status;Barbados;2011;16.0;4.0;12.0;1.0;0.0;1.0
823;Total male and female;Total;Total marital status;Barbados;2012;9.0;8.0;1.0;0.0;3.0;-3.0
824;Total male and female;Total;Total marital status;Barbados;2013;10.0;6.0;4.0;0.0;1.0;-1.0
825;Total male and female;Total;Total marital status;Barbados;2014;2.0;2.0;0.0;0.0;0.0;0.0
826;Total male and female;Total;Total marital status;Barbados;2015;13.0;6.0;7.0;0.0;0.0;0.0
827;Total male and female;Total;Total marital status;Barbados;2016;13.0;7.0;6.0;1.0;4.0;-3.0
828;Total male and female;Total;Total marital status;Barbados;2017;10.0;8.0;2.0;1.0;2.0;-1.0
829;Total male and female;Total;Total marital status;Barbados;2018;11.0;3.0;8.0;3.0;1.0;2.0
830;Total male and female;Total;Total marital status;Barbados;2019;10.0;8.0;2.0;0.0;2.0;-2.0
831;Total male and female;Total;Total marital status;Barbados;2020;1.0;6.0;-5.0;1.0;2.0;-1.0
832;Total male and female;Total;Total marital status;Belarus;1995;2.0;0.0;2.0;0.0;0.0;0.0
833;Total male and female;Total;Total marital status;Belarus;1996;3.0;0.0;3.0;0.0;0.0;0.0
834;Total male and female;Total;Total marital status;Belarus;1997;8.0;0.0;8.0;0.0;0.0;0.0
835;Total male and female;Total;Total marital status;Belarus;1998;7.0;1.0;6.0;0.0;0.0;0.0
836;Total male and female;Total;Total marital status;Belarus;1999;14.0;1.0;13.0;0.0;1.0;-1.0
837;Total male and female;Total;Total marital status;Belarus;2000;21.0;0.0;21.0;0.0;0.0;0.0
838;Total male and female;Total;Total marital status;Belarus;2001;21.0;0.0;21.0;0.0;0.0;0.0
839;Total male and female;Total;Total marital status;Belarus;2002;24.0;3.0;21.0;1.0;1.0;0.0
840;Total male and female;Total;Total marital status;Belarus;2003;26.0;5.0;21.0;0.0;3.0;-3.0
841;Total male and female;Total;Total marital status;Belarus;2004;25.0;5.0;20.0;1.0;2.0;-1.0
842;Total male and female;Total;Total marital status;Belarus;2005;24.0;8.0;16.0;1.0;6.0;-5.0
843;Total male and female;Total;Total marital status;Belarus;2006;17.0;5.0;12.0;0.0;2.0;-2.0
844;Total male and female;Total;Total marital status;Belarus;2007;11.0;5.0;6.0;1.0;1.0;0.0
845;Total male and female;Total;Total marital status;Belarus;2008;13.0;3.0;10.0;0.0;3.0;-3.0
846;Total male and female;Total;Total marital status;Belarus;2009;14.0;3.0;11.0;0.0;1.0;-1.0
847;Total male and female;Total;Total marital status;Belarus;2010;28.0;6.0;22.0;1.0;1.0;0.0
848;Total male and female;Total;Total marital status;Belarus;2011;29.0;6.0;23.0;1.0;4.0;-3.0
849;Total male and female;Total;Total marital status;Belarus;2012;28.0;11.0;17.0;1.0;5.0;-4.0
850;Total male and female;Total;Total marital status;Belarus;2013;41.0;17.0;24.0;2.0;6.0;-4.0
851;Total male and female;Total;Total marital status;Belarus;2014;54.0;21.0;33.0;0.0;2.0;-2.0
852;Total male and female;Total;Total marital status;Belarus;2015;57.0;22.0;35.0;1.0;1.0;0.0
853;Total male and female;Total;Total marital status;Belarus;2016;76.0;31.0;45.0;0.0;5.0;-5.0
854;Total male and female;Total;Total marital status;Belarus;2017;77.0;23.0;54.0;1.0;6.0;-5.0
855;Total male and female;Total;Total marital status;Belarus;2018;113.0;40.0;73.0;2.0;13.0;-11.0
856;Total male and female;Total;Total marital status;Belarus;2019;166.0;38.0;128.0;0.0;3.0;-3.0
857;Total male and female;Total;Total marital status;Belarus;2020;274.0;86.0;188.0;6.0;19.0;-13.0
858;Total male and female;Total;Total marital status;Belgium;1995;1682.0;1260.0;422.0;48.0;270.0;-222.0
859;Total male and female;Total;Total marital status;Belgium;1996;1915.0;1391.0;524.0;83.0;371.0;-288.0
860;Total male and female;Total;Total marital status;Belgium;1997;2244.0;1293.0;951.0;82.0;290.0;-208.0
861;Total male and female;Total;Total marital status;Belgium;1998;2337.0;1371.0;966.0;93.0;339.0;-246.0
862;Total male and female;Total;Total marital status;Belgium;1999;2360.0;1331.0;1029.0;78.0;309.0;-231.0
863;Total male and female;Total;Total marital status;Belgium;2000;2244.0;1375.0;869.0;87.0;301.0;-214.0
864;Total male and female;Total;Total marital status;Belgium;2001;2106.0;1412.0;694.0;88.0;327.0;-239.0
865;Total male and female;Total;Total marital status;Belgium;2002;2039.0;1519.0;520.0;104.0;419.0;-315.0
866;Total male and female;Total;Total marital status;Belgium;2003;1952.0;1512.0;440.0;116.0;394.0;-278.0
867;Total male and female;Total;Total marital status;Belgium;2004;1710.0;1604.0;106.0;111.0;460.0;-349.0
868;Total male and female;Total;Total marital status;Belgium;2005;1709.0;1626.0;83.0;103.0;416.0;-313.0
869;Total male and female;Total;Total marital status;Belgium;2006;1911.0;1581.0;330.0;142.0;436.0;-294.0
870;Total male and female;Total;Total marital status;Belgium;2007;2125.0;1544.0;581.0;147.0;424.0;-277.0
871;Total male and female;Total;Total marital status;Belgium;2008;2392.0;1614.0;778.0;147.0;439.0;-292.0
872;Total male and female;Total;Total marital status;Belgium;2009;2220.0;1567.0;653.0;167.0;485.0;-318.0
873;Total male and female;Total;Total marital status;Belgium;2010;2496.0;1609.0;887.0;135.0;410.0;-275.0
874;Total male and female;Total;Total marital status;Belgium;2011;2710.0;1689.0;1021.0;121.0;391.0;-270.0
875;Total male and female;Total;Total marital status;Belgium;2012;3012.0;1851.0;1161.0;108.0;450.0;-342.0
876;Total male and female;Total;Total marital status;Belgium;2013;2970.0;1927.0;1043.0;95.0;427.0;-332.0
877;Total male and female;Total;Total marital status;Belgium;2014;3195.0;1912.0;1283.0;118.0;393.0;-275.0
878;Total male and female;Total;Total marital status;Belgium;2015;3276.0;1848.0;1428.0;123.0;341.0;-218.0
879;Total male and female;Total;Total marital status;Belgium;2016;3765.0;1969.0;1796.0;99.0;319.0;-220.0
880;Total male and female;Total;Total marital status;Belgium;2017;4018.0;2085.0;1933.0;109.0;343.0;-234.0
881;Total male and female;Total;Total marital status;Belgium;2018;3958.0;2206.0;1752.0;91.0;322.0;-231.0
882;Total male and female;Total;Total marital status;Belgium;2019;4164.0;2302.0;1862.0;91.0;324.0;-233.0
883;Total male and female;Total;Total marital status;Belgium;2020;4189.0;2278.0;1911.0;104.0;252.0;-148.0
884;Total male and female;Total;Total marital status;Belize;1995;1.0;2.0;-1.0;1.0;1.0;0.0
885;Total male and female;Total;Total marital status;Belize;1996;0.0;1.0;-1.0;0.0;0.0;0.0
886;Total male and female;Total;Total marital status;Belize;1997;3.0;0.0;3.0;0.0;0.0;0.0
887;Total male and female;Total;Total marital status;Belize;1998;4.0;4.0;0.0;0.0;3.0;-3.0
888;Total male and female;Total;Total marital status;Belize;1999;0.0;2.0;-2.0;0.0;1.0;-1.0
889;Total male and female;Total;Total marital status;Belize;2000;4.0;0.0;4.0;2.0;2.0;0.0
890;Total male and female;Total;Total marital status;Belize;2001;3.0;1.0;2.0;1.0;1.0;0.0
891;Total male and female;Total;Total marital status;Belize;2002;1.0;1.0;0.0;0.0;0.0;0.0
892;Total male and female;Total;Total marital status;Belize;2003;1.0;-1.0;2.0;1.0;0.0;1.0
893;Total male and female;Total;Total marital status;Belize;2004;1.0;2.0;-1.0;0.0;1.0;-1.0
894;Total male and female;Total;Total marital status;Belize;2005;0.0;1.0;-1.0;0.0;1.0;-1.0
895;Total male and female;Total;Total marital status;Belize;2006;1.0;1.0;0.0;0.0;0.0;0.0
896;Total male and female;Total;Total marital status;Belize;2007;3.0;2.0;1.0;1.0;2.0;-1.0
897;Total male and female;Total;Total marital status;Belize;2008;3.0;1.0;2.0;1.0;0.0;1.0
898;Total male and female;Total;Total marital status;Belize;2009;2.0;0.0;2.0;0.0;0.0;0.0
899;Total male and female;Total;Total marital status;Belize;2010;0.0;4.0;-4.0;0.0;1.0;-1.0
900;Total male and female;Total;Total marital status;Belize;2011;2.0;3.0;-1.0;0.0;1.0;-1.0
901;Total male and female;Total;Total marital status;Belize;2012;2.0;1.0;1.0;1.0;1.0;0.0
902;Total male and female;Total;Total marital status;Belize;2013;1.0;1.0;0.0;0.0;0.0;0.0
903;Total male and female;Total;Total marital status;Belize;2014;1.0;1.0;0.0;0.0;0.0;0.0
904;Total male and female;Total;Total marital status;Belize;2015;1.0;0.0;1.0;0.0;0.0;0.0
905;Total male and female;Total;Total marital status;Belize;2016;4.0;0.0;4.0;0.0;0.0;0.0
906;Total male and female;Total;Total marital status;Belize;2017;2.0;2.0;0.0;0.0;0.0;0.0
907;Total male and female;Total;Total marital status;Belize;2018;7.0;3.0;4.0;1.0;2.0;-1.0
908;Total male and female;Total;Total marital status;Belize;2019;7.0;4.0;3.0;0.0;0.0;0.0
909;Total male and female;Total;Total marital status;Belize;2020;6.0;5.0;1.0;0.0;0.0;0.0
910;Total male and female;Total;Total marital status;Benin;1995;13.0;8.0;5.0;4.0;4.0;0.0
911;Total male and female;Total;Total marital status;Benin;1996;13.0;13.0;0.0;0.0;4.0;-4.0
912;Total male and female;Total;Total marital status;Benin;1997;12.0;7.0;5.0;1.0;2.0;-1.0
913;Total male and female;Total;Total marital status;Benin;1998;21.0;4.0;17.0;2.0;3.0;-1.0
914;Total male and female;Total;Total marital status;Benin;1999;15.0;3.0;12.0;0.0;3.0;-3.0
915;Total male and female;Total;Total marital status;Benin;2000;18.0;8.0;10.0;0.0;4.0;-4.0
916;Total male and female;Total;Total marital status;Benin;2001;46.0;6.0;40.0;0.0;2.0;-2.0
917;Total male and female;Total;Total marital status;Benin;2002;85.0;12.0;73.0;4.0;11.0;-7.0
918;Total male and female;Total;Total marital status;Benin;2003;50.0;15.0;35.0;1.0;9.0;-8.0
919;Total male and female;Total;Total marital status;Benin;2004;37.0;25.0;12.0;1.0;24.0;-23.0
920;Total male and female;Total;Total marital status;Benin;2005;24.0;35.0;-11.0;3.0;34.0;-31.0
921;Total male and female;Total;Total marital status;Benin;2006;13.0;41.0;-28.0;6.0;34.0;-28.0
922;Total male and female;Total;Total marital status;Benin;2007;22.0;17.0;5.0;4.0;18.0;-14.0
923;Total male and female;Total;Total marital status;Benin;2008;18.0;10.0;8.0;6.0;12.0;-6.0
924;Total male and female;Total;Total marital status;Benin;2009;26.0;17.0;9.0;3.0;12.0;-9.0
925;Total male and female;Total;Total marital status;Benin;2010;29.0;32.0;-3.0;3.0;26.0;-23.0
926;Total male and female;Total;Total marital status;Benin;2011;30.0;10.0;20.0;5.0;6.0;-1.0
927;Total male and female;Total;Total marital status;Benin;2012;24.0;25.0;-1.0;0.0;12.0;-12.0
928;Total male and female;Total;Total marital status;Benin;2013;30.0;24.0;6.0;3.0;7.0;-4.0
929;Total male and female;Total;Total marital status;Benin;2014;17.0;18.0;-1.0;3.0;7.0;-4.0
930;Total male and female;Total;Total marital status;Benin;2015;27.0;20.0;7.0;0.0;10.0;-10.0
931;Total male and female;Total;Total marital status;Benin;2016;28.0;17.0;11.0;3.0;10.0;-7.0
932;Total male and female;Total;Total marital status;Benin;2017;22.0;14.0;8.0;2.0;6.0;-4.0
933;Total male and female;Total;Total marital status;Benin;2018;17.0;19.0;-2.0;5.0;8.0;-3.0
934;Total male and female;Total;Total marital status;Benin;2019;25.0;15.0;10.0;1.0;4.0;-3.0
935;Total male and female;Total;Total marital status;Benin;2020;16.0;15.0;1.0;0.0;2.0;-2.0
936;Total male and female;Total;Total marital status;Bermuda;1995;0.0;0.0;0.0;0.0;0.0;0.0
937;Total male and female;Total;Total marital status;Bermuda;1996;2.0;3.0;-1.0;0.0;2.0;-2.0
938;Total male and female;Total;Total marital status;Bermuda;1997;4.0;2.0;2.0;0.0;0.0;0.0
939;Total male and female;Total;Total marital status;Bermuda;1998;2.0;5.0;-3.0;0.0;1.0;-1.0
940;Total male and female;Total;Total marital status;Bermuda;1999;1.0;1.0;0.0;0.0;1.0;-1.0
941;Total male and female;Total;Total marital status;Bermuda;2000;2.0;2.0;0.0;0.0;0.0;0.0
