ID;SectorsAssets;CounterpartSectorsLiabilities;BalanceSheetsAndTransactions;Periods;SavingsTransferableAndOtherDeposits_1;ShortTermSecurities_2;LongTermSecurities_3;ShortTermLoans_4;LongTermLoans_5;HomeMortgages_6;ListedShares_7;InvestmentFundSharesOrUnits_8
1816;Total domestic sectors;Financial corporations;Financial transactions;2024 2nd quarter;-26152.0;-23.0;-778.0;-374.0;2887.0;0.0;-377.0;-10939.0
1817;Total domestic sectors;Financial corporations;Financial transactions;2024 3rd quarter;30557.0;-765.0;-731.0;936.0;2376.0;0.0;-736.0;2264.0
1818;Total domestic sectors;Financial corporations;Financial transactions;2024 4th quarter;-10885.0;-335.0;-1832.0;-6657.0;-5507.0;0.0;1311.0;-3752.0
1819;Total domestic sectors;Financial corporations;Financial transactions;2024;17053.0;-47.0;-4673.0;-4189.0;5540.0;0.0;155.0;-9655.0
1820;Total domestic sectors;Financial corporations;Other changes;1999 1st quarter;75.0;;;-258.0;519.0;;;
1821;Total domestic sectors;Financial corporations;Other changes;1999 2nd quarter;-182.0;;;-108.0;-490.0;;;
1822;Total domestic sectors;Financial corporations;Other changes;1999 3rd quarter;-350.0;;;57.0;-150.0;;;
1823;Total domestic sectors;Financial corporations;Other changes;1999 4th quarter;426.0;;;199.0;-157.0;;;
1824;Total domestic sectors;Financial corporations;Other changes;1999;-31.0;;;-110.0;-278.0;;;
1825;Total domestic sectors;Financial corporations;Other changes;2000 1st quarter;1425.0;;;-200.0;-2634.0;;;
1826;Total domestic sectors;Financial corporations;Other changes;2000 2nd quarter;7.0;;;367.0;-2403.0;;;
1827;Total domestic sectors;Financial corporations;Other changes;2000 3rd quarter;5466.0;;;-1226.0;-3267.0;;;
1828;Total domestic sectors;Financial corporations;Other changes;2000 4th quarter;700.0;;;-24.0;-3315.0;;;
1829;Total domestic sectors;Financial corporations;Other changes;2000;7598.0;;;-1083.0;-11619.0;;;
1830;Total domestic sectors;Financial corporations;Other changes;2001 1st quarter;-275.0;;;3.0;-821.0;;;
1831;Total domestic sectors;Financial corporations;Other changes;2001 2nd quarter;641.0;;;3.0;128.0;;;
1832;Total domestic sectors;Financial corporations;Other changes;2001 3rd quarter;-432.0;;;1.0;36.0;;;
1833;Total domestic sectors;Financial corporations;Other changes;2001 4th quarter;304.0;;;2.0;1643.0;;;
1834;Total domestic sectors;Financial corporations;Other changes;2001;238.0;;;9.0;986.0;;;
1835;Total domestic sectors;Financial corporations;Other changes;2002 1st quarter;2077.0;;;-1.0;762.0;;;
1836;Total domestic sectors;Financial corporations;Other changes;2002 2nd quarter;-2025.0;;;0.0;115.0;;;
1837;Total domestic sectors;Financial corporations;Other changes;2002 3rd quarter;562.0;;;-1.0;107.0;;;
1838;Total domestic sectors;Financial corporations;Other changes;2002 4th quarter;-698.0;;;-1.0;600.0;;;
1839;Total domestic sectors;Financial corporations;Other changes;2002;-84.0;;;-3.0;1584.0;;;
1840;Total domestic sectors;Financial corporations;Other changes;2003 1st quarter;1829.0;;;41.0;-98.0;;;
1841;Total domestic sectors;Financial corporations;Other changes;2003 2nd quarter;-1635.0;;;45.0;-37.0;;;
1842;Total domestic sectors;Financial corporations;Other changes;2003 3rd quarter;354.0;;;62.0;17.0;;;
1843;Total domestic sectors;Financial corporations;Other changes;2003 4th quarter;-1710.0;;;82.0;33.0;;;
1844;Total domestic sectors;Financial corporations;Other changes;2003;-1162.0;;;230.0;-85.0;;;
1845;Total domestic sectors;Financial corporations;Other changes;2004 1st quarter;3663.0;;;97.0;194.0;;;
1846;Total domestic sectors;Financial corporations;Other changes;2004 2nd quarter;147.0;;;38.0;-246.0;;;
1847;Total domestic sectors;Financial corporations;Other changes;2004 3rd quarter;-5080.0;;;-3.0;-289.0;;;
1848;Total domestic sectors;Financial corporations;Other changes;2004 4th quarter;-134.0;;;-26.0;-262.0;;;
1849;Total domestic sectors;Financial corporations;Other changes;2004;-1404.0;;;106.0;-603.0;;;
1850;Total domestic sectors;Financial corporations;Other changes;2005 1st quarter;396.0;;;3369.0;320.0;;;
1851;Total domestic sectors;Financial corporations;Other changes;2005 2nd quarter;660.0;;;-1358.0;1331.0;;;
1852;Total domestic sectors;Financial corporations;Other changes;2005 3rd quarter;729.0;;;-1254.0;1485.0;;;
1853;Total domestic sectors;Financial corporations;Other changes;2005 4th quarter;448.0;;;-417.0;770.0;;;
1854;Total domestic sectors;Financial corporations;Other changes;2005;2233.0;;;340.0;3906.0;;;
1855;Total domestic sectors;Financial corporations;Other changes;2006 1st quarter;-1001.0;;;15.0;482.0;;;
1856;Total domestic sectors;Financial corporations;Other changes;2006 2nd quarter;-78.0;;;0.0;-56.0;;;
1857;Total domestic sectors;Financial corporations;Other changes;2006 3rd quarter;-245.0;;;-3.0;-91.0;;;
1858;Total domestic sectors;Financial corporations;Other changes;2006 4th quarter;-377.0;;;-28.0;-537.0;;;
1859;Total domestic sectors;Financial corporations;Other changes;2006;-1701.0;;;-16.0;-202.0;;;
1860;Total domestic sectors;Financial corporations;Other changes;2007 1st quarter;-35.0;;;58.0;-15.0;;;
1861;Total domestic sectors;Financial corporations;Other changes;2007 2nd quarter;37.0;;;58.0;-913.0;;;
1862;Total domestic sectors;Financial corporations;Other changes;2007 3rd quarter;30.0;;;91.0;90.0;;;
1863;Total domestic sectors;Financial corporations;Other changes;2007 4th quarter;27.0;;;54.0;-111.0;;;
1864;Total domestic sectors;Financial corporations;Other changes;2007;59.0;;;261.0;-949.0;;;
1865;Total domestic sectors;Financial corporations;Other changes;2008 1st quarter;-1359.0;;;-925.0;-495.0;;;
1866;Total domestic sectors;Financial corporations;Other changes;2008 2nd quarter;136.0;;;15.0;-109.0;;;
1867;Total domestic sectors;Financial corporations;Other changes;2008 3rd quarter;2036.0;;;628.0;491.0;;;
1868;Total domestic sectors;Financial corporations;Other changes;2008 4th quarter;1739.0;;;527.0;169.0;;;
1869;Total domestic sectors;Financial corporations;Other changes;2008;2552.0;;;245.0;56.0;;;
1870;Total domestic sectors;Financial corporations;Other changes;2009 1st quarter;504.0;;;79.0;540.0;;;
1871;Total domestic sectors;Financial corporations;Other changes;2009 2nd quarter;-519.0;;;199.0;-254.0;;;
1872;Total domestic sectors;Financial corporations;Other changes;2009 3rd quarter;-486.0;;;-237.0;-381.0;;;
1873;Total domestic sectors;Financial corporations;Other changes;2009 4th quarter;267.0;;;6174.0;17593.0;;;
1874;Total domestic sectors;Financial corporations;Other changes;2009;-234.0;;;6215.0;17498.0;;;
1875;Total domestic sectors;Financial corporations;Other changes;2010 1st quarter;1037.0;70.0;-88.0;259.0;532.0;0.0;821.0;23744.0
1876;Total domestic sectors;Financial corporations;Other changes;2010 2nd quarter;15172.0;18.0;-400.0;894.0;-16268.0;0.0;-1488.0;-5258.0
1877;Total domestic sectors;Financial corporations;Other changes;2010 3rd quarter;-2037.0;-252.0;666.0;-1424.0;-691.0;0.0;1002.0;9287.0
1878;Total domestic sectors;Financial corporations;Other changes;2010 4th quarter;449.0;-38.0;-640.0;249.0;-128.0;0.0;1559.0;15366.0
1879;Total domestic sectors;Financial corporations;Other changes;2010;14621.0;-202.0;-462.0;-22.0;-16555.0;0.0;1894.0;43139.0
1880;Total domestic sectors;Financial corporations;Other changes;2011 1st quarter;-1145.0;-330.0;-413.0;-458.0;-2724.0;0.0;977.0;-7.0
1881;Total domestic sectors;Financial corporations;Other changes;2011 2nd quarter;-293.0;-118.0;819.0;-300.0;107.0;0.0;-742.0;-5081.0
1882;Total domestic sectors;Financial corporations;Other changes;2011 3rd quarter;1567.0;208.0;1387.0;4339.0;-45.0;0.0;-1971.0;-23455.0
1883;Total domestic sectors;Financial corporations;Other changes;2011 4th quarter;714.0;-90.0;2118.0;700.0;-79.0;0.0;355.0;20510.0
1884;Total domestic sectors;Financial corporations;Other changes;2011;843.0;-330.0;3911.0;4281.0;-2741.0;0.0;-1381.0;-8033.0
1885;Total domestic sectors;Financial corporations;Other changes;2012 1st quarter;-897.0;17.0;1265.0;-631.0;209.0;0.0;1359.0;25344.0
1886;Total domestic sectors;Financial corporations;Other changes;2012 2nd quarter;1583.0;-101.0;389.0;1578.0;89.0;0.0;-1758.0;-2108.0
1887;Total domestic sectors;Financial corporations;Other changes;2012 3rd quarter;-491.0;-11.0;1076.0;-478.0;82.0;0.0;689.0;19908.0
1888;Total domestic sectors;Financial corporations;Other changes;2012 4th quarter;-663.0;-68.0;75.0;-628.0;98.0;0.0;748.0;4065.0
1889;Total domestic sectors;Financial corporations;Other changes;2012;-468.0;-163.0;2805.0;-159.0;478.0;0.0;1038.0;47209.0
1890;Total domestic sectors;Financial corporations;Other changes;2013 1st quarter;350.0;-289.0;-594.0;498.0;-161.0;0.0;-359.0;19848.0
1891;Total domestic sectors;Financial corporations;Other changes;2013 2nd quarter;-404.0;-183.0;-501.0;-869.0;29.0;0.0;1267.0;-15009.0
1892;Total domestic sectors;Financial corporations;Other changes;2013 3rd quarter;-495.0;-69.0;-279.0;-832.0;-184.0;0.0;994.0;6324.0
1893;Total domestic sectors;Financial corporations;Other changes;2013 4th quarter;-5016.0;-132.0;490.0;-519.0;-150.0;0.0;1591.0;8503.0
1894;Total domestic sectors;Financial corporations;Other changes;2013;-5565.0;-673.0;-884.0;-1722.0;-466.0;0.0;3493.0;19666.0
1895;Total domestic sectors;Financial corporations;Other changes;2014 1st quarter;-135.0;92.0;718.0;27.0;236.0;0.0;1383.0;18600.0
1896;Total domestic sectors;Financial corporations;Other changes;2014 2nd quarter;295.0;17.0;1334.0;301.0;284.0;0.0;1853.0;23690.0
1897;Total domestic sectors;Financial corporations;Other changes;2014 3rd quarter;1706.0;-30.0;440.0;1596.0;800.0;0.0;277.0;20367.0
1898;Total domestic sectors;Financial corporations;Other changes;2014 4th quarter;-11880.0;84.0;1473.0;23182.0;-90901.0;0.0;-1600.0;16597.0
1899;Total domestic sectors;Financial corporations;Other changes;2014;-10014.0;163.0;3965.0;25106.0;-89581.0;0.0;1913.0;79254.0
1900;Total domestic sectors;Financial corporations;Other changes;2015 1st quarter;4213.0;38.0;1015.0;2513.0;1476.0;0.0;2921.0;65771.0
1901;Total domestic sectors;Financial corporations;Other changes;2015 2nd quarter;-1376.0;14.0;-696.0;-1061.0;-385.0;0.0;-1804.0;-31371.0
1902;Total domestic sectors;Financial corporations;Other changes;2015 3rd quarter;-293.0;-73.0;-545.0;-96.0;-164.0;0.0;-2862.0;-35312.0
1903;Total domestic sectors;Financial corporations;Other changes;2015 4th quarter;1123.0;-10.0;-202.0;985.0;317.0;0.0;391.0;18681.0
1904;Total domestic sectors;Financial corporations;Other changes;2015;3667.0;-31.0;-428.0;2341.0;1244.0;0.0;-1354.0;17769.0
1905;Total domestic sectors;Financial corporations;Other changes;2016 1st quarter;-3147.0;26.0;-487.0;-1348.0;-734.0;0.0;-1031.0;-4785.0
1906;Total domestic sectors;Financial corporations;Other changes;2016 2nd quarter;746.0;-212.0;533.0;626.0;76.0;0.0;-356.0;21607.0
1907;Total domestic sectors;Financial corporations;Other changes;2016 3rd quarter;-324.0;0.0;248.0;-437.0;-226.0;0.0;509.0;13996.0
1908;Total domestic sectors;Financial corporations;Other changes;2016 4th quarter;4369.0;19.0;-522.0;1768.0;38544.0;0.0;7853.0;21701.0
1909;Total domestic sectors;Financial corporations;Other changes;2016;1644.0;-167.0;-228.0;609.0;37660.0;0.0;6975.0;52519.0
1910;Total domestic sectors;Financial corporations;Other changes;2017 1st quarter;-502.0;-7.0;47.0;-454.0;-135.0;0.0;1197.0;14261.0
1911;Total domestic sectors;Financial corporations;Other changes;2017 2nd quarter;-2907.0;-6.0;28.0;-2115.0;-493.0;0.0;113.0;-16091.0
1912;Total domestic sectors;Financial corporations;Other changes;2017 3rd quarter;-1401.0;-5.0;-23.0;-1155.0;-220.0;0.0;5390.0;6183.0
1913;Total domestic sectors;Financial corporations;Other changes;2017 4th quarter;-619.0;-3.0;202.0;-995.0;-197.0;0.0;-2514.0;21749.0
1914;Total domestic sectors;Financial corporations;Other changes;2017;-5429.0;-21.0;254.0;-4719.0;-1045.0;0.0;4186.0;26102.0
1915;Total domestic sectors;Financial corporations;Other changes;2018 1st quarter;-938.0;-17.0;-378.0;-1085.0;-249.0;0.0;988.0;-14215.0
1916;Total domestic sectors;Financial corporations;Other changes;2018 2nd quarter;1704.0;9.0;29.0;2400.0;597.0;0.0;1127.0;26000.0
1917;Total domestic sectors;Financial corporations;Other changes;2018 3rd quarter;213.0;6.0;-375.0;210.0;74.0;0.0;-1137.0;11974.0
1918;Total domestic sectors;Financial corporations;Other changes;2018 4th quarter;331.0;-31.0;-165.0;-1694.0;-189.0;0.0;-9448.0;-48653.0
1919;Total domestic sectors;Financial corporations;Other changes;2018;1310.0;-33.0;-889.0;-169.0;233.0;0.0;-8470.0;-24894.0
1920;Total domestic sectors;Financial corporations;Other changes;2019 1st quarter;681.0;35.0;996.0;1048.0;435.0;0.0;5552.0;65098.0
1921;Total domestic sectors;Financial corporations;Other changes;2019 2nd quarter;-507.0;-6.0;910.0;-815.0;-361.0;0.0;1883.0;10298.0
1922;Total domestic sectors;Financial corporations;Other changes;2019 3rd quarter;1340.0;4.0;721.0;1811.0;947.0;0.0;-1064.0;29547.0
1923;Total domestic sectors;Financial corporations;Other changes;2019 4th quarter;-769.0;-3.0;-985.0;-990.0;-561.0;0.0;4239.0;23132.0
1924;Total domestic sectors;Financial corporations;Other changes;2019;745.0;30.0;1642.0;1054.0;460.0;0.0;10610.0;128075.0
1925;Total domestic sectors;Financial corporations;Other changes;2020 1st quarter;649.0;-6.0;-565.0;678.0;553.0;0.0;-18986.0;-114735.0
1926;Total domestic sectors;Financial corporations;Other changes;2020 2nd quarter;-831.0;-1.0;1139.0;-870.0;-600.0;0.0;7394.0;57433.0
1927;Total domestic sectors;Financial corporations;Other changes;2020 3rd quarter;-1381.0;1.0;421.0;-1894.0;-1161.0;0.0;-695.0;16426.0
1928;Total domestic sectors;Financial corporations;Other changes;2020 4th quarter;-1253.0;-3.0;516.0;-3357.0;-3936.0;0.0;14320.0;58624.0
1929;Total domestic sectors;Financial corporations;Other changes;2020;-2816.0;-9.0;1511.0;-5443.0;-5144.0;0.0;2033.0;17748.0
1930;Total domestic sectors;Financial corporations;Other changes;2021 1st quarter;1565.0;-16.0;-1294.0;9850.0;10250.0;0.0;3027.0;45160.0
1931;Total domestic sectors;Financial corporations;Other changes;2021 2nd quarter;-426.0;8.0;141.0;-413.0;-324.0;0.0;-499.0;42479.0
1932;Total domestic sectors;Financial corporations;Other changes;2021 3rd quarter;900.0;2.0;-242.0;271.0;594.0;0.0;4303.0;16182.0
1933;Total domestic sectors;Financial corporations;Other changes;2021 4th quarter;1037.0;11.0;-1077.0;245.0;585.0;0.0;466.0;51662.0
1934;Total domestic sectors;Financial corporations;Other changes;2021;3076.0;5.0;-2472.0;9953.0;11105.0;0.0;7297.0;155483.0
1935;Total domestic sectors;Financial corporations;Other changes;2022 1st quarter;623.0;1.0;-5582.0;73.0;-24.0;0.0;-7186.0;-30642.0
1936;Total domestic sectors;Financial corporations;Other changes;2022 2nd quarter;2598.0;6.0;-7318.0;418.0;1357.0;0.0;-8810.0;-52215.0
1937;Total domestic sectors;Financial corporations;Other changes;2022 3rd quarter;2545.0;-1.0;-3662.0;-17.0;1407.0;0.0;2280.0;-8478.0
1938;Total domestic sectors;Financial corporations;Other changes;2022 4th quarter;-4183.0;-34.0;1392.0;-210.0;-2013.0;0.0;4078.0;-11770.0
1939;Total domestic sectors;Financial corporations;Other changes;2022;1583.0;-28.0;-15170.0;264.0;727.0;0.0;-9638.0;-103105.0
1940;Total domestic sectors;Financial corporations;Other changes;2023 1st quarter;-715.0;1.0;739.0;-61.0;55597.0;0.0;8860.0;6120.0
1941;Total domestic sectors;Financial corporations;Other changes;2023 2nd quarter;74.0;-1.0;92.0;1.0;-35.0;0.0;2831.0;6512.0
1942;Total domestic sectors;Financial corporations;Other changes;2023 3rd quarter;783.0;-55.0;-1026.0;3020.0;548.0;0.0;-2579.0;-2928.0
1943;Total domestic sectors;Financial corporations;Other changes;2023 4th quarter;-1521.0;-47.0;4432.0;-71.0;-952.0;0.0;5696.0;22443.0
1944;Total domestic sectors;Financial corporations;Other changes;2023;-1379.0;-102.0;4237.0;2889.0;55158.0;0.0;14808.0;32147.0
1945;Total domestic sectors;Financial corporations;Other changes;2024 1st quarter;749.0;48.0;-474.0;23.0;530.0;0.0;8893.0;22846.0
1946;Total domestic sectors;Financial corporations;Other changes;2024 2nd quarter;861.0;8.0;-260.0;14.0;451.0;0.0;-13072.0;6669.0
1947;Total domestic sectors;Financial corporations;Other changes;2024 3rd quarter;-1410.0;-5.0;2347.0;-60.0;-1044.0;0.0;-2686.0;10951.0
1948;Total domestic sectors;Financial corporations;Other changes;2024 4th quarter;2717.0;21.0;-292.0;55.0;1503.0;0.0;-2933.0;24945.0
1949;Total domestic sectors;Financial corporations;Other changes;2024;2917.0;72.0;1321.0;32.0;1440.0;0.0;-9798.0;65411.0
1950;Total domestic sectors;Financial corporations;Price changes and revaluations;1999 1st quarter;;;;;;;;
1951;Total domestic sectors;Financial corporations;Price changes and revaluations;1999 2nd quarter;;;;;;;;
1952;Total domestic sectors;Financial corporations;Price changes and revaluations;1999 3rd quarter;;;;;;;;
1953;Total domestic sectors;Financial corporations;Price changes and revaluations;1999 4th quarter;;;;;;;;
1954;Total domestic sectors;Financial corporations;Price changes and revaluations;1999;;;;;;;;
1955;Total domestic sectors;Financial corporations;Price changes and revaluations;2000 1st quarter;;;;;;;;
1956;Total domestic sectors;Financial corporations;Price changes and revaluations;2000 2nd quarter;;;;;;;;
1957;Total domestic sectors;Financial corporations;Price changes and revaluations;2000 3rd quarter;;;;;;;;
1958;Total domestic sectors;Financial corporations;Price changes and revaluations;2000 4th quarter;;;;;;;;
1959;Total domestic sectors;Financial corporations;Price changes and revaluations;2000;;;;;;;;
1960;Total domestic sectors;Financial corporations;Price changes and revaluations;2001 1st quarter;;;;;;;;
