ID;PlaatsEnGemeentenamen;Gemeentecode_1;Gemeentenaam_2;EGGCode_3;EGGNaam_4;Provinciecode_5;Provincienaam_6;PlaatsnaamPTTWoonplaatsnaam_7;PlaatsnaamGemeentenaam_8;Plaatsnaam_9
3654;Moordhuizen;668;West Maas en Waal              ;41;Land van Maas en Waal                   ;25;Gelderland    ;nee;nee;Moordhuizen                    
3655;Moordrecht;563;Moordrecht                     ;74;Gouda en omstreken                      ;28;Zuid-Holland  ;ja ;ja ;Moordrecht                     
3656;Moorst;351;Woudenberg                     ;43;Utrechtse Vallei en Eemgebied           ;26;Utrecht       ;nee;nee;Moorst                         
3657;Moorveld;938;Meerssen                       ;127;Overige gemeenten Zuid-Limburg          ;31;Limburg       ;ja ;nee;Moorveld                       
3658;Moosdijk;762;Deurne                         ;118;Brabantse Peel                          ;30;Noord-Brabant ;nee;nee;Moosdijk                       
3659;Morige;7;Bellingwedde                   ;3;Groninger Oldambt                       ;20;Groningen     ;nee;nee;Morige                         
3660;Morra;58;Dongeradeel                    ;12;Friese Bouwstreek                       ;21;Friesland     ;ja ;nee;Morra                          
3661;Morsche Hoef;860;Veghel                         ;112;Midden-Meijerij                         ;30;Noord-Brabant ;nee;nee;Morsche Hoef                   
3662;Mortel;1652;Gemert-Bakel                   ;118;Brabantse Peel                          ;30;Noord-Brabant ;ja ;nee;Mortel                         
3663;Mortel;1640;Leudal                         ;123;Midden-Limburg ten westen van de Maas   ;31;Limburg       ;nee;nee;Mortel                         
3664;Moscou;118;Hoogeveen                      ;18;Zuid-Drents Randgebied                  ;22;Drenthe       ;nee;nee;Moscou                         
3665;Mossel;228;Ede                            ;31;Gelderse Vallei                         ;25;Gelderland    ;nee;nee;Mossel                         
3666;Mossel;1876;Bronckhorst                    ;28;Overige gemeenten westelijke Achterhoek ;25;Gelderland    ;nee;nee;Mossel                         
3667;Mostheuvel;770;Eersel                         ;116;Kempenland                              ;30;Noord-Brabant ;nee;nee;Mostheuvel                     
3668;Muggenbeet;1708;Steenwijkerland                ;19;Noordwest-Overijssel                    ;23;Overijssel    ;nee;nee;Muggenbeet                     
3669;Muggenhol;861;Veldhoven                      ;114;Randgebied Eindhoven                    ;30;Noord-Brabant ;nee;nee;Muggenhol                      
3670;Muggenhool;1724;Bergeijk                       ;116;Kempenland                              ;30;Noord-Brabant ;nee;nee;Muggenhool                     
3671;Muiden;424;Muiden                         ;65;Vechtstreek in Noord-Holland            ;27;Noord-Holland ;ja ;ja ;Muiden                         
3672;Muiderberg;424;Muiden                         ;65;Vechtstreek in Noord-Holland            ;27;Noord-Holland ;ja ;nee;Muiderberg                     
3673;Muijeveld;1696;Wijdemeren                     ;65;Vechtstreek in Noord-Holland            ;27;Noord-Holland ;nee;nee;Muijeveld                      
3674;Muisbroek;689;Giessenlanden                  ;77;Overige gemeenten Alblasserwaard        ;28;Zuid-Holland  ;nee;nee;Muisbroek                      
3675;Mullegen;269;Oldebroek                      ;32;IJsselmeerkust                          ;25;Gelderland    ;nee;nee;Mullegen                       
3676;Mun;1685;Landerd                        ;111;Maaskant                                ;30;Noord-Brabant ;nee;nee;Mun                            
3677;Mûnein;737;Tytsjerksteradiel              ;9;Fries Zandgebied                        ;21;Friesland     ;ja ;nee;Mûnein                         
3678;Munnekeburen;98;Weststellingwerf               ;9;Fries Zandgebied                        ;21;Friesland     ;ja ;nee;Munnekeburen                   
3679;Munnekemoer;48;Vlagtwedde                     ;4;Groninger Veenkoloniën                  ;20;Groningen     ;nee;nee;Munnekemoer                    
3680;Munnekezijl;79;Kollumerland en Nieuwkruisland ;12;Friese Bouwstreek                       ;21;Friesland     ;ja ;nee;Munnekezijl                    
3681;Munnikenheide;840;Rucphen                        ;102;Bergen op Zoom, Roosendaal en omgeving  ;30;Noord-Brabant ;nee;nee;Munnikenheide                  
3682;Munnikenland;585;Binnenmaas                     ;90;Hoeksche Waard                          ;28;Zuid-Holland  ;nee;nee;Munnikenland                   
3683;Munsel;757;Boxtel                         ;110;Gebied om 's-Hertogenbosch en Vught     ;30;Noord-Brabant ;nee;nee;Munsel                         
3684;Munstergeleen;1883;Sittard-Geleen                 ;124;Westelijke Mijnstreek                   ;31;Limburg       ;ja ;nee;Munstergeleen                  
3685;Muntel;796;'s-Hertogenbosch               ;109;'s-Hertogenbosch en Vught               ;30;Noord-Brabant ;nee;nee;Muntel                         
3686;Muntendam;1987;Menterwolde                    ;3;Groninger Oldambt                       ;20;Groningen     ;ja ;nee;Muntendam                      
3687;Murmerwoude;1891;Dantumadiel                    ;9;Fries Zandgebied                        ;21;Friesland     ;nee;nee;Murmerwoude                    
3688;Musschemig;917;Heerlen                        ;125;Oostelijke Mijnstreek                   ;31;Limburg       ;nee;nee;Musschemig                     
3689;Mussel;37;Stadskanaal                    ;4;Groninger Veenkoloniën                  ;20;Groningen     ;ja ;nee;Mussel                         
3690;Musselkanaal;37;Stadskanaal                    ;4;Groninger Veenkoloniën                  ;20;Groningen     ;ja ;nee;Musselkanaal                   
3691;Naald, De;375;Beverwijk                      ;59;IJmond                                  ;27;Noord-Holland ;nee;nee;Naald, De                      
3692;Naaldwijk;1783;Westland                       ;81;Westland                                ;28;Zuid-Holland  ;ja ;nee;Naaldwijk                      
3693;Naarden;425;Naarden                        ;67;Overige gemeenten in het Gooi           ;27;Noord-Holland ;ja ;ja ;Naarden                        
3694;Naarderburen;55;Boarnsterhim                   ;10;Fries Weidegebied                       ;21;Friesland     ;nee;nee;Naarderburen                   
3695;Naardermeer;424;Muiden                         ;65;Vechtstreek in Noord-Holland            ;27;Noord-Holland ;nee;nee;Naardermeer                    
3696;Naastenbest;753;Best                           ;114;Randgebied Eindhoven                    ;30;Noord-Brabant ;nee;nee;Naastenbest                    
3697;Nabbegat;1685;Landerd                        ;111;Maaskant                                ;30;Noord-Brabant ;nee;nee;Nabbegat                       
3698;Nabben;983;Venlo                          ;121;Industriegebied Venlo-Beesel            ;31;Limburg       ;nee;nee;Nabben                         
3699;Nachtegaal;1507;Horst aan de Maas              ;120;Noord-Limburg                           ;31;Limburg       ;nee;nee;Nachtegaal                     
3700;Nagelbeek;962;Schinnen                       ;124;Westelijke Mijnstreek                   ;31;Limburg       ;nee;nee;Nagelbeek                      
3701;Nagele;171;Noordoostpolder                ;128;Noordoostpolder                         ;24;Flevoland     ;ja ;nee;Nagele                         
3702;Nansum;10;Delfzijl                       ;2;Appingedam en Delfzijl                  ;20;Groningen     ;nee;nee;Nansum                         
3703;Napels;39;Scheemda                       ;3;Groninger Oldambt                       ;20;Groningen     ;nee;nee;Napels                         
3704;Nattenhoven;971;Stein                          ;124;Westelijke Mijnstreek                   ;31;Limburg       ;nee;nee;Nattenhoven                    
3705;Nauerna;479;Zaanstad                       ;58;Zaanstreek                              ;27;Noord-Holland ;nee;nee;Nauerna                        
3706;Nazareth;935;Maastricht                     ;126;Maastricht                              ;31;Limburg       ;nee;nee;Nazareth                       
3707;Neck (ged.);439;Purmerend                      ;57;Waterland                               ;27;Noord-Holland ;nee;nee;Neck (ged.)                    
3708;Neck (ged.);880;Wormerland                     ;58;Zaanstreek                              ;27;Noord-Holland ;nee;nee;Neck (ged.)                    
3709;Nederasselt;252;Heumen                         ;40;Gebied om Nijmegen                      ;25;Gelderland    ;ja ;nee;Nederasselt                    
3710;Neder-Betuwe;1740;Neder-Betuwe                   ;37;Oostelijke Betuwe                       ;25;Gelderland    ;nee;ja ;Neder-Betuwe                   
3711;Neder-Hardinxveld;523;Hardinxveld-Giessendam         ;76;Industriegebied Alblasserwaard          ;28;Zuid-Holland  ;nee;nee;Neder-Hardinxveld              
3712;Nederheide;858;Valkenswaard                   ;117;Valkenswaard en oostelijke randgemeenten;30;Noord-Brabant ;nee;nee;Nederheide                     
3713;Nederheide;1652;Gemert-Bakel                   ;118;Brabantse Peel                          ;30;Noord-Brabant ;nee;nee;Nederheide                     
3714;Nederhemert;297;Zaltbommel                     ;42;Bommelerwaard                           ;25;Gelderland    ;ja ;nee;Nederhemert                    
3715;Nederhorst Den Berg;1696;Wijdemeren                     ;65;Vechtstreek in Noord-Holland            ;27;Noord-Holland ;ja ;nee;Nederhorst Den Berg            
3716;Nederland;1708;Steenwijkerland                ;19;Noordwest-Overijssel                    ;23;Overijssel    ;ja ;nee;Nederland                      
3717;Nederlangbroek;352;Wijk bij Duurstede             ;45;Utrechts Kromme Rijngebied              ;26;Utrecht       ;nee;nee;Nederlangbroek                 
3718;Nederlek;643;Nederlek                       ;75;Krimpenerwaard                          ;28;Zuid-Holland  ;nee;ja ;Nederlek                       
3719;Nederweert;946;Nederweert                     ;123;Midden-Limburg ten westen van de Maas   ;31;Limburg       ;ja ;ja ;Nederweert                     
3720;Nederweerterdijk;941;Meijel                         ;123;Midden-Limburg ten westen van de Maas   ;31;Limburg       ;nee;nee;Nederweerterdijk               
3721;Nederwetten;820;Nuenen, Gerwen en Nederwetten  ;114;Randgebied Eindhoven                    ;30;Noord-Brabant ;nee;nee;Nederwetten                    
3722;Nederwoud;228;Ede                            ;31;Gelderse Vallei                         ;25;Gelderland    ;nee;nee;Nederwoud                      
3723;Neede;1859;Berkelland                     ;30;Overige gemeenten oostelijke Achterhoek ;25;Gelderland    ;ja ;nee;Neede                          
3724;Neer;1640;Leudal                         ;123;Midden-Limburg ten westen van de Maas   ;31;Limburg       ;ja ;nee;Neer                           
3725;Neerbeek;888;Beek                           ;124;Westelijke Mijnstreek                   ;31;Limburg       ;nee;nee;Neerbeek                       
3726;Neerbosch;268;Nijmegen                       ;39;Nijmegen                                ;25;Gelderland    ;nee;nee;Neerbosch                      
3727;Neerbroek;755;Boekel                         ;112;Midden-Meijerij                         ;30;Noord-Brabant ;nee;nee;Neerbroek                      
3728;Neerdorp;1742;Rijssen-Holten                 ;24;Overige gemeenten in Twente             ;23;Overijssel    ;nee;nee;Neerdorp                       
3729;Neerijnen;304;Neerijnen                      ;38;Westelijke Betuwe                       ;25;Gelderland    ;ja ;ja ;Neerijnen                      
3730;Neeritter;1640;Leudal                         ;123;Midden-Limburg ten westen van de Maas   ;31;Limburg       ;ja ;nee;Neeritter                      
3731;Neerkant;762;Deurne                         ;118;Brabantse Peel                          ;30;Noord-Brabant ;ja ;nee;Neerkant                       
3732;Neerloon;828;Oss                            ;111;Maaskant                                ;30;Noord-Brabant ;nee;nee;Neerloon                       
