ID;TravelMotives;Population;TripCharacteristics;Margins;RegionCharacteristics;Periods;Trips_1;DistanceTravelled_2;TimeTravelled_3;Trips_4;DistanceTravelled_5;TimeTravelled_6
1042;Total;Population 6 years or older;Distance: 1 to 3,6 km;Lower bound 95% confidence interval;Moderately urbanised;2022;1.04;2.03;14.36;379.0;741.0;87.4
1043;Total;Population 6 years or older;Distance: 1 to 3,6 km;Lower bound 95% confidence interval;Moderately urbanised;2023;1.01;1.97;13.4;369.0;717.0;81.5
1044;Total;Population 6 years or older;Distance: 1 to 3,6 km;Lower bound 95% confidence interval;Hardly urbanised;2018;0.9;1.69;10.44;327.0;618.0;63.5
1045;Total;Population 6 years or older;Distance: 1 to 3,6 km;Lower bound 95% confidence interval;Hardly urbanised;2019;0.86;1.63;9.96;315.0;595.0;60.6
1046;Total;Population 6 years or older;Distance: 1 to 3,6 km;Lower bound 95% confidence interval;Hardly urbanised;2020;0.81;1.53;10.73;296.0;561.0;65.4
1047;Total;Population 6 years or older;Distance: 1 to 3,6 km;Lower bound 95% confidence interval;Hardly urbanised;2021;0.87;1.67;12.25;319.0;610.0;74.5
1048;Total;Population 6 years or older;Distance: 1 to 3,6 km;Lower bound 95% confidence interval;Hardly urbanised;2022;0.92;1.73;12.26;334.0;630.0;74.6
1049;Total;Population 6 years or older;Distance: 1 to 3,6 km;Lower bound 95% confidence interval;Hardly urbanised;2023;0.9;1.7;11.71;327.0;621.0;71.2
1050;Total;Population 6 years or older;Distance: 1 to 3,6 km;Lower bound 95% confidence interval;Not urbanised;2018;0.69;1.29;8.11;252.0;472.0;49.3
1051;Total;Population 6 years or older;Distance: 1 to 3,6 km;Lower bound 95% confidence interval;Not urbanised;2019;0.65;1.22;7.68;238.0;445.0;46.7
1052;Total;Population 6 years or older;Distance: 1 to 3,6 km;Lower bound 95% confidence interval;Not urbanised;2020;0.67;1.26;8.94;247.0;462.0;54.5
1053;Total;Population 6 years or older;Distance: 1 to 3,6 km;Lower bound 95% confidence interval;Not urbanised;2021;0.69;1.32;9.97;253.0;483.0;60.7
1054;Total;Population 6 years or older;Distance: 1 to 3,6 km;Lower bound 95% confidence interval;Not urbanised;2022;0.71;1.33;9.92;258.0;487.0;60.3
1055;Total;Population 6 years or older;Distance: 1 to 3,6 km;Lower bound 95% confidence interval;Not urbanised;2023;0.7;1.36;9.11;256.0;495.0;55.4
1056;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;The Netherlands;2018;0.97;1.89;12.97;353.0;690.0;78.9
1057;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;The Netherlands;2019;0.94;1.85;12.66;344.0;674.0;77.0
1058;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;The Netherlands;2020;0.87;1.69;12.87;319.0;620.0;78.5
1059;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;The Netherlands;2021;0.93;1.81;14.48;338.0;659.0;88.1
1060;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;The Netherlands;2022;0.99;1.94;15.09;362.0;708.0;91.8
1061;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;The Netherlands;2023;0.98;1.93;14.54;359.0;705.0;88.5
1062;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Noord-Nederland (LD);2018;0.97;1.92;12.52;356.0;701.0;76.2
1063;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Noord-Nederland (LD);2019;0.92;1.83;12.19;337.0;667.0;74.2
1064;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Noord-Nederland (LD);2020;0.9;1.73;12.89;328.0;634.0;78.6
1065;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Noord-Nederland (LD);2021;0.92;1.8;13.83;337.0;657.0;84.2
1066;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Noord-Nederland (LD);2022;0.96;1.92;14.6;352.0;700.0;88.8
1067;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Noord-Nederland (LD);2023;0.99;1.98;14.51;361.0;722.0;88.3
1068;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Oost-Nederland (LD);2018;1.05;2.05;13.11;382.0;749.0;79.7
1069;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Oost-Nederland (LD);2019;1.02;2.0;12.75;371.0;731.0;77.6
1070;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Oost-Nederland (LD);2020;0.93;1.84;13.1;342.0;674.0;79.9
1071;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Oost-Nederland (LD);2021;0.98;1.92;14.39;357.0;702.0;87.6
1072;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Oost-Nederland (LD);2022;1.07;2.08;15.46;390.0;758.0;94.1
1073;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Oost-Nederland (LD);2023;1.05;2.07;14.49;382.0;755.0;88.2
1074;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;West-Nederland (LD);2018;0.96;1.86;13.6;349.0;680.0;82.7
1075;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;West-Nederland (LD);2019;0.94;1.83;13.29;343.0;667.0;80.9
1076;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;West-Nederland (LD);2020;0.84;1.61;13.11;306.0;591.0;79.9
1077;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;West-Nederland (LD);2021;0.91;1.77;15.15;332.0;647.0;92.2
1078;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;West-Nederland (LD);2022;0.98;1.92;15.61;356.0;699.0;94.9
1079;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;West-Nederland (LD);2023;0.96;1.89;14.92;352.0;691.0;90.7
1080;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Zuid-Nederland (LD);2018;0.97;1.89;12.54;354.0;691.0;76.3
1081;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Zuid-Nederland (LD);2019;0.95;1.87;12.35;347.0;683.0;75.1
1082;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Zuid-Nederland (LD);2020;0.93;1.82;13.06;342.0;665.0;79.7
1083;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Zuid-Nederland (LD);2021;0.96;1.87;14.33;351.0;683.0;87.2
1084;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Zuid-Nederland (LD);2022;1.02;1.99;14.9;374.0;726.0;90.6
1085;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Zuid-Nederland (LD);2023;1.01;1.97;14.77;370.0;721.0;89.8
1086;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Groningen (PV);2018;1.06;2.1;14.17;386.0;766.0;86.2
1087;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Groningen (PV);2019;0.97;1.92;13.52;355.0;700.0;82.2
1088;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Groningen (PV);2020;0.85;1.63;12.7;313.0;598.0;77.5
1089;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Groningen (PV);2021;0.91;1.77;14.39;332.0;646.0;87.6
1090;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Groningen (PV);2022;0.99;1.96;14.89;361.0;714.0;90.6
1091;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Groningen (PV);2023;1.02;2.07;15.57;373.0;754.0;94.7
1092;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Fryslân (PV);2018;0.96;1.87;12.24;350.0;684.0;74.5
1093;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Fryslân (PV);2019;0.91;1.76;11.82;331.0;643.0;71.9
1094;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Fryslân (PV);2020;1.01;1.94;14.48;370.0;711.0;88.3
1095;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Fryslân (PV);2021;0.97;1.89;14.16;354.0;689.0;86.1
1096;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Fryslân (PV);2022;1.02;2.04;15.35;373.0;746.0;93.4
1097;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Fryslân (PV);2023;1.06;2.15;15.61;388.0;784.0;95.0
1098;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Drenthe (PV);2018;1.01;2.0;12.56;368.0;731.0;76.4
1099;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Drenthe (PV);2019;1.0;2.05;13.08;365.0;749.0;79.6
1100;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Drenthe (PV);2020;0.9;1.78;12.8;330.0;652.0;78.1
1101;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Drenthe (PV);2021;0.98;1.92;14.56;357.0;701.0;88.6
1102;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Drenthe (PV);2022;0.97;1.93;15.37;353.0;706.0;93.5
1103;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Drenthe (PV);2023;0.96;1.88;13.67;351.0;685.0;83.1
1104;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Overijssel (PV);2018;1.1;2.2;14.1;403.0;802.0;85.8
1105;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Overijssel (PV);2019;1.11;2.18;13.7;407.0;795.0;83.3
1106;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Overijssel (PV);2020;0.97;1.93;13.37;356.0;706.0;81.6
1107;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Overijssel (PV);2021;1.06;2.09;14.75;388.0;764.0;89.7
1108;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Overijssel (PV);2022;1.14;2.23;16.24;418.0;815.0;98.8
1109;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Overijssel (PV);2023;1.14;2.24;15.61;418.0;818.0;95.0
1110;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Flevoland (PV);2018;0.94;1.85;12.3;343.0;674.0;74.8
1111;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Flevoland (PV);2019;1.01;2.03;13.11;368.0;740.0;79.8
1112;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Flevoland (PV);2020;0.81;1.64;11.69;298.0;600.0;71.3
1113;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Flevoland (PV);2021;0.89;1.77;14.23;325.0;646.0;86.6
1114;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Flevoland (PV);2022;0.95;1.89;14.69;345.0;690.0;89.4
1115;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Flevoland (PV);2023;0.96;2.03;14.52;351.0;740.0;88.3
1116;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Gelderland (PV);2018;1.07;2.08;13.19;390.0;758.0;80.3
1117;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Gelderland (PV);2019;1.0;1.97;12.68;365.0;720.0;77.2
1118;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Gelderland (PV);2020;0.97;1.9;13.77;354.0;695.0;84.0
1119;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Gelderland (PV);2021;0.98;1.92;14.77;358.0;702.0;89.9
1120;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Gelderland (PV);2022;1.08;2.09;15.78;395.0;763.0;96.0
1121;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Gelderland (PV);2023;1.04;2.05;14.4;381.0;748.0;87.6
1122;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Utrecht (PV);2018;1.03;1.99;13.84;375.0;726.0;84.2
1123;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Utrecht (PV);2019;1.04;2.0;13.42;379.0;730.0;81.6
1124;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Utrecht (PV);2020;0.92;1.76;13.71;336.0;646.0;83.6
1125;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Utrecht (PV);2021;0.98;1.88;15.51;356.0;687.0;94.4
1126;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Utrecht (PV);2022;1.08;2.09;15.97;393.0;762.0;97.1
1127;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Utrecht (PV);2023;1.03;1.99;15.1;375.0;727.0;91.9
1128;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Noord-Holland (PV);2018;0.96;1.87;14.15;350.0;684.0;86.1
1129;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Noord-Holland (PV);2019;0.94;1.85;13.79;345.0;675.0;83.9
1130;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Noord-Holland (PV);2020;0.85;1.63;13.45;311.0;595.0;82.1
1131;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Noord-Holland (PV);2021;0.91;1.77;15.38;330.0;646.0;93.5
1132;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Noord-Holland (PV);2022;0.98;1.94;16.47;357.0;708.0;100.2
1133;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Noord-Holland (PV);2023;0.97;1.93;15.52;356.0;703.0;94.4
1134;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Zuid-Holland (PV);2018;0.96;1.88;13.75;350.0;685.0;83.6
1135;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Zuid-Holland (PV);2019;0.93;1.82;13.58;340.0;666.0;82.6
1136;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Zuid-Holland (PV);2020;0.82;1.59;13.13;300.0;581.0;80.1
1137;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Zuid-Holland (PV);2021;0.91;1.78;15.49;334.0;649.0;94.2
1138;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Zuid-Holland (PV);2022;0.97;1.9;15.43;352.0;693.0;93.9
1139;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Zuid-Holland (PV);2023;0.96;1.88;15.08;350.0;686.0;91.7
1140;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Zeeland (PV);2018;1.03;1.94;12.92;377.0;707.0;78.6
1141;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Zeeland (PV);2019;0.99;1.84;12.41;360.0;670.0;75.5
1142;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Zeeland (PV);2020;0.91;1.82;13.58;335.0;665.0;82.8
1143;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Zeeland (PV);2021;0.97;1.95;14.72;353.0;712.0;89.5
1144;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Zeeland (PV);2022;1.02;1.97;15.8;373.0;718.0;96.1
1145;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Zeeland (PV);2023;1.03;2.09;13.77;375.0;762.0;83.8
1146;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Noord-Brabant (PV);2018;0.98;1.91;12.63;358.0;695.0;76.8
1147;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Noord-Brabant (PV);2019;0.96;1.89;12.45;352.0;691.0;75.7
1148;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Noord-Brabant (PV);2020;0.96;1.88;13.24;352.0;689.0;80.8
1149;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Noord-Brabant (PV);2021;0.99;1.91;14.62;361.0;699.0;88.9
1150;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Noord-Brabant (PV);2022;1.05;2.03;15.09;383.0;742.0;91.8
1151;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Noord-Brabant (PV);2023;1.01;1.97;14.53;369.0;719.0;88.4
1152;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Limburg (PV);2018;0.99;1.94;12.89;361.0;709.0;78.4
1153;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Limburg (PV);2019;0.96;1.9;12.77;351.0;694.0;77.7
1154;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Limburg (PV);2020;0.9;1.73;13.24;329.0;634.0;80.8
1155;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Limburg (PV);2021;0.93;1.84;14.27;341.0;672.0;86.8
1156;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Limburg (PV);2022;1.0;1.97;15.24;367.0;718.0;92.7
1157;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Limburg (PV);2023;1.06;2.06;16.06;386.0;753.0;97.7
1158;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Extremely urbanised;2018;0.98;1.96;15.41;359.0;717.0;93.8
1159;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Extremely urbanised;2019;0.94;1.87;15.04;342.0;684.0;91.5
1160;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Extremely urbanised;2020;0.8;1.57;13.8;295.0;575.0;84.2
1161;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Extremely urbanised;2021;0.9;1.76;16.38;327.0;642.0;99.6
1162;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Extremely urbanised;2022;0.97;1.95;16.95;354.0;711.0;103.1
1163;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Extremely urbanised;2023;0.97;1.93;16.73;354.0;706.0;101.8
1164;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Strongly urbanised;2018;1.02;2.02;13.99;374.0;738.0;85.1
1165;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Strongly urbanised;2019;1.02;2.02;13.67;371.0;737.0;83.1
1166;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Strongly urbanised;2020;0.93;1.84;13.99;342.0;674.0;85.4
1167;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Strongly urbanised;2021;0.98;1.95;15.33;359.0;711.0;93.2
1168;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Strongly urbanised;2022;1.06;2.08;16.33;386.0;761.0;99.3
1169;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Strongly urbanised;2023;1.06;2.11;15.85;386.0;771.0;96.4
1170;Total;Population 6 years or older;Distance: 1 to 3,6 km;Upper bound 95% confidence interval;Moderately urbanised;2018;1.05;2.05;13.07;384.0;748.0;79.5
