ID;VissoortenSchaalEnSchelpdieren;Perioden;Prijzen_1
3670;Schar;1995;1275.0
3671;Schar;1996 januari;1334.0
3672;Schar;1996 februari;1452.0
3673;Schar;1996 maart;939.0
3674;Schar;1996 april;1071.0
3675;Schar;1996 mei;1039.0
3676;Schar;1996 juni;1457.0
3677;Schar;1996 juli;1561.0
3678;Schar;1996 augustus;1470.0
3679;Schar;1996 september;1511.0
3680;Schar;1996 oktober;1720.0
3681;Schar;1996 november;1752.0
3682;Schar;1996 december;1520.0
3683;Schar;1996;1389.0
3684;Schar;1997 januari;1602.0
3685;Schar;1997 februari;1693.0
3686;Schar;1997 maart;1493.0
3687;Schar;1997 april;1398.0
3688;Schar;1997 mei;1389.0
3689;Schar;1997 juni;1502.0
3690;Schar;1997 juli;1334.0
3691;Schar;1997 augustus;1461.0
3692;Schar;1997 september;1584.0
3693;Schar;1997 oktober;
3694;Schar;1997 november;1402.0
3695;Schar;1997 december;1311.0
3696;Schar;1997;
3697;Schar;1998 januari;1130.0
3698;Schar;1998 februari;830.0
3699;Schar;1998 maart;939.0
3700;Schar;1998 april;803.0
3701;Schar;1998 mei;726.0
3702;Schar;1998 juni;803.0
3703;Schar;1998 juli;839.0
3704;Schar;1998 augustus;976.0
3705;Schar;1998 september;1148.0
3706;Schar;1998 oktober;1234.0
3707;Schar;1998 november;1547.0
3708;Schar;1998 december;1520.0
3709;Schar;1998;1044.0
3710;Schar;1999 januari;1629.0
3711;Schar;1999 februari;1570.0
3712;Schar;1999 maart;1325.0
3713;Schar;1999 april;1162.0
3714;Schar;1999 mei;967.0
3715;Schar;1999 juni;1162.0
3716;Schar;1999 juli;1125.0
3717;Schar;1999 augustus;1203.0
3718;Schar;1999 september;1470.0
3719;Schar;1999 oktober;1534.0
3720;Schar;1999 november;
3721;Schar;1999 december;
3722;Schar;1999;1330.0
3723;Schar;2000 januari;1588.0
3724;Schar;2000 februari;1298.0
3725;Schar;2000 maart;1103.0
3726;Schar;2000 april;953.0
3727;Schar;2000 mei;853.0
3728;Schar;2000 juni;1393.0
3729;Schar;2000 juli;1529.0
3730;Schar;2000 augustus;1652.0
3731;Schar;2000 september;1874.0
3732;Schar;2000 oktober;2314.0
3733;Schar;2000 november;2541.0
3734;Schar;2000 december;2165.0
3735;Schar;2000;1615.0
3736;Schar;2001 januari;1838.0
3737;Schar;2001 februari;1870.0
3738;Schar;2001 maart;1475.0
3739;Schar;2001 april;1298.0
3740;Schar;2001 mei;1066.0
3741;Schar;2001 juni;1529.0
3742;Schar;2001 juli;1370.0
3743;Schar;2001 augustus;1262.0
3744;Schar;2001 september;1475.0
3745;Schar;2001 oktober;1516.0
3746;Schar;2001 november;1516.0
3747;Schar;2001 december;1443.0
3748;Schar;2001;1475.0
3749;Schar;2002 januari;1470.0
3750;Schar;2002 februari;1320.0
3751;Schar;2002 maart;810.0
3752;Schar;2002 april;500.0
3753;Schar;2002 mei;800.0
3754;Schar;2002 juni;980.0
3755;Schar;2002 juli;1080.0
3756;Schar;2002 augustus;1400.0
3757;Schar;2002 september;1500.0
3758;Schar;2002 oktober;1300.0
3759;Schar;2002 november;1360.0
3760;Schar;2002 december;1210.0
3761;Schar;2002;1120.0
3762;Schar;2003 januari;1060.0
3763;Schar;2003 februari;710.0
3764;Schar;2003 maart;590.0
3765;Schar;2003 april;510.0
3766;Schar;2003 mei;710.0
3767;Schar;2003 juni;690.0
3768;Schar;2003 juli;790.0
3769;Schar;2003 augustus;1170.0
3770;Schar;2003 september;1360.0
3771;Schar;2003 oktober;1420.0
3772;Schar;2003 november;1290.0
3773;Schar;2003 december;1190.0
3774;Schar;2003;950.0
3775;Schar;2004 januari;1150.0
3776;Schar;2004 februari;1050.0
3777;Schar;2004 maart;990.0
3778;Schar;2004 april;710.0
3779;Schar;2004 mei;700.0
3780;Schar;2004 juni;1040.0
3781;Schar;2004 juli;1180.0
3782;Schar;2004 augustus;1130.0
3783;Schar;2004 september;1220.0
3784;Schar;2004 oktober;1120.0
3785;Schar;2004 november;1050.0
3786;Schar;2004 december;930.0
3787;Schar;2004;1010.0
3788;Schar;2005 januari;920.0
3789;Schar;2005 februari;680.0
3790;Schar;2005 maart;640.0
3791;Schar;2005 april;690.0
3792;Schar;2005 mei;710.0
3793;Schar;2005 juni;910.0
3794;Schar;2005 juli;980.0
3795;Schar;2005 augustus;980.0
3796;Schar;2005 september;980.0
3797;Schar;2005 oktober;1020.0
3798;Schar;2005 november;1180.0
3799;Schar;2005 december;1180.0
3800;Schar;2005;900.0
3801;Schar;2006 januari;950.0
3802;Schar;2006 februari;760.0
3803;Schar;2006 maart;870.0
3804;Schar;2006 april;910.0
3805;Schar;2006 mei;750.0
3806;Schar;2006 juni;750.0
3807;Schar;2006 juli;680.0
3808;Schar;2006 augustus;720.0
3809;Schar;2006 september;960.0
3810;Schar;2006 oktober;1030.0
3811;Schar;2006 november;1110.0
3812;Schar;2006 december;1110.0
3813;Schar;2006;850.0
3814;Schar;2007 januari;1240.0
3815;Schar;2007 februari;980.0
3816;Schar;2007 maart;1060.0
3817;Schar;2007 april;950.0
3818;Schar;2007 mei;830.0
3819;Schar;2007 juni;820.0
3820;Schar;2007 juli;870.0
3821;Schar;2007 augustus;960.0
3822;Schar;2007 september;1110.0
3823;Schar;2007 oktober;940.0
3824;Schar;2007 november;1090.0
3825;Schar;2007 december;930.0
3826;Schar;2007;960.0
3827;Schar;2008 januari;1100.0
3828;Schar;2008 februari;930.0
3829;Schar;2008 maart;1000.0
3830;Schar;2008 april;710.0
3831;Schar;2008 mei;590.0
3832;Schar;2008 juni;730.0
3833;Schar;2008 juli;850.0
3834;Schar;2008 augustus;1010.0
3835;Schar;2008 september;1060.0
3836;Schar;2008 oktober;1160.0
3837;Schar;2008 november;1230.0
3838;Schar;2008 december;1020.0
3839;Schar;2008;910.0
3840;Schar;2009 januari;1000.0
3841;Schar;2009 februari;920.0
3842;Schar;2009 maart;
3843;Schar;2009 april;
3844;Schar;2009 mei;600.0
3845;Schar;2009 juni;610.0
3846;Schar;2009 juli;510.0
3847;Schar;2009 augustus;630.0
3848;Schar;2009 september;990.0
3849;Schar;2009 oktober;1070.0
3850;Schar;2009 november;970.0
3851;Schar;2009 december;660.0
3852;Schar;2009;750.0
3853;Schar;2010 januari;600.0
3854;Schar;2010 februari;620.0
3855;Schar;2010 maart;540.0
3856;Schar;2010 april;570.0
3857;Schar;2010 mei;590.0
3858;Schar;2010 juni;640.0
3859;Schar;2010 juli;620.0
3860;Schar;2010 augustus;830.0
3861;Schar;2010 september;1140.0
3862;Schar;2010 oktober;1170.0
3863;Schar;2010 november;1010.0
3864;Schar;2010 december;850.0
3865;Schar;2010;760.0
3866;Schar;2011 januari;820.0
3867;Schar;2011 februari;730.0
3868;Schar;2011 maart;550.0
3869;Schar;2011 april;570.0
3870;Schar;2011 mei;500.0
3871;Schar;2011 juni;640.0
3872;Schar;2011 juli;730.0
3873;Schar;2011 augustus;780.0
3874;Schar;2011 september;1130.0
3875;Schar;2011 oktober;1210.0
3876;Schar;2011 november;1170.0
3877;Schar;2011 december;1190.0
3878;Schar;2011;800.0
3879;Schar;2012 januari;1116.0
3880;Schar;2012 februari;739.0
3881;Schar;2012 maart;610.0
3882;Schar;2012 april;679.0
3883;Schar;2012 mei;684.0
3884;Schar;2012 juni;891.0
3885;Schar;2012 juli;912.0
3886;Schar;2012 augustus;972.0
3887;Schar;2012 september;1161.0
3888;Schar;2012 oktober;1312.0
3889;Schar;2012 november;1186.0
3890;Schar;2012 december;1017.0
3891;Schar;2012;914.0
3892;Schar;2013 januari;949.0
3893;Schar;2013 februari;765.0
3894;Schar;2013 maart;611.0
3895;Schar;2013 april;642.0
3896;Schar;2013 mei;616.0
3897;Schar;2013 juni;670.0
3898;Schar;2013 juli;690.0
3899;Schar;2013 augustus;907.0
3900;Schar;2013 september;1118.0
3901;Schar;2013 oktober;1051.0
3902;Schar;2013 november;885.0
3903;Schar;2013 december;860.0
3904;Schar;2013;808.0
3905;Schar;2014 januari;946.0
3906;Schar;2014 februari;814.0
3907;Schar;2014 maart;561.0
3908;Schar;2014 april;567.0
3909;Schar;2014 mei;582.0
3910;Schar;2014 juni;629.0
3911;Schar;2014 juli;625.0
3912;Schar;2014 augustus;797.0
3913;Schar;2014 september;910.0
3914;Schar;2014 oktober;977.0
3915;Schar;2014 november;938.0
3916;Schar;2014 december;867.0
3917;Schar;2014 ;764.0
3918;Schar;2015 januari;818.0
3919;Schar;2015 februari;654.0
3920;Schar;2015 maart;526.0
3921;Schar;2015 april;499.0
3922;Schar;2015 mei;600.0
3923;Schar;2015 juni;758.0
3924;Schar;2015 juli;814.0
3925;Schar;2015  augustus;904.0
3926;Schar;2015 september;903.0
3927;Schar;2015 oktober;912.0
3928;Schar;2015 november;1021.0
3929;Schar;2015 december;960.0
3930;Schar;2015 ;769.0
3931;Schar;2016  januari;1079.0
3932;Schar;2016 februari;1008.0
3933;Schar;2016 maart;721.0
3934;Schar;2016 april;719.0
3935;Schar;2016 mei;847.0
3936;Schar;2016 juni;958.0
3937;Schar;2016 juli;851.0
3938;Schar;2016 augustus;997.0
3939;Schar;2016 september;1180.0
3940;Schar;2016 oktober;1326.0
3941;Schar;2016 november;1207.0
3942;Schar;2016 december;865.0
3943;Schar;2016;975.0
3944;Schar;2017 januari;1006.0
3945;Schar;2017 februari;1050.0
3946;Schar;2017 maart;927.0
3947;Schar;2017 april;870.0
3948;Schar;2017 mei;1066.0
3949;Schar;2017 juni;1145.0
3950;Schar;2017 juli;1260.0
3951;Schar;2017 augustus;1138.0
3952;Schar;2017 september;1099.0
3953;Schar;2017 oktober;1295.0
3954;Schar;2017 november;1263.0
3955;Schar;2017 december;1221.0
3956;Schar;2017;1089.0
3957;Schar;2018 januari;1144.0
3958;Schar;2018 februari;1169.0
3959;Schar;2018 maart;1070.0
3960;Schar;2018 april;1050.0
3961;Schar;2018 mei;1117.0
3962;Schar;2018 juni;1133.0
3963;Schar;2018 juli;967.0
3964;Schar;2018 augustus;622.0
3965;Schar;2018 september;924.0
3966;Schar;2018 oktober;1147.0
3967;Schar;2018 november;1133.0
3968;Schar;2018 december;930.0
3969;Schar;2018;1023.0
3970;Schar;2019 januari;920.0
3971;Schar;2019 februari;819.0
3972;Schar;2019 maart;755.0
3973;Schar;2019 april ;826.0
3974;Schar;2019 mei;875.0
3975;Schar;2019 juni;1047.0
3976;Schar;2019 juli;1059.0
3977;Schar;2019 augustus;886.0
3978;Schar;2019 september;950.0
3979;Schar;2019 oktober;999.0
3980;Schar;2019 november;953.0
3981;Schar;2019 december;822.0
3982;Schar;2019;917.0
3983;Schar;2020 januari;888.0
3984;Schar;2020 februari;861.0
3985;Schar;2020 maart;683.0
3986;Schar;2020 april;563.0
3987;Schar;2020 mei;757.0
3988;Schar;2020 juni;732.0
3989;Schar;2020 juli;495.0
3990;Schar;2020 augustus;631.0
3991;Schar;2020 september;445.0
3992;Schar;2020 oktober;566.0
3993;Schar;2020 november;922.0
3994;Schar;2020 december;792.0
3995;Schar;2020;693.0
3996;Schar;2021 januari;901.0
3997;Schar;2021 februari;766.0
3998;Schar;2021 maart;658.0
3999;Schar;2021 april;813.0
4000;Schar;2021 mei;652.0
4001;Schar;2021 juni;737.0
4002;Schar;2021 juli;595.0
4003;Schar;2021 augustus;758.0
4004;Schar;2021 september;893.0
4005;Schar;2021 oktober;825.0
4006;Schar;2021 november;1080.0
4007;Schar;2021 december;1040.0
4008;Schar;2021 ;777.0
4009;Schar;2022  januari;1119.0
4010;Schar;2022 februari;1428.0
4011;Schar;2022 maart;1036.0
4012;Schar;2022 april;783.0
4013;Schar;2022 mei;775.0
4014;Schar;2022 juni;739.0
4015;Schar;2022 juli;713.0
4016;Schar;2022 augustus;751.0
4017;Schar;2022 september;867.0
4018;Schar;2022 oktober;1054.0
4019;Schar;2022 november;918.0
4020;Schar;2022 december;867.0
4021;Schar;2022;910.0
4022;Schar;2023 januari;1132.0
4023;Schar;2023 februari;926.0
4024;Schar;2023 maart;791.0
4025;Schar;2023 april;826.0
4026;Schar;2023 mei;752.0
4027;Schar;2023 juni;852.0
4028;Schar;2023 juli;878.0
4029;Schar;2023 augustus;881.0
4030;Schar;2023 september;1192.0
4031;Schar;2023 oktober;1741.0
4032;Schar;2023 november;1556.0
4033;Schar;2023 december;1559.0
4034;Schar;2023;983.0
4035;Schar;2024 januari;1603.0
4036;Schar;2024 februari;1404.0
4037;Schar;2024 maart;877.0
4038;Schar;2024 april;872.0
4039;Schar;2024 mei;735.0
4040;Schar;2024 juni;702.0
4041;Schar;2024 juli ;325.0
4042;Schar;2024 augustus;341.0
4043;Schar;2024 september;563.0
4044;Schar;2024 oktober;742.0
4045;Schar;2024 november;1205.0
4046;Schar;2024 december;1291.0
4047;Schar;2024 ;727.0
4048;Schar;2025 januari;1397.0
4049;Schar;2025 februari;646.0
4050;Schelvis;1994 januari;1112.0
4051;Schelvis;1994 februari;1007.0
4052;Schelvis;1994 maart;1180.0
4053;Schelvis;1994 april;1216.0
4054;Schelvis;1994 mei;1026.0
4055;Schelvis;1994 juni;1180.0
4056;Schelvis;1994 juli;985.0
4057;Schelvis;1994 augustus;1007.0
4058;Schelvis;1994 september;1035.0
4059;Schelvis;1994 oktober;930.0
4060;Schelvis;1994 november;912.0
4061;Schelvis;1994 december;1021.0
4062;Schelvis;1994;1035.0
4063;Schelvis;1995 januari;1339.0
4064;Schelvis;1995 februari;1334.0
4065;Schelvis;1995 maart;1098.0
4066;Schelvis;1995 april;885.0
4067;Schelvis;1995 mei;735.0
4068;Schelvis;1995 juni;835.0
4069;Schelvis;1995 juli;735.0
4070;Schelvis;1995 augustus;762.0
4071;Schelvis;1995 september;867.0
4072;Schelvis;1995 oktober;753.0
4073;Schelvis;1995 november;935.0
4074;Schelvis;1995 december;862.0
4075;Schelvis;1995;830.0
4076;Schelvis;1996 januari;1016.0
4077;Schelvis;1996 februari;1094.0
4078;Schelvis;1996 maart;889.0
4079;Schelvis;1996 april;1035.0
4080;Schelvis;1996 mei;1098.0
4081;Schelvis;1996 juni;898.0
4082;Schelvis;1996 juli;903.0
4083;Schelvis;1996 augustus;762.0
4084;Schelvis;1996 september;935.0
4085;Schelvis;1996 oktober;976.0
4086;Schelvis;1996 november;839.0
4087;Schelvis;1996 december;821.0
4088;Schelvis;1996;880.0
4089;Schelvis;1997 januari;880.0
4090;Schelvis;1997 februari;1443.0
4091;Schelvis;1997 maart;1107.0
4092;Schelvis;1997 april;1311.0
4093;Schelvis;1997 mei;1048.0
4094;Schelvis;1997 juni;799.0
4095;Schelvis;1997 juli;812.0
4096;Schelvis;1997 augustus;957.0
4097;Schelvis;1997 september;1075.0
4098;Schelvis;1997 oktober;1139.0
4099;Schelvis;1997 november;1094.0
4100;Schelvis;1997 december;1021.0
4101;Schelvis;1997;1012.0
4102;Schelvis;1998 januari;1271.0
4103;Schelvis;1998 februari;1438.0
4104;Schelvis;1998 maart;1375.0
4105;Schelvis;1998 april;1443.0
4106;Schelvis;1998 mei;1021.0
4107;Schelvis;1998 juni;1166.0
4108;Schelvis;1998 juli;1262.0
4109;Schelvis;1998 augustus;1266.0
4110;Schelvis;1998 september;1452.0
4111;Schelvis;1998 oktober;1738.0
4112;Schelvis;1998 november;1438.0
4113;Schelvis;1998 december;1357.0
4114;Schelvis;1998;1311.0
4115;Schelvis;1999 januari;1457.0
4116;Schelvis;1999 februari;1720.0
4117;Schelvis;1999 maart;1974.0
4118;Schelvis;1999 april;1951.0
4119;Schelvis;1999 mei;1180.0
4120;Schelvis;1999 juni;1266.0
4121;Schelvis;1999 juli;1575.0
4122;Schelvis;1999 augustus;1593.0
4123;Schelvis;1999 september;1520.0
4124;Schelvis;1999 oktober;1525.0
4125;Schelvis;1999 november;
4126;Schelvis;1999 december;
4127;Schelvis;1999;1575.0
4128;Schelvis;2000 januari;1883.0
4129;Schelvis;2000 februari;2169.0
4130;Schelvis;2000 maart;2083.0
4131;Schelvis;2000 april;1883.0
4132;Schelvis;2000 mei;1466.0
4133;Schelvis;2000 juni;1606.0
4134;Schelvis;2000 juli;1715.0
4135;Schelvis;2000 augustus;1688.0
4136;Schelvis;2000 september;1584.0
4137;Schelvis;2000 oktober;1389.0
4138;Schelvis;2000 november;1302.0
4139;Schelvis;2000 december;1434.0
4140;Schelvis;2000;1629.0
4141;Schelvis;2001 januari;1774.0
4142;Schelvis;2001 februari;1811.0
4143;Schelvis;2001 maart;2133.0
4144;Schelvis;2001 april;1765.0
4145;Schelvis;2001 mei;1266.0
4146;Schelvis;2001 juni;1153.0
4147;Schelvis;2001 juli;1112.0
4148;Schelvis;2001 augustus;1116.0
4149;Schelvis;2001 september;1262.0
4150;Schelvis;2001 oktober;1212.0
4151;Schelvis;2001 november;1216.0
4152;Schelvis;2001 december;1171.0
4153;Schelvis;2001;1289.0
4154;Schelvis;2002 januari;1650.0
4155;Schelvis;2002 februari;2290.0
4156;Schelvis;2002 maart;1700.0
4157;Schelvis;2002 april;1250.0
4158;Schelvis;2002 mei;1040.0
4159;Schelvis;2002 juni;900.0
4160;Schelvis;2002 juli;950.0
4161;Schelvis;2002 augustus;990.0
4162;Schelvis;2002 september;940.0
4163;Schelvis;2002 oktober;1390.0
4164;Schelvis;2002 november;1120.0
4165;Schelvis;2002 december;970.0
4166;Schelvis;2002;1070.0
4167;Schelvis;2003 januari;1730.0
4168;Schelvis;2003 februari;
4169;Schelvis;2003 maart;1550.0
4170;Schelvis;2003 april;1140.0
4171;Schelvis;2003 mei;990.0
4172;Schelvis;2003 juni;1060.0
4173;Schelvis;2003 juli;990.0
4174;Schelvis;2003 augustus;1140.0
4175;Schelvis;2003 september;1250.0
4176;Schelvis;2003 oktober;1150.0
4177;Schelvis;2003 november;1140.0
4178;Schelvis;2003 december;1000.0
4179;Schelvis;2003;1140.0
4180;Schelvis;2004 januari;1680.0
4181;Schelvis;2004 februari;1400.0
4182;Schelvis;2004 maart;1360.0
4183;Schelvis;2004 april;1170.0
4184;Schelvis;2004 mei;1050.0
4185;Schelvis;2004 juni;1260.0
4186;Schelvis;2004 juli;1450.0
4187;Schelvis;2004 augustus;1220.0
4188;Schelvis;2004 september;1530.0
4189;Schelvis;2004 oktober;1650.0
4190;Schelvis;2004 november;1330.0
4191;Schelvis;2004 december;1100.0
4192;Schelvis;2004;1340.0
4193;Schelvis;2005 januari;1940.0
4194;Schelvis;2005 februari;1620.0
4195;Schelvis;2005 maart;1610.0
4196;Schelvis;2005 april;980.0
4197;Schelvis;2005 mei;850.0
4198;Schelvis;2005 juni;1370.0
4199;Schelvis;2005 juli;1520.0
4200;Schelvis;2005 augustus;1560.0
4201;Schelvis;2005 september;1710.0
4202;Schelvis;2005 oktober;1740.0
4203;Schelvis;2005 november;1700.0
4204;Schelvis;2005 december;1720.0
4205;Schelvis;2005;1430.0
4206;Schelvis;2006 januari;1530.0
4207;Schelvis;2006 februari;
4208;Schelvis;2006 maart;1490.0
4209;Schelvis;2006 april;1610.0
4210;Schelvis;2006 mei;1350.0
4211;Schelvis;2006 juni;1710.0
4212;Schelvis;2006 juli;1590.0
4213;Schelvis;2006 augustus;1940.0
4214;Schelvis;2006 september;1740.0
4215;Schelvis;2006 oktober;2020.0
4216;Schelvis;2006 november;1850.0
4217;Schelvis;2006 december;1230.0
4218;Schelvis;2006;1680.0
4219;Schelvis;2007 januari;1870.0
4220;Schelvis;2007 februari;1480.0
4221;Schelvis;2007 maart;1290.0
4222;Schelvis;2007 april;1510.0
4223;Schelvis;2007 mei;1200.0
4224;Schelvis;2007 juni;1230.0
4225;Schelvis;2007 juli;1080.0
4226;Schelvis;2007 augustus;1430.0
4227;Schelvis;2007 september;1250.0
4228;Schelvis;2007 oktober;1580.0
4229;Schelvis;2007 november;1290.0
4230;Schelvis;2007 december;810.0
4231;Schelvis;2007;1450.0
4232;Schelvis;2008 januari;1560.0
4233;Schelvis;2008 februari;1260.0
4234;Schelvis;2008 maart;1750.0
4235;Schelvis;2008 april;980.0
4236;Schelvis;2008 mei;1010.0
4237;Schelvis;2008 juni;1980.0
4238;Schelvis;2008 juli;1260.0
4239;Schelvis;2008 augustus;1530.0
4240;Schelvis;2008 september;1910.0
4241;Schelvis;2008 oktober;1240.0
4242;Schelvis;2008 november;1160.0
4243;Schelvis;2008 december;930.0
4244;Schelvis;2008;1290.0
4245;Schelvis;2009 januari;1780.0
4246;Schelvis;2009 februari;1300.0
4247;Schelvis;2009 maart;
4248;Schelvis;2009 april;
4249;Schelvis;2009 mei;1030.0
4250;Schelvis;2009 juni;930.0
4251;Schelvis;2009 juli;1400.0
4252;Schelvis;2009 augustus;1430.0
4253;Schelvis;2009 september;1900.0
4254;Schelvis;2009 oktober;1570.0
4255;Schelvis;2009 november;1990.0
4256;Schelvis;2009 december;1260.0
4257;Schelvis;2009;1350.0
4258;Schelvis;2010 januari;1550.0
4259;Schelvis;2010 februari;2020.0
4260;Schelvis;2010 maart;1510.0
4261;Schelvis;2010 april;1340.0
4262;Schelvis;2010 mei;1240.0
4263;Schelvis;2010 juni;1300.0
4264;Schelvis;2010 juli;1400.0
4265;Schelvis;2010 augustus;1560.0
4266;Schelvis;2010 september;1830.0
4267;Schelvis;2010 oktober;1730.0
4268;Schelvis;2010 november;1430.0
4269;Schelvis;2010 december;1200.0
4270;Schelvis;2010;1440.0
4271;Schelvis;2011 januari;2010.0
4272;Schelvis;2011 februari;1650.0
4273;Schelvis;2011 maart;1310.0
4274;Schelvis;2011 april;1330.0
4275;Schelvis;2011 mei;1290.0
4276;Schelvis;2011 juni;1320.0
4277;Schelvis;2011 juli;1530.0
4278;Schelvis;2011 augustus;1630.0
4279;Schelvis;2011 september;1760.0
4280;Schelvis;2011 oktober;2040.0
4281;Schelvis;2011 november;1730.0
4282;Schelvis;2011 december;1270.0
4283;Schelvis;2011;1570.0
4284;Schelvis;2012 januari;1821.0
4285;Schelvis;2012 februari;1204.0
4286;Schelvis;2012 maart;1834.0
4287;Schelvis;2012 april;1661.0
4288;Schelvis;2012 mei;958.0
4289;Schelvis;2012 juni;1413.0
4290;Schelvis;2012 juli;1781.0
4291;Schelvis;2012 augustus;1434.0
4292;Schelvis;2012 september;1925.0
4293;Schelvis;2012 oktober;1730.0
4294;Schelvis;2012 november;1601.0
4295;Schelvis;2012 december;1867.0
4296;Schelvis;2012;1618.0
4297;Schelvis;2013 januari;1699.0
4298;Schelvis;2013 februari;1549.0
4299;Schelvis;2013 maart;2290.0
4300;Schelvis;2013 april;1715.0
4301;Schelvis;2013 mei;1471.0
4302;Schelvis;2013 juni;1477.0
4303;Schelvis;2013 juli;1689.0
4304;Schelvis;2013 augustus;1560.0
4305;Schelvis;2013 september;1852.0
4306;Schelvis;2013 oktober;1749.0
4307;Schelvis;2013 november;1887.0
4308;Schelvis;2013 december;1529.0
4309;Schelvis;2013;1706.0
4310;Schelvis;2014 januari;1847.0
4311;Schelvis;2014 februari;1448.0
4312;Schelvis;2014 maart;1610.0
4313;Schelvis;2014 april;1388.0
4314;Schelvis;2014 mei;1385.0
4315;Schelvis;2014 juni;1521.0
4316;Schelvis;2014 juli;1395.0
4317;Schelvis;2014 augustus;1623.0
4318;Schelvis;2014 september;1761.0
4319;Schelvis;2014 oktober;2042.0
4320;Schelvis;2014 november;1862.0
4321;Schelvis;2014 december;2060.0
4322;Schelvis;2014 ;1576.0
4323;Schelvis;2015 januari;1892.0
4324;Schelvis;2015 februari;1832.0
4325;Schelvis;2015 maart;2112.0
4326;Schelvis;2015 april;1574.0
4327;Schelvis;2015 mei;1294.0
4328;Schelvis;2015 juni;1218.0
4329;Schelvis;2015 juli;1857.0
4330;Schelvis;2015  augustus;2310.0
4331;Schelvis;2015 september;2102.0
4332;Schelvis;2015 oktober;2176.0
4333;Schelvis;2015 november;2301.0
4334;Schelvis;2015 december;2527.0
4335;Schelvis;2015 ;1944.0
4336;Schelvis;2016  januari;2611.0
4337;Schelvis;2016 februari;2173.0
4338;Schelvis;2016 maart;1809.0
4339;Schelvis;2016 april;1513.0
4340;Schelvis;2016 mei;1882.0
4341;Schelvis;2016 juni;1815.0
4342;Schelvis;2016 juli;1623.0
4343;Schelvis;2016 augustus;2318.0
4344;Schelvis;2016 september;2102.0
4345;Schelvis;2016 oktober;2205.0
4346;Schelvis;2016 november;2309.0
4347;Schelvis;2016 december;2209.0
4348;Schelvis;2016;2058.0
4349;Schelvis;2017 januari;1761.0
4350;Schelvis;2017 februari;2904.0
4351;Schelvis;2017 maart;1383.0
4352;Schelvis;2017 april;1442.0
4353;Schelvis;2017 mei;1221.0
4354;Schelvis;2017 juni;1765.0
4355;Schelvis;2017 juli;2236.0
4356;Schelvis;2017 augustus;2175.0
4357;Schelvis;2017 september;2583.0
4358;Schelvis;2017 oktober;2195.0
4359;Schelvis;2017 november;1414.0
4360;Schelvis;2017 december;
4361;Schelvis;2017;2074.0
4362;Schelvis;2018 januari;1847.0
4363;Schelvis;2018 februari;2208.0
4364;Schelvis;2018 maart;2307.0
4365;Schelvis;2018 april;2346.0
4366;Schelvis;2018 mei;1711.0
4367;Schelvis;2018 juni;1221.0
4368;Schelvis;2018 juli;982.0
4369;Schelvis;2018 augustus;1427.0
4370;Schelvis;2018 september;1904.0
4371;Schelvis;2018 oktober;2283.0
4372;Schelvis;2018 november;1974.0
4373;Schelvis;2018 december;2041.0
4374;Schelvis;2018;1564.0
4375;Schelvis;2019 januari;1911.0
4376;Schelvis;2019 februari;2211.0
4377;Schelvis;2019 maart;2376.0
4378;Schelvis;2019 april ;1975.0
4379;Schelvis;2019 mei;1615.0
4380;Schelvis;2019 juni;1783.0
