ID;Persoonskenmerken;Marges;Perioden;WegenPadenPleintjesGoedOnderhouden_1;PlantsoenenEnParkenGoedOnderhouden_2;BuitenGoedVerlicht_3;GoedeSpeelplekkenVoorKinderen_4;GoedeVoorzieningenVoorJongeren_5;FysiekeVoorzieningenSchaalscore_6;MensenKennenElkaarNauwelijks_7;MensenGaanPrettigMetElkaarOm_8;GezelligeBuurtMetVeelSaamhorigheid_9;VoelMijThuisBijMensenInDezeBuurt_10;VeelContactMetAndereBuurtbewoners_11;TevredenMetSamenstellingBevolking_12;SocialeCohesieSchaalscore_13;VooruitGegaan_14;AchteruitGegaan_15;GelijkGebleven_16;RapportcijferLeefbaarheidWoonbuurt_17;ZeerTevreden_18;NietTevredenNietOntevreden_19;ZeerOntevreden_20;GeenOordeel_21;HeeftAandachtVerbeterenLeefbaarheid_22;InformeertBuurtMbtAanpakLeefbaarheid_23;BetrektBuurtBijAanpakLeefbaarheid_24;EenOfMeerVormenKomenVoor_25;ErvaartEenOfMeerVormenVanOverlast_26;RommelOpStraat_27;StraatmeubilairDatVernieldIs_28;BekladdeMurenOfGebouwen_29;Hondenpoep_30;EenOfMeerVormenFysiekeVerloedering_31;RommelOpStraat_32;StraatmeubilairDatVernieldIs_33;BekladdeMurenOfGebouwen_34;Hondenpoep_35;EenOfMeerVormenFysiekeVerloedering_36;DronkenMensenOpStraat_37;DrugsgebruikOfDrugshandel_38;OverlastDoorBuurtbewoners_39;MensenWordenOpStraatLastiggevallen_40;RondhangendeJongeren_41;EenOfMeerVormenVanSocialeOverlast_42;DronkenMensenOpStraat_43;DrugsgebruikOfDrugshandel_44;OverlastDoorBuurtbewoners_45;MensenWordenOpStraatLastiggevallen_46;RondhangendeJongeren_47;EenOfMeerVormenVanSocialeOverlast_48;TeHardRijden_49;Parkeerproblemen_50;AgressiefGedragInVerkeer_51;EenOfMeerVormenVanVerkeersoverlast_52;TeHardRijden_53;Parkeerproblemen_54;AgressiefGedragInVerkeer_55;EenOfMeerVormenVanVerkeersoverlast_56;KomtWeleensVoor_57;ErvaartVeelOverlast_58
198;Leeftijd: 75 jaar of ouder;Waarde;2014;68.1;67.4;82.9;53.9;21.2;6.6;31.5;63.3;42.4;65.1;39.2;65.5;6.2;6.1;12.9;75.1;7.5;33.7;18.4;6.3;41.6;48.3;42.6;35.8;89.1;31.3;48.7;31.5;27.3;66.1;76.2;4.2;2.1;2.0;13.8;16.9;22.9;27.1;24.8;19.9;34.1;46.1;1.0;1.8;2.1;0.6;3.5;6.2;66.7;40.8;33.7;74.1;17.6;7.2;4.7;21.5;20.7;1.0
199;Leeftijd: 75 jaar of ouder;Waarde;2015;67.8;68.9;82.3;54.6;21.1;6.6;30.6;62.1;42.2;65.1;39.6;66.6;6.2;6.4;12.3;75.3;7.5;35.2;18.4;5.3;41.1;49.2;42.3;36.5;89.4;30.9;48.5;29.1;25.5;65.3;75.7;3.5;1.7;1.2;13.4;16.0;22.7;27.0;24.8;19.8;33.2;46.0;0.8;1.5;2.1;0.6;2.6;5.3;67.5;41.8;33.7;75.3;17.1;8.5;4.0;21.9;20.8;0.9
200;Leeftijd: 75 jaar of ouder;Waarde;2016;67.8;68.2;82.4;54.6;20.6;6.6;30.8;62.9;43.0;64.2;40.0;65.2;6.2;6.3;12.6;75.0;7.5;35.0;18.4;5.8;40.8;49.6;41.9;36.6;89.1;30.5;47.3;28.9;24.9;65.2;75.6;4.1;1.9;1.2;12.6;15.5;21.6;25.7;24.5;18.3;31.6;45.1;1.0;2.0;2.5;0.7;2.8;6.1;68.7;40.1;31.8;75.8;17.9;8.1;4.7;22.3;19.1;1.2
201;Leeftijd: 75 jaar of ouder;Waarde;2017;65.0;66.4;81.3;53.0;19.7;6.5;31.4;62.3;43.0;64.1;39.9;65.1;6.2;5.8;14.5;73.5;7.5;35.3;17.3;6.0;41.3;49.0;41.6;36.7;88.5;30.4;47.7;28.1;23.6;63.9;73.9;4.2;1.7;1.1;12.7;15.5;21.0;25.7;24.2;17.7;31.7;44.0;0.8;2.1;2.3;0.6;2.8;5.8;67.3;41.4;32.6;75.4;17.0;8.5;4.7;22.1;18.9;0.9
202;Leeftijd: 75 jaar of ouder;Waarde;2019;64.0;65.0;81.9;54.7;19.9;6.5;30.6;63.0;44.8;64.5;40.4;64.3;6.2;5.6;14.0;74.7;7.6;37.0;19.9;6.9;36.2;49.7;42.3;36.8;88.7;31.0;48.0;25.7;20.7;61.9;73.0;4.9;2.1;0.8;11.5;15.1;19.9;25.5;22.7;15.3;28.3;42.7;1.0;2.3;2.6;0.5;2.5;6.2;67.7;41.8;31.5;75.8;17.9;9.3;4.8;22.6;17.0;1.1
203;Leeftijd: 75 jaar of ouder;Betrouwbaarheidsmarge;2012;1.4;1.4;1.1;1.5;1.1;0.1;1.4;1.5;1.4;1.4;1.4;1.4;0.1;0.8;1.0;1.3;0.0;1.4;1.1;0.7;1.5;1.9;1.9;1.9;0.8;1.4;1.5;1.4;1.4;1.3;1.2;0.6;0.5;0.4;1.0;1.1;1.3;1.4;1.3;1.3;1.4;1.5;0.3;0.4;0.4;0.3;0.6;0.7;1.4;1.5;1.4;1.2;1.1;0.9;0.6;1.2;1.3;0.4
204;Leeftijd: 75 jaar of ouder;Betrouwbaarheidsmarge;2013;1.1;1.1;0.9;1.2;1.0;0.1;1.1;1.2;1.2;1.1;1.2;1.1;0.0;0.6;0.8;1.0;0.0;1.1;0.9;0.6;1.2;1.5;1.5;1.5;0.7;1.1;1.2;1.1;1.1;1.1;1.0;0.5;0.3;0.3;0.9;0.9;1.0;1.1;1.0;1.0;1.1;1.2;0.2;0.3;0.3;0.2;0.4;0.6;1.1;1.2;1.1;1.0;0.9;0.7;0.5;1.0;1.0;0.2
205;Leeftijd: 75 jaar of ouder;Betrouwbaarheidsmarge;2014;1.2;1.2;1.0;1.3;1.1;0.1;1.2;1.2;1.3;1.2;1.3;1.2;0.1;0.6;0.9;1.1;0.0;1.2;1.0;0.6;1.3;1.7;1.6;1.6;0.8;1.2;1.3;1.2;1.2;1.2;1.1;0.5;0.4;0.4;0.9;1.0;1.1;1.2;1.1;1.0;1.2;1.3;0.3;0.4;0.4;0.2;0.5;0.6;1.2;1.3;1.2;1.1;1.0;0.7;0.5;1.1;1.1;0.3
206;Leeftijd: 75 jaar of ouder;Betrouwbaarheidsmarge;2015;1.1;1.1;0.9;1.2;1.0;0.1;1.1;1.1;1.2;1.1;1.2;1.1;0.0;0.6;0.8;1.0;0.0;1.1;0.9;0.5;1.2;1.5;1.5;1.5;0.7;1.1;1.2;1.1;1.0;1.1;1.0;0.4;0.3;0.3;0.8;0.9;1.0;1.1;1.0;1.0;1.1;1.2;0.2;0.3;0.3;0.2;0.4;0.5;1.1;1.2;1.1;1.0;0.9;0.7;0.4;1.0;1.0;0.2
207;Leeftijd: 75 jaar of ouder;Betrouwbaarheidsmarge;2016;1.1;1.1;0.9;1.2;1.0;0.1;1.1;1.2;1.2;1.2;1.2;1.2;0.0;0.6;0.8;1.0;0.0;1.2;0.9;0.5;1.2;1.6;1.5;1.5;0.8;1.1;1.2;1.1;1.0;1.1;1.0;0.5;0.3;0.3;0.8;0.9;1.0;1.1;1.0;0.9;1.1;1.2;0.2;0.3;0.4;0.2;0.4;0.6;1.1;1.2;1.1;1.0;0.9;0.6;0.5;1.0;1.0;0.3
208;Leeftijd: 75 jaar of ouder;Betrouwbaarheidsmarge;2017;1.0;1.0;0.9;1.1;0.9;0.0;1.0;1.0;1.1;1.0;1.1;1.0;0.0;0.5;0.8;1.0;0.0;1.0;0.8;0.5;1.1;1.4;1.4;1.3;0.7;1.0;1.1;1.0;0.9;1.0;0.9;0.4;0.3;0.3;0.7;0.8;0.9;0.9;0.9;0.8;1.0;1.1;0.2;0.3;0.3;0.2;0.4;0.5;1.0;1.1;1.0;0.9;0.8;0.6;0.5;0.9;0.8;0.2
209;Leeftijd: 75 jaar of ouder;Betrouwbaarheidsmarge;2019;1.0;1.0;0.8;1.1;0.9;0.0;1.0;1.0;1.1;1.0;1.0;1.0;0.0;0.5;0.7;0.9;0.0;1.0;0.8;0.5;1.0;1.3;1.3;1.3;0.7;1.0;1.1;0.9;0.9;1.0;1.0;0.5;0.3;0.2;0.7;0.8;0.9;0.9;0.9;0.8;1.0;1.1;0.2;0.3;0.3;0.1;0.3;0.5;1.0;1.0;1.0;0.9;0.8;0.6;0.5;0.9;0.8;0.2
210;Burgerlijke staat: ongehuwd;Waarde;2012;74.1;72.1;75.7;61.6;26.0;6.3;26.6;68.8;39.1;53.5;30.9;66.0;6.0;14.8;13.9;65.0;7.3;42.0;26.7;11.0;20.3;50.8;41.0;33.2;95.3;46.9;58.4;33.9;32.1;66.4;83.8;7.5;3.5;2.6;17.4;23.7;32.0;25.6;30.1;16.0;46.5;65.2;4.1;4.3;6.5;2.7;8.1;16.3;66.9;53.1;29.7;81.1;19.0;18.9;6.6;31.7;12.9;1.7
211;Burgerlijke staat: ongehuwd;Waarde;2013;73.0;71.5;76.4;61.0;25.6;6.3;26.4;68.6;39.3;53.7;30.4;64.7;6.0;12.3;13.7;68.5;7.3;40.4;27.1;11.8;20.7;49.3;41.5;33.3;94.9;46.4;58.4;31.6;30.1;65.9;83.2;7.2;3.0;2.3;17.9;23.2;31.7;25.5;31.3;15.6;44.5;64.5;4.0;4.5;6.6;2.2;7.6;15.8;67.7;51.8;30.1;80.8;18.9;18.2;6.5;31.0;12.5;1.7
212;Burgerlijke staat: ongehuwd;Waarde;2014;73.8;72.2;76.5;62.1;26.0;6.4;26.7;69.2;39.3;52.9;30.7;64.8;6.0;13.2;12.6;68.7;7.3;40.3;26.2;11.9;21.6;49.1;39.8;32.2;94.6;45.1;57.5;30.5;29.5;64.7;82.5;7.0;2.8;2.1;16.9;22.3;31.5;26.6;31.7;15.3;44.0;64.3;3.8;4.3;6.9;2.3;7.0;15.4;67.1;50.5;29.1;80.3;18.7;17.6;6.2;30.4;12.5;1.7
213;Burgerlijke staat: ongehuwd;Waarde;2015;73.2;72.2;76.3;63.2;27.1;6.4;26.2;69.9;39.5;53.3;30.0;65.2;6.1;13.2;12.2;69.4;7.3;41.0;25.9;11.6;21.5;48.9;39.7;32.6;94.2;44.9;57.5;30.1;27.1;64.8;82.2;7.1;2.8;1.8;17.0;22.6;30.9;25.6;30.9;14.5;42.8;63.7;3.5;4.1;6.3;2.1;6.3;14.3;67.3;50.3;28.6;80.0;18.2;17.1;5.9;29.7;12.1;1.7
214;Burgerlijke staat: ongehuwd;Waarde;2016;74.7;73.2;77.3;64.2;28.5;6.5;25.7;69.5;39.9;53.4;30.2;64.5;6.1;13.8;11.6;69.1;7.4;42.5;24.4;10.6;22.5;51.2;41.1;33.7;94.4;44.1;57.1;29.2;26.6;63.3;81.7;7.4;2.6;1.5;15.3;20.9;30.8;25.1;31.4;14.0;42.2;63.2;3.7;4.1;6.9;2.1;6.3;14.7;67.4;50.1;28.3;80.0;18.8;17.2;6.1;30.1;11.8;1.8
215;Burgerlijke staat: ongehuwd;Waarde;2017;73.8;72.4;76.5;63.4;27.2;6.4;26.8;69.9;39.7;53.8;29.5;65.1;6.1;13.5;12.4;68.2;7.4;42.4;23.6;10.9;23.1;50.7;41.2;34.1;94.1;44.4;56.8;28.0;24.9;62.6;81.1;7.3;2.3;1.3;15.7;21.0;29.8;25.5;30.3;13.5;40.3;61.7;3.5;3.9;6.3;2.0;6.0;14.1;66.9;51.0;28.2;80.0;19.1;18.0;6.3;30.7;11.7;1.9
216;Burgerlijke staat: ongehuwd;Waarde;2019;74.8;73.2;77.6;64.7;27.6;6.5;26.5;72.5;41.6;55.7;29.7;66.0;6.1;14.0;11.6;69.5;7.5;45.3;23.9;10.3;20.4;53.7;43.4;36.5;94.5;44.5;58.1;27.7;23.0;61.3;81.2;8.6;2.6;1.4;14.3;20.8;31.0;25.9;30.8;12.1;38.1;62.6;3.6;4.5;6.5;2.0;5.7;14.3;69.5;51.5;28.3;81.8;20.3;18.1;6.4;31.7;10.3;1.7
217;Burgerlijke staat: ongehuwd;Betrouwbaarheidsmarge;2012;0.8;0.8;0.8;0.8;0.8;0.0;0.8;0.8;0.8;0.9;0.8;0.8;0.0;0.6;0.6;0.8;0.0;0.9;0.8;0.5;0.7;1.0;1.0;0.9;0.4;0.9;0.9;0.8;0.8;0.8;0.6;0.5;0.3;0.3;0.7;0.8;0.8;0.8;0.8;0.7;0.9;0.8;0.4;0.4;0.4;0.3;0.5;0.7;0.8;0.9;0.8;0.7;0.7;0.7;0.5;0.8;0.6;0.2
218;Burgerlijke staat: ongehuwd;Betrouwbaarheidsmarge;2013;0.6;0.6;0.6;0.7;0.6;0.0;0.6;0.7;0.7;0.7;0.6;0.7;0.0;0.5;0.5;0.7;0.0;0.7;0.6;0.5;0.6;0.8;0.8;0.8;0.3;0.7;0.7;0.7;0.7;0.7;0.5;0.4;0.2;0.2;0.5;0.6;0.7;0.6;0.7;0.5;0.7;0.7;0.3;0.3;0.4;0.2;0.4;0.5;0.7;0.7;0.6;0.6;0.5;0.5;0.3;0.7;0.5;0.2
219;Burgerlijke staat: ongehuwd;Betrouwbaarheidsmarge;2014;0.7;0.7;0.6;0.7;0.7;0.0;0.7;0.7;0.7;0.8;0.7;0.7;0.0;0.5;0.5;0.7;0.0;0.7;0.7;0.5;0.6;0.9;0.8;0.8;0.4;0.8;0.8;0.7;0.7;0.7;0.6;0.4;0.2;0.2;0.6;0.6;0.7;0.7;0.7;0.5;0.8;0.7;0.3;0.3;0.4;0.2;0.4;0.6;0.7;0.8;0.7;0.6;0.6;0.6;0.4;0.7;0.5;0.2
220;Burgerlijke staat: ongehuwd;Betrouwbaarheidsmarge;2015;0.7;0.7;0.6;0.7;0.7;0.0;0.7;0.7;0.7;0.7;0.7;0.7;0.0;0.5;0.5;0.7;0.0;0.7;0.7;0.5;0.6;0.8;0.8;0.8;0.4;0.7;0.7;0.7;0.7;0.7;0.6;0.4;0.2;0.2;0.6;0.6;0.7;0.6;0.7;0.5;0.7;0.7;0.3;0.3;0.4;0.2;0.4;0.5;0.7;0.7;0.7;0.6;0.6;0.6;0.3;0.7;0.5;0.2
221;Burgerlijke staat: ongehuwd;Betrouwbaarheidsmarge;2016;0.6;0.7;0.6;0.7;0.7;0.0;0.7;0.7;0.7;0.8;0.7;0.7;0.0;0.5;0.5;0.7;0.0;0.7;0.6;0.5;0.6;0.9;0.8;0.8;0.4;0.7;0.7;0.7;0.7;0.7;0.6;0.4;0.2;0.2;0.5;0.6;0.7;0.6;0.7;0.5;0.7;0.7;0.3;0.3;0.4;0.2;0.4;0.5;0.7;0.8;0.7;0.6;0.6;0.6;0.3;0.7;0.5;0.2
222;Burgerlijke staat: ongehuwd;Betrouwbaarheidsmarge;2017;0.6;0.6;0.6;0.6;0.6;0.0;0.6;0.6;0.7;0.7;0.6;0.6;0.0;0.5;0.4;0.6;0.0;0.7;0.6;0.4;0.6;0.8;0.7;0.7;0.3;0.7;0.7;0.6;0.6;0.6;0.5;0.3;0.2;0.2;0.5;0.5;0.6;0.6;0.6;0.5;0.7;0.6;0.2;0.3;0.3;0.2;0.3;0.5;0.6;0.7;0.6;0.5;0.5;0.5;0.3;0.6;0.4;0.2
223;Burgerlijke staat: ongehuwd;Betrouwbaarheidsmarge;2019;0.5;0.6;0.5;0.6;0.6;0.0;0.6;0.6;0.6;0.6;0.6;0.6;0.0;0.5;0.4;0.6;0.0;0.6;0.5;0.4;0.5;0.7;0.7;0.7;0.3;0.6;0.6;0.6;0.5;0.6;0.5;0.3;0.2;0.2;0.4;0.5;0.6;0.6;0.6;0.4;0.6;0.6;0.2;0.3;0.3;0.2;0.3;0.4;0.6;0.6;0.6;0.5;0.5;0.5;0.3;0.6;0.4;0.2
224;Burgerlijke staat: gehuwd;Waarde;2012;67.7;66.1;78.4;61.9;23.8;6.2;21.7;71.5;46.6;65.7;41.9;72.2;6.4;9.1;14.5;73.3;7.5;37.7;29.0;12.0;21.3;47.2;42.2;35.8;94.9;46.6;53.6;32.7;25.2;73.3;83.7;6.0;3.1;1.9;21.5;25.5;23.4;21.8;24.9;12.5;38.0;53.0;2.6;3.3;4.0;1.0;5.6;10.7;74.2;49.9;30.3;83.5;24.1;17.5;6.1;33.7;14.0;1.6
225;Burgerlijke staat: gehuwd;Waarde;2013;65.1;64.1;78.8;61.9;24.3;6.2;21.8;70.2;46.0;64.6;42.2;70.5;6.4;7.6;14.9;74.5;7.5;35.9;29.1;13.1;21.8;44.7;40.5;34.7;94.5;46.8;53.1;30.8;23.9;72.5;83.1;6.1;2.7;1.8;21.7;25.6;23.2;21.9;26.0;12.5;35.8;52.3;2.5;3.3;4.3;0.9;5.3;10.7;75.2;49.0;30.9;83.4;25.0;16.8;6.2;33.9;13.9;1.6
226;Burgerlijke staat: gehuwd;Waarde;2014;66.3;65.1;78.4;63.4;25.3;6.2;21.9;71.9;46.3;65.7;42.3;71.6;6.4;8.2;13.9;75.0;7.5;36.9;28.7;12.0;22.4;45.7;40.8;35.4;94.0;44.4;51.4;29.7;22.9;71.6;81.9;5.3;2.4;1.5;20.2;23.7;22.7;21.6;26.0;12.4;34.8;51.4;1.9;2.8;4.1;0.8;4.6;9.6;73.6;47.5;29.0;82.1;23.2;15.7;5.5;32.0;13.7;1.3
227;Burgerlijke staat: gehuwd;Waarde;2015;66.5;65.5;77.6;62.2;24.4;6.2;22.0;71.1;46.0;65.2;41.2;71.1;6.4;7.9;13.9;74.9;7.5;37.8;27.7;12.1;22.5;45.6;40.0;34.6;93.8;44.1;51.8;29.5;22.3;71.1;81.8;5.9;2.4;1.4;19.8;23.6;22.8;22.2;25.8;12.8;34.0;50.8;2.0;3.2;4.1;0.8;4.6;9.9;73.8;48.7;28.9;82.5;22.9;16.0;5.4;31.7;13.8;1.3
228;Burgerlijke staat: gehuwd;Waarde;2016;67.1;65.3;79.0;63.5;25.1;6.3;21.2;72.4;47.2;65.6;42.2;71.4;6.4;8.2;13.9;74.8;7.6;38.1;27.7;11.7;22.5;46.0;40.7;35.3;93.9;43.2;50.8;28.8;20.7;70.4;81.3;5.6;2.1;1.2;18.4;22.1;21.9;21.3;26.1;11.5;33.1;51.0;1.9;2.8;4.3;0.7;4.2;9.6;74.1;47.0;28.2;82.4;23.0;15.7;5.4;31.6;12.7;1.2
229;Burgerlijke staat: gehuwd;Waarde;2017;64.8;63.6;78.3;63.2;24.3;6.2;22.3;71.9;46.7;65.5;41.3;70.3;6.4;8.4;14.7;73.4;7.6;38.0;27.3;11.7;23.0;45.7;39.6;34.8;93.5;43.9;51.7;27.6;20.3;69.6;80.5;6.0;2.2;1.2;18.6;22.5;21.8;22.0;25.8;11.7;32.4;49.8;1.8;3.0;4.2;0.7;4.1;9.4;74.0;48.8;29.6;82.7;23.8;16.4;6.1;32.7;13.0;1.3
230;Burgerlijke staat: gehuwd;Waarde;2019;65.6;64.7;79.5;64.3;24.1;6.3;22.2;73.4;48.4;66.8;42.3;71.3;6.5;8.7;13.8;74.5;7.7;40.1;26.7;11.8;21.4;48.4;41.2;36.3;93.9;43.5;52.3;26.1;18.2;68.7;80.3;6.5;2.4;1.1;16.9;21.3;21.3;21.8;25.2;9.9;29.8;49.8;1.9;3.3;3.9;0.7;3.6;9.1;75.6;49.2;29.2;83.9;23.9;17.2;6.2;33.2;11.2;1.3
231;Burgerlijke staat: gehuwd;Betrouwbaarheidsmarge;2012;0.6;0.6;0.5;0.6;0.5;0.0;0.5;0.5;0.6;0.6;0.6;0.5;0.0;0.4;0.4;0.5;0.0;0.6;0.5;0.4;0.5;0.7;0.7;0.6;0.3;0.6;0.6;0.6;0.5;0.5;0.4;0.3;0.2;0.2;0.5;0.5;0.5;0.5;0.5;0.4;0.6;0.6;0.2;0.3;0.3;0.1;0.3;0.4;0.5;0.6;0.5;0.4;0.5;0.5;0.3;0.6;0.4;0.2
232;Burgerlijke staat: gehuwd;Betrouwbaarheidsmarge;2013;0.5;0.5;0.4;0.5;0.4;0.0;0.4;0.5;0.5;0.5;0.5;0.5;0.0;0.3;0.3;0.4;0.0;0.5;0.4;0.3;0.4;0.6;0.5;0.5;0.2;0.5;0.5;0.5;0.4;0.4;0.4;0.2;0.2;0.1;0.4;0.4;0.4;0.4;0.4;0.3;0.5;0.5;0.2;0.2;0.2;0.1;0.2;0.3;0.4;0.5;0.5;0.4;0.4;0.4;0.2;0.5;0.3;0.1
233;Burgerlijke staat: gehuwd;Betrouwbaarheidsmarge;2014;0.5;0.5;0.5;0.5;0.5;0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.0;0.3;0.4;0.5;0.0;0.5;0.5;0.4;0.5;0.6;0.6;0.6;0.3;0.5;0.5;0.5;0.5;0.5;0.4;0.2;0.2;0.1;0.4;0.5;0.5;0.4;0.5;0.4;0.5;0.5;0.2;0.2;0.2;0.1;0.2;0.3;0.5;0.5;0.5;0.4;0.5;0.4;0.2;0.5;0.4;0.1
234;Burgerlijke staat: gehuwd;Betrouwbaarheidsmarge;2015;0.5;0.5;0.4;0.5;0.5;0.0;0.4;0.5;0.5;0.5;0.5;0.5;0.0;0.3;0.4;0.5;0.0;0.5;0.5;0.3;0.4;0.6;0.6;0.6;0.3;0.5;0.5;0.5;0.4;0.5;0.4;0.3;0.2;0.1;0.4;0.5;0.5;0.4;0.5;0.4;0.5;0.5;0.2;0.2;0.2;0.1;0.2;0.3;0.5;0.5;0.5;0.4;0.4;0.4;0.2;0.5;0.4;0.1
235;Burgerlijke staat: gehuwd;Betrouwbaarheidsmarge;2016;0.5;0.5;0.5;0.5;0.5;0.0;0.5;0.5;0.6;0.5;0.5;0.5;0.0;0.3;0.4;0.5;0.0;0.5;0.5;0.4;0.5;0.6;0.6;0.6;0.3;0.5;0.6;0.5;0.4;0.5;0.4;0.2;0.2;0.1;0.4;0.5;0.5;0.5;0.5;0.4;0.5;0.6;0.2;0.2;0.2;0.1;0.2;0.3;0.5;0.5;0.5;0.4;0.5;0.4;0.2;0.5;0.4;0.1
236;Burgerlijke staat: gehuwd;Betrouwbaarheidsmarge;2017;0.5;0.5;0.4;0.5;0.4;0.0;0.4;0.4;0.5;0.5;0.5;0.5;0.0;0.3;0.3;0.4;0.0;0.5;0.4;0.3;0.4;0.6;0.6;0.5;0.2;0.5;0.5;0.4;0.4;0.5;0.4;0.2;0.2;0.1;0.4;0.4;0.4;0.4;0.4;0.3;0.5;0.5;0.1;0.2;0.2;0.1;0.2;0.3;0.4;0.5;0.5;0.4;0.4;0.4;0.2;0.5;0.3;0.1
237;Burgerlijke staat: gehuwd;Betrouwbaarheidsmarge;2019;0.5;0.5;0.4;0.5;0.4;0.0;0.4;0.4;0.5;0.5;0.5;0.5;0.0;0.3;0.3;0.4;0.0;0.5;0.4;0.3;0.4;0.6;0.6;0.5;0.2;0.5;0.5;0.4;0.4;0.5;0.4;0.3;0.2;0.1;0.4;0.4;0.4;0.4;0.4;0.3;0.5;0.5;0.1;0.2;0.2;0.1;0.2;0.3;0.4;0.5;0.5;0.4;0.4;0.4;0.2;0.5;0.3;0.1
238;Burgerlijke staat: verweduwd;Waarde;2012;65.3;66.0;80.8;54.0;18.5;6.4;27.4;61.7;43.5;65.1;41.1;67.2;6.3;6.9;12.9;74.6;7.5;31.5;19.7;7.1;41.7;48.0;42.2;36.5;91.6;34.0;53.4;35.1;30.7;70.5;80.7;5.2;3.1;1.7;15.7;19.8;27.9;29.6;26.6;22.2;40.4;52.6;1.3;2.2;2.3;1.2;4.6;7.9;67.7;46.0;35.5;77.0;17.1;9.6;3.8;22.3;23.3;1.5
239;Burgerlijke staat: verweduwd;Waarde;2013;65.2;65.2;80.0;52.8;19.3;6.3;28.1;62.6;44.1;65.0;40.8;66.0;6.3;6.3;13.3;74.1;7.4;31.4;20.4;7.3;40.9;46.2;41.9;35.9;90.0;34.0;51.8;31.1;27.1;68.7;78.4;4.7;2.6;1.9;15.6;18.8;25.7;28.2;26.4;20.1;37.1;50.2;1.4;2.2;2.6;0.9;4.1;7.4;68.2;43.7;33.6;76.2;18.0;9.6;4.5;23.5;20.5;1.0
240;Burgerlijke staat: verweduwd;Waarde;2014;64.2;65.1;79.6;54.1;20.6;6.4;27.0;65.5;44.7;65.7;41.7;65.9;6.3;5.6;13.4;75.8;7.4;30.4;20.9;7.3;41.4;46.0;40.7;34.5;90.3;32.6;51.1;31.8;27.5;67.2;78.2;5.1;2.4;2.0;14.4;17.9;24.7;27.7;26.2;20.0;36.4;48.9;1.3;2.6;2.8;0.7;3.8;7.3;67.6;43.0;33.5;75.6;16.9;9.2;4.2;22.2;20.2;1.1
241;Burgerlijke staat: verweduwd;Waarde;2015;66.2;67.2;80.0;55.5;20.3;6.4;26.9;63.1;43.3;65.7;40.6;66.9;6.3;6.4;12.5;75.5;7.5;32.0;20.0;6.3;41.7;46.5;42.3;35.7;89.3;32.0;50.8;30.5;26.1;67.2;77.1;3.7;1.9;1.1;14.4;17.0;26.5;29.1;26.4;20.2;36.2;49.8;1.3;1.8;2.5;0.6;3.2;6.4;67.9;44.2;34.2;75.4;16.8;10.1;4.4;22.6;21.5;1.1
242;Burgerlijke staat: verweduwd;Waarde;2016;64.7;65.0;80.4;55.2;19.8;6.4;26.4;64.8;44.3;65.6;42.5;65.2;6.3;6.1;13.8;74.2;7.5;31.3;18.8;6.9;43.0;45.7;41.0;35.7;89.8;32.3;49.3;29.2;24.5;66.0;76.9;4.7;2.4;1.4;13.2;16.7;24.3;27.2;25.3;18.7;33.9;47.5;1.2;2.7;2.9;0.7;3.5;7.3;68.4;42.7;31.7;76.3;17.5;9.7;4.5;22.9;19.1;1.0
243;Burgerlijke staat: verweduwd;Waarde;2017;63.2;64.9;78.7;53.4;19.0;6.3;26.8;64.4;45.1;65.9;42.3;66.0;6.3;6.1;14.3;73.7;7.5;31.6;19.5;6.1;42.9;45.9;40.5;35.4;88.6;32.0;48.8;29.5;23.6;64.5;74.7;4.7;2.2;1.3;13.1;16.2;23.5;27.3;24.9;18.1;33.6;47.1;1.3;2.5;2.8;0.8;3.3;6.8;66.7;44.1;32.0;75.6;16.8;10.1;4.8;23.0;19.2;0.7
244;Burgerlijke staat: verweduwd;Waarde;2019;62.2;63.4;79.9;55.4;19.1;6.3;26.8;64.4;46.0;66.1;43.3;64.1;6.3;6.3;13.3;74.4;7.6;34.6;19.8;7.6;38.1;46.9;40.8;35.9;89.3;33.8;50.6;28.1;21.3;63.6;75.4;5.7;2.6;0.8;12.2;16.6;23.3;26.7;24.4;16.5;31.3;46.2;1.1;2.7;2.8;0.6;3.2;7.0;67.6;45.1;31.7;76.1;19.1;11.6;4.8;25.6;18.3;1.2
245;Burgerlijke staat: verweduwd;Betrouwbaarheidsmarge;2012;1.7;1.7;1.4;1.7;1.4;0.1;1.6;1.7;1.7;1.7;1.7;1.7;0.1;0.9;1.2;1.6;0.0;1.6;1.4;0.9;1.7;2.3;2.3;2.2;0.9;1.7;1.7;1.7;1.7;1.6;1.4;0.8;0.6;0.5;1.3;1.4;1.6;1.6;1.6;1.5;1.7;1.7;0.4;0.6;0.6;0.4;0.8;1.0;1.6;1.7;1.7;1.4;1.3;1.0;0.7;1.5;1.5;0.4
246;Burgerlijke staat: verweduwd;Betrouwbaarheidsmarge;2013;1.4;1.4;1.2;1.5;1.2;0.1;1.3;1.4;1.5;1.4;1.4;1.4;0.1;0.7;1.0;1.3;0.0;1.4;1.2;0.8;1.5;1.9;1.9;1.8;0.9;1.4;1.5;1.4;1.3;1.4;1.2;0.6;0.5;0.4;1.1;1.2;1.3;1.3;1.3;1.2;1.4;1.5;0.3;0.4;0.5;0.3;0.6;0.8;1.4;1.5;1.4;1.3;1.1;0.9;0.6;1.3;1.2;0.3
