ID;KenmerkenWerknemers;Marges;Perioden;ZiekteverzuimpercentageWerknemers_1;AandeelWerknemersDieHebbenVerzuimd_2;AantalKeerVerzuimd_3;AantalWerkdagenVerzuimd_4;AantalWerkdagenMeestRecenteVerzuim_5;k_1Tot5Werkdagen_6;k_5Tot20Werkdagen_7;k_20Tot210Werkdagen_8;k_210WerkdagenOfMeer_9;Rug_10;NekSchoudersArmenPolsenHanden_11;HeupBenenKnieenVoeten_12;HartEnVaatstelsel_13;PsychischOverspannenheidBurnOut_14;VermoeidheidOfConcentratieproblemen_15;ConflictOpHetWerk_16;Luchtwegen_17;BuikMaagOfDarmen_18;Huid_19;OrenOfOgen_20;GriepOfVerkoudheid_21;Hoofdpijn_22;KlachtenInVerbandMetZwangerschap_23;OverigeKlachten_24;GriepVerkoudheidOfAnderVirus_25;Hoofdpijn_26;PsychischOverspannenheidBurnOut_27;VermoeidheidOfConcentratieproblemen_28;Rug_29;NekSchoudersArmenPolsenHanden_30;HeupBenenKnieenVoeten_31;HartEnVaatstelsel_32;BuikMaagOfDarmen_33;Luchtwegen_34;Huid_35;OrenOfOgen_36;OverigeKlachten_37;Zwangerschapsklachten_38;Menstruatieklachten_39;Overgangsklachten_40;MenstruatieOfOvergangsklachten_41;JaHoofdzakelijkGevolgVanMijnWerk_42;JaVoorEenDeelGevolgVanMijnWerk_43;NeeGeenGevolgVanMijnWerk_44;WeetNiet_45;WerkdrukWerkstress_46;EmotioneelTeZwaar_47;LichamelijkTeZwaar_48;LangdurigDezelfdeHandelingOfPcWerk_49;TeMoeilijkWerk_50;ProblemenMetLeidingWerkgever_51;ProblemenMetCollegaOfOndergeschikte_52;ProblemenMetKlanten_53;GevaarlijkWerkBedrijfsongeval_54;GevaarlijkeStoffen_55;AndereReden_56;TeHogeWerkdruk_57;LangDezelfdeBewegingenDoen_58;LangAchterDeComputerWerken_59;SlechteFysiekeWerkomstandigheden_60;LichamelijkTeZwaarWerk_61;EmotioneelTeZwaarWerk_62;RuzieConflictOngewenstGedrag_63;ArbeidsongevalOfOngeluk_64;BesmettingOpHetWerk_65;AndereReden_66
352;Herkomstland: buiten Europa;Bovengrens 95%-interval;2014;3.9;45.9;3.1;15.7;13.4;72.0;21.9;11.4;1.6;7.7;6.8;5.6;1.9;5.7;4.4;0.8;2.8;10.1;1.3;1.9;49.4;6.0;1.9;13.9;;;;;;;;;;;;;;;;;;11.5;20.4;66.0;10.0;38.8;7.4;18.2;17.8;2.5;9.9;2.4;3.9;2.3;1.9;25.3;;;;;;;;;;
353;Herkomstland: buiten Europa;Bovengrens 95%-interval;2015;4.0;46.7;2.8;16.2;13.2;73.3;21.2;10.0;1.3;7.7;6.1;5.2;1.7;6.8;3.7;0.7;3.3;9.0;0.8;1.1;50.8;6.4;1.6;12.9;;;;;;;;;;;;;;;;;;10.9;19.0;66.7;10.3;38.4;7.5;20.5;15.9;1.7;8.0;5.4;2.3;2.5;2.0;22.5;;;;;;;;;;
354;Herkomstland: buiten Europa;Bovengrens 95%-interval;2016;3.8;45.7;2.8;15.8;13.1;71.5;21.6;11.3;1.4;7.1;7.4;4.8;1.2;6.4;4.5;1.0;3.4;9.5;1.3;1.4;49.5;6.6;1.9;12.2;;;;;;;;;;;;;;;;;;11.9;19.8;65.5;9.4;39.3;6.1;23.2;16.0;2.8;7.2;3.1;2.6;2.9;1.5;21.2;;;;;;;;;;
355;Herkomstland: buiten Europa;Bovengrens 95%-interval;2017;3.9;46.7;2.8;15.2;13.1;75.2;18.2;10.8;1.4;7.3;6.6;5.2;1.9;8.0;4.1;1.5;3.0;9.6;0.4;1.8;48.0;6.0;1.4;12.7;;;;;;;;;;;;;;;;;;14.2;19.9;63.7;9.0;41.9;5.1;19.5;14.5;1.5;10.8;2.5;2.2;1.6;1.8;22.0;;;;;;;;;;
356;Herkomstland: buiten Europa;Bovengrens 95%-interval;2018;4.5;48.1;3.1;17.4;14.4;69.9;22.3;11.2;1.3;7.3;6.1;5.4;1.8;7.6;3.2;0.6;2.3;9.3;1.3;1.8;47.6;6.0;2.5;12.3;;;;;;;;;;;;;;;;;;13.6;18.7;64.3;8.9;40.6;5.6;19.3;13.9;1.6;7.0;3.7;1.6;1.4;2.5;22.1;;;;;;;;;;
357;Herkomstland: buiten Europa;Bovengrens 95%-interval;2019;4.2;48.6;3.1;16.3;14.2;72.2;20.5;10.6;1.6;6.9;6.6;5.4;1.8;8.5;4.1;1.2;2.6;7.9;1.1;1.5;47.8;6.4;2.1;11.8;;;;;;;;;;;;;;;;;;13.7;18.5;63.4;10.0;39.8;5.3;18.9;12.4;1.4;9.4;4.1;2.1;2.2;1.3;23.0;;;;;;;;;;
358;Herkomstland: buiten Europa;Bovengrens 95%-interval;2020;4.4;43.3;3.0;19.3;15.3;65.7;25.9;12.1;1.7;7.0;7.0;4.3;1.1;7.9;3.1;0.6;3.3;8.5;0.6;1.5;46.2;8.1;2.2;15.2;;;;;;;;;;;;;;;;;;13.4;16.9;64.3;11.3;38.9;4.3;17.6;15.2;1.3;6.2;5.1;2.0;3.4;1.9;26.0;;;;;;;;;;
359;Herkomstland: buiten Europa;Bovengrens 95%-interval;2021;4.7;45.0;3.1;19.7;17.3;64.2;26.1;14.1;1.7;7.2;5.1;3.8;1.5;9.8;3.9;1.0;2.8;7.9;0.8;1.9;44.1;6.9;2.1;18.5;;;;;;;;;;;;;;;;;;13.2;20.0;61.7;11.8;40.7;6.4;18.2;13.9;2.3;7.7;2.4;2.2;3.0;;25.6;;;;;;;;;;
360;Herkomstland: buiten Europa;Bovengrens 95%-interval;2022;5.5;58.0;3.0;17.7;13.7;66.9;26.5;9.9;1.4;;;;;;;;;;;;;;;;64.1;5.0;7.8;3.0;4.7;3.7;3.2;1.2;4.0;2.2;0.5;1.2;8.6;6.4;9.4;3.9;12.1;10.6;16.0;68.0;10.5;;;;;;;;;;;;28.9;9.0;9.2;5.0;14.7;6.7;7.5;3.6;22.1;16.4
361;Herkomstland: buiten Europa;Bovengrens 95%-interval;2023;4.8;53.6;3.2;16.7;12.7;73.4;20.5;9.3;1.4;;;;;;;;;;;;;;;;56.6;7.5;8.4;3.4;5.1;4.8;3.9;1.1;5.9;1.6;0.9;1.4;9.4;5.9;13.2;4.8;16.1;11.6;17.5;66.0;10.3;;;;;;;;;;;;32.2;9.2;10.3;5.3;13.7;8.0;9.3;4.3;13.1;16.7
362;Herkomstland: buiten Europa;Bovengrens 95%-interval;2024;5.1;54.6;3.5;17.7;14.1;72.6;19.6;10.6;1.6;;;;;;;;;;;;;;;;57.0;6.7;8.5;2.5;4.7;5.0;4.5;1.2;5.7;1.7;0.7;1.4;10.0;5.2;10.9;3.5;13.2;10.0;17.4;67.8;9.8;;;;;;;;;;;;30.4;10.2;12.9;4.5;14.9;6.2;6.7;4.1;15.3;16.5
363;Onderwijsniveau: basisonderwijs;Waarde;2014;4.7;38.2;3.0;22.4;23.8;55.9;26.6;15.0;2.5;9.9;9.0;6.0;3.0;3.4;2.7;0.5;3.2;11.8;0.3;1.4;32.4;3.4;0.0;14.1;;;;;;;;;;;;;;;;;;10.5;17.8;63.8;7.9;28.2;2.2;26.2;11.9;0.0;4.6;1.4;0.0;0.7;0.7;24.2;;;;;;;;;;
364;Onderwijsniveau: basisonderwijs;Waarde;2015;4.8;38.4;2.9;22.7;21.1;53.6;27.5;16.9;2.0;9.4;9.3;7.0;2.9;5.5;1.8;0.6;4.5;7.1;1.1;0.7;32.6;5.4;0.4;13.4;;;;;;;;;;;;;;;;;;11.2;13.9;63.3;11.6;21.7;3.1;30.0;12.8;0.5;4.8;1.6;0.0;2.3;0.0;23.2;;;;;;;;;;
365;Onderwijsniveau: basisonderwijs;Waarde;2016;5.0;41.6;3.0;22.9;18.9;57.0;26.0;14.9;2.1;9.9;8.3;9.6;1.5;4.5;1.6;0.8;1.6;8.1;0.8;2.2;35.9;5.8;0.1;11.3;;;;;;;;;;;;;;;;;;11.6;17.7;61.2;9.5;19.6;4.2;34.5;13.0;2.3;4.9;1.6;0.5;2.7;0.4;16.3;;;;;;;;;;
366;Onderwijsniveau: basisonderwijs;Waarde;2017;4.6;38.1;2.8;22.9;21.5;54.2;27.3;16.7;1.8;9.9;11.6;10.4;2.2;5.9;2.1;0.5;2.9;8.1;1.2;0.9;28.7;4.3;0.0;12.5;;;;;;;;;;;;;;;;;;18.5;17.4;55.0;9.0;21.6;2.0;28.6;20.4;1.0;3.8;0.8;0.0;1.7;0.7;19.5;;;;;;;;;;
367;Onderwijsniveau: basisonderwijs;Waarde;2018;5.3;42.7;3.3;21.7;19.0;58.9;24.7;14.5;1.9;8.5;9.2;7.0;3.3;6.3;2.2;0.4;1.9;7.5;1.2;1.9;33.4;6.5;0.8;12.5;;;;;;;;;;;;;;;;;;11.6;18.9;58.7;10.9;22.5;2.9;22.5;16.1;1.6;3.9;2.1;0.3;2.7;3.1;22.3;;;;;;;;;;
368;Onderwijsniveau: basisonderwijs;Waarde;2019;4.7;38.3;3.2;22.4;21.0;55.4;27.1;15.3;2.2;9.7;9.9;8.1;2.2;6.1;2.2;0.2;4.3;6.3;0.7;1.3;34.2;3.4;0.2;12.4;;;;;;;;;;;;;;;;;;12.2;17.2;58.6;12.0;20.6;3.9;31.2;13.4;0.0;3.7;2.5;1.8;2.8;1.4;18.9;;;;;;;;;;
369;Onderwijsniveau: basisonderwijs;Waarde;2020;4.9;39.1;3.4;22.5;18.9;53.8;28.8;15.8;1.6;9.1;9.0;6.3;3.1;5.0;2.6;0.6;3.1;6.0;0.7;1.6;34.1;5.6;0.1;15.0;;;;;;;;;;;;;;;;;;12.4;14.0;61.8;11.7;20.1;1.6;32.7;12.6;0.5;2.3;3.1;1.4;1.3;0.5;24.0;;;;;;;;;;
370;Onderwijsniveau: basisonderwijs;Waarde;2021;4.5;39.3;3.4;21.6;20.1;53.1;30.7;14.5;1.7;10.1;8.9;8.3;1.9;5.7;1.0;0.5;1.6;3.8;0.4;2.0;32.2;4.3;0.6;20.5;;;;;;;;;;;;;;;;;;13.2;16.6;56.7;13.5;22.7;5.1;30.6;8.0;0.9;3.8;1.1;0.6;2.0;0.0;25.2;;;;;;;;;;
371;Onderwijsniveau: basisonderwijs;Waarde;2022;6.2;52.1;3.2;23.4;20.7;50.0;34.7;12.7;2.5;;;;;;;;;;;;;;;;52.9;4.1;5.7;1.2;6.8;6.3;5.3;2.4;3.8;1.8;0.4;0.7;8.7;2.0;5.7;2.1;7.8;9.3;14.3;63.9;12.5;;;;;;;;;;;;15.7;19.4;1.8;2.5;21.3;3.2;1.7;6.8;13.7;13.9
372;Onderwijsniveau: basisonderwijs;Waarde;2023;5.1;45.1;3.1;21.9;17.7;58.6;26.4;13.2;1.8;;;;;;;;;;;;;;;;43.5;4.2;7.0;1.8;7.8;8.3;6.4;1.8;5.7;1.8;1.0;1.1;9.7;3.5;10.4;2.6;12.8;11.5;17.9;58.9;11.8;;;;;;;;;;;;15.6;17.2;1.5;4.5;21.9;2.7;3.5;7.7;7.3;18.1
373;Onderwijsniveau: basisonderwijs;Waarde;2024;5.9;46.2;3.6;25.9;21.7;55.2;26.1;16.6;2.1;;;;;;;;;;;;;;;;39.6;4.9;6.2;1.8;7.0;9.2;8.4;2.9;3.7;2.2;0.8;1.2;12.0;1.7;8.4;1.9;10.3;10.3;15.6;61.5;12.7;;;;;;;;;;;;14.1;17.7;1.0;3.2;29.9;3.6;3.1;5.9;7.2;14.3
374;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2014;4.0;35.5;2.5;19.1;18.4;51.3;22.9;12.2;1.5;7.8;6.6;4.4;1.9;2.1;1.4;0.2;2.2;9.1;0.1;0.8;28.1;2.0;0.0;11.1;;;;;;;;;;;;;;;;;;8.3;14.6;59.4;5.8;21.6;0.8;19.9;7.7;0.0;2.4;0.4;0.0;0.2;0.1;17.9;;;;;;;;;;
375;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2015;4.1;36.0;2.5;19.7;17.2;49.5;24.0;14.2;1.2;7.4;7.3;5.3;2.0;4.0;1.0;0.2;3.1;5.2;0.5;0.3;28.7;3.7;0.1;10.9;;;;;;;;;;;;;;;;;;9.0;11.4;59.3;9.2;16.0;1.3;23.6;8.6;0.1;2.3;0.5;0.0;0.8;0.0;17.2;;;;;;;;;;
376;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2016;4.2;39.1;2.6;19.7;15.2;52.9;22.7;12.4;1.3;7.8;6.5;7.5;0.9;3.2;0.8;0.3;0.9;6.2;0.3;1.3;31.9;4.0;0.0;9.0;;;;;;;;;;;;;;;;;;9.4;14.9;57.2;7.3;14.8;1.9;28.2;9.0;0.8;2.7;0.6;0.1;1.1;0.1;11.7;;;;;;;;;;
377;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2017;3.9;35.6;2.4;19.7;17.1;49.9;23.7;13.9;1.0;7.8;9.3;8.2;1.3;4.2;1.2;0.2;1.8;5.9;0.6;0.4;24.8;2.8;0.0;10.0;;;;;;;;;;;;;;;;;;15.6;14.5;50.8;6.9;16.5;0.8;23.0;15.4;0.3;2.0;0.2;0.0;0.6;0.2;14.6;;;;;;;;;;
378;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2018;4.6;40.6;2.9;19.2;15.6;55.4;21.8;12.3;1.2;6.8;7.5;5.6;2.3;4.9;1.4;0.1;1.3;5.8;0.6;1.2;30.1;4.9;0.4;10.5;;;;;;;;;;;;;;;;;;9.7;16.4;55.3;8.9;18.0;1.4;18.0;12.2;0.5;2.2;1.0;0.0;1.3;1.5;17.6;;;;;;;;;;
379;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2019;4.1;36.0;2.8;19.4;17.1;51.4;23.7;12.7;1.4;7.7;7.9;6.3;1.4;4.6;1.3;0.0;2.9;4.6;0.3;0.7;30.6;2.2;0.0;10.2;;;;;;;;;;;;;;;;;;9.9;14.6;54.8;9.7;15.6;1.9;25.2;9.3;0.0;1.9;0.8;0.7;1.2;0.4;14.2;;;;;;;;;;
380;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2020;4.2;36.7;3.0;19.3;15.2;49.7;25.3;13.2;0.9;7.1;7.1;4.7;2.1;3.6;1.6;0.2;2.1;4.4;0.3;0.9;30.4;3.9;0.0;12.4;;;;;;;;;;;;;;;;;;10.1;11.5;58.0;9.4;14.7;0.5;26.2;8.5;0.1;0.9;1.1;0.4;0.4;0.1;18.2;;;;;;;;;;
381;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2021;3.8;36.6;2.9;18.2;15.4;48.4;26.6;11.8;0.9;7.7;6.7;6.2;1.1;4.0;0.4;0.1;0.8;2.4;0.1;1.1;27.9;2.7;0.2;17.0;;;;;;;;;;;;;;;;;;10.6;13.5;52.2;10.6;16.9;2.6;24.0;4.7;0.2;1.6;0.2;0.1;0.7;0.0;18.2;;;;;;;;;;
382;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2022;5.4;49.7;2.9;20.4;16.9;46.6;31.4;10.6;1.7;;;;;;;;;;;;;;;;49.5;2.9;4.3;0.6;5.3;4.7;4.0;1.6;2.6;1.1;0.2;0.3;7.0;0.7;2.8;0.8;4.5;7.5;12.1;60.6;10.3;;;;;;;;;;;;11.1;14.3;0.7;0.8;16.0;1.5;0.7;4.0;9.4;9.7
383;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2023;4.4;42.7;2.8;19.0;14.4;54.9;23.2;11.0;1.1;;;;;;;;;;;;;;;;40.0;3.0;5.4;1.0;6.1;6.5;5.0;1.1;4.2;1.1;0.5;0.5;7.8;1.3;5.9;0.9;7.8;9.4;15.2;55.2;9.5;;;;;;;;;;;;11.1;12.4;0.5;2.4;16.5;1.2;1.6;4.7;4.4;13.2
384;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2024;5.1;43.9;3.2;22.3;17.9;51.5;23.0;14.0;1.3;;;;;;;;;;;;;;;;36.2;3.5;4.7;1.1;5.5;7.3;6.6;1.9;2.6;1.4;0.4;0.7;9.9;0.6;5.1;0.6;6.5;8.3;13.1;57.9;10.5;;;;;;;;;;;;9.7;12.7;0.1;1.5;23.6;1.6;1.5;3.3;4.0;10.0
385;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2014;5.5;41.1;3.6;25.7;29.2;60.4;30.6;18.4;4.2;12.6;12.0;8.3;4.7;5.3;4.8;1.4;4.8;15.1;1.0;2.6;37.1;5.8;;17.7;;;;;;;;;;;;;;;;;;13.1;21.4;68.0;10.7;35.8;6.1;33.5;17.9;;8.6;4.9;;2.2;3.2;31.9;;;;;;;;;;
386;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2015;5.5;40.9;3.3;25.7;25.0;57.8;31.2;20.0;3.3;12.0;11.9;9.2;4.4;7.5;3.3;1.8;6.5;9.6;2.4;1.7;36.7;7.8;1.6;16.3;;;;;;;;;;;;;;;;;;13.8;16.8;67.1;14.5;28.8;7.2;37.3;18.4;3.8;9.8;4.8;;6.2;;30.6;;;;;;;;;;
387;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2016;5.7;44.2;3.4;26.2;22.6;60.9;29.6;17.8;3.3;12.4;10.5;12.1;2.6;6.5;3.1;1.7;2.8;10.6;2.1;3.7;40.1;8.2;0.8;14.1;;;;;;;;;;;;;;;;;;14.2;20.9;65.0;12.2;25.6;9.0;41.4;18.3;7.0;8.8;4.3;3.3;6.7;2.7;22.1;;;;;;;;;;
388;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2017;5.3;40.7;3.1;26.1;26.0;58.5;31.2;19.9;3.1;12.6;14.3;13.1;3.6;8.2;3.6;1.3;4.6;11.0;2.3;2.0;32.9;6.6;;15.6;;;;;;;;;;;;;;;;;;21.9;20.7;59.2;11.7;27.6;4.9;34.9;26.5;4.0;7.0;3.1;;4.6;2.9;25.7;;;;;;;;;;
389;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2018;5.9;44.9;3.6;24.3;22.4;62.3;27.8;16.9;3.0;10.5;11.2;8.7;4.6;8.0;3.4;0.9;3.0;9.5;2.4;3.0;36.8;8.5;1.7;14.9;;;;;;;;;;;;;;;;;;13.9;21.6;62.0;13.2;27.7;5.9;27.7;21.0;4.9;6.7;4.4;2.2;5.8;6.6;27.9;;;;;;;;;;
390;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2019;5.4;40.6;3.6;25.4;25.0;59.4;30.8;18.3;3.6;12.2;12.4;10.3;3.5;8.1;3.6;1.5;6.1;8.4;1.6;2.3;38.1;5.2;1.2;15.1;;;;;;;;;;;;;;;;;;14.9;20.2;62.3;14.8;26.6;7.6;37.9;18.9;;7.3;7.4;4.8;6.1;4.2;24.7;;;;;;;;;;
391;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2020;5.6;41.5;3.9;25.7;22.5;57.8;32.6;18.8;2.9;11.5;11.4;8.4;4.6;7.0;4.2;1.7;4.7;8.2;1.7;3.0;38.0;7.8;0.9;18.1;;;;;;;;;;;;;;;;;;15.2;16.9;65.5;14.6;26.8;4.8;40.0;18.1;3.6;5.4;8.5;5.6;4.1;3.3;31.0;;;;;;;;;;
392;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2021;5.2;42.1;3.9;25.0;24.9;57.8;35.2;17.8;3.1;13.1;11.7;11.0;3.3;8.1;2.3;1.6;2.9;5.9;1.4;3.8;36.7;6.8;1.8;24.5;;;;;;;;;;;;;;;;;;16.3;20.3;61.1;17.0;29.9;9.6;38.1;13.3;3.9;8.7;7.5;3.9;5.2;;33.7;;;;;;;;;;
393;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2022;7.0;54.5;3.6;26.3;24.5;53.5;38.1;15.1;3.8;;;;;;;;;;;;;;;;56.3;5.9;7.4;2.3;8.6;8.2;7.0;3.6;5.3;2.9;1.2;1.6;10.7;5.9;11.1;5.3;13.4;11.5;16.8;67.2;15.0;;;;;;;;;;;;21.7;25.9;4.5;7.5;27.6;6.8;4.3;11.3;19.7;19.4
394;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2023;5.8;47.4;3.5;24.9;21.0;62.2;29.8;15.9;2.9;;;;;;;;;;;;;;;;47.1;5.9;9.1;3.0;10.1;10.5;8.3;2.8;7.6;3.1;2.0;2.1;12.0;9.2;17.8;6.9;20.4;14.0;20.9;62.4;14.4;;;;;;;;;;;;21.5;23.3;4.1;8.4;28.3;6.0;7.7;12.4;11.6;24.4
395;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2024;6.7;48.5;4.0;29.4;25.5;58.9;29.5;19.6;3.3;;;;;;;;;;;;;;;;43.1;6.8;8.1;3.0;9.0;11.5;10.6;4.4;5.2;3.5;1.8;2.1;14.5;4.8;13.5;5.9;15.8;12.7;18.4;64.9;15.3;;;;;;;;;;;;19.9;24.2;6.8;6.9;36.9;7.5;6.4;10.3;12.7;20.1
396;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2014;3.9;39.5;2.6;17.4;16.4;63.1;22.4;12.8;1.7;8.6;7.5;8.2;1.7;5.0;2.0;0.5;2.7;8.5;0.6;0.8;37.1;5.5;0.6;12.9;;;;;;;;;;;;;;;;;;10.8;16.5;66.5;6.3;23.4;3.0;27.5;13.3;0.6;6.3;1.2;0.6;2.7;0.7;20.8;;;;;;;;;;
397;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2015;4.6;42.2;2.5;18.8;16.6;59.2;25.7;13.5;1.5;9.8;7.6;8.4;1.6;4.8;1.6;0.4;2.3;7.2;0.5;0.9;38.5;4.7;0.4;13.3;;;;;;;;;;;;;;;;;;10.4;15.4;67.1;7.1;20.9;3.4;29.5;13.7;0.2;4.0;1.3;0.2;1.9;1.1;24.0;;;;;;;;;;
398;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2016;4.1;41.9;2.6;17.4;14.9;62.9;23.1;13.0;1.0;8.6;6.9;6.8;1.9;4.7;2.7;0.6;2.8;7.8;0.8;1.2;38.7;5.2;0.6;13.0;;;;;;;;;;;;;;;;;;9.7;15.8;68.8;5.7;25.9;2.3;28.0;9.4;0.1;3.8;1.4;0.3;2.1;1.5;25.3;;;;;;;;;;
399;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2017;4.4;41.2;2.5;18.9;17.4;61.9;23.0;13.4;1.7;7.9;6.9;7.8;2.4;5.7;2.8;0.6;2.5;8.1;1.0;1.1;37.0;5.2;0.3;12.7;;;;;;;;;;;;;;;;;;11.8;16.3;65.7;6.2;23.4;2.9;31.5;10.9;0.3;4.9;2.3;0.3;1.8;0.6;21.4;;;;;;;;;;
400;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2018;4.7;45.1;3.1;18.4;15.9;62.3;23.3;13.1;1.3;7.2;7.8;6.5;1.9;5.9;2.5;0.6;1.9;8.0;0.8;1.2;40.1;4.4;0.4;12.7;;;;;;;;;;;;;;;;;;10.7;15.3;67.6;6.5;24.8;3.7;28.9;11.6;0.3;3.4;2.0;0.5;3.1;0.7;20.9;;;;;;;;;;
401;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2019;4.8;44.7;3.0;19.0;15.8;64.7;21.1;12.9;1.2;7.5;6.8;7.3;1.6;6.1;2.4;0.7;2.2;8.3;0.6;1.3;39.2;5.5;0.7;12.2;;;;;;;;;;;;;;;;;;10.5;15.3;66.6;7.6;23.1;3.0;28.2;12.2;0.6;4.8;2.5;0.8;2.9;0.8;21.4;;;;;;;;;;
402;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2020;4.9;44.8;3.0;18.9;15.2;58.8;26.9;13.0;1.3;6.7;6.6;5.8;1.7;5.5;1.7;0.4;2.4;7.7;0.3;0.9;39.5;5.6;0.4;17.1;;;;;;;;;;;;;;;;;;9.3;11.6;70.5;8.6;21.8;1.8;29.3;8.6;0.1;4.8;2.3;0.7;3.6;0.5;26.4;;;;;;;;;;
403;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2021;4.8;44.5;2.9;19.4;16.9;61.1;25.4;11.8;1.7;7.4;5.9;6.8;1.3;5.6;2.2;0.5;2.6;7.1;0.3;1.3;35.8;5.5;0.3;19.5;;;;;;;;;;;;;;;;;;9.8;13.7;66.2;10.3;26.5;2.3;28.3;8.3;1.0;4.3;1.8;0.0;2.4;0.0;25.1;;;;;;;;;;
404;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2022;5.8;55.7;3.0;18.3;14.3;59.8;28.7;10.1;1.4;;;;;;;;;;;;;;;;58.0;3.5;5.0;1.1;4.9;4.3;5.0;1.4;3.9;1.3;0.3;0.8;10.5;1.7;6.4;2.2;8.4;7.6;12.1;71.7;8.6;;;;;;;;;;;;15.6;12.5;2.8;3.0;20.6;4.5;3.6;5.1;15.4;16.8
405;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2023;5.2;49.9;3.3;18.9;16.6;65.0;21.5;11.8;1.7;;;;;;;;;;;;;;;;49.0;5.4;5.7;2.2;5.7;5.6;6.2;1.5;5.0;1.7;0.4;0.8;10.8;1.0;9.2;1.6;10.8;8.6;13.7;69.8;7.9;;;;;;;;;;;;18.3;13.5;2.4;4.6;23.2;3.5;3.6;5.5;10.0;15.4
406;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2024;5.1;50.0;3.3;18.4;14.9;66.8;20.5;11.3;1.4;;;;;;;;;;;;;;;;49.5;6.0;5.8;1.7;5.9;5.3;6.4;1.1;5.2;1.7;0.5;0.8;10.1;1.1;11.0;2.6;13.5;8.4;13.1;70.4;8.1;;;;;;;;;;;;16.8;12.7;2.0;4.0;26.0;2.8;3.1;5.2;10.3;17.0
407;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2014;3.6;38.1;2.4;15.9;14.3;60.9;20.5;11.4;1.2;7.4;6.4;7.1;1.3;4.1;1.5;0.3;2.0;7.3;0.4;0.5;34.8;4.5;0.3;11.5;;;;;;;;;;;;;;;;;;9.5;14.9;64.3;5.3;19.9;1.8;23.9;10.6;0.2;4.5;0.6;0.2;1.6;0.2;17.4;;;;;;;;;;
408;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2015;4.2;40.9;2.3;17.3;14.7;57.2;24.0;12.2;1.1;8.7;6.6;7.4;1.2;4.0;1.1;0.2;1.8;6.3;0.3;0.6;36.5;3.9;0.2;12.0;;;;;;;;;;;;;;;;;;9.3;14.0;65.2;6.1;17.8;2.2;26.0;11.2;0.0;2.7;0.7;0.0;1.0;0.5;20.8;;;;;;;;;;
409;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2016;3.8;40.6;2.4;16.1;13.3;61.0;21.4;11.8;0.7;7.5;6.0;5.9;1.4;4.0;2.2;0.4;2.3;6.7;0.5;0.8;36.7;4.3;0.3;11.7;;;;;;;;;;;;;;;;;;8.6;14.4;66.9;4.8;22.5;1.4;24.5;7.3;0.0;2.6;0.7;0.1;1.2;0.8;22.0;;;;;;;;;;
410;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2017;4.0;40.0;2.3;17.3;15.4;59.8;21.3;12.1;1.3;6.9;5.9;6.8;1.9;4.8;2.2;0.3;2.0;7.1;0.6;0.8;34.9;4.3;0.1;11.4;;;;;;;;;;;;;;;;;;10.5;14.8;63.7;5.3;20.2;1.8;28.0;8.6;0.1;3.4;1.4;0.1;1.0;0.2;18.3;;;;;;;;;;
