ID;Geslacht;Leeftijd;Marges;Perioden;Ondergewicht_1;NormaalGewicht_2;Overgewicht_3;MatigOvergewicht_4;ErnstigOvergewicht_5;OpgegevenLengte20JaarOfOuder_6;OpgegevenGewicht20JaarOfOuder_7
1155;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;2023;0.2;1.4;1.4;1.3;1.1;0.3;0.5
1156;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;1981/1984;0.2;0.8;0.8;0.8;0.5;0.1;0.2
1157;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;1985/1988;0.2;0.9;0.9;0.9;0.5;0.1;0.2
1158;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;1989/1992;0.2;0.9;0.9;0.9;0.5;0.1;0.2
1159;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;1993/1996;0.2;0.9;0.9;0.8;0.5;0.1;0.2
1160;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;1997/2000;0.1;0.8;0.8;0.8;0.5;0.1;0.2
1161;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;2001/2004;0.1;0.7;0.7;0.7;0.5;0.1;0.2
1162;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;2005/2008;0.1;0.7;0.7;0.7;0.5;0.1;0.2
1163;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;2009/2012;0.1;0.6;0.6;0.6;0.4;0.1;0.2
1164;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;2013/2016;0.1;0.7;0.7;0.7;0.5;0.1;0.2
1165;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;2017/2020;0.1;0.7;0.7;0.7;0.5;0.1;0.2
1166;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;1981;1.1;46.9;52.0;43.5;8.5;168.2;72.1
1167;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;1982;1.5;50.8;47.6;40.3;7.4;168.0;70.7
1168;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;1983;0.9;49.2;49.9;39.4;10.5;168.0;71.8
1169;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;1984;0.6;46.3;53.1;41.1;11.9;168.3;72.6
1170;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;1985;1.4;47.3;51.2;41.9;9.3;168.9;72.4
1171;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;1986;1.7;47.1;51.2;44.1;7.1;168.8;71.9
1172;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;1987;1.3;46.2;52.5;41.6;10.9;169.2;73.2
1173;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;1988;1.3;45.5;53.2;44.7;8.5;168.8;72.3
1174;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;1989;0.9;47.1;51.9;41.3;10.7;168.9;73.1
1175;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;1990;1.7;52.4;45.9;37.2;8.7;170.0;72.5
1176;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;1991;1.4;45.8;52.8;42.0;10.8;169.7;73.4
1177;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;1992;0.8;45.1;54.2;44.9;9.3;169.4;73.5
1178;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;1993;1.8;46.8;51.3;39.8;11.5;169.5;73.5
1179;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;1994;1.9;44.3;53.8;43.3;10.4;169.8;73.7
1180;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;1995;1.0;49.2;49.8;39.5;10.2;169.5;73.4
1181;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;1996;1.5;41.3;57.2;47.0;10.2;169.7;74.3
1182;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;1997;1.0;42.1;56.9;44.5;12.4;169.8;74.7
1183;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;1998;0.6;46.0;53.4;41.3;12.0;170.0;74.2
1184;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;1999;2.0;41.2;56.8;45.2;11.6;170.1;74.9
1185;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2000;0.7;39.6;59.7;46.8;13.0;170.2;75.9
1186;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2001;1.2;40.4;58.4;44.0;14.4;169.8;75.4
1187;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2002;0.1;43.2;56.7;44.7;12.0;170.3;75.2
1188;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2003;1.5;37.5;61.0;45.4;15.7;170.2;76.2
1189;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2004;1.4;40.3;58.3;43.4;14.9;170.2;75.8
1190;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2005;1.4;39.9;58.7;42.1;16.6;170.7;76.3
1191;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2006;1.2;41.5;57.3;42.3;15.0;170.2;75.7
1192;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2007;1.1;41.2;57.6;42.1;15.5;170.6;76.1
1193;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2008;0.6;38.2;61.3;43.5;17.8;170.8;77.3
1194;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2009;1.0;38.7;60.3;43.9;16.4;170.7;77.0
1195;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2010;0.7;38.0;61.3;46.9;14.4;170.9;77.0
1196;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2011;1.1;39.9;59.0;43.1;15.9;170.8;76.6
1197;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2012;1.1;37.7;61.2;44.1;17.1;171.1;77.7
1198;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2013;1.1;38.3;60.6;43.8;16.8;171.6;78.0
1199;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2014;0.4;37.8;61.7;44.0;17.7;171.2;78.0
1200;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2015;0.2;38.4;61.4;43.7;17.7;171.1;77.8
1201;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2016;0.4;35.9;63.7;42.8;20.9;171.7;79.4
1202;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2017;0.8;38.1;61.2;41.4;19.8;171.9;79.2
1203;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2018;0.8;38.3;60.9;41.7;19.2;171.7;78.9
1204;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2019;1.2;38.6;60.3;42.5;17.7;171.5;78.0
1205;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2020;1.0;37.9;61.1;42.7;18.3;171.8;78.5
1206;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2021;1.1;38.7;60.2;42.7;17.5;172.1;78.6
1207;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2022;0.8;40.9;58.3;41.5;16.8;172.4;78.6
1208;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2023;1.4;43.3;55.4;38.0;17.4;172.5;78.4
1209;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;1981/1984;1.1;48.3;50.6;41.1;9.6;168.1;71.8
1210;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;1985/1988;1.4;46.5;52.0;43.1;9.0;168.9;72.4
1211;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;1989/1992;1.2;47.6;51.2;41.3;9.9;169.5;73.1
1212;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;1993/1996;1.6;45.4;53.0;42.4;10.6;169.6;73.8
1213;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;1997/2000;1.1;42.2;56.7;44.4;12.2;170.1;74.9
1214;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2001/2004;1.0;40.4;58.6;44.4;14.2;170.1;75.6
1215;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2005/2008;1.1;40.2;58.7;42.5;16.2;170.6;76.4
1216;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2009/2012;1.0;38.6;60.5;44.5;16.0;170.9;77.1
1217;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2013/2016;0.5;37.6;61.9;43.6;18.3;171.4;78.3
1218;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2017/2020;0.9;38.2;60.8;42.1;18.8;171.7;78.7
1219;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;1981;0.4;1.9;1.9;1.9;1.1;0.3;0.4
1220;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;1982;0.5;1.9;1.9;1.9;1.0;0.3;0.4
1221;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;1983;0.4;2.0;2.0;1.9;1.2;0.3;0.4
1222;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;1984;0.3;1.9;1.9;1.9;1.3;0.3;0.5
1223;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;1985;0.5;2.0;2.0;1.9;1.1;0.3;0.4
1224;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;1986;0.5;2.0;2.0;2.0;1.0;0.3;0.4
1225;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;1987;0.5;2.0;2.0;2.0;1.3;0.3;0.5
1226;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;1988;0.5;2.1;2.1;2.1;1.2;0.3;0.5
1227;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;1989;0.4;2.0;2.0;2.0;1.2;0.3;0.4
1228;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;1990;0.5;2.1;2.1;2.0;1.2;0.3;0.5
1229;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;1991;0.5;2.2;2.2;2.2;1.4;0.4;0.5
1230;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;1992;0.3;1.9;1.9;1.9;1.1;0.3;0.4
1231;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;1993;0.5;2.0;2.0;1.9;1.3;0.3;0.5
1232;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;1994;0.5;1.9;1.9;1.9;1.2;0.3;0.5
1233;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;1995;0.4;1.9;1.9;1.8;1.1;0.3;0.4
1234;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;1996;0.5;1.9;1.9;1.9;1.2;0.3;0.4
1235;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;1997;0.4;1.7;1.7;1.7;1.2;0.3;0.4
1236;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;1998;0.3;1.9;1.9;1.9;1.2;0.3;0.4
1237;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;1999;0.5;1.8;1.8;1.8;1.2;0.3;0.4
1238;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;2000;0.3;1.8;1.8;1.9;1.3;0.3;0.5
1239;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;2001;0.4;1.8;1.9;1.9;1.3;0.3;0.5
1240;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;2002;0.1;1.8;1.8;1.8;1.2;0.3;0.5
1241;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;2003;0.4;1.8;1.8;1.8;1.3;0.3;0.5
1242;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;2004;0.4;1.7;1.7;1.7;1.2;0.3;0.4
1243;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;2005;0.4;1.7;1.8;1.8;1.3;0.3;0.5
1244;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;2006;0.4;1.8;1.8;1.8;1.3;0.3;0.5
1245;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;2007;0.4;1.9;1.9;1.9;1.4;0.3;0.5
1246;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;2008;0.3;1.8;1.8;1.8;1.4;0.3;0.5
1247;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;2009;0.4;1.8;1.8;1.8;1.4;0.3;0.5
1248;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;2010;0.2;1.3;1.3;1.4;1.0;0.2;0.4
1249;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;2011;0.3;1.4;1.4;1.4;1.1;0.3;0.4
1250;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;2012;0.3;1.4;1.4;1.4;1.1;0.3;0.4
1251;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;2013;0.3;1.4;1.4;1.4;1.0;0.2;0.4
1252;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;2014;0.2;1.6;1.6;1.6;1.2;0.3;0.5
1253;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;2015;0.1;1.6;1.6;1.6;1.2;0.3;0.5
1254;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;2016;0.2;1.6;1.6;1.6;1.3;0.3;0.5
1255;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;2017;0.3;1.5;1.5;1.5;1.2;0.3;0.5
1256;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;2018;0.3;1.5;1.5;1.5;1.2;0.3;0.5
1257;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;2019;0.3;1.5;1.5;1.5;1.2;0.3;0.5
1258;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;2020;0.3;1.6;1.6;1.6;1.2;0.3;0.5
1259;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;2021;0.3;1.6;1.6;1.6;1.2;0.3;0.5
1260;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;2022;0.3;1.5;1.5;1.5;1.1;0.3;0.5
1261;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;2023;0.4;1.5;1.5;1.5;1.2;0.3;0.5
1262;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;1981/1984;0.2;1.0;1.0;0.9;0.6;0.2;0.2
1263;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;1985/1988;0.2;1.0;1.0;1.0;0.6;0.2;0.2
1264;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;1989/1992;0.2;1.0;1.0;1.0;0.6;0.2;0.2
1265;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;1993/1996;0.2;1.0;1.0;0.9;0.6;0.2;0.2
1266;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;1997/2000;0.2;0.9;0.9;0.9;0.6;0.2;0.2
1267;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;2001/2004;0.2;0.9;0.9;0.9;0.6;0.2;0.2
1268;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;2005/2008;0.2;0.9;0.9;0.9;0.7;0.2;0.2
1269;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;2009/2012;0.1;0.7;0.7;0.7;0.5;0.1;0.2
1270;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;2013/2016;0.1;0.8;0.8;0.8;0.6;0.1;0.2
1271;Totaal mannen en vrouwen;65 tot 75 jaar;Standaardfout;2017/2020;0.1;0.8;0.8;0.8;0.6;0.1;0.2
1272;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;1981;0.8;52.1;47.1;41.8;5.3;165.3;68.0
1273;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;1982;2.6;53.4;44.0;35.2;8.9;165.7;68.6
1274;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;1983;1.2;50.3;48.5;42.0;6.5;166.7;69.9
1275;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;1984;4.1;49.9;46.0;41.2;4.7;166.2;68.5
1276;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;1985;1.8;59.2;39.0;30.0;9.0;166.7;68.6
1277;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;1986;3.8;48.4;47.9;39.2;8.7;166.2;68.9
1278;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;1987;2.9;49.5;47.7;38.3;9.4;166.3;69.3
1279;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;1988;2.1;54.1;43.8;39.5;4.3;167.6;69.4
1280;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;1989;1.6;47.9;50.5;41.1;9.4;165.4;69.4
1281;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;1990;1.3;54.1;44.6;37.1;7.5;167.0;69.4
1282;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;1991;3.0;53.6;43.4;36.4;7.0;166.6;68.6
1283;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;1992;3.7;49.0;47.3;37.2;10.1;166.0;69.2
1284;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;1993;2.0;53.2;44.8;39.7;5.1;167.2;69.4
1285;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;1994;1.8;51.4;46.8;39.5;7.3;166.6;69.4
1286;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;1995;3.1;49.5;47.4;37.6;9.8;167.7;70.4
1287;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;1996;1.8;51.9;46.3;38.1;8.2;167.8;70.3
1288;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;1997;1.8;49.7;48.6;38.3;10.3;167.7;71.2
1289;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;1998;3.5;48.7;47.9;38.8;9.1;167.9;70.8
1290;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;1999;1.5;50.9;47.6;39.2;8.4;167.2;70.7
1291;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;2000;1.6;49.9;48.5;37.3;11.2;168.5;72.2
1292;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;2001;2.1;47.7;50.2;39.1;11.1;168.3;71.8
1293;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;2002;2.0;47.4;50.6;40.9;9.7;168.3;71.7
1294;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;2003;2.5;44.8;52.7;41.6;11.1;167.6;71.4
1295;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;2004;2.2;46.0;51.8;41.9;9.9;168.2;72.0
1296;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;2005;2.0;48.0;50.0;39.8;10.2;168.1;71.6
1297;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;2006;1.6;41.9;56.5;42.7;13.8;168.1;73.6
1298;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;2007;2.2;46.6;51.2;38.6;12.5;169.0;72.9
1299;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;2008;2.5;45.2;52.3;43.0;9.4;168.6;72.2
1300;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;2009;1.1;47.1;51.8;37.6;14.2;168.2;72.9
1301;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;2010;1.7;41.9;56.4;44.5;11.9;168.4;73.4
1302;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;2011;1.7;44.8;53.5;40.4;13.1;168.6;73.4
1303;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;2012;1.3;42.4;56.4;42.8;13.6;168.5;73.6
1304;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;2013;1.2;43.8;55.0;41.1;13.9;168.4;73.7
1305;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;2014;1.0;44.2;54.9;39.0;15.9;168.5;74.0
1306;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;2015;2.1;39.7;58.2;42.7;15.6;168.9;74.2
1307;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;2016;1.6;44.2;54.3;40.7;13.5;168.6;73.5
1308;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;2017;0.6;42.7;56.6;43.1;13.6;168.5;74.2
1309;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;2018;0.4;43.3;56.3;40.3;16.0;168.2;74.6
1310;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;2019;1.9;43.8;54.3;39.0;15.3;169.5;74.7
1311;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;2020;2.9;43.2;53.9;39.9;14.0;169.0;74.1
1312;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;2021;0.9;46.2;53.0;39.9;13.1;168.9;73.8
1313;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;2022;1.2;45.3;53.5;38.1;15.4;169.5;75.0
1314;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;2023;1.6;45.7;52.6;38.6;14.0;169.9;74.6
1315;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;1981/1984;2.2;51.4;46.4;40.1;6.3;166.0;68.8
1316;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;1985/1988;2.6;52.8;44.6;36.8;7.8;166.7;69.0
1317;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;1989/1992;2.4;51.1;46.4;37.9;8.5;166.3;69.2
1318;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;1993/1996;2.2;51.5;46.3;38.7;7.6;167.3;69.9
1319;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;1997/2000;2.1;49.8;48.2;38.4;9.8;167.9;71.2
1320;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;2001/2004;2.2;46.4;51.3;40.9;10.4;168.1;71.7
1321;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;2005/2008;2.1;45.4;52.5;41.0;11.5;168.5;72.6
1322;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;2009/2012;1.4;44.0;54.6;41.4;13.2;168.4;73.3
1323;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;2013/2016;1.5;42.9;55.6;40.9;14.7;168.6;73.8
1324;Totaal mannen en vrouwen;75 jaar of ouder;Waarde;2017/2020;1.5;43.3;55.3;40.5;14.8;168.8;74.4
1325;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;1981;0.4;2.5;2.5;2.4;1.1;0.4;0.6
1326;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;1982;0.8;2.5;2.5;2.4;1.4;0.4;0.6
1327;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;1983;0.5;2.5;2.5;2.4;1.2;0.4;0.6
1328;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;1984;0.9;2.4;2.4;2.4;1.0;0.4;0.5
1329;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;1985;0.6;2.4;2.4;2.2;1.4;0.4;0.5
1330;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;1986;0.9;2.4;2.4;2.3;1.3;0.4;0.6
1331;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;1987;0.8;2.5;2.5;2.4;1.5;0.4;0.6
1332;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;1988;0.7;2.6;2.5;2.5;1.0;0.4;0.6
1333;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;1989;0.6;2.4;2.4;2.4;1.4;0.4;0.5
1334;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;1990;0.6;2.5;2.5;2.5;1.3;0.5;0.6
1335;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;1991;0.9;2.6;2.6;2.5;1.3;0.5;0.6
1336;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;1992;0.9;2.3;2.3;2.2;1.4;0.4;0.5
1337;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;1993;0.7;2.4;2.4;2.3;1.0;0.4;0.5
1338;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;1994;0.6;2.3;2.3;2.2;1.2;0.4;0.5
1339;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;1995;0.8;2.2;2.2;2.2;1.3;0.4;0.5
1340;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;1996;0.6;2.3;2.3;2.2;1.3;0.4;0.5
1341;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;1997;0.6;2.2;2.2;2.1;1.3;0.4;0.5
1342;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;1998;0.9;2.4;2.4;2.3;1.4;0.4;0.6
1343;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;1999;0.6;2.3;2.3;2.3;1.3;0.4;0.6
1344;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;2000;0.5;2.2;2.2;2.1;1.4;0.4;0.5
1345;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;2001;0.7;2.3;2.3;2.2;1.4;0.4;0.5
1346;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;2002;0.7;2.3;2.3;2.3;1.4;0.4;0.6
1347;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;2003;0.7;2.2;2.3;2.2;1.4;0.4;0.5
1348;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;2004;0.6;2.1;2.1;2.0;1.2;0.4;0.5
1349;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;2005;0.6;2.1;2.1;2.1;1.3;0.4;0.5
1350;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;2006;0.6;2.2;2.2;2.2;1.5;0.4;0.5
1351;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;2007;0.7;2.2;2.2;2.2;1.5;0.4;0.6
1352;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;2008;0.7;2.1;2.1;2.1;1.3;0.4;0.5
1353;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;2009;0.5;2.2;2.2;2.1;1.5;0.4;0.6
1354;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;2010;0.4;1.6;1.6;1.6;1.1;0.3;0.4
1355;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;2011;0.4;1.7;1.7;1.7;1.2;0.3;0.4
1356;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;2012;0.4;1.7;1.7;1.7;1.2;0.3;0.4
1357;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;2013;0.4;1.7;1.7;1.7;1.2;0.3;0.4
1358;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;2014;0.4;2.0;2.0;2.0;1.5;0.4;0.5
1359;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;2015;0.6;1.9;2.0;2.0;1.4;0.4;0.5
1360;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;2016;0.5;2.0;2.0;2.0;1.4;0.4;0.5
1361;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;2017;0.3;1.9;1.9;1.9;1.3;0.4;0.5
1362;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;2018;0.2;1.8;1.8;1.8;1.4;0.4;0.5
1363;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;2019;0.5;1.8;1.8;1.8;1.3;0.3;0.5
1364;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;2020;0.6;1.9;1.9;1.9;1.3;0.4;0.6
1365;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;2021;0.4;1.9;1.9;1.9;1.3;0.4;0.5
1366;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;2022;0.4;1.7;1.7;1.7;1.3;0.3;0.5
1367;Totaal mannen en vrouwen;75 jaar of ouder;Standaardfout;2023;0.4;1.7;1.7;1.7;1.2;0.3;0.5
