ID;Geslacht;Herkomstgroepering;Opleidingsfase;Opleidingsvorm;Perioden;TotaalGeslaagden_1;StudieduurInMaanden_2
1146;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2001;50.0;
1147;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2002;60.0;39.0
1148;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2003;40.0;
1149;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2004;10.0;
1150;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1995;20.0;
1151;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1996;20.0;
1152;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1997;20.0;
1153;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1998;30.0;
1154;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1999;40.0;
1155;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2000;40.0;
1156;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2001;50.0;
1157;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2002;60.0;39.0
1158;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2003;40.0;
1159;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2004;10.0;
1160;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1995;;
1161;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1996;;
1162;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1997;;
1163;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1998;;
1164;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1999;;
1165;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2000;;
1166;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2001;;
1167;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2002;;
1168;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2003;;
1169;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2004;;
1170;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1995;40.0;
1171;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1996;40.0;
1172;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1997;20.0;
1173;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1998;30.0;
1174;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1999;30.0;
1175;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2000;40.0;
1176;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2001;40.0;
1177;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2002;30.0;
1178;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2003;30.0;
1179;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2004;10.0;
1180;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1995;40.0;
1181;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1996;30.0;
1182;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1997;10.0;
1183;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1998;20.0;
1184;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1999;30.0;
1185;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2000;30.0;
1186;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2001;30.0;
1187;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2002;20.0;
1188;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2003;20.0;
1189;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2004;0.0;
1190;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1995;10.0;
1191;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1996;10.0;
1192;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1997;10.0;
1193;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1998;10.0;
1194;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1999;10.0;
1195;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2000;10.0;
1196;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2001;20.0;
1197;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2002;10.0;
1198;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2003;10.0;
1199;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2004;0.0;
1200;Mannen;Herkomstgroeperingen totaal;Doctoraal;Totaal opleidingsvorm;Cohort 1995;14090.0;67.0
1201;Mannen;Herkomstgroeperingen totaal;Doctoraal;Totaal opleidingsvorm;Cohort 1996;13180.0;68.0
1202;Mannen;Herkomstgroeperingen totaal;Doctoraal;Totaal opleidingsvorm;Cohort 1997;11170.0;69.0
1203;Mannen;Herkomstgroeperingen totaal;Doctoraal;Totaal opleidingsvorm;Cohort 1998;10400.0;70.0
1204;Mannen;Herkomstgroeperingen totaal;Doctoraal;Totaal opleidingsvorm;Cohort 1999;9970.0;70.0
1205;Mannen;Herkomstgroeperingen totaal;Doctoraal;Totaal opleidingsvorm;Cohort 2000;9980.0;70.0
1206;Mannen;Herkomstgroeperingen totaal;Doctoraal;Totaal opleidingsvorm;Cohort 2001;10300.0;70.0
1207;Mannen;Herkomstgroeperingen totaal;Doctoraal;Totaal opleidingsvorm;Cohort 2002;10500.0;69.0
1208;Mannen;Herkomstgroeperingen totaal;Doctoraal;Totaal opleidingsvorm;Cohort 2003;11040.0;68.0
1209;Mannen;Herkomstgroeperingen totaal;Doctoraal;Totaal opleidingsvorm;Cohort 2004;11970.0;68.0
1210;Mannen;Herkomstgroeperingen totaal;Doctoraal;Voltijdopleidingen;Cohort 1995;13530.0;68.0
1211;Mannen;Herkomstgroeperingen totaal;Doctoraal;Voltijdopleidingen;Cohort 1996;12420.0;68.0
1212;Mannen;Herkomstgroeperingen totaal;Doctoraal;Voltijdopleidingen;Cohort 1997;10480.0;68.0
1213;Mannen;Herkomstgroeperingen totaal;Doctoraal;Voltijdopleidingen;Cohort 1998;9720.0;69.0
1214;Mannen;Herkomstgroeperingen totaal;Doctoraal;Voltijdopleidingen;Cohort 1999;9290.0;70.0
1215;Mannen;Herkomstgroeperingen totaal;Doctoraal;Voltijdopleidingen;Cohort 2000;9170.0;69.0
1216;Mannen;Herkomstgroeperingen totaal;Doctoraal;Voltijdopleidingen;Cohort 2001;9430.0;69.0
1217;Mannen;Herkomstgroeperingen totaal;Doctoraal;Voltijdopleidingen;Cohort 2002;9710.0;68.0
1218;Mannen;Herkomstgroeperingen totaal;Doctoraal;Voltijdopleidingen;Cohort 2003;10260.0;67.0
1219;Mannen;Herkomstgroeperingen totaal;Doctoraal;Voltijdopleidingen;Cohort 2004;11220.0;66.0
1220;Mannen;Herkomstgroeperingen totaal;Doctoraal;Deeltijdopleidingen;Cohort 1995;560.0;60.0
1221;Mannen;Herkomstgroeperingen totaal;Doctoraal;Deeltijdopleidingen;Cohort 1996;760.0;70.0
1222;Mannen;Herkomstgroeperingen totaal;Doctoraal;Deeltijdopleidingen;Cohort 1997;690.0;75.0
1223;Mannen;Herkomstgroeperingen totaal;Doctoraal;Deeltijdopleidingen;Cohort 1998;680.0;76.0
1224;Mannen;Herkomstgroeperingen totaal;Doctoraal;Deeltijdopleidingen;Cohort 1999;680.0;76.0
1225;Mannen;Herkomstgroeperingen totaal;Doctoraal;Deeltijdopleidingen;Cohort 2000;810.0;77.0
1226;Mannen;Herkomstgroeperingen totaal;Doctoraal;Deeltijdopleidingen;Cohort 2001;870.0;80.0
1227;Mannen;Herkomstgroeperingen totaal;Doctoraal;Deeltijdopleidingen;Cohort 2002;790.0;82.0
1228;Mannen;Herkomstgroeperingen totaal;Doctoraal;Deeltijdopleidingen;Cohort 2003;790.0;83.0
1229;Mannen;Herkomstgroeperingen totaal;Doctoraal;Deeltijdopleidingen;Cohort 2004;750.0;88.0
1230;Mannen;Herkomstgroeperingen totaal;Bachelor;Totaal opleidingsvorm;Cohort 1995;;
1231;Mannen;Herkomstgroeperingen totaal;Bachelor;Totaal opleidingsvorm;Cohort 1996;;
1232;Mannen;Herkomstgroeperingen totaal;Bachelor;Totaal opleidingsvorm;Cohort 1997;;
1233;Mannen;Herkomstgroeperingen totaal;Bachelor;Totaal opleidingsvorm;Cohort 1998;;
1234;Mannen;Herkomstgroeperingen totaal;Bachelor;Totaal opleidingsvorm;Cohort 1999;0.0;
1235;Mannen;Herkomstgroeperingen totaal;Bachelor;Totaal opleidingsvorm;Cohort 2000;50.0;
1236;Mannen;Herkomstgroeperingen totaal;Bachelor;Totaal opleidingsvorm;Cohort 2001;50.0;
1237;Mannen;Herkomstgroeperingen totaal;Bachelor;Totaal opleidingsvorm;Cohort 2002;1320.0;59.0
1238;Mannen;Herkomstgroeperingen totaal;Bachelor;Totaal opleidingsvorm;Cohort 2003;2820.0;54.0
1239;Mannen;Herkomstgroeperingen totaal;Bachelor;Totaal opleidingsvorm;Cohort 2004;5140.0;53.0
1240;Mannen;Herkomstgroeperingen totaal;Bachelor;Voltijdopleidingen;Cohort 1995;;
1241;Mannen;Herkomstgroeperingen totaal;Bachelor;Voltijdopleidingen;Cohort 1996;;
1242;Mannen;Herkomstgroeperingen totaal;Bachelor;Voltijdopleidingen;Cohort 1997;;
1243;Mannen;Herkomstgroeperingen totaal;Bachelor;Voltijdopleidingen;Cohort 1998;;
1244;Mannen;Herkomstgroeperingen totaal;Bachelor;Voltijdopleidingen;Cohort 1999;0.0;
1245;Mannen;Herkomstgroeperingen totaal;Bachelor;Voltijdopleidingen;Cohort 2000;50.0;
1246;Mannen;Herkomstgroeperingen totaal;Bachelor;Voltijdopleidingen;Cohort 2001;50.0;
1247;Mannen;Herkomstgroeperingen totaal;Bachelor;Voltijdopleidingen;Cohort 2002;1300.0;58.0
1248;Mannen;Herkomstgroeperingen totaal;Bachelor;Voltijdopleidingen;Cohort 2003;2740.0;53.0
1249;Mannen;Herkomstgroeperingen totaal;Bachelor;Voltijdopleidingen;Cohort 2004;5000.0;53.0
1250;Mannen;Herkomstgroeperingen totaal;Bachelor;Deeltijdopleidingen;Cohort 1995;;
1251;Mannen;Herkomstgroeperingen totaal;Bachelor;Deeltijdopleidingen;Cohort 1996;;
1252;Mannen;Herkomstgroeperingen totaal;Bachelor;Deeltijdopleidingen;Cohort 1997;;
1253;Mannen;Herkomstgroeperingen totaal;Bachelor;Deeltijdopleidingen;Cohort 1998;;
1254;Mannen;Herkomstgroeperingen totaal;Bachelor;Deeltijdopleidingen;Cohort 1999;;
1255;Mannen;Herkomstgroeperingen totaal;Bachelor;Deeltijdopleidingen;Cohort 2000;;
1256;Mannen;Herkomstgroeperingen totaal;Bachelor;Deeltijdopleidingen;Cohort 2001;;
1257;Mannen;Herkomstgroeperingen totaal;Bachelor;Deeltijdopleidingen;Cohort 2002;20.0;
1258;Mannen;Herkomstgroeperingen totaal;Bachelor;Deeltijdopleidingen;Cohort 2003;80.0;80.0
1259;Mannen;Herkomstgroeperingen totaal;Bachelor;Deeltijdopleidingen;Cohort 2004;140.0;83.0
1260;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1995;760.0;93.0
1261;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1996;810.0;94.0
1262;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1997;750.0;92.0
1263;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1998;860.0;91.0
1264;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1999;810.0;88.0
1265;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2000;800.0;86.0
1266;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2001;960.0;86.0
1267;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2002;900.0;88.0
1268;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2003;920.0;89.0
1269;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2004;870.0;89.0
1270;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1995;760.0;93.0
1271;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1996;810.0;94.0
1272;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1997;750.0;92.0
1273;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1998;860.0;91.0
1274;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1999;810.0;88.0
1275;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2000;800.0;86.0
1276;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2001;960.0;86.0
1277;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2002;900.0;88.0
1278;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2003;920.0;89.0
1279;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2004;870.0;89.0
1280;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1995;;
1281;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1996;;
1282;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1997;;
1283;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1998;;
1284;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1999;;
1285;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2000;;
1286;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2001;;
1287;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2002;;
1288;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2003;;
1289;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2004;;
1290;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1995;270.0;73.0
1291;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1996;240.0;76.0
1292;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1997;200.0;76.0
1293;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1998;160.0;75.0
1294;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1999;170.0;74.0
1295;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2000;180.0;68.0
1296;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2001;190.0;70.0
1297;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2002;160.0;72.0
1298;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2003;200.0;75.0
1299;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2004;230.0;84.0
1300;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1995;240.0;74.0
1301;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1996;220.0;78.0
1302;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1997;170.0;76.0
1303;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1998;140.0;74.0
1304;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1999;140.0;75.0
1305;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2000;150.0;68.0
1306;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2001;140.0;70.0
1307;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2002;130.0;70.0
1308;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2003;160.0;74.0
1309;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2004;190.0;84.0
1310;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1995;30.0;
1311;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1996;30.0;
1312;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1997;30.0;
1313;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1998;20.0;
1314;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1999;20.0;
1315;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2000;30.0;
1316;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2001;50.0;
1317;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2002;30.0;
1318;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2003;40.0;
1319;Mannen;Herkomstgroeperingen totaal;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2004;40.0;
1320;Mannen;Autochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 1995;12190.0;67.0
1321;Mannen;Autochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 1996;11350.0;68.0
1322;Mannen;Autochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 1997;9510.0;69.0
1323;Mannen;Autochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 1998;8770.0;70.0
1324;Mannen;Autochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 1999;8280.0;70.0
1325;Mannen;Autochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 2000;8230.0;70.0
1326;Mannen;Autochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 2001;8450.0;70.0
1327;Mannen;Autochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 2002;8540.0;70.0
1328;Mannen;Autochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 2003;8780.0;70.0
1329;Mannen;Autochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 2004;9400.0;70.0
1330;Mannen;Autochtonen;Doctoraal;Voltijdopleidingen;Cohort 1995;11760.0;67.0
1331;Mannen;Autochtonen;Doctoraal;Voltijdopleidingen;Cohort 1996;10720.0;67.0
1332;Mannen;Autochtonen;Doctoraal;Voltijdopleidingen;Cohort 1997;8950.0;68.0
1333;Mannen;Autochtonen;Doctoraal;Voltijdopleidingen;Cohort 1998;8210.0;70.0
1334;Mannen;Autochtonen;Doctoraal;Voltijdopleidingen;Cohort 1999;7740.0;70.0
1335;Mannen;Autochtonen;Doctoraal;Voltijdopleidingen;Cohort 2000;7590.0;70.0
1336;Mannen;Autochtonen;Doctoraal;Voltijdopleidingen;Cohort 2001;7770.0;70.0
1337;Mannen;Autochtonen;Doctoraal;Voltijdopleidingen;Cohort 2002;7920.0;69.0
1338;Mannen;Autochtonen;Doctoraal;Voltijdopleidingen;Cohort 2003;8110.0;69.0
1339;Mannen;Autochtonen;Doctoraal;Voltijdopleidingen;Cohort 2004;8790.0;69.0
1340;Mannen;Autochtonen;Doctoraal;Deeltijdopleidingen;Cohort 1995;430.0;64.0
1341;Mannen;Autochtonen;Doctoraal;Deeltijdopleidingen;Cohort 1996;640.0;71.0
1342;Mannen;Autochtonen;Doctoraal;Deeltijdopleidingen;Cohort 1997;560.0;75.0
1343;Mannen;Autochtonen;Doctoraal;Deeltijdopleidingen;Cohort 1998;560.0;77.0
1344;Mannen;Autochtonen;Doctoraal;Deeltijdopleidingen;Cohort 1999;540.0;76.0
1345;Mannen;Autochtonen;Doctoraal;Deeltijdopleidingen;Cohort 2000;640.0;78.0
1346;Mannen;Autochtonen;Doctoraal;Deeltijdopleidingen;Cohort 2001;680.0;79.0
1347;Mannen;Autochtonen;Doctoraal;Deeltijdopleidingen;Cohort 2002;630.0;83.0
1348;Mannen;Autochtonen;Doctoraal;Deeltijdopleidingen;Cohort 2003;670.0;83.0
1349;Mannen;Autochtonen;Doctoraal;Deeltijdopleidingen;Cohort 2004;610.0;88.0
1350;Mannen;Autochtonen;Bachelor;Totaal opleidingsvorm;Cohort 1995;;
1351;Mannen;Autochtonen;Bachelor;Totaal opleidingsvorm;Cohort 1996;;
1352;Mannen;Autochtonen;Bachelor;Totaal opleidingsvorm;Cohort 1997;;
1353;Mannen;Autochtonen;Bachelor;Totaal opleidingsvorm;Cohort 1998;;
1354;Mannen;Autochtonen;Bachelor;Totaal opleidingsvorm;Cohort 1999;0.0;
1355;Mannen;Autochtonen;Bachelor;Totaal opleidingsvorm;Cohort 2000;30.0;
1356;Mannen;Autochtonen;Bachelor;Totaal opleidingsvorm;Cohort 2001;30.0;
1357;Mannen;Autochtonen;Bachelor;Totaal opleidingsvorm;Cohort 2002;1010.0;60.0
