ID;Sex;Age;Nationality;CaribbeanNetherlands;Periods;PopulationOnJanuary1st_1
4370;Total male and female;5 to 9 years;Colombian;Caribbean Netherlands;2013;23
4371;Total male and female;5 to 9 years;Colombian;Caribbean Netherlands;2014;24
4372;Total male and female;5 to 9 years;Colombian;Caribbean Netherlands;2015;23
4373;Total male and female;5 to 9 years;Colombian;Caribbean Netherlands;2016;25
4374;Total male and female;5 to 9 years;Colombian;Caribbean Netherlands;2017;23
4375;Total male and female;5 to 9 years;Colombian;Caribbean Netherlands;2018;24
4376;Total male and female;5 to 9 years;Colombian;Caribbean Netherlands;2019;29
4377;Total male and female;5 to 9 years;Colombian;Caribbean Netherlands;2020;23
4378;Total male and female;5 to 9 years;Colombian;Caribbean Netherlands;2021;22
4379;Total male and female;5 to 9 years;Colombian;Caribbean Netherlands;2022;23
4380;Total male and female;5 to 9 years;Colombian;Caribbean Netherlands;2023;21
4381;Total male and female;5 to 9 years;Colombian;Caribbean Netherlands;2024;28
4382;Total male and female;5 to 9 years;Colombian;Bonaire;2011;22
4383;Total male and female;5 to 9 years;Colombian;Bonaire;2012;18
4384;Total male and female;5 to 9 years;Colombian;Bonaire;2013;21
4385;Total male and female;5 to 9 years;Colombian;Bonaire;2014;21
4386;Total male and female;5 to 9 years;Colombian;Bonaire;2015;19
4387;Total male and female;5 to 9 years;Colombian;Bonaire;2016;21
4388;Total male and female;5 to 9 years;Colombian;Bonaire;2017;19
4389;Total male and female;5 to 9 years;Colombian;Bonaire;2018;19
4390;Total male and female;5 to 9 years;Colombian;Bonaire;2019;25
4391;Total male and female;5 to 9 years;Colombian;Bonaire;2020;20
4392;Total male and female;5 to 9 years;Colombian;Bonaire;2021;20
4393;Total male and female;5 to 9 years;Colombian;Bonaire;2022;20
4394;Total male and female;5 to 9 years;Colombian;Bonaire;2023;18
4395;Total male and female;5 to 9 years;Colombian;Bonaire;2024;26
4396;Total male and female;5 to 9 years;Colombian;St. Eustatius;2011;0
4397;Total male and female;5 to 9 years;Colombian;St. Eustatius;2012;0
4398;Total male and female;5 to 9 years;Colombian;St. Eustatius;2013;0
4399;Total male and female;5 to 9 years;Colombian;St. Eustatius;2014;0
4400;Total male and female;5 to 9 years;Colombian;St. Eustatius;2015;0
4401;Total male and female;5 to 9 years;Colombian;St. Eustatius;2016;0
4402;Total male and female;5 to 9 years;Colombian;St. Eustatius;2017;0
4403;Total male and female;5 to 9 years;Colombian;St. Eustatius;2018;0
4404;Total male and female;5 to 9 years;Colombian;St. Eustatius;2019;0
4405;Total male and female;5 to 9 years;Colombian;St. Eustatius;2020;0
4406;Total male and female;5 to 9 years;Colombian;St. Eustatius;2021;0
4407;Total male and female;5 to 9 years;Colombian;St. Eustatius;2022;0
4408;Total male and female;5 to 9 years;Colombian;St. Eustatius;2023;0
4409;Total male and female;5 to 9 years;Colombian;St. Eustatius;2024;0
4410;Total male and female;5 to 9 years;Colombian;Saba;2011;4
4411;Total male and female;5 to 9 years;Colombian;Saba;2012;4
4412;Total male and female;5 to 9 years;Colombian;Saba;2013;2
4413;Total male and female;5 to 9 years;Colombian;Saba;2014;3
4414;Total male and female;5 to 9 years;Colombian;Saba;2015;4
4415;Total male and female;5 to 9 years;Colombian;Saba;2016;4
4416;Total male and female;5 to 9 years;Colombian;Saba;2017;4
4417;Total male and female;5 to 9 years;Colombian;Saba;2018;5
4418;Total male and female;5 to 9 years;Colombian;Saba;2019;4
4419;Total male and female;5 to 9 years;Colombian;Saba;2020;3
4420;Total male and female;5 to 9 years;Colombian;Saba;2021;2
4421;Total male and female;5 to 9 years;Colombian;Saba;2022;3
4422;Total male and female;5 to 9 years;Colombian;Saba;2023;3
4423;Total male and female;5 to 9 years;Colombian;Saba;2024;2
4424;Total male and female;5 to 9 years;Dominican (from Republic);Caribbean Netherlands;2011;25
4425;Total male and female;5 to 9 years;Dominican (from Republic);Caribbean Netherlands;2012;20
4426;Total male and female;5 to 9 years;Dominican (from Republic);Caribbean Netherlands;2013;16
4427;Total male and female;5 to 9 years;Dominican (from Republic);Caribbean Netherlands;2014;20
4428;Total male and female;5 to 9 years;Dominican (from Republic);Caribbean Netherlands;2015;17
4429;Total male and female;5 to 9 years;Dominican (from Republic);Caribbean Netherlands;2016;24
4430;Total male and female;5 to 9 years;Dominican (from Republic);Caribbean Netherlands;2017;30
4431;Total male and female;5 to 9 years;Dominican (from Republic);Caribbean Netherlands;2018;32
4432;Total male and female;5 to 9 years;Dominican (from Republic);Caribbean Netherlands;2019;41
4433;Total male and female;5 to 9 years;Dominican (from Republic);Caribbean Netherlands;2020;52
4434;Total male and female;5 to 9 years;Dominican (from Republic);Caribbean Netherlands;2021;44
4435;Total male and female;5 to 9 years;Dominican (from Republic);Caribbean Netherlands;2022;37
4436;Total male and female;5 to 9 years;Dominican (from Republic);Caribbean Netherlands;2023;41
4437;Total male and female;5 to 9 years;Dominican (from Republic);Caribbean Netherlands;2024;39
4438;Total male and female;5 to 9 years;Dominican (from Republic);Bonaire;2011;10
4439;Total male and female;5 to 9 years;Dominican (from Republic);Bonaire;2012;8
4440;Total male and female;5 to 9 years;Dominican (from Republic);Bonaire;2013;7
4441;Total male and female;5 to 9 years;Dominican (from Republic);Bonaire;2014;11
4442;Total male and female;5 to 9 years;Dominican (from Republic);Bonaire;2015;11
4443;Total male and female;5 to 9 years;Dominican (from Republic);Bonaire;2016;17
4444;Total male and female;5 to 9 years;Dominican (from Republic);Bonaire;2017;21
4445;Total male and female;5 to 9 years;Dominican (from Republic);Bonaire;2018;23
4446;Total male and female;5 to 9 years;Dominican (from Republic);Bonaire;2019;33
4447;Total male and female;5 to 9 years;Dominican (from Republic);Bonaire;2020;38
4448;Total male and female;5 to 9 years;Dominican (from Republic);Bonaire;2021;30
4449;Total male and female;5 to 9 years;Dominican (from Republic);Bonaire;2022;25
4450;Total male and female;5 to 9 years;Dominican (from Republic);Bonaire;2023;29
4451;Total male and female;5 to 9 years;Dominican (from Republic);Bonaire;2024;28
4452;Total male and female;5 to 9 years;Dominican (from Republic);St. Eustatius;2011;13
4453;Total male and female;5 to 9 years;Dominican (from Republic);St. Eustatius;2012;9
4454;Total male and female;5 to 9 years;Dominican (from Republic);St. Eustatius;2013;7
4455;Total male and female;5 to 9 years;Dominican (from Republic);St. Eustatius;2014;5
4456;Total male and female;5 to 9 years;Dominican (from Republic);St. Eustatius;2015;3
4457;Total male and female;5 to 9 years;Dominican (from Republic);St. Eustatius;2016;5
4458;Total male and female;5 to 9 years;Dominican (from Republic);St. Eustatius;2017;5
4459;Total male and female;5 to 9 years;Dominican (from Republic);St. Eustatius;2018;7
4460;Total male and female;5 to 9 years;Dominican (from Republic);St. Eustatius;2019;5
4461;Total male and female;5 to 9 years;Dominican (from Republic);St. Eustatius;2020;8
4462;Total male and female;5 to 9 years;Dominican (from Republic);St. Eustatius;2021;8
4463;Total male and female;5 to 9 years;Dominican (from Republic);St. Eustatius;2022;8
4464;Total male and female;5 to 9 years;Dominican (from Republic);St. Eustatius;2023;7
4465;Total male and female;5 to 9 years;Dominican (from Republic);St. Eustatius;2024;7
4466;Total male and female;5 to 9 years;Dominican (from Republic);Saba;2011;2
4467;Total male and female;5 to 9 years;Dominican (from Republic);Saba;2012;3
4468;Total male and female;5 to 9 years;Dominican (from Republic);Saba;2013;2
4469;Total male and female;5 to 9 years;Dominican (from Republic);Saba;2014;4
4470;Total male and female;5 to 9 years;Dominican (from Republic);Saba;2015;3
4471;Total male and female;5 to 9 years;Dominican (from Republic);Saba;2016;2
4472;Total male and female;5 to 9 years;Dominican (from Republic);Saba;2017;4
4473;Total male and female;5 to 9 years;Dominican (from Republic);Saba;2018;2
4474;Total male and female;5 to 9 years;Dominican (from Republic);Saba;2019;3
4475;Total male and female;5 to 9 years;Dominican (from Republic);Saba;2020;6
4476;Total male and female;5 to 9 years;Dominican (from Republic);Saba;2021;6
4477;Total male and female;5 to 9 years;Dominican (from Republic);Saba;2022;4
4478;Total male and female;5 to 9 years;Dominican (from Republic);Saba;2023;5
4479;Total male and female;5 to 9 years;Dominican (from Republic);Saba;2024;4
4480;Total male and female;5 to 9 years;Dutch;Caribbean Netherlands;2011;1188
4481;Total male and female;5 to 9 years;Dutch;Caribbean Netherlands;2012;1217
4482;Total male and female;5 to 9 years;Dutch;Caribbean Netherlands;2013;1212
4483;Total male and female;5 to 9 years;Dutch;Caribbean Netherlands;2014;1259
4484;Total male and female;5 to 9 years;Dutch;Caribbean Netherlands;2015;1358
4485;Total male and female;5 to 9 years;Dutch;Caribbean Netherlands;2016;1369
4486;Total male and female;5 to 9 years;Dutch;Caribbean Netherlands;2017;1362
4487;Total male and female;5 to 9 years;Dutch;Caribbean Netherlands;2018;1373
4488;Total male and female;5 to 9 years;Dutch;Caribbean Netherlands;2019;1365
4489;Total male and female;5 to 9 years;Dutch;Caribbean Netherlands;2020;1346
4490;Total male and female;5 to 9 years;Dutch;Caribbean Netherlands;2021;1322
4491;Total male and female;5 to 9 years;Dutch;Caribbean Netherlands;2022;1325
4492;Total male and female;5 to 9 years;Dutch;Caribbean Netherlands;2023;1310
4493;Total male and female;5 to 9 years;Dutch;Caribbean Netherlands;2024;1322
4494;Total male and female;5 to 9 years;Dutch;Bonaire;2011;908
4495;Total male and female;5 to 9 years;Dutch;Bonaire;2012;937
4496;Total male and female;5 to 9 years;Dutch;Bonaire;2013;942
4497;Total male and female;5 to 9 years;Dutch;Bonaire;2014;988
4498;Total male and female;5 to 9 years;Dutch;Bonaire;2015;1063
4499;Total male and female;5 to 9 years;Dutch;Bonaire;2016;1068
4500;Total male and female;5 to 9 years;Dutch;Bonaire;2017;1089
4501;Total male and female;5 to 9 years;Dutch;Bonaire;2018;1098
4502;Total male and female;5 to 9 years;Dutch;Bonaire;2019;1092
4503;Total male and female;5 to 9 years;Dutch;Bonaire;2020;1086
4504;Total male and female;5 to 9 years;Dutch;Bonaire;2021;1072
4505;Total male and female;5 to 9 years;Dutch;Bonaire;2022;1079
4506;Total male and female;5 to 9 years;Dutch;Bonaire;2023;1069
4507;Total male and female;5 to 9 years;Dutch;Bonaire;2024;1091
4508;Total male and female;5 to 9 years;Dutch;St. Eustatius;2011;205
4509;Total male and female;5 to 9 years;Dutch;St. Eustatius;2012;203
4510;Total male and female;5 to 9 years;Dutch;St. Eustatius;2013;193
4511;Total male and female;5 to 9 years;Dutch;St. Eustatius;2014;192
4512;Total male and female;5 to 9 years;Dutch;St. Eustatius;2015;203
4513;Total male and female;5 to 9 years;Dutch;St. Eustatius;2016;210
4514;Total male and female;5 to 9 years;Dutch;St. Eustatius;2017;197
4515;Total male and female;5 to 9 years;Dutch;St. Eustatius;2018;196
4516;Total male and female;5 to 9 years;Dutch;St. Eustatius;2019;198
4517;Total male and female;5 to 9 years;Dutch;St. Eustatius;2020;191
4518;Total male and female;5 to 9 years;Dutch;St. Eustatius;2021;170
4519;Total male and female;5 to 9 years;Dutch;St. Eustatius;2022;164
4520;Total male and female;5 to 9 years;Dutch;St. Eustatius;2023;162
4521;Total male and female;5 to 9 years;Dutch;St. Eustatius;2024;153
4522;Total male and female;5 to 9 years;Dutch;Saba;2011;75
4523;Total male and female;5 to 9 years;Dutch;Saba;2012;77
4524;Total male and female;5 to 9 years;Dutch;Saba;2013;77
4525;Total male and female;5 to 9 years;Dutch;Saba;2014;79
4526;Total male and female;5 to 9 years;Dutch;Saba;2015;92
4527;Total male and female;5 to 9 years;Dutch;Saba;2016;91
4528;Total male and female;5 to 9 years;Dutch;Saba;2017;76
4529;Total male and female;5 to 9 years;Dutch;Saba;2018;79
4530;Total male and female;5 to 9 years;Dutch;Saba;2019;75
4531;Total male and female;5 to 9 years;Dutch;Saba;2020;69
4532;Total male and female;5 to 9 years;Dutch;Saba;2021;80
4533;Total male and female;5 to 9 years;Dutch;Saba;2022;82
4534;Total male and female;5 to 9 years;Dutch;Saba;2023;79
4535;Total male and female;5 to 9 years;Dutch;Saba;2024;78
4536;Total male and female;5 to 9 years;Ecuadorian;Caribbean Netherlands;2011;0
4537;Total male and female;5 to 9 years;Ecuadorian;Caribbean Netherlands;2012;0
4538;Total male and female;5 to 9 years;Ecuadorian;Caribbean Netherlands;2013;0
4539;Total male and female;5 to 9 years;Ecuadorian;Caribbean Netherlands;2014;0
4540;Total male and female;5 to 9 years;Ecuadorian;Caribbean Netherlands;2015;0
4541;Total male and female;5 to 9 years;Ecuadorian;Caribbean Netherlands;2016;0
4542;Total male and female;5 to 9 years;Ecuadorian;Caribbean Netherlands;2017;1
4543;Total male and female;5 to 9 years;Ecuadorian;Caribbean Netherlands;2018;4
4544;Total male and female;5 to 9 years;Ecuadorian;Caribbean Netherlands;2019;5
4545;Total male and female;5 to 9 years;Ecuadorian;Caribbean Netherlands;2020;6
4546;Total male and female;5 to 9 years;Ecuadorian;Caribbean Netherlands;2021;7
4547;Total male and female;5 to 9 years;Ecuadorian;Caribbean Netherlands;2022;5
4548;Total male and female;5 to 9 years;Ecuadorian;Caribbean Netherlands;2023;5
4549;Total male and female;5 to 9 years;Ecuadorian;Caribbean Netherlands;2024;3
4550;Total male and female;5 to 9 years;Ecuadorian;Bonaire;2011;0
4551;Total male and female;5 to 9 years;Ecuadorian;Bonaire;2012;0
4552;Total male and female;5 to 9 years;Ecuadorian;Bonaire;2013;0
4553;Total male and female;5 to 9 years;Ecuadorian;Bonaire;2014;0
4554;Total male and female;5 to 9 years;Ecuadorian;Bonaire;2015;0
4555;Total male and female;5 to 9 years;Ecuadorian;Bonaire;2016;0
4556;Total male and female;5 to 9 years;Ecuadorian;Bonaire;2017;1
4557;Total male and female;5 to 9 years;Ecuadorian;Bonaire;2018;4
4558;Total male and female;5 to 9 years;Ecuadorian;Bonaire;2019;5
4559;Total male and female;5 to 9 years;Ecuadorian;Bonaire;2020;6
4560;Total male and female;5 to 9 years;Ecuadorian;Bonaire;2021;7
4561;Total male and female;5 to 9 years;Ecuadorian;Bonaire;2022;5
4562;Total male and female;5 to 9 years;Ecuadorian;Bonaire;2023;5
4563;Total male and female;5 to 9 years;Ecuadorian;Bonaire;2024;3
4564;Total male and female;5 to 9 years;Ecuadorian;St. Eustatius;2011;0
4565;Total male and female;5 to 9 years;Ecuadorian;St. Eustatius;2012;0
4566;Total male and female;5 to 9 years;Ecuadorian;St. Eustatius;2013;0
4567;Total male and female;5 to 9 years;Ecuadorian;St. Eustatius;2014;0
4568;Total male and female;5 to 9 years;Ecuadorian;St. Eustatius;2015;0
4569;Total male and female;5 to 9 years;Ecuadorian;St. Eustatius;2016;0
4570;Total male and female;5 to 9 years;Ecuadorian;St. Eustatius;2017;0
4571;Total male and female;5 to 9 years;Ecuadorian;St. Eustatius;2018;0
4572;Total male and female;5 to 9 years;Ecuadorian;St. Eustatius;2019;0
4573;Total male and female;5 to 9 years;Ecuadorian;St. Eustatius;2020;0
4574;Total male and female;5 to 9 years;Ecuadorian;St. Eustatius;2021;0
4575;Total male and female;5 to 9 years;Ecuadorian;St. Eustatius;2022;0
4576;Total male and female;5 to 9 years;Ecuadorian;St. Eustatius;2023;0
