ID;RegioS;Migratieachtergrond;AantalPersonenMet52WekenInkomen_1;GemiddeldBesteedbaarInkomen_2
2434;Rucphen;Niet-westerse migratieachtergrond;;
2435;Schijndel;Totaal;15.7;16.5
2436;Schijndel;Nederlandse achtergrond;14.8;16.7
2437;Schijndel;Met migratieachtergrond;0.9;14.8
2438;Schijndel;Westerse migratieachtergrond;0.7;15.6
2439;Schijndel;Niet-westerse migratieachtergrond;0.2;12.6
2440;Sint-Michielsgestel;Totaal;18.2;17.9
2441;Sint-Michielsgestel;Nederlandse achtergrond;17.3;17.9
2442;Sint-Michielsgestel;Met migratieachtergrond;0.9;19.1
2443;Sint-Michielsgestel;Westerse migratieachtergrond;0.7;20.7
2444;Sint-Michielsgestel;Niet-westerse migratieachtergrond;;
2445;Sint-Oedenrode;Totaal;11.4;17.2
2446;Sint-Oedenrode;Nederlandse achtergrond;10.7;17.2
2447;Sint-Oedenrode;Met migratieachtergrond;0.7;17.0
2448;Sint-Oedenrode;Westerse migratieachtergrond;0.4;17.8
2449;Sint-Oedenrode;Niet-westerse migratieachtergrond;0.3;16.1
2450;Someren;Totaal;11.8;16.5
2451;Someren;Nederlandse achtergrond;11.3;16.5
2452;Someren;Met migratieachtergrond;0.5;15.6
2453;Someren;Westerse migratieachtergrond;0.4;15.7
2454;Someren;Niet-westerse migratieachtergrond;;
2455;Son en Breugel;Totaal;9.7;19.4
2456;Son en Breugel;Nederlandse achtergrond;8.8;19.2
2457;Son en Breugel;Met migratieachtergrond;0.9;21.1
2458;Son en Breugel;Westerse migratieachtergrond;0.7;22.2
2459;Son en Breugel;Niet-westerse migratieachtergrond;;
2460;Steenbergen;Totaal;15.4;16.8
2461;Steenbergen;Nederlandse achtergrond;14.5;16.8
2462;Steenbergen;Met migratieachtergrond;0.9;16.1
2463;Steenbergen;Westerse migratieachtergrond;0.7;17.1
2464;Steenbergen;Niet-westerse migratieachtergrond;;
2465;Waterland;Totaal;11.5;19.4
2466;Waterland;Nederlandse achtergrond;10.6;19.4
2467;Waterland;Met migratieachtergrond;1.0;19.5
2468;Waterland;Westerse migratieachtergrond;0.8;20.0
2469;Waterland;Niet-westerse migratieachtergrond;;
2470;Tilburg;Totaal;133.9;15.7
2471;Tilburg;Nederlandse achtergrond;111.3;16.0
2472;Tilburg;Met migratieachtergrond;22.6;14.3
2473;Tilburg;Westerse migratieachtergrond;11.0;15.8
2474;Tilburg;Niet-westerse migratieachtergrond;11.6;13.0
2475;Uden;Totaal;26.6;16.8
2476;Uden;Nederlandse achtergrond;23.4;17.0
2477;Uden;Met migratieachtergrond;3.2;15.1
2478;Uden;Westerse migratieachtergrond;1.9;16.2
2479;Uden;Niet-westerse migratieachtergrond;1.3;13.5
2480;Valkenswaard;Totaal;20.8;17.1
2481;Valkenswaard;Nederlandse achtergrond;18.3;17.2
2482;Valkenswaard;Met migratieachtergrond;2.5;16.1
2483;Valkenswaard;Westerse migratieachtergrond;2.2;16.4
2484;Valkenswaard;Niet-westerse migratieachtergrond;0.3;13.8
2485;Veghel;Totaal;23.9;17.0
2486;Veghel;Nederlandse achtergrond;20.9;17.3
2487;Veghel;Met migratieachtergrond;3.0;15.1
2488;Veghel;Westerse migratieachtergrond;1.5;17.1
2489;Veghel;Niet-westerse migratieachtergrond;1.4;12.9
2490;Veldhoven;Totaal;28.6;17.5
2491;Veldhoven;Nederlandse achtergrond;25.3;17.5
2492;Veldhoven;Met migratieachtergrond;3.2;17.1
2493;Veldhoven;Westerse migratieachtergrond;2.5;17.9
2494;Veldhoven;Niet-westerse migratieachtergrond;0.7;14.0
2495;Vught;Totaal;17.1;19.3
2496;Vught;Nederlandse achtergrond;15.4;19.4
2497;Vught;Met migratieachtergrond;1.8;18.0
2498;Vught;Westerse migratieachtergrond;1.5;18.5
2499;Vught;Niet-westerse migratieachtergrond;0.3;15.5
2500;Waalre;Totaal;10.5;20.8
2501;Waalre;Nederlandse achtergrond;9.3;20.9
2502;Waalre;Met migratieachtergrond;1.2;20.5
2503;Waalre;Westerse migratieachtergrond;0.9;21.6
2504;Waalre;Niet-westerse migratieachtergrond;0.2;16.2
2505;Waalwijk;Totaal;30.4;16.5
2506;Waalwijk;Nederlandse achtergrond;27.1;16.7
2507;Waalwijk;Met migratieachtergrond;3.4;14.6
2508;Waalwijk;Westerse migratieachtergrond;2.0;15.7
2509;Waalwijk;Niet-westerse migratieachtergrond;1.3;12.9
2510;Werkendam;Totaal;16.3;17.4
2511;Werkendam;Nederlandse achtergrond;15.7;17.4
2512;Werkendam;Met migratieachtergrond;0.7;18.7
2513;Werkendam;Westerse migratieachtergrond;0.5;19.5
2514;Werkendam;Niet-westerse migratieachtergrond;;
2515;Woensdrecht;Totaal;13.9;16.5
2516;Woensdrecht;Nederlandse achtergrond;11.8;16.6
2517;Woensdrecht;Met migratieachtergrond;2.1;15.8
2518;Woensdrecht;Westerse migratieachtergrond;1.9;15.7
2519;Woensdrecht;Niet-westerse migratieachtergrond;;
2520;Woudrichem;Totaal;9.2;17.1
2521;Woudrichem;Nederlandse achtergrond;8.8;17.1
2522;Woudrichem;Met migratieachtergrond;0.4;16.5
2523;Woudrichem;Westerse migratieachtergrond;0.3;17.2
2524;Woudrichem;Niet-westerse migratieachtergrond;;
2525;Zundert;Totaal;13.4;16.6
2526;Zundert;Nederlandse achtergrond;12.0;16.7
2527;Zundert;Met migratieachtergrond;1.4;15.7
2528;Zundert;Westerse migratieachtergrond;1.3;15.9
2529;Zundert;Niet-westerse migratieachtergrond;;
2530;Wormerland;Totaal;10.3;17.7
2531;Wormerland;Nederlandse achtergrond;9.4;17.8
2532;Wormerland;Met migratieachtergrond;0.9;16.1
2533;Wormerland;Westerse migratieachtergrond;0.7;16.6
2534;Wormerland;Niet-westerse migratieachtergrond;0.3;15.0
2535;Onderbanken;Totaal;5.5;16.1
2536;Onderbanken;Nederlandse achtergrond;4.2;16.5
2537;Onderbanken;Met migratieachtergrond;1.2;14.8
2538;Onderbanken;Westerse migratieachtergrond;1.2;14.8
2539;Onderbanken;Niet-westerse migratieachtergrond;;
2540;Landgraaf;Totaal;26.5;15.4
2541;Landgraaf;Nederlandse achtergrond;19.9;15.6
2542;Landgraaf;Met migratieachtergrond;6.7;14.7
2543;Landgraaf;Westerse migratieachtergrond;6.3;14.8
2544;Landgraaf;Niet-westerse migratieachtergrond;0.4;12.7
2545;Arcen en Velden;Totaal;5.9;16.6
2546;Arcen en Velden;Nederlandse achtergrond;5.2;16.8
2547;Arcen en Velden;Met migratieachtergrond;0.7;15.5
2548;Arcen en Velden;Westerse migratieachtergrond;0.7;15.6
2549;Arcen en Velden;Niet-westerse migratieachtergrond;;
2550;Beek;Totaal;11.2;17.5
2551;Beek;Nederlandse achtergrond;9.7;17.5
2552;Beek;Met migratieachtergrond;1.5;17.4
2553;Beek;Westerse migratieachtergrond;1.3;18.0
2554;Beek;Niet-westerse migratieachtergrond;0.2;13.6
2555;Beesel;Totaal;8.8;15.8
2556;Beesel;Nederlandse achtergrond;7.5;16.0
2557;Beesel;Met migratieachtergrond;1.2;14.3
2558;Beesel;Westerse migratieachtergrond;1.0;14.6
2559;Beesel;Niet-westerse migratieachtergrond;0.2;13.4
2560;Bergen;Totaal;8.6;15.6
2561;Bergen;Nederlandse achtergrond;7.1;15.6
2562;Bergen;Met migratieachtergrond;1.5;15.8
2563;Bergen;Westerse migratieachtergrond;1.4;15.9
2564;Bergen;Niet-westerse migratieachtergrond;;
2565;Brunssum;Totaal;20.3;15.1
2566;Brunssum;Nederlandse achtergrond;15.1;15.3
2567;Brunssum;Met migratieachtergrond;5.2;14.5
2568;Brunssum;Westerse migratieachtergrond;4.8;14.7
2569;Brunssum;Niet-westerse migratieachtergrond;0.5;13.2
2570;Echt;Totaal;13.2;15.7
2571;Echt;Nederlandse achtergrond;11.0;15.9
2572;Echt;Met migratieachtergrond;2.2;14.7
2573;Echt;Westerse migratieachtergrond;2.1;14.8
2574;Echt;Niet-westerse migratieachtergrond;;
2575;Eijsden;Totaal;7.9;17.0
2576;Eijsden;Nederlandse achtergrond;6.9;17.1
2577;Eijsden;Met migratieachtergrond;1.0;16.1
2578;Eijsden;Westerse migratieachtergrond;1.0;16.1
2579;Eijsden;Niet-westerse migratieachtergrond;;
2580;Gennep;Totaal;11.7;15.9
2581;Gennep;Nederlandse achtergrond;9.9;16.0
2582;Gennep;Met migratieachtergrond;1.8;15.1
2583;Gennep;Westerse migratieachtergrond;1.5;15.4
2584;Gennep;Niet-westerse migratieachtergrond;0.3;13.4
2585;Haelen;Totaal;6.7;17.0
2586;Haelen;Nederlandse achtergrond;6.2;16.9
2587;Haelen;Met migratieachtergrond;0.6;17.4
2588;Haelen;Westerse migratieachtergrond;0.5;17.8
2589;Haelen;Niet-westerse migratieachtergrond;;
2590;Heerlen;Totaal;64.5;15.2
2591;Heerlen;Nederlandse achtergrond;47.7;15.5
2592;Heerlen;Met migratieachtergrond;16.8;14.3
2593;Heerlen;Westerse migratieachtergrond;14.1;14.6
2594;Heerlen;Niet-westerse migratieachtergrond;2.7;12.7
2595;Helden;Totaal;13.0;15.9
2596;Helden;Nederlandse achtergrond;11.9;16.0
2597;Helden;Met migratieachtergrond;1.1;14.5
2598;Helden;Westerse migratieachtergrond;0.7;15.8
2599;Helden;Niet-westerse migratieachtergrond;0.4;12.4
2600;Heythuysen;Totaal;8.0;16.8
2601;Heythuysen;Nederlandse achtergrond;7.3;16.8
2602;Heythuysen;Met migratieachtergrond;0.7;16.9
2603;Heythuysen;Westerse migratieachtergrond;0.7;17.5
2604;Heythuysen;Niet-westerse migratieachtergrond;;
2605;Hunsel;Totaal;4.0;16.4
2606;Hunsel;Nederlandse achtergrond;3.5;16.5
2607;Hunsel;Met migratieachtergrond;0.4;15.4
2608;Hunsel;Westerse migratieachtergrond;0.4;15.5
2609;Hunsel;Niet-westerse migratieachtergrond;;
2610;Kerkrade;Totaal;32.2;14.6
2611;Kerkrade;Nederlandse achtergrond;23.0;14.9
2612;Kerkrade;Met migratieachtergrond;9.2;14.0
2613;Kerkrade;Westerse migratieachtergrond;8.6;14.1
2614;Kerkrade;Niet-westerse migratieachtergrond;0.6;12.2
2615;Kessel;Totaal;2.8;16.0
2616;Kessel;Nederlandse achtergrond;2.6;16.2
2617;Kessel;Met migratieachtergrond;;
2618;Kessel;Westerse migratieachtergrond;;
2619;Kessel;Niet-westerse migratieachtergrond;;
2620;Maasbracht;Totaal;9.0;16.9
2621;Maasbracht;Nederlandse achtergrond;7.9;17.1
2622;Maasbracht;Met migratieachtergrond;1.2;15.1
2623;Maasbracht;Westerse migratieachtergrond;1.1;15.4
2624;Maasbracht;Niet-westerse migratieachtergrond;;
2625;Maasbree;Totaal;8.4;16.3
2626;Maasbree;Nederlandse achtergrond;7.7;16.3
2627;Maasbree;Met migratieachtergrond;0.7;16.1
2628;Maasbree;Westerse migratieachtergrond;0.6;16.4
2629;Maasbree;Niet-westerse migratieachtergrond;;
2630;Maastricht;Totaal;83.2;15.5
2631;Maastricht;Nederlandse achtergrond;68.4;15.6
2632;Maastricht;Met migratieachtergrond;14.8;14.9
2633;Maastricht;Westerse migratieachtergrond;11.6;15.7
2634;Maastricht;Niet-westerse migratieachtergrond;3.2;12.2
2635;Margraten;Totaal;8.7;17.7
2636;Margraten;Nederlandse achtergrond;7.8;17.8
2637;Margraten;Met migratieachtergrond;0.9;16.7
2638;Margraten;Westerse migratieachtergrond;0.8;16.9
2639;Margraten;Niet-westerse migratieachtergrond;;
2640;Meerssen;Totaal;13.5;17.6
2641;Meerssen;Nederlandse achtergrond;12.1;17.5
2642;Meerssen;Met migratieachtergrond;1.4;17.7
2643;Meerssen;Westerse migratieachtergrond;1.3;18.0
2644;Meerssen;Niet-westerse migratieachtergrond;;
2645;Meijel;Totaal;3.9;15.6
2646;Meijel;Nederlandse achtergrond;3.8;15.6
2647;Meijel;Met migratieachtergrond;;
2648;Meijel;Westerse migratieachtergrond;;
2649;Meijel;Niet-westerse migratieachtergrond;;
2650;Mook en Middelaar;Totaal;5.3;19.5
2651;Mook en Middelaar;Nederlandse achtergrond;4.7;19.4
2652;Mook en Middelaar;Met migratieachtergrond;0.6;20.3
2653;Mook en Middelaar;Westerse migratieachtergrond;0.5;20.8
2654;Mook en Middelaar;Niet-westerse migratieachtergrond;;
2655;Nederweert;Totaal;10.7;16.5
2656;Nederweert;Nederlandse achtergrond;10.1;16.5
2657;Nederweert;Met migratieachtergrond;0.6;16.7
2658;Nederweert;Westerse migratieachtergrond;0.5;16.6
2659;Nederweert;Niet-westerse migratieachtergrond;;
2660;Nuth;Totaal;11.2;16.8
2661;Nuth;Nederlandse achtergrond;9.6;16.9
2662;Nuth;Met migratieachtergrond;1.6;16.2
2663;Nuth;Westerse migratieachtergrond;1.5;16.6
2664;Nuth;Niet-westerse migratieachtergrond;;
2665;Roermond;Totaal;30.0;15.9
2666;Roermond;Nederlandse achtergrond;23.1;16.4
2667;Roermond;Met migratieachtergrond;6.9;14.2
2668;Roermond;Westerse migratieachtergrond;4.4;15.0
2669;Roermond;Niet-westerse migratieachtergrond;2.5;12.8
2670;Schinnen;Totaal;9.0;17.2
2671;Schinnen;Nederlandse achtergrond;7.5;17.4
2672;Schinnen;Met migratieachtergrond;1.5;16.5
2673;Schinnen;Westerse migratieachtergrond;1.4;16.5
2674;Schinnen;Niet-westerse migratieachtergrond;;
2675;Sevenum;Totaal;4.9;16.3
2676;Sevenum;Nederlandse achtergrond;4.7;16.5
2677;Sevenum;Met migratieachtergrond;0.3;14.0
2678;Sevenum;Westerse migratieachtergrond;0.2;14.3
2679;Sevenum;Niet-westerse migratieachtergrond;;
2680;Simpelveld;Totaal;7.2;15.8
2681;Simpelveld;Nederlandse achtergrond;5.9;15.8
2682;Simpelveld;Met migratieachtergrond;1.2;16.0
2683;Simpelveld;Westerse migratieachtergrond;1.2;15.8
2684;Simpelveld;Niet-westerse migratieachtergrond;;
2685;Stein;Totaal;17.7;16.2
2686;Stein;Nederlandse achtergrond;15.2;16.4
2687;Stein;Met migratieachtergrond;2.5;15.5
2688;Stein;Westerse migratieachtergrond;2.2;15.6
2689;Stein;Niet-westerse migratieachtergrond;0.3;14.3
2690;Susteren;Totaal;8.8;16.3
2691;Susteren;Nederlandse achtergrond;7.3;16.4
2692;Susteren;Met migratieachtergrond;1.5;15.7
2693;Susteren;Westerse migratieachtergrond;1.4;16.0
2694;Susteren;Niet-westerse migratieachtergrond;;
2695;Swalmen;Totaal;5.8;15.6
2696;Swalmen;Nederlandse achtergrond;4.9;15.9
2697;Swalmen;Met migratieachtergrond;0.8;13.9
2698;Swalmen;Westerse migratieachtergrond;0.8;14.0
2699;Swalmen;Niet-westerse migratieachtergrond;;
2700;Thorn;Totaal;1.8;16.4
2701;Thorn;Nederlandse achtergrond;1.6;16.8
2702;Thorn;Met migratieachtergrond;0.2;13.9
2703;Thorn;Westerse migratieachtergrond;0.2;13.9
2704;Thorn;Niet-westerse migratieachtergrond;;
2705;Vaals;Totaal;5.4;14.8
2706;Vaals;Nederlandse achtergrond;3.4;14.8
2707;Vaals;Met migratieachtergrond;2.0;14.7
2708;Vaals;Westerse migratieachtergrond;1.9;14.8
2709;Vaals;Niet-westerse migratieachtergrond;;
2710;Venlo;Totaal;61.1;15.4
2711;Venlo;Nederlandse achtergrond;48.2;15.8
2712;Venlo;Met migratieachtergrond;12.9;13.9
2713;Venlo;Westerse migratieachtergrond;8.9;14.6
2714;Venlo;Niet-westerse migratieachtergrond;4.0;12.3
2715;Venray;Totaal;25.7;16.2
2716;Venray;Nederlandse achtergrond;21.8;16.4
2717;Venray;Met migratieachtergrond;3.9;14.6
2718;Venray;Westerse migratieachtergrond;2.3;15.6
2719;Venray;Niet-westerse migratieachtergrond;1.6;13.2
2720;Voerendaal;Totaal;8.6;17.7
2721;Voerendaal;Nederlandse achtergrond;7.5;17.7
2722;Voerendaal;Met migratieachtergrond;1.2;17.6
2723;Voerendaal;Westerse migratieachtergrond;1.1;17.8
2724;Voerendaal;Niet-westerse migratieachtergrond;;
2725;Weert;Totaal;32.6;16.6
2726;Weert;Nederlandse achtergrond;27.5;16.9
2727;Weert;Met migratieachtergrond;5.1;15.2
2728;Weert;Westerse migratieachtergrond;3.4;16.1
2729;Weert;Niet-westerse migratieachtergrond;1.8;13.6
2730;Meerlo-Wanssum;Totaal;5.1;16.2
2731;Meerlo-Wanssum;Nederlandse achtergrond;4.7;16.1
2732;Meerlo-Wanssum;Met migratieachtergrond;0.4;16.7
2733;Meerlo-Wanssum;Westerse migratieachtergrond;0.3;17.5
2734;Meerlo-Wanssum;Niet-westerse migratieachtergrond;;
2735;Valkenburg aan de Geul;Totaal;12.2;16.4
2736;Valkenburg aan de Geul;Nederlandse achtergrond;10.6;16.6
2737;Valkenburg aan de Geul;Met migratieachtergrond;1.6;15.2
2738;Valkenburg aan de Geul;Westerse migratieachtergrond;1.4;15.6
2739;Valkenburg aan de Geul;Niet-westerse migratieachtergrond;;
2740;Lelystad;Totaal;42.7;16.1
2741;Lelystad;Nederlandse achtergrond;34.1;16.4
2742;Lelystad;Met migratieachtergrond;8.6;15.0
2743;Lelystad;Westerse migratieachtergrond;3.7;16.2
2744;Lelystad;Niet-westerse migratieachtergrond;4.9;14.1
2745;Horst aan de Maas;Totaal;19.1;16.4
2746;Horst aan de Maas;Nederlandse achtergrond;17.7;16.5
2747;Horst aan de Maas;Met migratieachtergrond;1.4;15.4
2748;Horst aan de Maas;Westerse migratieachtergrond;1.2;16.0
2749;Horst aan de Maas;Niet-westerse migratieachtergrond;0.2;12.5
2750;Eemsmond;Totaal;10.7;15.1
2751;Eemsmond;Nederlandse achtergrond;10.3;15.2
2752;Eemsmond;Met migratieachtergrond;0.5;14.2
2753;Eemsmond;Westerse migratieachtergrond;0.4;14.5
2754;Eemsmond;Niet-westerse migratieachtergrond;;
2755;Gemert-Bakel;Totaal;18.2;16.0
2756;Gemert-Bakel;Nederlandse achtergrond;17.0;16.0
2757;Gemert-Bakel;Met migratieachtergrond;1.2;15.4
2758;Gemert-Bakel;Westerse migratieachtergrond;1.0;15.4
2759;Gemert-Bakel;Niet-westerse migratieachtergrond;0.2;15.4
2760;Halderberge;Totaal;19.7;17.1
2761;Halderberge;Nederlandse achtergrond;18.0;17.1
2762;Halderberge;Met migratieachtergrond;1.7;16.2
2763;Halderberge;Westerse migratieachtergrond;0.9;18.0
2764;Halderberge;Niet-westerse migratieachtergrond;0.8;14.1
2765;Heeze-Leende;Totaal;10.1;18.8
2766;Heeze-Leende;Nederlandse achtergrond;9.4;18.8
2767;Heeze-Leende;Met migratieachtergrond;0.7;19.4
2768;Heeze-Leende;Westerse migratieachtergrond;0.6;19.9
2769;Heeze-Leende;Niet-westerse migratieachtergrond;;
2770;Laarbeek;Totaal;14.1;16.9
2771;Laarbeek;Nederlandse achtergrond;13.3;16.9
2772;Laarbeek;Met migratieachtergrond;0.8;15.9
2773;Laarbeek;Westerse migratieachtergrond;0.7;16.6
2774;Laarbeek;Niet-westerse migratieachtergrond;;
2775;Reiderland;Totaal;4.8;13.9
2776;Reiderland;Nederlandse achtergrond;4.2;13.9
2777;Reiderland;Met migratieachtergrond;0.6;13.8
2778;Reiderland;Westerse migratieachtergrond;0.6;14.0
2779;Reiderland;Niet-westerse migratieachtergrond;;
2780;De Marne;Totaal;7.3;15.6
2781;De Marne;Nederlandse achtergrond;6.9;15.6
2782;De Marne;Met migratieachtergrond;0.3;15.6
2783;De Marne;Westerse migratieachtergrond;0.3;16.3
2784;De Marne;Niet-westerse migratieachtergrond;;
2785;Zevenhuizen-Moerkapelle;Totaal;6.4;17.8
2786;Zevenhuizen-Moerkapelle;Nederlandse achtergrond;6.1;17.7
2787;Zevenhuizen-Moerkapelle;Met migratieachtergrond;0.4;19.7
2788;Zevenhuizen-Moerkapelle;Westerse migratieachtergrond;0.2;22.6
2789;Zevenhuizen-Moerkapelle;Niet-westerse migratieachtergrond;;
2790;Reusel-De Mierden;Totaal;8.2;16.2
2791;Reusel-De Mierden;Nederlandse achtergrond;7.6;16.4
2792;Reusel-De Mierden;Met migratieachtergrond;0.6;14.3
2793;Reusel-De Mierden;Westerse migratieachtergrond;0.5;14.5
2794;Reusel-De Mierden;Niet-westerse migratieachtergrond;;
2795;Roerdalen;Totaal;6.8;16.4
2796;Roerdalen;Nederlandse achtergrond;5.7;16.9
2797;Roerdalen;Met migratieachtergrond;1.1;14.2
2798;Roerdalen;Westerse migratieachtergrond;1.1;14.2
2799;Roerdalen;Niet-westerse migratieachtergrond;;
2800;Roggel en Neer;Totaal;5.5;16.9
2801;Roggel en Neer;Nederlandse achtergrond;5.1;17.0
2802;Roggel en Neer;Met migratieachtergrond;0.3;15.5
2803;Roggel en Neer;Westerse migratieachtergrond;0.3;15.8
2804;Roggel en Neer;Niet-westerse migratieachtergrond;;
2805;Maasdonk;Totaal;7.2;17.5
2806;Maasdonk;Nederlandse achtergrond;7.0;17.3
2807;Maasdonk;Met migratieachtergrond;0.2;21.6
2808;Maasdonk;Westerse migratieachtergrond;;
2809;Maasdonk;Niet-westerse migratieachtergrond;;
2810;Rijnwoude;Totaal;12.3;18.3
2811;Rijnwoude;Nederlandse achtergrond;11.6;18.3
2812;Rijnwoude;Met migratieachtergrond;0.7;19.5
2813;Rijnwoude;Westerse migratieachtergrond;0.6;21.4
2814;Rijnwoude;Niet-westerse migratieachtergrond;;
2815;Liemeer;Totaal;4.5;17.1
2816;Liemeer;Nederlandse achtergrond;4.2;17.1
2817;Liemeer;Met migratieachtergrond;0.3;16.6
2818;Liemeer;Westerse migratieachtergrond;0.2;16.3
2819;Liemeer;Niet-westerse migratieachtergrond;;
2820;Roosendaal;Totaal;51.0;16.8
2821;Roosendaal;Nederlandse achtergrond;42.9;17.2
2822;Roosendaal;Met migratieachtergrond;8.0;14.7
2823;Roosendaal;Westerse migratieachtergrond;4.4;16.3
2824;Roosendaal;Niet-westerse migratieachtergrond;3.6;12.7
2825;Schouwen-Duiveland;Totaal;23.2;17.0
2826;Schouwen-Duiveland;Nederlandse achtergrond;21.7;17.0
2827;Schouwen-Duiveland;Met migratieachtergrond;1.5;17.0
2828;Schouwen-Duiveland;Westerse migratieachtergrond;1.2;17.6
2829;Schouwen-Duiveland;Niet-westerse migratieachtergrond;0.3;14.1
2830;Ambt Montfort;Totaal;7.2;16.2
2831;Ambt Montfort;Nederlandse achtergrond;6.3;16.3
2832;Ambt Montfort;Met migratieachtergrond;0.9;15.1
2833;Ambt Montfort;Westerse migratieachtergrond;0.8;15.1
2834;Ambt Montfort;Niet-westerse migratieachtergrond;;
2835;Aa en Hunze;Totaal;17.0;16.7
2836;Aa en Hunze;Nederlandse achtergrond;16.3;16.7
2837;Aa en Hunze;Met migratieachtergrond;0.7;17.5
2838;Aa en Hunze;Westerse migratieachtergrond;0.6;18.4
2839;Aa en Hunze;Niet-westerse migratieachtergrond;;
2840;Borger-Odoorn;Totaal;17.2;15.6
2841;Borger-Odoorn;Nederlandse achtergrond;16.5;15.6
2842;Borger-Odoorn;Met migratieachtergrond;0.7;15.4
2843;Borger-Odoorn;Westerse migratieachtergrond;0.6;15.8
2844;Borger-Odoorn;Niet-westerse migratieachtergrond;;
2845;Cuijk;Totaal;16.3;15.9
2846;Cuijk;Nederlandse achtergrond;13.7;16.2
2847;Cuijk;Met migratieachtergrond;2.7;14.2
2848;Cuijk;Westerse migratieachtergrond;1.7;14.9
2849;Cuijk;Niet-westerse migratieachtergrond;0.9;13.0
2850;Landerd;Totaal;9.7;16.6
2851;Landerd;Nederlandse achtergrond;9.2;16.7
2852;Landerd;Met migratieachtergrond;0.4;15.7
2853;Landerd;Westerse migratieachtergrond;0.4;16.0
2854;Landerd;Niet-westerse migratieachtergrond;;
2855;De Wolden;Totaal;15.6;16.3
2856;De Wolden;Nederlandse achtergrond;15.2;16.3
2857;De Wolden;Met migratieachtergrond;0.5;15.6
2858;De Wolden;Westerse migratieachtergrond;0.4;15.1
2859;De Wolden;Niet-westerse migratieachtergrond;;
2860;Noord-Beveland;Totaal;4.9;16.4
2861;Noord-Beveland;Nederlandse achtergrond;4.6;16.5
2862;Noord-Beveland;Met migratieachtergrond;0.3;15.6
2863;Noord-Beveland;Westerse migratieachtergrond;0.3;15.3
2864;Noord-Beveland;Niet-westerse migratieachtergrond;;
2865;Wijdemeren;Totaal;15.8;19.5
2866;Wijdemeren;Nederlandse achtergrond;14.2;19.3
2867;Wijdemeren;Met migratieachtergrond;1.5;21.0
2868;Wijdemeren;Westerse migratieachtergrond;1.3;21.8
2869;Wijdemeren;Niet-westerse migratieachtergrond;0.3;17.0
2870;Noordenveld;Totaal;20.8;17.3
2871;Noordenveld;Nederlandse achtergrond;19.7;17.3
2872;Noordenveld;Met migratieachtergrond;1.1;18.2
2873;Noordenveld;Westerse migratieachtergrond;0.9;18.5
2874;Noordenveld;Niet-westerse migratieachtergrond;;
2875;Sluis-Aardenburg;Totaal;4.4;15.7
2876;Sluis-Aardenburg;Nederlandse achtergrond;3.1;16.1
2877;Sluis-Aardenburg;Met migratieachtergrond;1.3;14.7
2878;Sluis-Aardenburg;Westerse migratieachtergrond;1.2;14.7
2879;Sluis-Aardenburg;Niet-westerse migratieachtergrond;;
2880;Westerveld;Totaal;12.7;16.8
2881;Westerveld;Nederlandse achtergrond;12.3;16.6
2882;Westerveld;Met migratieachtergrond;0.5;22.1
2883;Westerveld;Westerse migratieachtergrond;0.4;23.1
2884;Westerveld;Niet-westerse migratieachtergrond;;
2885;Sint Anthonis;Totaal;7.7;16.6
2886;Sint Anthonis;Nederlandse achtergrond;7.5;16.7
2887;Sint Anthonis;Met migratieachtergrond;0.2;12.0
2888;Sint Anthonis;Westerse migratieachtergrond;;
2889;Sint Anthonis;Niet-westerse migratieachtergrond;;
2890;Cranendonck;Totaal;13.3;17.3
2891;Cranendonck;Nederlandse achtergrond;11.4;17.5
2892;Cranendonck;Met migratieachtergrond;1.9;15.8
2893;Cranendonck;Westerse migratieachtergrond;1.7;15.9
2894;Cranendonck;Niet-westerse migratieachtergrond;0.2;15.3
2895;Moerdijk;Totaal;23.8;17.2
2896;Moerdijk;Nederlandse achtergrond;22.0;17.2
2897;Moerdijk;Met migratieachtergrond;1.7;16.8
2898;Moerdijk;Westerse migratieachtergrond;1.2;18.2
2899;Moerdijk;Niet-westerse migratieachtergrond;0.5;13.8
2900;Drimmelen;Totaal;17.6;17.2
2901;Drimmelen;Nederlandse achtergrond;16.6;17.2
2902;Drimmelen;Met migratieachtergrond;1.0;17.5
2903;Drimmelen;Westerse migratieachtergrond;0.8;17.9
2904;Drimmelen;Niet-westerse migratieachtergrond;;
2905;Bernheze;Totaal;18.6;17.3
2906;Bernheze;Nederlandse achtergrond;17.7;17.3
2907;Bernheze;Met migratieachtergrond;1.0;17.1
2908;Bernheze;Westerse migratieachtergrond;0.7;18.2
2909;Bernheze;Niet-westerse migratieachtergrond;0.2;13.3
2910;Ferwerderadiel;Totaal;5.7;14.8
2911;Ferwerderadiel;Nederlandse achtergrond;5.5;14.8
2912;Ferwerderadiel;Met migratieachtergrond;0.2;14.4
2913;Ferwerderadiel;Westerse migratieachtergrond;;
2914;Ferwerderadiel;Niet-westerse migratieachtergrond;;
2915;Alphen-Chaam;Totaal;6.2;17.0
2916;Alphen-Chaam;Nederlandse achtergrond;5.5;17.1
2917;Alphen-Chaam;Met migratieachtergrond;0.7;16.4
2918;Alphen-Chaam;Westerse migratieachtergrond;0.7;16.4
2919;Alphen-Chaam;Niet-westerse migratieachtergrond;;
2920;Bergeijk;Totaal;11.7;17.6
2921;Bergeijk;Nederlandse achtergrond;10.8;17.7
2922;Bergeijk;Met migratieachtergrond;1.0;15.8
