ID;Providers;Financing;Periods;ExpenditureOnHealthAndSocialCare_1
1631;HP3: Providers of ambulatory health care;Total financ schemes health,social care;2016;10945.0
1632;HP3: Providers of ambulatory health care;Total financing of residents;2005;8810.0
1633;HP3: Providers of ambulatory health care;Total financing of residents;2006;9435.0
1634;HP3: Providers of ambulatory health care;Total financing of residents;2007;9995.0
1635;HP3: Providers of ambulatory health care;Total financing of residents;2008;11034.0
1636;HP3: Providers of ambulatory health care;Total financing of residents;2009;11580.0
1637;HP3: Providers of ambulatory health care;Total financing of residents;2010;11430.0
1638;HP3: Providers of ambulatory health care;Total financing of residents;2011;11840.0
1639;HP3: Providers of ambulatory health care;Total financing of residents;2012;12162.0
1640;HP3: Providers of ambulatory health care;Total financing of residents;2013;12072.0
1641;HP3: Providers of ambulatory health care;Total financing of residents;2014;12391.0
1642;HP3: Providers of ambulatory health care;Total financing of residents;2015;10475.0
1643;HP3: Providers of ambulatory health care;Total financing of residents;2016;10917.0
1644;HP3: Providers of ambulatory health care;HF1: Government, comp. Contr. schemes;2005;3754.0
1645;HP3: Providers of ambulatory health care;HF1: Government, comp. Contr. schemes;2006;5776.0
1646;HP3: Providers of ambulatory health care;HF1: Government, comp. Contr. schemes;2007;6067.0
1647;HP3: Providers of ambulatory health care;HF1: Government, comp. Contr. schemes;2008;6879.0
1648;HP3: Providers of ambulatory health care;HF1: Government, comp. Contr. schemes;2009;7329.0
1649;HP3: Providers of ambulatory health care;HF1: Government, comp. Contr. schemes;2010;7121.0
1650;HP3: Providers of ambulatory health care;HF1: Government, comp. Contr. schemes;2011;7276.0
1651;HP3: Providers of ambulatory health care;HF1: Government, comp. Contr. schemes;2012;7358.0
1652;HP3: Providers of ambulatory health care;HF1: Government, comp. Contr. schemes;2013;7314.0
1653;HP3: Providers of ambulatory health care;HF1: Government, comp. Contr. schemes;2014;7515.0
1654;HP3: Providers of ambulatory health care;HF1: Government, comp. Contr. schemes;2015;5752.0
1655;HP3: Providers of ambulatory health care;HF1: Government, comp. Contr. schemes;2016;5969.0
1656;HP3: Providers of ambulatory health care;HF11: Government schemes;2005;0.0
1657;HP3: Providers of ambulatory health care;HF11: Government schemes;2006;53.0
1658;HP3: Providers of ambulatory health care;HF11: Government schemes;2007;53.0
1659;HP3: Providers of ambulatory health care;HF11: Government schemes;2008;55.0
1660;HP3: Providers of ambulatory health care;HF11: Government schemes;2009;62.0
1661;HP3: Providers of ambulatory health care;HF11: Government schemes;2010;65.0
1662;HP3: Providers of ambulatory health care;HF11: Government schemes;2011;71.0
1663;HP3: Providers of ambulatory health care;HF11: Government schemes;2012;68.0
1664;HP3: Providers of ambulatory health care;HF11: Government schemes;2013;67.0
1665;HP3: Providers of ambulatory health care;HF11: Government schemes;2014;66.0
1666;HP3: Providers of ambulatory health care;HF11: Government schemes;2015;79.0
1667;HP3: Providers of ambulatory health care;HF11: Government schemes;2016;79.0
1668;HP3: Providers of ambulatory health care;HF12: Compulsory contributory schemes;2005;3754.0
1669;HP3: Providers of ambulatory health care;HF12: Compulsory contributory schemes;2006;5723.0
1670;HP3: Providers of ambulatory health care;HF12: Compulsory contributory schemes;2007;6014.0
1671;HP3: Providers of ambulatory health care;HF12: Compulsory contributory schemes;2008;6824.0
1672;HP3: Providers of ambulatory health care;HF12: Compulsory contributory schemes;2009;7268.0
1673;HP3: Providers of ambulatory health care;HF12: Compulsory contributory schemes;2010;7056.0
1674;HP3: Providers of ambulatory health care;HF12: Compulsory contributory schemes;2011;7205.0
1675;HP3: Providers of ambulatory health care;HF12: Compulsory contributory schemes;2012;7290.0
1676;HP3: Providers of ambulatory health care;HF12: Compulsory contributory schemes;2013;7248.0
1677;HP3: Providers of ambulatory health care;HF12: Compulsory contributory schemes;2014;7449.0
1678;HP3: Providers of ambulatory health care;HF12: Compulsory contributory schemes;2015;5673.0
1679;HP3: Providers of ambulatory health care;HF12: Compulsory contributory schemes;2016;5889.0
1680;HP3: Providers of ambulatory health care;HF121a: Long-term care insurance;2005;179.0
1681;HP3: Providers of ambulatory health care;HF121a: Long-term care insurance;2006;153.0
1682;HP3: Providers of ambulatory health care;HF121a: Long-term care insurance;2007;74.0
1683;HP3: Providers of ambulatory health care;HF121a: Long-term care insurance;2008;27.0
1684;HP3: Providers of ambulatory health care;HF121a: Long-term care insurance;2009;31.0
1685;HP3: Providers of ambulatory health care;HF121a: Long-term care insurance;2010;32.0
1686;HP3: Providers of ambulatory health care;HF121a: Long-term care insurance;2011;38.0
1687;HP3: Providers of ambulatory health care;HF121a: Long-term care insurance;2012;40.0
1688;HP3: Providers of ambulatory health care;HF121a: Long-term care insurance;2013;43.0
1689;HP3: Providers of ambulatory health care;HF121a: Long-term care insurance;2014;47.0
1690;HP3: Providers of ambulatory health care;HF121a: Long-term care insurance;2015;31.0
1691;HP3: Providers of ambulatory health care;HF121a: Long-term care insurance;2016;43.0
1692;HP3: Providers of ambulatory health care;HF121b: Health Insurance Fund;2005;3575.0
1693;HP3: Providers of ambulatory health care;HF121b: Health Insurance Fund;2006;
1694;HP3: Providers of ambulatory health care;HF121b: Health Insurance Fund;2007;
1695;HP3: Providers of ambulatory health care;HF121b: Health Insurance Fund;2008;
1696;HP3: Providers of ambulatory health care;HF121b: Health Insurance Fund;2009;
1697;HP3: Providers of ambulatory health care;HF121b: Health Insurance Fund;2010;
1698;HP3: Providers of ambulatory health care;HF121b: Health Insurance Fund;2011;
1699;HP3: Providers of ambulatory health care;HF121b: Health Insurance Fund;2012;
1700;HP3: Providers of ambulatory health care;HF121b: Health Insurance Fund;2013;
1701;HP3: Providers of ambulatory health care;HF121b: Health Insurance Fund;2014;
1702;HP3: Providers of ambulatory health care;HF121b: Health Insurance Fund;2015;
1703;HP3: Providers of ambulatory health care;HF121b: Health Insurance Fund;2016;
1704;HP3: Providers of ambulatory health care;HF122: Compulsory private insurance;2005;
1705;HP3: Providers of ambulatory health care;HF122: Compulsory private insurance;2006;5570.0
1706;HP3: Providers of ambulatory health care;HF122: Compulsory private insurance;2007;5940.0
1707;HP3: Providers of ambulatory health care;HF122: Compulsory private insurance;2008;6796.0
1708;HP3: Providers of ambulatory health care;HF122: Compulsory private insurance;2009;7237.0
1709;HP3: Providers of ambulatory health care;HF122: Compulsory private insurance;2010;7024.0
1710;HP3: Providers of ambulatory health care;HF122: Compulsory private insurance;2011;7167.0
1711;HP3: Providers of ambulatory health care;HF122: Compulsory private insurance;2012;7250.0
1712;HP3: Providers of ambulatory health care;HF122: Compulsory private insurance;2013;7205.0
1713;HP3: Providers of ambulatory health care;HF122: Compulsory private insurance;2014;7402.0
1714;HP3: Providers of ambulatory health care;HF122: Compulsory private insurance;2015;5642.0
1715;HP3: Providers of ambulatory health care;HF122: Compulsory private insurance;2016;5846.0
1716;HP3: Providers of ambulatory health care;Voluntary schemes (incl. OOP);2005;5056.0
1717;HP3: Providers of ambulatory health care;Voluntary schemes (incl. OOP);2006;3659.0
1718;HP3: Providers of ambulatory health care;Voluntary schemes (incl. OOP);2007;3928.0
1719;HP3: Providers of ambulatory health care;Voluntary schemes (incl. OOP);2008;4155.0
1720;HP3: Providers of ambulatory health care;Voluntary schemes (incl. OOP);2009;4251.0
1721;HP3: Providers of ambulatory health care;Voluntary schemes (incl. OOP);2010;4309.0
1722;HP3: Providers of ambulatory health care;Voluntary schemes (incl. OOP);2011;4564.0
1723;HP3: Providers of ambulatory health care;Voluntary schemes (incl. OOP);2012;4804.0
1724;HP3: Providers of ambulatory health care;Voluntary schemes (incl. OOP);2013;4757.0
1725;HP3: Providers of ambulatory health care;Voluntary schemes (incl. OOP);2014;4876.0
1726;HP3: Providers of ambulatory health care;Voluntary schemes (incl. OOP);2015;4722.0
1727;HP3: Providers of ambulatory health care;Voluntary schemes (incl. OOP);2016;4948.0
1728;HP3: Providers of ambulatory health care;HF2: Voluntary schemes;2005;3353.0
1729;HP3: Providers of ambulatory health care;HF2: Voluntary schemes;2006;2602.0
1730;HP3: Providers of ambulatory health care;HF2: Voluntary schemes;2007;2820.0
1731;HP3: Providers of ambulatory health care;HF2: Voluntary schemes;2008;2837.0
1732;HP3: Providers of ambulatory health care;HF2: Voluntary schemes;2009;3021.0
1733;HP3: Providers of ambulatory health care;HF2: Voluntary schemes;2010;3064.0
1734;HP3: Providers of ambulatory health care;HF2: Voluntary schemes;2011;3306.0
1735;HP3: Providers of ambulatory health care;HF2: Voluntary schemes;2012;3400.0
1736;HP3: Providers of ambulatory health care;HF2: Voluntary schemes;2013;3212.0
1737;HP3: Providers of ambulatory health care;HF2: Voluntary schemes;2014;3281.0
1738;HP3: Providers of ambulatory health care;HF2: Voluntary schemes;2015;3249.0
1739;HP3: Providers of ambulatory health care;HF2: Voluntary schemes;2016;3519.0
1740;HP3: Providers of ambulatory health care;HF21: Voluntary health insurance schemes;2005;3353.0
1741;HP3: Providers of ambulatory health care;HF21: Voluntary health insurance schemes;2006;2602.0
1742;HP3: Providers of ambulatory health care;HF21: Voluntary health insurance schemes;2007;2820.0
1743;HP3: Providers of ambulatory health care;HF21: Voluntary health insurance schemes;2008;2837.0
1744;HP3: Providers of ambulatory health care;HF21: Voluntary health insurance schemes;2009;3021.0
1745;HP3: Providers of ambulatory health care;HF21: Voluntary health insurance schemes;2010;3064.0
1746;HP3: Providers of ambulatory health care;HF21: Voluntary health insurance schemes;2011;3306.0
1747;HP3: Providers of ambulatory health care;HF21: Voluntary health insurance schemes;2012;3400.0
1748;HP3: Providers of ambulatory health care;HF21: Voluntary health insurance schemes;2013;3212.0
1749;HP3: Providers of ambulatory health care;HF21: Voluntary health insurance schemes;2014;3281.0
1750;HP3: Providers of ambulatory health care;HF21: Voluntary health insurance schemes;2015;3249.0
1751;HP3: Providers of ambulatory health care;HF21: Voluntary health insurance schemes;2016;3519.0
1752;HP3: Providers of ambulatory health care;HF22: Financing schemes NPI;2005;0.0
1753;HP3: Providers of ambulatory health care;HF22: Financing schemes NPI;2006;0.0
1754;HP3: Providers of ambulatory health care;HF22: Financing schemes NPI;2007;0.0
1755;HP3: Providers of ambulatory health care;HF22: Financing schemes NPI;2008;0.0
1756;HP3: Providers of ambulatory health care;HF22: Financing schemes NPI;2009;0.0
1757;HP3: Providers of ambulatory health care;HF22: Financing schemes NPI;2010;0.0
1758;HP3: Providers of ambulatory health care;HF22: Financing schemes NPI;2011;0.0
1759;HP3: Providers of ambulatory health care;HF22: Financing schemes NPI;2012;0.0
1760;HP3: Providers of ambulatory health care;HF22: Financing schemes NPI;2013;0.0
1761;HP3: Providers of ambulatory health care;HF22: Financing schemes NPI;2014;0.0
1762;HP3: Providers of ambulatory health care;HF22: Financing schemes NPI;2015;0.0
1763;HP3: Providers of ambulatory health care;HF22: Financing schemes NPI;2016;0.0
1764;HP3: Providers of ambulatory health care;HF23: Enterprise financing schemes;2005;0.0
1765;HP3: Providers of ambulatory health care;HF23: Enterprise financing schemes;2006;0.0
1766;HP3: Providers of ambulatory health care;HF23: Enterprise financing schemes;2007;0.0
1767;HP3: Providers of ambulatory health care;HF23: Enterprise financing schemes;2008;0.0
1768;HP3: Providers of ambulatory health care;HF23: Enterprise financing schemes;2009;0.0
1769;HP3: Providers of ambulatory health care;HF23: Enterprise financing schemes;2010;0.0
1770;HP3: Providers of ambulatory health care;HF23: Enterprise financing schemes;2011;0.0
1771;HP3: Providers of ambulatory health care;HF23: Enterprise financing schemes;2012;0.0
1772;HP3: Providers of ambulatory health care;HF23: Enterprise financing schemes;2013;0.0
1773;HP3: Providers of ambulatory health care;HF23: Enterprise financing schemes;2014;0.0
1774;HP3: Providers of ambulatory health care;HF23: Enterprise financing schemes;2015;0.0
1775;HP3: Providers of ambulatory health care;HF23: Enterprise financing schemes;2016;0.0
1776;HP3: Providers of ambulatory health care;HF3: Household out-of-pocket payments;2005;1704.0
1777;HP3: Providers of ambulatory health care;HF3: Household out-of-pocket payments;2006;1057.0
1778;HP3: Providers of ambulatory health care;HF3: Household out-of-pocket payments;2007;1108.0
1779;HP3: Providers of ambulatory health care;HF3: Household out-of-pocket payments;2008;1318.0
1780;HP3: Providers of ambulatory health care;HF3: Household out-of-pocket payments;2009;1230.0
1781;HP3: Providers of ambulatory health care;HF3: Household out-of-pocket payments;2010;1245.0
1782;HP3: Providers of ambulatory health care;HF3: Household out-of-pocket payments;2011;1258.0
1783;HP3: Providers of ambulatory health care;HF3: Household out-of-pocket payments;2012;1404.0
1784;HP3: Providers of ambulatory health care;HF3: Household out-of-pocket payments;2013;1545.0
1785;HP3: Providers of ambulatory health care;HF3: Household out-of-pocket payments;2014;1595.0
1786;HP3: Providers of ambulatory health care;HF3: Household out-of-pocket payments;2015;1473.0
1787;HP3: Providers of ambulatory health care;HF3: Household out-of-pocket payments;2016;1429.0
1788;HP3: Providers of ambulatory health care;"Rest of the world; exports";2005;17.0
1789;HP3: Providers of ambulatory health care;"Rest of the world; exports";2006;18.0
1790;HP3: Providers of ambulatory health care;"Rest of the world; exports";2007;18.0
1791;HP3: Providers of ambulatory health care;"Rest of the world; exports";2008;18.0
