ID;PersonalCharacteristics;Periods;VeryContented_1;Contented_2;NotContentedNotDiscontented_3;Discontented_4;VeryDiscontented_5;DutchLabourParty_6;ChristianDemocraticAppeal_7;PeopleSPartyForFreedomAndDemocracy_8;Democrats1966_9;GreenLeftParty_10;PoliticalReformedPartyChristianUnion_11;SocialistParty_12;LiveableNetherlands_13;ListPimFortuyn_14;OtherPoliticalParties_15;NonVotersAbstentions_16;DoNotKnow_17;CastHisHerVote_18;DutchLabourParty_19;ChristianDemocraticAppeal_20;PeopleSPartyForFreedomAndDemocracy_21;Democrats1966_22;GreenLeftParty_23;PoliticalReformedPartyChristianUnion_24;SocialistParty_25;LiveableNetherlands_26;ListPimFortuyn_27;OtherPoliticalParties_28;Abstentions_29;DoNotKnow_30;VeryMuchInterested_31;RatherInterested_32;NotMuchInterested_33;NotInterestedAtAll_34;ActiveDebater_35;Listens_36;DoesNotListen_37;MemberOfAPoliticalParty_38;AttendsMeetingsPolParty1529Yrs_39;BondWithPolitcalParty_40;VeryStrongBond_41;RatherStrongBond_42;ModeratelyStrongBond_43;WeakVeryWeakBond_44;IsMemberOfAStudentsTradeUnion_45;EmployersOrgTradeUnion_46;NoRestrictions_47;MustBeRestricted_48;MustBeStoppedAltogether_49;NoRestrictions_50;MustBeRestricted_51;MustBeStoppedAltogether_52;NoRestrictions_53;MustBeRestricted_54;MustBeStoppedAltogether_55;MakeMuchMoreDifficult_56;MakeMoreDifficult_57;PreferCurrentSituation_58;MakeEasier_59;MakeMuchEasier_60;RetainOwnCultureCompletely_61;LargelyRetainOwnCulture_62;NotRetainOwnCultureNotConform_63;LargelyConformToDutchCulture_64;ConformCompletelyToDutchCulture_65;AgreeCompletely_66;Agree_67;DoNotAgreeDoNotDisagree_68;Disagree_69;DisagreeCompletely_70;AgreeCompletely_71;Agree_72;DoNotAgreeDoNotDisagree_73;Disagree_74;DisagreeCompletely_75;FamilyEthnicMinority_76;DutchFamily_77;ShouldNotMakeAnyDifference_78;EmployeeWithFamily_79;EmployeeWithoutFamily_80;ShouldNotMakeAnyDifference_81;AForeigner_82;ADutchman_83;ShouldNotMakeAnyDifference_84;AMan_85;AWoman_86;ShouldNotMakeAnyDifference_87;AYoungEmployee_88;AnOlderEmployee_89;ShouldNotMakeAnyDifference_90;AWhiteEmployee_91;AColouredEmployee_92;ShouldNotMakeAnyDifference_93;Annoying_94;NotAnnoying_95;DoNotKnow_96;Annoying_97;NotAnnoying_98;DoNotKnow_99;ExtremelyImportant_100;VeryImportant_101;Important_102;NotSure_103;Unimportant_104;ExtremelyImportant_105;VeryImportant_106;Important_107;NotSure_108;Unimportant_109;ExtremelyImportant_110;VeryImportant_111;Important_112;NotSure_113;Unimportant_114;ExtremelyImportant_115;VeryImportant_116;Important_117;NotSure_118;Unimportant_119;ExtremelyImportant_120;VeryImportant_121;Important_122;NotSure_123;Unimportant_124;ExtremelyImportant_125;VeryImportant_126;Important_127;NotSure_128;Unimportant_129;ExtremelyImportant_130;VeryImportant_131;Important_132;NotSure_133;Unimportant_134;ExtremelyImportant_135;VeryImportant_136;Important_137;NotSure_138;Unimportant_139;ExtremelyImportant_140;VeryImportant_141;Important_142;NotSure_143;Unimportant_144;ExtremelyImportant_145;VeryImportant_146;Important_147;NotSure_148;Unimportant_149;ExtremelyImportant_150;VeryImportant_151;Important_152;NotSure_153;Unimportant_154;ExtremelyImportant_155;VeryImportant_156;Important_157;NotSure_158;Unimportant_159;ExtremelyImportant_160;VeryImportant_161;Important_162;NotSure_163;Unimportant_164;ExtremelyImportant_165;VeryImportant_166;Important_167;NotSure_168;Unimportant_169;LargelyAgree_170;DoNotAgreeDoNotDisagree_171;DoNotAgreeAtAll_172;LargelyAgree_173;DoNotAgreeDoNotDisagree_174;DoNotAgreeAtAll_175;LargelyAgree_176;DoNotAgreeDoNotDisagree_177;DoNotAgreeAtAll_178;LargelyAgree_179;DoNotAgreeDoNotDisagree_180;DoNotAgreeAtAll_181;LargelyAgree_182;DoNotAgreeDoNotDisagree_183;DoNotAgreeAtAll_184;LargelyAgree_185;DoNotAgreeDoNotDisagree_186;DoNotAgreeAtAll_187;AdulteryEndsARelationship_188;AdulteryIsWrongButNotTheEnd_189;AdulteryShouldBePossible_190;NoOpinionDoesNotKnowRefuses_191
344;One-person household;1997;1.0;35.0;47.0;14.0;3.0;23.0;15.0;16.0;7.0;6.0;3.0;3.0;;;2.0;15.0;11.0;;;;;;;;;;;;;;14.0;41.0;25.0;20.0;40.0;41.0;19.0;6.0;3.0;59.0;17.0;43.0;34.0;6.0;11.0;7.0;11.0;72.0;17.0;25.0;61.0;14.0;9.0;67.0;24.0;22.0;23.0;34.0;14.0;7.0;5.0;8.0;37.0;25.0;24.0;3.0;19.0;22.0;33.0;22.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58.0;29.0;3.0;10.0
345;One-person household;1998;2.0;40.0;44.0;12.0;3.0;26.0;14.0;16.0;7.0;9.0;3.0;3.0;;;2.0;13.0;7.0;78.0;33.0;16.0;18.0;9.0;12.0;3.0;4.0;;;3.0;1.0;0.0;15.0;42.0;24.0;19.0;43.0;37.0;20.0;5.0;;60.0;18.0;47.0;31.0;4.0;;;11.0;74.0;16.0;26.0;59.0;14.0;12.0;63.0;24.0;21.0;25.0;34.0;13.0;8.0;5.0;10.0;34.0;27.0;25.0;2.0;18.0;26.0;31.0;24.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
346;One-person household;1999;1.0;32.0;48.0;16.0;4.0;22.0;15.0;15.0;5.0;11.0;3.0;4.0;;;1.0;16.0;9.0;;;;;;;;;;;;;;15.0;41.0;25.0;19.0;45.0;38.0;17.0;5.0;;61.0;18.0;43.0;34.0;6.0;;;11.0;73.0;16.0;29.0;58.0;12.0;14.0;64.0;22.0;18.0;25.0;34.0;14.0;9.0;3.0;8.0;37.0;26.0;25.0;2.0;22.0;24.0;32.0;20.0;18.0;55.0;13.0;9.0;6.0;1.0;23.0;76.0;4.0;35.0;60.0;9.0;5.0;86.0;2.0;7.0;91.0;21.0;15.0;64.0;3.0;4.0;94.0;11.0;81.0;9.0;7.0;86.0;7.0;6.0;9.0;19.0;7.0;59.0;23.0;21.0;27.0;5.0;24.0;38.0;19.0;17.0;6.0;20.0;28.0;22.0;29.0;5.0;15.0;17.0;22.0;44.0;4.0;12.0;12.0;20.0;61.0;2.0;4.0;16.0;27.0;44.0;7.0;6.0;13.0;26.0;53.0;4.0;4.0;7.0;13.0;42.0;20.0;19.0;14.0;21.0;42.0;13.0;11.0;10.0;15.0;36.0;24.0;15.0;10.0;22.0;47.0;12.0;9.0;44.0;28.0;25.0;2.0;1.0;27.0;29.0;39.0;2.0;4.0;;;;;;;;;;;;;;;;;;;;;;
347;One-person household;2000;1.0;38.0;46.0;13.0;3.0;23.0;14.0;16.0;4.0;10.0;3.0;3.0;;;1.0;16.0;11.0;;;;;;;;;;;;;;13.0;40.0;26.0;21.0;43.0;39.0;18.0;3.0;;60.0;16.0;44.0;36.0;5.0;;;13.0;73.0;15.0;32.0;58.0;10.0;13.0;69.0;18.0;20.0;21.0;36.0;15.0;8.0;3.0;9.0;38.0;26.0;25.0;3.0;24.0;25.0;36.0;13.0;19.0;57.0;11.0;10.0;3.0;0.0;18.0;82.0;4.0;33.0;63.0;9.0;3.0;89.0;1.0;5.0;93.0;17.0;10.0;73.0;1.0;4.0;95.0;9.0;82.0;9.0;6.0;87.0;7.0;6.0;6.0;18.0;9.0;61.0;26.0;22.0;27.0;7.0;19.0;42.0;16.0;17.0;7.0;17.0;33.0;21.0;27.0;6.0;12.0;18.0;26.0;44.0;3.0;9.0;14.0;22.0;57.0;4.0;4.0;17.0;26.0;47.0;5.0;5.0;15.0;28.0;52.0;4.0;3.0;7.0;12.0;44.0;19.0;18.0;12.0;21.0;43.0;14.0;10.0;10.0;16.0;33.0;24.0;17.0;14.0;22.0;43.0;12.0;9.0;46.0;27.0;26.0;1.0;0.0;32.0;30.0;33.0;3.0;2.0;;;;;;;;;;;;;;;;;;;;;;
348;One-person household;2001;1.0;37.0;44.0;15.0;2.0;22.0;13.0;16.0;4.0;9.0;3.0;3.0;;;3.0;15.0;12.0;;;;;;;;;;;;;;15.0;41.0;25.0;19.0;47.0;38.0;15.0;4.0;4.0;59.0;15.0;45.0;34.0;6.0;15.0;6.0;10.0;73.0;17.0;30.0;59.0;10.0;13.0;70.0;17.0;19.0;25.0;36.0;14.0;7.0;3.0;6.0;39.0;28.0;24.0;4.0;24.0;22.0;34.0;15.0;18.0;58.0;11.0;10.0;3.0;1.0;22.0;77.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75.0;16.0;7.0;52.0;25.0;21.0;74.0;13.0;13.0;45.0;28.0;26.0;79.0;9.0;11.0;11.0;23.0;65.0;68.0;25.0;2.0;5.0
349;One-person household;2002;1.0;24.0;44.0;24.0;6.0;16.0;20.0;14.0;4.0;8.0;3.0;6.0;2.0;4.0;1.0;11.0;12.0;84.0;17.0;32.0;11.0;8.0;12.0;1.0;5.0;0.0;12.0;1.0;1.0;0.0;20.0;43.0;21.0;16.0;52.0;34.0;14.0;4.0;;61.0;19.0;45.0;32.0;3.0;;;8.0;77.0;15.0;31.0;58.0;11.0;14.0;66.0;20.0;20.0;24.0;36.0;14.0;6.0;2.0;6.0;35.0;30.0;27.0;3.0;23.0;23.0;36.0;16.0;14.0;60.0;13.0;9.0;5.0;0.0;22.0;78.0;;;;;;;;;;;;;;;;;;;;;;6.0;7.0;18.0;11.0;58.0;28.0;21.0;30.0;6.0;16.0;42.0;22.0;17.0;5.0;13.0;38.0;25.0;23.0;4.0;10.0;17.0;25.0;44.0;4.0;10.0;16.0;22.0;57.0;3.0;2.0;19.0;29.0;44.0;5.0;3.0;13.0;30.0;50.0;4.0;3.0;7.0;12.0;45.0;18.0;19.0;12.0;19.0;46.0;14.0;9.0;10.0;11.0;37.0;26.0;16.0;10.0;19.0;49.0;15.0;7.0;41.0;31.0;27.0;1.0;1.0;30.0;30.0;35.0;2.0;3.0;;;;;;;;;;;;;;;;;;;;;;
350;One-person household;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;;;;;;11.0;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76.0;16.0;7.0;46.0;31.0;22.0;73.0;13.0;14.0;44.0;30.0;25.0;75.0;13.0;11.0;11.0;18.0;70.0;71.0;26.0;1.0;3.0
351;One-person household;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
352;Member of a single-parent family;1997;1.0;29.0;53.0;15.0;3.0;21.0;11.0;11.0;8.0;7.0;2.0;4.0;;;1.0;20.0;15.0;;;;;;;;;;;;;;7.0;34.0;32.0;27.0;33.0;43.0;24.0;2.0;0.0;46.0;15.0;43.0;39.0;2.0;5.0;0.0;11.0;71.0;18.0;20.0;66.0;15.0;9.0;63.0;27.0;26.0;22.0;35.0;11.0;7.0;4.0;8.0;38.0;28.0;21.0;1.0;18.0;25.0;30.0;26.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67.0;14.0;3.0;16.0
353;Member of a single-parent family;1998;1.0;35.0;49.0;12.0;3.0;30.0;9.0;11.0;4.0;10.0;2.0;4.0;;;2.0;18.0;9.0;65.0;33.0;12.0;20.0;7.0;12.0;4.0;8.0;;;1.0;1.0;2.0;8.0;34.0;29.0;29.0;35.0;40.0;25.0;3.0;;45.0;15.0;49.0;32.0;4.0;;;9.0;77.0;14.0;20.0;68.0;12.0;11.0;73.0;16.0;22.0;30.0;35.0;9.0;3.0;6.0;9.0;38.0;26.0;21.0;3.0;16.0;26.0;30.0;25.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
354;Member of a single-parent family;1999;1.0;33.0;49.0;15.0;3.0;26.0;9.0;12.0;3.0;11.0;3.0;5.0;;;1.0;18.0;13.0;;;;;;;;;;;;;;9.0;35.0;28.0;28.0;37.0;41.0;22.0;4.0;;54.0;18.0;43.0;32.0;8.0;;;14.0;64.0;22.0;28.0;58.0;13.0;12.0;63.0;25.0;25.0;16.0;36.0;15.0;9.0;5.0;9.0;39.0;27.0;20.0;3.0;24.0;23.0;28.0;21.0;17.0;49.0;16.0;13.0;6.0;2.0;17.0;81.0;2.0;34.0;64.0;8.0;4.0;88.0;3.0;4.0;94.0;14.0;13.0;73.0;2.0;2.0;96.0;17.0;78.0;5.0;7.0;88.0;5.0;5.0;6.0;15.0;9.0;65.0;41.0;28.0;25.0;3.0;3.0;60.0;19.0;14.0;3.0;3.0;47.0;30.0;22.0;1.0;0.0;27.0;24.0;39.0;4.0;6.0;22.0;25.0;49.0;1.0;2.0;18.0;33.0;41.0;4.0;4.0;21.0;29.0;45.0;2.0;3.0;16.0;19.0;37.0;14.0;14.0;20.0;27.0;40.0;9.0;5.0;16.0;21.0;33.0;19.0;11.0;19.0;24.0;42.0;7.0;8.0;44.0;29.0;25.0;1.0;1.0;34.0;29.0;32.0;2.0;3.0;;;;;;;;;;;;;;;;;;;;;;
355;Member of a single-parent family;2000;1.0;35.0;48.0;13.0;2.0;22.0;8.0;10.0;4.0;11.0;2.0;2.0;;;1.0;24.0;15.0;;;;;;;;;;;;;;6.0;32.0;32.0;30.0;34.0;42.0;24.0;3.0;;40.0;16.0;43.0;37.0;3.0;;;10.0;68.0;22.0;28.0;60.0;11.0;13.0;67.0;20.0;27.0;21.0;33.0;11.0;9.0;5.0;8.0;40.0;19.0;29.0;4.0;27.0;21.0;32.0;15.0;17.0;50.0;18.0;10.0;4.0;1.0;19.0;79.0;2.0;32.0;67.0;5.0;3.0;93.0;1.0;3.0;95.0;21.0;11.0;69.0;1.0;4.0;94.0;15.0;78.0;6.0;10.0;84.0;6.0;3.0;3.0;9.0;14.0;71.0;45.0;27.0;23.0;4.0;1.0;63.0;18.0;15.0;3.0;1.0;50.0;21.0;27.0;2.0;0.0;29.0;25.0;38.0;2.0;6.0;24.0;24.0;49.0;2.0;1.0;26.0;28.0;38.0;4.0;3.0;19.0;29.0;40.0;9.0;3.0;18.0;17.0;37.0;16.0;13.0;21.0;27.0;37.0;10.0;4.0;12.0;22.0;29.0;24.0;12.0;14.0;25.0;41.0;13.0;7.0;48.0;25.0;26.0;1.0;1.0;38.0;28.0;30.0;1.0;3.0;;;;;;;;;;;;;;;;;;;;;;
356;Member of a single-parent family;2001;1.0;36.0;49.0;11.0;3.0;26.0;8.0;8.0;3.0;10.0;2.0;3.0;;;3.0;20.0;16.0;;;;;;;;;;;;;;7.0;32.0;31.0;30.0;38.0;41.0;21.0;2.0;1.0;50.0;13.0;48.0;31.0;8.0;4.0;1.0;10.0;73.0;18.0;27.0;65.0;9.0;14.0;70.0;15.0;18.0;28.0;37.0;12.0;5.0;4.0;8.0;40.0;29.0;19.0;4.0;19.0;26.0;37.0;14.0;17.0;54.0;14.0;12.0;3.0;0.0;18.0;82.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70.0;19.0;11.0;45.0;28.0;26.0;72.0;17.0;10.0;38.0;29.0;32.0;66.0;15.0;19.0;16.0;21.0;62.0;68.0;15.0;1.0;16.0
357;Member of a single-parent family;2002;0.0;20.0;48.0;26.0;5.0;19.0;15.0;9.0;3.0;7.0;3.0;8.0;2.0;5.0;1.0;13.0;15.0;;;;;;;;;;;;;;10.0;40.0;28.0;22.0;42.0;38.0;19.0;2.0;;52.0;14.0;49.0;32.0;4.0;;;6.0;78.0;16.0;24.0;65.0;10.0;18.0;64.0;19.0;17.0;26.0;41.0;8.0;7.0;2.0;6.0;37.0;27.0;28.0;3.0;25.0;23.0;35.0;14.0;14.0;56.0;17.0;10.0;4.0;1.0;20.0;79.0;;;;;;;;;;;;;;;;;;;;;;2.0;7.0;19.0;10.0;62.0;43.0;24.0;26.0;3.0;5.0;57.0;16.0;17.0;3.0;7.0;42.0;31.0;22.0;2.0;3.0;25.0;19.0;43.0;9.0;5.0;23.0;20.0;50.0;3.0;4.0;22.0;24.0;39.0;9.0;7.0;17.0;30.0;46.0;4.0;3.0;6.0;9.0;48.0;23.0;14.0;14.0;19.0;49.0;12.0;6.0;12.0;17.0;46.0;18.0;7.0;11.0;23.0;46.0;11.0;8.0;45.0;28.0;24.0;2.0;0.0;35.0;28.0;36.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;
358;Member of a single-parent family;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;10.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68.0;19.0;13.0;38.0;26.0;35.0;70.0;14.0;15.0;45.0;27.0;25.0;67.0;13.0;17.0;13.0;19.0;66.0;67.0;15.0;3.0;16.0
359;Member of a single-parent family;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
360;Member of a couple without children;1997;1.0;37.0;45.0;15.0;3.0;20.0;17.0;20.0;7.0;4.0;3.0;2.0;;;2.0;13.0;12.0;;;;;;;;;;;;;;12.0;43.0;28.0;17.0;43.0;41.0;16.0;5.0;1.0;62.0;15.0;42.0;37.0;6.0;21.0;9.0;7.0;73.0;20.0;23.0;63.0;14.0;8.0;65.0;28.0;25.0;27.0;34.0;9.0;5.0;4.0;6.0;34.0;28.0;29.0;3.0;15.0;25.0;32.0;26.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67.0;25.0;1.0;7.0
361;Member of a couple without children;1998;1.0;41.0;42.0;13.0;3.0;25.0;17.0;21.0;6.0;5.0;3.0;3.0;;;2.0;11.0;7.0;85.0;29.0;20.0;28.0;8.0;6.0;3.0;3.0;;;2.0;1.0;0.0;13.0;43.0;28.0;16.0;46.0;39.0;15.0;6.0;;63.0;16.0;46.0;35.0;4.0;;;8.0;76.0;16.0;28.0;61.0;11.0;10.0;67.0;23.0;25.0;27.0;34.0;9.0;5.0;3.0;7.0;34.0;29.0;27.0;2.0;17.0;25.0;35.0;21.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
362;Member of a couple without children;1999;1.0;33.0;46.0;17.0;3.0;21.0;17.0;21.0;4.0;7.0;3.0;2.0;;;1.0;14.0;10.0;;;;;;;;;;;;;;13.0;41.0;28.0;18.0;46.0;39.0;15.0;5.0;;62.0;17.0;43.0;36.0;5.0;;;7.0;76.0;17.0;27.0;62.0;11.0;9.0;68.0;23.0;24.0;25.0;33.0;11.0;6.0;3.0;6.0;36.0;27.0;28.0;2.0;19.0;24.0;35.0;20.0;15.0;57.0;12.0;10.0;5.0;1.0;24.0;76.0;5.0;38.0;57.0;12.0;3.0;85.0;1.0;7.0;92.0;19.0;16.0;66.0;1.0;4.0;94.0;13.0;79.0;8.0;7.0;86.0;6.0;19.0;16.0;36.0;4.0;25.0;35.0;31.0;31.0;1.0;2.0;49.0;25.0;17.0;3.0;6.0;50.0;29.0;21.0;0.0;0.0;18.0;27.0;45.0;3.0;7.0;17.0;25.0;54.0;2.0;2.0;18.0;29.0;45.0;4.0;4.0;17.0;29.0;50.0;3.0;2.0;7.0;14.0;43.0;18.0;18.0;13.0;22.0;46.0;12.0;8.0;11.0;17.0;37.0;21.0;14.0;13.0;24.0;46.0;11.0;7.0;48.0;27.0;25.0;1.0;0.0;28.0;32.0;36.0;2.0;2.0;;;;;;;;;;;;;;;;;;;;;;
363;Member of a couple without children;2000;1.0;37.0;44.0;15.0;3.0;21.0;17.0;21.0;4.0;7.0;3.0;2.0;;;1.0;14.0;12.0;;;;;;;;;;;;;;12.0;41.0;28.0;18.0;46.0;40.0;14.0;6.0;;62.0;14.0;44.0;37.0;5.0;;;7.0;76.0;17.0;31.0;61.0;9.0;11.0;68.0;21.0;23.0;25.0;36.0;11.0;5.0;3.0;6.0;33.0;30.0;29.0;2.0;22.0;24.0;34.0;18.0;16.0;58.0;11.0;11.0;4.0;1.0;20.0;79.0;4.0;37.0;59.0;11.0;3.0;86.0;1.0;6.0;93.0;17.0;15.0;68.0;1.0;4.0;95.0;12.0;80.0;8.0;7.0;85.0;7.0;17.0;15.0;39.0;3.0;26.0;33.0;32.0;32.0;2.0;1.0;49.0;25.0;17.0;3.0;6.0;48.0;32.0;20.0;0.0;1.0;16.0;25.0;48.0;2.0;8.0;17.0;27.0;53.0;2.0;1.0;16.0;30.0;44.0;4.0;6.0;15.0;31.0;50.0;2.0;2.0;6.0;16.0;44.0;17.0;17.0;12.0;21.0;47.0;12.0;8.0;10.0;15.0;41.0;22.0;13.0;11.0;24.0;49.0;11.0;5.0;49.0;29.0;21.0;1.0;0.0;31.0;32.0;33.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;
364;Member of a couple without children;2001;1.0;37.0;43.0;16.0;3.0;20.0;16.0;21.0;4.0;6.0;3.0;2.0;;;3.0;12.0;14.0;;;;;;;;;;;;;;14.0;43.0;27.0;16.0;49.0;39.0;12.0;5.0;0.0;60.0;13.0;45.0;37.0;5.0;19.0;9.0;6.0;77.0;17.0;29.0;62.0;9.0;10.0;67.0;23.0;23.0;26.0;34.0;12.0;5.0;3.0;6.0;32.0;31.0;28.0;3.0;22.0;22.0;37.0;17.0;16.0;58.0;11.0;10.0;4.0;1.0;21.0;78.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67.0;20.0;13.0;42.0;28.0;28.0;75.0;14.0;11.0;34.0;31.0;34.0;74.0;11.0;15.0;14.0;24.0;61.0;73.0;21.0;1.0;5.0
365;Member of a couple without children;2002;1.0;25.0;41.0;27.0;6.0;15.0;26.0;14.0;4.0;4.0;2.0;4.0;3.0;4.0;1.0;8.0;14.0;90.0;16.0;34.0;18.0;6.0;6.0;3.0;6.0;1.0;10.0;0.0;0.0;1.0;18.0;45.0;25.0;12.0;55.0;35.0;10.0;5.0;;59.0;17.0;44.0;33.0;5.0;;;6.0;76.0;18.0;27.0;61.0;11.0;8.0;67.0;25.0;23.0;25.0;35.0;11.0;6.0;2.0;4.0;29.0;33.0;31.0;2.0;19.0;21.0;38.0;20.0;13.0;57.0;14.0;12.0;5.0;0.0;22.0;78.0;;;;;;;;;;;;;;;;;;;;;;19.0;16.0;37.0;4.0;24.0;37.0;35.0;25.0;2.0;1.0;54.0;24.0;15.0;3.0;5.0;51.0;31.0;17.0;0.0;0.0;15.0;26.0;49.0;3.0;7.0;16.0;27.0;54.0;1.0;1.0;17.0;30.0;45.0;3.0;4.0;15.0;33.0;48.0;3.0;1.0;6.0;12.0;48.0;18.0;16.0;11.0;22.0;49.0;12.0;7.0;9.0;18.0;42.0;21.0;10.0;11.0;25.0;46.0;12.0;6.0;49.0;29.0;21.0;1.0;0.0;34.0;32.0;32.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;
366;Member of a couple without children;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;18.0;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67.0;18.0;15.0;45.0;25.0;30.0;75.0;13.0;12.0;31.0;33.0;35.0;77.0;10.0;12.0;14.0;24.0;62.0;74.0;22.0;1.0;3.0
367;Member of a couple without children;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
368;Member of a couple with children;1997;1.0;36.0;49.0;12.0;2.0;19.0;14.0;19.0;10.0;4.0;4.0;2.0;;;1.0;14.0;13.0;;;;;;;;;;;;;;8.0;39.0;32.0;21.0;38.0;45.0;18.0;3.0;1.0;58.0;12.0;43.0;40.0;4.0;6.0;3.0;8.0;73.0;19.0;21.0;66.0;13.0;8.0;67.0;25.0;23.0;28.0;34.0;11.0;5.0;4.0;7.0;34.0;30.0;25.0;2.0;16.0;24.0;34.0;24.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62.0;17.0;2.0;19.0
369;Member of a couple with children;1998;1.0;42.0;45.0;10.0;2.0;25.0;13.0;21.0;7.0;6.0;5.0;2.0;;;1.0;12.0;8.0;82.0;29.0;16.0;23.0;10.0;7.0;7.0;4.0;;;2.0;1.0;1.0;9.0;40.0;31.0;19.0;41.0;41.0;17.0;3.0;;59.0;15.0;49.0;32.0;4.0;;;8.0;77.0;15.0;24.0;66.0;10.0;10.0;68.0;22.0;21.0;28.0;33.0;13.0;4.0;3.0;8.0;36.0;31.0;22.0;3.0;19.0;25.0;32.0;22.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
