ID;Functions;Providers;Periods;HealthCareExpenditure_1
1259;HC23: Out-patient rehabilitative care;HP9: Rest of the world;2023;0
1260;HC3: Services of long-term nursing care;Total health care providers;2021;27694
1261;HC3: Services of long-term nursing care;Total health care providers;2022;28286
1262;HC3: Services of long-term nursing care;Total health care providers;2023;30906
1263;HC3: Services of long-term nursing care;HP1: Hospitals;2021;1296
1264;HC3: Services of long-term nursing care;HP1: Hospitals;2022;1277
1265;HC3: Services of long-term nursing care;HP1: Hospitals;2023;1433
1266;HC3: Services of long-term nursing care;HP11: General and university hospitals;2021;791
1267;HC3: Services of long-term nursing care;HP11: General and university hospitals;2022;794
1268;HC3: Services of long-term nursing care;HP11: General and university hospitals;2023;872
1269;HC3: Services of long-term nursing care;HP12: Mental health institutions,;2021;504
1270;HC3: Services of long-term nursing care;HP12: Mental health institutions,;2022;481
1271;HC3: Services of long-term nursing care;HP12: Mental health institutions,;2023;559
1272;HC3: Services of long-term nursing care;HP13: Specialised hospitals;2021;2
1273;HC3: Services of long-term nursing care;HP13: Specialised hospitals;2022;2
1274;HC3: Services of long-term nursing care;HP13: Specialised hospitals;2023;2
1275;HC3: Services of long-term nursing care;HP2: Nursing and residential care facil.;2021;24924
1276;HC3: Services of long-term nursing care;HP2: Nursing and residential care facil.;2022;25396
1277;HC3: Services of long-term nursing care;HP2: Nursing and residential care facil.;2023;27703
1278;HC3: Services of long-term nursing care;HP21: Nursing care facilities;2021;17638
1279;HC3: Services of long-term nursing care;HP21: Nursing care facilities;2022;17916
1280;HC3: Services of long-term nursing care;HP21: Nursing care facilities;2023;19610
1281;HC3: Services of long-term nursing care;HP22-29: Facilities for the disabled;2021;7287
1282;HC3: Services of long-term nursing care;HP22-29: Facilities for the disabled;2022;7481
1283;HC3: Services of long-term nursing care;HP22-29: Facilities for the disabled;2023;8093
1284;HC3: Services of long-term nursing care;HP3: Providers of ambulatory health care;2021;907
1285;HC3: Services of long-term nursing care;HP3: Providers of ambulatory health care;2022;1026
1286;HC3: Services of long-term nursing care;HP3: Providers of ambulatory health care;2023;1137
1287;HC3: Services of long-term nursing care;HP31: Medical practices;2021;3
1288;HC3: Services of long-term nursing care;HP31: Medical practices;2022;3
1289;HC3: Services of long-term nursing care;HP31: Medical practices;2023;4
1290;HC3: Services of long-term nursing care;HP32: Dental practices;2021;0
1291;HC3: Services of long-term nursing care;HP32: Dental practices;2022;0
1292;HC3: Services of long-term nursing care;HP32: Dental practices;2023;0
1293;HC3: Services of long-term nursing care;HP33 : Other health care practitioners;2021;54
1294;HC3: Services of long-term nursing care;HP33 : Other health care practitioners;2022;70
1295;HC3: Services of long-term nursing care;HP33 : Other health care practitioners;2023;81
1296;HC3: Services of long-term nursing care;HP34: Ambulatory health care centres;2021;133
1297;HC3: Services of long-term nursing care;HP34: Ambulatory health care centres;2022;156
1298;HC3: Services of long-term nursing care;HP34: Ambulatory health care centres;2023;166
1299;HC3: Services of long-term nursing care;HP35: Providers home healthcare services;2021;717
1300;HC3: Services of long-term nursing care;HP35: Providers home healthcare services;2022;796
1301;HC3: Services of long-term nursing care;HP35: Providers home healthcare services;2023;886
1302;HC3: Services of long-term nursing care;HP4: Providers of ancillary services;2021;0
1303;HC3: Services of long-term nursing care;HP4: Providers of ancillary services;2022;0
1304;HC3: Services of long-term nursing care;HP4: Providers of ancillary services;2023;0
1305;HC3: Services of long-term nursing care;HP41: Patient transportation, emergency;2021;0
1306;HC3: Services of long-term nursing care;HP41: Patient transportation, emergency;2022;0
1307;HC3: Services of long-term nursing care;HP41: Patient transportation, emergency;2023;0
1308;HC3: Services of long-term nursing care;HP42-49: Laboratories, other anc. serv.;2021;0
1309;HC3: Services of long-term nursing care;HP42-49: Laboratories, other anc. serv.;2022;0
1310;HC3: Services of long-term nursing care;HP42-49: Laboratories, other anc. serv.;2023;0
1311;HC3: Services of long-term nursing care;HP5: Retailers of medical goods;2021;0
1312;HC3: Services of long-term nursing care;HP5: Retailers of medical goods;2022;0
1313;HC3: Services of long-term nursing care;HP5: Retailers of medical goods;2023;0
1314;HC3: Services of long-term nursing care;HP51: Pharmacies;2021;0
1315;HC3: Services of long-term nursing care;HP51: Pharmacies;2022;0
1316;HC3: Services of long-term nursing care;HP51: Pharmacies;2023;0
1317;HC3: Services of long-term nursing care;HP52-59 : Suppl. med. appliances, other;2021;0
1318;HC3: Services of long-term nursing care;HP52-59 : Suppl. med. appliances, other;2022;0
1319;HC3: Services of long-term nursing care;HP52-59 : Suppl. med. appliances, other;2023;0
1320;HC3: Services of long-term nursing care;HP6: Providers of preventive care;2021;6
1321;HC3: Services of long-term nursing care;HP6: Providers of preventive care;2022;7
1322;HC3: Services of long-term nursing care;HP6: Providers of preventive care;2023;8
1323;HC3: Services of long-term nursing care;HP7: Healthcare adm. and financ.;2021;27
1324;HC3: Services of long-term nursing care;HP7: Healthcare adm. and financ.;2022;33
1325;HC3: Services of long-term nursing care;HP7: Healthcare adm. and financ.;2023;38
1326;HC3: Services of long-term nursing care;HP71: Government health administration;2021;0
1327;HC3: Services of long-term nursing care;HP71: Government health administration;2022;0
1328;HC3: Services of long-term nursing care;HP71: Government health administration;2023;0
1329;HC3: Services of long-term nursing care;HP72: Social health insurance agencies;2021;0
1330;HC3: Services of long-term nursing care;HP72: Social health insurance agencies;2022;0
1331;HC3: Services of long-term nursing care;HP72: Social health insurance agencies;2023;0
1332;HC3: Services of long-term nursing care;HP73: Providers of health insurance;2021;0
1333;HC3: Services of long-term nursing care;HP73: Providers of health insurance;2022;0
1334;HC3: Services of long-term nursing care;HP73: Providers of health insurance;2023;0
1335;HC3: Services of long-term nursing care;HP79: Other administration agencies;2021;27
1336;HC3: Services of long-term nursing care;HP79: Other administration agencies;2022;33
1337;HC3: Services of long-term nursing care;HP79: Other administration agencies;2023;38
1338;HC3: Services of long-term nursing care;HP8: Rest of economy;2021;531
1339;HC3: Services of long-term nursing care;HP8: Rest of economy;2022;543
1340;HC3: Services of long-term nursing care;HP8: Rest of economy;2023;584
1341;HC3: Services of long-term nursing care;HP81: Households prov. home health care;2021;157
1342;HC3: Services of long-term nursing care;HP81: Households prov. home health care;2022;139
1343;HC3: Services of long-term nursing care;HP81: Households prov. home health care;2023;145
1344;HC3: Services of long-term nursing care;HP82: Secondary providers of health care;2021;373
1345;HC3: Services of long-term nursing care;HP82: Secondary providers of health care;2022;404
1346;HC3: Services of long-term nursing care;HP82: Secondary providers of health care;2023;439
1347;HC3: Services of long-term nursing care;HP9: Rest of the world;2021;3
1348;HC3: Services of long-term nursing care;HP9: Rest of the world;2022;3
1349;HC3: Services of long-term nursing care;HP9: Rest of the world;2023;2
1350;HC31: In-patient long-term nursing care;Total health care providers;2021;21020
1351;HC31: In-patient long-term nursing care;Total health care providers;2022;21330
1352;HC31: In-patient long-term nursing care;Total health care providers;2023;23420
1353;HC31: In-patient long-term nursing care;HP1: Hospitals;2021;1087
1354;HC31: In-patient long-term nursing care;HP1: Hospitals;2022;1071
1355;HC31: In-patient long-term nursing care;HP1: Hospitals;2023;1204
1356;HC31: In-patient long-term nursing care;HP11: General and university hospitals;2021;645
1357;HC31: In-patient long-term nursing care;HP11: General and university hospitals;2022;651
1358;HC31: In-patient long-term nursing care;HP11: General and university hospitals;2023;719
1359;HC31: In-patient long-term nursing care;HP12: Mental health institutions,;2021;441
1360;HC31: In-patient long-term nursing care;HP12: Mental health institutions,;2022;419
1361;HC31: In-patient long-term nursing care;HP12: Mental health institutions,;2023;484
1362;HC31: In-patient long-term nursing care;HP13: Specialised hospitals;2021;0
1363;HC31: In-patient long-term nursing care;HP13: Specialised hospitals;2022;0
1364;HC31: In-patient long-term nursing care;HP13: Specialised hospitals;2023;0
1365;HC31: In-patient long-term nursing care;HP2: Nursing and residential care facil.;2021;19784
1366;HC31: In-patient long-term nursing care;HP2: Nursing and residential care facil.;2022;20103
1367;HC31: In-patient long-term nursing care;HP2: Nursing and residential care facil.;2023;22043
1368;HC31: In-patient long-term nursing care;HP21: Nursing care facilities;2021;13249
1369;HC31: In-patient long-term nursing care;HP21: Nursing care facilities;2022;13433
1370;HC31: In-patient long-term nursing care;HP21: Nursing care facilities;2023;14836
1371;HC31: In-patient long-term nursing care;HP22-29: Facilities for the disabled;2021;6534
1372;HC31: In-patient long-term nursing care;HP22-29: Facilities for the disabled;2022;6670
1373;HC31: In-patient long-term nursing care;HP22-29: Facilities for the disabled;2023;7206
1374;HC31: In-patient long-term nursing care;HP3: Providers of ambulatory health care;2021;62
1375;HC31: In-patient long-term nursing care;HP3: Providers of ambulatory health care;2022;61
1376;HC31: In-patient long-term nursing care;HP3: Providers of ambulatory health care;2023;68
1377;HC31: In-patient long-term nursing care;HP31: Medical practices;2021;0
1378;HC31: In-patient long-term nursing care;HP31: Medical practices;2022;0
1379;HC31: In-patient long-term nursing care;HP31: Medical practices;2023;0
1380;HC31: In-patient long-term nursing care;HP32: Dental practices;2021;0
1381;HC31: In-patient long-term nursing care;HP32: Dental practices;2022;0
1382;HC31: In-patient long-term nursing care;HP32: Dental practices;2023;0
1383;HC31: In-patient long-term nursing care;HP33 : Other health care practitioners;2021;0
1384;HC31: In-patient long-term nursing care;HP33 : Other health care practitioners;2022;0
1385;HC31: In-patient long-term nursing care;HP33 : Other health care practitioners;2023;0
1386;HC31: In-patient long-term nursing care;HP34: Ambulatory health care centres;2021;14
1387;HC31: In-patient long-term nursing care;HP34: Ambulatory health care centres;2022;12
1388;HC31: In-patient long-term nursing care;HP34: Ambulatory health care centres;2023;13
1389;HC31: In-patient long-term nursing care;HP35: Providers home healthcare services;2021;48
1390;HC31: In-patient long-term nursing care;HP35: Providers home healthcare services;2022;48
1391;HC31: In-patient long-term nursing care;HP35: Providers home healthcare services;2023;55
1392;HC31: In-patient long-term nursing care;HP4: Providers of ancillary services;2021;0
1393;HC31: In-patient long-term nursing care;HP4: Providers of ancillary services;2022;0
1394;HC31: In-patient long-term nursing care;HP4: Providers of ancillary services;2023;0
1395;HC31: In-patient long-term nursing care;HP41: Patient transportation, emergency;2021;0
1396;HC31: In-patient long-term nursing care;HP41: Patient transportation, emergency;2022;0
1397;HC31: In-patient long-term nursing care;HP41: Patient transportation, emergency;2023;0
1398;HC31: In-patient long-term nursing care;HP42-49: Laboratories, other anc. serv.;2021;0
1399;HC31: In-patient long-term nursing care;HP42-49: Laboratories, other anc. serv.;2022;0
1400;HC31: In-patient long-term nursing care;HP42-49: Laboratories, other anc. serv.;2023;0
1401;HC31: In-patient long-term nursing care;HP5: Retailers of medical goods;2021;0
1402;HC31: In-patient long-term nursing care;HP5: Retailers of medical goods;2022;0
1403;HC31: In-patient long-term nursing care;HP5: Retailers of medical goods;2023;0
1404;HC31: In-patient long-term nursing care;HP51: Pharmacies;2021;0
1405;HC31: In-patient long-term nursing care;HP51: Pharmacies;2022;0
1406;HC31: In-patient long-term nursing care;HP51: Pharmacies;2023;0
1407;HC31: In-patient long-term nursing care;HP52-59 : Suppl. med. appliances, other;2021;0
1408;HC31: In-patient long-term nursing care;HP52-59 : Suppl. med. appliances, other;2022;0
1409;HC31: In-patient long-term nursing care;HP52-59 : Suppl. med. appliances, other;2023;0
1410;HC31: In-patient long-term nursing care;HP6: Providers of preventive care;2021;0
1411;HC31: In-patient long-term nursing care;HP6: Providers of preventive care;2022;0
1412;HC31: In-patient long-term nursing care;HP6: Providers of preventive care;2023;0
1413;HC31: In-patient long-term nursing care;HP7: Healthcare adm. and financ.;2021;6
1414;HC31: In-patient long-term nursing care;HP7: Healthcare adm. and financ.;2022;8
1415;HC31: In-patient long-term nursing care;HP7: Healthcare adm. and financ.;2023;9
1416;HC31: In-patient long-term nursing care;HP71: Government health administration;2021;0
1417;HC31: In-patient long-term nursing care;HP71: Government health administration;2022;0
1418;HC31: In-patient long-term nursing care;HP71: Government health administration;2023;0
1419;HC31: In-patient long-term nursing care;HP72: Social health insurance agencies;2021;0
