ID;Sex;Characteristics;CaribbeanNetherlands;Periods;Persons_1;PersonalGrossIncomeMean_2;PersonalGrossIncomeMedian_3;PersonalIncomeMean_4;PersonalIncomeMedian_5
827;Total male and female;Age: 60 years or older;Caribbean Netherlands;2022;5200.0;29.2;18.2;26.1;17.5
828;Total male and female;Age: 60 years or older;Bonaire;2011;2300.0;20.0;9.7;19.5;9.7
829;Total male and female;Age: 60 years or older;Bonaire;2012;2450.0;20.7;10.8;20.2;10.7
830;Total male and female;Age: 60 years or older;Bonaire;2013;2600.0;21.2;11.8;20.8;11.7
831;Total male and female;Age: 60 years or older;Bonaire;2014;2700.0;21.8;12.4;21.3;12.3
832;Total male and female;Age: 60 years or older;Bonaire;2015;2850.0;21.7;12.4;21.0;12.4
833;Total male and female;Age: 60 years or older;Bonaire;2016;3000.0;24.7;13.9;22.0;13.3
834;Total male and female;Age: 60 years or older;Bonaire;2017;3200.0;25.2;14.2;22.4;13.6
835;Total male and female;Age: 60 years or older;Bonaire;2018;3400.0;25.4;14.8;22.5;14.4
836;Total male and female;Age: 60 years or older;Bonaire;2019;3600.0;25.6;15.4;22.7;14.9
837;Total male and female;Age: 60 years or older;Bonaire;2020;3850.0;26.4;15.7;23.4;15.2
838;Total male and female;Age: 60 years or older;Bonaire;2021;4050.0;26.8;15.4;23.7;14.7
839;Total male and female;Age: 60 years or older;Bonaire;2022;4300.0;28.5;17.6;25.3;16.9
840;Total male and female;Age: 60 years or older;St. Eustatius;2011;350.0;20.3;8.0;19.5;8.0
841;Total male and female;Age: 60 years or older;St. Eustatius;2012;350.0;22.1;9.0;21.3;9.0
842;Total male and female;Age: 60 years or older;St. Eustatius;2013;400.0;22.9;9.6;22.0;9.6
843;Total male and female;Age: 60 years or older;St. Eustatius;2014;400.0;22.8;9.6;22.0;9.6
844;Total male and female;Age: 60 years or older;St. Eustatius;2015;400.0;24.7;9.9;23.9;9.9
845;Total male and female;Age: 60 years or older;St. Eustatius;2016;450.0;27.8;13.3;25.6;12.1
846;Total male and female;Age: 60 years or older;St. Eustatius;2017;450.0;30.8;15.8;28.0;13.8
847;Total male and female;Age: 60 years or older;St. Eustatius;2018;450.0;32.0;16.1;28.7;14.7
848;Total male and female;Age: 60 years or older;St. Eustatius;2019;500.0;32.1;15.9;28.7;14.5
849;Total male and female;Age: 60 years or older;St. Eustatius;2020;500.0;32.3;16.7;28.4;16.2
850;Total male and female;Age: 60 years or older;St. Eustatius;2021;550.0;30.5;16.6;27.4;16.3
851;Total male and female;Age: 60 years or older;St. Eustatius;2022;550.0;32.0;19.0;29.3;18.7
852;Total male and female;Age: 60 years or older;Saba;2011;250.0;22.9;9.9;22.4;9.9
853;Total male and female;Age: 60 years or older;Saba;2012;250.0;23.9;13.9;23.3;13.8
854;Total male and female;Age: 60 years or older;Saba;2013;250.0;25.1;16.5;24.5;16.2
855;Total male and female;Age: 60 years or older;Saba;2014;250.0;24.9;15.9;24.1;15.6
856;Total male and female;Age: 60 years or older;Saba;2015;300.0;25.4;16.5;24.7;16.2
857;Total male and female;Age: 60 years or older;Saba;2016;300.0;27.3;19.4;25.8;18.5
858;Total male and female;Age: 60 years or older;Saba;2017;300.0;28.1;19.6;26.5;18.7
859;Total male and female;Age: 60 years or older;Saba;2018;300.0;29.5;21.2;27.9;20.3
860;Total male and female;Age: 60 years or older;Saba;2019;300.0;31.6;21.7;29.6;21.0
861;Total male and female;Age: 60 years or older;Saba;2020;300.0;32.2;23.5;30.3;22.6
862;Total male and female;Age: 60 years or older;Saba;2021;300.0;31.7;22.4;30.1;21.6
863;Total male and female;Age: 60 years or older;Saba;2022;350.0;33.3;23.9;31.8;23.2
864;Total male and female;SEC: employee and self-employed;Caribbean Netherlands;2011;10300.0;28.3;21.1;26.3;20.3
865;Total male and female;SEC: employee and self-employed;Caribbean Netherlands;2012;10850.0;29.2;21.8;27.2;20.9
866;Total male and female;SEC: employee and self-employed;Caribbean Netherlands;2013;11550.0;29.8;22.5;27.7;21.6
867;Total male and female;SEC: employee and self-employed;Caribbean Netherlands;2014;12050.0;30.6;23.0;28.4;22.2
868;Total male and female;SEC: employee and self-employed;Caribbean Netherlands;2015;12350.0;31.6;23.7;29.2;22.8
869;Total male and female;SEC: employee and self-employed;Caribbean Netherlands;2016;12850.0;33.0;24.1;29.7;23.4
870;Total male and female;SEC: employee and self-employed;Caribbean Netherlands;2017;13500.0;34.0;24.7;30.6;23.8
871;Total male and female;SEC: employee and self-employed;Caribbean Netherlands;2018;14100.0;34.2;24.8;30.7;23.9
872;Total male and female;SEC: employee and self-employed;Caribbean Netherlands;2019;14800.0;33.9;24.2;30.5;23.4
873;Total male and female;SEC: employee and self-employed;Caribbean Netherlands;2020;15050.0;34.2;24.3;30.7;23.6
874;Total male and female;SEC: employee and self-employed;Caribbean Netherlands;2021;15450.0;34.6;24.8;31.2;24.0
875;Total male and female;SEC: employee and self-employed;Caribbean Netherlands;2022;16000.0;36.2;26.5;32.4;25.4
876;Total male and female;SEC: employee and self-employed;Bonaire;2011;8400.0;26.8;20.0;24.9;19.4
877;Total male and female;SEC: employee and self-employed;Bonaire;2012;8850.0;27.4;20.6;25.6;19.9
878;Total male and female;SEC: employee and self-employed;Bonaire;2013;9400.0;28.1;21.4;26.2;20.8
879;Total male and female;SEC: employee and self-employed;Bonaire;2014;9800.0;28.8;21.8;26.8;21.1
880;Total male and female;SEC: employee and self-employed;Bonaire;2015;10050.0;29.5;22.6;27.4;21.7
881;Total male and female;SEC: employee and self-employed;Bonaire;2016;10500.0;31.4;23.4;28.0;22.6
882;Total male and female;SEC: employee and self-employed;Bonaire;2017;11000.0;32.2;23.7;28.7;23.2
883;Total male and female;SEC: employee and self-employed;Bonaire;2018;11550.0;32.5;23.8;29.0;23.2
884;Total male and female;SEC: employee and self-employed;Bonaire;2019;12150.0;32.2;23.2;28.7;22.6
885;Total male and female;SEC: employee and self-employed;Bonaire;2020;12450.0;32.5;23.2;29.1;22.7
886;Total male and female;SEC: employee and self-employed;Bonaire;2021;12850.0;33.2;23.6;29.7;22.8
887;Total male and female;SEC: employee and self-employed;Bonaire;2022;13300.0;34.7;25.3;30.9;24.3
888;Total male and female;SEC: employee and self-employed;St. Eustatius;2011;1200.0;37.1;28.2;34.1;26.4
889;Total male and female;SEC: employee and self-employed;St. Eustatius;2012;1250.0;39.1;30.3;36.0;28.3
890;Total male and female;SEC: employee and self-employed;St. Eustatius;2013;1350.0;40.1;31.3;36.9;29.5
891;Total male and female;SEC: employee and self-employed;St. Eustatius;2014;1400.0;40.5;32.6;37.2;30.6
892;Total male and female;SEC: employee and self-employed;St. Eustatius;2015;1400.0;44.3;34.4;40.9;32.1
893;Total male and female;SEC: employee and self-employed;St. Eustatius;2016;1400.0;44.2;33.2;40.7;31.3
894;Total male and female;SEC: employee and self-employed;St. Eustatius;2017;1550.0;45.9;36.4;42.4;33.9
895;Total male and female;SEC: employee and self-employed;St. Eustatius;2018;1600.0;44.8;32.6;41.1;31.2
896;Total male and female;SEC: employee and self-employed;St. Eustatius;2019;1650.0;44.5;32.3;40.9;30.5
897;Total male and female;SEC: employee and self-employed;St. Eustatius;2020;1600.0;43.8;32.1;39.7;30.7
898;Total male and female;SEC: employee and self-employed;St. Eustatius;2021;1650.0;42.5;31.6;39.1;30.3
899;Total male and female;SEC: employee and self-employed;St. Eustatius;2022;1700.0;43.6;33.1;40.1;31.3
900;Total male and female;SEC: employee and self-employed;Saba;2011;700.0;31.8;24.4;29.3;22.7
901;Total male and female;SEC: employee and self-employed;Saba;2012;750.0;33.4;25.4;30.8;23.7
902;Total male and female;SEC: employee and self-employed;Saba;2013;800.0;32.8;25.3;30.3;23.5
903;Total male and female;SEC: employee and self-employed;Saba;2014;850.0;34.5;26.5;31.7;24.8
904;Total male and female;SEC: employee and self-employed;Saba;2015;900.0;34.7;26.1;31.8;24.7
905;Total male and female;SEC: employee and self-employed;Saba;2016;950.0;34.8;26.2;31.7;25.1
906;Total male and female;SEC: employee and self-employed;Saba;2017;950.0;35.9;26.9;32.8;25.6
907;Total male and female;SEC: employee and self-employed;Saba;2018;950.0;37.2;28.0;34.0;26.6
908;Total male and female;SEC: employee and self-employed;Saba;2019;1000.0;37.5;27.7;34.2;26.5
909;Total male and female;SEC: employee and self-employed;Saba;2020;950.0;39.1;29.4;35.7;28.1
910;Total male and female;SEC: employee and self-employed;Saba;2021;950.0;39.3;30.7;36.5;29.1
911;Total male and female;SEC: employee and self-employed;Saba;2022;1000.0;42.4;33.3;39.0;31.1
912;Total male and female;SEC: benefit recipient and pensioner;Caribbean Netherlands;2011;2200.0;8.1;7.9;8.1;7.9
913;Total male and female;SEC: benefit recipient and pensioner;Caribbean Netherlands;2012;2150.0;8.1;8.4;8.1;8.4
914;Total male and female;SEC: benefit recipient and pensioner;Caribbean Netherlands;2013;2300.0;8.3;8.6;8.3;8.6
915;Total male and female;SEC: benefit recipient and pensioner;Caribbean Netherlands;2014;2250.0;8.4;8.7;8.4;8.7
916;Total male and female;SEC: benefit recipient and pensioner;Caribbean Netherlands;2015;2550.0;7.6;8.8;7.6;8.8
917;Total male and female;SEC: benefit recipient and pensioner;Caribbean Netherlands;2016;2800.0;7.9;8.3;7.4;8.2
918;Total male and female;SEC: benefit recipient and pensioner;Caribbean Netherlands;2017;2850.0;8.4;8.0;7.7;7.8
919;Total male and female;SEC: benefit recipient and pensioner;Caribbean Netherlands;2018;2850.0;8.2;8.3;7.9;8.2
920;Total male and female;SEC: benefit recipient and pensioner;Caribbean Netherlands;2019;2750.0;8.3;7.9;7.8;7.9
921;Total male and female;SEC: benefit recipient and pensioner;Caribbean Netherlands;2020;3000.0;9.4;9.9;9.0;9.9
922;Total male and female;SEC: benefit recipient and pensioner;Caribbean Netherlands;2021;3150.0;9.5;9.9;9.0;9.8
923;Total male and female;SEC: benefit recipient and pensioner;Caribbean Netherlands;2022;3350.0;10.7;10.7;10.0;10.4
924;Total male and female;SEC: benefit recipient and pensioner;Bonaire;2011;1800.0;8.2;7.9;8.2;7.9
925;Total male and female;SEC: benefit recipient and pensioner;Bonaire;2012;1750.0;8.1;8.4;8.1;8.4
926;Total male and female;SEC: benefit recipient and pensioner;Bonaire;2013;1850.0;8.4;8.6;8.4;8.6
927;Total male and female;SEC: benefit recipient and pensioner;Bonaire;2014;1800.0;8.5;8.7;8.5;8.7
928;Total male and female;SEC: benefit recipient and pensioner;Bonaire;2015;2050.0;7.6;8.8;7.6;8.8
929;Total male and female;SEC: benefit recipient and pensioner;Bonaire;2016;2250.0;7.8;8.4;7.4;8.3
930;Total male and female;SEC: benefit recipient and pensioner;Bonaire;2017;2300.0;8.4;8.0;7.6;8.0
931;Total male and female;SEC: benefit recipient and pensioner;Bonaire;2018;2300.0;8.0;8.2;7.8;8.2
932;Total male and female;SEC: benefit recipient and pensioner;Bonaire;2019;2250.0;8.2;7.9;7.6;7.8
933;Total male and female;SEC: benefit recipient and pensioner;Bonaire;2020;2450.0;9.1;9.9;8.7;9.9
934;Total male and female;SEC: benefit recipient and pensioner;Bonaire;2021;2550.0;9.1;9.7;8.6;9.6
935;Total male and female;SEC: benefit recipient and pensioner;Bonaire;2022;2700.0;10.4;10.4;9.7;10.1
936;Total male and female;SEC: benefit recipient and pensioner;St. Eustatius;2011;250.0;7.6;8.0;7.6;8.0
937;Total male and female;SEC: benefit recipient and pensioner;St. Eustatius;2012;250.0;7.9;9.0;7.9;9.0
938;Total male and female;SEC: benefit recipient and pensioner;St. Eustatius;2013;300.0;7.6;8.8;7.5;8.8
939;Total male and female;SEC: benefit recipient and pensioner;St. Eustatius;2014;300.0;7.5;8.2;7.5;8.2
940;Total male and female;SEC: benefit recipient and pensioner;St. Eustatius;2015;300.0;7.3;8.0;7.2;7.9
941;Total male and female;SEC: benefit recipient and pensioner;St. Eustatius;2016;350.0;7.4;7.2;7.1;7.2
942;Total male and female;SEC: benefit recipient and pensioner;St. Eustatius;2017;350.0;7.4;6.8;7.1;6.8
943;Total male and female;SEC: benefit recipient and pensioner;St. Eustatius;2018;350.0;8.3;7.6;8.0;7.6
944;Total male and female;SEC: benefit recipient and pensioner;St. Eustatius;2019;350.0;8.3;8.0;7.9;7.9
945;Total male and female;SEC: benefit recipient and pensioner;St. Eustatius;2020;400.0;9.9;9.7;9.6;9.7
946;Total male and female;SEC: benefit recipient and pensioner;St. Eustatius;2021;400.0;9.9;9.9;9.6;9.8
947;Total male and female;SEC: benefit recipient and pensioner;St. Eustatius;2022;400.0;11.4;11.3;11.1;11.3
948;Total male and female;SEC: benefit recipient and pensioner;Saba;2011;150.0;7.3;8.5;7.3;8.5
949;Total male and female;SEC: benefit recipient and pensioner;Saba;2012;150.0;8.7;9.0;8.7;9.0
950;Total male and female;SEC: benefit recipient and pensioner;Saba;2013;150.0;8.8;9.3;8.7;9.3
951;Total male and female;SEC: benefit recipient and pensioner;Saba;2014;150.0;9.6;10.0;9.5;10.0
952;Total male and female;SEC: benefit recipient and pensioner;Saba;2015;200.0;8.9;10.3;8.9;10.3
953;Total male and female;SEC: benefit recipient and pensioner;Saba;2016;150.0;9.4;10.1;8.9;10.0
954;Total male and female;SEC: benefit recipient and pensioner;Saba;2017;200.0;10.5;10.2;9.8;9.9
955;Total male and female;SEC: benefit recipient and pensioner;Saba;2018;200.0;10.8;10.4;10.0;10.4
956;Total male and female;SEC: benefit recipient and pensioner;Saba;2019;150.0;10.0;10.0;9.4;10.0
957;Total male and female;SEC: benefit recipient and pensioner;Saba;2020;200.0;12.4;12.7;11.8;12.7
958;Total male and female;SEC: benefit recipient and pensioner;Saba;2021;200.0;12.8;12.8;12.1;12.8
959;Total male and female;SEC: benefit recipient and pensioner;Saba;2022;250.0;11.9;12.7;11.6;12.4
960;Total male and female;Personal income: 1st 25%-group;Caribbean Netherlands;2011;;;;;
961;Total male and female;Personal income: 1st 25%-group;Caribbean Netherlands;2012;;;;;
962;Total male and female;Personal income: 1st 25%-group;Caribbean Netherlands;2013;;;;;
963;Total male and female;Personal income: 1st 25%-group;Caribbean Netherlands;2014;;;;;
964;Total male and female;Personal income: 1st 25%-group;Caribbean Netherlands;2015;;;;;
965;Total male and female;Personal income: 1st 25%-group;Caribbean Netherlands;2016;3900.0;5.2;5.0;4.9;4.8
966;Total male and female;Personal income: 1st 25%-group;Caribbean Netherlands;2017;4100.0;5.3;5.0;5.0;4.9
967;Total male and female;Personal income: 1st 25%-group;Caribbean Netherlands;2018;4250.0;5.4;5.4;5.1;5.3
968;Total male and female;Personal income: 1st 25%-group;Caribbean Netherlands;2019;4400.0;5.6;5.6;5.3;5.4
969;Total male and female;Personal income: 1st 25%-group;Caribbean Netherlands;2020;4500.0;6.4;6.2;6.0;6.1
970;Total male and female;Personal income: 1st 25%-group;Caribbean Netherlands;2021;4650.0;6.2;5.9;5.7;5.7
971;Total male and female;Personal income: 1st 25%-group;Caribbean Netherlands;2022;4850.0;6.5;6.1;5.9;5.8
972;Total male and female;Personal income: 1st 25%-group;Bonaire;2011;2550.0;4.6;4.7;4.5;4.7
973;Total male and female;Personal income: 1st 25%-group;Bonaire;2012;2650.0;4.9;5.1;4.8;5.0
974;Total male and female;Personal income: 1st 25%-group;Bonaire;2013;2800.0;5.0;5.1;4.9;5.1
975;Total male and female;Personal income: 1st 25%-group;Bonaire;2014;2900.0;5.1;5.3;5.1;5.3
976;Total male and female;Personal income: 1st 25%-group;Bonaire;2015;3050.0;4.9;4.9;4.8;4.8
977;Total male and female;Personal income: 1st 25%-group;Bonaire;2016;3200.0;4.9;4.7;4.7;4.6
978;Total male and female;Personal income: 1st 25%-group;Bonaire;2017;3350.0;5.1;4.8;4.8;4.7
979;Total male and female;Personal income: 1st 25%-group;Bonaire;2018;3450.0;5.2;5.3;4.9;5.2
980;Total male and female;Personal income: 1st 25%-group;Bonaire;2019;3600.0;5.5;5.3;5.1;5.2
981;Total male and female;Personal income: 1st 25%-group;Bonaire;2020;3700.0;6.2;6.0;5.7;5.9
982;Total male and female;Personal income: 1st 25%-group;Bonaire;2021;3850.0;6.0;5.6;5.4;5.4
983;Total male and female;Personal income: 1st 25%-group;Bonaire;2022;4000.0;6.4;5.9;5.7;5.6
984;Total male and female;Personal income: 1st 25%-group;St. Eustatius;2011;350.0;5.6;6.2;5.5;6.1
985;Total male and female;Personal income: 1st 25%-group;St. Eustatius;2012;400.0;5.4;5.5;5.3;5.3
986;Total male and female;Personal income: 1st 25%-group;St. Eustatius;2013;400.0;5.8;6.1;5.7;6.0
987;Total male and female;Personal income: 1st 25%-group;St. Eustatius;2014;400.0;5.7;5.9;5.7;5.9
988;Total male and female;Personal income: 1st 25%-group;St. Eustatius;2015;450.0;5.7;5.9;5.7;5.8
989;Total male and female;Personal income: 1st 25%-group;St. Eustatius;2016;450.0;5.6;5.2;5.3;5.2
990;Total male and female;Personal income: 1st 25%-group;St. Eustatius;2017;500.0;5.7;5.4;5.5;5.3
991;Total male and female;Personal income: 1st 25%-group;St. Eustatius;2018;500.0;5.6;5.6;5.5;5.5
992;Total male and female;Personal income: 1st 25%-group;St. Eustatius;2019;500.0;5.7;5.9;5.5;5.8
993;Total male and female;Personal income: 1st 25%-group;St. Eustatius;2020;500.0;6.6;6.5;6.3;6.5
994;Total male and female;Personal income: 1st 25%-group;St. Eustatius;2021;500.0;6.4;6.6;6.2;6.5
995;Total male and female;Personal income: 1st 25%-group;St. Eustatius;2022;500.0;7.0;7.1;6.7;6.9
996;Total male and female;Personal income: 1st 25%-group;Saba;2011;200.0;5.2;6.4;5.2;6.3
997;Total male and female;Personal income: 1st 25%-group;Saba;2012;250.0;6.6;7.8;6.5;7.7
998;Total male and female;Personal income: 1st 25%-group;Saba;2013;250.0;6.4;7.1;6.3;7.0
999;Total male and female;Personal income: 1st 25%-group;Saba;2014;250.0;7.5;9.1;7.4;9.0
1000;Total male and female;Personal income: 1st 25%-group;Saba;2015;250.0;6.6;6.5;6.5;6.4
1001;Total male and female;Personal income: 1st 25%-group;Saba;2016;250.0;6.8;7.2;6.6;6.8
1002;Total male and female;Personal income: 1st 25%-group;Saba;2017;300.0;7.4;7.4;7.0;7.3
1003;Total male and female;Personal income: 1st 25%-group;Saba;2018;300.0;7.2;7.1;6.7;6.9
1004;Total male and female;Personal income: 1st 25%-group;Saba;2019;300.0;7.3;7.1;6.9;7.0
1005;Total male and female;Personal income: 1st 25%-group;Saba;2020;300.0;8.5;8.9;8.0;8.7
1006;Total male and female;Personal income: 1st 25%-group;Saba;2021;300.0;8.7;8.6;8.1;8.4
1007;Total male and female;Personal income: 1st 25%-group;Saba;2022;300.0;7.4;7.3;7.2;7.0
1008;Total male and female;Personal income: 2nd 25%-group;Caribbean Netherlands;2011;;;;;
1009;Total male and female;Personal income: 2nd 25%-group;Caribbean Netherlands;2012;;;;;
1010;Total male and female;Personal income: 2nd 25%-group;Caribbean Netherlands;2013;;;;;
1011;Total male and female;Personal income: 2nd 25%-group;Caribbean Netherlands;2014;;;;;
1012;Total male and female;Personal income: 2nd 25%-group;Caribbean Netherlands;2015;;;;;
1013;Total male and female;Personal income: 2nd 25%-group;Caribbean Netherlands;2016;3900.0;14.9;14.4;14.2;14.1
1014;Total male and female;Personal income: 2nd 25%-group;Caribbean Netherlands;2017;4100.0;15.4;14.9;14.6;14.6
1015;Total male and female;Personal income: 2nd 25%-group;Caribbean Netherlands;2018;4250.0;15.8;15.3;15.0;15.0
1016;Total male and female;Personal income: 2nd 25%-group;Caribbean Netherlands;2019;4400.0;15.8;15.6;15.1;15.2
1017;Total male and female;Personal income: 2nd 25%-group;Caribbean Netherlands;2020;4500.0;16.1;15.8;15.5;15.5
1018;Total male and female;Personal income: 2nd 25%-group;Caribbean Netherlands;2021;4650.0;16.1;15.6;15.2;15.4
1019;Total male and female;Personal income: 2nd 25%-group;Caribbean Netherlands;2022;4850.0;17.7;16.8;16.5;16.5
1020;Total male and female;Personal income: 2nd 25%-group;Bonaire;2011;2550.0;12.1;12.1;11.8;11.8
1021;Total male and female;Personal income: 2nd 25%-group;Bonaire;2012;2650.0;12.5;12.4;12.2;12.1
1022;Total male and female;Personal income: 2nd 25%-group;Bonaire;2013;2800.0;13.1;13.0;12.8;12.7
1023;Total male and female;Personal income: 2nd 25%-group;Bonaire;2014;2900.0;13.5;13.6;13.2;13.3
1024;Total male and female;Personal income: 2nd 25%-group;Bonaire;2015;3050.0;13.7;13.9;13.4;13.5
1025;Total male and female;Personal income: 2nd 25%-group;Bonaire;2016;3200.0;14.5;14.2;13.7;13.8
1026;Total male and female;Personal income: 2nd 25%-group;Bonaire;2017;3350.0;14.8;14.4;14.0;14.0
1027;Total male and female;Personal income: 2nd 25%-group;Bonaire;2018;3450.0;15.3;14.9;14.4;14.6
1028;Total male and female;Personal income: 2nd 25%-group;Bonaire;2019;3600.0;15.2;15.1;14.6;14.8
1029;Total male and female;Personal income: 2nd 25%-group;Bonaire;2020;3700.0;15.5;15.4;14.9;15.1
1030;Total male and female;Personal income: 2nd 25%-group;Bonaire;2021;3850.0;15.5;15.1;14.6;14.8
1031;Total male and female;Personal income: 2nd 25%-group;Bonaire;2022;4000.0;17.3;16.3;16.0;16.1
1032;Total male and female;Personal income: 2nd 25%-group;St. Eustatius;2011;350.0;15.0;14.4;14.4;13.9
1033;Total male and female;Personal income: 2nd 25%-group;St. Eustatius;2012;400.0;16.3;16.5;15.7;15.9
1034;Total male and female;Personal income: 2nd 25%-group;St. Eustatius;2013;400.0;17.2;16.8;16.5;16.3
