ID;SectorBranches;TypeOfBankruptcy;Periods;PronouncedBankruptcies_1;BusinessAgeInEventOfBankruptcy_2;EmployeesInEventOfBankruptcy_3
992;H Transportation and storage;Total entities with/without legal pers.;2021 3rd quarter;17;3.7;86.0
993;H Transportation and storage;Total entities with/without legal pers.;2021 4th quarter;38;5.3;128.0
994;H Transportation and storage;Total entities with/without legal pers.;2021;130;5.7;483.0
995;H Transportation and storage;Total entities with/without legal pers.;2022 1st quarter;29;4.5;163.0
996;H Transportation and storage;Total entities with/without legal pers.;2022 2nd quarter;36;6.1;145.0
997;H Transportation and storage;Total entities with/without legal pers.;2022 3rd quarter;27;10.4;138.0
998;H Transportation and storage;Total entities with/without legal pers.;2022 4th quarter;43;6.5;267.0
999;H Transportation and storage;Total entities with/without legal pers.;2022;135;6.8;713.0
1000;H Transportation and storage;Companies and institutions;2015 1st quarter;60;9.5;475.0
1001;H Transportation and storage;Companies and institutions;2015 2nd quarter;53;10.3;762.0
1002;H Transportation and storage;Companies and institutions;2015 3rd quarter;43;7.5;282.0
1003;H Transportation and storage;Companies and institutions;2015 4th quarter;46;8.0;633.0
1004;H Transportation and storage;Companies and institutions;2015;202;8.9;2152.0
1005;H Transportation and storage;Companies and institutions;2016 1st quarter;55;9.5;755.0
1006;H Transportation and storage;Companies and institutions;2016 2nd quarter;48;12.7;636.0
1007;H Transportation and storage;Companies and institutions;2016 3rd quarter;37;8.2;469.0
1008;H Transportation and storage;Companies and institutions;2016 4th quarter;66;9.0;686.0
1009;H Transportation and storage;Companies and institutions;2016;206;9.9;2546.0
1010;H Transportation and storage;Companies and institutions;2017 1st quarter;49;9.4;381.0
1011;H Transportation and storage;Companies and institutions;2017 2nd quarter;43;7.8;335.0
1012;H Transportation and storage;Companies and institutions;2017 3rd quarter;31;10.4;300.0
1013;H Transportation and storage;Companies and institutions;2017 4th quarter;37;10.9;418.0
1014;H Transportation and storage;Companies and institutions;2017;160;9.5;1433.0
1015;H Transportation and storage;Companies and institutions;2018 1st quarter;52;7.8;707.0
1016;H Transportation and storage;Companies and institutions;2018 2nd quarter;40;10.7;719.0
1017;H Transportation and storage;Companies and institutions;2018 3rd quarter;49;10.8;430.0
1018;H Transportation and storage;Companies and institutions;2018 4th quarter;42;7.1;383.0
1019;H Transportation and storage;Companies and institutions;2018;183;9.1;2239.0
1020;H Transportation and storage;Companies and institutions;2019 1st quarter;37;7.5;235.0
1021;H Transportation and storage;Companies and institutions;2019 2nd quarter;49;8.9;446.0
1022;H Transportation and storage;Companies and institutions;2019 3rd quarter;48;8.9;397.0
1023;H Transportation and storage;Companies and institutions;2019 4th quarter;48;8.1;399.0
1024;H Transportation and storage;Companies and institutions;2019;182;8.6;1477.0
1025;H Transportation and storage;Companies and institutions;2020 1st quarter;78;8.0;1215.0
1026;H Transportation and storage;Companies and institutions;2020 2nd quarter;38;6.5;198.0
1027;H Transportation and storage;Companies and institutions;2020 3rd quarter;37;7.5;226.0
1028;H Transportation and storage;Companies and institutions;2020 4th quarter;35;6.4;102.0
1029;H Transportation and storage;Companies and institutions;2020;188;7.3;1741.0
1030;H Transportation and storage;Companies and institutions;2021 1st quarter;28;6.1;97.0
1031;H Transportation and storage;Companies and institutions;2021 2nd quarter;28;7.7;119.0
1032;H Transportation and storage;Companies and institutions;2021 3rd quarter;13;3.9;66.0
1033;H Transportation and storage;Companies and institutions;2021 4th quarter;28;5.5;118.0
1034;H Transportation and storage;Companies and institutions;2021;97;6.1;400.0
1035;H Transportation and storage;Companies and institutions;2022 1st quarter;22;3.9;156.0
1036;H Transportation and storage;Companies and institutions;2022 2nd quarter;28;6.6;114.0
1037;H Transportation and storage;Companies and institutions;2022 3rd quarter;22;12.0;130.0
1038;H Transportation and storage;Companies and institutions;2022 4th quarter;38;6.8;258.0
1039;H Transportation and storage;Companies and institutions;2022;110;7.2;658.0
1040;H Transportation and storage;Natural persons with sole proprietorship;2015 1st quarter;12;6.6;17.0
1041;H Transportation and storage;Natural persons with sole proprietorship;2015 2nd quarter;13;11.4;38.0
1042;H Transportation and storage;Natural persons with sole proprietorship;2015 3rd quarter;11;7.1;18.0
1043;H Transportation and storage;Natural persons with sole proprietorship;2015 4th quarter;6;4.6;10.0
1044;H Transportation and storage;Natural persons with sole proprietorship;2015;42;7.9;83.0
1045;H Transportation and storage;Natural persons with sole proprietorship;2016 1st quarter;10;7.1;37.0
1046;H Transportation and storage;Natural persons with sole proprietorship;2016 2nd quarter;8;9.9;18.0
1047;H Transportation and storage;Natural persons with sole proprietorship;2016 3rd quarter;10;4.2;22.0
1048;H Transportation and storage;Natural persons with sole proprietorship;2016 4th quarter;5;5.6;8.0
1049;H Transportation and storage;Natural persons with sole proprietorship;2016;33;6.7;86.0
1050;H Transportation and storage;Natural persons with sole proprietorship;2017 1st quarter;5;4.0;7.0
1051;H Transportation and storage;Natural persons with sole proprietorship;2017 2nd quarter;12;4.9;36.0
1052;H Transportation and storage;Natural persons with sole proprietorship;2017 3rd quarter;8;2.8;10.0
1053;H Transportation and storage;Natural persons with sole proprietorship;2017 4th quarter;11;6.9;22.0
1054;H Transportation and storage;Natural persons with sole proprietorship;2017;36;4.9;75.0
1055;H Transportation and storage;Natural persons with sole proprietorship;2018 1st quarter;10;4.0;35.0
1056;H Transportation and storage;Natural persons with sole proprietorship;2018 2nd quarter;6;9.6;10.0
1057;H Transportation and storage;Natural persons with sole proprietorship;2018 3rd quarter;7;8.0;14.0
1058;H Transportation and storage;Natural persons with sole proprietorship;2018 4th quarter;7;7.6;9.0
1059;H Transportation and storage;Natural persons with sole proprietorship;2018;30;6.9;69.0
1060;H Transportation and storage;Natural persons with sole proprietorship;2019 1st quarter;9;7.0;13.0
1061;H Transportation and storage;Natural persons with sole proprietorship;2019 2nd quarter;5;4.1;14.0
1062;H Transportation and storage;Natural persons with sole proprietorship;2019 3rd quarter;9;6.1;14.0
1063;H Transportation and storage;Natural persons with sole proprietorship;2019 4th quarter;8;5.0;34.0
1064;H Transportation and storage;Natural persons with sole proprietorship;2019;31;5.7;75.0
1065;H Transportation and storage;Natural persons with sole proprietorship;2020 1st quarter;10;7.5;20.0
1066;H Transportation and storage;Natural persons with sole proprietorship;2020 2nd quarter;4;6.9;4.0
1067;H Transportation and storage;Natural persons with sole proprietorship;2020 3rd quarter;6;4.6;9.0
1068;H Transportation and storage;Natural persons with sole proprietorship;2020 4th quarter;6;6.9;22.0
1069;H Transportation and storage;Natural persons with sole proprietorship;2020;26;6.6;55.0
1070;H Transportation and storage;Natural persons with sole proprietorship;2021 1st quarter;9;4.3;9.0
1071;H Transportation and storage;Natural persons with sole proprietorship;2021 2nd quarter;10;5.6;43.0
1072;H Transportation and storage;Natural persons with sole proprietorship;2021 3rd quarter;4;2.8;20.0
1073;H Transportation and storage;Natural persons with sole proprietorship;2021 4th quarter;10;4.6;11.0
1074;H Transportation and storage;Natural persons with sole proprietorship;2021;33;4.6;83.0
1075;H Transportation and storage;Natural persons with sole proprietorship;2022 1st quarter;7;6.4;7.0
1076;H Transportation and storage;Natural persons with sole proprietorship;2022 2nd quarter;8;4.2;31.0
1077;H Transportation and storage;Natural persons with sole proprietorship;2022 3rd quarter;5;3.2;8.0
1078;H Transportation and storage;Natural persons with sole proprietorship;2022 4th quarter;5;4.4;9.0
1079;H Transportation and storage;Natural persons with sole proprietorship;2022;25;4.6;55.0
1080;I Accommodation and food serving;Total entities with/without legal pers.;2015 1st quarter;88;7.3;322.0
1081;I Accommodation and food serving;Total entities with/without legal pers.;2015 2nd quarter;60;8.7;206.0
1082;I Accommodation and food serving;Total entities with/without legal pers.;2015 3rd quarter;64;9.7;246.0
1083;I Accommodation and food serving;Total entities with/without legal pers.;2015 4th quarter;94;8.4;2328.0
1084;I Accommodation and food serving;Total entities with/without legal pers.;2015;306;8.4;3102.0
1085;I Accommodation and food serving;Total entities with/without legal pers.;2016 1st quarter;64;6.6;252.0
1086;I Accommodation and food serving;Total entities with/without legal pers.;2016 2nd quarter;81;7.0;251.0
1087;I Accommodation and food serving;Total entities with/without legal pers.;2016 3rd quarter;77;7.5;282.0
1088;I Accommodation and food serving;Total entities with/without legal pers.;2016 4th quarter;64;6.2;193.0
1089;I Accommodation and food serving;Total entities with/without legal pers.;2016;286;6.9;978.0
1090;I Accommodation and food serving;Total entities with/without legal pers.;2017 1st quarter;85;6.4;346.0
1091;I Accommodation and food serving;Total entities with/without legal pers.;2017 2nd quarter;61;6.8;233.0
1092;I Accommodation and food serving;Total entities with/without legal pers.;2017 3rd quarter;61;7.6;148.0
1093;I Accommodation and food serving;Total entities with/without legal pers.;2017 4th quarter;53;6.0;204.0
1094;I Accommodation and food serving;Total entities with/without legal pers.;2017;260;6.7;930.0
1095;I Accommodation and food serving;Total entities with/without legal pers.;2018 1st quarter;63;9.3;289.0
1096;I Accommodation and food serving;Total entities with/without legal pers.;2018 2nd quarter;63;5.8;213.0
1097;I Accommodation and food serving;Total entities with/without legal pers.;2018 3rd quarter;73;6.4;280.0
1098;I Accommodation and food serving;Total entities with/without legal pers.;2018 4th quarter;69;6.4;252.0
1099;I Accommodation and food serving;Total entities with/without legal pers.;2018;268;6.9;1035.0
1100;I Accommodation and food serving;Total entities with/without legal pers.;2019 1st quarter;69;5.7;282.0
1101;I Accommodation and food serving;Total entities with/without legal pers.;2019 2nd quarter;69;5.5;305.0
1102;I Accommodation and food serving;Total entities with/without legal pers.;2019 3rd quarter;58;6.0;220.0
1103;I Accommodation and food serving;Total entities with/without legal pers.;2019 4th quarter;58;6.4;348.0
1104;I Accommodation and food serving;Total entities with/without legal pers.;2019;254;5.9;1155.0
1105;I Accommodation and food serving;Total entities with/without legal pers.;2020 1st quarter;75;7.4;385.0
1106;I Accommodation and food serving;Total entities with/without legal pers.;2020 2nd quarter;112;7.4;1129.0
1107;I Accommodation and food serving;Total entities with/without legal pers.;2020 3rd quarter;49;7.4;483.0
1108;I Accommodation and food serving;Total entities with/without legal pers.;2020 4th quarter;50;6.2;289.0
1109;I Accommodation and food serving;Total entities with/without legal pers.;2020;286;7.2;2287.0
1110;I Accommodation and food serving;Total entities with/without legal pers.;2021 1st quarter;33;5.0;119.0
1111;I Accommodation and food serving;Total entities with/without legal pers.;2021 2nd quarter;28;5.9;60.0
1112;I Accommodation and food serving;Total entities with/without legal pers.;2021 3rd quarter;21;9.0;98.0
1113;I Accommodation and food serving;Total entities with/without legal pers.;2021 4th quarter;29;5.8;80.0
1114;I Accommodation and food serving;Total entities with/without legal pers.;2021;111;6.2;358.0
1115;I Accommodation and food serving;Total entities with/without legal pers.;2022 1st quarter;23;5.4;89.0
1116;I Accommodation and food serving;Total entities with/without legal pers.;2022 2nd quarter;24;8.0;69.0
1117;I Accommodation and food serving;Total entities with/without legal pers.;2022 3rd quarter;38;4.9;147.0
1118;I Accommodation and food serving;Total entities with/without legal pers.;2022 4th quarter;49;5.2;300.0
1119;I Accommodation and food serving;Total entities with/without legal pers.;2022;134;5.7;605.0
1120;I Accommodation and food serving;Companies and institutions;2015 1st quarter;70;7.2;282.0
1121;I Accommodation and food serving;Companies and institutions;2015 2nd quarter;38;6.4;167.0
1122;I Accommodation and food serving;Companies and institutions;2015 3rd quarter;47;7.8;215.0
1123;I Accommodation and food serving;Companies and institutions;2015 4th quarter;74;7.8;2293.0
1124;I Accommodation and food serving;Companies and institutions;2015;229;7.4;2957.0
