ID;CountryUCI;SIC2008;CompanySize;Periods;Applicants_1;Applications_2;ApplicantsWithForeignCooperation_3;ApplicationsWithForeignCooperation_4;PatentApplicants_5;PatentApplications_6;ApplicantsWithForeignCooperation_7;ApplicationsWithForeignCooperation_8
843;Total domestic and foreign;13-15 Man. of textile-, leatherproducts;250 and more employed persons;2019;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
844;Total domestic and foreign;13-15 Man. of textile-, leatherproducts;250 and more employed persons;2020;5.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0
845;Total domestic and foreign;13-15 Man. of textile-, leatherproducts;250 and more employed persons;2021;0.0;0.0;0.0;0.0;;;;
846;Total domestic and foreign;13-15 Man. of textile-, leatherproducts;Employed persons unknown;2013;;;;;;;;
847;Total domestic and foreign;13-15 Man. of textile-, leatherproducts;Employed persons unknown;2014;;;;;;;;
848;Total domestic and foreign;13-15 Man. of textile-, leatherproducts;Employed persons unknown;2015;;;;;;;;
849;Total domestic and foreign;13-15 Man. of textile-, leatherproducts;Employed persons unknown;2016;;;;;;;;
850;Total domestic and foreign;13-15 Man. of textile-, leatherproducts;Employed persons unknown;2017;;;;;;;;
851;Total domestic and foreign;13-15 Man. of textile-, leatherproducts;Employed persons unknown;2018;;;;;;;;
852;Total domestic and foreign;13-15 Man. of textile-, leatherproducts;Employed persons unknown;2019;;;;;;;;
853;Total domestic and foreign;13-15 Man. of textile-, leatherproducts;Employed persons unknown;2020;;;;;;;;
854;Total domestic and foreign;13-15 Man. of textile-, leatherproducts;Employed persons unknown;2021;;;;;;;;
855;Total domestic and foreign;14 Manufacture of wearing apparel;Total employed persons;2013;0.0;5.0;0.0;0.0;10.0;5.0;0.0;0.0
856;Total domestic and foreign;14 Manufacture of wearing apparel;Total employed persons;2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
857;Total domestic and foreign;14 Manufacture of wearing apparel;Total employed persons;2015;;;;;;;;
858;Total domestic and foreign;14 Manufacture of wearing apparel;Total employed persons;2016;;;;;;;;
859;Total domestic and foreign;14 Manufacture of wearing apparel;Total employed persons;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
860;Total domestic and foreign;14 Manufacture of wearing apparel;Total employed persons;2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
861;Total domestic and foreign;14 Manufacture of wearing apparel;Total employed persons;2019;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
862;Total domestic and foreign;14 Manufacture of wearing apparel;Total employed persons;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
863;Total domestic and foreign;14 Manufacture of wearing apparel;Total employed persons;2021;0.0;0.0;0.0;0.0;;;;
864;Total domestic and foreign;14 Manufacture of wearing apparel;0 to 49 employed persons;2013;0.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
865;Total domestic and foreign;14 Manufacture of wearing apparel;0 to 49 employed persons;2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
866;Total domestic and foreign;14 Manufacture of wearing apparel;0 to 49 employed persons;2015;;;;;;;;
867;Total domestic and foreign;14 Manufacture of wearing apparel;0 to 49 employed persons;2016;;;;;;;;
868;Total domestic and foreign;14 Manufacture of wearing apparel;0 to 49 employed persons;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
869;Total domestic and foreign;14 Manufacture of wearing apparel;0 to 49 employed persons;2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
870;Total domestic and foreign;14 Manufacture of wearing apparel;0 to 49 employed persons;2019;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
871;Total domestic and foreign;14 Manufacture of wearing apparel;0 to 49 employed persons;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
872;Total domestic and foreign;14 Manufacture of wearing apparel;0 to 49 employed persons;2021;0.0;0.0;0.0;0.0;;;;
873;Total domestic and foreign;14 Manufacture of wearing apparel;50 to 249 employed persons;2013;;;;;;;;
874;Total domestic and foreign;14 Manufacture of wearing apparel;50 to 249 employed persons;2014;;;;;;;;
875;Total domestic and foreign;14 Manufacture of wearing apparel;50 to 249 employed persons;2015;;;;;;;;
876;Total domestic and foreign;14 Manufacture of wearing apparel;50 to 249 employed persons;2016;;;;;;;;
877;Total domestic and foreign;14 Manufacture of wearing apparel;50 to 249 employed persons;2017;;;;;;;;
878;Total domestic and foreign;14 Manufacture of wearing apparel;50 to 249 employed persons;2018;;;;;;;;
879;Total domestic and foreign;14 Manufacture of wearing apparel;50 to 249 employed persons;2019;;;;;;;;
880;Total domestic and foreign;14 Manufacture of wearing apparel;50 to 249 employed persons;2020;;;;;;;;
881;Total domestic and foreign;14 Manufacture of wearing apparel;50 to 249 employed persons;2021;;;;;;;;
882;Total domestic and foreign;14 Manufacture of wearing apparel;250 and more employed persons;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
883;Total domestic and foreign;14 Manufacture of wearing apparel;250 and more employed persons;2014;;;;;;;;
884;Total domestic and foreign;14 Manufacture of wearing apparel;250 and more employed persons;2015;;;;;;;;
885;Total domestic and foreign;14 Manufacture of wearing apparel;250 and more employed persons;2016;;;;;;;;
886;Total domestic and foreign;14 Manufacture of wearing apparel;250 and more employed persons;2017;;;;;;;;
887;Total domestic and foreign;14 Manufacture of wearing apparel;250 and more employed persons;2018;;;;;;;;
888;Total domestic and foreign;14 Manufacture of wearing apparel;250 and more employed persons;2019;;;;;;;;
889;Total domestic and foreign;14 Manufacture of wearing apparel;250 and more employed persons;2020;;;;;;;;
890;Total domestic and foreign;14 Manufacture of wearing apparel;250 and more employed persons;2021;;;;;;;;
891;Total domestic and foreign;14 Manufacture of wearing apparel;Employed persons unknown;2013;;;;;;;;
892;Total domestic and foreign;14 Manufacture of wearing apparel;Employed persons unknown;2014;;;;;;;;
893;Total domestic and foreign;14 Manufacture of wearing apparel;Employed persons unknown;2015;;;;;;;;
894;Total domestic and foreign;14 Manufacture of wearing apparel;Employed persons unknown;2016;;;;;;;;
895;Total domestic and foreign;14 Manufacture of wearing apparel;Employed persons unknown;2017;;;;;;;;
896;Total domestic and foreign;14 Manufacture of wearing apparel;Employed persons unknown;2018;;;;;;;;
897;Total domestic and foreign;14 Manufacture of wearing apparel;Employed persons unknown;2019;;;;;;;;
898;Total domestic and foreign;14 Manufacture of wearing apparel;Employed persons unknown;2020;;;;;;;;
899;Total domestic and foreign;14 Manufacture of wearing apparel;Employed persons unknown;2021;;;;;;;;
900;Total domestic and foreign;15 Manufacture of leather and footwear;Total employed persons;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
901;Total domestic and foreign;15 Manufacture of leather and footwear;Total employed persons;2014;;;;;;;;
902;Total domestic and foreign;15 Manufacture of leather and footwear;Total employed persons;2015;;;;;;;;
903;Total domestic and foreign;15 Manufacture of leather and footwear;Total employed persons;2016;;;;;;;;
904;Total domestic and foreign;15 Manufacture of leather and footwear;Total employed persons;2017;;;;;0.0;0.0;0.0;0.0
905;Total domestic and foreign;15 Manufacture of leather and footwear;Total employed persons;2018;;;;;;;;
906;Total domestic and foreign;15 Manufacture of leather and footwear;Total employed persons;2019;;;;;0.0;0.0;0.0;0.0
907;Total domestic and foreign;15 Manufacture of leather and footwear;Total employed persons;2020;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0
908;Total domestic and foreign;15 Manufacture of leather and footwear;Total employed persons;2021;;;;;0.0;0.0;0.0;0.0
909;Total domestic and foreign;15 Manufacture of leather and footwear;0 to 49 employed persons;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
910;Total domestic and foreign;15 Manufacture of leather and footwear;0 to 49 employed persons;2014;;;;;;;;
911;Total domestic and foreign;15 Manufacture of leather and footwear;0 to 49 employed persons;2015;;;;;;;;
912;Total domestic and foreign;15 Manufacture of leather and footwear;0 to 49 employed persons;2016;;;;;;;;
913;Total domestic and foreign;15 Manufacture of leather and footwear;0 to 49 employed persons;2017;;;;;;;;
914;Total domestic and foreign;15 Manufacture of leather and footwear;0 to 49 employed persons;2018;;;;;;;;
915;Total domestic and foreign;15 Manufacture of leather and footwear;0 to 49 employed persons;2019;;;;;;;;
916;Total domestic and foreign;15 Manufacture of leather and footwear;0 to 49 employed persons;2020;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0
917;Total domestic and foreign;15 Manufacture of leather and footwear;0 to 49 employed persons;2021;;;;;0.0;0.0;0.0;0.0
918;Total domestic and foreign;15 Manufacture of leather and footwear;50 to 249 employed persons;2013;;;;;;;;
919;Total domestic and foreign;15 Manufacture of leather and footwear;50 to 249 employed persons;2014;;;;;;;;
920;Total domestic and foreign;15 Manufacture of leather and footwear;50 to 249 employed persons;2015;;;;;;;;
921;Total domestic and foreign;15 Manufacture of leather and footwear;50 to 249 employed persons;2016;;;;;;;;
922;Total domestic and foreign;15 Manufacture of leather and footwear;50 to 249 employed persons;2017;;;;;0.0;0.0;0.0;0.0
923;Total domestic and foreign;15 Manufacture of leather and footwear;50 to 249 employed persons;2018;;;;;;;;
924;Total domestic and foreign;15 Manufacture of leather and footwear;50 to 249 employed persons;2019;;;;;0.0;0.0;0.0;0.0
925;Total domestic and foreign;15 Manufacture of leather and footwear;50 to 249 employed persons;2020;;;;;;;;
926;Total domestic and foreign;15 Manufacture of leather and footwear;50 to 249 employed persons;2021;;;;;;;;
927;Total domestic and foreign;15 Manufacture of leather and footwear;250 and more employed persons;2013;;;;;;;;
928;Total domestic and foreign;15 Manufacture of leather and footwear;250 and more employed persons;2014;;;;;;;;
929;Total domestic and foreign;15 Manufacture of leather and footwear;250 and more employed persons;2015;;;;;;;;
930;Total domestic and foreign;15 Manufacture of leather and footwear;250 and more employed persons;2016;;;;;;;;
931;Total domestic and foreign;15 Manufacture of leather and footwear;250 and more employed persons;2017;;;;;;;;
932;Total domestic and foreign;15 Manufacture of leather and footwear;250 and more employed persons;2018;;;;;;;;
933;Total domestic and foreign;15 Manufacture of leather and footwear;250 and more employed persons;2019;;;;;;;;
934;Total domestic and foreign;15 Manufacture of leather and footwear;250 and more employed persons;2020;;;;;;;;
935;Total domestic and foreign;15 Manufacture of leather and footwear;250 and more employed persons;2021;;;;;;;;
936;Total domestic and foreign;15 Manufacture of leather and footwear;Employed persons unknown;2013;;;;;;;;
937;Total domestic and foreign;15 Manufacture of leather and footwear;Employed persons unknown;2014;;;;;;;;
938;Total domestic and foreign;15 Manufacture of leather and footwear;Employed persons unknown;2015;;;;;;;;
939;Total domestic and foreign;15 Manufacture of leather and footwear;Employed persons unknown;2016;;;;;;;;
940;Total domestic and foreign;15 Manufacture of leather and footwear;Employed persons unknown;2017;;;;;;;;
941;Total domestic and foreign;15 Manufacture of leather and footwear;Employed persons unknown;2018;;;;;;;;
942;Total domestic and foreign;15 Manufacture of leather and footwear;Employed persons unknown;2019;;;;;;;;
943;Total domestic and foreign;15 Manufacture of leather and footwear;Employed persons unknown;2020;;;;;;;;
944;Total domestic and foreign;15 Manufacture of leather and footwear;Employed persons unknown;2021;;;;;;;;
945;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;Total employed persons;2013;10.0;10.0;0.0;0.0;15.0;25.0;0.0;0.0
946;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;Total employed persons;2014;5.0;5.0;0.0;0.0;10.0;10.0;0.0;0.0
947;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;Total employed persons;2015;10.0;15.0;0.0;0.0;15.0;15.0;0.0;0.0
948;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;Total employed persons;2016;5.0;10.0;0.0;0.0;15.0;15.0;0.0;0.0
949;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;Total employed persons;2017;5.0;5.0;0.0;0.0;10.0;25.0;0.0;0.0
950;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;Total employed persons;2018;10.0;10.0;0.0;0.0;10.0;10.0;0.0;0.0
951;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;Total employed persons;2019;10.0;15.0;0.0;0.0;10.0;15.0;0.0;0.0
952;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;Total employed persons;2020;10.0;10.0;0.0;0.0;15.0;20.0;0.0;0.0
953;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;Total employed persons;2021;10.0;15.0;0.0;0.0;15.0;30.0;0.0;0.0
954;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;0 to 49 employed persons;2013;5.0;10.0;0.0;0.0;10.0;15.0;0.0;0.0
955;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;0 to 49 employed persons;2014;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
956;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;0 to 49 employed persons;2015;5.0;5.0;0.0;0.0;10.0;10.0;0.0;0.0
957;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;0 to 49 employed persons;2016;5.0;5.0;0.0;0.0;10.0;10.0;0.0;0.0
958;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;0 to 49 employed persons;2017;5.0;5.0;0.0;0.0;5.0;10.0;0.0;0.0
959;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;0 to 49 employed persons;2018;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
960;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;0 to 49 employed persons;2019;5.0;5.0;0.0;0.0;5.0;10.0;0.0;0.0
961;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;0 to 49 employed persons;2020;5.0;5.0;0.0;0.0;5.0;10.0;0.0;0.0
962;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;0 to 49 employed persons;2021;10.0;10.0;0.0;0.0;10.0;15.0;0.0;0.0
963;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;50 to 249 employed persons;2013;;;;;0.0;0.0;0.0;0.0
964;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;50 to 249 employed persons;2014;;;;;0.0;0.0;0.0;0.0
965;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;50 to 249 employed persons;2015;;;;;0.0;0.0;0.0;0.0
966;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;50 to 249 employed persons;2016;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
967;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;50 to 249 employed persons;2017;;;;;5.0;5.0;0.0;0.0
968;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;50 to 249 employed persons;2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
969;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;50 to 249 employed persons;2019;;;;;0.0;0.0;0.0;0.0
970;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;50 to 249 employed persons;2020;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
971;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;50 to 249 employed persons;2021;0.0;5.0;0.0;0.0;5.0;10.0;0.0;0.0
972;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;250 and more employed persons;2013;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
973;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;250 and more employed persons;2014;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
974;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;250 and more employed persons;2015;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
975;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;250 and more employed persons;2016;0.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
976;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;250 and more employed persons;2017;;;;;0.0;10.0;0.0;0.0
977;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;250 and more employed persons;2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
978;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;250 and more employed persons;2019;5.0;10.0;0.0;0.0;0.0;5.0;0.0;0.0
979;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;250 and more employed persons;2020;0.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
980;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;250 and more employed persons;2021;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
981;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;Employed persons unknown;2013;;;;;;;;
982;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;Employed persons unknown;2014;;;;;;;;
983;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;Employed persons unknown;2015;;;;;;;;
984;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;Employed persons unknown;2016;;;;;;;;
985;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;Employed persons unknown;2017;;;;;;;;
986;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;Employed persons unknown;2018;;;;;;;;
987;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;Employed persons unknown;2019;;;;;;;;
988;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;Employed persons unknown;2020;;;;;;;;
989;Total domestic and foreign;16+23 Man of wooden and buildingmaterial;Employed persons unknown;2021;;;;;;;;
990;Total domestic and foreign;16 Manufacture of wood products;Total employed persons;2013;5.0;5.0;0.0;0.0;10.0;10.0;0.0;0.0
991;Total domestic and foreign;16 Manufacture of wood products;Total employed persons;2014;;;;;5.0;5.0;0.0;0.0
992;Total domestic and foreign;16 Manufacture of wood products;Total employed persons;2015;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
993;Total domestic and foreign;16 Manufacture of wood products;Total employed persons;2016;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
994;Total domestic and foreign;16 Manufacture of wood products;Total employed persons;2017;0.0;5.0;0.0;0.0;5.0;15.0;0.0;0.0
