ID;Beroep;Geslacht;Leeftijd;BurgerlijkeStaat;Personen_1
1078;Accountant;Mannen;50-59 jaar;Ongehuwd;6.0
1079;Accountant;Mannen;50-59 jaar;Gehuwd of gehuwd geweest;165.0
1080;Accountant;Mannen;60-64 jaar;Totaal alle burgerlijke staten;38.0
1081;Accountant;Mannen;60-64 jaar;Ongehuwd;0.0
1082;Accountant;Mannen;60-64 jaar;Gehuwd of gehuwd geweest;38.0
1083;Accountant;Mannen;65-69 jaar;Totaal alle burgerlijke staten;19.0
1084;Accountant;Mannen;65-69 jaar;Ongehuwd;1.0
1085;Accountant;Mannen;65-69 jaar;Gehuwd of gehuwd geweest;18.0
1086;Accountant;Mannen;70 jaar en ouder;Totaal alle burgerlijke staten;7.0
1087;Accountant;Mannen;70 jaar en ouder;Ongehuwd;0.0
1088;Accountant;Mannen;70 jaar en ouder;Gehuwd of gehuwd geweest;7.0
1089;Accountant;Mannen;Leeftijd onbekend;Totaal alle burgerlijke staten;0.0
1090;Accountant;Mannen;Leeftijd onbekend;Ongehuwd;0.0
1091;Accountant;Mannen;Leeftijd onbekend;Gehuwd of gehuwd geweest;0.0
1092;Accountant;Vrouwen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;16.0
1093;Accountant;Vrouwen;Totaal van alle leeftijden;Ongehuwd;11.0
1094;Accountant;Vrouwen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;5.0
1095;Accountant;Vrouwen;Beneden 14 jaar;Totaal alle burgerlijke staten;0.0
1096;Accountant;Vrouwen;Beneden 14 jaar;Ongehuwd;0.0
1097;Accountant;Vrouwen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
1098;Accountant;Vrouwen;14-17 jaar;Totaal alle burgerlijke staten;0.0
1099;Accountant;Vrouwen;14-17 jaar;Ongehuwd;0.0
1100;Accountant;Vrouwen;14-17 jaar;Gehuwd of gehuwd geweest;0.0
1101;Accountant;Vrouwen;18 en 19 jaar;Totaal alle burgerlijke staten;0.0
1102;Accountant;Vrouwen;18 en 19 jaar;Ongehuwd;0.0
1103;Accountant;Vrouwen;18 en 19 jaar;Gehuwd of gehuwd geweest;0.0
1104;Accountant;Vrouwen;20 jaar;Totaal alle burgerlijke staten;0.0
1105;Accountant;Vrouwen;20 jaar;Ongehuwd;0.0
1106;Accountant;Vrouwen;20 jaar;Gehuwd of gehuwd geweest;0.0
1107;Accountant;Vrouwen;21-24 jaar;Totaal alle burgerlijke staten;2.0
1108;Accountant;Vrouwen;21-24 jaar;Ongehuwd;2.0
1109;Accountant;Vrouwen;21-24 jaar;Gehuwd of gehuwd geweest;0.0
1110;Accountant;Vrouwen;25-29 jaar;Totaal alle burgerlijke staten;3.0
1111;Accountant;Vrouwen;25-29 jaar;Ongehuwd;3.0
1112;Accountant;Vrouwen;25-29 jaar;Gehuwd of gehuwd geweest;0.0
1113;Accountant;Vrouwen;30-39 jaar;Totaal alle burgerlijke staten;7.0
1114;Accountant;Vrouwen;30-39 jaar;Ongehuwd;4.0
1115;Accountant;Vrouwen;30-39 jaar;Gehuwd of gehuwd geweest;3.0
1116;Accountant;Vrouwen;40-49 jaar;Totaal alle burgerlijke staten;4.0
1117;Accountant;Vrouwen;40-49 jaar;Ongehuwd;2.0
1118;Accountant;Vrouwen;40-49 jaar;Gehuwd of gehuwd geweest;2.0
1119;Accountant;Vrouwen;50-59 jaar;Totaal alle burgerlijke staten;0.0
1120;Accountant;Vrouwen;50-59 jaar;Ongehuwd;0.0
1121;Accountant;Vrouwen;50-59 jaar;Gehuwd of gehuwd geweest;0.0
1122;Accountant;Vrouwen;60-64 jaar;Totaal alle burgerlijke staten;0.0
1123;Accountant;Vrouwen;60-64 jaar;Ongehuwd;0.0
1124;Accountant;Vrouwen;60-64 jaar;Gehuwd of gehuwd geweest;0.0
1125;Accountant;Vrouwen;65-69 jaar;Totaal alle burgerlijke staten;0.0
1126;Accountant;Vrouwen;65-69 jaar;Ongehuwd;0.0
1127;Accountant;Vrouwen;65-69 jaar;Gehuwd of gehuwd geweest;0.0
1128;Accountant;Vrouwen;70 jaar en ouder;Totaal alle burgerlijke staten;0.0
1129;Accountant;Vrouwen;70 jaar en ouder;Ongehuwd;0.0
1130;Accountant;Vrouwen;70 jaar en ouder;Gehuwd of gehuwd geweest;0.0
1131;Accountant;Vrouwen;Leeftijd onbekend;Totaal alle burgerlijke staten;0.0
1132;Accountant;Vrouwen;Leeftijd onbekend;Ongehuwd;0.0
1133;Accountant;Vrouwen;Leeftijd onbekend;Gehuwd of gehuwd geweest;0.0
1134;Actuaris;Totaal mannen en vrouwen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;98.0
1135;Actuaris;Totaal mannen en vrouwen;Totaal van alle leeftijden;Ongehuwd;40.0
1136;Actuaris;Totaal mannen en vrouwen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;58.0
1137;Actuaris;Totaal mannen en vrouwen;Beneden 14 jaar;Totaal alle burgerlijke staten;0.0
1138;Actuaris;Totaal mannen en vrouwen;Beneden 14 jaar;Ongehuwd;0.0
1139;Actuaris;Totaal mannen en vrouwen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
1140;Actuaris;Totaal mannen en vrouwen;14-17 jaar;Totaal alle burgerlijke staten;0.0
1141;Actuaris;Totaal mannen en vrouwen;14-17 jaar;Ongehuwd;0.0
1142;Actuaris;Totaal mannen en vrouwen;14-17 jaar;Gehuwd of gehuwd geweest;0.0
1143;Actuaris;Totaal mannen en vrouwen;18 en 19 jaar;Totaal alle burgerlijke staten;1.0
1144;Actuaris;Totaal mannen en vrouwen;18 en 19 jaar;Ongehuwd;1.0
1145;Actuaris;Totaal mannen en vrouwen;18 en 19 jaar;Gehuwd of gehuwd geweest;0.0
1146;Actuaris;Totaal mannen en vrouwen;20 jaar;Totaal alle burgerlijke staten;2.0
1147;Actuaris;Totaal mannen en vrouwen;20 jaar;Ongehuwd;2.0
1148;Actuaris;Totaal mannen en vrouwen;20 jaar;Gehuwd of gehuwd geweest;0.0
1149;Actuaris;Totaal mannen en vrouwen;21-24 jaar;Totaal alle burgerlijke staten;17.0
1150;Actuaris;Totaal mannen en vrouwen;21-24 jaar;Ongehuwd;17.0
1151;Actuaris;Totaal mannen en vrouwen;21-24 jaar;Gehuwd of gehuwd geweest;0.0
1152;Actuaris;Totaal mannen en vrouwen;25-29 jaar;Totaal alle burgerlijke staten;17.0
1153;Actuaris;Totaal mannen en vrouwen;25-29 jaar;Ongehuwd;10.0
1154;Actuaris;Totaal mannen en vrouwen;25-29 jaar;Gehuwd of gehuwd geweest;7.0
1155;Actuaris;Totaal mannen en vrouwen;30-39 jaar;Totaal alle burgerlijke staten;23.0
1156;Actuaris;Totaal mannen en vrouwen;30-39 jaar;Ongehuwd;4.0
1157;Actuaris;Totaal mannen en vrouwen;30-39 jaar;Gehuwd of gehuwd geweest;19.0
1158;Actuaris;Totaal mannen en vrouwen;40-49 jaar;Totaal alle burgerlijke staten;22.0
1159;Actuaris;Totaal mannen en vrouwen;40-49 jaar;Ongehuwd;2.0
1160;Actuaris;Totaal mannen en vrouwen;40-49 jaar;Gehuwd of gehuwd geweest;20.0
1161;Actuaris;Totaal mannen en vrouwen;50-59 jaar;Totaal alle burgerlijke staten;8.0
1162;Actuaris;Totaal mannen en vrouwen;50-59 jaar;Ongehuwd;2.0
1163;Actuaris;Totaal mannen en vrouwen;50-59 jaar;Gehuwd of gehuwd geweest;6.0
1164;Actuaris;Totaal mannen en vrouwen;60-64 jaar;Totaal alle burgerlijke staten;4.0
1165;Actuaris;Totaal mannen en vrouwen;60-64 jaar;Ongehuwd;1.0
1166;Actuaris;Totaal mannen en vrouwen;60-64 jaar;Gehuwd of gehuwd geweest;3.0
1167;Actuaris;Totaal mannen en vrouwen;65-69 jaar;Totaal alle burgerlijke staten;3.0
1168;Actuaris;Totaal mannen en vrouwen;65-69 jaar;Ongehuwd;1.0
1169;Actuaris;Totaal mannen en vrouwen;65-69 jaar;Gehuwd of gehuwd geweest;2.0
1170;Actuaris;Totaal mannen en vrouwen;70 jaar en ouder;Totaal alle burgerlijke staten;1.0
1171;Actuaris;Totaal mannen en vrouwen;70 jaar en ouder;Ongehuwd;0.0
1172;Actuaris;Totaal mannen en vrouwen;70 jaar en ouder;Gehuwd of gehuwd geweest;1.0
1173;Actuaris;Totaal mannen en vrouwen;Leeftijd onbekend;Totaal alle burgerlijke staten;0.0
1174;Actuaris;Totaal mannen en vrouwen;Leeftijd onbekend;Ongehuwd;0.0
1175;Actuaris;Totaal mannen en vrouwen;Leeftijd onbekend;Gehuwd of gehuwd geweest;0.0
1176;Actuaris;Mannen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;90.0
1177;Actuaris;Mannen;Totaal van alle leeftijden;Ongehuwd;33.0
1178;Actuaris;Mannen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;57.0
1179;Actuaris;Mannen;Beneden 14 jaar;Totaal alle burgerlijke staten;0.0
1180;Actuaris;Mannen;Beneden 14 jaar;Ongehuwd;0.0
1181;Actuaris;Mannen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
1182;Actuaris;Mannen;14-17 jaar;Totaal alle burgerlijke staten;0.0
1183;Actuaris;Mannen;14-17 jaar;Ongehuwd;0.0
1184;Actuaris;Mannen;14-17 jaar;Gehuwd of gehuwd geweest;0.0
1185;Actuaris;Mannen;18 en 19 jaar;Totaal alle burgerlijke staten;1.0
1186;Actuaris;Mannen;18 en 19 jaar;Ongehuwd;1.0
1187;Actuaris;Mannen;18 en 19 jaar;Gehuwd of gehuwd geweest;0.0
1188;Actuaris;Mannen;20 jaar;Totaal alle burgerlijke staten;2.0
1189;Actuaris;Mannen;20 jaar;Ongehuwd;2.0
1190;Actuaris;Mannen;20 jaar;Gehuwd of gehuwd geweest;0.0
1191;Actuaris;Mannen;21-24 jaar;Totaal alle burgerlijke staten;15.0
1192;Actuaris;Mannen;21-24 jaar;Ongehuwd;15.0
1193;Actuaris;Mannen;21-24 jaar;Gehuwd of gehuwd geweest;0.0
1194;Actuaris;Mannen;25-29 jaar;Totaal alle burgerlijke staten;15.0
1195;Actuaris;Mannen;25-29 jaar;Ongehuwd;8.0
1196;Actuaris;Mannen;25-29 jaar;Gehuwd of gehuwd geweest;7.0
1197;Actuaris;Mannen;30-39 jaar;Totaal alle burgerlijke staten;19.0
1198;Actuaris;Mannen;30-39 jaar;Ongehuwd;1.0
1199;Actuaris;Mannen;30-39 jaar;Gehuwd of gehuwd geweest;18.0
1200;Actuaris;Mannen;40-49 jaar;Totaal alle burgerlijke staten;22.0
1201;Actuaris;Mannen;40-49 jaar;Ongehuwd;2.0
1202;Actuaris;Mannen;40-49 jaar;Gehuwd of gehuwd geweest;20.0
1203;Actuaris;Mannen;50-59 jaar;Totaal alle burgerlijke staten;8.0
1204;Actuaris;Mannen;50-59 jaar;Ongehuwd;2.0
1205;Actuaris;Mannen;50-59 jaar;Gehuwd of gehuwd geweest;6.0
1206;Actuaris;Mannen;60-64 jaar;Totaal alle burgerlijke staten;4.0
1207;Actuaris;Mannen;60-64 jaar;Ongehuwd;1.0
1208;Actuaris;Mannen;60-64 jaar;Gehuwd of gehuwd geweest;3.0
1209;Actuaris;Mannen;65-69 jaar;Totaal alle burgerlijke staten;3.0
1210;Actuaris;Mannen;65-69 jaar;Ongehuwd;1.0
1211;Actuaris;Mannen;65-69 jaar;Gehuwd of gehuwd geweest;2.0
1212;Actuaris;Mannen;70 jaar en ouder;Totaal alle burgerlijke staten;1.0
1213;Actuaris;Mannen;70 jaar en ouder;Ongehuwd;0.0
1214;Actuaris;Mannen;70 jaar en ouder;Gehuwd of gehuwd geweest;1.0
1215;Actuaris;Mannen;Leeftijd onbekend;Totaal alle burgerlijke staten;0.0
1216;Actuaris;Mannen;Leeftijd onbekend;Ongehuwd;0.0
1217;Actuaris;Mannen;Leeftijd onbekend;Gehuwd of gehuwd geweest;0.0
1218;Actuaris;Vrouwen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;8.0
1219;Actuaris;Vrouwen;Totaal van alle leeftijden;Ongehuwd;7.0
1220;Actuaris;Vrouwen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;1.0
1221;Actuaris;Vrouwen;Beneden 14 jaar;Totaal alle burgerlijke staten;0.0
1222;Actuaris;Vrouwen;Beneden 14 jaar;Ongehuwd;0.0
1223;Actuaris;Vrouwen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
1224;Actuaris;Vrouwen;14-17 jaar;Totaal alle burgerlijke staten;0.0
1225;Actuaris;Vrouwen;14-17 jaar;Ongehuwd;0.0
1226;Actuaris;Vrouwen;14-17 jaar;Gehuwd of gehuwd geweest;0.0
1227;Actuaris;Vrouwen;18 en 19 jaar;Totaal alle burgerlijke staten;0.0
1228;Actuaris;Vrouwen;18 en 19 jaar;Ongehuwd;0.0
1229;Actuaris;Vrouwen;18 en 19 jaar;Gehuwd of gehuwd geweest;0.0
1230;Actuaris;Vrouwen;20 jaar;Totaal alle burgerlijke staten;0.0
1231;Actuaris;Vrouwen;20 jaar;Ongehuwd;0.0
1232;Actuaris;Vrouwen;20 jaar;Gehuwd of gehuwd geweest;0.0
1233;Actuaris;Vrouwen;21-24 jaar;Totaal alle burgerlijke staten;2.0
1234;Actuaris;Vrouwen;21-24 jaar;Ongehuwd;2.0
1235;Actuaris;Vrouwen;21-24 jaar;Gehuwd of gehuwd geweest;0.0
1236;Actuaris;Vrouwen;25-29 jaar;Totaal alle burgerlijke staten;2.0
1237;Actuaris;Vrouwen;25-29 jaar;Ongehuwd;2.0
1238;Actuaris;Vrouwen;25-29 jaar;Gehuwd of gehuwd geweest;0.0
1239;Actuaris;Vrouwen;30-39 jaar;Totaal alle burgerlijke staten;4.0
1240;Actuaris;Vrouwen;30-39 jaar;Ongehuwd;3.0
1241;Actuaris;Vrouwen;30-39 jaar;Gehuwd of gehuwd geweest;1.0
1242;Actuaris;Vrouwen;40-49 jaar;Totaal alle burgerlijke staten;0.0
1243;Actuaris;Vrouwen;40-49 jaar;Ongehuwd;0.0
1244;Actuaris;Vrouwen;40-49 jaar;Gehuwd of gehuwd geweest;0.0
1245;Actuaris;Vrouwen;50-59 jaar;Totaal alle burgerlijke staten;0.0
1246;Actuaris;Vrouwen;50-59 jaar;Ongehuwd;0.0
1247;Actuaris;Vrouwen;50-59 jaar;Gehuwd of gehuwd geweest;0.0
1248;Actuaris;Vrouwen;60-64 jaar;Totaal alle burgerlijke staten;0.0
1249;Actuaris;Vrouwen;60-64 jaar;Ongehuwd;0.0
1250;Actuaris;Vrouwen;60-64 jaar;Gehuwd of gehuwd geweest;0.0
1251;Actuaris;Vrouwen;65-69 jaar;Totaal alle burgerlijke staten;0.0
1252;Actuaris;Vrouwen;65-69 jaar;Ongehuwd;0.0
1253;Actuaris;Vrouwen;65-69 jaar;Gehuwd of gehuwd geweest;0.0
1254;Actuaris;Vrouwen;70 jaar en ouder;Totaal alle burgerlijke staten;0.0
1255;Actuaris;Vrouwen;70 jaar en ouder;Ongehuwd;0.0
1256;Actuaris;Vrouwen;70 jaar en ouder;Gehuwd of gehuwd geweest;0.0
1257;Actuaris;Vrouwen;Leeftijd onbekend;Totaal alle burgerlijke staten;0.0
1258;Actuaris;Vrouwen;Leeftijd onbekend;Ongehuwd;0.0
1259;Actuaris;Vrouwen;Leeftijd onbekend;Gehuwd of gehuwd geweest;0.0
1260;Administratief personeel;Totaal mannen en vrouwen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;180644.0
1261;Administratief personeel;Totaal mannen en vrouwen;Totaal van alle leeftijden;Ongehuwd;113221.0
1262;Administratief personeel;Totaal mannen en vrouwen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;67423.0
1263;Administratief personeel;Totaal mannen en vrouwen;Beneden 14 jaar;Totaal alle burgerlijke staten;18.0
1264;Administratief personeel;Totaal mannen en vrouwen;Beneden 14 jaar;Ongehuwd;18.0
1265;Administratief personeel;Totaal mannen en vrouwen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
1266;Administratief personeel;Totaal mannen en vrouwen;14-17 jaar;Totaal alle burgerlijke staten;19295.0
1267;Administratief personeel;Totaal mannen en vrouwen;14-17 jaar;Ongehuwd;19292.0
1268;Administratief personeel;Totaal mannen en vrouwen;14-17 jaar;Gehuwd of gehuwd geweest;3.0
1269;Administratief personeel;Totaal mannen en vrouwen;18 en 19 jaar;Totaal alle burgerlijke staten;16700.0
1270;Administratief personeel;Totaal mannen en vrouwen;18 en 19 jaar;Ongehuwd;16687.0
1271;Administratief personeel;Totaal mannen en vrouwen;18 en 19 jaar;Gehuwd of gehuwd geweest;13.0
1272;Administratief personeel;Totaal mannen en vrouwen;20 jaar;Totaal alle burgerlijke staten;8424.0
1273;Administratief personeel;Totaal mannen en vrouwen;20 jaar;Ongehuwd;8388.0
1274;Administratief personeel;Totaal mannen en vrouwen;20 jaar;Gehuwd of gehuwd geweest;36.0
1275;Administratief personeel;Totaal mannen en vrouwen;21-24 jaar;Totaal alle burgerlijke staten;31196.0
1276;Administratief personeel;Totaal mannen en vrouwen;21-24 jaar;Ongehuwd;30158.0
1277;Administratief personeel;Totaal mannen en vrouwen;21-24 jaar;Gehuwd of gehuwd geweest;1038.0
1278;Administratief personeel;Totaal mannen en vrouwen;25-29 jaar;Totaal alle burgerlijke staten;31004.0
1279;Administratief personeel;Totaal mannen en vrouwen;25-29 jaar;Ongehuwd;21633.0
1280;Administratief personeel;Totaal mannen en vrouwen;25-29 jaar;Gehuwd of gehuwd geweest;9371.0
1281;Administratief personeel;Totaal mannen en vrouwen;30-39 jaar;Totaal alle burgerlijke staten;37416.0
1282;Administratief personeel;Totaal mannen en vrouwen;30-39 jaar;Ongehuwd;11342.0
1283;Administratief personeel;Totaal mannen en vrouwen;30-39 jaar;Gehuwd of gehuwd geweest;26074.0
1284;Administratief personeel;Totaal mannen en vrouwen;40-49 jaar;Totaal alle burgerlijke staten;20337.0
1285;Administratief personeel;Totaal mannen en vrouwen;40-49 jaar;Ongehuwd;3664.0
1286;Administratief personeel;Totaal mannen en vrouwen;40-49 jaar;Gehuwd of gehuwd geweest;16673.0
1287;Administratief personeel;Totaal mannen en vrouwen;50-59 jaar;Totaal alle burgerlijke staten;11479.0
1288;Administratief personeel;Totaal mannen en vrouwen;50-59 jaar;Ongehuwd;1491.0
1289;Administratief personeel;Totaal mannen en vrouwen;50-59 jaar;Gehuwd of gehuwd geweest;9988.0
1290;Administratief personeel;Totaal mannen en vrouwen;60-64 jaar;Totaal alle burgerlijke staten;3003.0
1291;Administratief personeel;Totaal mannen en vrouwen;60-64 jaar;Ongehuwd;298.0
1292;Administratief personeel;Totaal mannen en vrouwen;60-64 jaar;Gehuwd of gehuwd geweest;2705.0
1293;Administratief personeel;Totaal mannen en vrouwen;65-69 jaar;Totaal alle burgerlijke staten;1136.0
1294;Administratief personeel;Totaal mannen en vrouwen;65-69 jaar;Ongehuwd;160.0
1295;Administratief personeel;Totaal mannen en vrouwen;65-69 jaar;Gehuwd of gehuwd geweest;976.0
1296;Administratief personeel;Totaal mannen en vrouwen;70 jaar en ouder;Totaal alle burgerlijke staten;636.0
1297;Administratief personeel;Totaal mannen en vrouwen;70 jaar en ouder;Ongehuwd;90.0
1298;Administratief personeel;Totaal mannen en vrouwen;70 jaar en ouder;Gehuwd of gehuwd geweest;546.0
1299;Administratief personeel;Totaal mannen en vrouwen;Leeftijd onbekend;Totaal alle burgerlijke staten;0.0
1300;Administratief personeel;Totaal mannen en vrouwen;Leeftijd onbekend;Ongehuwd;0.0
1301;Administratief personeel;Totaal mannen en vrouwen;Leeftijd onbekend;Gehuwd of gehuwd geweest;0.0
1302;Administratief personeel;Mannen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;132789.0
1303;Administratief personeel;Mannen;Totaal van alle leeftijden;Ongehuwd;67070.0
1304;Administratief personeel;Mannen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;65719.0
1305;Administratief personeel;Mannen;Beneden 14 jaar;Totaal alle burgerlijke staten;13.0
1306;Administratief personeel;Mannen;Beneden 14 jaar;Ongehuwd;13.0
1307;Administratief personeel;Mannen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
1308;Administratief personeel;Mannen;14-17 jaar;Totaal alle burgerlijke staten;11553.0
1309;Administratief personeel;Mannen;14-17 jaar;Ongehuwd;11551.0
1310;Administratief personeel;Mannen;14-17 jaar;Gehuwd of gehuwd geweest;2.0
1311;Administratief personeel;Mannen;18 en 19 jaar;Totaal alle burgerlijke staten;9819.0
1312;Administratief personeel;Mannen;18 en 19 jaar;Ongehuwd;9809.0
1313;Administratief personeel;Mannen;18 en 19 jaar;Gehuwd of gehuwd geweest;10.0
1314;Administratief personeel;Mannen;20 jaar;Totaal alle burgerlijke staten;5120.0
1315;Administratief personeel;Mannen;20 jaar;Ongehuwd;5095.0
1316;Administratief personeel;Mannen;20 jaar;Gehuwd of gehuwd geweest;25.0
1317;Administratief personeel;Mannen;21-24 jaar;Totaal alle burgerlijke staten;19878.0
1318;Administratief personeel;Mannen;21-24 jaar;Ongehuwd;18956.0
1319;Administratief personeel;Mannen;21-24 jaar;Gehuwd of gehuwd geweest;922.0
1320;Administratief personeel;Mannen;25-29 jaar;Totaal alle burgerlijke staten;22133.0
1321;Administratief personeel;Mannen;25-29 jaar;Ongehuwd;13174.0
1322;Administratief personeel;Mannen;25-29 jaar;Gehuwd of gehuwd geweest;8959.0
1323;Administratief personeel;Mannen;30-39 jaar;Totaal alle burgerlijke staten;30926.0
1324;Administratief personeel;Mannen;30-39 jaar;Ongehuwd;5496.0
1325;Administratief personeel;Mannen;30-39 jaar;Gehuwd of gehuwd geweest;25430.0
1326;Administratief personeel;Mannen;40-49 jaar;Totaal alle burgerlijke staten;18032.0
1327;Administratief personeel;Mannen;40-49 jaar;Ongehuwd;1690.0
1328;Administratief personeel;Mannen;40-49 jaar;Gehuwd of gehuwd geweest;16342.0
1329;Administratief personeel;Mannen;50-59 jaar;Totaal alle burgerlijke staten;10742.0
1330;Administratief personeel;Mannen;50-59 jaar;Ongehuwd;888.0
1331;Administratief personeel;Mannen;50-59 jaar;Gehuwd of gehuwd geweest;9854.0
1332;Administratief personeel;Mannen;60-64 jaar;Totaal alle burgerlijke staten;2896.0
1333;Administratief personeel;Mannen;60-64 jaar;Ongehuwd;216.0
1334;Administratief personeel;Mannen;60-64 jaar;Gehuwd of gehuwd geweest;2680.0
1335;Administratief personeel;Mannen;65-69 jaar;Totaal alle burgerlijke staten;1086.0
1336;Administratief personeel;Mannen;65-69 jaar;Ongehuwd;121.0
1337;Administratief personeel;Mannen;65-69 jaar;Gehuwd of gehuwd geweest;965.0
1338;Administratief personeel;Mannen;70 jaar en ouder;Totaal alle burgerlijke staten;591.0
1339;Administratief personeel;Mannen;70 jaar en ouder;Ongehuwd;61.0
1340;Administratief personeel;Mannen;70 jaar en ouder;Gehuwd of gehuwd geweest;530.0
1341;Administratief personeel;Mannen;Leeftijd onbekend;Totaal alle burgerlijke staten;0.0
1342;Administratief personeel;Mannen;Leeftijd onbekend;Ongehuwd;0.0
1343;Administratief personeel;Mannen;Leeftijd onbekend;Gehuwd of gehuwd geweest;0.0
1344;Administratief personeel;Vrouwen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;47855.0
1345;Administratief personeel;Vrouwen;Totaal van alle leeftijden;Ongehuwd;46151.0
1346;Administratief personeel;Vrouwen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;1704.0
1347;Administratief personeel;Vrouwen;Beneden 14 jaar;Totaal alle burgerlijke staten;5.0
1348;Administratief personeel;Vrouwen;Beneden 14 jaar;Ongehuwd;5.0
1349;Administratief personeel;Vrouwen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
1350;Administratief personeel;Vrouwen;14-17 jaar;Totaal alle burgerlijke staten;7742.0
1351;Administratief personeel;Vrouwen;14-17 jaar;Ongehuwd;7741.0
1352;Administratief personeel;Vrouwen;14-17 jaar;Gehuwd of gehuwd geweest;1.0
1353;Administratief personeel;Vrouwen;18 en 19 jaar;Totaal alle burgerlijke staten;6881.0
1354;Administratief personeel;Vrouwen;18 en 19 jaar;Ongehuwd;6878.0
1355;Administratief personeel;Vrouwen;18 en 19 jaar;Gehuwd of gehuwd geweest;3.0
1356;Administratief personeel;Vrouwen;20 jaar;Totaal alle burgerlijke staten;3304.0
1357;Administratief personeel;Vrouwen;20 jaar;Ongehuwd;3293.0
1358;Administratief personeel;Vrouwen;20 jaar;Gehuwd of gehuwd geweest;11.0
1359;Administratief personeel;Vrouwen;21-24 jaar;Totaal alle burgerlijke staten;11318.0
1360;Administratief personeel;Vrouwen;21-24 jaar;Ongehuwd;11202.0
1361;Administratief personeel;Vrouwen;21-24 jaar;Gehuwd of gehuwd geweest;116.0
1362;Administratief personeel;Vrouwen;25-29 jaar;Totaal alle burgerlijke staten;8871.0
1363;Administratief personeel;Vrouwen;25-29 jaar;Ongehuwd;8459.0
1364;Administratief personeel;Vrouwen;25-29 jaar;Gehuwd of gehuwd geweest;412.0
1365;Administratief personeel;Vrouwen;30-39 jaar;Totaal alle burgerlijke staten;6490.0
1366;Administratief personeel;Vrouwen;30-39 jaar;Ongehuwd;5846.0
1367;Administratief personeel;Vrouwen;30-39 jaar;Gehuwd of gehuwd geweest;644.0
1368;Administratief personeel;Vrouwen;40-49 jaar;Totaal alle burgerlijke staten;2305.0
1369;Administratief personeel;Vrouwen;40-49 jaar;Ongehuwd;1974.0
1370;Administratief personeel;Vrouwen;40-49 jaar;Gehuwd of gehuwd geweest;331.0
1371;Administratief personeel;Vrouwen;50-59 jaar;Totaal alle burgerlijke staten;737.0
1372;Administratief personeel;Vrouwen;50-59 jaar;Ongehuwd;603.0
1373;Administratief personeel;Vrouwen;50-59 jaar;Gehuwd of gehuwd geweest;134.0
1374;Administratief personeel;Vrouwen;60-64 jaar;Totaal alle burgerlijke staten;107.0
1375;Administratief personeel;Vrouwen;60-64 jaar;Ongehuwd;82.0
1376;Administratief personeel;Vrouwen;60-64 jaar;Gehuwd of gehuwd geweest;25.0
1377;Administratief personeel;Vrouwen;65-69 jaar;Totaal alle burgerlijke staten;50.0
1378;Administratief personeel;Vrouwen;65-69 jaar;Ongehuwd;39.0
1379;Administratief personeel;Vrouwen;65-69 jaar;Gehuwd of gehuwd geweest;11.0
1380;Administratief personeel;Vrouwen;70 jaar en ouder;Totaal alle burgerlijke staten;45.0
1381;Administratief personeel;Vrouwen;70 jaar en ouder;Ongehuwd;29.0
1382;Administratief personeel;Vrouwen;70 jaar en ouder;Gehuwd of gehuwd geweest;16.0
1383;Administratief personeel;Vrouwen;Leeftijd onbekend;Totaal alle burgerlijke staten;0.0
1384;Administratief personeel;Vrouwen;Leeftijd onbekend;Ongehuwd;0.0
1385;Administratief personeel;Vrouwen;Leeftijd onbekend;Gehuwd of gehuwd geweest;0.0
1386;Adviesbureaux e.d. (Bediende);Totaal mannen en vrouwen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;195.0
1387;Adviesbureaux e.d. (Bediende);Totaal mannen en vrouwen;Totaal van alle leeftijden;Ongehuwd;49.0
1388;Adviesbureaux e.d. (Bediende);Totaal mannen en vrouwen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;146.0
