ID;InstitutionalSectors;Periods;Balance_1;Revenue_2;Expenditure_3;MaastrichtDebt_4;ChangeInMaastrichtDebt_5;DeficitEMU_6;NetAcquisitionOfFinancialAssets_7;TransactionsInOtherLiabilities_8;ValuationEffects_9;StatisticalDiscrepancy_10;ContributionToGeneralGovernmentDebt_11;Balance_12;MaastrichtDebt_13;ContributionToGeneralGovernmentDebt_14
1026;Provinces;2015;-899;7218;-8117;752.0;-21.0;899;-1003.0;84.0;1.0;-2.0;-7390.0;-0.1;0.1;-1.1
1027;Provinces;2016 1st quarter;134;1685;-1551;745.0;-7.0;-134;-149.0;314.0;0.0;-38.0;-7167.0;0.0;0.1;-1.0
1028;Provinces;2016 2nd quarter;64;1684;-1620;738.0;-7.0;-64;288.0;314.0;0.0;-545.0;-7854.0;0.0;0.1;-1.1
1029;Provinces;2016 3rd quarter;143;1677;-1534;732.0;-6.0;-143;-713.0;315.0;0.0;535.0;-7442.0;0.0;0.1;-1.0
1030;Provinces;2016 4th quarter;84;1698;-1614;726.0;-6.0;-84;-286.0;317.0;0.0;47.0;-7332.0;0.1;0.1;-1.0
1031;Provinces;2016;425;6744;-6319;726.0;-26.0;-425;-860.0;1260.0;0.0;-1.0;-7332.0;0.1;0.1;-1.0
1032;Provinces;2017 1st quarter;25;1586;-1561;726.0;0.0;-25;503.0;57.0;3.0;-538.0;-7826.0;0.0;0.1;-1.1
1033;Provinces;2017 2nd quarter;13;1616;-1603;726.0;0.0;-13;-407.0;63.0;-3.0;360.0;-8180.0;0.0;0.1;-1.1
1034;Provinces;2017 3rd quarter;14;1566;-1552;725.0;-1.0;-14;-191.0;63.0;-3.0;144.0;-8107.0;0.0;0.1;-1.1
1035;Provinces;2017 4th quarter;18;1613;-1595;727.0;2.0;-18;-73.0;55.0;4.0;34.0;-7975.0;0.0;0.1;-1.1
1036;Provinces;2017;70;6381;-6311;727.0;1.0;-70;-168.0;238.0;1.0;0.0;-7975.0;0.0;0.1;-1.1
1037;Provinces;2018 1st quarter;-81;1409;-1490;840.0;113.0;81;-254.0;293.0;14.0;-21.0;-7575.0;0.0;0.1;-1.0
1038;Provinces;2018 2nd quarter;37;1614;-1577;802.0;-38.0;-37;-236.0;265.0;-2.0;-28.0;-7773.0;0.0;0.1;-1.0
1039;Provinces;2018 3rd quarter;-332;1364;-1696;825.0;23.0;332;5.0;-358.0;-2.0;46.0;-7779.0;0.0;0.1;-1.0
1040;Provinces;2018 4th quarter;-147;1724;-1871;745.0;-80.0;147;-81.0;-146.0;-2.0;2.0;-7664.0;-0.1;0.1;-1.0
1041;Provinces;2018;-523;6111;-6634;745.0;18.0;523;-566.0;54.0;8.0;-1.0;-7664.0;-0.1;0.1;-1.0
1042;Provinces;2019 1st quarter;-223;1407;-1630;729.0;-16.0;223;-115.0;-143.0;-10.0;29.0;-7452.0;-0.1;0.1;-0.9
1043;Provinces;2019 2nd quarter;-86;1575;-1661;691.0;-38.0;86;-395.0;257.0;0.0;14.0;-8003.0;-0.1;0.1;-1.0
1044;Provinces;2019 3rd quarter;-191;1502;-1693;754.0;63.0;191;-233.0;78.0;0.0;27.0;-8922.0;-0.1;0.1;-1.1
1045;Provinces;2019 4th quarter;-132;1522;-1654;827.0;73.0;132;-52.0;58.0;1.0;-66.0;-8752.0;-0.1;0.1;-1.1
1046;Provinces;2019;-632;6006;-6638;827.0;82.0;632;-795.0;250.0;-9.0;4.0;-8752.0;-0.1;0.1;-1.1
1047;Provinces;2020 1st quarter;-158;1485;-1643;778.0;-49.0;158;-373.0;146.0;0.0;20.0;-8459.0;-0.1;0.1;-1.0
1048;Provinces;2020 2nd quarter;17;1645;-1628;955.0;177.0;-17;196.0;-4.0;0.0;2.0;-8786.0;-0.1;0.1;-1.1
1049;Provinces;2020 3rd quarter;-174;1506;-1680;792.0;-163.0;174;-608.0;232.0;0.0;39.0;-8249.0;-0.1;0.1;-1.0
1050;Provinces;2020 4th quarter;-262;1448;-1710;874.0;82.0;262;396.0;-518.0;0.0;-58.0;-8481.0;-0.1;0.1;-1.0
1051;Provinces;2020;-577;6084;-6661;874.0;47.0;577;-389.0;-144.0;0.0;3.0;-8481.0;-0.1;0.1;-1.0
1052;Provinces;2021 1st quarter;-116;1422;-1538;859.0;-15.0;116;-11.0;-63.0;0.0;-57.0;-8408.0;-0.1;0.1;-1.0
1053;Provinces;2021 2nd quarter;20;1615;-1595;864.0;5.0;-20;132.0;-49.0;0.0;-58.0;-9044.0;-0.1;0.1;-1.1
1054;Provinces;2021 3rd quarter;34;1626;-1592;1024.0;160.0;-34;143.0;-29.0;0.0;80.0;-9048.0;0.0;0.1;-1.0
1055;Provinces;2021 4th quarter;-286;1517;-1803;1198.0;174.0;286;187.0;-343.0;0.0;44.0;-8525.0;0.0;0.1;-1.0
1056;Provinces;2021;-348;6180;-6528;1198.0;324.0;348;451.0;-484.0;0.0;9.0;-8525.0;0.0;0.1;-1.0
1057;Provinces;2022 1st quarter;-111;1498;-1609;1193.0;-5.0;111;-105.0;-103.0;1.0;91.0;-8489.0;0.0;0.1;-0.9
1058;Provinces;2022 2nd quarter;137;1795;-1658;1144.0;-49.0;-137;-26.0;158.0;0.0;-44.0;-9342.0;0.0;0.1;-1.0
1059;Provinces;2022 3rd quarter;116;1710;-1594;1133.0;-11.0;-116;140.0;-47.0;0.0;12.0;-9388.0;0.0;0.1;-1.0
1060;Provinces;2022 4th quarter;-316;1713;-2029;1083.0;-50.0;316;338.0;-643.0;0.0;-61.0;-9292.0;0.0;0.1;-0.9
1061;Provinces;2022;-174;6716;-6890;1083.0;-115.0;174;347.0;-635.0;1.0;-2.0;-9292.0;0.0;0.1;-0.9
1062;Provinces;2023 1st quarter;137;1880;-1743;1121.0;38.0;-137;531.0;-388.0;0.0;32.0;-9227.0;0.0;0.1;-0.9
1063;Provinces;2023 2nd quarter;321;2079;-1758;1176.0;55.0;-321;-131.0;484.0;0.0;23.0;-9242.0;0.0;0.1;-0.9
1064;Provinces;2023 3rd quarter;-29;1680;-1709;1164.0;-12.0;29;-9.0;-1.0;0.0;-31.0;-9226.0;0.0;0.1;-0.9
1065;Provinces;2023 4th quarter;-575;1387;-1962;1152.0;-12.0;575;1091.0;-1645.0;0.0;-33.0;-9618.0;0.0;0.1;-0.9
1066;Provinces;2023;-146;7026;-7172;1152.0;69.0;146;1482.0;-1550.0;0.0;-9.0;-9618.0;0.0;0.1;-0.9
1067;Provinces;2024 1st quarter;-132;1687;-1819;1209.0;57.0;132;-308.0;233.0;0.0;0.0;-8917.0;0.0;0.1;-0.8
1068;Provinces;2024 2nd quarter;42;1947;-1905;1246.0;37.0;-42;363.0;-289.0;3.0;2.0;-9610.0;-0.1;0.1;-0.9
1069;Provinces;2024 3rd quarter;-82;1691;-1773;1205.0;-41.0;82;205.0;-327.0;0.0;-1.0;-10169.0;-0.1;0.1;-0.9
1070;Provinces;2024 4th quarter;919;3141;-2222;1164.0;-41.0;-919;1964.0;-1086.0;0.0;0.0;-11718.0;0.1;0.1;-1.0
1071;Provinces;2024;747;8466;-7719;1164.0;12.0;-747;2224.0;-1469.0;3.0;1.0;-11718.0;0.1;0.1;-1.0
1072;Public water boards;1995;-202;1497;-1699;;;202;;;;;;-0.1;;
1073;Public water boards;1996;-112;1635;-1747;;;112;;;;;;0.0;;
1074;Public water boards;1997;-380;1687;-2067;;;380;;;;;;-0.1;;
1075;Public water boards;1998;-232;1718;-1950;;;232;;;;;;-0.1;;
1076;Public water boards;1999 1st quarter;-15;488;-503;;;15;;;;;;;;
1077;Public water boards;1999 2nd quarter;-84;450;-534;;;84;;;;;;;;
1078;Public water boards;1999 3rd quarter;-12;485;-497;;;12;;;;;;;;
1079;Public water boards;1999 4th quarter;-92;462;-554;;;92;;;;;;0.0;;
1080;Public water boards;1999;-203;1885;-2088;;;203;;;;;;0.0;;
1081;Public water boards;2000 1st quarter;-32;512;-544;;;32;;;;;;-0.1;;
1082;Public water boards;2000 2nd quarter;-86;491;-577;;;86;;;;;;-0.1;;
1083;Public water boards;2000 3rd quarter;-22;518;-540;;;22;;;;;;-0.1;;
1084;Public water boards;2000 4th quarter;-112;494;-606;;;112;;;;;;-0.1;;
1085;Public water boards;2000;-252;2015;-2267;;;252;;;;;;-0.1;;
1086;Public water boards;2001 1st quarter;4;539;-535;;;-4;;;;;;0.0;;
1087;Public water boards;2001 2nd quarter;-48;519;-567;;;48;;;;;;0.0;;
1088;Public water boards;2001 3rd quarter;5;531;-526;;;-5;;;;;;0.0;;
1089;Public water boards;2001 4th quarter;-57;520;-577;;;57;;;;;;0.0;;
1090;Public water boards;2001;-96;2109;-2205;;;96;;;;;;0.0;;
1091;Public water boards;2002 1st quarter;-20;566;-586;;;20;;;;;;0.0;;
1092;Public water boards;2002 2nd quarter;-70;553;-623;;;70;;;;;;0.0;;
1093;Public water boards;2002 3rd quarter;-22;562;-584;;;22;;;;;;0.0;;
1094;Public water boards;2002 4th quarter;-85;559;-644;;;85;;;;;;0.0;;
1095;Public water boards;2002;-197;2240;-2437;;;197;;;;;;0.0;;
1096;Public water boards;2003 1st quarter;-39;573;-612;;;39;;;;;;0.0;;
1097;Public water boards;2003 2nd quarter;-96;555;-651;;;96;;;;;;0.0;;
1098;Public water boards;2003 3rd quarter;-40;570;-610;;;40;;;;;;-0.1;;
1099;Public water boards;2003 4th quarter;-118;562;-680;;;118;;;;;;-0.1;;
1100;Public water boards;2003;-293;2260;-2553;;;293;;;;;;-0.1;;
1101;Public water boards;2004 1st quarter;-30;608;-638;;;30;;;;;;-0.1;;
1102;Public water boards;2004 2nd quarter;-90;586;-676;;;90;;;;;;-0.1;;
1103;Public water boards;2004 3rd quarter;-34;600;-634;;;34;;;;;;-0.1;;
1104;Public water boards;2004 4th quarter;-113;592;-705;;;113;;;;;;-0.1;;
1105;Public water boards;2004;-267;2386;-2653;;;267;;;;;;-0.1;;
1106;Public water boards;2005 1st quarter;-47;619;-666;;;47;;;;;;-0.1;;
1107;Public water boards;2005 2nd quarter;-101;604;-705;;;101;;;;;;-0.1;;
1108;Public water boards;2005 3rd quarter;-45;617;-662;;;45;;;;;;-0.1;;
1109;Public water boards;2005 4th quarter;-123;613;-736;;;123;;;;;;-0.1;;
1110;Public water boards;2005;-316;2453;-2769;;;316;;;;;;-0.1;;
1111;Public water boards;2006 1st quarter;-98;670;-768;;;98;;;;;;-0.1;;
1112;Public water boards;2006 2nd quarter;-158;653;-811;;;158;;;;;;-0.1;;
1113;Public water boards;2006 3rd quarter;-102;662;-764;;;102;;;;;;-0.1;;
1114;Public water boards;2006 4th quarter;-186;658;-844;;;186;;;;;;-0.1;;
1115;Public water boards;2006;-544;2643;-3187;;;544;;;;;;-0.1;;
1116;Public water boards;2007 1st quarter;22;674;-652;;;-22;;;;;;-0.1;;
1117;Public water boards;2007 2nd quarter;-43;652;-695;;;43;;;;;;-0.1;;
1118;Public water boards;2007 3rd quarter;18;669;-651;;;-18;;;;;;0.0;;
1119;Public water boards;2007 4th quarter;-70;664;-734;;;70;;;;;;0.0;;
1120;Public water boards;2007;-73;2659;-2732;;;73;;;;;;0.0;;
1121;Public water boards;2008 1st quarter;-83;690;-773;6708.0;-73.0;83;380.0;-529.0;-16.0;9.0;6662.0;0.0;1.1;1.1
1122;Public water boards;2008 2nd quarter;-137;681;-818;6671.0;-37.0;137;583.0;-703.0;-31.0;-23.0;6629.0;0.0;1.0;1.0
1123;Public water boards;2008 3rd quarter;-1;732;-733;7002.0;331.0;1;-631.0;725.0;250.0;-14.0;6965.0;0.0;1.1;1.1
1124;Public water boards;2008 4th quarter;-223;621;-844;7274.0;272.0;223;-358.0;457.0;-54.0;4.0;7242.0;-0.1;1.1;1.1
1125;Public water boards;2008;-444;2724;-3168;7274.0;493.0;444;-26.0;-50.0;149.0;-24.0;7242.0;-0.1;1.1;1.1
1126;Public water boards;2009 1st quarter;-58;729;-787;7126.0;-148.0;58;-178.0;-80.0;24.0;28.0;7083.0;-0.1;1.1;1.1
1127;Public water boards;2009 2nd quarter;-123;722;-845;6985.0;-141.0;123;-157.0;-134.0;6.0;21.0;6931.0;-0.1;1.1;1.1
1128;Public water boards;2009 3rd quarter;-39;733;-772;6694.0;-291.0;39;-40.0;-249.0;-62.0;21.0;6641.0;-0.1;1.1;1.0
1129;Public water boards;2009 4th quarter;-113;748;-861;6518.0;-176.0;113;-639.0;381.0;31.0;-62.0;6487.0;-0.1;1.0;1.0
1130;Public water boards;2009;-333;2932;-3265;6518.0;-756.0;333;-1014.0;-82.0;-1.0;8.0;6487.0;-0.1;1.0;1.0
1131;Public water boards;2010 1st quarter;-22;725;-747;6448.0;-70.0;22;32.0;-176.0;133.0;-81.0;6417.0;0.0;1.0;1.0
1132;Public water boards;2010 2nd quarter;-69;762;-831;7425.0;977.0;69;98.0;405.0;126.0;279.0;7394.0;0.0;1.2;1.2
1133;Public water boards;2010 3rd quarter;10;752;-742;6917.0;-508.0;-10;-170.0;-43.0;-194.0;-91.0;6886.0;0.0;1.1;1.1
1134;Public water boards;2010 4th quarter;-170;737;-907;6733.0;-184.0;170;-79.0;-122.0;-46.0;-107.0;6702.0;0.0;1.0;1.0
1135;Public water boards;2010;-251;2976;-3227;6733.0;215.0;251;-119.0;64.0;19.0;0.0;6702.0;0.0;1.0;1.0
1136;Public water boards;2011 1st quarter;-74;704;-778;7014.0;281.0;74;113.0;19.0;64.0;11.0;6983.0;0.0;1.1;1.1
1137;Public water boards;2011 2nd quarter;-147;738;-885;7027.0;13.0;147;106.0;-242.0;-4.0;6.0;6993.0;-0.1;1.1;1.1
1138;Public water boards;2011 3rd quarter;1;735;-734;6791.0;-236.0;-1;-285.0;117.0;-65.0;-2.0;6757.0;-0.1;1.0;1.0
1139;Public water boards;2011 4th quarter;-84;712;-796;6959.0;168.0;84;79.0;8.0;12.0;-15.0;6925.0;0.0;1.1;1.1
1140;Public water boards;2011;-304;2889;-3193;6959.0;226.0;304;13.0;-98.0;7.0;0.0;6925.0;0.0;1.1;1.1
1141;Public water boards;2012 1st quarter;-42;735;-777;7170.0;211.0;42;34.0;48.0;-5.0;92.0;7136.0;0.0;1.1;1.1
1142;Public water boards;2012 2nd quarter;-76;737;-813;7005.0;-165.0;76;-97.0;-193.0;37.0;12.0;6971.0;0.0;1.1;1.1
1143;Public water boards;2012 3rd quarter;-25;717;-742;6912.0;-93.0;25;-268.0;169.0;-23.0;4.0;6879.0;0.0;1.1;1.0
1144;Public water boards;2012 4th quarter;-178;713;-891;7162.0;250.0;178;137.0;55.0;-12.0;-108.0;7129.0;0.0;1.1;1.1
1145;Public water boards;2012;-321;2902;-3223;7162.0;203.0;321;-194.0;79.0;-3.0;0.0;7129.0;0.0;1.1;1.1
1146;Public water boards;2013 1st quarter;7;774;-767;7444.0;282.0;-7;270.0;-70.0;71.0;18.0;7411.0;0.0;1.1;1.1
1147;Public water boards;2013 2nd quarter;-37;762;-799;7303.0;-141.0;37;-87.0;-100.0;-21.0;30.0;7270.0;0.0;1.1;1.1
1148;Public water boards;2013 3rd quarter;53;792;-739;7176.0;-127.0;-53;9.0;0.0;-33.0;-50.0;7143.0;0.0;1.1;1.1
1149;Public water boards;2013 4th quarter;-120;748;-868;7359.0;183.0;120;-27.0;102.0;-25.0;13.0;7325.0;0.0;1.1;1.1
1150;Public water boards;2013;-97;3076;-3173;7359.0;197.0;97;165.0;-68.0;-8.0;11.0;7325.0;0.0;1.1;1.1
1151;Public water boards;2014 1st quarter;28;778;-750;7375.0;16.0;-28;152.0;-118.0;32.0;-22.0;7336.0;0.0;1.1;1.1
1152;Public water boards;2014 2nd quarter;-87;823;-910;7213.0;-162.0;87;-149.0;-92.0;-19.0;11.0;7126.0;0.0;1.1;1.1
1153;Public water boards;2014 3rd quarter;30;852;-822;7150.0;-63.0;-30;-116.0;76.0;14.0;-7.0;7024.0;0.0;1.1;1.0
1154;Public water boards;2014 4th quarter;-89;887;-976;7480.0;330.0;89;115.0;109.0;4.0;13.0;7409.0;0.0;1.1;1.1
1155;Public water boards;2014;-118;3340;-3458;7480.0;121.0;118;2.0;-25.0;31.0;-5.0;7409.0;0.0;1.1;1.1
1156;Public water boards;2015 1st quarter;-19;849;-868;7597.0;117.0;19;223.0;-140.0;42.0;-27.0;7533.0;0.0;1.1;1.1
1157;Public water boards;2015 2nd quarter;-36;868;-904;7739.0;142.0;36;-185.0;166.0;-7.0;132.0;7599.0;0.0;1.1;1.1
1158;Public water boards;2015 3rd quarter;-22;851;-873;7536.0;-203.0;22;-109.0;-119.0;-7.0;10.0;7380.0;0.0;1.1;1.1
1159;Public water boards;2015 4th quarter;-64;849;-913;7774.0;238.0;64;161.0;134.0;-6.0;-115.0;7665.0;0.0;1.1;1.1
1160;Public water boards;2015;-141;3417;-3558;7774.0;294.0;141;90.0;41.0;22.0;0.0;7665.0;0.0;1.1;1.1
1161;Public water boards;2016 1st quarter;-34;834;-868;7780.0;6.0;34;-74.0;-10.0;39.0;17.0;7706.0;0.0;1.1;1.1
1162;Public water boards;2016 2nd quarter;-61;834;-895;7786.0;6.0;61;8.0;-10.0;-17.0;-36.0;7680.0;0.0;1.1;1.1
1163;Public water boards;2016 3rd quarter;-24;830;-854;7790.0;4.0;24;60.0;-10.0;-19.0;-51.0;7620.0;0.0;1.1;1.1
1164;Public water boards;2016 4th quarter;-77;836;-913;7794.0;4.0;77;-113.0;-9.0;-18.0;67.0;7722.0;0.0;1.1;1.1
1165;Public water boards;2016;-196;3334;-3530;7794.0;20.0;196;-119.0;-39.0;-15.0;-3.0;7722.0;0.0;1.1;1.1
1166;Public water boards;2017 1st quarter;-7;817;-824;7822.0;28.0;7;-28.0;1.0;46.0;2.0;7777.0;0.0;1.1;1.1
1167;Public water boards;2017 2nd quarter;-11;849;-860;7835.0;13.0;11;98.0;1.0;-26.0;-71.0;7712.0;0.0;1.1;1.0
1168;Public water boards;2017 3rd quarter;-5;820;-825;7855.0;20.0;5;29.0;1.0;-19.0;4.0;7704.0;0.0;1.1;1.0
1169;Public water boards;2017 4th quarter;-32;848;-880;7876.0;21.0;32;-66.0;0.0;-10.0;65.0;7806.0;0.0;1.0;1.0
1170;Public water boards;2017;-55;3334;-3389;7876.0;82.0;55;33.0;3.0;-9.0;0.0;7806.0;0.0;1.0;1.0
1171;Public water boards;2018 1st quarter;-50;809;-859;8018.0;142.0;50;230.0;-134.0;28.0;-32.0;7952.0;0.0;1.1;1.0
1172;Public water boards;2018 2nd quarter;-83;813;-896;7828.0;-190.0;83;-266.0;28.0;5.0;-40.0;7781.0;0.0;1.0;1.0
1173;Public water boards;2018 3rd quarter;-59;800;-859;7808.0;-20.0;59;-72.0;46.0;-17.0;-36.0;7663.0;0.0;1.0;1.0
1174;Public water boards;2018 4th quarter;133;1070;-937;7623.0;-185.0;-133;-219.0;72.0;-13.0;108.0;7410.0;0.0;1.0;0.9
1175;Public water boards;2018;-59;3492;-3551;7623.0;-253.0;59;-327.0;12.0;3.0;0.0;7410.0;0.0;1.0;0.9
1176;Public water boards;2019 1st quarter;-67;859;-926;7711.0;88.0;67;169.0;-193.0;47.0;-2.0;7589.0;0.0;1.0;1.0
1177;Public water boards;2019 2nd quarter;-109;898;-1007;7565.0;-146.0;109;-178.0;-59.0;-11.0;-7.0;7418.0;0.0;0.9;0.9
1178;Public water boards;2019 3rd quarter;0;893;-893;7617.0;52.0;0;-80.0;160.0;-12.0;-16.0;7406.0;0.0;0.9;0.9
1179;Public water boards;2019 4th quarter;66;923;-857;7642.0;25.0;-66;80.0;-4.0;-11.0;26.0;7489.0;0.0;0.9;0.9
1180;Public water boards;2019;-110;3573;-3683;7642.0;19.0;110;-9.0;-96.0;13.0;1.0;7489.0;0.0;0.9;0.9
1181;Public water boards;2020 1st quarter;-77;915;-992;7826.0;184.0;77;145.0;-34.0;2.0;-6.0;7734.0;0.0;0.9;0.9
1182;Public water boards;2020 2nd quarter;-43;902;-945;7816.0;-10.0;43;-61.0;1.0;0.0;7.0;7600.0;0.0;1.0;0.9
1183;Public water boards;2020 3rd quarter;-29;924;-953;8244.0;428.0;29;280.0;99.0;0.0;20.0;7638.0;0.0;1.0;0.9
1184;Public water boards;2020 4th quarter;27;981;-954;8343.0;99.0;-27;259.0;-112.0;0.0;-21.0;7655.0;0.0;1.0;0.9
1185;Public water boards;2020;-122;3722;-3844;8343.0;701.0;122;623.0;-46.0;2.0;0.0;7655.0;0.0;1.0;0.9
1186;Public water boards;2021 1st quarter;-43;882;-925;8423.0;80.0;43;83.0;-152.0;1.0;105.0;7836.0;0.0;1.0;1.0
1187;Public water boards;2021 2nd quarter;-166;948;-1114;8345.0;-78.0;166;-179.0;-79.0;0.0;14.0;7678.0;0.0;1.0;0.9
1188;Public water boards;2021 3rd quarter;-60;915;-975;8964.0;619.0;60;648.0;-86.0;1.0;-4.0;7699.0;0.0;1.0;0.9
1189;Public water boards;2021 4th quarter;175;1193;-1018;9161.0;197.0;-175;259.0;226.0;0.0;-113.0;7884.0;0.0;1.0;0.9
1190;Public water boards;2021;-94;3938;-4032;9161.0;818.0;94;811.0;-91.0;2.0;2.0;7884.0;0.0;1.0;0.9
1191;Public water boards;2022 1st quarter;-35;952;-987;9353.0;192.0;35;149.0;-73.0;21.0;60.0;8156.0;0.0;1.0;0.9
1192;Public water boards;2022 2nd quarter;-27;1069;-1096;9290.0;-63.0;27;21.0;-84.0;0.0;-27.0;7958.0;0.0;1.0;0.8
1193;Public water boards;2022 3rd quarter;-178;971;-1149;9217.0;-73.0;178;-180.0;-40.0;0.0;-31.0;8078.0;0.0;1.0;0.8
1194;Public water boards;2022 4th quarter;31;1139;-1108;9373.0;156.0;-31;105.0;82.0;0.0;0.0;8161.0;0.0;0.9;0.8
1195;Public water boards;2022;-209;4131;-4340;9373.0;212.0;209;95.0;-115.0;21.0;2.0;8161.0;0.0;0.9;0.8
1196;Public water boards;2023 1st quarter;-198;997;-1195;9423.0;50.0;198;25.0;-168.0;0.0;-5.0;8375.0;0.0;0.9;0.8
1197;Public water boards;2023 2nd quarter;-150;1111;-1261;9320.0;-103.0;150;-172.0;-59.0;0.0;-22.0;8116.0;0.0;0.9;0.8
1198;Public water boards;2023 3rd quarter;-168;1090;-1258;9405.0;85.0;168;-70.0;-25.0;0.0;12.0;8236.0;0.0;0.9;0.8
1199;Public water boards;2023 4th quarter;-9;1248;-1257;9728.0;323.0;9;151.0;149.0;0.0;14.0;8644.0;0.0;0.9;0.8
1200;Public water boards;2023;-525;4446;-4971;9728.0;355.0;525;-66.0;-103.0;0.0;-1.0;8644.0;0.0;0.9;0.8
1201;Public water boards;2024 1st quarter;-185;1148;-1333;9978.0;250.0;185;71.0;-6.0;0.0;0.0;9062.0;0.0;0.9;0.8
1202;Public water boards;2024 2nd quarter;-142;1256;-1398;9818.0;-160.0;142;-111.0;-191.0;0.0;0.0;8776.0;0.0;0.9;0.8
1203;Public water boards;2024 3rd quarter;-94;1269;-1363;9913.0;95.0;94;-298.0;299.0;0.0;0.0;8876.0;0.0;0.9;0.8
1204;Public water boards;2024 4th quarter;-146;1277;-1423;10065.0;152.0;146;108.0;-102.0;0.0;0.0;9151.0;0.0;0.9;0.8
1205;Public water boards;2024;-567;4950;-5517;10065.0;337.0;567;-230.0;0.0;0.0;0.0;9151.0;0.0;0.9;0.8
1206;Other local government;1995;-112;17879;-17991;;;112;;;;;;0.0;;
1207;Other local government;1996;275;18418;-18143;;;-275;;;;;;0.1;;
1208;Other local government;1997;68;19521;-19453;;;-68;;;;;;0.0;;
1209;Other local government;1998;-37;20284;-20321;;;37;;;;;;0.0;;
1210;Other local government;1999 1st quarter;921;5708;-4787;;;-921;;;;;;;;
1211;Other local government;1999 2nd quarter;-1837;4034;-5871;;;1837;;;;;;;;
1212;Other local government;1999 3rd quarter;456;5480;-5024;;;-456;;;;;;;;
1213;Other local government;1999 4th quarter;208;6074;-5866;;;-208;;;;;;-0.1;;
1214;Other local government;1999;-252;21296;-21548;;;252;;;;;;-0.1;;
1215;Other local government;2000 1st quarter;169;5178;-5009;;;-169;;;;;;-0.2;;
1216;Other local government;2000 2nd quarter;-136;6052;-6188;;;136;;;;;;0.2;;
1217;Other local government;2000 3rd quarter;-93;5144;-5237;;;93;;;;;;0.0;;
1218;Other local government;2000 4th quarter;-11;6150;-6161;;;11;;;;;;0.0;;
1219;Other local government;2000;-71;22524;-22595;;;71;;;;;;0.0;;
1220;Other local government;2001 1st quarter;355;5693;-5338;;;-355;;;;;;0.0;;
1221;Other local government;2001 2nd quarter;-313;6295;-6608;;;313;;;;;;0.0;;
1222;Other local government;2001 3rd quarter;155;5642;-5487;;;-155;;;;;;0.0;;
1223;Other local government;2001 4th quarter;-337;6133;-6470;;;337;;;;;;0.0;;
1224;Other local government;2001;-140;23763;-23903;;;140;;;;;;0.0;;
1225;Other local government;2002 1st quarter;460;6142;-5682;;;-460;;;;;;0.0;;
1226;Other local government;2002 2nd quarter;-235;6766;-7001;;;235;;;;;;0.0;;
1227;Other local government;2002 3rd quarter;244;6078;-5834;;;-244;;;;;;0.0;;
1228;Other local government;2002 4th quarter;-576;6324;-6900;;;576;;;;;;0.0;;
1229;Other local government;2002;-107;25310;-25417;;;107;;;;;;0.0;;
1230;Other local government;2003 1st quarter;611;6728;-6117;;;-611;;;;;;0.0;;
1231;Other local government;2003 2nd quarter;-264;7224;-7488;;;264;;;;;;0.0;;
1232;Other local government;2003 3rd quarter;305;6580;-6275;;;-305;;;;;;0.0;;
1233;Other local government;2003 4th quarter;-941;6432;-7373;;;941;;;;;;-0.1;;
1234;Other local government;2003;-289;26964;-27253;;;289;;;;;;-0.1;;
1235;Other local government;2004 1st quarter;1058;7489;-6431;;;-1058;;;;;;0.0;;
1236;Other local government;2004 2nd quarter;-155;7643;-7798;;;155;;;;;;0.1;;
1237;Other local government;2004 3rd quarter;51;6597;-6546;;;-51;;;;;;0.0;;
1238;Other local government;2004 4th quarter;-958;6699;-7657;;;958;;;;;;0.0;;
1239;Other local government;2004;-4;28428;-28432;;;4;;;;;;0.0;;
1240;Other local government;2005 1st quarter;617;7314;-6697;;;-617;;;;;;-0.1;;
1241;Other local government;2005 2nd quarter;-633;7344;-7977;;;633;;;;;;-0.2;;
1242;Other local government;2005 3rd quarter;540;7299;-6759;;;-540;;;;;;-0.1;;
1243;Other local government;2005 4th quarter;-536;7393;-7929;;;536;;;;;;0.0;;
1244;Other local government;2005;-12;29350;-29362;;;12;;;;;;0.0;;
1245;Other local government;2006 1st quarter;500;7564;-7064;;;-500;;;;;;0.0;;
1246;Other local government;2006 2nd quarter;-775;7588;-8363;;;775;;;;;;0.0;;
1247;Other local government;2006 3rd quarter;374;7555;-7181;;;-374;;;;;;-0.1;;
1248;Other local government;2006 4th quarter;-758;7609;-8367;;;758;;;;;;-0.1;;
1249;Other local government;2006;-659;30316;-30975;;;659;;;;;;-0.1;;
1250;Other local government;2007 1st quarter;487;8037;-7550;;;-487;;;;;;-0.1;;
1251;Other local government;2007 2nd quarter;-852;8054;-8906;;;852;;;;;;-0.1;;
1252;Other local government;2007 3rd quarter;416;8036;-7620;;;-416;;;;;;-0.1;;
1253;Other local government;2007 4th quarter;-797;8125;-8922;;;797;;;;;;-0.1;;
1254;Other local government;2007;-746;32252;-32998;;;746;;;;;;-0.1;;
1255;Other local government;2008 1st quarter;82;8143;-8061;5566.0;305.0;-82;312.0;-74.0;3.0;146.0;4690.0;-0.2;0.9;0.7
1256;Other local government;2008 2nd quarter;-224;9348;-9572;5740.0;174.0;224;37.0;-192.0;3.0;102.0;4817.0;-0.1;0.9;0.8
1257;Other local government;2008 3rd quarter;-178;7885;-8063;5903.0;163.0;178;-320.0;198.0;1.0;106.0;4980.0;-0.2;0.9;0.8
