ID;GeboortelandGroep;Geslacht;JaarVanVestigingInNederland;Perioden;TotaalNietNederlandseImmigranten_1;WerknemersZelfstandigen_2;WerkloosheidsOfBijstandsuitkering_3;ArbeidsongeschiktheidsOverigeUitkering_4;OverigeNietNederlandseImmigranten_5
2573;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 2000;2002;100.0;64.0;1.0;1.0;34.0
2574;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 2000;2003;100.0;62.0;2.0;1.0;35.0
2575;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 2001;1999;;;;;
2576;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 2001;2000;;;;;
2577;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 2001;2001;100.0;69.0;0.0;0.0;30.0
2578;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 2001;2002;100.0;68.0;1.0;1.0;31.0
2579;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 2001;2003;100.0;63.0;1.0;1.0;35.0
2580;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 2002;1999;;;;;
2581;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 2002;2000;;;;;
2582;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 2002;2001;;;;;
2583;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 2002;2002;100.0;68.0;1.0;1.0;31.0
2584;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 2002;2003;100.0;66.0;1.0;1.0;32.0
2585;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 2003;1999;;;;;
2586;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 2003;2000;;;;;
2587;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 2003;2001;;;;;
2588;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 2003;2002;;;;;
2589;Verenigd Koninkrijk;Totaal mannen en vrouwen;Vestigingsjaar 2003;2003;100.0;66.0;1.0;1.0;32.0
2590;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1990;1999;100.0;78.0;3.0;4.0;15.0
2591;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1990;2000;100.0;80.0;3.0;4.0;13.0
2592;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1990;2001;100.0;80.0;2.0;5.0;14.0
2593;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1990;2002;100.0;77.0;4.0;6.0;13.0
2594;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1990;2003;100.0;73.0;8.0;6.0;13.0
2595;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1991;1999;100.0;74.0;6.0;4.0;16.0
2596;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1991;2000;100.0;75.0;6.0;5.0;15.0
2597;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1991;2001;100.0;76.0;4.0;6.0;15.0
2598;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1991;2002;100.0;75.0;3.0;6.0;16.0
2599;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1991;2003;100.0;72.0;5.0;7.0;16.0
2600;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1992;1999;100.0;73.0;5.0;2.0;19.0
2601;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1992;2000;100.0;76.0;4.0;3.0;18.0
2602;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1992;2001;100.0;77.0;3.0;3.0;17.0
2603;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1992;2002;100.0;77.0;4.0;3.0;15.0
2604;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1992;2003;100.0;74.0;5.0;5.0;16.0
2605;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1993;1999;100.0;76.0;4.0;2.0;18.0
2606;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1993;2000;100.0;77.0;4.0;3.0;16.0
2607;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1993;2001;100.0;76.0;4.0;4.0;17.0
2608;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1993;2002;100.0;76.0;3.0;5.0;15.0
2609;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1993;2003;100.0;73.0;5.0;5.0;16.0
2610;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1994;1999;100.0;73.0;3.0;2.0;23.0
2611;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1994;2000;100.0;74.0;3.0;2.0;21.0
2612;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1994;2001;100.0;73.0;3.0;3.0;20.0
2613;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1994;2002;100.0;72.0;4.0;4.0;21.0
2614;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1994;2003;100.0;69.0;6.0;5.0;20.0
2615;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1995;1999;100.0;74.0;3.0;1.0;21.0
2616;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1995;2000;100.0;74.0;3.0;2.0;21.0
2617;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1995;2001;100.0;75.0;3.0;2.0;20.0
2618;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1995;2002;100.0;72.0;4.0;3.0;21.0
2619;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1995;2003;100.0;71.0;6.0;4.0;20.0
2620;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1996;1999;100.0;68.0;2.0;2.0;28.0
2621;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1996;2000;100.0;70.0;3.0;2.0;25.0
2622;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1996;2001;100.0;69.0;3.0;2.0;26.0
2623;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1996;2002;100.0;69.0;3.0;3.0;25.0
2624;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1996;2003;100.0;68.0;4.0;3.0;25.0
2625;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1997;1999;100.0;69.0;2.0;1.0;28.0
2626;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1997;2000;100.0;68.0;2.0;1.0;28.0
2627;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1997;2001;100.0;69.0;2.0;2.0;28.0
2628;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1997;2002;100.0;67.0;3.0;2.0;29.0
2629;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1997;2003;100.0;66.0;4.0;2.0;27.0
2630;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1998;1999;100.0;74.0;1.0;1.0;24.0
2631;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1998;2000;100.0;70.0;1.0;1.0;28.0
2632;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1998;2001;100.0;69.0;2.0;1.0;29.0
2633;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1998;2002;100.0;67.0;3.0;1.0;29.0
2634;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1998;2003;100.0;65.0;3.0;2.0;30.0
2635;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1999;1999;100.0;76.0;0.0;0.0;23.0
2636;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1999;2000;100.0;77.0;1.0;0.0;22.0
2637;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1999;2001;100.0;72.0;1.0;1.0;26.0
2638;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1999;2002;100.0;67.0;2.0;1.0;29.0
2639;Verenigd Koninkrijk;Mannen;Vestigingsjaar 1999;2003;100.0;68.0;3.0;2.0;27.0
2640;Verenigd Koninkrijk;Mannen;Vestigingsjaar 2000;1999;;;;;
2641;Verenigd Koninkrijk;Mannen;Vestigingsjaar 2000;2000;100.0;75.0;0.0;0.0;24.0
2642;Verenigd Koninkrijk;Mannen;Vestigingsjaar 2000;2001;100.0;78.0;1.0;1.0;21.0
2643;Verenigd Koninkrijk;Mannen;Vestigingsjaar 2000;2002;100.0;70.0;1.0;1.0;27.0
2644;Verenigd Koninkrijk;Mannen;Vestigingsjaar 2000;2003;100.0;68.0;2.0;1.0;29.0
2645;Verenigd Koninkrijk;Mannen;Vestigingsjaar 2001;1999;;;;;
2646;Verenigd Koninkrijk;Mannen;Vestigingsjaar 2001;2000;;;;;
2647;Verenigd Koninkrijk;Mannen;Vestigingsjaar 2001;2001;100.0;78.0;0.0;0.0;22.0
2648;Verenigd Koninkrijk;Mannen;Vestigingsjaar 2001;2002;100.0;75.0;1.0;1.0;23.0
2649;Verenigd Koninkrijk;Mannen;Vestigingsjaar 2001;2003;100.0;69.0;1.0;1.0;29.0
2650;Verenigd Koninkrijk;Mannen;Vestigingsjaar 2002;1999;;;;;
2651;Verenigd Koninkrijk;Mannen;Vestigingsjaar 2002;2000;;;;;
2652;Verenigd Koninkrijk;Mannen;Vestigingsjaar 2002;2001;;;;;
2653;Verenigd Koninkrijk;Mannen;Vestigingsjaar 2002;2002;100.0;77.0;1.0;1.0;22.0
2654;Verenigd Koninkrijk;Mannen;Vestigingsjaar 2002;2003;100.0;74.0;1.0;1.0;24.0
2655;Verenigd Koninkrijk;Mannen;Vestigingsjaar 2003;1999;;;;;
2656;Verenigd Koninkrijk;Mannen;Vestigingsjaar 2003;2000;;;;;
2657;Verenigd Koninkrijk;Mannen;Vestigingsjaar 2003;2001;;;;;
2658;Verenigd Koninkrijk;Mannen;Vestigingsjaar 2003;2002;;;;;
2659;Verenigd Koninkrijk;Mannen;Vestigingsjaar 2003;2003;100.0;75.0;1.0;1.0;23.0
2660;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1990;1999;100.0;52.0;7.0;3.0;38.0
2661;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1990;2000;100.0;55.0;5.0;4.0;35.0
2662;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1990;2001;100.0;58.0;4.0;5.0;33.0
2663;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1990;2002;100.0;60.0;5.0;4.0;31.0
2664;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1990;2003;100.0;57.0;5.0;6.0;32.0
2665;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1991;1999;100.0;50.0;6.0;3.0;41.0
2666;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1991;2000;100.0;54.0;5.0;4.0;37.0
2667;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1991;2001;100.0;60.0;4.0;4.0;32.0
2668;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1991;2002;100.0;60.0;4.0;4.0;32.0
2669;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1991;2003;100.0;57.0;7.0;4.0;32.0
2670;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1992;1999;100.0;51.0;7.0;4.0;38.0
2671;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1992;2000;100.0;54.0;6.0;3.0;36.0
2672;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1992;2001;100.0;58.0;5.0;4.0;33.0
2673;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1992;2002;100.0;56.0;5.0;6.0;33.0
2674;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1992;2003;100.0;59.0;5.0;6.0;30.0
2675;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1993;1999;100.0;52.0;5.0;2.0;40.0
2676;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1993;2000;100.0;52.0;5.0;4.0;39.0
2677;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1993;2001;100.0;54.0;5.0;4.0;37.0
2678;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1993;2002;100.0;56.0;5.0;4.0;34.0
2679;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1993;2003;100.0;56.0;6.0;5.0;34.0
2680;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1994;1999;100.0;52.0;4.0;1.0;43.0
2681;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1994;2000;100.0;56.0;3.0;3.0;38.0
2682;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1994;2001;100.0;59.0;2.0;3.0;37.0
2683;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1994;2002;100.0;58.0;3.0;3.0;36.0
2684;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1994;2003;100.0;59.0;4.0;3.0;33.0
2685;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1995;1999;100.0;47.0;4.0;2.0;47.0
2686;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1995;2000;100.0;49.0;5.0;2.0;44.0
2687;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1995;2001;100.0;52.0;4.0;2.0;41.0
2688;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1995;2002;100.0;53.0;5.0;2.0;40.0
2689;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1995;2003;100.0;55.0;5.0;3.0;37.0
2690;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1996;1999;100.0;44.0;4.0;1.0;51.0
2691;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1996;2000;100.0;48.0;3.0;3.0;46.0
2692;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1996;2001;100.0;51.0;3.0;3.0;43.0
2693;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1996;2002;100.0;52.0;4.0;3.0;40.0
2694;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1996;2003;100.0;53.0;4.0;4.0;39.0
2695;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1997;1999;100.0;47.0;2.0;1.0;50.0
2696;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1997;2000;100.0;49.0;1.0;1.0;49.0
2697;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1997;2001;100.0;51.0;2.0;1.0;46.0
2698;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1997;2002;100.0;49.0;3.0;2.0;46.0
2699;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1997;2003;100.0;50.0;3.0;2.0;46.0
2700;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1998;1999;100.0;49.0;1.0;0.0;49.0
2701;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1998;2000;100.0;48.0;2.0;1.0;49.0
2702;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1998;2001;100.0;48.0;2.0;1.0;49.0
2703;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1998;2002;100.0;47.0;3.0;1.0;48.0
2704;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1998;2003;100.0;48.0;4.0;2.0;46.0
2705;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1999;1999;100.0;52.0;1.0;0.0;47.0
2706;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1999;2000;100.0;57.0;1.0;1.0;42.0
2707;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1999;2001;100.0;54.0;1.0;1.0;44.0
2708;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1999;2002;100.0;52.0;2.0;1.0;44.0
2709;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 1999;2003;100.0;53.0;2.0;1.0;44.0
2710;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 2000;1999;;;;;
2711;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 2000;2000;100.0;53.0;1.0;0.0;46.0
2712;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 2000;2001;100.0;57.0;1.0;1.0;42.0
2713;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 2000;2002;100.0;52.0;1.0;1.0;46.0
2714;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 2000;2003;100.0;51.0;2.0;1.0;46.0
2715;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 2001;1999;;;;;
2716;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 2001;2000;;;;;
2717;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 2001;2001;100.0;53.0;0.0;0.0;46.0
2718;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 2001;2002;100.0;54.0;1.0;1.0;44.0
2719;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 2001;2003;100.0;51.0;1.0;1.0;46.0
2720;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 2002;1999;;;;;
2721;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 2002;2000;;;;;
2722;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 2002;2001;;;;;
2723;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 2002;2002;100.0;52.0;1.0;0.0;47.0
2724;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 2002;2003;100.0;53.0;1.0;0.0;45.0
2725;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 2003;1999;;;;;
2726;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 2003;2000;;;;;
2727;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 2003;2001;;;;;
2728;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 2003;2002;;;;;
2729;Verenigd Koninkrijk;Vrouwen;Vestigingsjaar 2003;2003;100.0;51.0;1.0;1.0;48.0
2730;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1990;1999;100.0;59.0;4.0;4.0;32.0
2731;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1990;2000;100.0;64.0;2.0;5.0;29.0
2732;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1990;2001;100.0;62.0;4.0;6.0;29.0
2733;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1990;2002;100.0;60.0;4.0;7.0;29.0
2734;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1990;2003;100.0;57.0;4.0;7.0;31.0
2735;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1991;1999;100.0;60.0;3.0;2.0;35.0
2736;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1991;2000;100.0;60.0;4.0;3.0;33.0
2737;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1991;2001;100.0;62.0;3.0;3.0;32.0
2738;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1991;2002;100.0;59.0;3.0;3.0;35.0
2739;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1991;2003;100.0;66.0;3.0;3.0;27.0
2740;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1992;1999;100.0;59.0;3.0;2.0;35.0
2741;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1992;2000;100.0;60.0;3.0;2.0;35.0
2742;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1992;2001;100.0;63.0;4.0;3.0;31.0
2743;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1992;2002;100.0;62.0;4.0;3.0;32.0
2744;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1992;2003;100.0;64.0;5.0;3.0;28.0
2745;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1993;1999;100.0;56.0;3.0;1.0;40.0
2746;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1993;2000;100.0;54.0;3.0;1.0;41.0
2747;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1993;2001;100.0;57.0;4.0;2.0;37.0
2748;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1993;2002;100.0;58.0;4.0;3.0;36.0
2749;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1993;2003;100.0;58.0;6.0;3.0;33.0
2750;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1994;1999;100.0;54.0;2.0;1.0;43.0
2751;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1994;2000;100.0;55.0;2.0;2.0;41.0
2752;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1994;2001;100.0;56.0;2.0;3.0;39.0
2753;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1994;2002;100.0;55.0;3.0;2.0;40.0
2754;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1994;2003;100.0;54.0;3.0;2.0;41.0
2755;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1995;1999;100.0;53.0;1.0;1.0;45.0
2756;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1995;2000;100.0;54.0;1.0;1.0;44.0
2757;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1995;2001;100.0;58.0;2.0;1.0;39.0
2758;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1995;2002;100.0;57.0;2.0;2.0;39.0
2759;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1995;2003;100.0;55.0;3.0;3.0;39.0
2760;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1996;1999;100.0;44.0;1.0;1.0;55.0
2761;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1996;2000;100.0;45.0;0.0;1.0;54.0
2762;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1996;2001;100.0;45.0;1.0;1.0;53.0
2763;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1996;2002;100.0;46.0;2.0;2.0;50.0
2764;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1996;2003;100.0;45.0;5.0;3.0;48.0
2765;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1997;1999;100.0;41.0;1.0;0.0;59.0
2766;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1997;2000;100.0;41.0;0.0;0.0;58.0
2767;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1997;2001;100.0;43.0;1.0;1.0;55.0
2768;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1997;2002;100.0;46.0;2.0;1.0;52.0
2769;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1997;2003;100.0;44.0;4.0;1.0;51.0
2770;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1998;1999;100.0;44.0;1.0;0.0;56.0
2771;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1998;2000;100.0;45.0;1.0;0.0;54.0
2772;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1998;2001;100.0;45.0;1.0;1.0;53.0
2773;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1998;2002;100.0;44.0;2.0;0.0;54.0
2774;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1998;2003;100.0;46.0;2.0;1.0;51.0
2775;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1999;1999;100.0;35.0;0.0;0.0;64.0
2776;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1999;2000;100.0;45.0;0.0;0.0;54.0
2777;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1999;2001;100.0;43.0;0.0;0.0;56.0
2778;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1999;2002;100.0;42.0;1.0;1.0;56.0
2779;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 1999;2003;100.0;42.0;1.0;1.0;56.0
2780;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 2000;1999;;;;;
2781;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 2000;2000;100.0;36.0;0.0;0.0;63.0
2782;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 2000;2001;100.0;46.0;1.0;1.0;53.0
2783;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 2000;2002;100.0;44.0;1.0;1.0;54.0
2784;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 2000;2003;100.0;42.0;1.0;1.0;56.0
2785;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 2001;1999;;;;;
2786;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 2001;2000;;;;;
2787;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 2001;2001;100.0;37.0;0.0;0.0;62.0
2788;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 2001;2002;100.0;43.0;1.0;0.0;56.0
2789;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 2001;2003;100.0;41.0;1.0;0.0;58.0
2790;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 2002;1999;;;;;
2791;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 2002;2000;;;;;
2792;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 2002;2001;;;;;
2793;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 2002;2002;100.0;35.0;0.0;0.0;65.0
2794;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 2002;2003;100.0;42.0;1.0;0.0;57.0
2795;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 2003;1999;;;;;
2796;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 2003;2000;;;;;
2797;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 2003;2001;;;;;
2798;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 2003;2002;;;;;
2799;Verenigde Staten;Totaal mannen en vrouwen;Vestigingsjaar 2003;2003;100.0;36.0;0.0;0.0;63.0
2800;Verenigde Staten;Mannen;Vestigingsjaar 1990;1999;100.0;;;;
2801;Verenigde Staten;Mannen;Vestigingsjaar 1990;2000;100.0;;;;
2802;Verenigde Staten;Mannen;Vestigingsjaar 1990;2001;100.0;;;;
2803;Verenigde Staten;Mannen;Vestigingsjaar 1990;2002;100.0;;;;
2804;Verenigde Staten;Mannen;Vestigingsjaar 1990;2003;100.0;;;;
2805;Verenigde Staten;Mannen;Vestigingsjaar 1991;1999;100.0;;;;
2806;Verenigde Staten;Mannen;Vestigingsjaar 1991;2000;100.0;;;;
2807;Verenigde Staten;Mannen;Vestigingsjaar 1991;2001;100.0;;;;
2808;Verenigde Staten;Mannen;Vestigingsjaar 1991;2002;100.0;;;;
2809;Verenigde Staten;Mannen;Vestigingsjaar 1991;2003;100.0;;;;
2810;Verenigde Staten;Mannen;Vestigingsjaar 1992;1999;100.0;69.0;5.0;1.0;25.0
2811;Verenigde Staten;Mannen;Vestigingsjaar 1992;2000;100.0;70.0;4.0;2.0;25.0
2812;Verenigde Staten;Mannen;Vestigingsjaar 1992;2001;100.0;73.0;3.0;2.0;23.0
2813;Verenigde Staten;Mannen;Vestigingsjaar 1992;2002;100.0;72.0;3.0;1.0;24.0
2814;Verenigde Staten;Mannen;Vestigingsjaar 1992;2003;100.0;74.0;4.0;1.0;21.0
2815;Verenigde Staten;Mannen;Vestigingsjaar 1993;1999;100.0;64.0;4.0;1.0;31.0
2816;Verenigde Staten;Mannen;Vestigingsjaar 1993;2000;100.0;62.0;5.0;1.0;32.0
2817;Verenigde Staten;Mannen;Vestigingsjaar 1993;2001;100.0;65.0;6.0;3.0;26.0
