ID;Geslacht;TypeZelfstandigeOpStopmoment;SociaaleconomischePositieBijUitstroom;Persoonskenmerken;BedrijfstakkenBranchesSBI2008;Perioden;StoppendeZelfstandigen_1
1726;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;I Horeca;2014;1.3
1727;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;I Horeca;2015;1.4
1728;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;I Horeca;2016;1.3
1729;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;I Horeca;2017;1.4
1730;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;J Informatie en communicatie;2008;0.6
1731;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;J Informatie en communicatie;2009;0.7
1732;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;J Informatie en communicatie;2010;0.9
1733;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;J Informatie en communicatie;2011;0.8
1734;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;J Informatie en communicatie;2012;1.0
1735;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;J Informatie en communicatie;2013;1.1
1736;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;J Informatie en communicatie;2014;1.0
1737;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;J Informatie en communicatie;2015;1.1
1738;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;J Informatie en communicatie;2016;1.3
1739;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;J Informatie en communicatie;2017;1.3
1740;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;K Financiële dienstverlening;2008;1.2
1741;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;K Financiële dienstverlening;2009;1.2
1742;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;K Financiële dienstverlening;2010;1.2
1743;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;K Financiële dienstverlening;2011;1.0
1744;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;K Financiële dienstverlening;2012;1.2
1745;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;K Financiële dienstverlening;2013;1.3
1746;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;K Financiële dienstverlening;2014;1.2
1747;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;K Financiële dienstverlening;2015;1.6
1748;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;K Financiële dienstverlening;2016;1.1
1749;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;K Financiële dienstverlening;2017;1.1
1750;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;L Verhuur en handel van onroerend goed;2008;0.3
1751;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;L Verhuur en handel van onroerend goed;2009;0.3
1752;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;L Verhuur en handel van onroerend goed;2010;0.3
1753;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;L Verhuur en handel van onroerend goed;2011;0.3
1754;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;L Verhuur en handel van onroerend goed;2012;0.3
1755;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;L Verhuur en handel van onroerend goed;2013;0.3
1756;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;L Verhuur en handel van onroerend goed;2014;0.3
1757;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;L Verhuur en handel van onroerend goed;2015;0.2
1758;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;L Verhuur en handel van onroerend goed;2016;0.2
1759;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;L Verhuur en handel van onroerend goed;2017;0.2
1760;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;M Specialistische zakelijke diensten;2008;2.6
1761;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;M Specialistische zakelijke diensten;2009;2.7
1762;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;M Specialistische zakelijke diensten;2010;2.8
1763;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;M Specialistische zakelijke diensten;2011;3.0
1764;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;M Specialistische zakelijke diensten;2012;3.7
1765;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;M Specialistische zakelijke diensten;2013;4.2
1766;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;M Specialistische zakelijke diensten;2014;3.9
1767;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;M Specialistische zakelijke diensten;2015;4.2
1768;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;M Specialistische zakelijke diensten;2016;4.6
1769;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;M Specialistische zakelijke diensten;2017;4.8
1770;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;N Verhuur en overige zakelijke diensten;2008;1.0
1771;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;N Verhuur en overige zakelijke diensten;2009;1.2
1772;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;N Verhuur en overige zakelijke diensten;2010;1.1
1773;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;N Verhuur en overige zakelijke diensten;2011;1.2
1774;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;N Verhuur en overige zakelijke diensten;2012;1.4
1775;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;N Verhuur en overige zakelijke diensten;2013;1.5
1776;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;N Verhuur en overige zakelijke diensten;2014;1.6
1777;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;N Verhuur en overige zakelijke diensten;2015;1.6
1778;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;N Verhuur en overige zakelijke diensten;2016;1.6
1779;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;N Verhuur en overige zakelijke diensten;2017;1.6
1780;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;O Openbaar bestuur en overheidsdiensten;2008;0.8
1781;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;O Openbaar bestuur en overheidsdiensten;2009;0.3
1782;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;O Openbaar bestuur en overheidsdiensten;2010;0.5
1783;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;O Openbaar bestuur en overheidsdiensten;2011;0.8
1784;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;O Openbaar bestuur en overheidsdiensten;2012;0.6
1785;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;O Openbaar bestuur en overheidsdiensten;2013;1.0
1786;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;O Openbaar bestuur en overheidsdiensten;2014;0.3
1787;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;O Openbaar bestuur en overheidsdiensten;2015;0.8
1788;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;O Openbaar bestuur en overheidsdiensten;2016;0.7
1789;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;O Openbaar bestuur en overheidsdiensten;2017;0.4
1790;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;P Onderwijs;2008;1.2
1791;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;P Onderwijs;2009;1.3
1792;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;P Onderwijs;2010;1.4
1793;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;P Onderwijs;2011;1.5
1794;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;P Onderwijs;2012;1.7
1795;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;P Onderwijs;2013;1.8
1796;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;P Onderwijs;2014;1.8
1797;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;P Onderwijs;2015;2.0
1798;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;P Onderwijs;2016;2.0
1799;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;P Onderwijs;2017;2.2
1800;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;Q Gezondheids- en welzijnszorg;2008;3.8
1801;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;Q Gezondheids- en welzijnszorg;2009;5.3
1802;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;Q Gezondheids- en welzijnszorg;2010;10.9
1803;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;Q Gezondheids- en welzijnszorg;2011;4.7
1804;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;Q Gezondheids- en welzijnszorg;2012;4.7
1805;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;Q Gezondheids- en welzijnszorg;2013;5.0
1806;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;Q Gezondheids- en welzijnszorg;2014;6.6
1807;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;Q Gezondheids- en welzijnszorg;2015;8.2
1808;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;Q Gezondheids- en welzijnszorg;2016;7.3
1809;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;Q Gezondheids- en welzijnszorg;2017;6.9
1810;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;R Cultuur, sport en recreatie;2008;0.6
1811;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;R Cultuur, sport en recreatie;2009;0.6
1812;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;R Cultuur, sport en recreatie;2010;0.6
1813;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;R Cultuur, sport en recreatie;2011;0.7
1814;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;R Cultuur, sport en recreatie;2012;0.9
1815;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;R Cultuur, sport en recreatie;2013;1.0
1816;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;R Cultuur, sport en recreatie;2014;0.9
1817;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;R Cultuur, sport en recreatie;2015;0.9
1818;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;R Cultuur, sport en recreatie;2016;1.0
1819;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;R Cultuur, sport en recreatie;2017;1.0
1820;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;S Overige dienstverlening;2008;0.6
1821;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;S Overige dienstverlening;2009;0.7
1822;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;S Overige dienstverlening;2010;0.7
1823;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;S Overige dienstverlening;2011;0.7
1824;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;S Overige dienstverlening;2012;0.9
1825;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;S Overige dienstverlening;2013;1.0
1826;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;S Overige dienstverlening;2014;1.0
1827;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;S Overige dienstverlening;2015;1.0
1828;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;S Overige dienstverlening;2016;1.1
1829;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;S Overige dienstverlening;2017;1.2
1830;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;T Huishoudens;2008;0.0
1831;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;T Huishoudens;2009;0.0
1832;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;T Huishoudens;2010;0.0
1833;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;T Huishoudens;2011;0.0
1834;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;T Huishoudens;2012;0.0
1835;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;T Huishoudens;2013;0.0
1836;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;T Huishoudens;2014;0.0
1837;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;T Huishoudens;2015;0.0
1838;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;T Huishoudens;2016;0.0
1839;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;T Huishoudens;2017;0.0
1840;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;U Extraterritoriale organisaties;2008;0.0
1841;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;U Extraterritoriale organisaties;2009;0.0
1842;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;U Extraterritoriale organisaties;2010;0.0
1843;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;U Extraterritoriale organisaties;2011;0.0
1844;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;U Extraterritoriale organisaties;2012;0.0
1845;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;U Extraterritoriale organisaties;2013;0.0
1846;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;U Extraterritoriale organisaties;2014;0.0
1847;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;U Extraterritoriale organisaties;2015;0.0
1848;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;U Extraterritoriale organisaties;2016;0.0
1849;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;U Extraterritoriale organisaties;2017;0.0
1850;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;SBI-code onbekend;2008;17.2
1851;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;SBI-code onbekend;2009;17.8
1852;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;SBI-code onbekend;2010;22.1
1853;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;SBI-code onbekend;2011;15.1
1854;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;SBI-code onbekend;2012;13.5
1855;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;SBI-code onbekend;2013;12.5
1856;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;SBI-code onbekend;2014;12.5
1857;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;SBI-code onbekend;2015;10.6
1858;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;SBI-code onbekend;2016;9.6
1859;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;SBI-code onbekend;2017;9.0
1860;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;A-U Alle economische activiteiten;2008;71.5
1861;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;A-U Alle economische activiteiten;2009;78.1
1862;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;A-U Alle economische activiteiten;2010;98.1
1863;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;A-U Alle economische activiteiten;2011;72.7
1864;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;A-U Alle economische activiteiten;2012;77.5
1865;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;A-U Alle economische activiteiten;2013;80.5
1866;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;A-U Alle economische activiteiten;2014;76.2
1867;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;A-U Alle economische activiteiten;2015;77.4
1868;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;A-U Alle economische activiteiten;2016;73.0
1869;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;A-U Alle economische activiteiten;2017;70.5
1870;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B-E Nijverheid (geen bouw) en energie;2008;1.3
1871;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B-E Nijverheid (geen bouw) en energie;2009;1.3
1872;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B-E Nijverheid (geen bouw) en energie;2010;1.3
1873;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B-E Nijverheid (geen bouw) en energie;2011;1.2
1874;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B-E Nijverheid (geen bouw) en energie;2012;1.6
1875;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B-E Nijverheid (geen bouw) en energie;2013;1.7
1876;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B-E Nijverheid (geen bouw) en energie;2014;1.5
1877;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B-E Nijverheid (geen bouw) en energie;2015;1.5
1878;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B-E Nijverheid (geen bouw) en energie;2016;1.5
1879;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B-E Nijverheid (geen bouw) en energie;2017;1.4
1880;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B-F Nijverheid en energie;2008;3.4
1881;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B-F Nijverheid en energie;2009;3.6
1882;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B-F Nijverheid en energie;2010;3.9
1883;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B-F Nijverheid en energie;2011;3.7
1884;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B-F Nijverheid en energie;2012;5.0
1885;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B-F Nijverheid en energie;2013;5.6
1886;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B-F Nijverheid en energie;2014;4.8
1887;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B-F Nijverheid en energie;2015;4.6
1888;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B-F Nijverheid en energie;2016;4.7
1889;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B-F Nijverheid en energie;2017;4.7
1890;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-I Handel, vervoer en horeca;2008;9.1
1891;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-I Handel, vervoer en horeca;2009;9.5
1892;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-I Handel, vervoer en horeca;2010;7.7
1893;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-I Handel, vervoer en horeca;2011;8.7
1894;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-I Handel, vervoer en horeca;2012;11.5
1895;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-I Handel, vervoer en horeca;2013;12.9
1896;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-I Handel, vervoer en horeca;2014;11.0
1897;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-I Handel, vervoer en horeca;2015;10.7
1898;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-I Handel, vervoer en horeca;2016;10.8
1899;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-I Handel, vervoer en horeca;2017;10.5
1900;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-N Commerciële dienstverlening;2008;19.9
1901;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-N Commerciële dienstverlening;2009;21.4
1902;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-N Commerciële dienstverlening;2010;19.7
1903;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-N Commerciële dienstverlening;2011;20.9
1904;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-N Commerciële dienstverlening;2012;26.6
1905;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-N Commerciële dienstverlening;2013;29.0
1906;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-N Commerciële dienstverlening;2014;26.5
1907;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-N Commerciële dienstverlening;2015;27.4
1908;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-N Commerciële dienstverlening;2016;26.7
1909;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-N Commerciële dienstverlening;2017;26.6
1910;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M-N Zakelijke dienstverlening;2008;6.7
1911;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M-N Zakelijke dienstverlening;2009;7.3
1912;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M-N Zakelijke dienstverlening;2010;7.3
1913;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M-N Zakelijke dienstverlening;2011;7.9
1914;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M-N Zakelijke dienstverlening;2012;9.7
1915;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M-N Zakelijke dienstverlening;2013;10.5
1916;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M-N Zakelijke dienstverlening;2014;10.3
1917;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M-N Zakelijke dienstverlening;2015;10.7
1918;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M-N Zakelijke dienstverlening;2016;10.8
1919;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M-N Zakelijke dienstverlening;2017;11.0
1920;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-Q Overheid en zorg;2008;11.2
1921;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-Q Overheid en zorg;2009;13.9
1922;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-Q Overheid en zorg;2010;27.3
1923;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-Q Overheid en zorg;2011;14.5
