ID;Sex;Age;CausesOfDeath;Periods;Deaths_1
3704;Total male and female;Total;B53 Oth. parasitologically conf. malaria;2004;0
3705;Total male and female;Total;B53 Oth. parasitologically conf. malaria;2005;0
3706;Total male and female;Total;B53 Oth. parasitologically conf. malaria;2006;0
3707;Total male and female;Total;B53 Oth. parasitologically conf. malaria;2007;0
3708;Total male and female;Total;B53 Oth. parasitologically conf. malaria;2008;0
3709;Total male and female;Total;B53 Oth. parasitologically conf. malaria;2009;0
3710;Total male and female;Total;B53 Oth. parasitologically conf. malaria;2010;0
3711;Total male and female;Total;B53 Oth. parasitologically conf. malaria;2011;0
3712;Total male and female;Total;B53 Oth. parasitologically conf. malaria;2012;0
3713;Total male and female;Total;B53 Oth. parasitologically conf. malaria;2013;0
3714;Total male and female;Total;B53 Oth. parasitologically conf. malaria;2014;0
3715;Total male and female;Total;B53 Oth. parasitologically conf. malaria;2015;0
3716;Total male and female;Total;B53 Oth. parasitologically conf. malaria;2016;0
3717;Total male and female;Total;B53 Oth. parasitologically conf. malaria;2017;0
3718;Total male and female;Total;B53 Oth. parasitologically conf. malaria;2018;0
3719;Total male and female;Total;B53 Oth. parasitologically conf. malaria;2019;0
3720;Total male and female;Total;B53 Oth. parasitologically conf. malaria;2020;0
3721;Total male and female;Total;B53 Oth. parasitologically conf. malaria;2021;0
3722;Total male and female;Total;B53 Oth. parasitologically conf. malaria;2022;0
3723;Total male and female;Total;B53 Oth. parasitologically conf. malaria;2023;0
3724;Total male and female;Total;B54 Unspecified malaria;1996;0
3725;Total male and female;Total;B54 Unspecified malaria;1997;1
3726;Total male and female;Total;B54 Unspecified malaria;1998;2
3727;Total male and female;Total;B54 Unspecified malaria;1999;1
3728;Total male and female;Total;B54 Unspecified malaria;2000;0
3729;Total male and female;Total;B54 Unspecified malaria;2001;0
3730;Total male and female;Total;B54 Unspecified malaria;2002;3
3731;Total male and female;Total;B54 Unspecified malaria;2003;0
3732;Total male and female;Total;B54 Unspecified malaria;2004;0
3733;Total male and female;Total;B54 Unspecified malaria;2005;2
3734;Total male and female;Total;B54 Unspecified malaria;2006;1
3735;Total male and female;Total;B54 Unspecified malaria;2007;1
3736;Total male and female;Total;B54 Unspecified malaria;2008;2
3737;Total male and female;Total;B54 Unspecified malaria;2009;0
3738;Total male and female;Total;B54 Unspecified malaria;2010;3
3739;Total male and female;Total;B54 Unspecified malaria;2011;0
3740;Total male and female;Total;B54 Unspecified malaria;2012;0
3741;Total male and female;Total;B54 Unspecified malaria;2013;1
3742;Total male and female;Total;B54 Unspecified malaria;2014;2
3743;Total male and female;Total;B54 Unspecified malaria;2015;0
3744;Total male and female;Total;B54 Unspecified malaria;2016;2
3745;Total male and female;Total;B54 Unspecified malaria;2017;2
3746;Total male and female;Total;B54 Unspecified malaria;2018;0
3747;Total male and female;Total;B54 Unspecified malaria;2019;1
3748;Total male and female;Total;B54 Unspecified malaria;2020;0
3749;Total male and female;Total;B54 Unspecified malaria;2021;0
3750;Total male and female;Total;B54 Unspecified malaria;2022;0
3751;Total male and female;Total;B54 Unspecified malaria;2023;0
3752;Total male and female;Total;B55 Leishmaniasis;1996;0
3753;Total male and female;Total;B55 Leishmaniasis;1997;0
3754;Total male and female;Total;B55 Leishmaniasis;1998;0
3755;Total male and female;Total;B55 Leishmaniasis;1999;0
3756;Total male and female;Total;B55 Leishmaniasis;2000;0
3757;Total male and female;Total;B55 Leishmaniasis;2001;0
3758;Total male and female;Total;B55 Leishmaniasis;2002;0
3759;Total male and female;Total;B55 Leishmaniasis;2003;0
3760;Total male and female;Total;B55 Leishmaniasis;2004;0
3761;Total male and female;Total;B55 Leishmaniasis;2005;0
3762;Total male and female;Total;B55 Leishmaniasis;2006;0
3763;Total male and female;Total;B55 Leishmaniasis;2007;0
3764;Total male and female;Total;B55 Leishmaniasis;2008;0
3765;Total male and female;Total;B55 Leishmaniasis;2009;0
3766;Total male and female;Total;B55 Leishmaniasis;2010;0
3767;Total male and female;Total;B55 Leishmaniasis;2011;0
3768;Total male and female;Total;B55 Leishmaniasis;2012;0
3769;Total male and female;Total;B55 Leishmaniasis;2013;0
3770;Total male and female;Total;B55 Leishmaniasis;2014;0
3771;Total male and female;Total;B55 Leishmaniasis;2015;1
3772;Total male and female;Total;B55 Leishmaniasis;2016;0
3773;Total male and female;Total;B55 Leishmaniasis;2017;0
3774;Total male and female;Total;B55 Leishmaniasis;2018;1
3775;Total male and female;Total;B55 Leishmaniasis;2019;0
3776;Total male and female;Total;B55 Leishmaniasis;2020;0
3777;Total male and female;Total;B55 Leishmaniasis;2021;0
3778;Total male and female;Total;B55 Leishmaniasis;2022;0
3779;Total male and female;Total;B55 Leishmaniasis;2023;1
3780;Total male and female;Total;B56 African trypanosomiasis;1996;0
3781;Total male and female;Total;B56 African trypanosomiasis;1997;0
3782;Total male and female;Total;B56 African trypanosomiasis;1998;0
3783;Total male and female;Total;B56 African trypanosomiasis;1999;0
3784;Total male and female;Total;B56 African trypanosomiasis;2000;0
3785;Total male and female;Total;B56 African trypanosomiasis;2001;1
3786;Total male and female;Total;B56 African trypanosomiasis;2002;0
3787;Total male and female;Total;B56 African trypanosomiasis;2003;0
3788;Total male and female;Total;B56 African trypanosomiasis;2004;0
3789;Total male and female;Total;B56 African trypanosomiasis;2005;0
3790;Total male and female;Total;B56 African trypanosomiasis;2006;0
3791;Total male and female;Total;B56 African trypanosomiasis;2007;0
3792;Total male and female;Total;B56 African trypanosomiasis;2008;0
3793;Total male and female;Total;B56 African trypanosomiasis;2009;0
3794;Total male and female;Total;B56 African trypanosomiasis;2010;0
3795;Total male and female;Total;B56 African trypanosomiasis;2011;0
3796;Total male and female;Total;B56 African trypanosomiasis;2012;0
3797;Total male and female;Total;B56 African trypanosomiasis;2013;0
3798;Total male and female;Total;B56 African trypanosomiasis;2014;0
3799;Total male and female;Total;B56 African trypanosomiasis;2015;0
3800;Total male and female;Total;B56 African trypanosomiasis;2016;0
3801;Total male and female;Total;B56 African trypanosomiasis;2017;0
3802;Total male and female;Total;B56 African trypanosomiasis;2018;0
3803;Total male and female;Total;B56 African trypanosomiasis;2019;0
3804;Total male and female;Total;B56 African trypanosomiasis;2020;0
3805;Total male and female;Total;B56 African trypanosomiasis;2021;0
3806;Total male and female;Total;B56 African trypanosomiasis;2022;0
3807;Total male and female;Total;B56 African trypanosomiasis;2023;0
3808;Total male and female;Total;B57 Chagas' disease;1996;0
3809;Total male and female;Total;B57 Chagas' disease;1997;0
3810;Total male and female;Total;B57 Chagas' disease;1998;0
3811;Total male and female;Total;B57 Chagas' disease;1999;0
3812;Total male and female;Total;B57 Chagas' disease;2000;0
3813;Total male and female;Total;B57 Chagas' disease;2001;0
3814;Total male and female;Total;B57 Chagas' disease;2002;0
3815;Total male and female;Total;B57 Chagas' disease;2003;0
3816;Total male and female;Total;B57 Chagas' disease;2004;0
3817;Total male and female;Total;B57 Chagas' disease;2005;0
3818;Total male and female;Total;B57 Chagas' disease;2006;0
3819;Total male and female;Total;B57 Chagas' disease;2007;0
3820;Total male and female;Total;B57 Chagas' disease;2008;0
3821;Total male and female;Total;B57 Chagas' disease;2009;0
3822;Total male and female;Total;B57 Chagas' disease;2010;0
3823;Total male and female;Total;B57 Chagas' disease;2011;0
3824;Total male and female;Total;B57 Chagas' disease;2012;0
3825;Total male and female;Total;B57 Chagas' disease;2013;0
3826;Total male and female;Total;B57 Chagas' disease;2014;0
3827;Total male and female;Total;B57 Chagas' disease;2015;0
3828;Total male and female;Total;B57 Chagas' disease;2016;0
3829;Total male and female;Total;B57 Chagas' disease;2017;0
3830;Total male and female;Total;B57 Chagas' disease;2018;0
3831;Total male and female;Total;B57 Chagas' disease;2019;0
3832;Total male and female;Total;B57 Chagas' disease;2020;0
3833;Total male and female;Total;B57 Chagas' disease;2021;0
3834;Total male and female;Total;B57 Chagas' disease;2022;0
3835;Total male and female;Total;B57 Chagas' disease;2023;0
3836;Total male and female;Total;B58 Toxoplasmosis;1996;1
3837;Total male and female;Total;B58 Toxoplasmosis;1997;2
3838;Total male and female;Total;B58 Toxoplasmosis;1998;0
3839;Total male and female;Total;B58 Toxoplasmosis;1999;0
3840;Total male and female;Total;B58 Toxoplasmosis;2000;0
3841;Total male and female;Total;B58 Toxoplasmosis;2001;0
3842;Total male and female;Total;B58 Toxoplasmosis;2002;0
3843;Total male and female;Total;B58 Toxoplasmosis;2003;2
3844;Total male and female;Total;B58 Toxoplasmosis;2004;1
3845;Total male and female;Total;B58 Toxoplasmosis;2005;1
3846;Total male and female;Total;B58 Toxoplasmosis;2006;0
3847;Total male and female;Total;B58 Toxoplasmosis;2007;0
3848;Total male and female;Total;B58 Toxoplasmosis;2008;0
3849;Total male and female;Total;B58 Toxoplasmosis;2009;1
3850;Total male and female;Total;B58 Toxoplasmosis;2010;1
3851;Total male and female;Total;B58 Toxoplasmosis;2011;0
3852;Total male and female;Total;B58 Toxoplasmosis;2012;2
3853;Total male and female;Total;B58 Toxoplasmosis;2013;2
3854;Total male and female;Total;B58 Toxoplasmosis;2014;0
3855;Total male and female;Total;B58 Toxoplasmosis;2015;0
3856;Total male and female;Total;B58 Toxoplasmosis;2016;0
3857;Total male and female;Total;B58 Toxoplasmosis;2017;0
3858;Total male and female;Total;B58 Toxoplasmosis;2018;0
3859;Total male and female;Total;B58 Toxoplasmosis;2019;2
3860;Total male and female;Total;B58 Toxoplasmosis;2020;2
3861;Total male and female;Total;B58 Toxoplasmosis;2021;0
3862;Total male and female;Total;B58 Toxoplasmosis;2022;3
3863;Total male and female;Total;B58 Toxoplasmosis;2023;0
3864;Total male and female;Total;B59 Pneumocystosis;1996;2
3865;Total male and female;Total;B59 Pneumocystosis;1997;0
3866;Total male and female;Total;B59 Pneumocystosis;1998;2
3867;Total male and female;Total;B59 Pneumocystosis;1999;2
3868;Total male and female;Total;B59 Pneumocystosis;2000;2
3869;Total male and female;Total;B59 Pneumocystosis;2001;2
3870;Total male and female;Total;B59 Pneumocystosis;2002;3
3871;Total male and female;Total;B59 Pneumocystosis;2003;4
3872;Total male and female;Total;B59 Pneumocystosis;2004;1
3873;Total male and female;Total;B59 Pneumocystosis;2005;4
3874;Total male and female;Total;B59 Pneumocystosis;2006;8
3875;Total male and female;Total;B59 Pneumocystosis;2007;7
3876;Total male and female;Total;B59 Pneumocystosis;2008;3
3877;Total male and female;Total;B59 Pneumocystosis;2009;3
3878;Total male and female;Total;B59 Pneumocystosis;2010;3
3879;Total male and female;Total;B59 Pneumocystosis;2011;4
3880;Total male and female;Total;B59 Pneumocystosis;2012;9
3881;Total male and female;Total;B59 Pneumocystosis;2013;8
3882;Total male and female;Total;B59 Pneumocystosis;2014;10
3883;Total male and female;Total;B59 Pneumocystosis;2015;6
3884;Total male and female;Total;B59 Pneumocystosis;2016;7
3885;Total male and female;Total;B59 Pneumocystosis;2017;17
3886;Total male and female;Total;B59 Pneumocystosis;2018;19
3887;Total male and female;Total;B59 Pneumocystosis;2019;0
3888;Total male and female;Total;B59 Pneumocystosis;2020;0
3889;Total male and female;Total;B59 Pneumocystosis;2021;0
3890;Total male and female;Total;B59 Pneumocystosis;2022;0
3891;Total male and female;Total;B59 Pneumocystosis;2023;0
3892;Total male and female;Total;B60 Other protozoal diseases, nec;1996;0
3893;Total male and female;Total;B60 Other protozoal diseases, nec;1997;0
3894;Total male and female;Total;B60 Other protozoal diseases, nec;1998;0
3895;Total male and female;Total;B60 Other protozoal diseases, nec;1999;0
3896;Total male and female;Total;B60 Other protozoal diseases, nec;2000;0
3897;Total male and female;Total;B60 Other protozoal diseases, nec;2001;0
3898;Total male and female;Total;B60 Other protozoal diseases, nec;2002;0
3899;Total male and female;Total;B60 Other protozoal diseases, nec;2003;0
3900;Total male and female;Total;B60 Other protozoal diseases, nec;2004;0
3901;Total male and female;Total;B60 Other protozoal diseases, nec;2005;0
3902;Total male and female;Total;B60 Other protozoal diseases, nec;2006;0
3903;Total male and female;Total;B60 Other protozoal diseases, nec;2007;0
3904;Total male and female;Total;B60 Other protozoal diseases, nec;2008;0
3905;Total male and female;Total;B60 Other protozoal diseases, nec;2009;0
3906;Total male and female;Total;B60 Other protozoal diseases, nec;2010;0
3907;Total male and female;Total;B60 Other protozoal diseases, nec;2011;0
3908;Total male and female;Total;B60 Other protozoal diseases, nec;2012;0
3909;Total male and female;Total;B60 Other protozoal diseases, nec;2013;0
3910;Total male and female;Total;B60 Other protozoal diseases, nec;2014;0
3911;Total male and female;Total;B60 Other protozoal diseases, nec;2015;0
3912;Total male and female;Total;B60 Other protozoal diseases, nec;2016;0
3913;Total male and female;Total;B60 Other protozoal diseases, nec;2017;0
3914;Total male and female;Total;B60 Other protozoal diseases, nec;2018;0
3915;Total male and female;Total;B60 Other protozoal diseases, nec;2019;0
3916;Total male and female;Total;B60 Other protozoal diseases, nec;2020;0
3917;Total male and female;Total;B60 Other protozoal diseases, nec;2021;0
3918;Total male and female;Total;B60 Other protozoal diseases, nec;2022;0
3919;Total male and female;Total;B60 Other protozoal diseases, nec;2023;0
3920;Total male and female;Total;B64 Unspecified protozoal disease;1996;0
3921;Total male and female;Total;B64 Unspecified protozoal disease;1997;0
3922;Total male and female;Total;B64 Unspecified protozoal disease;1998;0
3923;Total male and female;Total;B64 Unspecified protozoal disease;1999;0
3924;Total male and female;Total;B64 Unspecified protozoal disease;2000;0
3925;Total male and female;Total;B64 Unspecified protozoal disease;2001;0
3926;Total male and female;Total;B64 Unspecified protozoal disease;2002;0
3927;Total male and female;Total;B64 Unspecified protozoal disease;2003;0
3928;Total male and female;Total;B64 Unspecified protozoal disease;2004;0
3929;Total male and female;Total;B64 Unspecified protozoal disease;2005;0
3930;Total male and female;Total;B64 Unspecified protozoal disease;2006;0
3931;Total male and female;Total;B64 Unspecified protozoal disease;2007;0
3932;Total male and female;Total;B64 Unspecified protozoal disease;2008;0
3933;Total male and female;Total;B64 Unspecified protozoal disease;2009;0
3934;Total male and female;Total;B64 Unspecified protozoal disease;2010;0
3935;Total male and female;Total;B64 Unspecified protozoal disease;2011;0
3936;Total male and female;Total;B64 Unspecified protozoal disease;2012;0
3937;Total male and female;Total;B64 Unspecified protozoal disease;2013;0
3938;Total male and female;Total;B64 Unspecified protozoal disease;2014;0
3939;Total male and female;Total;B64 Unspecified protozoal disease;2015;0
3940;Total male and female;Total;B64 Unspecified protozoal disease;2016;0
3941;Total male and female;Total;B64 Unspecified protozoal disease;2017;0
3942;Total male and female;Total;B64 Unspecified protozoal disease;2018;0
3943;Total male and female;Total;B64 Unspecified protozoal disease;2019;0
3944;Total male and female;Total;B64 Unspecified protozoal disease;2020;0
3945;Total male and female;Total;B64 Unspecified protozoal disease;2021;0
3946;Total male and female;Total;B64 Unspecified protozoal disease;2022;0
