ID;Sex;Ages;MedicineGroupATC;Periods;PersonsWithDispensedMedicines_1;PersonsWithMedicinesRelative_2;DefinedDailyDosesDDD_3;DefinedDailyDosesDDDRelative_4
2163;Total male and female;Total age;C09A Ace inhibitors, plain;2009;859580.0;5.1;;
2164;Total male and female;Total age;C09A Ace inhibitors, plain;2010;888275.0;5.25;;
2165;Total male and female;Total age;C09A Ace inhibitors, plain;2011;917470.0;5.39;;
2166;Total male and female;Total age;C09A Ace inhibitors, plain;2012;947170.0;5.55;;
2167;Total male and female;Total age;C09A Ace inhibitors, plain;2013;958655.0;5.6;;
2168;Total male and female;Total age;C09A Ace inhibitors, plain;2014;976690.0;5.68;;
2169;Total male and female;Total age;C09A Ace inhibitors, plain;2015;993230.0;5.75;;
2170;Total male and female;Total age;C09A Ace inhibitors, plain;2016;1007905.0;5.8;;
2171;Total male and female;Total age;C09A Ace inhibitors, plain;2017;1019265.0;5.83;;
2172;Total male and female;Total age;C09A Ace inhibitors, plain;2018;1036405.0;5.89;;
2173;Total male and female;Total age;C09A Ace inhibitors, plain;2019;1064900.0;6.01;;
2174;Total male and female;Total age;C09A Ace inhibitors, plain;2020;1061490.0;5.96;457975.0;25731.0
2175;Total male and female;Total age;C09A Ace inhibitors, plain;2021;1082360.0;6.04;463139.0;25862.0
2176;Total male and female;Total age;C09A Ace inhibitors, plain;2022;1083580.0;5.97;463077.0;25505.0
2177;Total male and female;Total age;C09A Ace inhibitors, plain;2023;1091695.0;5.96;465898.0;25453.0
2178;Total male and female;Total age;C09B Ace inhibitors, combinations;2006;134500.0;0.81;;
2179;Total male and female;Total age;C09B Ace inhibitors, combinations;2007;143140.0;0.86;;
2180;Total male and female;Total age;C09B Ace inhibitors, combinations;2008;150615.0;0.9;;
2181;Total male and female;Total age;C09B Ace inhibitors, combinations;2009;155065.0;0.92;;
2182;Total male and female;Total age;C09B Ace inhibitors, combinations;2010;157890.0;0.93;;
2183;Total male and female;Total age;C09B Ace inhibitors, combinations;2011;159855.0;0.94;;
2184;Total male and female;Total age;C09B Ace inhibitors, combinations;2012;160040.0;0.94;;
2185;Total male and female;Total age;C09B Ace inhibitors, combinations;2013;155385.0;0.91;;
2186;Total male and female;Total age;C09B Ace inhibitors, combinations;2014;152655.0;0.89;;
2187;Total male and female;Total age;C09B Ace inhibitors, combinations;2015;148550.0;0.86;;
2188;Total male and female;Total age;C09B Ace inhibitors, combinations;2016;143620.0;0.83;;
2189;Total male and female;Total age;C09B Ace inhibitors, combinations;2017;139285.0;0.8;;
2190;Total male and female;Total age;C09B Ace inhibitors, combinations;2018;133845.0;0.76;;
2191;Total male and female;Total age;C09B Ace inhibitors, combinations;2019;127265.0;0.72;;
2192;Total male and female;Total age;C09B Ace inhibitors, combinations;2020;114235.0;0.64;38848.0;2183.0
2193;Total male and female;Total age;C09B Ace inhibitors, combinations;2021;108015.0;0.6;37339.0;2085.0
2194;Total male and female;Total age;C09B Ace inhibitors, combinations;2022;100705.0;0.55;34805.0;1917.0
2195;Total male and female;Total age;C09B Ace inhibitors, combinations;2023;96855.0;0.53;33633.0;1837.0
2196;Total male and female;Total age;C09C Angiotensin II antagonists, plain;2006;482300.0;2.9;;
2197;Total male and female;Total age;C09C Angiotensin II antagonists, plain;2007;520285.0;3.12;;
2198;Total male and female;Total age;C09C Angiotensin II antagonists, plain;2008;553875.0;3.3;;
2199;Total male and female;Total age;C09C Angiotensin II antagonists, plain;2009;579250.0;3.44;;
2200;Total male and female;Total age;C09C Angiotensin II antagonists, plain;2010;599380.0;3.54;;
2201;Total male and female;Total age;C09C Angiotensin II antagonists, plain;2011;620110.0;3.64;;
2202;Total male and female;Total age;C09C Angiotensin II antagonists, plain;2012;637325.0;3.73;;
2203;Total male and female;Total age;C09C Angiotensin II antagonists, plain;2013;643245.0;3.75;;
2204;Total male and female;Total age;C09C Angiotensin II antagonists, plain;2014;649905.0;3.78;;
2205;Total male and female;Total age;C09C Angiotensin II antagonists, plain;2015;653825.0;3.78;;
2206;Total male and female;Total age;C09C Angiotensin II antagonists, plain;2016;662175.0;3.81;;
2207;Total male and female;Total age;C09C Angiotensin II antagonists, plain;2017;671600.0;3.84;;
2208;Total male and female;Total age;C09C Angiotensin II antagonists, plain;2018;701280.0;3.98;;
2209;Total male and female;Total age;C09C Angiotensin II antagonists, plain;2019;743190.0;4.19;;
2210;Total male and female;Total age;C09C Angiotensin II antagonists, plain;2020;711740.0;4.0;333051.0;18712.0
2211;Total male and female;Total age;C09C Angiotensin II antagonists, plain;2021;731615.0;4.09;343232.0;19167.0
2212;Total male and female;Total age;C09C Angiotensin II antagonists, plain;2022;747145.0;4.12;345305.0;19019.0
2213;Total male and female;Total age;C09C Angiotensin II antagonists, plain;2023;778750.0;4.25;353615.0;19319.0
2214;Total male and female;Total age;C09D Angiotensin II antagonists, combin.;2006;205290.0;1.23;;
2215;Total male and female;Total age;C09D Angiotensin II antagonists, combin.;2007;236950.0;1.42;;
2216;Total male and female;Total age;C09D Angiotensin II antagonists, combin.;2008;264170.0;1.58;;
2217;Total male and female;Total age;C09D Angiotensin II antagonists, combin.;2009;286440.0;1.7;;
2218;Total male and female;Total age;C09D Angiotensin II antagonists, combin.;2010;302800.0;1.79;;
2219;Total male and female;Total age;C09D Angiotensin II antagonists, combin.;2011;315080.0;1.85;;
2220;Total male and female;Total age;C09D Angiotensin II antagonists, combin.;2012;320135.0;1.87;;
2221;Total male and female;Total age;C09D Angiotensin II antagonists, combin.;2013;311805.0;1.82;;
2222;Total male and female;Total age;C09D Angiotensin II antagonists, combin.;2014;306430.0;1.78;;
2223;Total male and female;Total age;C09D Angiotensin II antagonists, combin.;2015;297215.0;1.72;;
2224;Total male and female;Total age;C09D Angiotensin II antagonists, combin.;2016;289155.0;1.66;;
2225;Total male and female;Total age;C09D Angiotensin II antagonists, combin.;2017;284325.0;1.63;;
2226;Total male and female;Total age;C09D Angiotensin II antagonists, combin.;2018;278955.0;1.59;;
2227;Total male and female;Total age;C09D Angiotensin II antagonists, combin.;2019;247490.0;1.4;;
2228;Total male and female;Total age;C09D Angiotensin II antagonists, combin.;2020;229425.0;1.29;76787.0;4314.0
2229;Total male and female;Total age;C09D Angiotensin II antagonists, combin.;2021;231595.0;1.29;76924.0;4296.0
2230;Total male and female;Total age;C09D Angiotensin II antagonists, combin.;2022;233390.0;1.29;77587.0;4273.0
2231;Total male and female;Total age;C09D Angiotensin II antagonists, combin.;2023;234305.0;1.28;77014.0;4207.0
2232;Total male and female;Total age;C09X Other renin angiotensin syst.agents;2006;0.0;0.0;;
2233;Total male and female;Total age;C09X Other renin angiotensin syst.agents;2007;0.0;0.0;;
2234;Total male and female;Total age;C09X Other renin angiotensin syst.agents;2008;2290.0;0.01;;
2235;Total male and female;Total age;C09X Other renin angiotensin syst.agents;2009;7655.0;0.05;;
2236;Total male and female;Total age;C09X Other renin angiotensin syst.agents;2010;13590.0;0.08;;
2237;Total male and female;Total age;C09X Other renin angiotensin syst.agents;2011;18355.0;0.11;;
2238;Total male and female;Total age;C09X Other renin angiotensin syst.agents;2012;16360.0;0.1;;
2239;Total male and female;Total age;C09X Other renin angiotensin syst.agents;2013;13090.0;0.08;;
2240;Total male and female;Total age;C09X Other renin angiotensin syst.agents;2014;11275.0;0.07;;
2241;Total male and female;Total age;C09X Other renin angiotensin syst.agents;2015;10080.0;0.06;;
2242;Total male and female;Total age;C09X Other renin angiotensin syst.agents;2016;9155.0;0.05;;
2243;Total male and female;Total age;C09X Other renin angiotensin syst.agents;2017;8335.0;0.05;;
2244;Total male and female;Total age;C09X Other renin angiotensin syst.agents;2018;7655.0;0.04;;
2245;Total male and female;Total age;C09X Other renin angiotensin syst.agents;2019;7065.0;0.04;;
2246;Total male and female;Total age;C09X Other renin angiotensin syst.agents;2020;6445.0;0.04;3115.0;175.0
2247;Total male and female;Total age;C09X Other renin angiotensin syst.agents;2021;6060.0;0.03;2929.0;164.0
2248;Total male and female;Total age;C09X Other renin angiotensin syst.agents;2022;5585.0;0.03;2702.0;149.0
2249;Total male and female;Total age;C09X Other renin angiotensin syst.agents;2023;5260.0;0.03;2539.0;139.0
2250;Total male and female;Total age;C10 Lipid modifying agents;2006;1352985.0;8.13;;
2251;Total male and female;Total age;C10 Lipid modifying agents;2007;1450735.0;8.7;;
2252;Total male and female;Total age;C10 Lipid modifying agents;2008;1487545.0;8.87;;
2253;Total male and female;Total age;C10 Lipid modifying agents;2009;1572380.0;9.34;;
2254;Total male and female;Total age;C10 Lipid modifying agents;2010;1654385.0;9.77;;
2255;Total male and female;Total age;C10 Lipid modifying agents;2011;1739625.0;10.22;;
2256;Total male and female;Total age;C10 Lipid modifying agents;2012;1825630.0;10.69;;
2257;Total male and female;Total age;C10 Lipid modifying agents;2013;1872765.0;10.93;;
2258;Total male and female;Total age;C10 Lipid modifying agents;2014;1920855.0;11.17;;
2259;Total male and female;Total age;C10 Lipid modifying agents;2015;1960520.0;11.34;;
2260;Total male and female;Total age;C10 Lipid modifying agents;2016;1999520.0;11.5;;
2261;Total male and female;Total age;C10 Lipid modifying agents;2017;2039865.0;11.66;;
2262;Total male and female;Total age;C10 Lipid modifying agents;2018;2059870.0;11.7;;
2263;Total male and female;Total age;C10 Lipid modifying agents;2019;2065775.0;11.66;;
2264;Total male and female;Total age;C10 Lipid modifying agents;2020;2033600.0;11.43;880354.0;49462.0
2265;Total male and female;Total age;C10 Lipid modifying agents;2021;2068215.0;11.55;908568.0;50736.0
2266;Total male and female;Total age;C10 Lipid modifying agents;2022;2102045.0;11.58;935981.0;51552.0
2267;Total male and female;Total age;C10 Lipid modifying agents;2023;2139155.0;11.69;967323.0;52847.0
2268;Total male and female;Total age;C10A Lipid modifying agents, plain;2006;1341815.0;8.06;;
2269;Total male and female;Total age;C10A Lipid modifying agents, plain;2007;1429880.0;8.57;;
2270;Total male and female;Total age;C10A Lipid modifying agents, plain;2008;1458740.0;8.7;;
2271;Total male and female;Total age;C10A Lipid modifying agents, plain;2009;1541270.0;9.15;;
2272;Total male and female;Total age;C10A Lipid modifying agents, plain;2010;1620610.0;9.57;;
2273;Total male and female;Total age;C10A Lipid modifying agents, plain;2011;1703840.0;10.01;;
2274;Total male and female;Total age;C10A Lipid modifying agents, plain;2012;1787850.0;10.47;;
2275;Total male and female;Total age;C10A Lipid modifying agents, plain;2013;1834705.0;10.71;;
2276;Total male and female;Total age;C10A Lipid modifying agents, plain;2014;1884300.0;10.96;;
2277;Total male and female;Total age;C10A Lipid modifying agents, plain;2015;1925870.0;11.14;;
2278;Total male and female;Total age;C10A Lipid modifying agents, plain;2016;1965355.0;11.3;;
2279;Total male and female;Total age;C10A Lipid modifying agents, plain;2017;2007920.0;11.48;;
2280;Total male and female;Total age;C10A Lipid modifying agents, plain;2018;2028325.0;11.53;;
2281;Total male and female;Total age;C10A Lipid modifying agents, plain;2019;2036560.0;11.49;;
2282;Total male and female;Total age;C10A Lipid modifying agents, plain;2020;2009085.0;11.29;870955.0;48934.0
2283;Total male and female;Total age;C10A Lipid modifying agents, plain;2021;2046230.0;11.43;900128.0;50265.0
2284;Total male and female;Total age;C10A Lipid modifying agents, plain;2022;2080745.0;11.46;927992.0;51112.0
2285;Total male and female;Total age;C10A Lipid modifying agents, plain;2023;2119430.0;11.58;959588.0;52425.0
2286;Total male and female;Total age;C10B Lipid modifying agents,combinations;2006;22850.0;0.14;;
2287;Total male and female;Total age;C10B Lipid modifying agents,combinations;2007;35695.0;0.21;;
2288;Total male and female;Total age;C10B Lipid modifying agents,combinations;2008;39285.0;0.23;;
2289;Total male and female;Total age;C10B Lipid modifying agents,combinations;2009;39575.0;0.23;;
2290;Total male and female;Total age;C10B Lipid modifying agents,combinations;2010;41345.0;0.24;;
2291;Total male and female;Total age;C10B Lipid modifying agents,combinations;2011;43580.0;0.26;;
2292;Total male and female;Total age;C10B Lipid modifying agents,combinations;2012;45930.0;0.27;;
2293;Total male and female;Total age;C10B Lipid modifying agents,combinations;2013;46005.0;0.27;;
2294;Total male and female;Total age;C10B Lipid modifying agents,combinations;2014;43780.0;0.25;;
2295;Total male and female;Total age;C10B Lipid modifying agents,combinations;2015;41735.0;0.24;;
2296;Total male and female;Total age;C10B Lipid modifying agents,combinations;2016;41740.0;0.24;;
2297;Total male and female;Total age;C10B Lipid modifying agents,combinations;2017;42600.0;0.24;;
2298;Total male and female;Total age;C10B Lipid modifying agents,combinations;2018;41345.0;0.23;;
2299;Total male and female;Total age;C10B Lipid modifying agents,combinations;2019;39375.0;0.22;;
2300;Total male and female;Total age;C10B Lipid modifying agents,combinations;2020;30585.0;0.17;9399.0;528.0
2301;Total male and female;Total age;C10B Lipid modifying agents,combinations;2021;27020.0;0.15;8439.0;471.0
2302;Total male and female;Total age;C10B Lipid modifying agents,combinations;2022;25350.0;0.14;7989.0;440.0
2303;Total male and female;Total age;C10B Lipid modifying agents,combinations;2023;24780.0;0.14;7735.0;423.0
2304;Total male and female;Total age;D Dermatologicals;2006;3330965.0;20.01;;
2305;Total male and female;Total age;D Dermatologicals;2007;3411135.0;20.45;;
2306;Total male and female;Total age;D Dermatologicals;2008;3423740.0;20.43;;
2307;Total male and female;Total age;D Dermatologicals;2009;3484025.0;20.69;;
2308;Total male and female;Total age;D Dermatologicals;2010;3584105.0;21.17;;
2309;Total male and female;Total age;D Dermatologicals;2011;3582755.0;21.06;;
2310;Total male and female;Total age;D Dermatologicals;2012;3553160.0;20.8;;
2311;Total male and female;Total age;D Dermatologicals;2013;3502545.0;20.45;;
2312;Total male and female;Total age;D Dermatologicals;2014;3529460.0;20.52;;
2313;Total male and female;Total age;D Dermatologicals;2015;3439220.0;19.9;;
2314;Total male and female;Total age;D Dermatologicals;2016;3439315.0;19.78;;
2315;Total male and female;Total age;D Dermatologicals;2017;3396195.0;19.42;;
2316;Total male and female;Total age;D Dermatologicals;2018;3453005.0;19.62;;
2317;Total male and female;Total age;D Dermatologicals;2019;3421260.0;19.3;;
2318;Total male and female;Total age;D Dermatologicals;2020;3198920.0;17.97;710267.0;39906.0
2319;Total male and female;Total age;D Dermatologicals;2021;3268475.0;18.25;715436.0;39951.0
2320;Total male and female;Total age;D Dermatologicals;2022;3359075.0;18.5;722337.0;39785.0
2321;Total male and female;Total age;D Dermatologicals;2023;3442350.0;18.81;737484.0;40291.0
2322;Total male and female;Total age;D01 Antifungals for dermatological use;2006;510180.0;3.07;;
2323;Total male and female;Total age;D01 Antifungals for dermatological use;2007;503835.0;3.02;;
2324;Total male and female;Total age;D01 Antifungals for dermatological use;2008;488505.0;2.91;;
2325;Total male and female;Total age;D01 Antifungals for dermatological use;2009;498660.0;2.96;;
2326;Total male and female;Total age;D01 Antifungals for dermatological use;2010;524260.0;3.1;;
2327;Total male and female;Total age;D01 Antifungals for dermatological use;2011;534575.0;3.14;;
2328;Total male and female;Total age;D01 Antifungals for dermatological use;2012;534035.0;3.13;;
2329;Total male and female;Total age;D01 Antifungals for dermatological use;2013;502480.0;2.93;;
2330;Total male and female;Total age;D01 Antifungals for dermatological use;2014;555390.0;3.23;;
2331;Total male and female;Total age;D01 Antifungals for dermatological use;2015;531090.0;3.07;;
2332;Total male and female;Total age;D01 Antifungals for dermatological use;2016;509140.0;2.93;;
