ID;Geslacht;Arbeidsduur;Persoonskenmerken;Perioden;WerkzameJongeren_1;JongerenInkomenBekend_2;JongerenEconomischZelfstandig_3;JongerenNietEconomischZelfstandig_4;JongerenEconomischZelfstandig_5;JongerenNietEconomischZelfstandig_6;JongerenInkomenOnbekend_7
1210;Totaal mannen en vrouwen;Voltijd;Positie: overig lid;2012;25;22;19;3;88.0;12.0;3
1211;Totaal mannen en vrouwen;Voltijd;Positie: overig lid;2013;26;21;16;6;74.1;25.9;4
1212;Totaal mannen en vrouwen;Voltijd;Volgt regulier onderwijs;2008;144;141;95;46;67.3;32.7;3
1213;Totaal mannen en vrouwen;Voltijd;Volgt regulier onderwijs;2009;139;136;94;42;69.0;31.0;3
1214;Totaal mannen en vrouwen;Voltijd;Volgt regulier onderwijs;2010;128;123;85;38;68.9;31.1;5
1215;Totaal mannen en vrouwen;Voltijd;Volgt regulier onderwijs;2011;121;118;82;36;69.1;30.9;3
1216;Totaal mannen en vrouwen;Voltijd;Volgt regulier onderwijs;2012;118;115;79;35;69.2;30.8;3
1217;Totaal mannen en vrouwen;Voltijd;Volgt regulier onderwijs;2013;112;108;72;36;66.5;33.5;5
1218;Totaal mannen en vrouwen;Voltijd;Actueel onderwijsniveau: laag;2008;8;8;4;4;;;0
1219;Totaal mannen en vrouwen;Voltijd;Actueel onderwijsniveau: laag;2009;7;7;4;3;;;0
1220;Totaal mannen en vrouwen;Voltijd;Actueel onderwijsniveau: laag;2010;6;6;3;3;;;0
1221;Totaal mannen en vrouwen;Voltijd;Actueel onderwijsniveau: laag;2011;4;4;3;2;;;0
1222;Totaal mannen en vrouwen;Voltijd;Actueel onderwijsniveau: laag;2012;5;5;3;2;;;0
1223;Totaal mannen en vrouwen;Voltijd;Actueel onderwijsniveau: laag;2013;6;6;3;3;;;0
1224;Totaal mannen en vrouwen;Voltijd;Actueel onderwijsniveau: middelbaar;2008;67;66;46;20;69.4;30.6;1
1225;Totaal mannen en vrouwen;Voltijd;Actueel onderwijsniveau: middelbaar;2009;68;67;49;18;73.0;27.0;1
1226;Totaal mannen en vrouwen;Voltijd;Actueel onderwijsniveau: middelbaar;2010;60;58;41;17;70.3;29.7;2
1227;Totaal mannen en vrouwen;Voltijd;Actueel onderwijsniveau: middelbaar;2011;55;54;38;16;70.0;30.0;1
1228;Totaal mannen en vrouwen;Voltijd;Actueel onderwijsniveau: middelbaar;2012;51;50;35;15;69.2;30.8;1
1229;Totaal mannen en vrouwen;Voltijd;Actueel onderwijsniveau: middelbaar;2013;49;48;36;12;75.5;24.5;2
1230;Totaal mannen en vrouwen;Voltijd;Actueel onderwijsniveau: hoog;2008;45;44;31;12;71.6;28.4;1
1231;Totaal mannen en vrouwen;Voltijd;Actueel onderwijsniveau: hoog;2009;45;43;29;14;67.4;32.6;2
1232;Totaal mannen en vrouwen;Voltijd;Actueel onderwijsniveau: hoog;2010;45;43;31;13;71.2;28.8;2
1233;Totaal mannen en vrouwen;Voltijd;Actueel onderwijsniveau: hoog;2011;42;41;30;11;72.9;27.1;1
1234;Totaal mannen en vrouwen;Voltijd;Actueel onderwijsniveau: hoog;2012;44;42;31;11;73.4;26.6;2
1235;Totaal mannen en vrouwen;Voltijd;Actueel onderwijsniveau: hoog;2013;40;38;22;15;59.5;40.5;2
1236;Totaal mannen en vrouwen;Voltijd;Actueel onderwijsniveau: onbekend;2008;24;23;13;10;57.5;42.5;0
1237;Totaal mannen en vrouwen;Voltijd;Actueel onderwijsniveau: onbekend;2009;19;19;11;7;60.9;39.1;0
1238;Totaal mannen en vrouwen;Voltijd;Actueel onderwijsniveau: onbekend;2010;17;16;10;6;62.2;37.8;1
1239;Totaal mannen en vrouwen;Voltijd;Actueel onderwijsniveau: onbekend;2011;19;19;11;7;60.2;39.8;1
1240;Totaal mannen en vrouwen;Voltijd;Actueel onderwijsniveau: onbekend;2012;18;18;11;7;59.6;40.4;0
1241;Totaal mannen en vrouwen;Voltijd;Actueel onderwijsniveau: onbekend;2013;17;16;10;6;60.1;39.9;1
1242;Totaal mannen en vrouwen;Voltijd;Volgt geen regulier onderwijs;2008;477;465;414;52;88.9;11.1;11
1243;Totaal mannen en vrouwen;Voltijd;Volgt geen regulier onderwijs;2009;433;421;372;50;88.2;11.8;12
1244;Totaal mannen en vrouwen;Voltijd;Volgt geen regulier onderwijs;2010;402;392;342;50;87.2;12.8;10
1245;Totaal mannen en vrouwen;Voltijd;Volgt geen regulier onderwijs;2011;396;385;341;44;88.6;11.4;11
1246;Totaal mannen en vrouwen;Voltijd;Volgt geen regulier onderwijs;2012;384;370;324;46;87.6;12.4;13
1247;Totaal mannen en vrouwen;Voltijd;Volgt geen regulier onderwijs;2013;368;352;303;49;86.1;13.9;16
1248;Totaal mannen en vrouwen;Voltijd;Onderwijsniveau: laag;2008;121;118;96;22;81.2;18.8;3
1249;Totaal mannen en vrouwen;Voltijd;Onderwijsniveau: laag;2009;108;104;83;22;79.1;20.9;4
1250;Totaal mannen en vrouwen;Voltijd;Onderwijsniveau: laag;2010;92;89;72;18;79.9;20.1;2
1251;Totaal mannen en vrouwen;Voltijd;Onderwijsniveau: laag;2011;89;86;70;16;81.4;18.6;3
1252;Totaal mannen en vrouwen;Voltijd;Onderwijsniveau: laag;2012;77;74;59;15;79.2;20.8;3
1253;Totaal mannen en vrouwen;Voltijd;Onderwijsniveau: laag;2013;68;66;53;13;80.3;19.7;2
1254;Totaal mannen en vrouwen;Voltijd;Onderwijsniveau: middelbaar;2008;230;227;204;22;90.2;9.8;3
1255;Totaal mannen en vrouwen;Voltijd;Onderwijsniveau: middelbaar;2009;203;199;179;20;89.8;10.2;3
1256;Totaal mannen en vrouwen;Voltijd;Onderwijsniveau: middelbaar;2010;189;186;163;22;88.0;12.0;4
1257;Totaal mannen en vrouwen;Voltijd;Onderwijsniveau: middelbaar;2011;190;186;166;20;89.3;10.7;4
1258;Totaal mannen en vrouwen;Voltijd;Onderwijsniveau: middelbaar;2012;189;183;162;21;88.5;11.5;5
1259;Totaal mannen en vrouwen;Voltijd;Onderwijsniveau: middelbaar;2013;178;171;146;25;85.5;14.5;7
1260;Totaal mannen en vrouwen;Voltijd;Onderwijsniveau: hoog;2008;116;112;106;6;94.7;5.3;4
1261;Totaal mannen en vrouwen;Voltijd;Onderwijsniveau: hoog;2009;111;108;102;6;94.5;5.5;3
1262;Totaal mannen en vrouwen;Voltijd;Onderwijsniveau: hoog;2010;110;107;99;8;92.1;7.9;2
1263;Totaal mannen en vrouwen;Voltijd;Onderwijsniveau: hoog;2011;107;104;97;7;93.5;6.5;3
1264;Totaal mannen en vrouwen;Voltijd;Onderwijsniveau: hoog;2012;109;105;97;8;92.0;8.0;4
1265;Totaal mannen en vrouwen;Voltijd;Onderwijsniveau: hoog;2013;110;106;97;9;91.4;8.6;4
1266;Totaal mannen en vrouwen;Voltijd;Onderwijsniveau: onbekend;2008;10;8;7;1;;;2
1267;Totaal mannen en vrouwen;Voltijd;Onderwijsniveau: onbekend;2009;12;10;8;2;;;2
1268;Totaal mannen en vrouwen;Voltijd;Onderwijsniveau: onbekend;2010;11;9;8;1;;;1
1269;Totaal mannen en vrouwen;Voltijd;Onderwijsniveau: onbekend;2011;11;10;8;2;;;1
1270;Totaal mannen en vrouwen;Voltijd;Onderwijsniveau: onbekend;2012;9;8;7;1;;;2
1271;Totaal mannen en vrouwen;Voltijd;Onderwijsniveau: onbekend;2013;12;10;8;2;;;2
1272;Totaal mannen en vrouwen;Voltijd;Werkkring: werknemer;2008;449;439;393;45;89.6;10.4;11
1273;Totaal mannen en vrouwen;Voltijd;Werkkring: werknemer;2009;403;392;350;42;89.3;10.7;11
1274;Totaal mannen en vrouwen;Voltijd;Werkkring: werknemer;2010;375;366;324;42;88.6;11.4;9
1275;Totaal mannen en vrouwen;Voltijd;Werkkring: werknemer;2011;372;362;324;38;89.6;10.4;10
1276;Totaal mannen en vrouwen;Voltijd;Werkkring: werknemer;2012;355;343;305;38;88.8;11.2;12
1277;Totaal mannen en vrouwen;Voltijd;Werkkring: werknemer;2013;337;324;286;38;88.3;11.7;14
1278;Totaal mannen en vrouwen;Voltijd;Werkkring: vaste arbeidsrelatie;2008;315;307;288;19;93.8;6.2;8
1279;Totaal mannen en vrouwen;Voltijd;Werkkring: vaste arbeidsrelatie;2009;282;274;256;18;93.5;6.5;8
1280;Totaal mannen en vrouwen;Voltijd;Werkkring: vaste arbeidsrelatie;2010;253;247;232;16;93.6;6.4;6
1281;Totaal mannen en vrouwen;Voltijd;Werkkring: vaste arbeidsrelatie;2011;246;240;225;15;93.7;6.3;6
1282;Totaal mannen en vrouwen;Voltijd;Werkkring: vaste arbeidsrelatie;2012;226;219;206;13;93.9;6.1;7
1283;Totaal mannen en vrouwen;Voltijd;Werkkring: vaste arbeidsrelatie;2013;204;196;185;11;94.6;5.4;8
1284;Totaal mannen en vrouwen;Voltijd;Werkkring: flexibele arbeidsrelatie;2008;134;131;105;26;79.9;20.1;3
1285;Totaal mannen en vrouwen;Voltijd;Werkkring: flexibele arbeidsrelatie;2009;122;118;94;24;79.6;20.4;3
1286;Totaal mannen en vrouwen;Voltijd;Werkkring: flexibele arbeidsrelatie;2010;122;118;92;26;77.9;22.1;3
1287;Totaal mannen en vrouwen;Voltijd;Werkkring: flexibele arbeidsrelatie;2011;126;122;99;23;81.4;18.6;4
1288;Totaal mannen en vrouwen;Voltijd;Werkkring: flexibele arbeidsrelatie;2012;129;124;99;25;79.8;20.2;5
1289;Totaal mannen en vrouwen;Voltijd;Werkkring: flexibele arbeidsrelatie;2013;134;128;101;27;78.7;21.3;6
1290;Totaal mannen en vrouwen;Voltijd;Werkkring: zelfstandige;2008;27;27;21;6;76.7;23.3;0
1291;Totaal mannen en vrouwen;Voltijd;Werkkring: zelfstandige;2009;30;29;21;8;73.5;26.5;1
1292;Totaal mannen en vrouwen;Voltijd;Werkkring: zelfstandige;2010;27;26;18;8;67.9;32.1;1
1293;Totaal mannen en vrouwen;Voltijd;Werkkring: zelfstandige;2011;24;23;17;6;72.4;27.6;1
1294;Totaal mannen en vrouwen;Voltijd;Werkkring: zelfstandige;2012;29;27;20;7;72.4;27.6;2
1295;Totaal mannen en vrouwen;Voltijd;Werkkring: zelfstandige;2013;30;29;18;11;61.7;38.3;2
1296;Totaal mannen en vrouwen;Voltijd;Werkkring: positie onbekend;2008;0;0;0;0;;;0
1297;Totaal mannen en vrouwen;Voltijd;Werkkring: positie onbekend;2009;0;0;0;0;;;0
1298;Totaal mannen en vrouwen;Voltijd;Werkkring: positie onbekend;2010;0;0;0;0;;;0
1299;Totaal mannen en vrouwen;Voltijd;Werkkring: positie onbekend;2011;0;0;0;0;;;0
1300;Totaal mannen en vrouwen;Voltijd;Werkkring: positie onbekend;2012;0;0;0;0;;;0
1301;Totaal mannen en vrouwen;Voltijd;Werkkring: positie onbekend;2013;0;0;0;0;;;0
1302;Mannen;Totaal;Totaal;2008;829;811;393;418;48.5;51.5;18
1303;Mannen;Totaal;Totaal;2009;804;785;359;426;45.7;54.3;19
1304;Mannen;Totaal;Totaal;2010;776;754;338;416;44.8;55.2;22
1305;Mannen;Totaal;Totaal;2011;779;755;338;416;44.8;55.2;24
1306;Mannen;Totaal;Totaal;2012;786;762;329;433;43.2;56.8;24
1307;Mannen;Totaal;Totaal;2013;782;752;306;446;40.7;59.3;31
1308;Mannen;Totaal;Migratieachtergrond: Nederland;2008;667;655;324;331;49.4;50.6;12
1309;Mannen;Totaal;Migratieachtergrond: Nederland;2009;637;625;293;332;46.9;53.1;12
1310;Mannen;Totaal;Migratieachtergrond: Nederland;2010;627;613;283;330;46.1;53.9;15
1311;Mannen;Totaal;Migratieachtergrond: Nederland;2011;638;620;288;332;46.4;53.6;17
1312;Mannen;Totaal;Migratieachtergrond: Nederland;2012;641;624;280;344;44.8;55.2;17
1313;Mannen;Totaal;Migratieachtergrond: Nederland;2013;629;607;258;348;42.6;57.4;22
1314;Mannen;Totaal;Migratieachtergrond: met migratieacht...;2008;159;155;69;86;44.4;55.6;5
1315;Mannen;Totaal;Migratieachtergrond: met migratieacht...;2009;164;158;65;93;41.0;59.0;6
1316;Mannen;Totaal;Migratieachtergrond: met migratieacht...;2010;146;141;55;86;39.0;61.0;6
1317;Mannen;Totaal;Migratieachtergrond: met migratieacht...;2011;140;133;50;84;37.2;62.8;6
1318;Mannen;Totaal;Migratieachtergrond: met migratieacht...;2012;144;137;49;89;35.4;64.6;6
1319;Mannen;Totaal;Migratieachtergrond: met migratieacht...;2013;151;144;47;97;32.7;67.3;7
1320;Mannen;Totaal;Migratieachtergrond: westers;2008;58;55;26;30;46.6;53.4;2
1321;Mannen;Totaal;Migratieachtergrond: westers;2009;57;54;22;32;40.6;59.4;2
1322;Mannen;Totaal;Migratieachtergrond: westers;2010;54;53;21;32;39.5;60.5;2
1323;Mannen;Totaal;Migratieachtergrond: westers;2011;52;50;20;30;39.9;60.1;2
1324;Mannen;Totaal;Migratieachtergrond: westers;2012;57;54;22;32;40.3;59.7;3
1325;Mannen;Totaal;Migratieachtergrond: westers;2013;58;56;20;36;36.5;63.5;2
1326;Mannen;Totaal;Migratieachtergrond: niet-westers;2008;102;100;43;57;43.1;56.9;2
1327;Mannen;Totaal;Migratieachtergrond: niet-westers;2009;107;104;43;61;41.2;58.8;3
1328;Mannen;Totaal;Migratieachtergrond: niet-westers;2010;92;88;34;54;38.6;61.4;4
1329;Mannen;Totaal;Migratieachtergrond: niet-westers;2011;88;84;30;54;35.6;64.4;4
1330;Mannen;Totaal;Migratieachtergrond: niet-westers;2012;86;83;27;56;32.3;67.7;3
1331;Mannen;Totaal;Migratieachtergrond: niet-westers;2013;92;88;27;62;30.3;69.7;4
1332;Mannen;Totaal;Migratieachtergrond : onbekend;2008;2;1;0;0;;;1
1333;Mannen;Totaal;Migratieachtergrond : onbekend;2009;3;1;1;1;;;2
1334;Mannen;Totaal;Migratieachtergrond : onbekend;2010;2;1;1;0;;;1
1335;Mannen;Totaal;Migratieachtergrond : onbekend;2011;2;1;1;0;;;1
1336;Mannen;Totaal;Migratieachtergrond : onbekend;2012;2;1;1;0;;;1
1337;Mannen;Totaal;Migratieachtergrond : onbekend;2013;2;1;0;0;;;2
1338;Mannen;Totaal;Positie: alleenstaande;2008;109;105;62;43;59.3;40.7;3
1339;Mannen;Totaal;Positie: alleenstaande;2009;103;99;52;46;53.2;46.8;4
1340;Mannen;Totaal;Positie: alleenstaande;2010;100;97;49;48;50.5;49.5;3
1341;Mannen;Totaal;Positie: alleenstaande;2011;99;97;46;51;47.2;52.8;2
1342;Mannen;Totaal;Positie: alleenstaande;2012;102;99;48;51;48.8;51.2;3
1343;Mannen;Totaal;Positie: alleenstaande;2013;105;101;49;52;48.3;51.7;4
1344;Mannen;Totaal;Positie: ouder in éénoudergezin;2008;0;0;0;0;;;0
1345;Mannen;Totaal;Positie: ouder in éénoudergezin;2009;0;0;0;0;;;0
1346;Mannen;Totaal;Positie: ouder in éénoudergezin;2010;0;0;0;0;;;0
1347;Mannen;Totaal;Positie: ouder in éénoudergezin;2011;1;1;0;0;;;0
1348;Mannen;Totaal;Positie: ouder in éénoudergezin;2012;1;1;1;0;;;0
1349;Mannen;Totaal;Positie: ouder in éénoudergezin;2013;0;0;0;0;;;0
1350;Mannen;Totaal;Positie: partner;2008;123;120;103;17;86.0;14.0;3
1351;Mannen;Totaal;Positie: partner;2009;119;117;97;20;83.1;16.9;3
1352;Mannen;Totaal;Positie: partner;2010;120;118;102;17;85.9;14.1;2
1353;Mannen;Totaal;Positie: partner;2011;117;115;98;17;85.4;14.6;2
1354;Mannen;Totaal;Positie: partner;2012;115;112;98;15;86.7;13.3;3
1355;Mannen;Totaal;Positie: partner;2013;116;113;93;20;82.6;17.4;4
1356;Mannen;Totaal;Positie: partner in paar met kind;2008;22;21;19;2;91.3;8.7;1
1357;Mannen;Totaal;Positie: partner in paar met kind;2009;22;22;19;3;86.7;13.3;0
1358;Mannen;Totaal;Positie: partner in paar met kind;2010;23;22;20;3;88.7;11.3;1
1359;Mannen;Totaal;Positie: partner in paar met kind;2011;20;20;18;2;89.8;10.2;0
1360;Mannen;Totaal;Positie: partner in paar met kind;2012;21;20;19;1;92.8;7.2;0
1361;Mannen;Totaal;Positie: partner in paar met kind;2013;17;17;15;2;87.4;12.6;0
1362;Mannen;Totaal;Positie: partner in paar zonder kind;2008;102;99;84;15;84.9;15.1;2
1363;Mannen;Totaal;Positie: partner in paar zonder kind;2009;97;95;78;17;82.3;17.7;2
1364;Mannen;Totaal;Positie: partner in paar zonder kind;2010;97;96;82;14;85.3;14.7;1
1365;Mannen;Totaal;Positie: partner in paar zonder kind;2011;97;95;80;15;84.5;15.5;2
1366;Mannen;Totaal;Positie: partner in paar zonder kind;2012;94;92;79;13;85.4;14.6;2
1367;Mannen;Totaal;Positie: partner in paar zonder kind;2013;99;96;78;17;81.7;18.3;3
1368;Mannen;Totaal;Positie: kind >=18 jaar;2008;414;408;212;196;51.9;48.1;5
1369;Mannen;Totaal;Positie: kind >=18 jaar;2009;401;395;192;204;48.5;51.5;6
1370;Mannen;Totaal;Positie: kind >=18 jaar;2010;386;378;173;205;45.7;54.3;8
1371;Mannen;Totaal;Positie: kind >=18 jaar;2011;395;383;178;204;46.6;53.4;12
1372;Mannen;Totaal;Positie: kind >=18 jaar;2012;400;390;166;224;42.5;57.5;10
1373;Mannen;Totaal;Positie: kind >=18 jaar;2013;391;380;150;230;39.6;60.4;11
1374;Mannen;Totaal;Positie: kind <18 jaar;2008;150;148;2;146;1.5;98.5;2
1375;Mannen;Totaal;Positie: kind <18 jaar;2009;143;141;2;139;1.5;98.5;2
1376;Mannen;Totaal;Positie: kind <18 jaar;2010;131;129;1;127;1.1;98.9;3
1377;Mannen;Totaal;Positie: kind <18 jaar;2011;126;123;1;121;1.2;98.8;3
1378;Mannen;Totaal;Positie: kind <18 jaar;2012;126;123;1;122;0.8;99.2;4
1379;Mannen;Totaal;Positie: kind <18 jaar;2013;127;122;0;122;0.4;99.6;4
1380;Mannen;Totaal;Positie.: ouder;2008;22;21;19;2;91.3;8.7;1
1381;Mannen;Totaal;Positie.: ouder;2009;23;22;19;3;86.7;13.3;0
1382;Mannen;Totaal;Positie.: ouder;2010;23;22;20;3;88.5;11.5;1
1383;Mannen;Totaal;Positie.: ouder;2011;20;20;18;2;89.3;10.7;0
1384;Mannen;Totaal;Positie.: ouder;2012;21;21;20;2;92.8;7.2;0
1385;Mannen;Totaal;Positie.: ouder;2013;18;17;15;2;87.1;12.9;0
1386;Mannen;Totaal;Positie: kind;2008;563;556;214;342;38.5;61.5;8
1387;Mannen;Totaal;Positie: kind;2009;544;537;194;343;36.1;63.9;8
1388;Mannen;Totaal;Positie: kind;2010;517;506;174;332;34.4;65.6;11
1389;Mannen;Totaal;Positie: kind;2011;521;505;180;326;35.6;64.4;15
1390;Mannen;Totaal;Positie: kind;2012;527;513;167;346;32.5;67.5;14
1391;Mannen;Totaal;Positie: kind;2013;518;502;151;352;30.0;70.0;16
1392;Mannen;Totaal;Positie: overig lid;2008;33;30;13;16;44.9;55.1;4
1393;Mannen;Totaal;Positie: overig lid;2009;38;33;15;18;46.2;53.8;5
1394;Mannen;Totaal;Positie: overig lid;2010;39;33;14;19;41.4;58.6;6
1395;Mannen;Totaal;Positie: overig lid;2011;41;37;14;23;38.4;61.6;4
1396;Mannen;Totaal;Positie: overig lid;2012;42;36;16;21;42.7;57.3;5
1397;Mannen;Totaal;Positie: overig lid;2013;42;35;13;22;36.3;63.7;7
1398;Mannen;Totaal;Volgt regulier onderwijs;2008;471;462;102;360;22.1;77.9;8
1399;Mannen;Totaal;Volgt regulier onderwijs;2009;469;459;97;361;21.2;78.8;10
1400;Mannen;Totaal;Volgt regulier onderwijs;2010;453;440;92;348;20.9;79.1;13
1401;Mannen;Totaal;Volgt regulier onderwijs;2011;452;438;87;350;20.0;80.0;14
1402;Mannen;Totaal;Volgt regulier onderwijs;2012;461;448;88;360;19.6;80.4;13
1403;Mannen;Totaal;Volgt regulier onderwijs;2013;458;441;80;361;18.2;81.8;17
1404;Mannen;Totaal;Actueel onderwijsniveau: laag;2008;58;58;5;53;8.2;91.8;1
1405;Mannen;Totaal;Actueel onderwijsniveau: laag;2009;52;51;5;46;9.6;90.4;1
1406;Mannen;Totaal;Actueel onderwijsniveau: laag;2010;45;44;4;41;8.8;91.2;1
1407;Mannen;Totaal;Actueel onderwijsniveau: laag;2011;42;41;3;38;6.2;93.8;1
1408;Mannen;Totaal;Actueel onderwijsniveau: laag;2012;44;43;3;40;7.5;92.5;1
1409;Mannen;Totaal;Actueel onderwijsniveau: laag;2013;62;61;4;57;6.5;93.5;2
1410;Mannen;Totaal;Actueel onderwijsniveau: middelbaar;2008;215;212;50;161;23.8;76.2;3
1411;Mannen;Totaal;Actueel onderwijsniveau: middelbaar;2009;219;216;52;164;24.0;76.0;3
1412;Mannen;Totaal;Actueel onderwijsniveau: middelbaar;2010;206;201;46;155;22.7;77.3;6
1413;Mannen;Totaal;Actueel onderwijsniveau: middelbaar;2011;197;192;41;151;21.4;78.6;5
1414;Mannen;Totaal;Actueel onderwijsniveau: middelbaar;2012;201;195;40;155;20.4;79.6;6
1415;Mannen;Totaal;Actueel onderwijsniveau: middelbaar;2013;183;177;39;138;22.2;77.8;6
1416;Mannen;Totaal;Actueel onderwijsniveau: hoog;2008;163;159;36;124;22.3;77.7;4
1417;Mannen;Totaal;Actueel onderwijsniveau: hoog;2009;165;160;32;128;19.8;80.2;5
1418;Mannen;Totaal;Actueel onderwijsniveau: hoog;2010;169;164;34;130;20.6;79.4;5
1419;Mannen;Totaal;Actueel onderwijsniveau: hoog;2011;176;170;34;136;19.9;80.1;6
1420;Mannen;Totaal;Actueel onderwijsniveau: hoog;2012;179;173;35;138;20.2;79.8;5
1421;Mannen;Totaal;Actueel onderwijsniveau: hoog;2013;175;168;28;139;16.9;83.1;7
1422;Mannen;Totaal;Actueel onderwijsniveau: onbekend;2008;34;34;11;22;34.3;65.7;1
1423;Mannen;Totaal;Actueel onderwijsniveau: onbekend;2009;33;32;9;23;28.3;71.7;1
1424;Mannen;Totaal;Actueel onderwijsniveau: onbekend;2010;33;32;9;23;27.7;72.3;1
1425;Mannen;Totaal;Actueel onderwijsniveau: onbekend;2011;36;35;10;25;28.7;71.3;2
1426;Mannen;Totaal;Actueel onderwijsniveau: onbekend;2012;37;36;9;27;26.2;73.8;1
1427;Mannen;Totaal;Actueel onderwijsniveau: onbekend;2013;37;35;9;27;24.5;75.5;2
1428;Mannen;Totaal;Volgt geen regulier onderwijs;2008;358;349;291;58;83.5;16.5;9
1429;Mannen;Totaal;Volgt geen regulier onderwijs;2009;336;326;261;65;80.1;19.9;9
1430;Mannen;Totaal;Volgt geen regulier onderwijs;2010;322;314;246;68;78.5;21.5;9
1431;Mannen;Totaal;Volgt geen regulier onderwijs;2011;327;317;251;66;79.2;20.8;10
1432;Mannen;Totaal;Volgt geen regulier onderwijs;2012;326;314;241;73;76.8;23.2;12
1433;Mannen;Totaal;Volgt geen regulier onderwijs;2013;325;310;225;85;72.6;27.4;14
1434;Mannen;Totaal;Onderwijsniveau: laag;2008;116;114;85;29;74.8;25.2;3
1435;Mannen;Totaal;Onderwijsniveau: laag;2009;107;104;75;30;71.6;28.4;3
1436;Mannen;Totaal;Onderwijsniveau: laag;2010;93;90;63;27;70.1;29.9;3
1437;Mannen;Totaal;Onderwijsniveau: laag;2011;90;86;61;25;70.6;29.4;4
1438;Mannen;Totaal;Onderwijsniveau: laag;2012;85;82;55;27;67.6;32.4;3
1439;Mannen;Totaal;Onderwijsniveau: laag;2013;80;77;50;27;64.6;35.4;3
1440;Mannen;Totaal;Onderwijsniveau: middelbaar;2008;169;167;144;23;86.4;13.6;2
1441;Mannen;Totaal;Onderwijsniveau: middelbaar;2009;156;153;126;27;82.3;17.7;3
1442;Mannen;Totaal;Onderwijsniveau: middelbaar;2010;156;153;122;31;80.0;20.0;3
1443;Mannen;Totaal;Onderwijsniveau: middelbaar;2011;166;161;131;31;81.0;19.0;4
1444;Mannen;Totaal;Onderwijsniveau: middelbaar;2012;170;164;129;36;78.4;21.6;5
1445;Mannen;Totaal;Onderwijsniveau: middelbaar;2013;167;161;118;44;73.0;27.0;6
1446;Mannen;Totaal;Onderwijsniveau: hoog;2008;64;62;57;5;92.4;7.6;3
1447;Mannen;Totaal;Onderwijsniveau: hoog;2009;63;61;55;7;89.2;10.8;2
1448;Mannen;Totaal;Onderwijsniveau: hoog;2010;66;64;56;8;87.0;13.0;2
1449;Mannen;Totaal;Onderwijsniveau: hoog;2011;63;62;53;8;86.5;13.5;2
1450;Mannen;Totaal;Onderwijsniveau: hoog;2012;63;61;53;9;86.0;14.0;2
1451;Mannen;Totaal;Onderwijsniveau: hoog;2013;65;62;52;10;83.1;16.9;3
1452;Mannen;Totaal;Onderwijsniveau: onbekend;2008;8;6;5;2;;;1
1453;Mannen;Totaal;Onderwijsniveau: onbekend;2009;9;7;6;2;;;1
1454;Mannen;Totaal;Onderwijsniveau: onbekend;2010;8;7;5;2;;;1
1455;Mannen;Totaal;Onderwijsniveau: onbekend;2011;8;8;6;2;;;1
1456;Mannen;Totaal;Onderwijsniveau: onbekend;2012;7;6;4;2;;;1
1457;Mannen;Totaal;Onderwijsniveau: onbekend;2013;12;10;6;4;;;3
1458;Mannen;Totaal;Werkkring: werknemer;2008;334;326;273;53;83.9;16.1;9
1459;Mannen;Totaal;Werkkring: werknemer;2009;308;300;244;56;81.2;18.8;9
1460;Mannen;Totaal;Werkkring: werknemer;2010;297;289;230;59;79.5;20.5;8
1461;Mannen;Totaal;Werkkring: werknemer;2011;303;294;235;58;80.1;19.9;10
1462;Mannen;Totaal;Werkkring: werknemer;2012;298;288;223;65;77.3;22.7;10
1463;Mannen;Totaal;Werkkring: werknemer;2013;293;280;209;71;74.6;25.4;12
1464;Mannen;Totaal;Werkkring: vaste arbeidsrelatie;2008;226;221;201;20;91.0;9.0;6
1465;Mannen;Totaal;Werkkring: vaste arbeidsrelatie;2009;204;198;178;20;89.8;10.2;6
1466;Mannen;Totaal;Werkkring: vaste arbeidsrelatie;2010;187;182;163;19;89.4;10.6;5
1467;Mannen;Totaal;Werkkring: vaste arbeidsrelatie;2011;188;183;162;20;88.8;11.2;5
1468;Mannen;Totaal;Werkkring: vaste arbeidsrelatie;2012;173;168;149;19;88.7;11.3;5
1469;Mannen;Totaal;Werkkring: vaste arbeidsrelatie;2013;162;156;136;19;87.5;12.5;6
1470;Mannen;Totaal;Werkkring: flexibele arbeidsrelatie;2008;108;105;72;33;68.8;31.2;3
1471;Mannen;Totaal;Werkkring: flexibele arbeidsrelatie;2009;104;102;66;36;64.5;35.5;2
1472;Mannen;Totaal;Werkkring: flexibele arbeidsrelatie;2010;111;107;67;40;62.6;37.4;4
1473;Mannen;Totaal;Werkkring: flexibele arbeidsrelatie;2011;115;111;73;38;65.6;34.4;4
1474;Mannen;Totaal;Werkkring: flexibele arbeidsrelatie;2012;125;120;74;46;61.4;38.6;5
