ID;CaoSectors;SectorBranchesSIC2008;Version;Periods;MonthlyCaoWagesExclSpecialPayments_1;MonthlyCaoWagesInclSpecialPayments_2;HourlyCaoWagesExclSpecialPayments_3;HourlyCaoWagesInclSpecialPayments_4;MonthlyContractualWageCosts_5;HourlyContractualWageCosts_6;ContractualWorkingHours_7;MonthlyCaoWagesExclSpecialPayments_8;MonthlyCaoWagesInclSpecialPayments_9;HourlyCaoWagesExclSpecialPayments_10;HourlyCaoWagesInclSpecialPayments_11;MonthlyContractualWageCosts_12;HourlyContractualWageCosts_13;ContractualWorkingHours_14;PercentageOfCaoSConcluded_15
2016;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2014 June;106.3;106.6;105.8;106.1;108.7;108.2;100.4;1.4;1.7;1.3;1.5;2.5;2.5;0.1;81.0
2017;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2014 2nd quarter;106.2;106.5;105.7;106.0;108.6;108.1;100.4;1.4;1.6;1.2;1.5;2.5;2.4;0.1;82.0
2018;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2014 July;106.3;106.6;105.8;106.1;108.7;108.2;100.4;1.3;1.5;1.1;1.3;2.5;2.3;0.1;75.0
2019;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2014 August;106.7;107.0;106.2;106.5;109.1;108.5;100.4;1.7;1.9;1.5;1.7;2.8;2.6;0.1;75.0
2020;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2014 September;106.9;107.2;106.4;106.7;109.3;108.8;100.4;1.8;2.1;1.6;1.9;2.9;2.7;0.1;75.0
2021;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2014 3rd quarter;106.6;106.9;106.1;106.4;109.0;108.5;100.4;1.6;1.8;1.4;1.6;2.7;2.6;0.1;75.0
2022;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2014 October;107.3;107.6;106.8;107.1;109.7;109.2;100.4;2.1;2.3;1.9;2.1;3.2;3.0;0.1;75.0
2023;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2014 November;107.3;107.6;106.8;107.1;109.7;109.2;100.4;2.1;2.3;1.9;2.1;3.2;3.0;0.1;75.0
2024;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2014 December;107.3;107.7;106.8;107.2;109.8;109.3;100.4;1.7;2.0;1.5;1.8;2.9;2.7;0.1;77.0
2025;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2014 4th quarter;107.3;107.7;106.8;107.1;109.8;109.2;100.4;1.9;2.3;1.8;2.0;3.1;2.9;0.1;77.0
2026;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2014 year;106.5;106.7;106.0;106.3;108.8;108.4;100.4;1.6;1.7;1.4;1.6;2.6;2.6;0.1;81.0
2027;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2015 January;107.5;107.9;107.0;107.4;109.3;108.7;100.4;1.6;2.1;1.4;1.9;1.4;1.1;0.1;68.0
2028;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2015 February;107.5;107.9;107.0;107.4;109.2;108.7;100.4;1.6;2.1;1.4;1.9;1.3;1.1;0.1;69.0
2029;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2015 March;107.5;107.9;107.0;107.4;109.0;108.5;100.4;1.5;2.0;1.3;1.8;1.0;0.8;0.1;48.0
2030;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2015 1st quarter;107.5;107.9;107.0;107.4;109.0;108.5;100.4;1.6;2.0;1.4;1.9;1.1;0.9;0.1;63.0
2031;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2015 April;107.5;107.8;107.1;107.3;108.9;108.4;100.4;1.3;1.4;1.4;1.4;0.7;0.6;0.0;46.0
2032;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2015 May;;;;;;;;;;;;;;;
2033;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2015 June;;;;;;;;;;;;;;;
2034;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2015 2nd quarter;;;;;;;;;;;;;;;
2035;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2015 July;;;;;;;;;;;;;;;
2036;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2015 August;;;;;;;;;;;;;;;
2037;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2015 September;108.2;108.5;107.8;108.0;109.4;108.9;100.4;1.4;1.4;1.4;1.4;0.5;0.5;0.0;38.0
2038;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2015 3rd quarter;108.1;108.3;107.6;107.9;109.3;108.8;100.4;1.5;1.4;1.4;1.5;0.6;0.6;0.0;38.0
2039;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2015 October;108.4;108.6;107.9;108.2;109.6;109.1;100.4;1.3;1.2;1.2;1.3;0.4;0.4;0.0;37.0
2040;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2015 November;108.1;108.4;107.6;107.9;109.4;108.9;100.4;0.9;1.0;0.9;1.0;0.2;0.2;0.0;62.0
2041;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2015 December;108.6;108.9;108.1;108.5;109.9;109.5;100.4;1.4;1.5;1.4;1.6;0.6;0.7;0.0;68.0
2042;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2015 4th quarter;108.2;108.5;107.7;108.1;109.5;109.0;100.4;1.0;1.1;1.0;1.2;0.3;0.3;0.0;68.0
2043;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2015 year;107.7;108.1;107.2;107.6;109.0;108.6;100.4;1.2;1.5;1.1;1.4;0.6;0.6;0.0;76.0
2044;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2016 January;109.0;109.4;108.5;108.8;110.7;110.2;100.4;1.6;1.6;1.6;1.5;1.8;1.8;0.0;66.0
2045;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2016 February;109.0;109.4;108.5;108.9;110.8;110.3;100.4;1.6;1.6;1.6;1.6;1.9;1.8;0.0;68.0
2046;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2016 March;108.6;109.3;108.2;108.7;110.6;110.1;100.4;1.2;1.3;1.3;1.2;1.5;1.5;0.0;86.0
2047;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2016 1st quarter;108.6;109.2;108.1;108.7;110.6;110.1;100.4;1.2;1.3;1.2;1.3;1.6;1.5;0.0;89.0
2048;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2016 April;109.3;109.6;108.8;109.1;111.1;110.6;100.4;1.8;1.6;1.7;1.5;1.8;1.8;0.0;86.0
2049;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2016 May;109.2;109.6;108.7;109.1;111.0;110.5;100.4;1.6;1.4;1.6;1.3;1.6;1.6;0.0;86.0
2050;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2016 June;109.2;109.7;108.7;109.2;111.1;110.6;100.4;1.6;1.4;1.5;1.4;1.6;1.6;0.0;92.0
2051;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2016 2nd quarter;109.2;109.7;108.7;109.1;111.1;110.6;100.4;1.6;1.5;1.6;1.4;1.7;1.7;0.0;93.0
2052;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2016 July;109.9;110.4;109.5;109.9;111.8;111.3;100.4;2.0;1.9;2.1;1.9;2.1;2.1;0.0;92.0
2053;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2016 August;110.0;110.4;109.5;109.9;111.4;110.9;100.4;2.1;1.9;2.1;1.9;1.7;1.7;0.0;93.0
2054;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2016 September;110.0;110.4;109.5;109.9;111.5;111.0;100.4;2.0;1.8;2.1;1.9;1.7;1.7;0.0;93.0
2055;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2016 3rd quarter;110.0;110.4;109.5;109.9;111.4;110.9;100.4;2.1;1.8;2.1;1.9;1.7;1.7;0.0;93.0
2056;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2016 October;110.0;110.4;109.5;109.9;111.5;111.0;100.4;2.0;1.8;2.1;1.8;1.7;1.7;0.0;89.0
2057;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2016 November;110.0;110.4;109.5;109.9;111.5;111.0;100.4;1.9;1.7;2.0;1.7;1.6;1.6;0.0;89.0
2058;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2016 December;110.0;110.4;109.5;109.9;111.3;110.8;100.4;1.7;1.4;1.6;1.4;1.1;1.1;0.0;92.0
2059;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2016 4th quarter;110.0;110.4;109.5;109.9;111.3;110.8;100.4;1.9;1.7;1.9;1.6;1.4;1.4;0.0;92.0
2060;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2016 year;109.5;109.9;109.0;109.4;111.1;110.5;100.4;1.8;1.6;1.8;1.6;1.6;1.5;0.0;96.0
2061;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2017 January;110.8;111.2;110.4;110.8;112.2;111.8;100.3;2.0;1.8;2.1;1.9;1.4;1.5;-0.1;75.0
2062;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2017 February;110.8;111.2;110.4;110.8;112.2;111.8;100.3;2.0;1.8;2.1;1.9;1.4;1.5;-0.1;84.0
2063;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2017 March;110.8;111.2;110.4;110.8;112.2;111.8;100.3;2.0;1.7;2.1;1.8;1.4;1.5;-0.1;88.0
2064;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2017 1st quarter;110.8;111.2;110.4;110.8;112.2;111.8;100.3;2.0;1.7;2.1;1.9;1.4;1.5;-0.1;88.0
2065;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2017 April;111.0;111.3;110.6;110.9;112.4;111.9;100.3;1.6;1.6;1.7;1.6;1.2;1.2;-0.1;82.0
2066;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2017 May;111.1;111.4;110.7;111.0;112.5;112.0;100.3;1.7;1.5;1.8;1.7;1.2;1.3;-0.1;63.0
2067;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2017 June;111.2;111.5;110.8;111.1;112.5;112.1;100.3;1.8;1.6;1.9;1.7;1.2;1.3;-0.1;88.0
2068;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2017 2nd quarter;111.1;111.4;110.6;111.0;112.4;112.0;100.3;1.7;1.6;1.7;1.7;1.1;1.3;-0.1;88.0
2069;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2017 July;111.4;111.7;111.0;111.3;112.7;112.3;100.3;1.4;1.3;1.5;1.4;1.4;1.5;-0.1;86.0
2070;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2017 August;112.1;112.4;111.7;111.9;113.5;113.0;100.3;2.0;1.9;2.1;1.9;2.2;2.2;-0.1;86.0
2071;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2017 September;112.1;112.4;111.7;111.9;113.5;113.0;100.3;1.9;1.8;2.0;1.8;2.1;2.1;-0.1;89.0
2072;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2017 3rd quarter;111.8;112.1;111.4;111.7;113.2;112.8;100.3;1.7;1.6;1.8;1.7;1.8;1.9;-0.1;89.0
2073;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2017 October;112.1;112.5;111.7;112.0;113.5;113.1;100.3;1.9;1.9;2.0;1.9;2.1;2.2;-0.1;92.0
2074;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2017 November;112.2;112.5;111.7;112.0;113.5;113.1;100.3;2.0;1.9;2.0;1.9;2.1;2.2;-0.1;94.0
2075;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2017 December;112.3;112.6;111.8;112.1;113.6;113.2;100.3;2.1;2.0;2.1;2.0;2.2;2.3;-0.1;95.0
2076;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2017 4th quarter;112.2;112.5;111.8;112.1;113.6;113.1;100.3;2.0;1.9;2.1;2.0;2.2;2.2;-0.1;95.0
2077;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2017 year;111.5;111.8;111.0;111.4;112.8;112.4;100.3;1.9;1.7;1.9;1.8;1.5;1.6;-0.1;97.0
2078;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2018 January;113.1;113.4;112.7;113.0;115.3;114.9;100.3;2.3;2.2;2.3;2.2;2.8;2.8;0.0;87.0
2079;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2018 February;113.1;113.4;112.7;113.0;115.4;114.9;100.3;2.2;2.2;2.2;2.2;2.9;2.8;0.0;87.0
2080;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2018 March;113.1;113.4;112.7;113.0;115.4;114.9;100.3;2.2;2.1;2.2;2.1;2.8;2.7;0.0;87.0
2081;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2018 1st quarter;113.1;113.4;112.7;113.0;115.4;114.9;100.3;2.2;2.1;2.2;2.2;2.8;2.8;0.0;87.0
2082;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2018 April;113.2;113.6;112.8;113.1;115.5;115.0;100.3;2.1;2.1;2.1;2.0;2.7;2.6;0.0;82.0
2083;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2018 May;113.3;113.7;112.9;113.2;115.6;115.1;100.3;2.1;2.2;2.1;2.1;2.8;2.7;0.0;78.0
2084;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2018 June ;113.4;113.9;113.0;113.5;115.8;115.3;100.3;2.0;2.2;2.0;2.2;2.8;2.7;0.0;67.0
2085;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2018 2nd quarter;113.3;113.8;112.9;113.3;115.6;115.2;100.3;2.1;2.2;2.1;2.2;2.7;2.8;0.0;79.0
2086;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2018 July;114.6;114.8;114.1;114.4;116.8;116.4;100.3;2.9;2.7;2.8;2.8;3.4;3.5;0.0;64.0
2087;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2018 August;114.6;114.8;114.1;114.4;116.8;116.4;100.3;2.3;2.1;2.2;2.2;2.8;2.9;0.0;64.0
2088;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2018 September;114.6;114.8;114.2;114.4;116.8;116.4;100.3;2.2;2.1;2.3;2.2;2.8;2.8;0.0;64.0
2089;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2018 3rd quarter;114.6;114.8;114.2;114.4;116.8;116.4;100.3;2.5;2.3;2.5;2.4;3.0;3.1;0.0;64.0
2090;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2018 October;114.7;114.9;114.2;114.5;116.9;116.4;100.3;2.3;2.1;2.2;2.2;2.8;2.7;0.0;66.0
2091;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2018 November;114.7;115.0;114.3;114.5;116.9;116.4;100.3;2.3;2.2;2.3;2.2;2.8;2.7;0.0;72.0
2092;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2018 December;114.7;115.1;114.3;114.7;117.0;116.6;100.3;2.2;2.2;2.2;2.3;2.8;2.9;0.0;76.0
2093;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2018 4th quarter;114.7;115.1;114.3;114.7;117.0;116.6;100.3;2.2;2.3;2.3;2.3;2.9;2.9;0.0;76.0
2094;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2018 year;113.9;114.3;113.5;113.9;116.2;115.8;100.3;2.2;2.2;2.3;2.3;2.8;2.9;0.0;86.0
2095;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2019 January;115.2;115.5;114.8;115.0;117.9;117.5;100.3;1.9;1.8;2.0;1.8;2.2;2.3;0.0;67.0
2096;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2019 February;115.3;115.6;114.9;115.1;118.0;117.6;100.3;2.0;1.9;2.0;1.9;2.3;2.3;0.0;70.0
2097;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2019 March;115.8;116.2;115.4;115.7;118.4;118.0;100.3;2.5;2.4;2.5;2.4;2.4;2.5;0.0;89.0
2098;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2019 1st quarter;115.6;115.9;115.1;115.4;118.3;117.9;100.3;2.3;2.1;2.2;2.1;2.5;2.5;0.0;91.0
2099;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2019 April;116.3;116.6;115.8;116.1;118.9;118.4;100.3;2.7;2.6;2.8;2.7;2.8;2.8;0.0;85.0
2100;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2019 May;116.4;116.7;115.9;116.2;118.8;118.4;100.3;2.7;2.6;2.7;2.6;2.6;2.6;0.0;91.0
2101;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2019 June;116.6;117.0;116.2;116.5;119.1;118.7;100.3;2.8;2.8;2.8;2.7;2.8;2.8;0.0;72.0
2102;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2019 2nd quarter;116.4;116.8;116.0;116.3;118.9;118.4;100.3;2.7;2.7;2.8;2.6;2.7;2.6;0.0;85.0
2103;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2019 July;117.1;117.4;116.7;117.0;119.6;119.1;100.3;2.5;2.4;2.5;2.5;2.4;2.4;0.0;72.0
2104;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2019 August;117.7;118.0;117.2;117.6;120.2;119.7;100.3;3.1;3.0;3.0;3.0;2.9;2.9;0.0;71.0
2105;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2019 September;117.7;118.0;117.2;117.5;120.2;119.7;100.3;2.9;2.9;2.9;2.8;2.8;2.8;0.0;77.0
2106;Total Collective labour agreement sector;B-E Industry (no construction), energy;First-published figures;2019 3rd quarter;117.5;117.8;117.0;117.3;120.0;119.5;100.3;2.8;2.8;2.8;2.7;2.7;2.8;0.0;78.0
