ID;Regions;Periods;BusinessRelatedOvernightStays_1
2410;Gelderland (PV);2022 September;120
2411;Gelderland (PV);2022 3rd quarter;290
2412;Gelderland (PV);2022 October;110
2413;Gelderland (PV);2022 November;100
2414;Gelderland (PV);2022 December;70
2415;Gelderland (PV);2022 4th quarter;280
2416;Gelderland (PV);2022;1080
2417;Gelderland (PV);2023 January;90
2418;Gelderland (PV);2023 February;90
2419;Gelderland (PV);2023 March;110
2420;Gelderland (PV);2023 1st quarter;300
2421;Gelderland (PV);2023 April;120
2422;Gelderland (PV);2023 May;130
2423;Gelderland (PV);2023 June;130
2424;Gelderland (PV);2023 2nd quarter;370
2425;Gelderland (PV);2023 July;90
2426;Gelderland (PV);2023 August;90
2427;Gelderland (PV);2023 September;120
2428;Gelderland (PV);2023 3rd quarter;300
2429;Gelderland (PV);2023 October;120
2430;Gelderland (PV);2023 November;110
2431;Gelderland (PV);2023 December;70
2432;Gelderland (PV);2023 4th quarter;300
2433;Gelderland (PV);2023;1280
2434;Gelderland (PV);2024 January;80
2435;Gelderland (PV);2024 February;100
2436;Gelderland (PV);2024 March;100
2437;Gelderland (PV);2024 1st quarter;280
2438;Gelderland (PV);2024 April;110
2439;Gelderland (PV);2024 May;130
2440;Gelderland (PV);2024 June;130
2441;Gelderland (PV);2024 2nd quarter;370
2442;Gelderland (PV);2024 July;90
2443;Gelderland (PV);2024 August;100
2444;Gelderland (PV);2024 September;130
2445;Gelderland (PV);2024 3rd quarter;320
2446;Gelderland (PV);2024 October;130
2447;Gelderland (PV);2024 November;110
2448;Gelderland (PV);2024 December;80
2449;Gelderland (PV);2024 4th quarter;330
2450;Gelderland (PV);2024;1300
2451;Gelderland (PV);2025 January;80
2452;Gelderland (PV);2025 February;80
2453;Utrecht (PV);2012 January;70
2454;Utrecht (PV);2012 February;70
2455;Utrecht (PV);2012 March;90
2456;Utrecht (PV);2012 1st quarter;220
2457;Utrecht (PV);2012 April;90
2458;Utrecht (PV);2012 May;80
2459;Utrecht (PV);2012 June;80
2460;Utrecht (PV);2012 2nd quarter;250
2461;Utrecht (PV);2012 July;60
2462;Utrecht (PV);2012 August;60
2463;Utrecht (PV);2012 September;90
2464;Utrecht (PV);2012 3rd quarter;220
2465;Utrecht (PV);2012 October;90
2466;Utrecht (PV);2012 November;80
2467;Utrecht (PV);2012 December;60
2468;Utrecht (PV);2012 4th quarter;230
2469;Utrecht (PV);2012;930
2470;Utrecht (PV);2013 January;70
2471;Utrecht (PV);2013 February;60
2472;Utrecht (PV);2013 March;80
2473;Utrecht (PV);2013 1st quarter;210
2474;Utrecht (PV);2013 April;90
2475;Utrecht (PV);2013 May;90
2476;Utrecht (PV);2013 June;80
2477;Utrecht (PV);2013 2nd quarter;260
2478;Utrecht (PV);2013 July;70
2479;Utrecht (PV);2013 August;70
2480;Utrecht (PV);2013 September;100
2481;Utrecht (PV);2013 3rd quarter;240
2482;Utrecht (PV);2013 October;90
2483;Utrecht (PV);2013 November;80
2484;Utrecht (PV);2013 December;60
2485;Utrecht (PV);2013 4th quarter;230
2486;Utrecht (PV);2013;940
2487;Utrecht (PV);2014 January;70
2488;Utrecht (PV);2014 February;70
2489;Utrecht (PV);2014 March;80
2490;Utrecht (PV);2014 1st quarter;220
2491;Utrecht (PV);2014 April;80
2492;Utrecht (PV);2014 May;100
2493;Utrecht (PV);2014 June;80
2494;Utrecht (PV);2014 2nd quarter;260
2495;Utrecht (PV);2014 July;70
2496;Utrecht (PV);2014 August;70
2497;Utrecht (PV);2014 September;90
2498;Utrecht (PV);2014 3rd quarter;240
2499;Utrecht (PV);2014 October;90
2500;Utrecht (PV);2014 November;80
2501;Utrecht (PV);2014 December;60
2502;Utrecht (PV);2014 4th quarter;230
2503;Utrecht (PV);2014;940
2504;Utrecht (PV);2015 January;70
2505;Utrecht (PV);2015 February;70
2506;Utrecht (PV);2015 March;90
2507;Utrecht (PV);2015 1st quarter;230
2508;Utrecht (PV);2015 April;100
2509;Utrecht (PV);2015 May;100
2510;Utrecht (PV);2015 June;90
2511;Utrecht (PV);2015 2nd quarter;290
2512;Utrecht (PV);2015 July;80
2513;Utrecht (PV);2015 August;80
2514;Utrecht (PV);2015 September;100
2515;Utrecht (PV);2015 3rd quarter;260
2516;Utrecht (PV);2015 October;100
2517;Utrecht (PV);2015 November;100
2518;Utrecht (PV);2015 December;70
2519;Utrecht (PV);2015 4th quarter;280
2520;Utrecht (PV);2015;1060
2521;Utrecht (PV);2016 January;80
2522;Utrecht (PV);2016 February;80
2523;Utrecht (PV);2016 March;100
2524;Utrecht (PV);2016 1st quarter;260
2525;Utrecht (PV);2016 April;110
2526;Utrecht (PV);2016 May;110
2527;Utrecht (PV);2016 June;100
2528;Utrecht (PV);2016 2nd quarter;310
2529;Utrecht (PV);2016 July;80
2530;Utrecht (PV);2016 August;80
2531;Utrecht (PV);2016 September;110
2532;Utrecht (PV);2016 3rd quarter;270
2533;Utrecht (PV);2016 October;110
2534;Utrecht (PV);2016 November;100
2535;Utrecht (PV);2016 December;70
2536;Utrecht (PV);2016 4th quarter;280
2537;Utrecht (PV);2016;1120
2538;Utrecht (PV);2017 January;90
2539;Utrecht (PV);2017 February;90
2540;Utrecht (PV);2017 March;100
2541;Utrecht (PV);2017 1st quarter;270
2542;Utrecht (PV);2017 April;120
2543;Utrecht (PV);2017 May;120
2544;Utrecht (PV);2017 June;110
2545;Utrecht (PV);2017 2nd quarter;350
2546;Utrecht (PV);2017 July;90
2547;Utrecht (PV);2017 August;90
2548;Utrecht (PV);2017 September;120
2549;Utrecht (PV);2017 3rd quarter;300
2550;Utrecht (PV);2017 October;120
2551;Utrecht (PV);2017 November;100
2552;Utrecht (PV);2017 December;70
2553;Utrecht (PV);2017 4th quarter;290
2554;Utrecht (PV);2017;1220
2555;Utrecht (PV);2018 January;80
2556;Utrecht (PV);2018 February;80
2557;Utrecht (PV);2018 March;100
2558;Utrecht (PV);2018 1st quarter;260
2559;Utrecht (PV);2018 April;110
2560;Utrecht (PV);2018 May;110
2561;Utrecht (PV);2018 June;110
2562;Utrecht (PV);2018 2nd quarter;340
2563;Utrecht (PV);2018 July;90
2564;Utrecht (PV);2018 August;80
2565;Utrecht (PV);2018 September;130
2566;Utrecht (PV);2018 3rd quarter;300
2567;Utrecht (PV);2018 October;120
2568;Utrecht (PV);2018 November;100
2569;Utrecht (PV);2018 December;70
2570;Utrecht (PV);2018 4th quarter;290
2571;Utrecht (PV);2018;1190
2572;Utrecht (PV);2019 January;90
2573;Utrecht (PV);2019 February;90
2574;Utrecht (PV);2019 March;100
2575;Utrecht (PV);2019 1st quarter;280
2576;Utrecht (PV);2019 April;110
2577;Utrecht (PV);2019 May;120
2578;Utrecht (PV);2019 June;120
2579;Utrecht (PV);2019 2nd quarter;350
2580;Utrecht (PV);2019 July;110
2581;Utrecht (PV);2019 August;110
2582;Utrecht (PV);2019 September;120
2583;Utrecht (PV);2019 3rd quarter;340
2584;Utrecht (PV);2019 October;130
2585;Utrecht (PV);2019 November;120
2586;Utrecht (PV);2019 December;80
2587;Utrecht (PV);2019 4th quarter;330
2588;Utrecht (PV);2019;1290
2589;Utrecht (PV);2020 January;110
2590;Utrecht (PV);2020 February;110
2591;Utrecht (PV);2020 March;50
2592;Utrecht (PV);2020 1st quarter;270
2593;Utrecht (PV);2020 April;10
2594;Utrecht (PV);2020 May;10
2595;Utrecht (PV);2020 June;30
2596;Utrecht (PV);2020 2nd quarter;50
2597;Utrecht (PV);2020 July;30
2598;Utrecht (PV);2020 August;50
2599;Utrecht (PV);2020 September;60
2600;Utrecht (PV);2020 3rd quarter;150
2601;Utrecht (PV);2020 October;40
2602;Utrecht (PV);2020 November;30
2603;Utrecht (PV);2020 December;20
2604;Utrecht (PV);2020 4th quarter;90
2605;Utrecht (PV);2020;560
2606;Utrecht (PV);2021 January;20
2607;Utrecht (PV);2021 February;20
2608;Utrecht (PV);2021 March;30
2609;Utrecht (PV);2021 1th quarter;70
2610;Utrecht (PV);2021 April;30
2611;Utrecht (PV);2021 May;40
2612;Utrecht (PV);2021 June;50
2613;Utrecht (PV);2021 2nd quarter;120
2614;Utrecht (PV);2021 July;60
2615;Utrecht (PV);2021 August;70
2616;Utrecht (PV);2021 September;80
2617;Utrecht (PV);2021 3rd quarter;210
2618;Utrecht (PV);2021 October;90
2619;Utrecht (PV);2021 November;80
2620;Utrecht (PV);2021 December;30
2621;Utrecht (PV);2021 4th quarter;200
2622;Utrecht (PV);2021;600
2623;Utrecht (PV);2022 January;30
2624;Utrecht (PV);2022 February;60
2625;Utrecht (PV);2022 March;100
2626;Utrecht (PV);2022 1th quarter;190
2627;Utrecht (PV);2022 April;120
2628;Utrecht (PV);2022 May;130
2629;Utrecht (PV);2022 June;120
2630;Utrecht (PV);2022 2nd quarter;360
2631;Utrecht (PV);2022 July;100
2632;Utrecht (PV);2022 August;90
2633;Utrecht (PV);2022 September;130
2634;Utrecht (PV);2022 3rd quarter;310
2635;Utrecht (PV);2022 October;120
2636;Utrecht (PV);2022 November;120
2637;Utrecht (PV);2022 December;90
2638;Utrecht (PV);2022 4th quarter;320
2639;Utrecht (PV);2022;1190
2640;Utrecht (PV);2023 January;80
2641;Utrecht (PV);2023 February;90
2642;Utrecht (PV);2023 March;100
2643;Utrecht (PV);2023 1st quarter;270
2644;Utrecht (PV);2023 April;100
2645;Utrecht (PV);2023 May;110
2646;Utrecht (PV);2023 June;110
2647;Utrecht (PV);2023 2nd quarter;320
2648;Utrecht (PV);2023 July;80
2649;Utrecht (PV);2023 August;90
2650;Utrecht (PV);2023 September;110
2651;Utrecht (PV);2023 3rd quarter;290
2652;Utrecht (PV);2023 October;110
2653;Utrecht (PV);2023 November;100
2654;Utrecht (PV);2023 December;70
2655;Utrecht (PV);2023 4th quarter;290
2656;Utrecht (PV);2023;1160
2657;Utrecht (PV);2024 January;90
2658;Utrecht (PV);2024 February;90
2659;Utrecht (PV);2024 March;110
2660;Utrecht (PV);2024 1st quarter;280
2661;Utrecht (PV);2024 April;120
2662;Utrecht (PV);2024 May;120
2663;Utrecht (PV);2024 June;110
2664;Utrecht (PV);2024 2nd quarter;340
2665;Utrecht (PV);2024 July;80
2666;Utrecht (PV);2024 August;80
2667;Utrecht (PV);2024 September;110
2668;Utrecht (PV);2024 3rd quarter;270
2669;Utrecht (PV);2024 October;110
2670;Utrecht (PV);2024 November;110
2671;Utrecht (PV);2024 December;80
2672;Utrecht (PV);2024 4th quarter;300
2673;Utrecht (PV);2024;1200
2674;Utrecht (PV);2025 January;80
2675;Utrecht (PV);2025 February;80
2676;Noord-Holland (PV);2012 January;390
2677;Noord-Holland (PV);2012 February;380
2678;Noord-Holland (PV);2012 March;480
2679;Noord-Holland (PV);2012 1st quarter;1240
2680;Noord-Holland (PV);2012 April;610
2681;Noord-Holland (PV);2012 May;610
2682;Noord-Holland (PV);2012 June;570
2683;Noord-Holland (PV);2012 2nd quarter;1800
2684;Noord-Holland (PV);2012 July;480
2685;Noord-Holland (PV);2012 August;510
2686;Noord-Holland (PV);2012 September;600
2687;Noord-Holland (PV);2012 3rd quarter;1590
2688;Noord-Holland (PV);2012 October;580
2689;Noord-Holland (PV);2012 November;510
2690;Noord-Holland (PV);2012 December;390
2691;Noord-Holland (PV);2012 4th quarter;1480
2692;Noord-Holland (PV);2012;6110
2693;Noord-Holland (PV);2013 January;410
2694;Noord-Holland (PV);2013 February;390
2695;Noord-Holland (PV);2013 March;500
2696;Noord-Holland (PV);2013 1st quarter;1310
2697;Noord-Holland (PV);2013 April;610
2698;Noord-Holland (PV);2013 May;660
2699;Noord-Holland (PV);2013 June;620
2700;Noord-Holland (PV);2013 2nd quarter;1900
2701;Noord-Holland (PV);2013 July;550
2702;Noord-Holland (PV);2013 August;630
2703;Noord-Holland (PV);2013 September;690
2704;Noord-Holland (PV);2013 3rd quarter;1870
2705;Noord-Holland (PV);2013 October;630
2706;Noord-Holland (PV);2013 November;550
2707;Noord-Holland (PV);2013 December;410
2708;Noord-Holland (PV);2013 4th quarter;1590
2709;Noord-Holland (PV);2013;6660
2710;Noord-Holland (PV);2014 January;440
2711;Noord-Holland (PV);2014 February;470
2712;Noord-Holland (PV);2014 March;550
2713;Noord-Holland (PV);2014 1st quarter;1460
2714;Noord-Holland (PV);2014 April;640
2715;Noord-Holland (PV);2014 May;690
2716;Noord-Holland (PV);2014 June;660
2717;Noord-Holland (PV);2014 2nd quarter;1990
2718;Noord-Holland (PV);2014 July;540
2719;Noord-Holland (PV);2014 August;570
2720;Noord-Holland (PV);2014 September;680
2721;Noord-Holland (PV);2014 3rd quarter;1800
2722;Noord-Holland (PV);2014 October;680
2723;Noord-Holland (PV);2014 November;560
2724;Noord-Holland (PV);2014 December;450
2725;Noord-Holland (PV);2014 4th quarter;1690
2726;Noord-Holland (PV);2014;6930
2727;Noord-Holland (PV);2015 January;440
2728;Noord-Holland (PV);2015 February;480
2729;Noord-Holland (PV);2015 March;530
2730;Noord-Holland (PV);2015 1st quarter;1450
2731;Noord-Holland (PV);2015 April;630
2732;Noord-Holland (PV);2015 May;670
2733;Noord-Holland (PV);2015 June;630
2734;Noord-Holland (PV);2015 2nd quarter;1920
2735;Noord-Holland (PV);2015 July;570
2736;Noord-Holland (PV);2015 August;580
2737;Noord-Holland (PV);2015 September;670
2738;Noord-Holland (PV);2015 3rd quarter;1810
2739;Noord-Holland (PV);2015 October;680
2740;Noord-Holland (PV);2015 November;520
2741;Noord-Holland (PV);2015 December;410
2742;Noord-Holland (PV);2015 4th quarter;1610
2743;Noord-Holland (PV);2015;6790
2744;Noord-Holland (PV);2016 January;470
2745;Noord-Holland (PV);2016 February;520
2746;Noord-Holland (PV);2016 March;610
2747;Noord-Holland (PV);2016 1st quarter;1600
2748;Noord-Holland (PV);2016 April;650
2749;Noord-Holland (PV);2016 May;690
2750;Noord-Holland (PV);2016 June;630
2751;Noord-Holland (PV);2016 2nd quarter;1970
2752;Noord-Holland (PV);2016 July;560
2753;Noord-Holland (PV);2016 August;540
2754;Noord-Holland (PV);2016 September;670
2755;Noord-Holland (PV);2016 3rd quarter;1770
2756;Noord-Holland (PV);2016 October;660
2757;Noord-Holland (PV);2016 November;550
2758;Noord-Holland (PV);2016 December;450
2759;Noord-Holland (PV);2016 4th quarter;1660
2760;Noord-Holland (PV);2016;7000
2761;Noord-Holland (PV);2017 January;510
2762;Noord-Holland (PV);2017 February;550
2763;Noord-Holland (PV);2017 March;620
2764;Noord-Holland (PV);2017 1st quarter;1680
2765;Noord-Holland (PV);2017 April;720
2766;Noord-Holland (PV);2017 May;720
2767;Noord-Holland (PV);2017 June;730
2768;Noord-Holland (PV);2017 2nd quarter;2180
2769;Noord-Holland (PV);2017 July;660
2770;Noord-Holland (PV);2017 August;650
2771;Noord-Holland (PV);2017 September;750
2772;Noord-Holland (PV);2017 3rd quarter;2060
2773;Noord-Holland (PV);2017 October;750
2774;Noord-Holland (PV);2017 November;660
2775;Noord-Holland (PV);2017 December;560
2776;Noord-Holland (PV);2017 4th quarter;1970
2777;Noord-Holland (PV);2017;7880
2778;Noord-Holland (PV);2018 January;580
2779;Noord-Holland (PV);2018 February;580
2780;Noord-Holland (PV);2018 March;700
2781;Noord-Holland (PV);2018 1st quarter;1860
2782;Noord-Holland (PV);2018 April;710
2783;Noord-Holland (PV);2018 May;760
2784;Noord-Holland (PV);2018 June;760
2785;Noord-Holland (PV);2018 2nd quarter;2240
2786;Noord-Holland (PV);2018 July;710
2787;Noord-Holland (PV);2018 August;690
2788;Noord-Holland (PV);2018 September;780
2789;Noord-Holland (PV);2018 3rd quarter;2180
2790;Noord-Holland (PV);2018 October;780
2791;Noord-Holland (PV);2018 November;640
2792;Noord-Holland (PV);2018 December;530
2793;Noord-Holland (PV);2018 4th quarter;1950
2794;Noord-Holland (PV);2018;8240
2795;Noord-Holland (PV);2019 January;600
2796;Noord-Holland (PV);2019 February;600
2797;Noord-Holland (PV);2019 March;750
2798;Noord-Holland (PV);2019 1st quarter;1950
2799;Noord-Holland (PV);2019 April;850
2800;Noord-Holland (PV);2019 May;840
2801;Noord-Holland (PV);2019 June;830
2802;Noord-Holland (PV);2019 2nd quarter;2520
2803;Noord-Holland (PV);2019 July;740
2804;Noord-Holland (PV);2019 August;780
2805;Noord-Holland (PV);2019 September;850
2806;Noord-Holland (PV);2019 3rd quarter;2370
2807;Noord-Holland (PV);2019 October;880
2808;Noord-Holland (PV);2019 November;710
2809;Noord-Holland (PV);2019 December;580
2810;Noord-Holland (PV);2019 4th quarter;2170
2811;Noord-Holland (PV);2019;9010
2812;Noord-Holland (PV);2020 January;580
2813;Noord-Holland (PV);2020 February;590
2814;Noord-Holland (PV);2020 March;260
2815;Noord-Holland (PV);2020 1st quarter;1430
2816;Noord-Holland (PV);2020 April;50
2817;Noord-Holland (PV);2020 May;70
2818;Noord-Holland (PV);2020 June;120
2819;Noord-Holland (PV);2020 2nd quarter;240
2820;Noord-Holland (PV);2020 July;170
2821;Noord-Holland (PV);2020 August;190
2822;Noord-Holland (PV);2020 September;160
2823;Noord-Holland (PV);2020 3rd quarter;520
2824;Noord-Holland (PV);2020 October;110
2825;Noord-Holland (PV);2020 November;90
2826;Noord-Holland (PV);2020 December;90
2827;Noord-Holland (PV);2020 4th quarter;290
2828;Noord-Holland (PV);2020;2470
2829;Noord-Holland (PV);2021 January;80
2830;Noord-Holland (PV);2021 February;80
2831;Noord-Holland (PV);2021 March;80
2832;Noord-Holland (PV);2021 1th quarter;240
2833;Noord-Holland (PV);2021 April;90
2834;Noord-Holland (PV);2021 May;130
2835;Noord-Holland (PV);2021 June;160
2836;Noord-Holland (PV);2021 2nd quarter;380
2837;Noord-Holland (PV);2021 July;210
2838;Noord-Holland (PV);2021 August;250
2839;Noord-Holland (PV);2021 September;300
2840;Noord-Holland (PV);2021 3rd quarter;760
2841;Noord-Holland (PV);2021 October;400
2842;Noord-Holland (PV);2021 November;310
2843;Noord-Holland (PV);2021 December;150
2844;Noord-Holland (PV);2021 4th quarter;860
2845;Noord-Holland (PV);2021;2240
2846;Noord-Holland (PV);2022 January;130
2847;Noord-Holland (PV);2022 February;240
2848;Noord-Holland (PV);2022 March;370
2849;Noord-Holland (PV);2022 1th quarter;730
2850;Noord-Holland (PV);2022 April;520
2851;Noord-Holland (PV);2022 May;570
2852;Noord-Holland (PV);2022 June;640
2853;Noord-Holland (PV);2022 2nd quarter;1730
2854;Noord-Holland (PV);2022 July;550
2855;Noord-Holland (PV);2022 August;520
2856;Noord-Holland (PV);2022 September;630
2857;Noord-Holland (PV);2022 3rd quarter;1700
2858;Noord-Holland (PV);2022 October;630
2859;Noord-Holland (PV);2022 November;530
2860;Noord-Holland (PV);2022 December;410
2861;Noord-Holland (PV);2022 4th quarter;1570
2862;Noord-Holland (PV);2022;5730
2863;Noord-Holland (PV);2023 January;370
2864;Noord-Holland (PV);2023 February;430
2865;Noord-Holland (PV);2023 March;560
2866;Noord-Holland (PV);2023 1st quarter;1360
2867;Noord-Holland (PV);2023 April;580
2868;Noord-Holland (PV);2023 May;580
2869;Noord-Holland (PV);2023 June;610
2870;Noord-Holland (PV);2023 2nd quarter;1780
2871;Noord-Holland (PV);2023 July;590
2872;Noord-Holland (PV);2023 August;550
2873;Noord-Holland (PV);2023 September;560
2874;Noord-Holland (PV);2023 3rd quarter;1700
2875;Noord-Holland (PV);2023 October;620
2876;Noord-Holland (PV);2023 November;530
2877;Noord-Holland (PV);2023 December;420
2878;Noord-Holland (PV);2023 4th quarter;1580
2879;Noord-Holland (PV);2023;6420
2880;Noord-Holland (PV);2024 January;410
2881;Noord-Holland (PV);2024 February;430
2882;Noord-Holland (PV);2024 March;550
2883;Noord-Holland (PV);2024 1st quarter;1390
2884;Noord-Holland (PV);2024 April;550
2885;Noord-Holland (PV);2024 May;600
2886;Noord-Holland (PV);2024 June;580
2887;Noord-Holland (PV);2024 2nd quarter;1720
2888;Noord-Holland (PV);2024 July;540
2889;Noord-Holland (PV);2024 August;500
2890;Noord-Holland (PV);2024 September;630
2891;Noord-Holland (PV);2024 3rd quarter;1690
2892;Noord-Holland (PV);2024 October;530
2893;Noord-Holland (PV);2024 November;540
2894;Noord-Holland (PV);2024 December;410
2895;Noord-Holland (PV);2024 4th quarter;1480
2896;Noord-Holland (PV);2024;6300
2897;Noord-Holland (PV);2025 January;410
2898;Noord-Holland (PV);2025 February;420
2899;Zuid-Holland (PV);2012 January;190
2900;Zuid-Holland (PV);2012 February;180
2901;Zuid-Holland (PV);2012 March;230
2902;Zuid-Holland (PV);2012 1st quarter;600
2903;Zuid-Holland (PV);2012 April;280
2904;Zuid-Holland (PV);2012 May;280
2905;Zuid-Holland (PV);2012 June;260
2906;Zuid-Holland (PV);2012 2nd quarter;830
2907;Zuid-Holland (PV);2012 July;220
2908;Zuid-Holland (PV);2012 August;220
2909;Zuid-Holland (PV);2012 September;260
2910;Zuid-Holland (PV);2012 3rd quarter;700
2911;Zuid-Holland (PV);2012 October;250
2912;Zuid-Holland (PV);2012 November;210
2913;Zuid-Holland (PV);2012 December;160
2914;Zuid-Holland (PV);2012 4th quarter;620
2915;Zuid-Holland (PV);2012;2760
2916;Zuid-Holland (PV);2013 January;180
2917;Zuid-Holland (PV);2013 February;180
2918;Zuid-Holland (PV);2013 March;230
2919;Zuid-Holland (PV);2013 1st quarter;590
2920;Zuid-Holland (PV);2013 April;270
2921;Zuid-Holland (PV);2013 May;270
2922;Zuid-Holland (PV);2013 June;250
