ID;Geslacht;Leeftijd;Geboortegeneratie;TotaalMetPartner_1;BeideWerkzaam_2;ZelfWerkzaamPartnerNietWerkzaam_3;ZelfNietWerkzaamPartnerWerkzaam_4;BeideNietWerkzaam_5;TotaalZonderPartner_6;Werkzaam_7;NietWerkzaam_8;AandeelVanTotaalArbeidsuren_9;TotaalAantalArbeidsuren_10;Totaal_11;BeideKleineParttimeBaan_12;KleineParttimeBaanEnGroteParttime_13;KleineParttimeBaanEnFulltimeBaan_14;BeideGroteParttimeBaan_15;GroteParttimeBaanEnFulltimeBaan_16;BeidePartnersFulltimeBaan_17;Totaal_18;EenKleineParttimeBaan_19;EenGroteParttimeBaan_20;EenFulltimeBaan_21;BeidePartnersNietWerkzaam_22;Werkzaam_23;NietWerkzaam_24
940;Vrouwen;37 jaar;1975 tot 1980;79.4;61.0;2.6;13.4;2.4;20.6;14.4;6.2;34.7;66.9;76.8;;0.6;3.8;7.2;51.4;13.8;20.2;0.4;3.1;16.7;3.0;70.0;30.0
941;Vrouwen;37 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
942;Vrouwen;37 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
943;Vrouwen;37 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
944;Vrouwen;37 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
945;Vrouwen;38 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
946;Vrouwen;38 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
947;Vrouwen;38 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
948;Vrouwen;38 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
949;Vrouwen;38 jaar;1945 tot 1950;;;;;;;;;;;;;;;;;;;;;;;;
950;Vrouwen;38 jaar;1950 tot 1955;83.3;43.0;2.5;34.0;3.8;16.7;;;20.8;61.9;51.6;;;11.7;2.5;30.4;6.1;43.8;;2.8;40.4;4.5;;
951;Vrouwen;38 jaar;1955 tot 1960;83.2;48.3;3.1;28.3;3.6;16.8;10.3;6.4;24.0;62.7;58.0;;0.9;12.1;3.5;32.9;8.6;37.7;0.5;3.1;34.0;4.3;61.7;38.3
952;Vrouwen;38 jaar;1960 tot 1965;82.7;56.0;2.4;22.1;2.1;17.3;12.4;4.9;26.9;63.1;67.8;;0.5;10.8;5.2;41.3;9.9;29.7;0.5;2.9;26.2;2.5;71.6;28.4
953;Vrouwen;38 jaar;1965 tot 1970;81.9;59.5;2.6;17.6;2.3;18.1;12.5;5.6;30.0;64.2;72.6;;0.7;7.9;6.7;47.1;10.2;24.7;0.4;2.9;21.4;2.8;69.0;31.0
954;Vrouwen;38 jaar;1970 tot 1975;81.5;63.3;2.8;13.6;1.7;18.5;12.8;5.6;33.5;65.6;77.7;;0.5;5.1;7.8;52.2;12.1;20.2;0.4;3.4;16.4;2.1;69.6;30.4
955;Vrouwen;38 jaar;1975 tot 1980;78.9;60.1;3.0;13.8;2.1;21.1;14.7;6.4;34.8;66.7;76.1;;0.8;3.8;7.2;49.9;14.4;21.2;0.3;3.6;17.3;2.7;69.8;30.2
956;Vrouwen;38 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
957;Vrouwen;38 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
958;Vrouwen;38 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
959;Vrouwen;38 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
960;Vrouwen;39 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
961;Vrouwen;39 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
962;Vrouwen;39 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
963;Vrouwen;39 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
964;Vrouwen;39 jaar;1945 tot 1950;;;;;;;;;;;;;;;;;;;;;;;;
965;Vrouwen;39 jaar;1950 tot 1955;84.4;47.6;3.1;30.3;3.4;15.6;9.5;6.1;23.3;63.0;56.5;;;11.6;3.2;32.0;9.3;39.5;0.7;3.4;35.4;4.0;60.7;39.3
966;Vrouwen;39 jaar;1955 tot 1960;82.5;49.3;2.9;27.2;3.0;17.5;11.6;5.9;24.6;62.6;59.8;;0.8;11.7;4.2;34.5;8.5;36.5;0.5;3.2;32.8;3.6;66.2;33.8
967;Vrouwen;39 jaar;1960 tot 1965;82.7;57.7;2.4;20.4;2.2;17.3;12.2;5.1;27.5;63.1;69.8;;0.7;11.4;5.2;43.6;9.0;27.6;0.5;3.0;24.0;2.7;70.3;29.7
968;Vrouwen;39 jaar;1965 tot 1970;81.5;60.5;2.3;17.1;1.7;18.5;13.2;5.3;29.8;64.2;74.1;;0.6;7.9;6.6;49.1;10.0;23.7;0.4;2.6;20.8;2.1;71.4;28.6
969;Vrouwen;39 jaar;1970 tot 1975;80.4;61.5;3.0;13.9;2.1;19.6;13.3;6.3;33.6;66.0;76.5;;0.4;4.6;6.6;53.0;11.8;21.0;0.4;3.6;17.0;2.6;67.8;32.2
970;Vrouwen;39 jaar;1975 tot 1980;77.6;59.7;2.7;13.2;2.1;22.4;15.5;6.9;34.7;67.0;76.9;;0.8;3.9;7.2;51.0;14.0;20.4;0.6;3.2;16.6;2.7;69.1;30.9
971;Vrouwen;39 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
972;Vrouwen;39 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
973;Vrouwen;39 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
974;Vrouwen;39 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
975;Vrouwen;40 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
976;Vrouwen;40 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
977;Vrouwen;40 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
978;Vrouwen;40 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
979;Vrouwen;40 jaar;1945 tot 1950;;;;;;;;;;;;;;;;;;;;;;;;
980;Vrouwen;40 jaar;1950 tot 1955;83.2;45.3;3.2;31.0;3.6;16.8;10.9;5.9;22.4;63.0;54.5;;;12.3;2.2;31.7;7.9;41.2;0.9;3.6;36.7;4.2;64.8;35.2
981;Vrouwen;40 jaar;1955 tot 1960;82.8;51.5;3.0;24.9;3.5;17.2;11.3;5.9;25.9;63.6;62.2;;0.9;11.6;4.0;36.0;9.7;33.6;0.6;3.4;29.6;4.2;65.7;34.3
982;Vrouwen;40 jaar;1960 tot 1965;82.2;56.5;3.4;19.2;3.1;17.8;12.3;5.5;29.0;63.2;68.8;;0.8;9.7;5.4;44.1;8.7;27.4;0.5;3.6;23.3;3.8;68.9;31.1
983;Vrouwen;40 jaar;1965 tot 1970;81.7;62.1;2.2;15.6;1.7;18.3;13.4;4.9;30.7;65.0;76.0;;0.6;7.7;6.8;50.4;10.4;21.9;0.3;2.7;18.9;2.1;73.4;26.6
984;Vrouwen;40 jaar;1970 tot 1975;79.2;58.8;3.6;14.4;2.4;20.8;13.7;7.0;33.8;65.8;74.2;;0.6;4.8;6.9;51.0;11.0;22.7;0.4;4.1;18.2;3.1;66.1;33.9
985;Vrouwen;40 jaar;1975 tot 1980;77.7;60.7;2.6;12.2;2.2;22.3;15.0;7.4;35.1;66.8;78.1;;0.7;4.1;7.7;52.1;13.5;19.0;0.6;3.1;15.3;2.9;67.0;33.0
986;Vrouwen;40 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
987;Vrouwen;40 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
988;Vrouwen;40 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
989;Vrouwen;40 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
990;Vrouwen;41 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
991;Vrouwen;41 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
992;Vrouwen;41 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
993;Vrouwen;41 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
994;Vrouwen;41 jaar;1945 tot 1950;;;;;;;;;;;;;;;;;;;;;;;;
995;Vrouwen;41 jaar;1950 tot 1955;83.9;46.5;3.6;29.5;4.2;16.1;10.0;6.2;23.9;63.6;55.5;;0.8;12.1;2.8;30.2;9.4;39.5;0.8;4.2;34.4;5.0;61.8;38.2
996;Vrouwen;41 jaar;1955 tot 1960;82.4;53.2;2.7;23.1;3.4;17.6;12.0;5.6;26.5;62.9;64.6;;0.7;12.0;4.1;38.6;9.2;31.2;0.4;2.6;28.2;4.1;68.1;31.9
997;Vrouwen;41 jaar;1960 tot 1965;82.2;57.7;3.2;18.8;2.5;17.8;11.9;5.9;29.6;63.4;70.1;;0.6;9.5;5.8;44.4;9.8;26.8;0.4;3.5;22.9;3.1;66.9;33.1
998;Vrouwen;41 jaar;1965 tot 1970;81.4;62.1;2.5;14.8;1.9;18.6;13.6;5.0;31.6;65.1;76.3;;0.8;7.0;6.4;51.3;10.8;21.3;0.3;3.0;18.1;2.4;73.0;27.0
999;Vrouwen;41 jaar;1970 tot 1975;78.4;58.9;3.7;13.7;2.2;21.6;14.8;6.8;34.3;65.5;75.0;;0.9;5.3;6.9;51.0;11.0;22.2;0.7;4.7;16.8;2.8;68.5;31.5
1000;Vrouwen;41 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
1001;Vrouwen;41 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
1002;Vrouwen;41 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
1003;Vrouwen;41 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
1004;Vrouwen;41 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
1005;Vrouwen;42 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
1006;Vrouwen;42 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
1007;Vrouwen;42 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
1008;Vrouwen;42 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
1009;Vrouwen;42 jaar;1945 tot 1950;;;;;;;;;;;;;;;;;;;;;;;;
1010;Vrouwen;42 jaar;1950 tot 1955;83.5;47.1;3.2;29.2;4.0;16.5;10.6;5.9;24.0;63.5;56.4;;0.7;10.7;2.5;33.4;8.9;38.8;1.0;3.5;34.3;4.8;64.2;35.8
1011;Vrouwen;42 jaar;1955 tot 1960;82.6;55.3;3.3;20.8;3.2;17.4;12.3;5.0;28.9;64.1;66.9;;0.7;9.8;5.3;40.6;10.3;29.2;0.5;3.7;24.9;3.9;71.0;29.0
1012;Vrouwen;42 jaar;1960 tot 1965;82.0;57.9;2.9;18.3;2.8;18.0;11.7;6.3;29.4;63.3;70.6;;0.7;8.7;5.6;47.0;8.7;25.9;0.4;3.5;22.0;3.4;64.8;35.2
1013;Vrouwen;42 jaar;1965 tot 1970;80.4;61.1;2.7;14.5;2.1;19.6;14.4;5.2;32.2;65.5;76.0;;0.7;6.2;6.8;51.5;10.8;21.4;0.4;3.2;17.8;2.6;73.3;26.7
1014;Vrouwen;42 jaar;1970 tot 1975;77.8;58.8;3.3;13.2;2.6;22.2;15.0;7.2;34.3;65.7;75.5;;0.9;5.5;7.5;50.2;11.4;21.2;0.5;4.3;16.4;3.3;67.7;32.3
1015;Vrouwen;42 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
1016;Vrouwen;42 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
1017;Vrouwen;42 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
1018;Vrouwen;42 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
1019;Vrouwen;42 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
1020;Vrouwen;43 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
1021;Vrouwen;43 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
1022;Vrouwen;43 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
1023;Vrouwen;43 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
1024;Vrouwen;43 jaar;1945 tot 1950;82.8;45.3;2.3;31.4;3.8;17.2;;;22.1;64.3;54.7;;;9.9;1.9;31.9;9.9;40.8;0.9;3.4;36.5;4.5;;
1025;Vrouwen;43 jaar;1950 tot 1955;83.2;47.3;3.9;28.2;3.8;16.8;10.1;6.7;24.8;64.2;56.9;;0.6;11.4;2.5;32.7;9.8;38.6;0.9;4.2;33.5;4.5;60.2;39.8
1026;Vrouwen;43 jaar;1955 tot 1960;82.6;56.0;3.4;20.8;2.4;17.4;12.4;5.0;28.8;63.6;67.8;;0.7;9.7;5.2;42.8;9.4;29.3;0.6;3.6;25.1;2.9;71.1;28.9
1027;Vrouwen;43 jaar;1960 tot 1965;80.9;57.0;3.6;17.8;2.5;19.1;12.8;6.2;30.4;63.9;70.4;;0.8;8.1;5.7;46.4;9.5;26.4;0.7;3.6;22.1;3.1;67.4;32.6
1028;Vrouwen;43 jaar;1965 tot 1970;79.7;60.0;3.4;14.4;2.0;20.3;14.8;5.6;33.1;65.2;75.2;;0.6;5.6;6.4;52.4;10.2;22.3;0.4;4.1;17.7;2.5;72.6;27.4
1029;Vrouwen;43 jaar;1970 tot 1975;78.2;59.3;3.8;12.5;2.6;21.8;14.1;7.8;35.3;66.8;75.9;;0.8;5.3;6.9;50.0;12.9;20.8;0.5;4.5;15.8;3.4;64.4;35.6
1030;Vrouwen;43 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
1031;Vrouwen;43 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
1032;Vrouwen;43 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
1033;Vrouwen;43 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
1034;Vrouwen;43 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
1035;Vrouwen;44 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
1036;Vrouwen;44 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
1037;Vrouwen;44 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
1038;Vrouwen;44 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
1039;Vrouwen;44 jaar;1945 tot 1950;84.0;44.3;3.6;31.2;4.9;16.0;9.5;6.4;23.1;63.4;52.7;;;10.6;1.9;31.5;8.4;41.5;1.0;3.7;36.7;5.7;59.7;40.3
1040;Vrouwen;44 jaar;1950 tot 1955;83.5;48.9;3.5;26.5;4.5;16.5;10.7;5.8;25.8;65.0;58.6;;0.8;10.0;2.7;35.0;10.1;36.0;0.8;4.4;30.8;5.3;64.9;35.1
1041;Vrouwen;44 jaar;1955 tot 1960;81.3;55.0;3.7;20.0;2.6;18.7;12.3;6.3;29.7;63.5;67.6;;1.0;8.3;5.3;43.2;9.7;29.1;0.6;4.0;24.5;3.2;66.0;34.0
1042;Vrouwen;44 jaar;1960 tot 1965;79.2;57.3;3.6;15.7;2.5;20.8;14.1;6.7;31.8;64.3;72.3;;0.9;7.4;6.2;48.0;9.9;24.4;0.6;3.7;20.1;3.2;67.9;32.1
1043;Vrouwen;44 jaar;1965 tot 1970;78.6;57.6;4.0;14.6;2.5;21.4;15.0;6.4;33.7;65.4;73.2;;0.6;5.8;6.0;49.8;10.9;23.7;0.6;4.5;18.5;3.1;70.3;29.7
1044;Vrouwen;44 jaar;1970 tot 1975;76.3;58.9;3.2;11.5;2.6;23.7;15.3;8.4;35.6;66.5;77.2;0.2;0.9;5.2;6.5;50.9;13.5;19.4;0.6;3.5;15.2;3.4;64.6;35.4
1045;Vrouwen;44 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
1046;Vrouwen;44 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
1047;Vrouwen;44 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
1048;Vrouwen;44 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
1049;Vrouwen;44 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
1050;Vrouwen;45 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
1051;Vrouwen;45 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
1052;Vrouwen;45 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
1053;Vrouwen;45 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
1054;Vrouwen;45 jaar;1945 tot 1950;83.1;43.1;4.2;30.9;4.9;16.9;10.0;6.9;23.5;64.1;51.9;;0.9;10.6;1.7;29.5;9.2;42.2;1.2;5.0;35.9;5.8;59.4;40.6
1055;Vrouwen;45 jaar;1950 tot 1955;83.9;51.1;3.8;25.1;3.9;16.1;10.8;5.3;26.7;64.0;60.9;;0.8;11.0;3.5;35.7;10.0;34.4;0.7;4.0;29.7;4.6;67.0;33.0
1056;Vrouwen;45 jaar;1955 tot 1960;81.5;56.0;4.1;18.3;3.1;18.5;12.2;6.3;30.7;63.0;68.8;;1.2;9.3;5.4;43.2;9.6;27.4;0.7;4.9;21.9;3.8;66.0;34.0
1057;Vrouwen;45 jaar;1960 tot 1965;80.3;59.6;3.6;14.4;2.6;19.7;14.3;5.4;32.8;65.1;74.3;;0.8;8.3;6.2;47.8;11.1;22.5;0.6;3.6;18.2;3.2;72.4;27.6
1058;Vrouwen;45 jaar;1965 tot 1970;79.2;59.5;3.9;13.5;2.4;20.8;14.8;5.9;33.9;65.6;75.1;;0.7;7.1;6.1;49.9;11.2;22.0;0.6;4.0;17.4;3.0;71.5;28.5
1059;Vrouwen;45 jaar;1970 tot 1975;76.5;59.3;3.2;11.8;2.1;23.5;16.1;7.4;35.7;67.0;77.6;;0.9;4.7;7.1;51.2;13.6;19.7;0.6;3.7;15.4;2.7;68.5;31.5
1060;Vrouwen;45 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
1061;Vrouwen;45 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
1062;Vrouwen;45 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
1063;Vrouwen;45 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
1064;Vrouwen;45 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
1065;Vrouwen;46 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
1066;Vrouwen;46 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
1067;Vrouwen;46 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
1068;Vrouwen;46 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
1069;Vrouwen;46 jaar;1945 tot 1950;83.4;42.6;4.3;31.5;5.0;16.6;9.5;7.0;23.8;64.3;51.1;;0.9;9.9;2.3;29.4;8.6;42.9;1.5;4.8;36.5;6.0;57.5;42.5
1070;Vrouwen;46 jaar;1950 tot 1955;82.4;50.0;3.8;25.0;3.7;17.6;11.8;5.8;27.2;64.3;60.6;;0.5;9.4;4.0;36.3;10.3;34.9;0.7;4.6;29.5;4.5;66.9;33.1
1071;Vrouwen;46 jaar;1955 tot 1960;81.7;55.8;5.0;17.5;3.5;18.3;12.6;5.7;32.1;63.3;68.3;;1.1;8.6;5.8;43.3;9.4;27.4;0.8;5.6;21.0;4.3;68.8;31.2
1072;Vrouwen;46 jaar;1960 tot 1965;79.4;58.9;3.7;14.4;2.4;20.6;14.7;5.9;33.1;64.8;74.1;;1.0;7.5;6.5;47.9;11.1;22.8;0.7;4.4;17.8;3.0;71.3;28.7
1073;Vrouwen;46 jaar;1965 tot 1970;78.0;58.1;4.0;13.1;2.9;22.0;15.6;6.3;34.3;65.6;74.4;;0.9;6.7;6.1;50.0;10.7;21.9;0.7;4.7;16.4;3.7;71.1;28.9
1074;Vrouwen;46 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;;;;
1075;Vrouwen;46 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
1076;Vrouwen;46 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
1077;Vrouwen;46 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
1078;Vrouwen;46 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
1079;Vrouwen;46 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
1080;Vrouwen;47 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
1081;Vrouwen;47 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
1082;Vrouwen;47 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
1083;Vrouwen;47 jaar;1940 tot 1945;;;;;;;;;;;;;;;;;;;;;;;;
1084;Vrouwen;47 jaar;1945 tot 1950;83.8;40.8;4.4;32.6;6.0;16.2;9.4;6.7;23.3;64.8;48.7;;0.8;9.5;2.0;27.8;8.5;44.1;1.2;5.0;37.9;7.2;58.3;41.7
1085;Vrouwen;47 jaar;1950 tot 1955;82.3;49.9;4.0;23.7;4.8;17.7;11.2;6.5;27.9;64.6;60.6;;0.8;9.2;3.8;36.0;10.7;33.6;0.6;4.6;28.4;5.8;63.5;36.5
1086;Vrouwen;47 jaar;1955 tot 1960;80.4;53.2;5.6;18.0;3.7;19.6;13.4;6.2;32.2;63.8;66.1;;1.2;8.3;5.2;42.4;9.0;29.3;0.9;5.7;22.7;4.6;68.3;31.7
1087;Vrouwen;47 jaar;1960 tot 1965;79.1;58.8;4.0;13.9;2.4;20.9;15.5;5.4;33.7;65.0;74.3;;1.1;6.8;5.9;49.7;10.8;22.6;0.5;4.7;17.4;3.1;74.1;25.9
1088;Vrouwen;47 jaar;1965 tot 1970;77.5;56.9;4.5;13.6;2.6;22.5;16.0;6.5;34.8;65.6;73.4;;1.1;6.6;6.1;48.0;11.5;23.3;0.8;5.1;17.4;3.3;71.2;28.8
1089;Vrouwen;47 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;;;;
1090;Vrouwen;47 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
1091;Vrouwen;47 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
1092;Vrouwen;47 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
1093;Vrouwen;47 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
1094;Vrouwen;47 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
1095;Vrouwen;48 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
1096;Vrouwen;48 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
1097;Vrouwen;48 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
1098;Vrouwen;48 jaar;1940 tot 1945;82.3;32.5;4.2;37.3;8.3;17.7;;;20.8;63.4;39.5;;;7.5;2.1;21.1;7.8;50.5;1.5;5.6;43.5;9.8;;
1099;Vrouwen;48 jaar;1945 tot 1950;83.6;41.2;4.5;31.5;6.4;16.4;10.1;6.2;23.9;65.4;49.2;;0.7;9.0;2.1;28.2;9.0;43.1;1.3;5.3;36.5;7.6;62.1;37.9
1100;Vrouwen;48 jaar;1950 tot 1955;82.5;49.8;4.3;23.4;5.1;17.5;11.5;6.0;27.8;63.6;60.3;;0.7;9.4;3.3;37.8;9.1;33.5;0.8;4.9;27.8;6.2;65.9;34.1
1101;Vrouwen;48 jaar;1955 tot 1960;79.2;53.6;4.9;17.2;3.5;20.8;13.9;7.0;31.9;63.4;67.6;;1.3;8.4;5.6;43.7;8.5;27.9;0.7;5.3;22.0;4.4;66.6;33.4
1102;Vrouwen;48 jaar;1960 tot 1965;79.6;58.4;4.4;14.1;2.7;20.4;14.9;5.5;34.1;65.1;73.4;;1.1;6.5;5.5;49.2;11.1;23.2;0.7;4.8;17.8;3.4;73.1;26.9
1103;Vrouwen;48 jaar;1965 tot 1970;76.3;57.3;4.2;12.5;2.3;23.7;16.7;7.0;35.3;65.7;75.0;;1.1;6.6;6.1;48.8;12.3;22.0;0.5;4.5;17.0;3.0;70.5;29.5
1104;Vrouwen;48 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;;;;
1105;Vrouwen;48 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
1106;Vrouwen;48 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
1107;Vrouwen;48 jaar;1985 tot 1990;;;;;;;;;;;;;;;;;;;;;;;;
1108;Vrouwen;48 jaar;1990 tot 1995;;;;;;;;;;;;;;;;;;;;;;;;
1109;Vrouwen;48 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;;;;;;;
1110;Vrouwen;49 jaar;1925 tot 1930;;;;;;;;;;;;;;;;;;;;;;;;
1111;Vrouwen;49 jaar;1930 tot 1935;;;;;;;;;;;;;;;;;;;;;;;;
1112;Vrouwen;49 jaar;1935 tot 1940;;;;;;;;;;;;;;;;;;;;;;;;
1113;Vrouwen;49 jaar;1940 tot 1945;82.2;35.2;5.0;32.6;9.4;17.8;10.0;7.8;22.8;64.7;42.8;;;9.8;1.9;22.0;8.6;45.8;1.6;6.3;37.9;11.3;56.1;43.9
1114;Vrouwen;49 jaar;1945 tot 1950;82.2;39.5;4.8;30.7;7.1;17.8;9.9;7.9;24.3;64.3;48.1;;0.9;9.3;2.4;27.6;7.8;43.3;1.6;5.9;35.8;8.6;55.6;44.4
1115;Vrouwen;49 jaar;1950 tot 1955;82.6;49.3;5.1;23.3;4.8;17.4;11.4;6.1;28.9;63.8;59.7;;1.2;8.7;4.4;36.5;8.8;34.5;0.9;6.8;26.7;5.8;65.1;34.9
1116;Vrouwen;49 jaar;1955 tot 1960;79.0;53.9;4.8;16.6;3.7;21.0;13.9;7.0;32.3;63.9;68.2;;0.9;7.9;5.8;44.3;9.1;27.1;0.8;5.4;21.0;4.7;66.5;33.5
1117;Vrouwen;49 jaar;1960 tot 1965;77.0;55.0;5.0;14.4;2.6;23.0;16.5;6.5;34.7;65.2;71.5;;1.2;6.2;6.3;46.9;10.9;25.2;0.7;5.6;18.9;3.3;71.9;28.1
1118;Vrouwen;49 jaar;1965 tot 1970;76.0;56.3;4.3;12.7;2.6;24.0;16.4;7.7;35.6;66.5;74.1;;0.8;5.9;6.6;47.3;13.4;22.4;0.8;4.9;16.8;3.5;68.0;32.0
1119;Vrouwen;49 jaar;1970 tot 1975;;;;;;;;;;;;;;;;;;;;;;;;
1120;Vrouwen;49 jaar;1975 tot 1980;;;;;;;;;;;;;;;;;;;;;;;;
1121;Vrouwen;49 jaar;1980 tot 1985;;;;;;;;;;;;;;;;;;;;;;;;
