ID;BedrijfstakkenBranchesSBI2008;Marges;Perioden;TevredenMetArbeidsomstandigheden_1;TevredenMetWerk_2;LeeftijdWillenDoorwerken_3;LeeftijdInStaatDoorwerken_4;VoldoenAanFysiekeEisenWerk_5;VoldoenAanPsychischeEisenWerk_6;MakkelijkNieuweFunctieEigenWerkgever_7;MakkelijkNieuweBaanAndereWerkgever_8
1332;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2015;72.4;78.9;63.8;62.9;89.6;89.1;44.0;46.0
1333;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2016;72.9;79.9;63.5;62.7;90.4;89.3;47.9;53.1
1334;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2017;71.3;78.3;63.6;62.5;88.4;87.2;50.9;59.1
1335;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2018;72.4;79.7;63.6;62.6;89.7;88.8;52.7;66.4
1336;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2019;74.3;80.2;63.6;62.8;89.7;88.4;52.9;67.9
1337;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2020;77.3;81.8;63.9;63.5;91.6;90.7;57.0;69.1
1338;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2021;77.4;81.5;63.6;63.4;90.6;89.5;57.4;72.8
1339;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2022;75.1;79.3;64.0;63.0;90.3;87.4;57.9;78.3
1340;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2023;77.4;80.8;64.0;63.3;91.5;88.7;59.2;78.7
1341;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2024;77.4;80.6;64.0;63.2;91.1;88.1;58.8;78.3
1342;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2014;74.1;80.3;64.1;63.0;90.5;89.6;43.7;44.9
1343;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2015;74.0;80.3;64.0;63.2;90.6;90.2;45.7;47.8
1344;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2016;74.4;81.3;63.8;63.0;91.3;90.3;49.7;54.9
1345;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2017;72.9;79.7;63.8;62.9;89.5;88.4;52.6;60.7
1346;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2018;73.7;80.9;63.8;62.9;90.6;89.6;54.2;67.8
1347;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2019;75.6;81.3;63.8;63.1;90.5;89.3;54.3;69.3
1348;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2020;78.5;82.9;64.2;63.9;92.4;91.6;58.5;70.4
1349;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2021;78.7;82.7;63.9;63.8;91.4;90.5;58.9;74.1
1350;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2022;76.4;80.5;64.3;63.4;91.2;88.4;59.3;79.5
1351;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2023;78.6;82.0;64.3;63.6;92.3;89.5;60.6;79.9
1352;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2024;78.5;81.7;64.2;63.5;91.9;89.0;60.1;79.5
1353;O-Q Overheid en zorg;Waarde;2014;73.1;79.6;63.9;62.8;89.8;88.9;43.0;43.2
1354;O-Q Overheid en zorg;Waarde;2015;73.2;79.8;63.9;63.1;89.9;89.4;45.1;46.6
1355;O-Q Overheid en zorg;Waarde;2016;73.3;80.6;63.7;62.9;90.6;89.5;49.1;53.8
1356;O-Q Overheid en zorg;Waarde;2017;71.9;79.0;63.8;62.7;88.6;87.5;52.3;59.8
1357;O-Q Overheid en zorg;Waarde;2018;73.0;80.5;63.7;62.8;89.9;89.0;54.3;67.4
1358;O-Q Overheid en zorg;Waarde;2019;74.9;80.9;63.8;63.0;90.0;88.7;54.5;68.9
1359;O-Q Overheid en zorg;Waarde;2020;78.0;82.6;64.1;63.7;91.9;90.9;58.9;70.3
1360;O-Q Overheid en zorg;Waarde;2021;78.3;82.5;63.7;63.6;91.0;90.0;59.3;74.3
1361;O-Q Overheid en zorg;Waarde;2022;75.7;79.9;64.2;63.3;90.7;87.7;60.0;79.4
1362;O-Q Overheid en zorg;Waarde;2023;77.9;81.5;64.2;63.5;92.0;89.1;61.2;80.0
1363;O-Q Overheid en zorg;Waarde;2024;78.1;81.5;64.2;63.4;91.5;88.3;60.6;79.5
1364;O-Q Overheid en zorg;Ondergrens 95%-interval;2014;72.2;78.8;63.8;62.6;89.2;88.3;42.0;42.2
1365;O-Q Overheid en zorg;Ondergrens 95%-interval;2015;72.4;79.1;63.8;62.9;89.4;88.8;44.2;45.7
1366;O-Q Overheid en zorg;Ondergrens 95%-interval;2016;72.5;79.9;63.5;62.7;90.0;88.9;48.2;52.9
1367;O-Q Overheid en zorg;Ondergrens 95%-interval;2017;71.1;78.3;63.7;62.5;88.0;86.9;51.4;58.9
1368;O-Q Overheid en zorg;Ondergrens 95%-interval;2018;72.3;79.9;63.6;62.6;89.5;88.5;53.5;66.7
1369;O-Q Overheid en zorg;Ondergrens 95%-interval;2019;74.2;80.3;63.7;62.9;89.6;88.2;53.8;68.2
1370;O-Q Overheid en zorg;Ondergrens 95%-interval;2020;77.4;82.0;64.0;63.5;91.5;90.4;58.1;69.6
1371;O-Q Overheid en zorg;Ondergrens 95%-interval;2021;77.6;81.9;63.6;63.4;90.5;89.5;58.5;73.6
1372;O-Q Overheid en zorg;Ondergrens 95%-interval;2022;75.0;79.3;64.1;63.1;90.3;87.2;59.3;78.8
1373;O-Q Overheid en zorg;Ondergrens 95%-interval;2023;77.3;80.9;64.1;63.4;91.5;88.6;60.5;79.4
1374;O-Q Overheid en zorg;Ondergrens 95%-interval;2024;77.5;80.9;64.1;63.3;91.1;87.8;59.9;78.9
1375;O-Q Overheid en zorg;Bovengrens 95%-interval;2014;74.0;80.4;64.1;63.0;90.4;89.5;44.0;44.2
1376;O-Q Overheid en zorg;Bovengrens 95%-interval;2015;74.0;80.5;64.0;63.2;90.5;89.9;46.0;47.5
1377;O-Q Overheid en zorg;Bovengrens 95%-interval;2016;74.1;81.3;63.8;63.0;91.1;90.0;50.0;54.7
1378;O-Q Overheid en zorg;Bovengrens 95%-interval;2017;72.7;79.8;63.9;62.8;89.2;88.1;53.2;60.7
1379;O-Q Overheid en zorg;Bovengrens 95%-interval;2018;73.7;81.1;63.8;62.9;90.4;89.4;55.1;68.1
1380;O-Q Overheid en zorg;Bovengrens 95%-interval;2019;75.5;81.5;63.9;63.2;90.5;89.1;55.3;69.6
1381;O-Q Overheid en zorg;Bovengrens 95%-interval;2020;78.6;83.2;64.2;63.8;92.3;91.3;59.6;71.0
1382;O-Q Overheid en zorg;Bovengrens 95%-interval;2021;78.9;83.1;63.8;63.7;91.4;90.5;60.1;75.0
1383;O-Q Overheid en zorg;Bovengrens 95%-interval;2022;76.4;80.5;64.3;63.4;91.2;88.2;60.8;80.0
1384;O-Q Overheid en zorg;Bovengrens 95%-interval;2023;78.5;82.1;64.4;63.7;92.4;89.6;61.9;80.6
1385;O-Q Overheid en zorg;Bovengrens 95%-interval;2024;78.7;82.1;64.3;63.6;91.9;88.7;61.3;80.0
1386;O Openbaar bestuur en overheidsdiensten;Waarde;2014;77.7;78.9;63.8;64.1;94.1;91.0;52.2;42.9
1387;O Openbaar bestuur en overheidsdiensten;Waarde;2015;77.3;81.0;63.6;63.9;92.5;92.4;53.7;42.8
1388;O Openbaar bestuur en overheidsdiensten;Waarde;2016;76.1;79.5;63.7;64.0;93.1;91.1;54.6;48.1
1389;O Openbaar bestuur en overheidsdiensten;Waarde;2017;77.3;79.3;63.7;63.8;91.9;90.5;57.7;53.0
1390;O Openbaar bestuur en overheidsdiensten;Waarde;2018;77.6;81.4;63.5;64.2;93.5;92.6;62.3;59.3
1391;O Openbaar bestuur en overheidsdiensten;Waarde;2019;80.2;81.5;63.6;64.3;91.8;90.3;62.8;60.9
1392;O Openbaar bestuur en overheidsdiensten;Waarde;2020;82.5;83.3;64.0;65.0;94.6;93.1;68.0;63.8
1393;O Openbaar bestuur en overheidsdiensten;Waarde;2021;85.5;84.3;63.5;64.9;94.1;92.4;69.5;70.0
1394;O Openbaar bestuur en overheidsdiensten;Waarde;2022;83.0;81.6;64.1;64.7;94.3;90.4;71.1;75.0
1395;O Openbaar bestuur en overheidsdiensten;Waarde;2023;85.2;82.0;64.1;64.8;95.0;91.7;73.1;76.6
1396;O Openbaar bestuur en overheidsdiensten;Waarde;2024;84.5;82.5;63.8;64.6;94.7;90.7;72.8;76.4
1397;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2014;75.9;77.2;63.5;63.7;93.1;89.7;50.1;40.8
1398;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2015;75.7;79.5;63.4;63.6;91.5;91.4;51.9;40.9
1399;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2016;74.5;78.0;63.4;63.7;92.1;90.0;52.8;46.3
1400;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2017;75.7;77.8;63.5;63.5;90.8;89.4;55.8;51.1
1401;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2018;76.2;80.0;63.3;63.9;92.6;91.7;60.6;57.7
1402;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2019;78.8;80.1;63.4;64.0;90.9;89.3;61.1;59.2
1403;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2020;81.2;82.0;63.8;64.7;93.8;92.2;66.4;62.2
1404;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2021;84.2;83.0;63.3;64.5;93.2;91.4;67.9;68.4
1405;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2022;81.6;80.2;63.9;64.4;93.4;89.3;69.5;73.5
1406;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2023;84.0;80.7;63.9;64.4;94.2;90.7;71.6;75.3
1407;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2024;83.3;81.2;63.6;64.3;93.9;89.7;71.4;75.1
1408;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2014;79.4;80.5;64.0;64.4;95.0;92.1;54.2;45.0
1409;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2015;78.9;82.4;63.8;64.2;93.4;93.3;55.6;44.7
1410;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2016;77.7;80.9;63.9;64.3;93.9;92.0;56.4;49.9
1411;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2017;78.8;80.8;63.9;64.1;92.8;91.6;59.5;54.8
1412;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2018;79.0;82.6;63.7;64.5;94.2;93.4;63.9;60.9
1413;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2019;81.5;82.7;63.8;64.5;92.7;91.3;64.4;62.5
1414;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2020;83.8;84.5;64.2;65.3;95.3;93.8;69.5;65.3
1415;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2021;86.7;85.6;63.8;65.2;94.8;93.3;71.1;71.6
1416;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2022;84.2;82.9;64.3;65.0;95.1;91.4;72.6;76.4
1417;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2023;86.3;83.2;64.3;65.1;95.7;92.5;74.5;78.0
1418;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2024;85.7;83.7;64.1;65.0;95.4;91.6;74.2;77.8
1419;P Onderwijs;Waarde;2014;72.4;80.4;64.4;63.9;92.5;85.4;42.9;44.7
1420;P Onderwijs;Waarde;2015;74.8;82.1;64.3;63.9;91.4;87.3;48.5;50.3
1421;P Onderwijs;Waarde;2016;75.3;81.5;64.0;63.6;93.6;87.7;48.1;55.7
1422;P Onderwijs;Waarde;2017;70.5;79.3;64.3;63.5;92.1;85.2;51.0;60.4
1423;P Onderwijs;Waarde;2018;72.3;80.4;64.2;63.7;92.5;86.5;50.4;68.3
1424;P Onderwijs;Waarde;2019;74.4;81.2;64.3;63.8;92.7;86.9;49.3;70.0
1425;P Onderwijs;Waarde;2020;78.7;83.7;64.5;64.6;94.1;89.1;53.9;69.9
1426;P Onderwijs;Waarde;2021;79.3;83.2;64.1;64.4;93.6;88.5;54.5;73.7
1427;P Onderwijs;Waarde;2022;78.1;82.2;64.4;63.9;94.4;86.4;56.0;80.2
1428;P Onderwijs;Waarde;2023;78.6;82.6;64.5;64.3;94.6;85.8;56.0;80.0
1429;P Onderwijs;Waarde;2024;79.4;83.0;64.6;64.3;93.9;86.3;53.2;78.6
1430;P Onderwijs;Ondergrens 95%-interval;2014;70.6;78.7;64.2;63.5;91.3;83.9;40.8;42.6
1431;P Onderwijs;Ondergrens 95%-interval;2015;73.1;80.5;64.0;63.5;90.3;86.0;46.5;48.4
1432;P Onderwijs;Ondergrens 95%-interval;2016;73.6;80.0;63.7;63.3;92.6;86.5;46.3;53.8
1433;P Onderwijs;Ondergrens 95%-interval;2017;68.8;77.8;64.1;63.1;91.0;83.8;49.1;58.6
1434;P Onderwijs;Ondergrens 95%-interval;2018;71.1;79.3;63.9;63.4;91.7;85.6;49.1;67.1
1435;P Onderwijs;Ondergrens 95%-interval;2019;73.4;80.2;64.1;63.5;92.0;86.0;48.0;68.8
1436;P Onderwijs;Ondergrens 95%-interval;2020;77.7;82.6;64.3;64.4;93.5;88.3;52.6;68.6
1437;P Onderwijs;Ondergrens 95%-interval;2021;78.2;82.0;63.9;64.0;92.9;87.6;53.1;72.5
1438;P Onderwijs;Ondergrens 95%-interval;2022;77.0;81.2;64.1;63.6;93.7;85.5;54.7;79.2
1439;P Onderwijs;Ondergrens 95%-interval;2023;77.6;81.6;64.2;64.0;94.0;84.9;54.7;79.0
1440;P Onderwijs;Ondergrens 95%-interval;2024;78.4;82.0;64.3;64.0;93.3;85.4;52.0;77.5
1441;P Onderwijs;Bovengrens 95%-interval;2014;74.2;81.9;64.7;64.3;93.5;86.8;44.9;46.8
1442;P Onderwijs;Bovengrens 95%-interval;2015;76.4;83.5;64.6;64.2;92.4;88.5;50.4;52.2
1443;P Onderwijs;Bovengrens 95%-interval;2016;76.9;82.9;64.3;63.9;94.4;88.9;50.0;57.6
1444;P Onderwijs;Bovengrens 95%-interval;2017;72.2;80.8;64.6;63.8;93.0;86.4;52.9;62.2
1445;P Onderwijs;Bovengrens 95%-interval;2018;73.4;81.5;64.4;64.0;93.1;87.4;51.7;69.5
1446;P Onderwijs;Bovengrens 95%-interval;2019;75.5;82.2;64.5;64.1;93.3;87.7;50.6;71.2
1447;P Onderwijs;Bovengrens 95%-interval;2020;79.8;84.7;64.8;64.9;94.6;89.9;55.2;71.1
1448;P Onderwijs;Bovengrens 95%-interval;2021;80.4;84.2;64.4;64.7;94.2;89.4;55.9;75.0
1449;P Onderwijs;Bovengrens 95%-interval;2022;79.1;83.2;64.6;64.3;94.9;87.3;57.4;81.3
1450;P Onderwijs;Bovengrens 95%-interval;2023;79.7;83.6;64.7;64.6;95.1;86.7;57.3;81.1
1451;P Onderwijs;Bovengrens 95%-interval;2024;80.4;83.9;64.8;64.5;94.5;87.2;54.5;79.6
1452;Q Gezondheids- en welzijnszorg;Waarde;2014;71.5;79.6;63.8;61.7;87.0;89.5;39.2;42.7
1453;Q Gezondheids- en welzijnszorg;Waarde;2015;70.8;78.4;63.9;62.3;88.2;88.9;40.0;46.7
1454;Q Gezondheids- en welzijnszorg;Waarde;2016;71.2;80.7;63.5;62.0;88.2;89.5;47.1;55.5
1455;Q Gezondheids- en welzijnszorg;Waarde;2017;70.2;78.8;63.6;61.7;85.7;87.1;50.5;62.5
1456;Q Gezondheids- en welzijnszorg;Waarde;2018;71.3;80.1;63.6;61.7;87.4;88.4;52.5;70.4
1457;Q Gezondheids- en welzijnszorg;Waarde;2019;72.8;80.6;63.7;62.1;88.2;88.7;53.2;71.9
1458;Q Gezondheids- en welzijnszorg;Waarde;2020;75.8;82.0;63.9;62.6;89.9;90.6;57.0;73.3
1459;Q Gezondheids- en welzijnszorg;Waarde;2021;74.7;81.4;63.6;62.6;88.6;89.5;56.7;76.4
1460;Q Gezondheids- en welzijnszorg;Waarde;2022;71.7;78.3;64.2;62.3;87.8;87.1;57.0;80.9
1461;Q Gezondheids- en welzijnszorg;Waarde;2023;74.5;80.8;64.2;62.6;89.6;89.3;58.2;81.5
1462;Q Gezondheids- en welzijnszorg;Waarde;2024;74.7;80.5;64.2;62.5;89.1;88.0;58.2;81.2
1463;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2014;70.2;78.5;63.6;61.5;86.0;88.6;37.8;41.3
1464;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2015;69.6;77.4;63.7;62.1;87.4;88.1;38.8;45.5
1465;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2016;70.1;79.7;63.3;61.7;87.4;88.8;45.9;54.3
1466;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2017;69.0;77.7;63.4;61.5;84.9;86.3;49.2;61.4
1467;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2018;70.4;79.3;63.4;61.5;86.7;87.7;51.5;69.4
1468;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2019;71.9;79.7;63.5;61.9;87.5;88.0;52.1;70.9
1469;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2020;74.9;81.1;63.8;62.4;89.2;90.0;55.9;72.3
1470;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2021;73.7;80.5;63.4;62.4;87.8;88.8;55.6;75.5
1471;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2022;70.7;77.3;64.0;62.0;87.1;86.3;55.9;80.1
1472;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2023;73.5;79.9;64.0;62.3;88.9;88.6;57.1;80.6
1473;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2024;73.8;79.7;64.1;62.2;88.4;87.3;57.2;80.4
1474;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2014;72.7;80.7;64.0;62.0;87.9;90.3;40.6;44.1
1475;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2015;71.9;79.4;64.1;62.5;89.0;89.7;41.2;47.9
1476;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2016;72.3;81.6;63.7;62.2;88.9;90.3;48.3;56.7
1477;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2017;71.3;79.8;63.8;62.0;86.6;87.9;51.7;63.7
1478;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2018;72.3;81.0;63.7;61.9;88.1;89.1;53.6;71.3
1479;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2019;73.8;81.5;63.9;62.3;88.9;89.4;54.3;72.8
1480;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2020;76.8;82.8;64.1;62.9;90.5;91.3;58.1;74.2
1481;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2021;75.7;82.3;63.8;62.8;89.3;90.2;57.8;77.4
1482;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2022;72.7;79.1;64.4;62.5;88.5;87.8;58.0;81.8
1483;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2023;75.4;81.6;64.4;62.8;90.2;90.0;59.2;82.3
1484;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2024;75.6;81.3;64.4;62.7;89.7;88.7;59.2;82.0
1485;86 Gezondheidszorg;Waarde;2014;72.8;81.9;63.8;62.7;89.7;90.6;41.3;47.8
1486;86 Gezondheidszorg;Waarde;2015;74.2;82.2;63.9;63.3;90.3;89.9;42.1;51.1
1487;86 Gezondheidszorg;Waarde;2016;73.1;83.1;63.7;62.8;90.0;91.0;46.7;58.2
1488;86 Gezondheidszorg;Waarde;2017;71.8;79.8;63.8;62.6;89.9;89.1;51.6;64.6
1489;86 Gezondheidszorg;Waarde;2018;73.0;81.9;63.9;62.5;90.7;90.2;51.4;71.4
1490;86 Gezondheidszorg;Waarde;2019;74.9;82.7;63.7;63.1;91.4;90.6;51.2;72.5
1491;86 Gezondheidszorg;Waarde;2020;77.2;83.3;64.0;63.6;93.0;91.5;56.6;74.3
1492;86 Gezondheidszorg;Waarde;2021;76.5;82.6;63.7;63.4;91.5;90.7;53.5;76.3
1493;86 Gezondheidszorg;Waarde;2022;73.8;80.6;64.0;63.0;91.0;88.6;53.7;81.1
1494;86 Gezondheidszorg;Waarde;2023;76.3;83.0;64.2;63.4;93.1;90.9;55.5;82.2
1495;86 Gezondheidszorg;Waarde;2024;77.9;82.8;64.6;63.5;93.1;89.6;57.4;82.2
1496;86 Gezondheidszorg;Ondergrens 95%-interval;2014;70.8;80.2;63.5;62.3;88.3;89.2;39.1;45.6
1497;86 Gezondheidszorg;Ondergrens 95%-interval;2015;72.5;80.7;63.6;62.9;89.2;88.7;40.2;49.2
1498;86 Gezondheidszorg;Ondergrens 95%-interval;2016;71.4;81.7;63.5;62.5;88.8;89.8;44.8;56.3
1499;86 Gezondheidszorg;Ondergrens 95%-interval;2017;70.1;78.2;63.5;62.3;88.7;87.8;49.7;62.8
1500;86 Gezondheidszorg;Ondergrens 95%-interval;2018;71.5;80.6;63.6;62.2;89.7;89.1;49.7;69.9
1501;86 Gezondheidszorg;Ondergrens 95%-interval;2019;73.4;81.4;63.5;62.8;90.5;89.6;49.5;71.0
1502;86 Gezondheidszorg;Ondergrens 95%-interval;2020;75.7;82.0;63.7;63.3;92.1;90.5;54.9;72.8
1503;86 Gezondheidszorg;Ondergrens 95%-interval;2021;74.9;81.2;63.4;63.1;90.5;89.6;51.7;74.7
1504;86 Gezondheidszorg;Ondergrens 95%-interval;2022;72.3;79.2;63.8;62.7;90.0;87.4;52.0;79.8
1505;86 Gezondheidszorg;Ondergrens 95%-interval;2023;74.9;81.7;63.9;63.1;92.2;89.9;53.8;80.9
1506;86 Gezondheidszorg;Ondergrens 95%-interval;2024;76.5;81.5;64.3;63.1;92.2;88.6;55.8;80.9
1507;86 Gezondheidszorg;Bovengrens 95%-interval;2014;74.7;83.5;64.0;63.1;90.9;91.7;43.4;49.9
1508;86 Gezondheidszorg;Bovengrens 95%-interval;2015;75.9;83.6;64.2;63.6;91.4;91.0;44.0;53.0
1509;86 Gezondheidszorg;Bovengrens 95%-interval;2016;74.8;84.5;63.9;63.1;91.1;92.0;48.6;60.0
1510;86 Gezondheidszorg;Bovengrens 95%-interval;2017;73.5;81.3;64.0;63.0;91.0;90.2;53.5;66.4
1511;86 Gezondheidszorg;Bovengrens 95%-interval;2018;74.4;83.1;64.1;62.8;91.6;91.1;53.0;72.9
1512;86 Gezondheidszorg;Bovengrens 95%-interval;2019;76.3;84.0;64.0;63.4;92.3;91.6;52.9;73.9
1513;86 Gezondheidszorg;Bovengrens 95%-interval;2020;78.6;84.6;64.3;64.0;93.8;92.5;58.3;75.7
1514;86 Gezondheidszorg;Bovengrens 95%-interval;2021;78.0;83.9;63.9;63.8;92.4;91.7;55.2;77.7
1515;86 Gezondheidszorg;Bovengrens 95%-interval;2022;75.3;81.9;64.3;63.4;91.9;89.6;55.4;82.4
1516;86 Gezondheidszorg;Bovengrens 95%-interval;2023;77.8;84.3;64.4;63.7;93.9;91.8;57.1;83.4
1517;86 Gezondheidszorg;Bovengrens 95%-interval;2024;79.2;84.0;64.8;63.8;93.8;90.6;59.0;83.4
1518;87-88 Verzorging en welzijn;Waarde;2014;70.5;78.1;63.8;61.0;85.1;88.7;37.8;39.2
1519;87-88 Verzorging en welzijn;Waarde;2015;68.3;75.7;63.9;61.5;86.7;88.2;38.5;43.5
1520;87-88 Verzorging en welzijn;Waarde;2016;69.7;78.8;63.3;61.3;86.8;88.5;47.4;53.5
1521;87-88 Verzorging en welzijn;Waarde;2017;69.0;78.1;63.4;61.0;82.7;85.7;49.7;61.0
1522;87-88 Verzorging en welzijn;Waarde;2018;70.1;78.8;63.3;60.9;85.0;87.1;53.4;69.6
1523;87-88 Verzorging en welzijn;Waarde;2019;71.4;79.1;63.7;61.4;85.9;87.4;54.7;71.4
1524;87-88 Verzorging en welzijn;Waarde;2020;74.9;81.1;63.9;61.9;87.8;90.0;57.3;72.6
1525;87-88 Verzorging en welzijn;Waarde;2021;73.5;80.6;63.6;61.9;86.5;88.7;59.0;76.5
1526;87-88 Verzorging en welzijn;Waarde;2022;70.3;76.7;64.3;61.7;85.5;86.0;59.3;80.8
1527;87-88 Verzorging en welzijn;Waarde;2023;73.2;79.3;64.2;62.0;87.2;88.3;60.0;81.0
1528;87-88 Verzorging en welzijn;Waarde;2024;72.6;79.0;64.0;61.8;86.5;86.9;58.7;80.5
1529;87-88 Verzorging en welzijn;Ondergrens 95%-interval;2014;68.8;76.5;63.6;60.6;83.8;87.5;36.0;37.4
1530;87-88 Verzorging en welzijn;Ondergrens 95%-interval;2015;66.8;74.3;63.7;61.2;85.6;87.1;37.0;42.0
1531;87-88 Verzorging en welzijn;Ondergrens 95%-interval;2016;68.3;77.5;63.1;61.0;85.7;87.4;45.8;51.9
1532;87-88 Verzorging en welzijn;Ondergrens 95%-interval;2017;67.5;76.7;63.2;60.7;81.5;84.5;48.1;59.5
1533;87-88 Verzorging en welzijn;Ondergrens 95%-interval;2018;68.8;77.6;63.1;60.6;84.0;86.2;52.0;68.4
1534;87-88 Verzorging en welzijn;Ondergrens 95%-interval;2019;70.1;77.9;63.4;61.1;84.9;86.4;53.3;70.1
1535;87-88 Verzorging en welzijn;Ondergrens 95%-interval;2020;73.6;79.9;63.6;61.6;86.8;89.1;55.8;71.3
1536;87-88 Verzorging en welzijn;Ondergrens 95%-interval;2021;72.2;79.4;63.3;61.6;85.5;87.7;57.5;75.3
1537;87-88 Verzorging en welzijn;Ondergrens 95%-interval;2022;69.0;75.5;64.1;61.4;84.5;85.0;57.9;79.7
1538;87-88 Verzorging en welzijn;Ondergrens 95%-interval;2023;71.9;78.1;63.9;61.6;86.2;87.3;58.7;79.9
1539;87-88 Verzorging en welzijn;Ondergrens 95%-interval;2024;71.4;77.9;63.8;61.5;85.6;86.0;57.4;79.4
1540;87-88 Verzorging en welzijn;Bovengrens 95%-interval;2014;72.2;79.5;64.1;61.4;86.4;89.8;39.6;41.0
1541;87-88 Verzorging en welzijn;Bovengrens 95%-interval;2015;69.7;77.0;64.1;61.8;87.7;89.2;40.1;45.1
1542;87-88 Verzorging en welzijn;Bovengrens 95%-interval;2016;71.2;80.1;63.6;61.6;87.9;89.5;49.0;55.1
1543;87-88 Verzorging en welzijn;Bovengrens 95%-interval;2017;70.5;79.4;63.7;61.3;83.9;86.8;51.3;62.6
1544;87-88 Verzorging en welzijn;Bovengrens 95%-interval;2018;71.3;79.9;63.6;61.2;85.9;88.0;54.8;70.9
1545;87-88 Verzorging en welzijn;Bovengrens 95%-interval;2019;72.7;80.2;63.9;61.6;86.9;88.3;56.1;72.7
1546;87-88 Verzorging en welzijn;Bovengrens 95%-interval;2020;76.1;82.2;64.1;62.2;88.7;90.9;58.7;73.9
1547;87-88 Verzorging en welzijn;Bovengrens 95%-interval;2021;74.8;81.8;63.8;62.2;87.5;89.6;60.5;77.8
1548;87-88 Verzorging en welzijn;Bovengrens 95%-interval;2022;71.5;77.8;64.5;62.1;86.5;87.0;60.6;81.9
1549;87-88 Verzorging en welzijn;Bovengrens 95%-interval;2023;74.4;80.4;64.4;62.3;88.1;89.1;61.3;82.1
