ID;Geslacht;TypeZelfstandige;ArbeidsmarktpositiePeiljaar;Persoonskenmerken;BedrijfstakkenBranchesSBI2008;Peiljaar;Perioden;StartendeZelfstandigen_1
2335;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;L Verhuur en handel van onroerend goed;2 jaar na startjaar;2015;
2336;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;L Verhuur en handel van onroerend goed;3 jaar na startjaar;2008;0.1
2337;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;L Verhuur en handel van onroerend goed;3 jaar na startjaar;2009;0.2
2338;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;L Verhuur en handel van onroerend goed;3 jaar na startjaar;2010;0.1
2339;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;L Verhuur en handel van onroerend goed;3 jaar na startjaar;2011;0.2
2340;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;L Verhuur en handel van onroerend goed;3 jaar na startjaar;2012;0.2
2341;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;L Verhuur en handel van onroerend goed;3 jaar na startjaar;2013;0.2
2342;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;L Verhuur en handel van onroerend goed;3 jaar na startjaar;2014;
2343;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;L Verhuur en handel van onroerend goed;3 jaar na startjaar;2015;
2344;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;L Verhuur en handel van onroerend goed;4 jaar na startjaar;2008;0.1
2345;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;L Verhuur en handel van onroerend goed;4 jaar na startjaar;2009;0.2
2346;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;L Verhuur en handel van onroerend goed;4 jaar na startjaar;2010;0.1
2347;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;L Verhuur en handel van onroerend goed;4 jaar na startjaar;2011;0.2
2348;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;L Verhuur en handel van onroerend goed;4 jaar na startjaar;2012;0.2
2349;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;L Verhuur en handel van onroerend goed;4 jaar na startjaar;2013;
2350;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;L Verhuur en handel van onroerend goed;4 jaar na startjaar;2014;
2351;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;L Verhuur en handel van onroerend goed;4 jaar na startjaar;2015;
2352;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;L Verhuur en handel van onroerend goed;5 jaar na startjaar;2008;0.1
2353;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;L Verhuur en handel van onroerend goed;5 jaar na startjaar;2009;0.2
2354;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;L Verhuur en handel van onroerend goed;5 jaar na startjaar;2010;0.1
2355;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;L Verhuur en handel van onroerend goed;5 jaar na startjaar;2011;0.2
2356;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;L Verhuur en handel van onroerend goed;5 jaar na startjaar;2012;
2357;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;L Verhuur en handel van onroerend goed;5 jaar na startjaar;2013;
2358;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;L Verhuur en handel van onroerend goed;5 jaar na startjaar;2014;
2359;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;L Verhuur en handel van onroerend goed;5 jaar na startjaar;2015;
2360;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;M Specialistische zakelijke diensten;1 jaar na startjaar;2008;3.0
2361;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;M Specialistische zakelijke diensten;1 jaar na startjaar;2009;3.0
2362;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;M Specialistische zakelijke diensten;1 jaar na startjaar;2010;4.2
2363;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;M Specialistische zakelijke diensten;1 jaar na startjaar;2011;4.9
2364;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;M Specialistische zakelijke diensten;1 jaar na startjaar;2012;4.6
2365;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;M Specialistische zakelijke diensten;1 jaar na startjaar;2013;4.8
2366;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;M Specialistische zakelijke diensten;1 jaar na startjaar;2014;5.6
2367;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;M Specialistische zakelijke diensten;1 jaar na startjaar;2015;6.3
2368;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;M Specialistische zakelijke diensten;2 jaar na startjaar;2008;3.0
2369;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;M Specialistische zakelijke diensten;2 jaar na startjaar;2009;3.0
2370;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;M Specialistische zakelijke diensten;2 jaar na startjaar;2010;4.2
2371;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;M Specialistische zakelijke diensten;2 jaar na startjaar;2011;4.9
2372;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;M Specialistische zakelijke diensten;2 jaar na startjaar;2012;4.6
2373;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;M Specialistische zakelijke diensten;2 jaar na startjaar;2013;4.8
2374;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;M Specialistische zakelijke diensten;2 jaar na startjaar;2014;5.6
2375;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;M Specialistische zakelijke diensten;2 jaar na startjaar;2015;
2376;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;M Specialistische zakelijke diensten;3 jaar na startjaar;2008;3.0
2377;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;M Specialistische zakelijke diensten;3 jaar na startjaar;2009;3.0
2378;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;M Specialistische zakelijke diensten;3 jaar na startjaar;2010;4.2
2379;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;M Specialistische zakelijke diensten;3 jaar na startjaar;2011;4.9
2380;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;M Specialistische zakelijke diensten;3 jaar na startjaar;2012;4.6
2381;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;M Specialistische zakelijke diensten;3 jaar na startjaar;2013;4.8
2382;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;M Specialistische zakelijke diensten;3 jaar na startjaar;2014;
2383;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;M Specialistische zakelijke diensten;3 jaar na startjaar;2015;
2384;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;M Specialistische zakelijke diensten;4 jaar na startjaar;2008;3.0
2385;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;M Specialistische zakelijke diensten;4 jaar na startjaar;2009;3.0
2386;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;M Specialistische zakelijke diensten;4 jaar na startjaar;2010;4.2
2387;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;M Specialistische zakelijke diensten;4 jaar na startjaar;2011;4.9
2388;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;M Specialistische zakelijke diensten;4 jaar na startjaar;2012;4.6
2389;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;M Specialistische zakelijke diensten;4 jaar na startjaar;2013;
2390;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;M Specialistische zakelijke diensten;4 jaar na startjaar;2014;
2391;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;M Specialistische zakelijke diensten;4 jaar na startjaar;2015;
2392;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;M Specialistische zakelijke diensten;5 jaar na startjaar;2008;3.0
2393;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;M Specialistische zakelijke diensten;5 jaar na startjaar;2009;3.0
2394;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;M Specialistische zakelijke diensten;5 jaar na startjaar;2010;4.2
2395;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;M Specialistische zakelijke diensten;5 jaar na startjaar;2011;4.9
2396;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;M Specialistische zakelijke diensten;5 jaar na startjaar;2012;
2397;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;M Specialistische zakelijke diensten;5 jaar na startjaar;2013;
2398;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;M Specialistische zakelijke diensten;5 jaar na startjaar;2014;
2399;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;M Specialistische zakelijke diensten;5 jaar na startjaar;2015;
2400;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;N Verhuur en overige zakelijke diensten;1 jaar na startjaar;2008;1.6
2401;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;N Verhuur en overige zakelijke diensten;1 jaar na startjaar;2009;1.7
2402;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;N Verhuur en overige zakelijke diensten;1 jaar na startjaar;2010;2.2
2403;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;N Verhuur en overige zakelijke diensten;1 jaar na startjaar;2011;2.2
2404;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;N Verhuur en overige zakelijke diensten;1 jaar na startjaar;2012;2.2
2405;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;N Verhuur en overige zakelijke diensten;1 jaar na startjaar;2013;2.2
2406;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;N Verhuur en overige zakelijke diensten;1 jaar na startjaar;2014;2.4
2407;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;N Verhuur en overige zakelijke diensten;1 jaar na startjaar;2015;2.7
2408;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;N Verhuur en overige zakelijke diensten;2 jaar na startjaar;2008;1.6
2409;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;N Verhuur en overige zakelijke diensten;2 jaar na startjaar;2009;1.7
2410;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;N Verhuur en overige zakelijke diensten;2 jaar na startjaar;2010;2.2
2411;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;N Verhuur en overige zakelijke diensten;2 jaar na startjaar;2011;2.2
2412;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;N Verhuur en overige zakelijke diensten;2 jaar na startjaar;2012;2.2
2413;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;N Verhuur en overige zakelijke diensten;2 jaar na startjaar;2013;2.2
2414;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;N Verhuur en overige zakelijke diensten;2 jaar na startjaar;2014;2.4
2415;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;N Verhuur en overige zakelijke diensten;2 jaar na startjaar;2015;
2416;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;N Verhuur en overige zakelijke diensten;3 jaar na startjaar;2008;1.6
2417;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;N Verhuur en overige zakelijke diensten;3 jaar na startjaar;2009;1.7
2418;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;N Verhuur en overige zakelijke diensten;3 jaar na startjaar;2010;2.2
2419;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;N Verhuur en overige zakelijke diensten;3 jaar na startjaar;2011;2.2
2420;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;N Verhuur en overige zakelijke diensten;3 jaar na startjaar;2012;2.2
2421;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;N Verhuur en overige zakelijke diensten;3 jaar na startjaar;2013;2.2
2422;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;N Verhuur en overige zakelijke diensten;3 jaar na startjaar;2014;
2423;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;N Verhuur en overige zakelijke diensten;3 jaar na startjaar;2015;
2424;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;N Verhuur en overige zakelijke diensten;4 jaar na startjaar;2008;1.6
2425;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;N Verhuur en overige zakelijke diensten;4 jaar na startjaar;2009;1.7
2426;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;N Verhuur en overige zakelijke diensten;4 jaar na startjaar;2010;2.2
2427;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;N Verhuur en overige zakelijke diensten;4 jaar na startjaar;2011;2.2
2428;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;N Verhuur en overige zakelijke diensten;4 jaar na startjaar;2012;2.2
2429;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;N Verhuur en overige zakelijke diensten;4 jaar na startjaar;2013;
2430;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;N Verhuur en overige zakelijke diensten;4 jaar na startjaar;2014;
2431;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;N Verhuur en overige zakelijke diensten;4 jaar na startjaar;2015;
2432;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;N Verhuur en overige zakelijke diensten;5 jaar na startjaar;2008;1.6
2433;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;N Verhuur en overige zakelijke diensten;5 jaar na startjaar;2009;1.7
2434;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;N Verhuur en overige zakelijke diensten;5 jaar na startjaar;2010;2.2
2435;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;N Verhuur en overige zakelijke diensten;5 jaar na startjaar;2011;2.2
2436;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;N Verhuur en overige zakelijke diensten;5 jaar na startjaar;2012;
2437;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;N Verhuur en overige zakelijke diensten;5 jaar na startjaar;2013;
2438;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;N Verhuur en overige zakelijke diensten;5 jaar na startjaar;2014;
2439;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;N Verhuur en overige zakelijke diensten;5 jaar na startjaar;2015;
2440;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;O Openbaar bestuur en overheidsdiensten;1 jaar na startjaar;2008;0.1
2441;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;O Openbaar bestuur en overheidsdiensten;1 jaar na startjaar;2009;0.4
2442;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;O Openbaar bestuur en overheidsdiensten;1 jaar na startjaar;2010;0.5
2443;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;O Openbaar bestuur en overheidsdiensten;1 jaar na startjaar;2011;0.3
2444;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;O Openbaar bestuur en overheidsdiensten;1 jaar na startjaar;2012;0.4
2445;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;O Openbaar bestuur en overheidsdiensten;1 jaar na startjaar;2013;0.1
2446;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;O Openbaar bestuur en overheidsdiensten;1 jaar na startjaar;2014;0.7
2447;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;O Openbaar bestuur en overheidsdiensten;1 jaar na startjaar;2015;0.4
2448;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;O Openbaar bestuur en overheidsdiensten;2 jaar na startjaar;2008;0.1
2449;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;O Openbaar bestuur en overheidsdiensten;2 jaar na startjaar;2009;0.4
2450;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;O Openbaar bestuur en overheidsdiensten;2 jaar na startjaar;2010;0.5
2451;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;O Openbaar bestuur en overheidsdiensten;2 jaar na startjaar;2011;0.3
2452;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;O Openbaar bestuur en overheidsdiensten;2 jaar na startjaar;2012;0.4
2453;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;O Openbaar bestuur en overheidsdiensten;2 jaar na startjaar;2013;0.1
2454;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;O Openbaar bestuur en overheidsdiensten;2 jaar na startjaar;2014;0.7
2455;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;O Openbaar bestuur en overheidsdiensten;2 jaar na startjaar;2015;
2456;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;O Openbaar bestuur en overheidsdiensten;3 jaar na startjaar;2008;0.1
2457;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;O Openbaar bestuur en overheidsdiensten;3 jaar na startjaar;2009;0.4
2458;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;O Openbaar bestuur en overheidsdiensten;3 jaar na startjaar;2010;0.5
2459;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;O Openbaar bestuur en overheidsdiensten;3 jaar na startjaar;2011;0.3
