ID;EconomicActivityNCEA2008;Regions;Periods;NumberOfLocalUnits_1
2062;0111 Growing cereals, leguminous crops;Overijssel (PV);2008;60
2063;0111 Growing cereals, leguminous crops;Overijssel (PV);2009;50
2064;0111 Growing cereals, leguminous crops;Overijssel (PV);2010;45
2065;0111 Growing cereals, leguminous crops;Flevoland (PV);2006;15
2066;0111 Growing cereals, leguminous crops;Flevoland (PV);2007;25
2067;0111 Growing cereals, leguminous crops;Flevoland (PV);2008;15
2068;0111 Growing cereals, leguminous crops;Flevoland (PV);2009;20
2069;0111 Growing cereals, leguminous crops;Flevoland (PV);2010;20
2070;0111 Growing cereals, leguminous crops;Gelderland (PV);2006;150
2071;0111 Growing cereals, leguminous crops;Gelderland (PV);2007;185
2072;0111 Growing cereals, leguminous crops;Gelderland (PV);2008;150
2073;0111 Growing cereals, leguminous crops;Gelderland (PV);2009;150
2074;0111 Growing cereals, leguminous crops;Gelderland (PV);2010;145
2075;0111 Growing cereals, leguminous crops;Utrecht (PV);2006;10
2076;0111 Growing cereals, leguminous crops;Utrecht (PV);2007;10
2077;0111 Growing cereals, leguminous crops;Utrecht (PV);2008;15
2078;0111 Growing cereals, leguminous crops;Utrecht (PV);2009;15
2079;0111 Growing cereals, leguminous crops;Utrecht (PV);2010;10
2080;0111 Growing cereals, leguminous crops;Noord-Holland (PV);2006;30
2081;0111 Growing cereals, leguminous crops;Noord-Holland (PV);2007;45
2082;0111 Growing cereals, leguminous crops;Noord-Holland (PV);2008;30
2083;0111 Growing cereals, leguminous crops;Noord-Holland (PV);2009;65
2084;0111 Growing cereals, leguminous crops;Noord-Holland (PV);2010;45
2085;0111 Growing cereals, leguminous crops;Zuid-Holland (PV);2006;80
2086;0111 Growing cereals, leguminous crops;Zuid-Holland (PV);2007;100
2087;0111 Growing cereals, leguminous crops;Zuid-Holland (PV);2008;80
2088;0111 Growing cereals, leguminous crops;Zuid-Holland (PV);2009;105
2089;0111 Growing cereals, leguminous crops;Zuid-Holland (PV);2010;95
2090;0111 Growing cereals, leguminous crops;Zeeland (PV);2006;180
2091;0111 Growing cereals, leguminous crops;Zeeland (PV);2007;245
2092;0111 Growing cereals, leguminous crops;Zeeland (PV);2008;190
2093;0111 Growing cereals, leguminous crops;Zeeland (PV);2009;270
2094;0111 Growing cereals, leguminous crops;Zeeland (PV);2010;230
2095;0111 Growing cereals, leguminous crops;Noord-Brabant (PV);2006;270
2096;0111 Growing cereals, leguminous crops;Noord-Brabant (PV);2007;290
2097;0111 Growing cereals, leguminous crops;Noord-Brabant (PV);2008;215
2098;0111 Growing cereals, leguminous crops;Noord-Brabant (PV);2009;240
2099;0111 Growing cereals, leguminous crops;Noord-Brabant (PV);2010;195
2100;0111 Growing cereals, leguminous crops;Limburg (PV);2006;140
2101;0111 Growing cereals, leguminous crops;Limburg (PV);2007;165
2102;0111 Growing cereals, leguminous crops;Limburg (PV);2008;105
2103;0111 Growing cereals, leguminous crops;Limburg (PV);2009;170
2104;0111 Growing cereals, leguminous crops;Limburg (PV);2010;150
2105;0111 Growing cereals, leguminous crops;Oost-Groningen (CR);2006;95
2106;0111 Growing cereals, leguminous crops;Oost-Groningen (CR);2007;125
2107;0111 Growing cereals, leguminous crops;Oost-Groningen (CR);2008;105
2108;0111 Growing cereals, leguminous crops;Oost-Groningen (CR);2009;120
2109;0111 Growing cereals, leguminous crops;Oost-Groningen (CR);2010;110
2110;0111 Growing cereals, leguminous crops;Delfzijl en omgeving (CR);2006;30
2111;0111 Growing cereals, leguminous crops;Delfzijl en omgeving (CR);2007;45
2112;0111 Growing cereals, leguminous crops;Delfzijl en omgeving (CR);2008;45
2113;0111 Growing cereals, leguminous crops;Delfzijl en omgeving (CR);2009;45
2114;0111 Growing cereals, leguminous crops;Delfzijl en omgeving (CR);2010;40
2115;0111 Growing cereals, leguminous crops;Overig Groningen (CR);2006;60
2116;0111 Growing cereals, leguminous crops;Overig Groningen (CR);2007;75
2117;0111 Growing cereals, leguminous crops;Overig Groningen (CR);2008;65
2118;0111 Growing cereals, leguminous crops;Overig Groningen (CR);2009;75
2119;0111 Growing cereals, leguminous crops;Overig Groningen (CR);2010;65
2120;0111 Growing cereals, leguminous crops;Noord-Friesland (CR);2006;15
2121;0111 Growing cereals, leguminous crops;Noord-Friesland (CR);2007;20
2122;0111 Growing cereals, leguminous crops;Noord-Friesland (CR);2008;20
2123;0111 Growing cereals, leguminous crops;Noord-Friesland (CR);2009;35
2124;0111 Growing cereals, leguminous crops;Noord-Friesland (CR);2010;25
2125;0111 Growing cereals, leguminous crops;Zuidwest-Friesland (CR);2006;0
2126;0111 Growing cereals, leguminous crops;Zuidwest-Friesland (CR);2007;0
2127;0111 Growing cereals, leguminous crops;Zuidwest-Friesland (CR);2008;0
2128;0111 Growing cereals, leguminous crops;Zuidwest-Friesland (CR);2009;0
2129;0111 Growing cereals, leguminous crops;Zuidwest-Friesland (CR);2010;0
2130;0111 Growing cereals, leguminous crops;Zuidoost-Friesland (CR);2006;5
2131;0111 Growing cereals, leguminous crops;Zuidoost-Friesland (CR);2007;5
2132;0111 Growing cereals, leguminous crops;Zuidoost-Friesland (CR);2008;5
2133;0111 Growing cereals, leguminous crops;Zuidoost-Friesland (CR);2009;0
2134;0111 Growing cereals, leguminous crops;Zuidoost-Friesland (CR);2010;5
2135;0111 Growing cereals, leguminous crops;Noord-Drenthe (CR);2006;25
2136;0111 Growing cereals, leguminous crops;Noord-Drenthe (CR);2007;30
2137;0111 Growing cereals, leguminous crops;Noord-Drenthe (CR);2008;25
2138;0111 Growing cereals, leguminous crops;Noord-Drenthe (CR);2009;25
2139;0111 Growing cereals, leguminous crops;Noord-Drenthe (CR);2010;20
2140;0111 Growing cereals, leguminous crops;Zuidoost-Drenthe (CR);2006;20
2141;0111 Growing cereals, leguminous crops;Zuidoost-Drenthe (CR);2007;35
2142;0111 Growing cereals, leguminous crops;Zuidoost-Drenthe (CR);2008;20
2143;0111 Growing cereals, leguminous crops;Zuidoost-Drenthe (CR);2009;30
2144;0111 Growing cereals, leguminous crops;Zuidoost-Drenthe (CR);2010;25
2145;0111 Growing cereals, leguminous crops;Zuidwest-Drenthe (CR);2006;15
2146;0111 Growing cereals, leguminous crops;Zuidwest-Drenthe (CR);2007;15
2147;0111 Growing cereals, leguminous crops;Zuidwest-Drenthe (CR);2008;15
2148;0111 Growing cereals, leguminous crops;Zuidwest-Drenthe (CR);2009;15
2149;0111 Growing cereals, leguminous crops;Zuidwest-Drenthe (CR);2010;10
2150;0111 Growing cereals, leguminous crops;Noord-Overijssel (CR);2006;20
2151;0111 Growing cereals, leguminous crops;Noord-Overijssel (CR);2007;20
2152;0111 Growing cereals, leguminous crops;Noord-Overijssel (CR);2008;25
2153;0111 Growing cereals, leguminous crops;Noord-Overijssel (CR);2009;20
2154;0111 Growing cereals, leguminous crops;Noord-Overijssel (CR);2010;15
2155;0111 Growing cereals, leguminous crops;Zuidwest-Overijssel (CR);2006;10
2156;0111 Growing cereals, leguminous crops;Zuidwest-Overijssel (CR);2007;15
2157;0111 Growing cereals, leguminous crops;Zuidwest-Overijssel (CR);2008;10
2158;0111 Growing cereals, leguminous crops;Zuidwest-Overijssel (CR);2009;10
2159;0111 Growing cereals, leguminous crops;Zuidwest-Overijssel (CR);2010;10
2160;0111 Growing cereals, leguminous crops;Twente (CR);2006;25
2161;0111 Growing cereals, leguminous crops;Twente (CR);2007;25
2162;0111 Growing cereals, leguminous crops;Twente (CR);2008;25
2163;0111 Growing cereals, leguminous crops;Twente (CR);2009;20
2164;0111 Growing cereals, leguminous crops;Twente (CR);2010;20
2165;0111 Growing cereals, leguminous crops;Veluwe (CR);2006;15
2166;0111 Growing cereals, leguminous crops;Veluwe (CR);2007;20
2167;0111 Growing cereals, leguminous crops;Veluwe (CR);2008;10
2168;0111 Growing cereals, leguminous crops;Veluwe (CR);2009;10
2169;0111 Growing cereals, leguminous crops;Veluwe (CR);2010;5
2170;0111 Growing cereals, leguminous crops;Achterhoek (CR);2006;85
2171;0111 Growing cereals, leguminous crops;Achterhoek (CR);2007;95
2172;0111 Growing cereals, leguminous crops;Achterhoek (CR);2008;75
2173;0111 Growing cereals, leguminous crops;Achterhoek (CR);2009;75
2174;0111 Growing cereals, leguminous crops;Achterhoek (CR);2010;80
2175;0111 Growing cereals, leguminous crops;Arnhem/Nijmegen (CR);2006;40
2176;0111 Growing cereals, leguminous crops;Arnhem/Nijmegen (CR);2007;50
2177;0111 Growing cereals, leguminous crops;Arnhem/Nijmegen (CR);2008;40
2178;0111 Growing cereals, leguminous crops;Arnhem/Nijmegen (CR);2009;40
2179;0111 Growing cereals, leguminous crops;Arnhem/Nijmegen (CR);2010;35
2180;0111 Growing cereals, leguminous crops;Zuidwest-Gelderland (CR);2006;15
2181;0111 Growing cereals, leguminous crops;Zuidwest-Gelderland (CR);2007;20
2182;0111 Growing cereals, leguminous crops;Zuidwest-Gelderland (CR);2008;25
2183;0111 Growing cereals, leguminous crops;Zuidwest-Gelderland (CR);2009;25
2184;0111 Growing cereals, leguminous crops;Zuidwest-Gelderland (CR);2010;25
2185;0111 Growing cereals, leguminous crops;Utrecht (CR);2006;10
2186;0111 Growing cereals, leguminous crops;Utrecht (CR);2007;10
2187;0111 Growing cereals, leguminous crops;Utrecht (CR);2008;15
2188;0111 Growing cereals, leguminous crops;Utrecht (CR);2009;15
2189;0111 Growing cereals, leguminous crops;Utrecht (CR);2010;10
2190;0111 Growing cereals, leguminous crops;Kop van Noord-Holland (CR);2006;15
2191;0111 Growing cereals, leguminous crops;Kop van Noord-Holland (CR);2007;25
2192;0111 Growing cereals, leguminous crops;Kop van Noord-Holland (CR);2008;15
2193;0111 Growing cereals, leguminous crops;Kop van Noord-Holland (CR);2009;40
2194;0111 Growing cereals, leguminous crops;Kop van Noord-Holland (CR);2010;25
2195;0111 Growing cereals, leguminous crops;Alkmaar en omgeving (CR);2006;5
2196;0111 Growing cereals, leguminous crops;Alkmaar en omgeving (CR);2007;0
2197;0111 Growing cereals, leguminous crops;Alkmaar en omgeving (CR);2008;0
2198;0111 Growing cereals, leguminous crops;Alkmaar en omgeving (CR);2009;5
2199;0111 Growing cereals, leguminous crops;Alkmaar en omgeving (CR);2010;5
2200;0111 Growing cereals, leguminous crops;IJmond (CR);2006;0
2201;0111 Growing cereals, leguminous crops;IJmond (CR);2007;0
2202;0111 Growing cereals, leguminous crops;IJmond (CR);2008;0
2203;0111 Growing cereals, leguminous crops;IJmond (CR);2009;0
2204;0111 Growing cereals, leguminous crops;IJmond (CR);2010;0
2205;0111 Growing cereals, leguminous crops;Agglomeratie Haarlem (CR);2006;0
2206;0111 Growing cereals, leguminous crops;Agglomeratie Haarlem (CR);2007;0
2207;0111 Growing cereals, leguminous crops;Agglomeratie Haarlem (CR);2008;0
2208;0111 Growing cereals, leguminous crops;Agglomeratie Haarlem (CR);2009;0
2209;0111 Growing cereals, leguminous crops;Agglomeratie Haarlem (CR);2010;0
2210;0111 Growing cereals, leguminous crops;Zaanstreek (CR);2006;5
2211;0111 Growing cereals, leguminous crops;Zaanstreek (CR);2007;0
2212;0111 Growing cereals, leguminous crops;Zaanstreek (CR);2008;0
2213;0111 Growing cereals, leguminous crops;Zaanstreek (CR);2009;0
2214;0111 Growing cereals, leguminous crops;Zaanstreek (CR);2010;0
2215;0111 Growing cereals, leguminous crops;Groot-Amsterdam (CR);2006;10
2216;0111 Growing cereals, leguminous crops;Groot-Amsterdam (CR);2007;15
2217;0111 Growing cereals, leguminous crops;Groot-Amsterdam (CR);2008;10
2218;0111 Growing cereals, leguminous crops;Groot-Amsterdam (CR);2009;15
2219;0111 Growing cereals, leguminous crops;Groot-Amsterdam (CR);2010;15
2220;0111 Growing cereals, leguminous crops;Het Gooi en Vechtstreek (CR);2006;0
2221;0111 Growing cereals, leguminous crops;Het Gooi en Vechtstreek (CR);2007;0
2222;0111 Growing cereals, leguminous crops;Het Gooi en Vechtstreek (CR);2008;0
2223;0111 Growing cereals, leguminous crops;Het Gooi en Vechtstreek (CR);2009;0
2224;0111 Growing cereals, leguminous crops;Het Gooi en Vechtstreek (CR);2010;0
2225;0111 Growing cereals, leguminous crops;Agglomeratie Leiden en Bollenstreek (CR);2006;0
2226;0111 Growing cereals, leguminous crops;Agglomeratie Leiden en Bollenstreek (CR);2007;0
2227;0111 Growing cereals, leguminous crops;Agglomeratie Leiden en Bollenstreek (CR);2008;0
2228;0111 Growing cereals, leguminous crops;Agglomeratie Leiden en Bollenstreek (CR);2009;5
2229;0111 Growing cereals, leguminous crops;Agglomeratie Leiden en Bollenstreek (CR);2010;5
2230;0111 Growing cereals, leguminous crops;Agglomeratie 's-Gravenhage (CR);2006;0
2231;0111 Growing cereals, leguminous crops;Agglomeratie 's-Gravenhage (CR);2007;0
2232;0111 Growing cereals, leguminous crops;Agglomeratie 's-Gravenhage (CR);2008;0
2233;0111 Growing cereals, leguminous crops;Agglomeratie 's-Gravenhage (CR);2009;5
2234;0111 Growing cereals, leguminous crops;Agglomeratie 's-Gravenhage (CR);2010;0
2235;0111 Growing cereals, leguminous crops;Delft en Westland (CR);2006;5
2236;0111 Growing cereals, leguminous crops;Delft en Westland (CR);2007;5
2237;0111 Growing cereals, leguminous crops;Delft en Westland (CR);2008;5
2238;0111 Growing cereals, leguminous crops;Delft en Westland (CR);2009;5
2239;0111 Growing cereals, leguminous crops;Delft en Westland (CR);2010;5
2240;0111 Growing cereals, leguminous crops;Oost-Zuid-Holland (CR);2006;10
2241;0111 Growing cereals, leguminous crops;Oost-Zuid-Holland (CR);2007;15
2242;0111 Growing cereals, leguminous crops;Oost-Zuid-Holland (CR);2008;10
2243;0111 Growing cereals, leguminous crops;Oost-Zuid-Holland (CR);2009;5
2244;0111 Growing cereals, leguminous crops;Oost-Zuid-Holland (CR);2010;5
2245;0111 Growing cereals, leguminous crops;Groot-Rijnmond (CR);2006;55
2246;0111 Growing cereals, leguminous crops;Groot-Rijnmond (CR);2007;75
2247;0111 Growing cereals, leguminous crops;Groot-Rijnmond (CR);2008;60
2248;0111 Growing cereals, leguminous crops;Groot-Rijnmond (CR);2009;80
2249;0111 Growing cereals, leguminous crops;Groot-Rijnmond (CR);2010;75
2250;0111 Growing cereals, leguminous crops;Zuidoost-Zuid-Holland (CR);2006;15
2251;0111 Growing cereals, leguminous crops;Zuidoost-Zuid-Holland (CR);2007;5
2252;0111 Growing cereals, leguminous crops;Zuidoost-Zuid-Holland (CR);2008;5
2253;0111 Growing cereals, leguminous crops;Zuidoost-Zuid-Holland (CR);2009;5
2254;0111 Growing cereals, leguminous crops;Zuidoost-Zuid-Holland (CR);2010;5
2255;0111 Growing cereals, leguminous crops;Zeeuwsch-Vlaanderen (CR);2006;100
2256;0111 Growing cereals, leguminous crops;Zeeuwsch-Vlaanderen (CR);2007;135
2257;0111 Growing cereals, leguminous crops;Zeeuwsch-Vlaanderen (CR);2008;105
2258;0111 Growing cereals, leguminous crops;Zeeuwsch-Vlaanderen (CR);2009;135
2259;0111 Growing cereals, leguminous crops;Zeeuwsch-Vlaanderen (CR);2010;120
2260;0111 Growing cereals, leguminous crops;Overig Zeeland (CR);2006;80
2261;0111 Growing cereals, leguminous crops;Overig Zeeland (CR);2007;110
2262;0111 Growing cereals, leguminous crops;Overig Zeeland (CR);2008;85
2263;0111 Growing cereals, leguminous crops;Overig Zeeland (CR);2009;135
2264;0111 Growing cereals, leguminous crops;Overig Zeeland (CR);2010;110
2265;0111 Growing cereals, leguminous crops;West-Noord-Brabant (CR);2006;65
2266;0111 Growing cereals, leguminous crops;West-Noord-Brabant (CR);2007;70
2267;0111 Growing cereals, leguminous crops;West-Noord-Brabant (CR);2008;40
2268;0111 Growing cereals, leguminous crops;West-Noord-Brabant (CR);2009;55
2269;0111 Growing cereals, leguminous crops;West-Noord-Brabant (CR);2010;55
2270;0111 Growing cereals, leguminous crops;Midden-Noord-Brabant (CR);2006;25
2271;0111 Growing cereals, leguminous crops;Midden-Noord-Brabant (CR);2007;25
2272;0111 Growing cereals, leguminous crops;Midden-Noord-Brabant (CR);2008;30
2273;0111 Growing cereals, leguminous crops;Midden-Noord-Brabant (CR);2009;30
2274;0111 Growing cereals, leguminous crops;Midden-Noord-Brabant (CR);2010;25
2275;0111 Growing cereals, leguminous crops;Noordoost-Noord-Brabant (CR);2006;80
2276;0111 Growing cereals, leguminous crops;Noordoost-Noord-Brabant (CR);2007;95
2277;0111 Growing cereals, leguminous crops;Noordoost-Noord-Brabant (CR);2008;75
2278;0111 Growing cereals, leguminous crops;Noordoost-Noord-Brabant (CR);2009;70
2279;0111 Growing cereals, leguminous crops;Noordoost-Noord-Brabant (CR);2010;50
2280;0111 Growing cereals, leguminous crops;Zuidoost-Noord-Brabant (CR);2006;105
2281;0111 Growing cereals, leguminous crops;Zuidoost-Noord-Brabant (CR);2007;100
2282;0111 Growing cereals, leguminous crops;Zuidoost-Noord-Brabant (CR);2008;70
2283;0111 Growing cereals, leguminous crops;Zuidoost-Noord-Brabant (CR);2009;80
2284;0111 Growing cereals, leguminous crops;Zuidoost-Noord-Brabant (CR);2010;65
2285;0111 Growing cereals, leguminous crops;Noord-Limburg (CR);2006;45
2286;0111 Growing cereals, leguminous crops;Noord-Limburg (CR);2007;50
2287;0111 Growing cereals, leguminous crops;Noord-Limburg (CR);2008;25
2288;0111 Growing cereals, leguminous crops;Noord-Limburg (CR);2009;40
2289;0111 Growing cereals, leguminous crops;Noord-Limburg (CR);2010;30
2290;0111 Growing cereals, leguminous crops;Midden-Limburg (CR);2006;50
2291;0111 Growing cereals, leguminous crops;Midden-Limburg (CR);2007;60
2292;0111 Growing cereals, leguminous crops;Midden-Limburg (CR);2008;40
2293;0111 Growing cereals, leguminous crops;Midden-Limburg (CR);2009;60
2294;0111 Growing cereals, leguminous crops;Midden-Limburg (CR);2010;60
2295;0111 Growing cereals, leguminous crops;Zuid-Limburg (CR);2006;45
2296;0111 Growing cereals, leguminous crops;Zuid-Limburg (CR);2007;55
2297;0111 Growing cereals, leguminous crops;Zuid-Limburg (CR);2008;40
2298;0111 Growing cereals, leguminous crops;Zuid-Limburg (CR);2009;70
2299;0111 Growing cereals, leguminous crops;Zuid-Limburg (CR);2010;60
2300;0111 Growing cereals, leguminous crops;Flevoland (CR);2006;15
